0000000180184370 (__TEXT,__text) non-external K256
0000000180177234 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCacheC1ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEENS0_11SafePointerEb
0000000180176e80 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCacheC2ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEENS0_11SafePointerEb
0000000180195010 (__TEXT,__text) non-external __ZN5dyld45Atlas11SharedCacheC2ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEENS0_11SafePointerEb.cold.1
00000001801782c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer13emitStringRefEPKcRN3lsl6VectorISt4byteEE
0000000180178350 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer18emitMappedFileInfoEyRKN3lsl4UUIDERKNS_10FileRecordERNS3_6VectorISt4byteEE
00000001801950c0 (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot10Serializer18emitMappedFileInfoEyRKN3lsl4UUIDERKNS_10FileRecordERNS3_6VectorISt4byteEE.cold.1
00000001801950ec (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot10Serializer18emitMappedFileInfoEyRKN3lsl4UUIDERKNS_10FileRecordERNS3_6VectorISt4byteEE.cold.2
00000001801786ac (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer4emitIjEEvT_RN3lsl6VectorISt4byteEE
0000000180178718 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer4emitIyEEvT_RN3lsl6VectorISt4byteEE
00000001801779f8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer9serializeEv
00000001801782b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot11setPlatformEy
00000001801782b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot12setDyldStateEy
0000000180177720 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot14addSharedCacheEONS0_11SharedCacheE
00000001801773a4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot14identityMapperEv
0000000180177868 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot19addSharedCacheImageEPK11mach_header
0000000180195068 (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot19addSharedCacheImageEPK11mach_header.cold.1
0000000180195094 (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot19addSharedCacheImageEPK11mach_header.cold.2
00000001801782a8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot20setInitialImageCountEy
0000000180177608 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot8addImageEONS0_5ImageE
00000001801773ac (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot9addImagesEPNS_12RuntimeStateERN3lsl6VectorI18AuthenticatedValueIPKNS_6LoaderEEEE
0000000180177900 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot9serializeEv
00000001801773a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC1ERN3lsl9AllocatorERNS_11FileManagerEb
0000000180177314 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC2ERN3lsl9AllocatorERNS_11FileManagerEb
0000000180176b30 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image4swapERS1_
0000000180176a3c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5ImageC1ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEENS0_11SafePointerE
0000000180176ab0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5ImageC1ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEENS0_11SafePointerERKNS2_4UUIDE
00000001801768a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5ImageC2EPNS_12RuntimeStateERN3lsl9AllocatorERNS4_9SharedPtrINS0_6MapperEEEPKNS_6LoaderE
00000001801760f0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDENS0_11SafePointerE
0000000180178d1c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerI17dyld_cache_headerE4swapERS4_
0000000180178d1c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerIN5dyld311MachOLoadedEE4swapERS5_
0000000180176784 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6MapperD1Ev
0000000180176674 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6MapperD2Ev
0000000180194fb8 (__TEXT,__text) non-external __ZN5dyld45Atlas6MapperD2Ev.cold.1
00000001801683d0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Utils16concatenatePathsEPcPKcm
000000018016835c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Utils7strrstrEPKcS2_
000000018012a710 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader11forEachPathER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEU13block_pointerFvS6_NS_13ProcessConfig13PathOverrides4TypeERbE
000000018012c8c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader11mapSegmentsER11DiagnosticsRNS_12RuntimeStateEPKciyRKNS0_19CodeSignatureInFileEbRKN5dyld35ArrayINS0_6RegionEEEbbRKNS0_18FileValidationInfoE
000000018012c5d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader12validateFileER11DiagnosticsRKNS_12RuntimeStateEiPKcRKNS0_19CodeSignatureInFileERKNS0_18FileValidationInfoE
00000001801298e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader14InitialOptionsC1Ev
0000000180129b4c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader14loadDependentsER11DiagnosticsRNS_12RuntimeStateERKNS0_11LoadOptionsE
000000018019362c (__TEXT,__text) non-external __ZN5dyld46Loader14loadDependentsER11DiagnosticsRNS_12RuntimeStateERKNS0_11LoadOptionsE.cold.1
000000018012a4fc (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader14makeDiskLoaderER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEbjPKN6mach_o6LayoutE
00000001801316d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader15resolvedAddressERNS_12RuntimeStateERKNS0_14ResolvedSymbolE
00000001801303e4 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader16addWeakDefsToMapERNS_12RuntimeStateERKNSt3__14spanIPKS0_Lm18446744073709551615EEE
0000000180129e90 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader17beginInitializersERNS_12RuntimeStateE
0000000180193810 (__TEXT,__text) non-external __ZN5dyld46Loader17beginInitializersERNS_12RuntimeStateE.cold.1
000000018012c0c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader18expandAtLoaderPathERNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEPKS0_bPc
000000018012a5cc (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader19makeDyldCacheLoaderER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEjPKN6mach_o6LayoutE
0000000180132878 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader21indexOfUnzipperedTwinERKNS_12RuntimeStateEt
000000018019341c (__TEXT,__text) non-external __ZN5dyld46Loader21indexOfUnzipperedTwinERKNS_12RuntimeStateEt.cold.1
0000000180131a00 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader21overriddenCacheHeaderERNS_12RuntimeStateEPKN6mach_o6HeaderE
000000018012c2d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader22expandAtExecutablePathERNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEbPc
000000018012a9d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader24forEachResolvedAtPathVarERNS_12RuntimeStateEPKcRKNS0_11LoadOptionsENS_13ProcessConfig13PathOverrides4TypeERbU13block_pointerFvS4_SA_SB_E
0000000180132df4 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader26getOnDiskBinarySliceOffsetERNS_12RuntimeStateEPKN5dyld39MachOFileEPKc
0000000180131e18 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader27applyInterposingToDyldCacheERNS_12RuntimeStateE
0000000180131b9c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader33adjustFunctionVariantsInDyldCacheERNS_12RuntimeStateE
000000018012c1d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader34expandAndNormalizeAtExecutablePathEPKcS2_Pc
000000018012a01c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader8leafNameEPKc
000000018012ad14 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader9getLoaderER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsE
0000000180131724 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader9interposeERNS_12RuntimeStateEmPKS0_
000000018012a09c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader9uuidToStrEPKhPc
00000001801368c8 (__TEXT,__text) non-external (was a private external) __ZN5dyld46LoaderC2ERKNS0_14InitialOptionsEbbbb
000000018012031c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Reaper14garbageCollectEv
0000000180120198 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Reaper16markDependentsOfEPKNS_6LoaderE
00000001801203f0 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Reaper18finalizeDeadImagesEv
00000001801202b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Reaper26markDependentOfInUseImagesEv
00000001801200c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Reaper32markDirectlyDlopenedImagesAsUsedEv
000000018012012c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Reaper34markDynamicNeverUnloadImagesAsUsedEv
00000001801159e4 (__TEXT,__text) non-external (was a private external) __ZN5dyld47consoleEPKcz
00000001801136d8 (__TEXT,__text) non-external __ZN5dyld4L10prepareSimERNS_12RuntimeStateEPKc
00000001801337ec (__TEXT,__text) non-external __ZN5dyld4L11fixupPage64EPvPK12mwl_info_hdrPK30dyld_chained_starts_in_segmentjb
00000001ed3c7230 (__DATA,__bss) non-external __ZN5dyld4L12error_stringE
00000001801338d8 (__TEXT,__text) non-external __ZN5dyld4L12fixupChain32EPjPK12mwl_info_hdrPK30dyld_chained_starts_in_segmentPKjS0_
00000001801140e4 (__TEXT,__text) non-external __ZN5dyld4L12opendir_fakeEPKc
000000018012ce40 (__TEXT,__text) non-external __ZN5dyld4L13getUuidFromFdERNS_12RuntimeStateEiyPc
000000018013366c (__TEXT,__text) non-external __ZN5dyld4L15fixupPageAuth64EPvPK12mwl_info_hdrPK30dyld_chained_starts_in_segmentjb
0000000180148328 (__TEXT,__text) non-external __ZN5dyld4L16handleFromLoaderEPKNS_6LoaderEb
000000018019428c (__TEXT,__text) non-external __ZN5dyld4L16handleFromLoaderEPKNS_6LoaderEb.cold.1
00000001ec757040 (__DATA_DIRTY,__bss) non-external __ZN5dyld4L17loadedImagesInfosE
0000000180114038 (__TEXT,__text) non-external __ZN5dyld4L18getcwd_sans_mallocEPcm
000000018014af18 (__TEXT,__text) non-external __ZN5dyld4L20findCacheInDirAndMapERNS_12RuntimeStateEPKhPKcRm
0000000180114074 (__TEXT,__text) non-external __ZN5dyld4L20realpath_sans_mallocEPKcPc
00000001edd373f8 (__DATA_CONST,__const) non-external __ZN5dyld4L21dataConstApps_iOS15_0E
00000001801333e0 (__TEXT,__text) non-external __ZN5dyld4L24dyld_map_with_linking_npEPK10mwl_regionjPK12mwl_info_hdrj
00000001801939c8 (__TEXT,__text) non-external __ZN5dyld4L24dyld_map_with_linking_npEPK10mwl_regionjPK12mwl_info_hdrj.cold.1
00000001ed3c7638 (__DATA,__bss) non-external __ZN5dyld4L24sExternallyViewableStateE
000000018012d720 (__TEXT,__text) non-external __ZN5dyld4L25setUpPageInLinkingRegionsERNS_12RuntimeStateEPKNS_6LoaderEmttbRKN5dyld35ArrayINS_18PageInLinkingRangeEEERKNS6_IPKvEE
0000000180193044 (__TEXT,__text) non-external __ZN5dyld4L25setUpPageInLinkingRegionsERNS_12RuntimeStateEPKNS_6LoaderEmttbRKN5dyld35ArrayINS_18PageInLinkingRangeEEERKNS6_IPKvEE.cold.1
00000001edd36e78 (__DATA_CONST,__const) non-external __ZN5dyld4L27dataConstApps_iOS14_5_arm64E
00000001edd373e8 (__DATA_CONST,__const) non-external __ZN5dyld4L29dataConstApps_macos11_5_arm64E
00000001801140f4 (__TEXT,__text) non-external __ZN5dyld4L29sim_notifyMonitorOfMainCalledEv
0000000180156d18 (__TEXT,__text) non-external __ZN5dyld4L32forEachSelectorReferenceToUniqueERN12objc_visitor7VisitorEyRKNS_14ObjCBinaryInfoEU13block_pointerFvyyPKcE
00000001edd36fa0 (__DATA_CONST,__const) non-external __ZN5dyld4L34dataConstApps_iOS14_5_Intune_arm64E
00000001801140ec (__TEXT,__text) non-external __ZN5dyld4L35sim_coresymbolication_load_notifierEPvyPKcPK11mach_header
0000000180114104 (__TEXT,__text) non-external __ZN5dyld4L35sim_notifyMonitorOfImageListChangesEbjPPK11mach_headerPPKc
0000000180156d90 (__TEXT,__text) non-external __ZN5dyld4L37forEachClassSelectorReferenceToUniqueERN12objc_visitor7VisitorEyRKNS_14ObjCBinaryInfoEU13block_pointerFvyyPKcE
00000001801140f0 (__TEXT,__text) non-external __ZN5dyld4L37sim_coresymbolication_unload_notifierEPvyPKcPK11mach_header
0000000180156e98 (__TEXT,__text) non-external __ZN5dyld4L40forEachCategorySelectorReferenceToUniqueERN12objc_visitor7VisitorEyRKNS_14ObjCBinaryInfoEU13block_pointerFvyyPKcE
0000000180156fa0 (__TEXT,__text) non-external __ZN5dyld4L40forEachProtocolSelectorReferenceToUniqueERN12objc_visitor7VisitorEyRKNS_14ObjCBinaryInfoEU13block_pointerFvyyPKcE
0000000180114124 (__TEXT,__text) non-external __ZN5dyld4L41sim_notifyMonitorOfDyldBeforeInitializersEv
0000000180112530 (__TEXT,__text) non-external __ZN5dyld4L7prepareERNS_4APIsEPKN6mach_o6HeaderE
00000001801140b4 (__TEXT,__text) non-external __ZN5dyld4L8sim_vlogEPKcPc
0000000180113f6c (__TEXT,__text) non-external __ZN5dyld4L9fake_mainEiPKPKcS3_S3_
00000001801440d0 (__TEXT,__text) non-external __ZN5dyld4L9nameMatchEPKcS1_
00000001edd36800 (__DATA_CONST,__const) non-external __ZN5dyld4L9sSysCallsE
000000018018f2a4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o11BindOpcodesC1EPKhmb
000000018018f2a4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o11BindOpcodesC2EPKhmb
000000018018cf48 (__TEXT,__text) non-external (was a private external) __ZN6mach_o11GenericTrieC2EPKhm
0000000180165898 (__TEXT,__text) non-external (was a private external) __ZN6mach_o11SymbolTableC1ERKNS_6LayoutE
0000000180197870 (__TEXT,__const) non-external (was a private external) __ZN6mach_o12Architecture10arm64e_oldE
0000000180197850 (__TEXT,__const) non-external (was a private external) __ZN6mach_o12Architecture5arm64E
0000000180197858 (__TEXT,__const) non-external (was a private external) __ZN6mach_o12Architecture6arm64eE
0000000180197860 (__TEXT,__const) non-external (was a private external) __ZN6mach_o12Architecture9arm64_altE
0000000180197868 (__TEXT,__const) non-external (was a private external) __ZN6mach_o12Architecture9arm64e_v1E
00000001801862b4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12ArchitectureC1EPK11fat_arch_64
0000000180186284 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12ArchitectureC1EPK11mach_header
00000001801862b4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12ArchitectureC1EPK8fat_arch
00000001ed3c6700 (__DATA,__data) non-external (was a private external) __ZN6mach_o12PlatformInfo18knownPlatformInfosE
000000018018cf48 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12SplitSegInfoC1EPKhm
000000018018d2f4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o13ChainedFixups13PointerFormat4makeEt
000000018018d17c (__TEXT,__text) non-external (was a private external) __ZN6mach_o13ChainedFixupsC1EPK26dyld_chained_fixups_headerm
000000018018cf54 (__TEXT,__text) non-external (was a private external) __ZN6mach_o13CompactUnwindC1ENS_12ArchitectureEPKhm
000000018018f2f8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o13RebaseOpcodesC1EPKhmb
000000018018cf48 (__TEXT,__text) non-external (was a private external) __ZN6mach_o14FunctionStartsC1EPKhm
000000018015e96c (__TEXT,__text) non-external (was a private external) __ZN6mach_o16FunctionVariantsC1ENSt3__14spanIKhLm18446744073709551615EEE
000000018018f318 (__TEXT,__text) non-external (was a private external) __ZN6mach_o16NListSymbolTableC1EjPK5nlistjPKcjjjj
000000018018f338 (__TEXT,__text) non-external (was a private external) __ZN6mach_o16NListSymbolTableC1EyPK8nlist_64jPKcjjjj
00000001edd3c4f8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o16PlatformInfo_iOS9singletonE
00000001edd3c5b8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o17PlatformInfo_tvOS9singletonE
000000018018c80c (__TEXT,__text) non-external (was a private external) __ZN6mach_o17hasWarningHandlerEv
00000001edd3c498 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o18PlatformInfo_macOS9singletonE
00000001edd3c918 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o18PlatformInfo_sepOS9singletonE
00000001801867c0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o19GradedArchitectures11currentLoadEbb
00000001edd3bc88 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures11load_arm64eE
00000001edd3bc98 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures19load_arm64e_keysOffE
00000001edd3bca8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures24load_arm64e_osBinaryOnlyE
00000001edd3bcb8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures32load_arm64e_keysOff_osBinaryOnlyE
000000018018cb00 (__TEXT,__text) non-external (was a private external) __ZN6mach_o19PlatformAndVersions3zipERKS0_
00000001edd3c738 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o20PlatformInfo_watchOS9singletonE
0000000180191540 (__TEXT,__text) non-external (was a private external) __ZN6mach_o21FunctionVariantFixupsC1ENSt3__14spanIKhLm18446744073709551615EEE
0000000180197878 (__TEXT,__const) non-external (was a private external) __ZN6mach_o21LinkedDylibAttributes7regularE
00000001edd3c7f8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_bridgeOS9singletonE
00000001edd3c8b8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_firmware9singletonE
00000001edd3cc78 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_visionOS9singletonE
00000001edd3c6d8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_zippered9singletonE
00000001edd3c858 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o22PlatformInfo_driverKit9singletonE
00000001edd3c678 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o24PlatformInfo_macCatalyst9singletonE
00000001801681ec (__TEXT,__text) non-external (was a private external) __ZN6mach_o25ChainedFixupPointerOnDisk10strideSizeEt
0000000180194b40 (__TEXT,__text) non-external __ZN6mach_o25ChainedFixupPointerOnDisk10strideSizeEt.cold.1
0000000180167e60 (__TEXT,__text) non-external (was a private external) __ZN6mach_o25ChainedFixupPointerOnDisk6Arm64e11signPointerEyPvbth
0000000180194a0c (__TEXT,__text) non-external __ZN6mach_o25ChainedFixupPointerOnDisk6Arm64e11signPointerEyPvbth.cold.1
0000000180167e38 (__TEXT,__text) non-external (was a private external) __ZN6mach_o25ChainedFixupPointerOnDisk6Arm64e7keyNameEh
00000001801949e0 (__TEXT,__text) non-external __ZN6mach_o25ChainedFixupPointerOnDisk6Arm64e7keyNameEh.cold.1
0000000180167f58 (__TEXT,__text) non-external (was a private external) __ZN6mach_o25ChainedFixupPointerOnDisk8Cache64e11signPointerEyPvbth
0000000180194a90 (__TEXT,__text) non-external __ZN6mach_o25ChainedFixupPointerOnDisk8Cache64e11signPointerEyPvbth.cold.1
00000001edd3ce58 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o26PlatformInfo_iOS_kernelKit9singletonE
00000001edd3c558 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o26PlatformInfo_iOS_simulator9singletonE
00000001edd3ca98 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_iOS_exclaveKit9singletonE
00000001edd3ceb8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_tvOS_kernelKit9singletonE
00000001edd3c618 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_tvOS_simulator9singletonE
00000001edd3ca38 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_iOS_exclaveCore9singletonE
00000001edd3cdf8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_macOS_kernelKit9singletonE
00000001edd3cb58 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_tvOS_exclaveKit9singletonE
00000001edd3c9d8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o29PlatformInfo_macOS_exclaveKit9singletonE
00000001edd3caf8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o29PlatformInfo_tvOS_exclaveCore9singletonE
00000001edd3c978 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_macOS_exclaveCore9singletonE
00000001edd3cf18 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_watchOS_kernelKit9singletonE
00000001edd3c798 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_watchOS_simulator9singletonE
00000001edd3cfd8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_bridgeOS_kernelKit9singletonE
00000001edd3cf78 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_visionOS_kernelKit9singletonE
00000001edd3ccd8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_visionOS_simulator9singletonE
00000001edd3cc18 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_watchOS_exclaveKit9singletonE
00000001edd3cd98 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o32PlatformInfo_visionOS_exclaveKit9singletonE
00000001edd3cbb8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o32PlatformInfo_watchOS_exclaveCore9singletonE
00000001edd3cd38 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o33PlatformInfo_visionOS_exclaveCore9singletonE
0000000180186534 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorC1EOS0_
0000000180186570 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorC1EPKcz
00000001801865c8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorD1Ev
0000000180186548 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErroraSEOS0_
00000001801902d0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeBindOpcodesEv
0000000180190040 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeExportsTrieEv
00000001801900c0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeSymbolTableEv
00000001801905cc (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image16makeSplitSegInfoEv
0000000180190450 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image17makeChainedFixupsEv
0000000180190250 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image17makeRebaseOpcodesEv
000000018019054c (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image18makeFunctionStartsEv
0000000180190350 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image19makeLazyBindOpcodesEv
00000001801903d0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image19makeWeakBindOpcodesEv
000000018019064c (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image20makeFunctionVariantsEv
00000001801906cc (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image25makeFunctionVariantFixupsEv
0000000180190854 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC1EPK11mach_header
000000018019074c (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC2EPK11mach_header
0000000180165898 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6FixupsC1ERKNS_6LayoutE
000000018018a7fc (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Header22loadCommandToDylibKindEPK13dylib_command
0000000180195458 (__TEXT,__text) non-external __ZN6mach_o6Header22loadCommandToDylibKindEPK13dylib_command.cold.1
000000018018694c (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Header7isMachOENSt3__14spanIKhLm18446744073709551615EEE
000000018016588c (__TEXT,__text) non-external (was a private external) __ZN6mach_o6LayoutC1ENS_12MachOFileRefENSt3__14spanINS_13SegmentLayoutELm18446744073709551615EEERKNS_14LinkeditLayoutE
000000018018d008 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6PolicyC1ENS_12ArchitectureENS_19PlatformAndVersionsEjbbb
000000018018cf64 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6PolicyC2ENS_12ArchitectureENS_19PlatformAndVersionsEjbbb
000000018018c820 (__TEXT,__text) non-external (was a private external) __ZN6mach_o7warningEPKvPKcz
00000001edd3d068 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform11macCatalystE
00000001edd3d078 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform13iOS_simulatorE
00000001edd3d0e8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform14iOS_exclaveKitE
00000001edd3d088 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform14tvOS_simulatorE
00000001edd3d0f8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform15tvOS_exclaveKitE
00000001edd3d0d8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform16macOS_exclaveKitE
00000001edd3d098 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform17watchOS_simulatorE
00000001edd3d0c8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform18visionOS_simulatorE
00000001edd3d108 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform18watchOS_exclaveKitE
00000001edd3d118 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform19visionOS_exclaveKitE
00000001edd3d028 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform3iOSE
