                 (undefined) external _OBJC_CLASS_$_CATTransform (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_DEExecutor (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_DialogElement (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
                 (undefined) external _OBJC_CLASS_$_PatternExecutionDialog (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_SAUIAppPunchOut (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocationContext (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocationPayload (from SiriKitInvocation)
00000002997f6598 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
00000002694d2d9c (__TEXT,__text) non-external _OUTLINED_FUNCTION_46
000000026949a2b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_47
00000002694bb404 (__TEXT,__text) non-external _OUTLINED_FUNCTION_47
00000002694d2dc4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_47
00000002694dd444 (__TEXT,__text) non-external _OUTLINED_FUNCTION_47
00000002694bb41c (__TEXT,__text) non-external _OUTLINED_FUNCTION_48
00000002694bb428 (__TEXT,__text) non-external _OUTLINED_FUNCTION_48
00000002694bb4d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_48
00000002694bb67c (__TEXT,__text) non-external _OUTLINED_FUNCTION_48
00000002694bb388 (__TEXT,__text) non-external _OUTLINED_FUNCTION_49
00000002694bb428 (__TEXT,__text) non-external _OUTLINED_FUNCTION_49
00000002694bb4a0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_49
00000002694bb524 (__TEXT,__text) non-external _OUTLINED_FUNCTION_49
0000000269494d64 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026949a0fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026949a120 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026949a130 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026949a140 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026949a150 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026949a16c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026949a184 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000002694a0e58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000002694a2c38 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000002694a9154 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000002694abc1c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000002694bb148 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000002694c923c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000002694dd280 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026949a264 (__TEXT,__text) non-external _OUTLINED_FUNCTION_50
00000002694bb6d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_50
00000002694c8aac (__TEXT,__text) non-external _OUTLINED_FUNCTION_50
00000002694d2ddc (__TEXT,__text) non-external _OUTLINED_FUNCTION_50
00000002694bb434 (__TEXT,__text) non-external _OUTLINED_FUNCTION_51
00000002694bb4d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_51
00000002694c8ac8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_51
00000002694d2df4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_51
000000026949a220 (__TEXT,__text) non-external _OUTLINED_FUNCTION_52
00000002694c8ae0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_52
00000002694d2e0c (__TEXT,__text) non-external _OUTLINED_FUNCTION_52
00000002694dd450 (__TEXT,__text) non-external _OUTLINED_FUNCTION_52
000000026949a350 (__TEXT,__text) non-external _OUTLINED_FUNCTION_53
00000002694bb450 (__TEXT,__text) non-external _OUTLINED_FUNCTION_53
00000002694d2e24 (__TEXT,__text) non-external _OUTLINED_FUNCTION_53
00000002694dd470 (__TEXT,__text) non-external _OUTLINED_FUNCTION_53
00000002694bb428 (__TEXT,__text) non-external _OUTLINED_FUNCTION_54
00000002694bb45c (__TEXT,__text) non-external _OUTLINED_FUNCTION_54
00000002694bb484 (__TEXT,__text) non-external _OUTLINED_FUNCTION_54
00000002694c8af8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_54
000000026949a2fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_55
00000002694c8b04 (__TEXT,__text) non-external _OUTLINED_FUNCTION_55
00000002694d2e40 (__TEXT,__text) non-external _OUTLINED_FUNCTION_55
00000002694dd48c (__TEXT,__text) non-external _OUTLINED_FUNCTION_55
000000026949a288 (__TEXT,__text) non-external _OUTLINED_FUNCTION_56
000000026949a288 (__TEXT,__text) non-external _OUTLINED_FUNCTION_56
00000002694c8b18 (__TEXT,__text) non-external _OUTLINED_FUNCTION_56
00000002694dd4a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_56
00000002694bb468 (__TEXT,__text) non-external _OUTLINED_FUNCTION_57
00000002694bb5d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_57
00000002694c8b2c (__TEXT,__text) non-external _OUTLINED_FUNCTION_57
00000002694dd4d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_57
00000002694a0e88 (__TEXT,__text) non-external _OUTLINED_FUNCTION_58
00000002694bb484 (__TEXT,__text) non-external _OUTLINED_FUNCTION_58
00000002694c8b40 (__TEXT,__text) non-external _OUTLINED_FUNCTION_58
00000002694d2e4c (__TEXT,__text) non-external _OUTLINED_FUNCTION_58
000000026949a1dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_59
000000026949a2b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_59
000000026949a2e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_59
00000002694dd500 (__TEXT,__text) non-external _OUTLINED_FUNCTION_59
0000000269494d78 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000026949a150 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000026949a16c (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000026949a16c (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000026949a184 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000026949a1b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000026949a1d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002694abc3c (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002694bb160 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002694bccac (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002694c8904 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002694c8b4c (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002694c9268 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002694d2b74 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002694e2e60 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002694bb4a0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_60
00000002694c8b4c (__TEXT,__text) non-external _OUTLINED_FUNCTION_60
00000002694d2e60 (__TEXT,__text) non-external _OUTLINED_FUNCTION_60
00000002694dd50c (__TEXT,__text) non-external _OUTLINED_FUNCTION_60
000000026949a140 (__TEXT,__text) non-external _OUTLINED_FUNCTION_61
000000026949a27c (__TEXT,__text) non-external _OUTLINED_FUNCTION_61
000000026949a2f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_61
00000002694c8b58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_61
00000002694bb4b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_62
00000002694c8b6c (__TEXT,__text) non-external _OUTLINED_FUNCTION_62
00000002694d2e74 (__TEXT,__text) non-external _OUTLINED_FUNCTION_62
00000002694dd538 (__TEXT,__text) non-external _OUTLINED_FUNCTION_62
00000002694bb484 (__TEXT,__text) non-external _OUTLINED_FUNCTION_63
00000002694bb4d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_63
00000002694bb67c (__TEXT,__text) non-external _OUTLINED_FUNCTION_63
00000002694c8b78 (__TEXT,__text) non-external _OUTLINED_FUNCTION_63
00000002694bb4ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_64
00000002694c8b84 (__TEXT,__text) non-external _OUTLINED_FUNCTION_64
00000002694d2e88 (__TEXT,__text) non-external _OUTLINED_FUNCTION_64
00000002694dd548 (__TEXT,__text) non-external _OUTLINED_FUNCTION_64
000000026949a120 (__TEXT,__text) non-external _OUTLINED_FUNCTION_65
00000002694bb468 (__TEXT,__text) non-external _OUTLINED_FUNCTION_65
00000002694c8b90 (__TEXT,__text) non-external _OUTLINED_FUNCTION_65
00000002694dd564 (__TEXT,__text) non-external _OUTLINED_FUNCTION_65
000000026949a338 (__TEXT,__text) non-external _OUTLINED_FUNCTION_66
00000002694bb504 (__TEXT,__text) non-external _OUTLINED_FUNCTION_66
00000002694c8ba4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_66
00000002694d2ea4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_66
00000002694bb514 (__TEXT,__text) non-external _OUTLINED_FUNCTION_67
00000002694c8bb0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_67
00000002694d2ec0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_67
00000002694dd57c (__TEXT,__text) non-external _OUTLINED_FUNCTION_67
000000026949a31c (__TEXT,__text) non-external _OUTLINED_FUNCTION_68
00000002694a7908 (__TEXT,__text) non-external _OUTLINED_FUNCTION_68
00000002694c8bc4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_68
00000002694dd588 (__TEXT,__text) non-external _OUTLINED_FUNCTION_68
00000002694bb524 (__TEXT,__text) non-external _OUTLINED_FUNCTION_69
00000002694c8bd0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_69
00000002694d2ee0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_69
00000002694dd594 (__TEXT,__text) non-external _OUTLINED_FUNCTION_69
000000026949a110 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000026949a160 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000026949a16c (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000026949a1c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000026949c250 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000026949f430 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000002694a0e68 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000002694a2c50 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000002694abc8c (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000002694bccc0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000002694c9288 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000002694dd290 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000002694e60c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000002694bb53c (__TEXT,__text) non-external _OUTLINED_FUNCTION_70
00000002694d2c04 (__TEXT,__text) non-external _OUTLINED_FUNCTION_70
00000002694d2f00 (__TEXT,__text) non-external _OUTLINED_FUNCTION_70
00000002694bb548 (__TEXT,__text) non-external _OUTLINED_FUNCTION_71
00000002694d2f20 (__TEXT,__text) non-external _OUTLINED_FUNCTION_71
00000002694dd5a0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_71
00000002694bb554 (__TEXT,__text) non-external _OUTLINED_FUNCTION_72
00000002694d2f40 (__TEXT,__text) non-external _OUTLINED_FUNCTION_72
00000002694dd5b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_72
000000026949a350 (__TEXT,__text) non-external _OUTLINED_FUNCTION_73
00000002694d2f60 (__TEXT,__text) non-external _OUTLINED_FUNCTION_73
00000002694dd5d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_73
00000002694bb560 (__TEXT,__text) non-external _OUTLINED_FUNCTION_74
00000002694dd5e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_74
00000002694bb568 (__TEXT,__text) non-external _OUTLINED_FUNCTION_75
00000002694dd5f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_75
00000002694bb574 (__TEXT,__text) non-external _OUTLINED_FUNCTION_76
00000002694dd5fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_76
00000002694bb598 (__TEXT,__text) non-external _OUTLINED_FUNCTION_77
00000002694dd608 (__TEXT,__text) non-external _OUTLINED_FUNCTION_77
00000002694bb5b4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_78
00000002694dd61c (__TEXT,__text) non-external _OUTLINED_FUNCTION_78
00000002694bb5d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_79
00000002694dd628 (__TEXT,__text) non-external _OUTLINED_FUNCTION_79
000000026949a0fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026949a130 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026949a16c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026949a184 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026949a184 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026949a1d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026949a1d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026949a27c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000002694abca8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000002694bcccc (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000002694c8914 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000002694e60dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000002694bb554 (__TEXT,__text) non-external _OUTLINED_FUNCTION_80
00000002694bb5e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_80
00000002694bb5f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_81
00000002694d2cec (__TEXT,__text) non-external _OUTLINED_FUNCTION_81
00000002694bb5fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_82
00000002694bb6e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_82
00000002694bb610 (__TEXT,__text) non-external _OUTLINED_FUNCTION_83
00000002694dd63c (__TEXT,__text) non-external _OUTLINED_FUNCTION_83
00000002694bb624 (__TEXT,__text) non-external _OUTLINED_FUNCTION_84
00000002694dd65c (__TEXT,__text) non-external _OUTLINED_FUNCTION_84
00000002694bb630 (__TEXT,__text) non-external _OUTLINED_FUNCTION_85
00000002694bb6b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_85
00000002694bb63c (__TEXT,__text) non-external _OUTLINED_FUNCTION_86
00000002694dd67c (__TEXT,__text) non-external _OUTLINED_FUNCTION_86
00000002694bb648 (__TEXT,__text) non-external _OUTLINED_FUNCTION_87
00000002694dd69c (__TEXT,__text) non-external _OUTLINED_FUNCTION_87
000000026949a294 (__TEXT,__text) non-external _OUTLINED_FUNCTION_88
00000002694c9288 (__TEXT,__text) non-external _OUTLINED_FUNCTION_88
00000002694bb65c (__TEXT,__text) non-external _OUTLINED_FUNCTION_89
00000002694dd6bc (__TEXT,__text) non-external _OUTLINED_FUNCTION_89
000000026949a140 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026949a160 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026949a160 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026949a178 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026949f440 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026949f4cc (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002694a0e88 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002694abcc4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002694bb17c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002694e2e74 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002694bb668 (__TEXT,__text) non-external _OUTLINED_FUNCTION_90
00000002694dd6d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_90
00000002694bb67c (__TEXT,__text) non-external _OUTLINED_FUNCTION_91
00000002694dd6ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_91
000000026949a350 (__TEXT,__text) non-external _OUTLINED_FUNCTION_92
00000002694bb698 (__TEXT,__text) non-external _OUTLINED_FUNCTION_92
00000002694bb6b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_93
00000002694dd704 (__TEXT,__text) non-external _OUTLINED_FUNCTION_93
00000002694bb6d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_94
00000002694bb6e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_95
00000002694bb700 (__TEXT,__text) non-external _OUTLINED_FUNCTION_96
00000002694bb718 (__TEXT,__text) non-external _OUTLINED_FUNCTION_97
00000002694bb72c (__TEXT,__text) non-external _OUTLINED_FUNCTION_98
00000002694e86e0 (__TEXT,__const) external _SiriSuggestionsSupportVersionNumber
00000002694e86a0 (__TEXT,__const) external _SiriSuggestionsSupportVersionString
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_release (from libSystem)
00000002997f6530 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport10Connection
000000029e12da10 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport13XPCAccessList
000000029a41a7c0 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport18SiriHelpDispatcher
000000029e12ccd0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport19ExecutionDispatcher
000000029e12c7e8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport20InAppEventDispatcher
000000029e12cfc0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport23InMemoryHintsStateStore
000000029e12cd60 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport23InvocationContextHolder
000000029a41a810 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport23StaticRequestIdProvider
000000029e12df70 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport24NewUUIDRequestIdProvider
000000029a41a688 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport24SiriSuggestionsXPCClient
000000029e12dde8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
000000029e12dee0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport25StatefulSuggestionsClient
000000029e12c8c0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport27DispatcherSuggestionService
000000029e12ca90 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport28DispatchedServiceAPIProvider
00000002997f64e0 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport28EventDrivenSuggestionsClient
000000029e12d430 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport28StateStoreInteractionBuilder
000000029e12cc18 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport28TurnProtectedHintsStateStore
00000002997f6618 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport29EventDrivenInteractionBuilder
000000029e12d130 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport30InServiceSuggestionsDispatcher
000000029e12c4c0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport30SiriHelpResponseVersionInvoker
000000029a41a778 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000029e12cb20 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport31SiriInvocationDispatcherFactory
000000029e12c998 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport32DispatchSuggestionServiceFactory
000000029e12cec8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport32FlowSuggestionsDispatcherFactory
000000029a41a6d8 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework1Invoker
000000029a41a728 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework2Invoker
000000029e12e0f8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport34OfflineGenerationSuggestionsClient
000000029e12d078 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport35InternalXPCSuggestionsLoggerFactory
000000029e12d228 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport35OfflineGenerationInteractionBuilder
000000029e12ce38 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport36SiriHelpSuggestionsDispatcherFactory
000000029e12c710 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport8NoOpFlow
00000002997f6490 (__DATA_DIRTY,__objc_data) non-external __DATA__TtCC22SiriSuggestionsSupport28StateStoreInteractionBuilder19ContinuationCapture
00000002694e83f8 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
00000002694e8488 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000029e12dbd0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport10Connection
000000029e12d9e8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport13XPCAccessList
000000029e12d878 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport18SiriHelpDispatcher
000000029e12cca8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport19ExecutionDispatcher
000000029e12c7a0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport20InAppEventDispatcher
000000029e12cf58 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport23InMemoryHintsStateStore
000000029e12e000 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport23StaticRequestIdProvider
000000029e12c3c8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport24SiriSuggestionsXPCClient
000000029e12dd20 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
000000029e12de78 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport25StatefulSuggestionsClient
000000029e12c878 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport27DispatcherSuggestionService
000000029e12ca28 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport28DispatchedServiceAPIProvider
000000029e12daa0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport28EventDrivenSuggestionsClient
000000029e12d368 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport28StateStoreInteractionBuilder
000000029e12cbb0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport28TurnProtectedHintsStateStore
000000029e12d2b8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport29EventDrivenInteractionBuilder
000000029e12d108 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport30InServiceSuggestionsDispatcher
000000029e12c438 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport30SiriHelpResponseVersionInvoker
000000029e12d630 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000029e12c950 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport32DispatchSuggestionServiceFactory
000000029e12c550 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework1Invoker
000000029e12c620 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework2Invoker
000000029e12e090 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport34OfflineGenerationSuggestionsClient
000000029e12d050 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport35InternalXPCSuggestionsLoggerFactory
000000029e12d1c0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport35OfflineGenerationInteractionBuilder
000000029e12cdf0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport36SiriHelpSuggestionsDispatcherFactory
000000029e12d4c0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCC22SiriSuggestionsSupport28StateStoreInteractionBuilder19ContinuationCapture
000000029e12db88 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport10Connection
000000029e12d9a0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport13XPCAccessList
000000029e12d830 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport18SiriHelpDispatcher
000000029e12cc60 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport19ExecutionDispatcher
000000029e12c758 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport20InAppEventDispatcher
000000029e12cf10 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport23InMemoryHintsStateStore
000000029e12cd18 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport23InvocationContextHolder
000000029e12dfb8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport23StaticRequestIdProvider
000000029e12df28 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport24NewUUIDRequestIdProvider
000000029e12c380 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport24SiriSuggestionsXPCClient
000000029e12dcc8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
000000029e12de30 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport25StatefulSuggestionsClient
000000029e12c830 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport27DispatcherSuggestionService
000000029e12c9e0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport28DispatchedServiceAPIProvider
