00007ff80046021a (__TEXT,__text) external _NSAddImage
00007ff8004787de (__TEXT,__text) non-external __ZN3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE8NodeCoreILj31ELj15EE10splitChildEhRNS_9AllocatorE.cold.4
00007ff800478801 (__TEXT,__text) non-external __ZN3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE8NodeCoreILj31ELj15EE10splitChildEhRNS_9AllocatorE.cold.5
00007ff800478824 (__TEXT,__text) non-external __ZN3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE8NodeCoreILj31ELj15EE10splitChildEhRNS_9AllocatorE.cold.6
00007ff800478847 (__TEXT,__text) non-external __ZN3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE8NodeCoreILj31ELj15EE10splitChildEhRNS_9AllocatorE.cold.7
00007ff800469db4 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE8NodeCoreILj31ELj15EE6insertEhOS2_
00007ff800478680 (__TEXT,__text) non-external __ZN3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE8NodeCoreILj31ELj15EE6insertEhOS2_.cold.1
00007ff8004786a3 (__TEXT,__text) non-external __ZN3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE8NodeCoreILj31ELj15EE6insertEhOS2_.cold.2
00007ff8004686a4 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator19prepareForInsertionEv
00007ff8004781b7 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator19prepareForInsertionEv.cold.1
00007ff8004781da (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator19prepareForInsertionEv.cold.2
00007ff8004781fd (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator19prepareForInsertionEv.cold.3
00007ff800469218 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv
00007ff8004783e7 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.1
00007ff80047840a (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.2
00007ff80047842d (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.3
00007ff800478450 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.4
00007ff800478473 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.5
00007ff800478496 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.6
00007ff8004784b9 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.7
00007ff8004784dc (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.8
00007ff800468b74 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorC1EPKS4_RKiS3_
00007ff800478315 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorC1EPKS4_RKiS3_.cold.1
00007ff800468562 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratormmEv
00007ff800478171 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratormmEv.cold.1
00007ff800478194 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratormmEv.cold.2
00007ff800468c88 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorppEv
00007ff800478338 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorppEv.cold.1
00007ff80047835b (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorppEv.cold.2
00007ff800468256 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE15insert_internalEONS4_14const_iteratorEOi
00007ff800468fd0 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE5eraseENS4_14const_iteratorE
00007ff80047837e (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE5eraseENS4_14const_iteratorE.cold.1
00007ff800468efc (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE5eraseERKi
00007ff8004676b0 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10deallocateEPS6_PNS_9AllocatorE
00007ff8004688a4 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE
00007ff800478220 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.1
00007ff800478243 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.2
00007ff800478266 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.3
00007ff800478289 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.4
00007ff8004782ac (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.5
00007ff8004782cf (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.6
00007ff8004782f2 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.7
00007ff800469628 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh
00007ff800478568 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh.cold.1
00007ff80047858b (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh.cold.2
00007ff8004785ae (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh.cold.3
00007ff8004785d1 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh.cold.4
00007ff8004694ec (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE15rotateFromRightEh
00007ff8004784ff (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE15rotateFromRightEh.cold.1
00007ff800478522 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE15rotateFromRightEh.cold.2
00007ff800478545 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE15rotateFromRightEh.cold.3
00007ff8004691b8 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5eraseEh
00007ff8004783a1 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5eraseEh.cold.1
00007ff8004783c4 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5eraseEh.cold.2
00007ff8004697c8 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh
00007ff8004785f4 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh.cold.1
00007ff800478617 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh.cold.2
00007ff80047863a (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh.cold.3
00007ff80047865d (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh.cold.4
00007ff8004684e0 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE6insertEhOi
00007ff80047812b (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE6insertEhOi.cold.1
00007ff80047814e (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE6insertEhOi.cold.2
00007ff80047286a (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32cC1Ev
00007ff8004728b0 (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32cclENSt3__14spanISt4byteLm18446744073709551615EEE
00007ff80047288e (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32cclEj
00007ff800472882 (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32ccvjEv
00007ff800468e4a (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE12reserveExactEy
00007ff800469990 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE4swapERS5_
00007ff800468d7a (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE6resizeEy
00007ff800468de8 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE7reserveEy
00007ff8004699d8 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEEC2ERKS5_RNS_9AllocatorE
00007ff80046db6e (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_4UUIDEE12reserveExactEy
00007ff80046da9e (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_4UUIDEE6resizeEy
00007ff80046db0c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_4UUIDEE7reserveEy
00007ff8004680da (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIPKcE12reserveExactEy
00007ff80046800a (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIPKcE6resizeEy
00007ff800468078 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIPKcE7reserveEy
00007ff80046e852 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIcE12reserveExactEy
00007ff800467fa0 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIcE6resizeEy
00007ff800467586 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIcE7reserveEy
00007ff800467f04 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIiE12reserveExactEy
00007ff800467e34 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIiE6resizeEy
00007ff800467ea2 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIiE7reserveEy
00007ff800467f04 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIjE12reserveExactEy
00007ff800467e34 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIjE6resizeEy
00007ff800467ea2 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIjE7reserveEy
00007ff80047a0d0 (__TEXT,__const) non-external __ZN3lsl8CRC32cSW12sCRC32cTableE
00007ff80047295c (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjNSt3__14spanISt4byteLm18446744073709551615EEE
00007ff8004728d6 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjh
00007ff800472914 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjj
00007ff8004728f0 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjt
00007ff800472938 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjy
00007ff800476186 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10freeObjectEPv
00007ff8004616d4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeSharedIN5dyld45Atlas6MapperEJRS0_RNS_6VectorINS4_7MappingEEEEEENS_9SharedPtrIT_EEDpOT0_
00007ff8004675e8 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas11SharedCacheEJRS0_NS2_10FileRecordERNS_9SharedPtrINS3_6MapperEEERyyEEENS_9UniquePtrIT_EEDpOT0_
00007ff80046739c (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas5ImageEJS4_EEENS_9UniquePtrIT_EEDpOT0_
00007ff800475e88 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator13aligned_allocEyy
00007ff800479b0f (__TEXT,__text) non-external __ZN3lsl9Allocator13aligned_allocEyy.cold.1
00007ff800479b32 (__TEXT,__text) non-external __ZN3lsl9Allocator13aligned_allocEyy.cold.2
00007ff800475c6e (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator15createAllocatorEv
00007ff800476492 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator16defaultAllocatorEv
00007ff800476274 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator18AllocationMetadata10deallocateEv
00007ff800479be1 (__TEXT,__text) non-external __ZN3lsl9Allocator18AllocationMetadata10deallocateEv.cold.1
00007ff80047672a (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator18AllocationMetadata11setPoolHintEPNS0_4PoolE
00007ff800479c6e (__TEXT,__text) non-external __ZN3lsl9Allocator18AllocationMetadata11setPoolHintEPNS0_4PoolE.cold.1
00007ff8004763d8 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator18AllocationMetadata12returnToNextEy
00007ff800476356 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator18AllocationMetadata15consumeFromNextEy
00007ff8004761b4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator18AllocationMetadata6forPtrEPv
00007ff800476636 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator18AllocationMetadata7reserveEyb
00007ff800479c27 (__TEXT,__text) non-external __ZN3lsl9Allocator18AllocationMetadata7reserveEyb.cold.1
00007ff800476780 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator18AllocationMetadata8coalesceEPNS0_4PoolE
00007ff800476676 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator18AllocationMetadataC2EPS1_yyy
00007ff800479c4b (__TEXT,__text) non-external __ZN3lsl9Allocator18AllocationMetadataC2EPS1_yyy.cold.1
00007ff800475dd4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator22stackAllocatorInternalEPvy
00007ff800479aa6 (__TEXT,__text) non-external __ZN3lsl9Allocator22stackAllocatorInternalEPvy.cold.1
00007ff800479ac9 (__TEXT,__text) non-external __ZN3lsl9Allocator22stackAllocatorInternalEPvy.cold.2
00007ff800479aec (__TEXT,__text) non-external __ZN3lsl9Allocator22stackAllocatorInternalEPvy.cold.3
00007ff8004764e6 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator24forEachVMAllocatedBufferEU13block_pointerFvRKNS_13MemoryManager6BufferEE
00007ff800476130 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator4Pool12makeNextPoolEPS0_y
00007ff80047606a (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator4Pool13aligned_allocEyy
00007ff800479b9b (__TEXT,__text) non-external __ZN3lsl9Allocator4Pool13aligned_allocEyy.cold.1
00007ff800479bbe (__TEXT,__text) non-external __ZN3lsl9Allocator4Pool13aligned_allocEyy.cold.2
00007ff800475fa2 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator4Pool22aligned_alloc_best_fitEyy
00007ff800479b55 (__TEXT,__text) non-external __ZN3lsl9Allocator4Pool22aligned_alloc_best_fitEyy.cold.1
00007ff800479b78 (__TEXT,__text) non-external __ZN3lsl9Allocator4Pool22aligned_alloc_best_fitEyy.cold.2
00007ff8004765aa (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator4PoolC2EPS0_PS1_NS_13MemoryManager6BufferES5_
00007ff800479c04 (__TEXT,__text) non-external __ZN3lsl9Allocator4PoolC2EPS0_PS1_NS_13MemoryManager6BufferES5_.cold.1
00007ff800476218 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator4freeEPv
00007ff800475e76 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator6mallocEy
00007ff800476446 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator6strdupEPKc
00007ff8004762b4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator7reallocEPvy
00007ff800476566 (__TEXT,__text) non-external (was a private external) __ZN3lsl9AllocatorD1Ev
00007ff80046fd6c (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEE4Ctrl17decrementRefCountEv
00007ff800469938 (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEEC2EPS3_
00007ff80046a600 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas11SharedCacheEED2Ev
00007ff8004655c2 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEE10withUnsafeIZNS2_7Process19handleNotificationsEvE3$_0EEDaT_
00007ff80046a73c (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEED2Ev
00007ff80046fe00 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas17SharedCacheLocalsEED2Ev
00007ff80046fdb4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas5ImageEED2Ev
00007ff80046da66 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas6BitmapEED2Ev
00007ff800475bbb (__TEXT,__text) non-external __ZN3lslL17appendHexToStringIiEEvPcT_y
00007ff800475b07 (__TEXT,__text) non-external __ZN3lslL17appendHexToStringIyEEvPcT_y
00007ff843392b80 (__DATA,__data) non-external __ZN3lslL9sCRC32cSWE
00007ff800472df0 (__TEXT,__text) non-external (was a private external) __ZN5dyld311GradedArchs12forCurrentOSEbb
00007ff80047a560 (__TEXT,__const) non-external (was a private external) __ZN5dyld311GradedArchs12launch_IntelE
00007ff80047a530 (__TEXT,__const) non-external (was a private external) __ZN5dyld311GradedArchs14launch_Intel_hE
00007ff800472e72 (__TEXT,__text) non-external (was a private external) __ZN5dyld311GradedArchs15launchCurrentOSEPKc
00007ff80047a4d0 (__TEXT,__const) non-external (was a private external) __ZN5dyld311GradedArchs6x86_64E
00007ff80047a500 (__TEXT,__const) non-external (was a private external) __ZN5dyld311GradedArchs7x86_64hE
00007ff800458506 (__TEXT,__text) non-external __ZN5dyld317OverflowSafeArrayIZNK6mach_o6Header22validSemanticsSegmentsERKNS1_6PolicyEyE8SegRangeLy4294967295EE9push_backEOS6_
00007ff800477dc5 (__TEXT,__text) non-external __ZN5dyld317OverflowSafeArrayIZNK6mach_o6Header22validSemanticsSegmentsERKNS1_6PolicyEyE8SegRangeLy4294967295EE9push_backEOS6_.cold.1
00007ff800458952 (__TEXT,__text) non-external __ZN5dyld317OverflowSafeArrayIZNK6mach_o6Header22validSemanticsSegmentsERKNS1_6PolicyEyE8SegRangeLy4294967295EEixEy
00007ff800477e0d (__TEXT,__text) non-external __ZN5dyld317OverflowSafeArrayIZNK6mach_o6Header22validSemanticsSegmentsERKNS1_6PolicyEyE8SegRangeLy4294967295EEixEy.cold.1
00007ff80046ebb4 (__TEXT,__text) non-external (was a private external) __ZN5dyld317OverflowSafeArrayIcLy4294967295EE7reserveEy
00007ff8004795f8 (__TEXT,__text) non-external __ZN5dyld317OverflowSafeArrayIcLy4294967295EE7reserveEy.cold.1
00007ff80046eb70 (__TEXT,__text) non-external (was a private external) __ZN5dyld317OverflowSafeArrayIcLy4294967295EEixEy
00007ff80047299c (__TEXT,__text) non-external (was a private external) __ZN5dyld34openEPKcii
00007ff80045f25c (__TEXT,__text) non-external (was a private external) __ZN5dyld35ArrayIN6mach_o13SegmentRanges12SegmentRangeEE9push_backERKS3_
00007ff800477ea7 (__TEXT,__text) non-external __ZN5dyld35ArrayIN6mach_o13SegmentRanges12SegmentRangeEE9push_backERKS3_.cold.1
00007ff8004729e8 (__TEXT,__text) non-external (was a private external) __ZN5dyld37FatFile9isFatFileEPKv
00007ff840092130 (__DATA_CONST,__const) non-external (was a private external) __ZN5dyld39MachOFile12_s_archInfosE
00007ff80045422e (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile15currentPlatformEv
00007ff800472e94 (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile19cpuTypeFromArchNameEPKcPiS3_
00007ff800473268 (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile7isMachOEPKv
00007ff800472d42 (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile8archNameEjj
00007ff800472e12 (__TEXT,__text) non-external __ZN5dyld3L9isHaswellEv
00007ff8004747b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecord4openEi
00007ff80047970d (__TEXT,__text) non-external __ZN5dyld410FileRecord4openEi.cold.1
00007ff80047460e (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecord4swapERS0_
00007ff800474794 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecord5closeEv
00007ff80047470a (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordC1EOS0_
00007ff80047473e (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordD1Ev
00007ff800474760 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordD2Ev
00007ff800474748 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordaSEOS0_
00007ff8004736e2 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager17fileRecordForPathERN3lsl9AllocatorEPKc
00007ff800473744 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager31fileRecordForVolumeUUIDAndObjIDERKN3lsl4UUIDEy
00007ff80047450e (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager7getPathERKN3lsl4UUIDEy
00007ff80047456e (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager7getPathEyy
00007ff800473698 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManagerC1ERN3lsl9AllocatorEPKNS_15SyscallDelegateE
00007ff80046398a (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache12forEachImageEU13block_pointerFvPNS0_5ImageEE
00007ff800463af4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache17withImageForIndexEjU13block_pointerFvPNS0_5ImageEE
00007ff8004636dc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache19createForFileRecordERN3lsl9AllocatorEONS_10FileRecordE
00007ff800463f88 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache23forEachSubcache4RosettaEU13block_pointerFvPKvmE
00007ff800463e0e (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache25mapSubCacheAndInvokeBlockEPK17dyld_cache_headerU13block_pointerFvPKvmE
00007ff800477fa4 (__TEXT,__text) non-external __ZN5dyld45Atlas11SharedCache25mapSubCacheAndInvokeBlockEPK17dyld_cache_headerU13block_pointerFvPKvmE.cold.1
00007ff80046320c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache35forEachInstalledCacheWithSystemPathERN3lsl9AllocatorERNS_11FileManagerEPKcU13block_pointerFvPS1_E
00007ff800463dd2 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache3pinEv
00007ff800463df0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache5unpinEv
00007ff800462e00 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCacheC2ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEEyb
00007ff800477f81 (__TEXT,__text) non-external __ZN5dyld45Atlas11SharedCacheC2ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEEyb.cold.1
00007ff8004666ce (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer11deserializeENSt3__14spanISt4byteLm18446744073709551615EEE
00007ff800467450 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer18readMappedFileInfoERNSt3__14spanISt4byteLm18446744073709551615EEERyRN3lsl4UUIDERNS_10FileRecordE
00007ff800467246 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot11sharedCacheEv
00007ff8004657ec (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEE
00007ff800466ce0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEE
00007ff800467250 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot8addImageEONS0_5ImageE
00007ff800466ccc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC1ERN3lsl9AllocatorERNS_11FileManagerEbNSt3__14spanISt4byteLm18446744073709551615EEE
00007ff8004663ae (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC2ERN3lsl9AllocatorERNS_11FileManagerEb
00007ff80046645e (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC2ERN3lsl9AllocatorERNS_11FileManagerEbNSt3__14spanISt4byteLm18446744073709551615EEE
00007ff800462ce4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas17SharedCacheLocalsC2ERN3lsl9SharedPtrINS0_6MapperEEEb
