00007ffc0d9b74ba (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc0d97245a (__TEXT,__text) non-external (was a private external) _MemBufferGetDataSize
00007ffc0d97247f (__TEXT,__text) non-external (was a private external) _MemBufferGetFreePtr
00007ffc0d972464 (__TEXT,__text) non-external (was a private external) _MemBufferGetFreeSize
00007ffc0d9723cb (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseCapacity
00007ffc0d972532 (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseSize
00007ffc0d97275e (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00007ffc0d97340a (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffc0d9736ba (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffc0d9736ca (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffc0d973892 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffc0d973d44 (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffc0d973e10 (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffc0d973e4c (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffc0d970007 (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffc0d9701ed (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffc0d97021c (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffc0d970233 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffc0d97024a (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffc0d97324d (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffc0d97331f (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffc0d97334d (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffc0d973b98 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffc0d973c5d (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffc0d973c09 (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffc0d973c13 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffc0d972b7a (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffc0d972c9f (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffc0d972b83 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffc0d972c1b (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffc0d972c43 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffc0d952301 (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffc0d9522d7 (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffc0d9516a4 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffc0d947d72 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffc0d9647b8 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffc0d947d4a (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffc0d947d39 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffc0d947d1a (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffc0d96479c (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffc0d953e72 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffc0d953e4b (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffc0d9c15e5 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffc0d9c15be (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffc0d956dc8 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffc0d956da1 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffc0d9589dc (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffc0d958a03 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffc0d96341c (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffc0d9633f5 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffc0d96465d (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffc0d9646a5 (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffc0d9c160c (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffc0d9c1a23 (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffc0d9c1b97 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffc0d9c223b (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffc0d9c21e5 (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffc0d9c2298 (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffc0d9c21d5 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffc0d9c1ed7 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffc0d9c248f (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffc0d9c1e3b (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffc0d9c1fc6 (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffc0d96f2d3 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffc0d96f2ab (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffc0d96fe48 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffc0d96ffef (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffc0d978c26 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffc0d977674 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffc0d9775a9 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffc0d977361 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffc0d976bf0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffc0d9765e8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffc0d976984 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffc0d964749 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffc0d9646e4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffc0d982ab8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffc0d9667cf (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffc0d982ac2 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffc0d982acc (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffc0d982ae8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffc0d958e8e (__TEXT,__text) non-external _RNG
00007ffc0d9bdd55 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffc0d9bdb7a (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffc0d9bdbd4 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffc0d94de64 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffc0d94dcf8 (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffc0d94ddeb (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffc0d959907 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffc0d9a0354 (__TEXT,__text) non-external _SemInit
00007ffc0d9bf32f (__TEXT,__text) non-external _SemInit
00007ffc0d95f0c1 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc0d9684e4 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc0d975f77 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc0d993f3c (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc0d967cf9 (__TEXT,__text) non-external _SharedArrayPush
00007ffc0d9bf236 (__TEXT,__text) non-external _SharedArrayPush
00007ffc0d9681ab (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffc0d96798a (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffc0d967e5e (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffc0d967df2 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffc0d967e70 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffc0d96824f (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffc0d968662 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffc0d96863c (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffc0d9685f6 (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffc0d96869a (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffc0d96e9b7 (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffc0d96eabb (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffc0d96e9a3 (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffc0d96efbb (__TEXT,__text) non-external _StringTableCmp
00007ffc0d96e8a1 (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffc0d96e974 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffc0d96ef40 (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffc0d96ee33 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffc0d96efb3 (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffc0d96eba3 (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffc0d974fc9 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffc0d975ad0 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffc0d9762ae (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffc0d976089 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffc0d9761aa (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffc0d9bc89c (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffc0d9bcd0b (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffc0d9bd05a (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffc0d9bd17b (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffc0d9bd24f (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffc0d947bab (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffc0d947b30 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffc401b8ad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffc0d94d9c0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffc0d94d9e0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffc0d9828b1 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffc0d9611be (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffc0d96066a (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffc0d94de80 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffc0d94e00d (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffc0d94f32a (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffc0d94dfac (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffc0d973f44 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffc0d97499c (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffc0d98fbb8 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffc0d97dfa5 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffc0d97e1af (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffc0d97df2b (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffc0d97dcb0 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffc0d95063d (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffc0d951038 (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffc0d9bdd71 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffc0d9be51c (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffc0d9b5877 (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffc0d99660b (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffc0d969d44 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffc0d9ba9d9 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffc0d9ba9e6 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffc0d9bab29 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffc0d9ba8a5 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffc0d9971ac (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffc0d9bc880 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffc0d9bbfd0 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffc0d9bc074 (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffc0d9bbf12 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffc0d9bbda3 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffc0d9ab867 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffc0d9aa720 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffc0d9aace6 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffc0d9aaba4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffc0d995d17 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffc0d995641 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffc0d996319 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffc0d994edc (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffc0d994949 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffc0d995211 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffc0d9964bb (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffc0d9945b0 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffc0d9947e8 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffc0d996440 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffc0d994920 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffc0d9a87da (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffc0d9a7b90 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffc0d9a8068 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffc0d9a7f30 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffc0d9b25d6 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffc0d9b2835 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffc0d9b26fc (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffc0d98f4ef (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffc0d9b5d46 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffc0d9b58db (__TEXT,__text) non-external _aaFileStreamClose
00007ffc0d9b5d87 (__TEXT,__text) non-external _aaFileStreamFlush
00007ffc0d9b58af (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffc0d9b5c62 (__TEXT,__text) non-external _aaFileStreamPRead
00007ffc0d9b5cd4 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffc0d9b5b8e (__TEXT,__text) non-external _aaFileStreamRead
00007ffc0d9b5d53 (__TEXT,__text) non-external _aaFileStreamSeek
00007ffc0d9b5d6e (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffc0d9b5bf8 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffc0d9a5ca9 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffc0d9a600c (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffc0d9a62bf (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffc0d9a4780 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffc0d9a4f51 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffc0d984cac (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffc0d984be8 (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffc0d98487f (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffc0d984b10 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffc0d984b1d (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffc0d984b2a (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffc0d984b4e (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffc0d984b3c (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffc0d9b64d8 (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffc0d9b63c9 (__TEXT,__text) non-external _aaMagicStreamClose
00007ffc0d9b63ec (__TEXT,__text) non-external _aaMagicStreamRead
00007ffc0d9bb508 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffc0d9b61fc (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffc0d9b61c3 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffc0d9b621f (__TEXT,__text) non-external _aaSharedBufferRead
00007ffc0d9b61f2 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffc0d9b67d2 (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffc0d9b65c2 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffc0d9b66c1 (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffc0d9b65cf (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffc0d9b590b (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffc0d9ac398 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffc0d98bc26 (__TEXT,__text) non-external _add_control
00007ffc0d9542a0 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffc0d953f28 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffc0d96b424 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffc0d96a2c7 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffc0d969fc7 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffc0d969f45 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffc0d96cbcf (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffc0d96c45b (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffc0d954215 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffc0d953f44 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffc0d953eaa (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffc0d953fec (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffc0d96b7ee (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffc0d96b6ba (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffc0d96b661 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffc0d9897cd (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffc0d9888e0 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffc0d958a2c (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffc0d95449c (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffc0d955654 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffc0d954488 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffc0d95c6a9 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffc0d95b734 (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffc0d95b76e (__TEXT,__text) non-external _aeaInputStreamClose
00007ffc0d95b934 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffc0d95beef (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffc0d95b522 (__TEXT,__text) non-external _aeaInputStreamRead
00007ffc0d963fd9 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffc0d9c7e10 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffc0d954146 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffc0d95e292 (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffc0d95e2ae (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffc0d95eacd (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffc0d95efb3 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffc0d95cb23 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffc0d95cff7 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffc0d95e032 (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffc0d95d950 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffc0d96cb39 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffc0d953e9c (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffc0d95416c (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffc0d960c80 (__TEXT,__text) non-external _afStreamCancel
00007ffc0d960aef (__TEXT,__text) non-external _afStreamClose
00007ffc0d960f96 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffc0d960c92 (__TEXT,__text) non-external _afStreamWrite
00007ffc0d9b923e (__TEXT,__text) non-external _afscStreamCancel
00007ffc0d9b8cde (__TEXT,__text) non-external _afscStreamClose
00007ffc0d9b9689 (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffc0d9b692a (__TEXT,__text) non-external _afscStreamOpen
00007ffc0d9b9250 (__TEXT,__text) non-external _afscStreamWrite
00007ffc0d9aa6d4 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffc0d9aa699 (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffc0d9aa653 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffc0d94a76f (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffc0d9824af (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffc0d9a703b (__TEXT,__text) non-external _append_field
00007ffc0d9a3b73 (__TEXT,__text) non-external _applyEntryAttributes
00007ffc0d981e0c (__TEXT,__text) non-external _applyYEC
00007ffc0d97ccec (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffc0d97cfee (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffc0d94fdb3 (__TEXT,__text) non-external _asyncContext
00007ffc0d9699e9 (__TEXT,__text) non-external _asyncContext
00007ffc0d9500b9 (__TEXT,__text) non-external _asyncProgress
00007ffc0d969d0a (__TEXT,__text) non-external _asyncProgress
00007ffc0d9500a1 (__TEXT,__text) non-external _asyncSelect
00007ffc0d971b55 (__TEXT,__text) non-external _bestMatchInRange
00007ffc0d984e57 (__TEXT,__text) non-external _blockGetFromCache
00007ffc0d984d0b (__TEXT,__text) non-external _blockReader
00007ffc0d984fa9 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffc0d986b14 (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffc0d987424 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffc0d987d9b (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffc0d987280 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffc0d98768d (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffc0d9876fb (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffc0d986d2d (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffc0d986b67 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffc0d987097 (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffc0d987221 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffc0d9c2d48 (__TEXT,__text) non-external _cacheData
                 (undefined) external _calloc (from libSystem)
00007ffc0d94f304 (__TEXT,__text) non-external _cancelProc
