00007ff8065efd1b (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff8066eaa0e (__TEXT,__text) external __ZN3icu11MeasureUnit9getKelvinEv
00007ff8066eb54e (__TEXT,__text) external __ZN3icu11MeasureUnit9getKosajiEv
00007ff8066e7c00 (__TEXT,__text) external __ZN3icu11MeasureUnit9getMinuteEv
00007ff8066e884e (__TEXT,__text) external __ZN3icu11MeasureUnit9getNewtonEv
00007ff8066e9442 (__TEXT,__text) external __ZN3icu11MeasureUnit9getParsecEv
00007ff8066ea630 (__TEXT,__text) external __ZN3icu11MeasureUnit9getPascalEv
00007ff8066e6904 (__TEXT,__text) external __ZN3icu11MeasureUnit9getRadianEv
00007ff8066e7e1c (__TEXT,__text) external __ZN3icu11MeasureUnit9getSecondEv
00007ff8066ebc8e (__TEXT,__text) external __ZN3icu11MeasureUnitC1EONS_15MeasureUnitImplE
00007ff8066ebb0c (__TEXT,__text) external __ZN3icu11MeasureUnitC1EOS0_
00007ff806589e32 (__TEXT,__text) external __ZN3icu11MeasureUnitC1ERKS0_
00007ff8066e6748 (__TEXT,__text) external __ZN3icu11MeasureUnitC1Eii
00007ff806587bd8 (__TEXT,__text) external __ZN3icu11MeasureUnitC1Ev
00007ff8066ebb3a (__TEXT,__text) external __ZN3icu11MeasureUnitC2EONS_15MeasureUnitImplE
00007ff8066ebade (__TEXT,__text) external __ZN3icu11MeasureUnitC2EOS0_
00007ff806589852 (__TEXT,__text) external __ZN3icu11MeasureUnitC2ERKS0_
00007ff8066ebabc (__TEXT,__text) external __ZN3icu11MeasureUnitC2Eii
00007ff806587bb6 (__TEXT,__text) external __ZN3icu11MeasureUnitC2Ev
00007ff8066ebe12 (__TEXT,__text) external __ZN3icu11MeasureUnitD0Ev
00007ff806589f02 (__TEXT,__text) external __ZN3icu11MeasureUnitD1Ev
00007ff8065899f2 (__TEXT,__text) external __ZN3icu11MeasureUnitD2Ev
00007ff8066ebd74 (__TEXT,__text) external __ZN3icu11MeasureUnitaSEOS0_
00007ff806589a72 (__TEXT,__text) external __ZN3icu11MeasureUnitaSERKS0_
00007ff8065f2af4 (__TEXT,__text) external __ZN3icu11MessageImpl24appendReducedApostrophesERKNS_13UnicodeStringEiiRS1_
00007ff8065f2bd8 (__TEXT,__text) external __ZN3icu11MessageImpl33appendSubMessageWithoutSkipSyntaxERKNS_14MessagePatternEiRNS_13UnicodeStringE
00007ff80659d746 (__TEXT,__text) external __ZN3icu11Normalizer211getInstanceEPKcS2_19UNormalization2ModeR10UErrorCode
00007ff8065c5680 (__TEXT,__text) external __ZN3icu11Normalizer214getNFCInstanceER10UErrorCode
00007ff8065f3152 (__TEXT,__text) external __ZN3icu11Normalizer214getNFDInstanceER10UErrorCode
00007ff8065d9ede (__TEXT,__text) external __ZN3icu11Normalizer215getNFKCInstanceER10UErrorCode
00007ff8065d9f1c (__TEXT,__text) external __ZN3icu11Normalizer215getNFKDInstanceER10UErrorCode
00007ff8065d9f5a (__TEXT,__text) external __ZN3icu11Normalizer223getNFKCCasefoldInstanceER10UErrorCode
00007ff8065d9f98 (__TEXT,__text) external __ZN3icu11Normalizer229getNFKCSimpleCasefoldInstanceER10UErrorCode
00007ff80679c50a (__TEXT,__text) external __ZN3icu11Normalizer2D0Ev
00007ff80679c504 (__TEXT,__text) external __ZN3icu11Normalizer2D1Ev
00007ff8065f2ce0 (__TEXT,__text) external __ZN3icu11Normalizer2D2Ev
00007ff80672e5d0 (__TEXT,__text) external __ZN3icu11PluralRules10getSamplesERKNS_13UnicodeStringEPNS_6number4impl15DecimalQuantityEiR10UErrorCode
00007ff80672dd9c (__TEXT,__text) external __ZN3icu11PluralRules10getSamplesERKNS_13UnicodeStringEPdiR10UErrorCode
00007ff80672cf9c (__TEXT,__text) external __ZN3icu11PluralRules11createRulesERKNS_13UnicodeStringER10UErrorCode
00007ff80672cd44 (__TEXT,__text) external __ZN3icu11PluralRules16getStaticClassIDEv
00007ff80659f9a0 (__TEXT,__text) external __ZN3icu11PluralRules17internalForLocaleERKNS_6LocaleE11UPluralTypeR10UErrorCode
00007ff80672d814 (__TEXT,__text) external __ZN3icu11PluralRules18createDefaultRulesER10UErrorCode
00007ff80672dd8c (__TEXT,__text) external __ZN3icu11PluralRules19getAllKeywordValuesERKNS_13UnicodeStringEPdiR10UErrorCode
00007ff80672cf52 (__TEXT,__text) external __ZN3icu11PluralRules19getAvailableLocalesER10UErrorCode
00007ff80659fbb2 (__TEXT,__text) external __ZN3icu11PluralRules19getRuleFromResourceERKNS_6LocaleE11UPluralTypeR10UErrorCode
00007ff80672d89c (__TEXT,__text) external __ZN3icu11PluralRules20createSharedInstanceERKNS_6LocaleE11UPluralTypeR10UErrorCode
00007ff80672dd7e (__TEXT,__text) external __ZN3icu11PluralRules21getUniqueKeywordValueERKNS_13UnicodeStringE
00007ff80659f870 (__TEXT,__text) external __ZN3icu11PluralRules9forLocaleERKNS_6LocaleE11UPluralTypeR10UErrorCode
00007ff80672d988 (__TEXT,__text) external __ZN3icu11PluralRules9forLocaleERKNS_6LocaleER10UErrorCode
00007ff80672cd8e (__TEXT,__text) external __ZN3icu11PluralRulesC1ER10UErrorCode
00007ff80672cdd0 (__TEXT,__text) external __ZN3icu11PluralRulesC1ERKS0_
00007ff80672cd70 (__TEXT,__text) external __ZN3icu11PluralRulesC2ER10UErrorCode
00007ff80672cdac (__TEXT,__text) external __ZN3icu11PluralRulesC2ERKS0_
00007ff8065a0930 (__TEXT,__text) external __ZN3icu11PluralRulesD0Ev
00007ff80672ce42 (__TEXT,__text) external __ZN3icu11PluralRulesD1Ev
00007ff80672cdf2 (__TEXT,__text) external __ZN3icu11PluralRulesD2Ev
00007ff8065a0306 (__TEXT,__text) external __ZN3icu11PluralRulesaSERKS0_
00007ff80679c5b4 (__TEXT,__text) external __ZN3icu11ReplaceableD0Ev
00007ff80679c5ae (__TEXT,__text) external __ZN3icu11ReplaceableD1Ev
00007ff8065c8ea4 (__TEXT,__text) external __ZN3icu11ReplaceableD2Ev
00007ff80660f324 (__TEXT,__text) external __ZN3icu11StringPiece3setEPKc
00007ff80660f34c (__TEXT,__text) external __ZN3icu11StringPiece4findES0_i
00007ff8067b27e8 (__TEXT,__const) external __ZN3icu11StringPiece4nposE
00007ff80660f3be (__TEXT,__text) external __ZN3icu11StringPiece7compareES0_
00007ff806565320 (__TEXT,__text) external __ZN3icu11StringPieceC1EPKc
00007ff80660f28e (__TEXT,__text) external __ZN3icu11StringPieceC1ERKS0_i
00007ff80660f2ee (__TEXT,__text) external __ZN3icu11StringPieceC1ERKS0_ii
00007ff80660f23c (__TEXT,__text) external __ZN3icu11StringPieceC2EPKc
00007ff80660f264 (__TEXT,__text) external __ZN3icu11StringPieceC2ERKS0_i
00007ff80660f2b8 (__TEXT,__text) external __ZN3icu11StringPieceC2ERKS0_ii
00007ff80679c5a8 (__TEXT,__text) external __ZN3icu11SymbolTableD0Ev
00007ff80679c5a2 (__TEXT,__text) external __ZN3icu11SymbolTableD1Ev
00007ff8065c7ed0 (__TEXT,__text) external __ZN3icu11SymbolTableD2Ev
00007ff8065be440 (__TEXT,__text) external __ZN3icu11TextTrieMap12addChildNodeEPNS_13CharacterNodeEDsR10UErrorCode
00007ff8065be138 (__TEXT,__text) external __ZN3icu11TextTrieMap3putEPKDsPvR10UErrorCode
00007ff806769642 (__TEXT,__text) external __ZN3icu11TextTrieMap3putERKNS_13UnicodeStringEPvRNS_12ZNStringPoolER10UErrorCode
00007ff8065be2ca (__TEXT,__text) external __ZN3icu11TextTrieMap7putImplERKNS_13UnicodeStringEPvR10UErrorCode
00007ff8065be1de (__TEXT,__text) external __ZN3icu11TextTrieMap9buildTrieER10UErrorCode
00007ff8067696b0 (__TEXT,__text) external __ZN3icu11TextTrieMap9growNodesEv
00007ff8067695e6 (__TEXT,__text) external __ZN3icu11TextTrieMapC1EaPFvPvE
00007ff8067695ba (__TEXT,__text) external __ZN3icu11TextTrieMapC2EaPFvPvE
00007ff80676961c (__TEXT,__text) external __ZN3icu11TextTrieMapD0Ev
00007ff806769612 (__TEXT,__text) external __ZN3icu11TextTrieMapD1Ev
00007ff8065b3028 (__TEXT,__text) external __ZN3icu11TextTrieMapD2Ev
00007ff8065cde76 (__TEXT,__text) external __ZN3icu12ByteSinkUtil12appendChangeEPKhS2_PKDsiRNS_8ByteSinkEPNS_5EditsER10UErrorCode
00007ff8065cdbe6 (__TEXT,__text) external __ZN3icu12ByteSinkUtil12appendChangeEiPKDsiRNS_8ByteSinkEPNS_5EditsER10UErrorCode
00007ff8065cdf7c (__TEXT,__text) external __ZN3icu12ByteSinkUtil14appendTwoBytesEiRNS_8ByteSinkE
00007ff8065cdeb0 (__TEXT,__text) external __ZN3icu12ByteSinkUtil15appendCodePointEiiRNS_8ByteSinkEPNS_5EditsE
00007ff8065ce004 (__TEXT,__text) external __ZN3icu12ByteSinkUtil15appendUnchangedEPKhS2_RNS_8ByteSinkEjPNS_5EditsER10UErrorCode
00007ff8065cdfb6 (__TEXT,__text) external __ZN3icu12ByteSinkUtil23appendNonEmptyUnchangedEPKhiRNS_8ByteSinkEjPNS_5EditsE
00007ff80679c56a (__TEXT,__text) external __ZN3icu12CacheKeyBaseD0Ev
00007ff80679c564 (__TEXT,__text) external __ZN3icu12CacheKeyBaseD1Ev
00007ff80656dbd8 (__TEXT,__text) external __ZN3icu12CacheKeyBaseD2Ev
00007ff806690c78 (__TEXT,__text) external __ZN3icu12ChoiceFormat10setChoicesEPKdPKNS_13UnicodeStringEi
00007ff806690ca2 (__TEXT,__text) external __ZN3icu12ChoiceFormat10setChoicesEPKdPKaPKNS_13UnicodeStringEi
00007ff806690cc4 (__TEXT,__text) external __ZN3icu12ChoiceFormat10setChoicesEPKdPKaPKNS_13UnicodeStringEiR10UErrorCode
00007ff806690c12 (__TEXT,__text) external __ZN3icu12ChoiceFormat12applyPatternERKNS_13UnicodeStringER10UErrorCode
00007ff806690c3c (__TEXT,__text) external __ZN3icu12ChoiceFormat12applyPatternERKNS_13UnicodeStringER11UParseErrorR10UErrorCode
00007ff806691354 (__TEXT,__text) external __ZN3icu12ChoiceFormat13parseArgumentERKNS_14MessagePatternEiRKNS_13UnicodeStringERNS_13ParsePositionE
00007ff8066911a6 (__TEXT,__text) external __ZN3icu12ChoiceFormat14findSubMessageERKNS_14MessagePatternEid
00007ff806690786 (__TEXT,__text) external __ZN3icu12ChoiceFormat16getStaticClassIDEv
00007ff806691468 (__TEXT,__text) external __ZN3icu12ChoiceFormat25matchStringUntilLimitPartERKNS_14MessagePatternEiiRKNS_13UnicodeStringEi
00007ff806690af6 (__TEXT,__text) external __ZN3icu12ChoiceFormat4dtosEdRNS_13UnicodeStringE
00007ff806690876 (__TEXT,__text) external __ZN3icu12ChoiceFormatC1EPKdPKNS_13UnicodeStringEi
00007ff8066908f8 (__TEXT,__text) external __ZN3icu12ChoiceFormatC1EPKdPKaPKNS_13UnicodeStringEi
00007ff8066907f8 (__TEXT,__text) external __ZN3icu12ChoiceFormatC1ERKNS_13UnicodeStringER10UErrorCode
00007ff8066909de (__TEXT,__text) external __ZN3icu12ChoiceFormatC1ERKNS_13UnicodeStringER11UParseErrorR10UErrorCode
00007ff806690940 (__TEXT,__text) external __ZN3icu12ChoiceFormatC1ERKS0_
00007ff806690802 (__TEXT,__text) external __ZN3icu12ChoiceFormatC2EPKdPKNS_13UnicodeStringEi
00007ff806690880 (__TEXT,__text) external __ZN3icu12ChoiceFormatC2EPKdPKaPKNS_13UnicodeStringEi
00007ff8066907a2 (__TEXT,__text) external __ZN3icu12ChoiceFormatC2ERKNS_13UnicodeStringER10UErrorCode
00007ff80669097e (__TEXT,__text) external __ZN3icu12ChoiceFormatC2ERKNS_13UnicodeStringER11UParseErrorR10UErrorCode
00007ff806690902 (__TEXT,__text) external __ZN3icu12ChoiceFormatC2ERKS0_
00007ff806690ac0 (__TEXT,__text) external __ZN3icu12ChoiceFormatD0Ev
00007ff806690a92 (__TEXT,__text) external __ZN3icu12ChoiceFormatD1Ev
00007ff806690a64 (__TEXT,__text) external __ZN3icu12ChoiceFormatD2Ev
00007ff806690a28 (__TEXT,__text) external __ZN3icu12ChoiceFormataSERKS0_
00007ff8067fc980 (__TEXT,__const) external __ZN3icu12CollationFCD8lcccBitsE
00007ff8067fd2b0 (__TEXT,__const) external __ZN3icu12CollationFCD8tcccBitsE
00007ff8067fc180 (__TEXT,__const) external __ZN3icu12CollationFCD9lcccIndexE
00007ff8067fcab0 (__TEXT,__const) external __ZN3icu12CollationFCD9tcccIndexE
00007ff806755bb2 (__TEXT,__text) external __ZN3icu12CollationKey10reallocateEii
00007ff806755c30 (__TEXT,__text) external __ZN3icu12CollationKey10setToBogusEv
00007ff806755ab4 (__TEXT,__text) external __ZN3icu12CollationKey16getStaticClassIDEv
00007ff806755d86 (__TEXT,__text) external __ZN3icu12CollationKey5resetEv
00007ff806755d6c (__TEXT,__text) external __ZN3icu12CollationKey9setLengthEi
00007ff806755c48 (__TEXT,__text) external __ZN3icu12CollationKeyC1EPKhi
00007ff806755d0c (__TEXT,__text) external __ZN3icu12CollationKeyC1ERKS0_
00007ff806755aee (__TEXT,__text) external __ZN3icu12CollationKeyC1Ev
00007ff806755b0c (__TEXT,__text) external __ZN3icu12CollationKeyC2EPKhi
00007ff806755c52 (__TEXT,__text) external __ZN3icu12CollationKeyC2ERKS0_
00007ff806755ad0 (__TEXT,__text) external __ZN3icu12CollationKeyC2Ev
00007ff806755d50 (__TEXT,__text) external __ZN3icu12CollationKeyD0Ev
00007ff806755d46 (__TEXT,__text) external __ZN3icu12CollationKeyD1Ev
00007ff806755d16 (__TEXT,__text) external __ZN3icu12CollationKeyD2Ev
00007ff806755df0 (__TEXT,__text) external __ZN3icu12CollationKeyaSERKS0_
00007ff8066ad1ce (__TEXT,__text) external __ZN3icu12CurrencyUnit16getStaticClassIDEv
00007ff8066ad0a6 (__TEXT,__text) external __ZN3icu12CurrencyUnitC1ENS_11StringPieceER10UErrorCode
00007ff80658972e (__TEXT,__text) external __ZN3icu12CurrencyUnitC1ENS_14ConstChar16PtrER10UErrorCode
00007ff8066ad15a (__TEXT,__text) external __ZN3icu12CurrencyUnitC1ERKNS_11MeasureUnitER10UErrorCode
00007ff80658981c (__TEXT,__text) external __ZN3icu12CurrencyUnitC1ERKS0_
00007ff806587b36 (__TEXT,__text) external __ZN3icu12CurrencyUnitC1Ev
00007ff8066acfce (__TEXT,__text) external __ZN3icu12CurrencyUnitC2ENS_11StringPieceER10UErrorCode
00007ff806589738 (__TEXT,__text) external __ZN3icu12CurrencyUnitC2ENS_14ConstChar16PtrER10UErrorCode
00007ff8066ad0e4 (__TEXT,__text) external __ZN3icu12CurrencyUnitC2ERKNS_11MeasureUnitER10UErrorCode
00007ff8066ad0b0 (__TEXT,__text) external __ZN3icu12CurrencyUnitC2ERKS0_
00007ff806587b40 (__TEXT,__text) external __ZN3icu12CurrencyUnitC2Ev
00007ff8066ad1b2 (__TEXT,__text) external __ZN3icu12CurrencyUnitD0Ev
00007ff8065899e8 (__TEXT,__text) external __ZN3icu12CurrencyUnitD1Ev
00007ff8066ad1a8 (__TEXT,__text) external __ZN3icu12CurrencyUnitD2Ev
00007ff806589a3e (__TEXT,__text) external __ZN3icu12CurrencyUnitaSERKS0_
00007ff8065d6df0 (__TEXT,__text) external __ZN3icu12DateInterval16getStaticClassIDEv
00007ff8065d6e80 (__TEXT,__text) external __ZN3icu12DateIntervalC1ERKS0_
00007ff8065cb45c (__TEXT,__text) external __ZN3icu12DateIntervalC1Edd
00007ff8065d6e4c (__TEXT,__text) external __ZN3icu12DateIntervalC2ERKS0_
00007ff8065d6e0c (__TEXT,__text) external __ZN3icu12DateIntervalC2Edd
00007ff8065d6e30 (__TEXT,__text) external __ZN3icu12DateIntervalD0Ev
00007ff8065cb53a (__TEXT,__text) external __ZN3icu12DateIntervalD1Ev
00007ff8065d6e26 (__TEXT,__text) external __ZN3icu12DateIntervalD2Ev
00007ff8065d6e6a (__TEXT,__text) external __ZN3icu12DateIntervalaSERKS0_
00007ff8066d04be (__TEXT,__text) external __ZN3icu12DateTimeRule16getStaticClassIDEv
00007ff80659b812 (__TEXT,__text) external __ZN3icu12DateTimeRuleC1ERKS0_
00007ff8066d0506 (__TEXT,__text) external __ZN3icu12DateTimeRuleC1EiiiNS0_12TimeRuleTypeE
00007ff80659b3c0 (__TEXT,__text) external __ZN3icu12DateTimeRuleC1EiiiaiNS0_12TimeRuleTypeE
00007ff8066d0562 (__TEXT,__text) external __ZN3icu12DateTimeRuleC1EiiiiNS0_12TimeRuleTypeE
00007ff8066d05c4 (__TEXT,__text) external __ZN3icu12DateTimeRuleC2ERKS0_
00007ff8066d04da (__TEXT,__text) external __ZN3icu12DateTimeRuleC2EiiiNS0_12TimeRuleTypeE
00007ff8066d0592 (__TEXT,__text) external __ZN3icu12DateTimeRuleC2EiiiaiNS0_12TimeRuleTypeE
00007ff8066d0532 (__TEXT,__text) external __ZN3icu12DateTimeRuleC2EiiiiNS0_12TimeRuleTypeE
00007ff80659ba4a (__TEXT,__text) external __ZN3icu12DateTimeRuleD0Ev
00007ff8066d05f4 (__TEXT,__text) external __ZN3icu12DateTimeRuleD1Ev
00007ff8066d05ea (__TEXT,__text) external __ZN3icu12DateTimeRuleD2Ev
00007ff8066d0638 (__TEXT,__text) external __ZN3icu12DateTimeRuleaSERKS0_
00007ff806730c06 (__TEXT,__text) external __ZN3icu12FixedDecimal18createWithExponentEdii
00007ff8065a069a (__TEXT,__text) external __ZN3icu12FixedDecimal19getFractionalDigitsEdi
00007ff806730ce0 (__TEXT,__text) external __ZN3icu12FixedDecimal26adjustForMinFractionDigitsEi
00007ff8065a0592 (__TEXT,__text) external __ZN3icu12FixedDecimal4initEd
00007ff8065a077e (__TEXT,__text) external __ZN3icu12FixedDecimal4initEdix
00007ff80673065a (__TEXT,__text) external __ZN3icu12FixedDecimal4initEdixi
00007ff8067304dc (__TEXT,__text) external __ZN3icu12FixedDecimal4initEdixii
00007ff8065a05dc (__TEXT,__text) external __ZN3icu12FixedDecimal8decimalsEd
00007ff806730c60 (__TEXT,__text) external __ZN3icu12FixedDecimal9quickInitEd
00007ff806730ae0 (__TEXT,__text) external __ZN3icu12FixedDecimalC1ERKNS_13UnicodeStringER10UErrorCode
00007ff806730b32 (__TEXT,__text) external __ZN3icu12FixedDecimalC1ERKS0_
00007ff80672da06 (__TEXT,__text) external __ZN3icu12FixedDecimalC1Ed
00007ff806730722 (__TEXT,__text) external __ZN3icu12FixedDecimalC1Edi
00007ff8067306ae (__TEXT,__text) external __ZN3icu12FixedDecimalC1Edix
00007ff806730668 (__TEXT,__text) external __ZN3icu12FixedDecimalC1Edixi
00007ff806730618 (__TEXT,__text) external __ZN3icu12FixedDecimalC1Edixii
00007ff8067307be (__TEXT,__text) external __ZN3icu12FixedDecimalC1Ev
00007ff8067307ea (__TEXT,__text) external __ZN3icu12FixedDecimalC2ERKNS_13UnicodeStringER10UErrorCode
00007ff806730aea (__TEXT,__text) external __ZN3icu12FixedDecimalC2ERKS0_
00007ff806730772 (__TEXT,__text) external __ZN3icu12FixedDecimalC2Ed
00007ff8067306d2 (__TEXT,__text) external __ZN3icu12FixedDecimalC2Edi
00007ff80673068a (__TEXT,__text) external __ZN3icu12FixedDecimalC2Edix
00007ff806730638 (__TEXT,__text) external __ZN3icu12FixedDecimalC2Edixi
00007ff8067304bc (__TEXT,__text) external __ZN3icu12FixedDecimalC2Edixii
00007ff806730792 (__TEXT,__text) external __ZN3icu12FixedDecimalC2Ev
00007ff806730bb8 (__TEXT,__text) external __ZN3icu12FixedDecimalD0Ev
00007ff80672da26 (__TEXT,__text) external __ZN3icu12FixedDecimalD1Ev
00007ff806730b7a (__TEXT,__text) external __ZN3icu12FixedDecimalD2Ev
00007ff80658c704 (__TEXT,__text) external __ZN3icu12NumberFormat10setContextE15UDisplayContextR10UErrorCode
00007ff80658c622 (__TEXT,__text) external __ZN3icu12NumberFormat10setLenientEa
00007ff80658a840 (__TEXT,__text) external __ZN3icu12NumberFormat11setCurrencyEPKDsR10UErrorCode
00007ff80671e98c (__TEXT,__text) external __ZN3icu12NumberFormat12makeInstanceERKNS_6LocaleE18UNumberFormatStyleR10UErrorCode
00007ff806584f7c (__TEXT,__text) external __ZN3icu12NumberFormat12makeInstanceERKNS_6LocaleE18UNumberFormatStyleaR10UErrorCode
00007ff8065cb9c4 (__TEXT,__text) external __ZN3icu12NumberFormat14createInstanceER10UErrorCode
00007ff806584e50 (__TEXT,__text) external __ZN3icu12NumberFormat14createInstanceERKNS_6LocaleE18UNumberFormatStyleR10UErrorCode
00007ff8065945da (__TEXT,__text) external __ZN3icu12NumberFormat14createInstanceERKNS_6LocaleER10UErrorCode
00007ff80671e9d2 (__TEXT,__text) external __ZN3icu12NumberFormat15setDateSettingsEv
00007ff80658a96e (__TEXT,__text) external __ZN3icu12NumberFormat15setGroupingUsedEa
00007ff80671ec38 (__TEXT,__text) external __ZN3icu12NumberFormat15setRoundingModeENS0_13ERoundingModeE
00007ff80671e078 (__TEXT,__text) external __ZN3icu12NumberFormat16getStaticClassIDEv
00007ff80671eb2a (__TEXT,__text) external __ZN3icu12NumberFormat16isStyleSupportedE18UNumberFormatStyle
00007ff80671e8ce (__TEXT,__text) external __ZN3icu12NumberFormat19getAvailableLocalesERi
00007ff8065946e4 (__TEXT,__text) external __ZN3icu12NumberFormat19setParseIntegerOnlyEa
00007ff80671e99c (__TEXT,__text) external __ZN3icu12NumberFormat20createSharedInstanceERKNS_6LocaleE18UNumberFormatStyleR10UErrorCode
00007ff80671e85a (__TEXT,__text) external __ZN3icu12NumberFormat21createPercentInstanceER10UErrorCode
00007ff80671e880 (__TEXT,__text) external __ZN3icu12NumberFormat21createPercentInstanceERKNS_6LocaleER10UErrorCode
00007ff80671e824 (__TEXT,__text) external __ZN3icu12NumberFormat22createCurrencyInstanceER10UErrorCode
00007ff80671e848 (__TEXT,__text) external __ZN3icu12NumberFormat22createCurrencyInstanceERKNS_6LocaleER10UErrorCode
00007ff80671e8d8 (__TEXT,__text) external __ZN3icu12NumberFormat22internalCreateInstanceERKNS_6LocaleE18UNumberFormatStyleR10UErrorCode
00007ff80658a8a0 (__TEXT,__text) external __ZN3icu12NumberFormat23setMaximumIntegerDigitsEi
00007ff80658a8de (__TEXT,__text) external __ZN3icu12NumberFormat23setMinimumIntegerDigitsEi
00007ff80671e894 (__TEXT,__text) external __ZN3icu12NumberFormat24createScientificInstanceER10UErrorCode
00007ff80671e8ba (__TEXT,__text) external __ZN3icu12NumberFormat24createScientificInstanceERKNS_6LocaleER10UErrorCode
00007ff8068055b0 (__TEXT,__const) external __ZN3icu12NumberFormat24gDefaultMaxIntegerDigitsE
00007ff8068055b4 (__TEXT,__const) external __ZN3icu12NumberFormat24gDefaultMinIntegerDigitsE
00007ff80658a90e (__TEXT,__text) external __ZN3icu12NumberFormat24setMaximumFractionDigitsEi
00007ff80658a93e (__TEXT,__text) external __ZN3icu12NumberFormat24setMinimumFractionDigitsEi
00007ff80658ab16 (__TEXT,__text) external __ZN3icu12NumberFormatC2ERKS0_
00007ff806587aba (__TEXT,__text) external __ZN3icu12NumberFormatC2Ev
00007ff80679c7c2 (__TEXT,__text) external __ZN3icu12NumberFormatD0Ev
00007ff80679c7bc (__TEXT,__text) external __ZN3icu12NumberFormatD1Ev
00007ff806597014 (__TEXT,__text) external __ZN3icu12NumberFormatD2Ev
00007ff80658abb2 (__TEXT,__text) external __ZN3icu12NumberFormataSERKS0_
00007ff8065faf54 (__TEXT,__text) external __ZN3icu12PatternProps12isIdentifierEPKDsi
00007ff806576460 (__TEXT,__text) external __ZN3icu12PatternProps12isWhiteSpaceEi
00007ff8065faf90 (__TEXT,__text) external __ZN3icu12PatternProps14skipIdentifierEPKDsi
00007ff8065768fc (__TEXT,__text) external __ZN3icu12PatternProps14skipWhiteSpaceEPKDsi
00007ff8065fadb2 (__TEXT,__text) external __ZN3icu12PatternProps14skipWhiteSpaceERKNS_13UnicodeStringEi
00007ff8065fae3a (__TEXT,__text) external __ZN3icu12PatternProps14trimWhiteSpaceEPKDsRi
00007ff8065fad3a (__TEXT,__text) external __ZN3icu12PatternProps20isSyntaxOrWhiteSpaceEi
00007ff8065facc0 (__TEXT,__text) external __ZN3icu12PatternProps8isSyntaxEi
00007ff80672b8d8 (__TEXT,__text) external __ZN3icu12PluralFormat11copyObjectsERKS0_
00007ff80672b57e (__TEXT,__text) external __ZN3icu12PluralFormat12applyPatternERKNS_13UnicodeStringER10UErrorCode
00007ff80679c7f6 (__TEXT,__text) external __ZN3icu12PluralFormat14PluralSelectorD0Ev
00007ff80679c7f0 (__TEXT,__text) external __ZN3icu12PluralFormat14PluralSelectorD1Ev
00007ff80672ccd2 (__TEXT,__text) external __ZN3icu12PluralFormat14PluralSelectorD2Ev
00007ff80672c216 (__TEXT,__text) external __ZN3icu12PluralFormat14findSubMessageERKNS_14MessagePatternEiRKNS0_14PluralSelectorEPvdR10UErrorCode
00007ff80672c6ce (__TEXT,__text) external __ZN3icu12PluralFormat15setNumberFormatEPKNS_12NumberFormatER10UErrorCode
00007ff80672b1b4 (__TEXT,__text) external __ZN3icu12PluralFormat16getStaticClassIDEv
00007ff80672c6a6 (__TEXT,__text) external __ZN3icu12PluralFormat21PluralSelectorAdapter5resetEv
00007ff80672ccf8 (__TEXT,__text) external __ZN3icu12PluralFormat21PluralSelectorAdapterD0Ev
00007ff80672b9de (__TEXT,__text) external __ZN3icu12PluralFormat21PluralSelectorAdapterD1Ev
00007ff80672ccd8 (__TEXT,__text) external __ZN3icu12PluralFormat21PluralSelectorAdapterD2Ev
00007ff80672b250 (__TEXT,__text) external __ZN3icu12PluralFormat4initEPKNS_11PluralRulesE11UPluralTypeR10UErrorCode
00007ff80672c624 (__TEXT,__text) external __ZN3icu12PluralFormat9setLocaleERKNS_6LocaleER10UErrorCode
00007ff80672c5d6 (__TEXT,__text) external __ZN3icu12PluralFormat9toPatternERNS_13UnicodeStringE
00007ff80672b2b2 (__TEXT,__text) external __ZN3icu12PluralFormatC1ER10UErrorCode
00007ff80672b3c6 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_11PluralRulesER10UErrorCode
00007ff80672b710 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_11PluralRulesERKNS_13UnicodeStringER10UErrorCode
00007ff80672b5d2 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_13UnicodeStringER10UErrorCode
00007ff80672b4e4 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_6LocaleE11UPluralTypeR10UErrorCode
00007ff80672b856 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_6LocaleE11UPluralTypeRKNS_13UnicodeStringER10UErrorCode
00007ff80672b336 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_6LocaleER10UErrorCode
00007ff80672b456 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_6LocaleERKNS_11PluralRulesER10UErrorCode
00007ff80672b7b4 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_6LocaleERKNS_11PluralRulesERKNS_13UnicodeStringER10UErrorCode
00007ff80672b666 (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKNS_6LocaleERKNS_13UnicodeStringER10UErrorCode
00007ff80672b96c (__TEXT,__text) external __ZN3icu12PluralFormatC1ERKS0_
00007ff80672b1d0 (__TEXT,__text) external __ZN3icu12PluralFormatC2ER10UErrorCode
00007ff80672b340 (__TEXT,__text) external __ZN3icu12PluralFormatC2ERKNS_11PluralRulesER10UErrorCode
