00007ffb02e955c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb02e93a12 (__TEXT,__text) external _glGetObjectParameterivARB
00007ffb02e8c1a7 (__TEXT,__text) external _glGetPixelMapfv
00007ffb02e8c1c6 (__TEXT,__text) external _glGetPixelMapuiv
00007ffb02e8c1e5 (__TEXT,__text) external _glGetPixelMapusv
00007ffb02e8c204 (__TEXT,__text) external _glGetPointerv
00007ffb02e8c223 (__TEXT,__text) external _glGetPolygonStipple
00007ffb02e9170b (__TEXT,__text) external _glGetProgramBinary
00007ffb02e9296b (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffb02e9298d (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffb02e8fa70 (__TEXT,__text) external _glGetProgramInfoLog
00007ffb02e929af (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffb02e929d1 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffb02e9188e (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffb02e91850 (__TEXT,__text) external _glGetProgramPipelineiv
00007ffb02e91429 (__TEXT,__text) external _glGetProgramStageiv
00007ffb02e92a17 (__TEXT,__text) external _glGetProgramStringARB
00007ffb02e8fa04 (__TEXT,__text) external _glGetProgramiv
00007ffb02e92a39 (__TEXT,__text) external _glGetProgramivARB
00007ffb02e915ae (__TEXT,__text) external _glGetQueryIndexediv
00007ffb02e90ef1 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffb02e94df0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffb02e8eebc (__TEXT,__text) external _glGetQueryObjectiv
00007ffb02e93487 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffb02e90f13 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffb02e94e12 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffb02e8eede (__TEXT,__text) external _glGetQueryObjectuiv
00007ffb02e934a9 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffb02e8ee9a (__TEXT,__text) external _glGetQueryiv
00007ffb02e93465 (__TEXT,__text) external _glGetQueryivARB
00007ffb02e8fdce (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffb02e943de (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffb02e90e8f (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffb02e90eb1 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffb02e90e6d (__TEXT,__text) external _glGetSamplerParameterfv
00007ffb02e90e4b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffb02e8e0bf (__TEXT,__text) external _glGetSeparableFilter
00007ffb02e8fa4b (__TEXT,__text) external _glGetShaderInfoLog
00007ffb02e916b2 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffb02e8fb34 (__TEXT,__text) external _glGetShaderSource
00007ffb02e93b18 (__TEXT,__text) external _glGetShaderSourceARB
00007ffb02e8f9e2 (__TEXT,__text) external _glGetShaderiv
00007ffb02e8c240 (__TEXT,__text) external _glGetString
00007ffb02e90828 (__TEXT,__text) external _glGetStringi
00007ffb02e91334 (__TEXT,__text) external _glGetSubroutineIndex
00007ffb02e91312 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffb02e90b91 (__TEXT,__text) external _glGetSynciv
00007ffb02e8c25c (__TEXT,__text) external _glGetTexEnvfv
00007ffb02e8c27e (__TEXT,__text) external _glGetTexEnviv
00007ffb02e8c2a0 (__TEXT,__text) external _glGetTexGendv
00007ffb02e8c2c2 (__TEXT,__text) external _glGetTexGenfv
00007ffb02e8c2e4 (__TEXT,__text) external _glGetTexGeniv
00007ffb02e8c306 (__TEXT,__text) external _glGetTexImage
00007ffb02e8c32d (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffb02e8c351 (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffb02e9075d (__TEXT,__text) external _glGetTexParameterIiv
00007ffb02e94d0f (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffb02e9077f (__TEXT,__text) external _glGetTexParameterIuiv
00007ffb02e94d31 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffb02e94ffe (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffb02e8c375 (__TEXT,__text) external _glGetTexParameterfv
00007ffb02e8c397 (__TEXT,__text) external _glGetTexParameteriv
00007ffb02e9022e (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffb02e9474a (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffb02e908e2 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffb02e947df (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffb02e9086e (__TEXT,__text) external _glGetUniformIndices
00007ffb02e8fa95 (__TEXT,__text) external _glGetUniformLocation
00007ffb02e93a81 (__TEXT,__text) external _glGetUniformLocationARB
00007ffb02e947fd (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffb02e91407 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffb02e912f0 (__TEXT,__text) external _glGetUniformdv
00007ffb02e8faea (__TEXT,__text) external _glGetUniformfv
00007ffb02e93ad2 (__TEXT,__text) external _glGetUniformfvARB
00007ffb02e8fb0f (__TEXT,__text) external _glGetUniformiv
00007ffb02e93af5 (__TEXT,__text) external _glGetUniformivARB
00007ffb02e905a4 (__TEXT,__text) external _glGetUniformuiv
00007ffb02e94c20 (__TEXT,__text) external _glGetUniformuivEXT
00007ffb02e902d8 (__TEXT,__text) external _glGetVertexAttribIiv
00007ffb02e94aca (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffb02e902fa (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffb02e94aec (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffb02e920f4 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffb02e8f5b3 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffb02e92801 (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffb02e8f54d (__TEXT,__text) external _glGetVertexAttribdv
00007ffb02e9279b (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffb02e8f56f (__TEXT,__text) external _glGetVertexAttribfv
00007ffb02e927bd (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffb02e8f591 (__TEXT,__text) external _glGetVertexAttribiv
00007ffb02e927df (__TEXT,__text) external _glGetVertexAttribivARB
00007ffb02e8c3b9 (__TEXT,__text) external _glHint
00007ffb02e8e206 (__TEXT,__text) external _glHistogram
00007ffb02e8c3d7 (__TEXT,__text) external _glIndexMask
00007ffb02e8c3f3 (__TEXT,__text) external _glIndexPointer
00007ffb02e8c415 (__TEXT,__text) external _glIndexd
00007ffb02e8c42f (__TEXT,__text) external _glIndexdv
00007ffb02e8c44c (__TEXT,__text) external _glIndexf
00007ffb02e8c466 (__TEXT,__text) external _glIndexfv
00007ffb02e8c483 (__TEXT,__text) external _glIndexi
00007ffb02e8c49f (__TEXT,__text) external _glIndexiv
00007ffb02e8c4bc (__TEXT,__text) external _glIndexs
00007ffb02e8c4d8 (__TEXT,__text) external _glIndexsv
00007ffb02e8c4f5 (__TEXT,__text) external _glIndexub
00007ffb02e8c511 (__TEXT,__text) external _glIndexubv
00007ffb02e8c52e (__TEXT,__text) external _glInitNames
00007ffb02e94e7f (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffb02e8c545 (__TEXT,__text) external _glInterleavedArrays
00007ffb02e8ef5c (__TEXT,__text) external _glIsBuffer
00007ffb02e93527 (__TEXT,__text) external _glIsBufferARB
00007ffb02e8c567 (__TEXT,__text) external _glIsEnabled
00007ffb02e94db6 (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffb02e90170 (__TEXT,__text) external _glIsEnabledi
00007ffb02e9507a (__TEXT,__text) external _glIsFenceAPPLE
00007ffb02e8fdf0 (__TEXT,__text) external _glIsFramebuffer
00007ffb02e94400 (__TEXT,__text) external _glIsFramebufferEXT
00007ffb02e8c583 (__TEXT,__text) external _glIsList
00007ffb02e93d65 (__TEXT,__text) external _glIsNamedStringARB
00007ffb02e8f9c6 (__TEXT,__text) external _glIsProgram
00007ffb02e922b9 (__TEXT,__text) external _glIsProgramARB
00007ffb02e91834 (__TEXT,__text) external _glIsProgramPipeline
00007ffb02e8ee44 (__TEXT,__text) external _glIsQuery
00007ffb02e9340f (__TEXT,__text) external _glIsQueryARB
00007ffb02e8fd32 (__TEXT,__text) external _glIsRenderbuffer
00007ffb02e94342 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffb02e90d4a (__TEXT,__text) external _glIsSampler
00007ffb02e8f9aa (__TEXT,__text) external _glIsShader
00007ffb02e90af2 (__TEXT,__text) external _glIsSync
00007ffb02e8c59f (__TEXT,__text) external _glIsTexture
00007ffb02e914e6 (__TEXT,__text) external _glIsTransformFeedback
00007ffb02e900ad (__TEXT,__text) external _glIsVertexArray
00007ffb02e951c0 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffb02e94f10 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffb02e94e34 (__TEXT,__text) external _glLabelObjectEXT
00007ffb02e953c8 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffb02e8c5bb (__TEXT,__text) external _glLightModelf
00007ffb02e8c5d7 (__TEXT,__text) external _glLightModelfv
00007ffb02e8c5f6 (__TEXT,__text) external _glLightModeli
00007ffb02e8c614 (__TEXT,__text) external _glLightModeliv
00007ffb02e8c633 (__TEXT,__text) external _glLightf
00007ffb02e8c651 (__TEXT,__text) external _glLightfv
00007ffb02e8c673 (__TEXT,__text) external _glLighti
00007ffb02e8c694 (__TEXT,__text) external _glLightiv
00007ffb02e8c6b6 (__TEXT,__text) external _glLineStipple
00007ffb02e8c6d4 (__TEXT,__text) external _glLineWidth
00007ffb02e8f6b8 (__TEXT,__text) external _glLinkProgram
00007ffb02e93722 (__TEXT,__text) external _glLinkProgramARB
00007ffb02e8c6ee (__TEXT,__text) external _glListBase
00007ffb02e8c70a (__TEXT,__text) external _glLoadIdentity
00007ffb02e8c721 (__TEXT,__text) external _glLoadMatrixd
00007ffb02e8c73e (__TEXT,__text) external _glLoadMatrixf
00007ffb02e8c75b (__TEXT,__text) external _glLoadName
00007ffb02e8e69f (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffb02e92faf (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffb02e8e6bc (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffb02e92fcc (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffb02e93e77 (__TEXT,__text) external _glLockArraysEXT
00007ffb02e8c777 (__TEXT,__text) external _glLogicOp
00007ffb02e8c793 (__TEXT,__text) external _glMap1d
00007ffb02e8c7b7 (__TEXT,__text) external _glMap1f
00007ffb02e8c7db (__TEXT,__text) external _glMap2d
00007ffb02e8c80f (__TEXT,__text) external _glMap2f
00007ffb02e8efea (__TEXT,__text) external _glMapBuffer
00007ffb02e935b5 (__TEXT,__text) external _glMapBufferARB
00007ffb02e9000a (__TEXT,__text) external _glMapBufferRange
00007ffb02e8c843 (__TEXT,__text) external _glMapGrid1d
00007ffb02e8c85f (__TEXT,__text) external _glMapGrid1f
00007ffb02e8c87b (__TEXT,__text) external _glMapGrid2d
00007ffb02e8c899 (__TEXT,__text) external _glMapGrid2f
00007ffb02e94f2e (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffb02e94f55 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffb02e94f7c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffb02e94fac (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffb02e8c8b7 (__TEXT,__text) external _glMaterialf
00007ffb02e8c8d5 (__TEXT,__text) external _glMaterialfv
00007ffb02e8c8f7 (__TEXT,__text) external _glMateriali
00007ffb02e8c918 (__TEXT,__text) external _glMaterialiv
00007ffb02e8c93a (__TEXT,__text) external _glMatrixMode
00007ffb02e915d2 (__TEXT,__text) external _glMinSampleShading
00007ffb02e93c58 (__TEXT,__text) external _glMinSampleShadingARB
00007ffb02e8e22a (__TEXT,__text) external _glMinmax
00007ffb02e8c956 (__TEXT,__text) external _glMultMatrixd
00007ffb02e8c973 (__TEXT,__text) external _glMultMatrixf
00007ffb02e8e6d9 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffb02e92fe9 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffb02e8e6f6 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffb02e93006 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffb02e8ebea (__TEXT,__text) external _glMultiDrawArrays
00007ffb02e942a0 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffb02e95243 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffb02e8ec10 (__TEXT,__text) external _glMultiDrawElements
00007ffb02e90a83 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffb02e942c6 (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffb02e953e9 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffb02e95411 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffb02e95269 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffb02e8e2bb (__TEXT,__text) external _glMultiTexCoord1d
00007ffb02e92bcb (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffb02e8e2d7 (__TEXT,__text) external _glMultiTexCoord1dv
00007ffb02e92be7 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffb02e8e2f6 (__TEXT,__text) external _glMultiTexCoord1f
00007ffb02e92c06 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffb02e8e312 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffb02e92c22 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffb02e8e331 (__TEXT,__text) external _glMultiTexCoord1i
00007ffb02e92c41 (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffb02e8e34f (__TEXT,__text) external _glMultiTexCoord1iv
00007ffb02e92c5f (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffb02e8e36e (__TEXT,__text) external _glMultiTexCoord1s
00007ffb02e92c7e (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffb02e8e38c (__TEXT,__text) external _glMultiTexCoord1sv
00007ffb02e92c9c (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffb02e8e3ab (__TEXT,__text) external _glMultiTexCoord2d
00007ffb02e92cbb (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffb02e8e3c7 (__TEXT,__text) external _glMultiTexCoord2dv
00007ffb02e92cd7 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffb02e8e3e6 (__TEXT,__text) external _glMultiTexCoord2f
00007ffb02e92cf6 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffb02e8e402 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffb02e92d12 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffb02e8e421 (__TEXT,__text) external _glMultiTexCoord2i
00007ffb02e92d31 (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffb02e8e442 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffb02e92d52 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffb02e8e461 (__TEXT,__text) external _glMultiTexCoord2s
00007ffb02e92d71 (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffb02e8e482 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffb02e92d92 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffb02e8e4a1 (__TEXT,__text) external _glMultiTexCoord3d
00007ffb02e92db1 (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffb02e8e4bd (__TEXT,__text) external _glMultiTexCoord3dv
00007ffb02e92dcd (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffb02e8e4dc (__TEXT,__text) external _glMultiTexCoord3f
00007ffb02e92dec (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffb02e8e4f8 (__TEXT,__text) external _glMultiTexCoord3fv
00007ffb02e92e08 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffb02e8e517 (__TEXT,__text) external _glMultiTexCoord3i
00007ffb02e92e27 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffb02e8e53b (__TEXT,__text) external _glMultiTexCoord3iv
00007ffb02e92e4b (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffb02e8e55a (__TEXT,__text) external _glMultiTexCoord3s
00007ffb02e92e6a (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffb02e8e57e (__TEXT,__text) external _glMultiTexCoord3sv
00007ffb02e92e8e (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffb02e8e59d (__TEXT,__text) external _glMultiTexCoord4d
00007ffb02e92ead (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffb02e8e5b9 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffb02e92ec9 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffb02e8e5d8 (__TEXT,__text) external _glMultiTexCoord4f
00007ffb02e92ee8 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffb02e8e5f4 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffb02e92f04 (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffb02e8e613 (__TEXT,__text) external _glMultiTexCoord4i
00007ffb02e92f23 (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffb02e8e63a (__TEXT,__text) external _glMultiTexCoord4iv
00007ffb02e92f4a (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffb02e8e659 (__TEXT,__text) external _glMultiTexCoord4s
00007ffb02e92f69 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffb02e8e680 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffb02e92f90 (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffb02e93cf9 (__TEXT,__text) external _glNamedStringARB
00007ffb02e8c990 (__TEXT,__text) external _glNewList
00007ffb02e8c9ae (__TEXT,__text) external _glNormal3b
00007ffb02e8c9cf (__TEXT,__text) external _glNormal3bv
00007ffb02e8c9ec (__TEXT,__text) external _glNormal3d
00007ffb02e8ca06 (__TEXT,__text) external _glNormal3dv
00007ffb02e8ca23 (__TEXT,__text) external _glNormal3f
00007ffb02e8ca3d (__TEXT,__text) external _glNormal3fv
00007ffb02e8ca5a (__TEXT,__text) external _glNormal3i
00007ffb02e8ca7b (__TEXT,__text) external _glNormal3iv
00007ffb02e8ca98 (__TEXT,__text) external _glNormal3s
00007ffb02e8cab9 (__TEXT,__text) external _glNormal3sv
00007ffb02e8cad6 (__TEXT,__text) external _glNormalPointer
00007ffb02e95326 (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffb02e95347 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffb02e8caf8 (__TEXT,__text) external _glOrtho
00007ffb02e954a5 (__TEXT,__text) external _glPNTrianglesfATI
00007ffb02e954b1 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffb02e9549f (__TEXT,__text) external _glPNTrianglesiATI
00007ffb02e954ab (__TEXT,__text) external _glPNTrianglesiATIX
00007ffb02e8cb12 (__TEXT,__text) external _glPassThrough
00007ffb02e9146b (__TEXT,__text) external _glPatchParameterfv
00007ffb02e9144d (__TEXT,__text) external _glPatchParameteri
00007ffb02e91502 (__TEXT,__text) external _glPauseTransformFeedback
00007ffb02e8cb2c (__TEXT,__text) external _glPixelMapfv
00007ffb02e8cb4e (__TEXT,__text) external _glPixelMapuiv
00007ffb02e8cb70 (__TEXT,__text) external _glPixelMapusv
00007ffb02e8cb92 (__TEXT,__text) external _glPixelStoref
00007ffb02e8cbae (__TEXT,__text) external _glPixelStorei
00007ffb02e8cbcc (__TEXT,__text) external _glPixelTransferf
00007ffb02e8cbe8 (__TEXT,__text) external _glPixelTransferi
00007ffb02e8cc06 (__TEXT,__text) external _glPixelZoom
00007ffb02e8eb4e (__TEXT,__text) external _glPointParameterf
00007ffb02e931c8 (__TEXT,__text) external _glPointParameterfARB
00007ffb02e8eb6a (__TEXT,__text) external _glPointParameterfv
00007ffb02e931e4 (__TEXT,__text) external _glPointParameterfvARB
00007ffb02e8eb89 (__TEXT,__text) external _glPointParameteri
00007ffb02e954ec (__TEXT,__text) external _glPointParameteriNV
00007ffb02e8eba7 (__TEXT,__text) external _glPointParameteriv
00007ffb02e9550a (__TEXT,__text) external _glPointParameterivNV
00007ffb02e8cc20 (__TEXT,__text) external _glPointSize
00007ffb02e9538c (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffb02e8cc3a (__TEXT,__text) external _glPolygonMode
00007ffb02e8cc58 (__TEXT,__text) external _glPolygonOffset
00007ffb02e8cc72 (__TEXT,__text) external _glPolygonStipple
00007ffb02e8cc8f (__TEXT,__text) external _glPopAttrib
00007ffb02e8cca6 (__TEXT,__text) external _glPopClientAttrib
00007ffb02e94ebd (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffb02e8ccbd (__TEXT,__text) external _glPopMatrix
00007ffb02e8ccd4 (__TEXT,__text) external _glPopName
00007ffb02e909d9 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffb02e8cceb (__TEXT,__text) external _glPrioritizeTextures
00007ffb02e91733 (__TEXT,__text) external _glProgramBinary
00007ffb02e92823 (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffb02e92841 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffb02e92863 (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffb02e92881 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffb02e92923 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffb02e928a3 (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffb02e928c1 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffb02e928e3 (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffb02e92901 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffb02e92947 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffb02e91758 (__TEXT,__text) external _glProgramParameteri
00007ffb02e945f3 (__TEXT,__text) external _glProgramParameteriEXT
00007ffb02e929f3 (__TEXT,__text) external _glProgramStringARB
00007ffb02e91d7a (__TEXT,__text) external _glProgramUniform1d
00007ffb02e91df2 (__TEXT,__text) external _glProgramUniform1dv
00007ffb02e91953 (__TEXT,__text) external _glProgramUniform1f
00007ffb02e91a5b (__TEXT,__text) external _glProgramUniform1fv
00007ffb02e918b3 (__TEXT,__text) external _glProgramUniform1i
00007ffb02e919cb (__TEXT,__text) external _glProgramUniform1iv
00007ffb02e91b60 (__TEXT,__text) external _glProgramUniform1ui
00007ffb02e91c00 (__TEXT,__text) external _glProgramUniform1uiv
00007ffb02e91d98 (__TEXT,__text) external _glProgramUniform2d
00007ffb02e91e16 (__TEXT,__text) external _glProgramUniform2dv
00007ffb02e91971 (__TEXT,__text) external _glProgramUniform2f
00007ffb02e91a7f (__TEXT,__text) external _glProgramUniform2fv
00007ffb02e918d4 (__TEXT,__text) external _glProgramUniform2i
00007ffb02e919ef (__TEXT,__text) external _glProgramUniform2iv
00007ffb02e91b81 (__TEXT,__text) external _glProgramUniform2ui
00007ffb02e91c24 (__TEXT,__text) external _glProgramUniform2uiv
00007ffb02e91db6 (__TEXT,__text) external _glProgramUniform3d
00007ffb02e91e3a (__TEXT,__text) external _glProgramUniform3dv
00007ffb02e9198f (__TEXT,__text) external _glProgramUniform3f
00007ffb02e91aa3 (__TEXT,__text) external _glProgramUniform3fv
00007ffb02e918f8 (__TEXT,__text) external _glProgramUniform3i
00007ffb02e91a13 (__TEXT,__text) external _glProgramUniform3iv
00007ffb02e91ba5 (__TEXT,__text) external _glProgramUniform3ui
00007ffb02e91c48 (__TEXT,__text) external _glProgramUniform3uiv
00007ffb02e91dd4 (__TEXT,__text) external _glProgramUniform4d
00007ffb02e91e5e (__TEXT,__text) external _glProgramUniform4dv
00007ffb02e919ad (__TEXT,__text) external _glProgramUniform4f
00007ffb02e91ac7 (__TEXT,__text) external _glProgramUniform4fv
00007ffb02e9191f (__TEXT,__text) external _glProgramUniform4i
00007ffb02e91a37 (__TEXT,__text) external _glProgramUniform4iv
00007ffb02e91bcc (__TEXT,__text) external _glProgramUniform4ui
00007ffb02e91c6c (__TEXT,__text) external _glProgramUniform4uiv
00007ffb02e91e82 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffb02e91aeb (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffb02e91ef7 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffb02e91c90 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffb02e91f45 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffb02e91cde (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffb02e91ea9 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffb02e91b12 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffb02e91f1e (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffb02e91cb7 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffb02e91f93 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffb02e91d2c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffb02e91ed0 (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffb02e91b39 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffb02e91f6c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffb02e91d05 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffb02e91fba (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffb02e91d53 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffb02e90ab8 (__TEXT,__text) external _glProvokingVertex
00007ffb02e94dd4 (__TEXT,__text) external _glProvokingVertexEXT
00007ffb02e8cd0e (__TEXT,__text) external _glPushAttrib
00007ffb02e8cd2a (__TEXT,__text) external _glPushClientAttrib
00007ffb02e94e9e (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffb02e8cd46 (__TEXT,__text) external _glPushMatrix
00007ffb02e8cd5d (__TEXT,__text) external _glPushName
00007ffb02e90ed3 (__TEXT,__text) external _glQueryCounter
00007ffb02e8cd79 (__TEXT,__text) external _glRasterPos2d
00007ffb02e8cd93 (__TEXT,__text) external _glRasterPos2dv
00007ffb02e8cdb0 (__TEXT,__text) external _glRasterPos2f
00007ffb02e8cdca (__TEXT,__text) external _glRasterPos2fv
00007ffb02e8cde7 (__TEXT,__text) external _glRasterPos2i
00007ffb02e8ce05 (__TEXT,__text) external _glRasterPos2iv
00007ffb02e8ce22 (__TEXT,__text) external _glRasterPos2s
00007ffb02e8ce40 (__TEXT,__text) external _glRasterPos2sv
00007ffb02e8ce5d (__TEXT,__text) external _glRasterPos3d
00007ffb02e8ce77 (__TEXT,__text) external _glRasterPos3dv
00007ffb02e8ce94 (__TEXT,__text) external _glRasterPos3f
00007ffb02e8ceae (__TEXT,__text) external _glRasterPos3fv
00007ffb02e8cecb (__TEXT,__text) external _glRasterPos3i
00007ffb02e8ceec (__TEXT,__text) external _glRasterPos3iv
00007ffb02e8cf09 (__TEXT,__text) external _glRasterPos3s
00007ffb02e8cf2a (__TEXT,__text) external _glRasterPos3sv
00007ffb02e8cf47 (__TEXT,__text) external _glRasterPos4d
00007ffb02e8cf61 (__TEXT,__text) external _glRasterPos4dv
00007ffb02e8cf7e (__TEXT,__text) external _glRasterPos4f
00007ffb02e8cf98 (__TEXT,__text) external _glRasterPos4fv
