00000002004f6998 (__TEXT,__text) non-external _Done_iODBC
000000020a7afbf8 (__DATA_CONST,__const) non-external __mask_SQL_SYSTEM_FUNCTIONS
000000020a7afc18 (__DATA_CONST,__const) non-external __mask_SQL_TIMEDATE_FUNCTIONS
000000020a7afcc8 (__DATA_CONST,__const) non-external __mask_SQL_TXN_CAPABLE
000000020a7affc8 (__DATA_CONST,__const) non-external __mask_SQL_UNION
000000020a7aff78 (__DATA_CONST,__const) non-external __mask_TIMEDATE_INTERVALS
000000020a7af930 (__DATA_CONST,__const) non-external __mask_TXN_ISOLATION
000000020050e520 (__TEXT,__text) non-external __trace_bufferlen
000000020050dbe0 (__TEXT,__text) non-external __trace_c_type
000000020050a7f0 (__TEXT,__text) non-external __trace_colattr2_type
000000020050abb0 (__TEXT,__text) non-external __trace_colattr3_data
000000020050a850 (__TEXT,__text) non-external __trace_colattr3_type
00000002005067a0 (__TEXT,__text) non-external __trace_connattr_type
000000020050e894 (__TEXT,__text) non-external __trace_connopt_type
0000000200510b3c (__TEXT,__text) non-external __trace_connstr
0000000200510e6c (__TEXT,__text) non-external __trace_connstr_hidepwd
0000000200510da4 (__TEXT,__text) non-external __trace_connstr_w
000000020050fd2c (__TEXT,__text) non-external __trace_data
0000000200506aac (__TEXT,__text) non-external __trace_desc_null
000000020050a084 (__TEXT,__text) non-external __trace_descfield_type
000000020050f99c (__TEXT,__text) non-external __trace_diag_type
000000020050c4d0 (__TEXT,__text) non-external __trace_direction
0000000200510c3c (__TEXT,__text) non-external __trace_drvcn_completion
0000000200507508 (__TEXT,__text) non-external __trace_envattr_type
0000000200507dd4 (__TEXT,__text) non-external __trace_fetchtype
000000020051145c (__TEXT,__text) non-external __trace_freestmt_option
000000020050bafc (__TEXT,__text) non-external __trace_func_name
000000020050ba30 (__TEXT,__text) non-external __trace_func_result
0000000200508078 (__TEXT,__text) non-external __trace_getinfo
000000020050d4f8 (__TEXT,__text) non-external __trace_handle
000000020050d484 (__TEXT,__text) non-external __trace_handle_p
000000020050d424 (__TEXT,__text) non-external __trace_handletype
000000020050df58 (__TEXT,__text) non-external __trace_inouttype
000000020050d5bc (__TEXT,__text) non-external __trace_integer
000000020050d75c (__TEXT,__text) non-external __trace_integer_p
000000020050d890 (__TEXT,__text) non-external __trace_len
000000020050d8f8 (__TEXT,__text) non-external __trace_len_p
000000020050d62c (__TEXT,__text) non-external __trace_pointer
000000020050d22c (__TEXT,__text) non-external __trace_print_function
0000000200507ee8 (__TEXT,__text) non-external __trace_scrollopt_type
0000000200507bf4 (__TEXT,__text) non-external __trace_setpos_irow
0000000200507c8c (__TEXT,__text) non-external __trace_setpos_lock
0000000200507c2c (__TEXT,__text) non-external __trace_setpos_oper
000000020050d54c (__TEXT,__text) non-external __trace_smallint
000000020050d674 (__TEXT,__text) non-external __trace_smallint_p
0000000200507818 (__TEXT,__text) non-external __trace_spcols_null
00000002005077b8 (__TEXT,__text) non-external __trace_spcols_scope
0000000200507754 (__TEXT,__text) non-external __trace_spcols_type
000000020050e43c (__TEXT,__text) non-external __trace_sql_subtype
000000020050dfb8 (__TEXT,__text) non-external __trace_sql_type
000000020050e1dc (__TEXT,__text) non-external __trace_sql_type_p
0000000200511108 (__TEXT,__text) non-external __trace_stats_accuracy
00000002005110a4 (__TEXT,__text) non-external __trace_stats_unique
000000020050ec60 (__TEXT,__text) non-external __trace_stmtattr_type
000000020050f5d4 (__TEXT,__text) non-external __trace_stmtopt_type
000000020050d9e0 (__TEXT,__text) non-external __trace_string
000000020050dac4 (__TEXT,__text) non-external __trace_string_w
000000020050d844 (__TEXT,__text) non-external __trace_stringlen
000000020a7b0b10 (__DATA_CONST,__const) non-external __trace_sym_handletype
0000000200510424 (__TEXT,__text) non-external __trace_tran_completion
0000000200510768 (__TEXT,__text) non-external __trace_typeinfo
000000020050d5f4 (__TEXT,__text) non-external __trace_uinteger
000000020050d7d0 (__TEXT,__text) non-external __trace_uinteger_p
000000020050d8c4 (__TEXT,__text) non-external __trace_ulen
000000020050d96c (__TEXT,__text) non-external __trace_ulen_p
000000020050d584 (__TEXT,__text) non-external __trace_usmallint
000000020050d6e8 (__TEXT,__text) non-external __trace_usmallint_p
                 (undefined) external _access (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _close (from libSystem)
000000020e307da2 (__DATA,__common) non-external _configMode
                 (undefined) external _creat (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000002005123dc (__TEXT,__text) non-external _dm_SQL_A2W
0000000200512918 (__TEXT,__text) non-external _dm_SQL_U8toW
0000000200512360 (__TEXT,__text) non-external _dm_SQL_W2A
0000000200512670 (__TEXT,__text) non-external _dm_SQL_WtoU8
0000000200512458 (__TEXT,__text) non-external _dm_StrCopyOut2_A2W
0000000200512b30 (__TEXT,__text) non-external _dm_StrCopyOut2_U8toW
0000000200512508 (__TEXT,__text) non-external _dm_StrCopyOut2_W2A
00000002005125b8 (__TEXT,__text) non-external _dm_strcpy_A2W
0000000200512614 (__TEXT,__text) non-external _dm_strcpy_W2A
00000002005140a0 (__TEXT,__text) non-external _do_create_dsns
000000020e307d60 (__DATA,__common) non-external _errormsg
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fdopen (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getprogname (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getuid (from libSystem)
000000020e307d40 (__DATA,__common) non-external _ierror
00000002005141f4 (__TEXT,__text) non-external _install_from_ini
00000002005146c0 (__TEXT,__text) non-external _install_from_string
000000020e3077a8 (__DATA,__data) external _iodbc_version
000000020e307c80 (__DATA,__data) non-external _iodbcdm_global_lock
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbstowcs (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000020e307cc8 (__DATA,__data) non-external _numerrors
000000020e3077b0 (__DATA,__data) non-external _odbcapi_symtab
                 (undefined) external _open (from libSystem)
000000020e307cd0 (__DATA,__bss) non-external _pRoot
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000020051486c (__TEXT,__text) non-external _rtrim
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
000000020a7aeda0 (__DATA_CONST,__const) non-external _sqlerrmsg_tab
000000020e307d10 (__DATA,__bss) non-external _starttime
                 (undefined) external _stat (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strftime (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _time (from libSystem)
000000020050990c (__TEXT,__text) non-external _trace_SQLAllocConnect
000000020050e7c0 (__TEXT,__text) non-external _trace_SQLAllocEnv
000000020050a608 (__TEXT,__text) non-external _trace_SQLAllocHandle
000000020050c3c4 (__TEXT,__text) non-external _trace_SQLAllocStmt
000000020050a550 (__TEXT,__text) non-external _trace_SQLBindCol
000000020050b268 (__TEXT,__text) non-external _trace_SQLBindParameter
000000020050e600 (__TEXT,__text) non-external _trace_SQLBrowseConnect
000000020050e6e0 (__TEXT,__text) non-external _trace_SQLBrowseConnectW
00000002005076b8 (__TEXT,__text) non-external _trace_SQLBulkOperations
000000020050fc7c (__TEXT,__text) non-external _trace_SQLCancel
000000020050c488 (__TEXT,__text) non-external _trace_SQLCloseCursor
000000020050aae8 (__TEXT,__text) non-external _trace_SQLColAttribute
000000020050afa4 (__TEXT,__text) non-external _trace_SQLColAttributeW
000000020050b06c (__TEXT,__text) non-external _trace_SQLColAttributes
000000020050b140 (__TEXT,__text) non-external _trace_SQLColAttributesW
000000020050f764 (__TEXT,__text) non-external _trace_SQLColumnPrivileges
000000020050f880 (__TEXT,__text) non-external _trace_SQLColumnPrivilegesW
0000000200509a14 (__TEXT,__text) non-external _trace_SQLColumns
0000000200509b30 (__TEXT,__text) non-external _trace_SQLColumnsW
000000020050f03c (__TEXT,__text) non-external _trace_SQLConnect
000000020050f128 (__TEXT,__text) non-external _trace_SQLConnectW
0000000200507d7c (__TEXT,__text) non-external _trace_SQLCopyDesc
000000020050c55c (__TEXT,__text) non-external _trace_SQLDataSources
000000020050c664 (__TEXT,__text) non-external _trace_SQLDataSourcesW
0000000200506b40 (__TEXT,__text) non-external _trace_SQLDescribeCol
0000000200506c54 (__TEXT,__text) non-external _trace_SQLDescribeColW
000000020050f69c (__TEXT,__text) non-external _trace_SQLDescribeParam
000000020050c440 (__TEXT,__text) non-external _trace_SQLDisconnect
0000000200510a34 (__TEXT,__text) non-external _trace_SQLDriverConnect
0000000200510c9c (__TEXT,__text) non-external _trace_SQLDriverConnectW
000000020050b540 (__TEXT,__text) non-external _trace_SQLDrivers
000000020050b648 (__TEXT,__text) non-external _trace_SQLDriversW
00000002005098a4 (__TEXT,__text) non-external _trace_SQLEndTran
0000000200506fe8 (__TEXT,__text) non-external _trace_SQLError
00000002005070f0 (__TEXT,__text) non-external _trace_SQLErrorW
000000020050c160 (__TEXT,__text) non-external _trace_SQLExecDirect
000000020050c1e4 (__TEXT,__text) non-external _trace_SQLExecDirectW
000000020050770c (__TEXT,__text) non-external _trace_SQLExecute
0000000200507e38 (__TEXT,__text) non-external _trace_SQLExtendedFetch
000000020050c874 (__TEXT,__text) non-external _trace_SQLFetch
000000020050e82c (__TEXT,__text) non-external _trace_SQLFetchScroll
000000020050f214 (__TEXT,__text) non-external _trace_SQLForeignKeys
000000020050f394 (__TEXT,__text) non-external _trace_SQLForeignKeysW
000000020050f58c (__TEXT,__text) non-external _trace_SQLFreeConnect
0000000200507bac (__TEXT,__text) non-external _trace_SQLFreeEnv
0000000200509850 (__TEXT,__text) non-external _trace_SQLFreeHandle
00000002005114b4 (__TEXT,__text) non-external _trace_SQLFreeStmt
0000000200506954 (__TEXT,__text) non-external _trace_SQLGetConnectAttr
0000000200506a00 (__TEXT,__text) non-external _trace_SQLGetConnectAttrW
000000020050eac0 (__TEXT,__text) non-external _trace_SQLGetConnectOption
000000020050eb28 (__TEXT,__text) non-external _trace_SQLGetConnectOptionW
000000020050a698 (__TEXT,__text) non-external _trace_SQLGetCursorName
000000020050a744 (__TEXT,__text) non-external _trace_SQLGetCursorNameW
0000000200510310 (__TEXT,__text) non-external _trace_SQLGetData
000000020050a3e0 (__TEXT,__text) non-external _trace_SQLGetDescField
000000020050a498 (__TEXT,__text) non-external _trace_SQLGetDescFieldW
0000000200506d68 (__TEXT,__text) non-external _trace_SQLGetDescRec
0000000200506ea8 (__TEXT,__text) non-external _trace_SQLGetDescRecW
000000020050fb00 (__TEXT,__text) non-external _trace_SQLGetDiagField
000000020050fbcc (__TEXT,__text) non-external _trace_SQLGetDiagFieldW
0000000200507308 (__TEXT,__text) non-external _trace_SQLGetDiagRec
0000000200507408 (__TEXT,__text) non-external _trace_SQLGetDiagRecW
0000000200507594 (__TEXT,__text) non-external _trace_SQLGetEnvAttr
000000020050c0e8 (__TEXT,__text) non-external _trace_SQLGetFunctions
0000000200507fc0 (__TEXT,__text) non-external _trace_SQLGetInfo
00000002005094f8 (__TEXT,__text) non-external _trace_SQLGetInfoW
000000020050ef00 (__TEXT,__text) non-external _trace_SQLGetStmtAttr
000000020050efac (__TEXT,__text) non-external _trace_SQLGetStmtAttrW
000000020050f634 (__TEXT,__text) non-external _trace_SQLGetStmtOption
000000020051098c (__TEXT,__text) non-external _trace_SQLGetTypeInfo
00000002005109e0 (__TEXT,__text) non-external _trace_SQLGetTypeInfoW
00000002005103dc (__TEXT,__text) non-external _trace_SQLMoreResults
0000000200509e9c (__TEXT,__text) non-external _trace_SQLNativeSql
0000000200509f90 (__TEXT,__text) non-external _trace_SQLNativeSqlW
0000000200509c4c (__TEXT,__text) non-external _trace_SQLNumParams
000000020050f514 (__TEXT,__text) non-external _trace_SQLNumResultCols
000000020050b214 (__TEXT,__text) non-external _trace_SQLParamData
0000000200509988 (__TEXT,__text) non-external _trace_SQLParamOptions
0000000200511508 (__TEXT,__text) non-external _trace_SQLPrepare
000000020051158c (__TEXT,__text) non-external _trace_SQLPrepareW
000000020050b750 (__TEXT,__text) non-external _trace_SQLPrimaryKeys
000000020050b83c (__TEXT,__text) non-external _trace_SQLPrimaryKeysW
00000002005095b0 (__TEXT,__text) non-external _trace_SQLProcedureColumns
00000002005096cc (__TEXT,__text) non-external _trace_SQLProcedureColumnsW
000000020050b368 (__TEXT,__text) non-external _trace_SQLProcedures
000000020050b454 (__TEXT,__text) non-external _trace_SQLProceduresW
000000020050fcc4 (__TEXT,__text) non-external _trace_SQLPutData
0000000200507640 (__TEXT,__text) non-external _trace_SQLRowCount
0000000200510fbc (__TEXT,__text) non-external _trace_SQLSetConnectAttr
0000000200511030 (__TEXT,__text) non-external _trace_SQLSetConnectAttrW
000000020050eb90 (__TEXT,__text) non-external _trace_SQLSetConnectOption
000000020050ebf8 (__TEXT,__text) non-external _trace_SQLSetConnectOptionW
000000020050c76c (__TEXT,__text) non-external _trace_SQLSetCursorName
000000020050c7f0 (__TEXT,__text) non-external _trace_SQLSetCursorNameW
00000002005071f8 (__TEXT,__text) non-external _trace_SQLSetDescField
0000000200507280 (__TEXT,__text) non-external _trace_SQLSetDescFieldW
000000020050b928 (__TEXT,__text) non-external _trace_SQLSetDescRec
000000020050c268 (__TEXT,__text) non-external _trace_SQLSetEnvAttr
0000000200507cec (__TEXT,__text) non-external _trace_SQLSetPos
0000000200507f4c (__TEXT,__text) non-external _trace_SQLSetScrollOptions
000000020050c2dc (__TEXT,__text) non-external _trace_SQLSetStmtAttr
000000020050c350 (__TEXT,__text) non-external _trace_SQLSetStmtAttrW
00000002005097e8 (__TEXT,__text) non-external _trace_SQLSetStmtOption
000000020050787c (__TEXT,__text) non-external _trace_SQLSpecialColumns
0000000200507a14 (__TEXT,__text) non-external _trace_SQLSpecialColumnsW
000000020051116c (__TEXT,__text) non-external _trace_SQLStatistics
00000002005112e4 (__TEXT,__text) non-external _trace_SQLStatisticsW
0000000200509cc4 (__TEXT,__text) non-external _trace_SQLTablePrivileges
0000000200509db0 (__TEXT,__text) non-external _trace_SQLTablePrivilegesW
0000000200510530 (__TEXT,__text) non-external _trace_SQLTables
000000020051064c (__TEXT,__text) non-external _trace_SQLTablesW
0000000200510488 (__TEXT,__text) non-external _trace_SQLTransact
000000020e307d00 (__DATA,__bss) non-external _trace_appname
000000020050ce18 (__TEXT,__text) non-external _trace_emit
000000020050d098 (__TEXT,__text) non-external _trace_emit_binary
000000020050ce80 (__TEXT,__text) non-external _trace_emit_string
000000020050ce64 (__TEXT,__text) non-external _trace_emitc
000000020e307d08 (__DATA,__bss) non-external _trace_fname
000000020e307d20 (__DATA,__bss) non-external _trace_fp
000000020e307d28 (__DATA,__bss) non-external _trace_fp_close
000000020050c8f8 (__TEXT,__text) non-external _trace_get_filename
000000020050c8bc (__TEXT,__text) non-external _trace_set_appname
000000020050c904 (__TEXT,__text) non-external _trace_set_filename
000000020050cbc8 (__TEXT,__text) non-external _trace_start
000000020050cd64 (__TEXT,__text) non-external _trace_stop
000000020050cb50 (__TEXT,__text) non-external _trace_strftime_now
                 (undefined) external _tzset (from libSystem)
0000000200512ab8 (__TEXT,__text) non-external _utf8_len
0000000200512bd4 (__TEXT,__text) non-external _utf8towcs
                 (undefined) external _vfprintf (from libSystem)
000000020e307da0 (__DATA,__common) non-external _wSystemDSN
                 (undefined) external _wcschr (from libSystem)
                 (undefined) external _wcscpy (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wcsncat (from libSystem)
                 (undefined) external _wcsncpy (from libSystem)
                 (undefined) external _wcstombs (from libSystem)
