00007ff8400a4bd0 (__DATA,__data) external _NDR_record
00007ff800aed240 (__TEXT,__text) external _coalition_terminate
00007ff800adf800 (__TEXT,__text) external _connect
00007ff800adf818 (__TEXT,__text) external _connect$NOCANCEL
00007ff800ae0dfc (__TEXT,__text) external _connectx
00007ff800ae0e14 (__TEXT,__text) external _csops
00007ff800ae0e2c (__TEXT,__text) external _csops_audittoken
00007ff800aed408 (__TEXT,__text) external _csr_check
00007ff800aed428 (__TEXT,__text) external _csr_get_active_config
00007ff800adf0e4 (__TEXT,__text) external _debug_control_port_for_pid
00007ff800aed5e2 (__TEXT,__text) external _debug_syscall_reject
00007ff800aed4f6 (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400a4bc8 (__DATA,__data) external _denap_boost_assertion_token
00007ff800ae0e44 (__TEXT,__text) external _disconnectx
00007ff800ae3d37 (__TEXT,__text) non-external _do_compat
00007ff800ae0e5c (__TEXT,__text) external _dup
00007ff800ae0e74 (__TEXT,__text) external _dup2
00007ff8400695e0 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff840069470 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff8400697e0 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff8400694b0 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff8400695b0 (__DATA_CONST,__const) non-external _err_codes_io
00007ff840069050 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff8400697b0 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff840069bc0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840069b30 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840069a70 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840069780 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840069a30 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff8400694d0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff840069450 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840069520 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff8400699e0 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840069980 (__DATA_CONST,__const) non-external _err_codes_send
00007ff8400696f0 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff8400694f0 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff8400694e8 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff840069220 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840069630 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840069820 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840069910 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840068f50 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff840068fd0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff840068c30 (__DATA_CONST,__const) non-external _err_os_sub
00007ff840068cd0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800b089a0 (__TEXT,__const) non-external _err_us_sub
00007ff8400a4c60 (__DATA,__common) external _errno
00007ff800b04fa6 (__TEXT,__text) external _etap_trace_thread
00007ff800af28a1 (__TEXT,__text) external _exc_server
00007ff800af2598 (__TEXT,__text) external _exc_server_routine
00007ff800af1f93 (__TEXT,__text) external _exception_raise
00007ff800af20df (__TEXT,__text) external _exception_raise_state
00007ff800af2333 (__TEXT,__text) external _exception_raise_state_identity
00007ff800ae0e8c (__TEXT,__text) external _exchangedata
00007ff800ae446b (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff800ae4442 (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff800ae4418 (__TEXT,__text) external _exclaves_boot
00007ff800ae40a8 (__TEXT,__text) external _exclaves_endpoint_call
00007ff800ae4191 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff800ae4165 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff800ae432c (__TEXT,__text) external _exclaves_launch_conclave
00007ff800ae4365 (__TEXT,__text) external _exclaves_lookup_service
00007ff800ae42ce (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff800ae42fd (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff800ae41bf (__TEXT,__text) external _exclaves_named_buffer_create
00007ff800ae4549 (__TEXT,__text) external _exclaves_notification_create
00007ff800ae4137 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff800ae410b (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff800ae4499 (__TEXT,__text) external _exclaves_sensor_create
00007ff800ae44c5 (__TEXT,__text) external _exclaves_sensor_start
00007ff800ae451d (__TEXT,__text) external _exclaves_sensor_status
00007ff800ae44f1 (__TEXT,__text) external _exclaves_sensor_stop
00007ff800ae99d1 (__TEXT,__text) external _execve
00007ff800ae0ea4 (__TEXT,__text) external _faccessat
00007ff800ae0ebc (__TEXT,__text) external _fchdir
00007ff800ae0ed4 (__TEXT,__text) external _fchflags
00007ff800ae7da7 (__TEXT,__text) external _fchmod
00007ff800ae0eec (__TEXT,__text) external _fchmodat
00007ff800ae0f04 (__TEXT,__text) external _fchown
00007ff800ae0f1c (__TEXT,__text) external _fchownat
00007ff800ae0f34 (__TEXT,__text) external _fclonefileat
00007ff800ae9fa1 (__TEXT,__text) external _fcntl
00007ff800ae9c11 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800ae0f4c (__TEXT,__text) external _fdatasync
00007ff800ae0f64 (__TEXT,__text) external _ffsctl
00007ff800ae0f7c (__TEXT,__text) external _fgetattrlist
00007ff800ae0f94 (__TEXT,__text) external _fgetxattr
00007ff800ae0fac (__TEXT,__text) external _fhopen
00007ff800ae0fc4 (__TEXT,__text) external _fileport_makefd
00007ff800ae0fdc (__TEXT,__text) external _fileport_makeport
00007ff800ae0ff4 (__TEXT,__text) external _flistxattr
00007ff800ae100c (__TEXT,__text) external _flock
00007ff800ae1024 (__TEXT,__text) external _fmount
00007ff800ae103c (__TEXT,__text) external _fpathconf
00007ff800ae3a93 (__TEXT,__text) non-external _fprintf_stderr
00007ff800ae1054 (__TEXT,__text) external _freadlink
00007ff800ae106c (__TEXT,__text) external _fremovexattr
00007ff800aed43a (__TEXT,__text) external _fs_snapshot_create
00007ff800aed484 (__TEXT,__text) external _fs_snapshot_delete
00007ff800aed451 (__TEXT,__text) external _fs_snapshot_list
00007ff800aed4e1 (__TEXT,__text) external _fs_snapshot_mount
00007ff800aed49b (__TEXT,__text) external _fs_snapshot_rename
00007ff800aed4b3 (__TEXT,__text) external _fs_snapshot_revert
00007ff800aed4ca (__TEXT,__text) external _fs_snapshot_root
00007ff800ae1084 (__TEXT,__text) external _fsctl
00007ff800ae109c (__TEXT,__text) external _fsetattrlist
00007ff800ae10b4 (__TEXT,__text) external _fsetxattr
00007ff800ae10cc (__TEXT,__text) external _fsgetpath
00007ff800ae10e4 (__TEXT,__text) external _fsgetpath_ext
00007ff800ae10fc (__TEXT,__text) external _fstat
00007ff800ae10fc (__TEXT,__text) external _fstat64
00007ff800ae1114 (__TEXT,__text) external _fstatat
00007ff800ae1114 (__TEXT,__text) external _fstatat64
00007ff800ae112c (__TEXT,__text) external _fstatfs
00007ff800ae112c (__TEXT,__text) external _fstatfs64
00007ff800ae1144 (__TEXT,__text) external _fsync
00007ff800adf9e8 (__TEXT,__text) external _fsync$NOCANCEL
00007ff800ae115c (__TEXT,__text) external _ftruncate
00007ff800ae7685 (__TEXT,__text) external _futimens
00007ff800ae1174 (__TEXT,__text) external _futimes
00007ff8400a4bd8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff800adfa00 (__TEXT,__text) external _getattrlist
00007ff800ae118c (__TEXT,__text) external _getattrlistat
00007ff800ae11a4 (__TEXT,__text) external _getattrlistbulk
00007ff800af1520 (__TEXT,__text) external _getaudit
00007ff800ae11bc (__TEXT,__text) external _getaudit_addr
00007ff800ae11d4 (__TEXT,__text) external _getauid
00007ff800ae11ec (__TEXT,__text) external _getdirentries
00007ff800ae1204 (__TEXT,__text) external _getdirentriesattr
00007ff800ae121c (__TEXT,__text) external _getdtablesize
00007ff800ae1234 (__TEXT,__text) external _getegid
00007ff800ae124c (__TEXT,__text) external _getentropy
00007ff800ae1264 (__TEXT,__text) external _geteuid
00007ff800ae127c (__TEXT,__text) external _getfh
00007ff800ae1294 (__TEXT,__text) external _getfsstat
00007ff800ae1294 (__TEXT,__text) external _getfsstat64
00007ff800ae12ac (__TEXT,__text) external _getgid
00007ff800ae12c4 (__TEXT,__text) external _getgroups
00007ff800ae7374 (__TEXT,__text) external _gethostuuid
00007ff800ae588b (__TEXT,__text) external _getiopolicy_np
00007ff800ae12dc (__TEXT,__text) external _getitimer
00007ff800adfa60 (__TEXT,__text) external _getpeername
00007ff800ae12f4 (__TEXT,__text) external _getpgid
00007ff800ae130c (__TEXT,__text) external _getpgrp
00007ff800adfa78 (__TEXT,__text) external _getpid
00007ff800ae1324 (__TEXT,__text) external _getppid
00007ff800ae133c (__TEXT,__text) external _getpriority
00007ff800aea1a4 (__TEXT,__text) external _getrlimit
00007ff800ae1354 (__TEXT,__text) external _getrusage
00007ff800adfac4 (__TEXT,__text) external _getsgroups_np
00007ff800ae136c (__TEXT,__text) external _getsid
00007ff800adfadc (__TEXT,__text) external _getsockname
00007ff800ae1384 (__TEXT,__text) external _getsockopt
00007ff800ae139c (__TEXT,__text) external _getuid
00007ff800adfb4c (__TEXT,__text) external _getwgroups_np
00007ff800ae13b4 (__TEXT,__text) external _getxattr
00007ff800ae13cc (__TEXT,__text) external _grab_pgo_data
00007ff800ae13e4 (__TEXT,__text) external _graftdmg
00007ff800ae13fc (__TEXT,__text) external _guarded_close_np
00007ff800ae1414 (__TEXT,__text) external _guarded_kqueue_np
00007ff800ae3b53 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff800af1854 (__TEXT,__text) external _guarded_open_np
00007ff800ae142c (__TEXT,__text) external _guarded_pwrite_np
00007ff800ae1444 (__TEXT,__text) external _guarded_write_np
00007ff800ae145c (__TEXT,__text) external _guarded_writev_np
00007ff800b0bfd0 (__TEXT,__cstring) non-external _hex
00007ff800ae3c0d (__TEXT,__text) external _host_check_multiuser_mode
00007ff800ae3c13 (__TEXT,__text) external _host_create_mach_voucher
00007ff800adf054 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff800af2d86 (__TEXT,__text) external _host_default_memory_manager
00007ff800af44ed (__TEXT,__text) external _host_get_UNDServer
00007ff800ae3bf6 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff800af2910 (__TEXT,__text) external _host_get_boot_info
00007ff800af3360 (__TEXT,__text) external _host_get_clock_control
00007ff800af52b3 (__TEXT,__text) external _host_get_clock_service
00007ff800af3b5b (__TEXT,__text) external _host_get_exception_ports
00007ff800af5190 (__TEXT,__text) external _host_get_io_main
00007ff800ae3c67 (__TEXT,__text) external _host_get_io_master
00007ff800ae3c07 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff800af381e (__TEXT,__text) external _host_get_special_port
00007ff800af4a3d (__TEXT,__text) external _host_info
00007ff800af4c25 (__TEXT,__text) external _host_kernel_version
00007ff800af5d17 (__TEXT,__text) external _host_lockgroup_info
00007ff800ae3fc4 (__TEXT,__text) external _host_page_size
00007ff800af2b9e (__TEXT,__text) external _host_priv_statistics
00007ff800af5033 (__TEXT,__text) external _host_processor_info
00007ff800af42b7 (__TEXT,__text) external _host_processor_set_priv
00007ff800af4175 (__TEXT,__text) external _host_processor_sets
00007ff800af321e (__TEXT,__text) external _host_processors
00007ff800af2aaf (__TEXT,__text) external _host_reboot
00007ff800af646f (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff800af65c9 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff800af5c18 (__TEXT,__text) external _host_request_notification
00007ff800af47a8 (__TEXT,__text) external _host_security_create_task_token
00007ff800af4928 (__TEXT,__text) external _host_security_set_task_token
00007ff800ae568b (__TEXT,__text) external _host_self
00007ff800adef04 (__TEXT,__text) external _host_self_trap
00007ff800af43f0 (__TEXT,__text) external _host_set_UNDServer
00007ff800af6713 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800af3a57 (__TEXT,__text) external _host_set_exception_ports
00007ff800af69e2 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800af3958 (__TEXT,__text) external _host_set_special_port
00007ff800af5a30 (__TEXT,__text) external _host_statistics
00007ff800af5e64 (__TEXT,__text) external _host_statistics64
00007ff800af3dd8 (__TEXT,__text) external _host_swap_exception_ports
00007ff800af5533 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800ae205c (__TEXT,__text) external _i386_get_ldt
00007ff800ae2070 (__TEXT,__text) external _i386_set_ldt
00007ff8400a4bb0 (__DATA,__data) external _important_boost_assertion_token
00007ff84006a610 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff800ae3a17 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400a4ba0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff800ae399b (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400a4b98 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff800ae391f (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400a4b90 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff800aea214 (__TEXT,__text) external _ioctl
00007ff800ae1474 (__TEXT,__text) external _issetugid
00007ff8400a52f0 (__DATA,__bss) non-external _kAccountingThreshold
00007ff800ae148c (__TEXT,__text) external _kas_info
00007ff800aed69c (__TEXT,__text) external _kdebug_is_enabled
00007ff800aed841 (__TEXT,__text) external _kdebug_signpost
00007ff800aed8e4 (__TEXT,__text) external _kdebug_signpost_end
00007ff800aed849 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff800aed8d8 (__TEXT,__text) external _kdebug_signpost_start
00007ff800aed6fb (__TEXT,__text) external _kdebug_timestamp
00007ff800aed73d (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff800aed757 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff800aed771 (__TEXT,__text) external _kdebug_trace
00007ff800aed7ca (__TEXT,__text) external _kdebug_trace_string
00007ff800aed634 (__TEXT,__text) external _kdebug_typefilter
00007ff8400a5318 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff800aed6e8 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff800ae14a4 (__TEXT,__text) external _kevent
00007ff800ae14bc (__TEXT,__text) external _kevent64
00007ff800ae14d4 (__TEXT,__text) external _kevent_id
00007ff800ae14ec (__TEXT,__text) external _kevent_qos
00007ff800af4610 (__TEXT,__text) external _kext_request
00007ff800aed222 (__TEXT,__text) external _kill
00007ff800af36b9 (__TEXT,__text) external _kmod_control
00007ff800af349e (__TEXT,__text) external _kmod_create
00007ff800af35ca (__TEXT,__text) external _kmod_destroy
00007ff800af53f1 (__TEXT,__text) external _kmod_get_info
00007ff800af15e4 (__TEXT,__text) external _kpersona_alloc
00007ff800af1640 (__TEXT,__text) external _kpersona_dealloc
00007ff800af172f (__TEXT,__text) external _kpersona_find
00007ff800af17cb (__TEXT,__text) external _kpersona_find_by_type
00007ff800af1670 (__TEXT,__text) external _kpersona_get
00007ff800af169d (__TEXT,__text) external _kpersona_getpath
00007ff800af16cd (__TEXT,__text) external _kpersona_info
00007ff800af1612 (__TEXT,__text) external _kpersona_palloc
00007ff800af16fe (__TEXT,__text) external _kpersona_pidinfo
00007ff800ae1504 (__TEXT,__text) external _kqueue
00007ff800adfc84 (__TEXT,__text) external _lchown
00007ff800ae151c (__TEXT,__text) external _ledger
00007ff800ae1534 (__TEXT,__text) external _link
00007ff800ae154c (__TEXT,__text) external _linkat
00007ff800ae1564 (__TEXT,__text) external _lio_listio
00007ff800adfc9c (__TEXT,__text) external _listen
00007ff800ae157c (__TEXT,__text) external _listxattr
00007ff800aff94c (__TEXT,__text) external _lock_set_create
00007ff800affa86 (__TEXT,__text) external _lock_set_destroy
00007ff800ae7da2 (__TEXT,__text) external _log_data_as_kernel
00007ff800adfccc (__TEXT,__text) external _lseek
00007ff800ae1594 (__TEXT,__text) external _lstat
00007ff800ae1594 (__TEXT,__text) external _lstat64
00007ff800adede0 (__TEXT,__text) external _mach_absolute_time
00007ff800ae735c (__TEXT,__text) external _mach_approximate_time
00007ff800ae73e4 (__TEXT,__text) external _mach_boottime_usec
00007ff800ae38a4 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff800ae387f (__TEXT,__text) external _mach_continuous_time
00007ff800ae3f37 (__TEXT,__text) external _mach_error
00007ff8400a4c28 (__DATA,__common) external _mach_error_full_diag
00007ff800ae3f20 (__TEXT,__text) external _mach_error_string
00007ff800ae3dbe (__TEXT,__text) non-external _mach_error_string_int
00007ff800ae3c6c (__TEXT,__text) external _mach_error_type
00007ff800b07bec (__TEXT,__text) external _mach_eventlink_associate
00007ff800b079ab (__TEXT,__text) external _mach_eventlink_create
00007ff800b07b07 (__TEXT,__text) external _mach_eventlink_destroy
00007ff800b07cfc (__TEXT,__text) external _mach_eventlink_disassociate
00007ff800ae760e (__TEXT,__text) external _mach_eventlink_signal
00007ff800ae7651 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff800ae761d (__TEXT,__text) external _mach_eventlink_wait_until
00007ff800adefa0 (__TEXT,__text) external _mach_generate_activity_id
00007ff800ae9e14 (__TEXT,__text) external _mach_get_times
00007ff800ae5a64 (__TEXT,__text) external _mach_host_self
00007ff800ae24cf (__TEXT,__text) external _mach_host_special_port_description
00007ff840068a90 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800ae2511 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400a4a10 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800ae3fd1 (__TEXT,__text) external _mach_init
00007ff8400a52e0 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff800ae3fee (__TEXT,__text) non-external _mach_init_doit
00007ff800afb954 (__TEXT,__text) external _mach_make_memory_entry
00007ff800b06fae (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800b07759 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800b078a8 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800b07627 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff800af6802 (__TEXT,__text) external _mach_memory_info
00007ff800af4ee5 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800af58e2 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff800ae4733 (__TEXT,__text) external _mach_msg
00007ff800ae45fc (__TEXT,__text) external _mach_msg2_internal
00007ff800adefd0 (__TEXT,__text) external _mach_msg2_trap
00007ff800ae4a4d (__TEXT,__text) external _mach_msg_destroy
00007ff800ae4b88 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800ae474c (__TEXT,__text) external _mach_msg_overwrite
00007ff800adef1c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff800ae525e (__TEXT,__text) external _mach_msg_priority_encode
00007ff800ae5254 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff800ae5298 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff800ae52a7 (__TEXT,__text) external _mach_msg_priority_qos
00007ff800ae52b6 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff800ae4a25 (__TEXT,__text) external _mach_msg_receive
00007ff800ae49fe (__TEXT,__text) external _mach_msg_send
00007ff800ae4f03 (__TEXT,__text) external _mach_msg_server
00007ff800ae4ebf (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff800ae5242 (__TEXT,__text) external _mach_msg_server_importance
00007ff800ae4c4c (__TEXT,__text) external _mach_msg_server_once
00007ff800adef10 (__TEXT,__text) external _mach_msg_trap
00007ff800afc651 (__TEXT,__text) external _mach_notify_dead_name
00007ff800afc5a5 (__TEXT,__text) external _mach_notify_no_senders
00007ff800afc4e4 (__TEXT,__text) external _mach_notify_port_deleted
00007ff800afc545 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff800afc606 (__TEXT,__text) external _mach_notify_send_once
00007ff800af08cf (__TEXT,__text) external _mach_port_allocate
00007ff800af0b03 (__TEXT,__text) external _mach_port_allocate_full
00007ff800af08ca (__TEXT,__text) external _mach_port_allocate_name
00007ff800af0afe (__TEXT,__text) external _mach_port_allocate_qos
00007ff800af0f17 (__TEXT,__text) external _mach_port_assert_attributes
00007ff800af0df4 (__TEXT,__text) external _mach_port_construct
00007ff800af0916 (__TEXT,__text) external _mach_port_deallocate
00007ff800af0911 (__TEXT,__text) external _mach_port_destroy
00007ff800af0b98 (__TEXT,__text) external _mach_port_destruct
00007ff800af0d07 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff800af0d7a (__TEXT,__text) external _mach_port_extract_member
00007ff800af0a86 (__TEXT,__text) external _mach_port_extract_right
00007ff800af0a90 (__TEXT,__text) external _mach_port_get_attributes
00007ff800af0dba (__TEXT,__text) external _mach_port_get_context
00007ff800af0941 (__TEXT,__text) external _mach_port_get_refs
00007ff800af0f12 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800af0993 (__TEXT,__text) external _mach_port_get_set_status
00007ff800af0b0d (__TEXT,__text) external _mach_port_get_srights
00007ff800af0e39 (__TEXT,__text) external _mach_port_guard
00007ff800af0f03 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff800af0d3a (__TEXT,__text) external _mach_port_insert_member
00007ff800af0a43 (__TEXT,__text) external _mach_port_insert_right
00007ff800af0f0d (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800af0d0c (__TEXT,__text) external _mach_port_kernel_object
00007ff800af0dea (__TEXT,__text) external _mach_port_kobject
00007ff800af0def (__TEXT,__text) external _mach_port_kobject_description
00007ff800af0946 (__TEXT,__text) external _mach_port_mod_refs
00007ff800af0998 (__TEXT,__text) external _mach_port_move_member
00007ff800af087e (__TEXT,__text) external _mach_port_names
00007ff800af0989 (__TEXT,__text) external _mach_port_peek
00007ff800af08c5 (__TEXT,__text) external _mach_port_rename
00007ff800af09d8 (__TEXT,__text) external _mach_port_request_notification
00007ff800af0af9 (__TEXT,__text) external _mach_port_set_attributes
00007ff800af0de5 (__TEXT,__text) external _mach_port_set_context
00007ff800af098e (__TEXT,__text) external _mach_port_set_mscount
00007ff800af0a8b (__TEXT,__text) external _mach_port_set_seqno
00007ff800af0b17 (__TEXT,__text) external _mach_port_space_basic_info
00007ff800af0b12 (__TEXT,__text) external _mach_port_space_info
00007ff800af0f08 (__TEXT,__text) external _mach_port_swap_guard
00007ff800af0883 (__TEXT,__text) external _mach_port_type
00007ff800af0e7c (__TEXT,__text) external _mach_port_unguard
00007ff800afe7c0 (__TEXT,__text) external _mach_ports_lookup
00007ff800afe6c3 (__TEXT,__text) external _mach_ports_register
00007ff800adeee0 (__TEXT,__text) external _mach_reply_port
00007ff800ae5ade (__TEXT,__text) external _mach_right_recv_construct
00007ff800ae5b7a (__TEXT,__text) external _mach_right_recv_destruct
00007ff800ae5bdb (__TEXT,__text) external _mach_right_send_create
00007ff800ae5d30 (__TEXT,__text) external _mach_right_send_once_consume
00007ff800ae5ce2 (__TEXT,__text) external _mach_right_send_once_create
00007ff800ae5c69 (__TEXT,__text) external _mach_right_send_release
00007ff800ae5c1d (__TEXT,__text) external _mach_right_send_retain
00007ff800af0c20 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800af0cb1 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff800ae73f2 (__TEXT,__text) external _mach_task_is_self
00007ff800ae5a69 (__TEXT,__text) external _mach_task_self
00007ff8400a52c8 (__DATA,__common) external _mach_task_self_
00007ff800ae24e5 (__TEXT,__text) external _mach_task_special_port_description
00007ff840068bb0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff800ae25ab (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400a4b10 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800ae5a6e (__TEXT,__text) external _mach_thread_self
00007ff800ae24fb (__TEXT,__text) external _mach_thread_special_port_description
00007ff840068c10 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800ae25bc (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff8400a4b70 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff800aed5e9 (__TEXT,__text) external _mach_timebase_info
00007ff8400a5310 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff800adf090 (__TEXT,__text) external _mach_timebase_info_trap
00007ff800af0f1c (__TEXT,__text) external _mach_vm_allocate
00007ff800afaebf (__TEXT,__text) external _mach_vm_behavior_set
00007ff800afabbc (__TEXT,__text) external _mach_vm_copy
00007ff800af0fa3 (__TEXT,__text) external _mach_vm_deallocate
00007ff800afc0bc (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff800afc1a4 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff800afc290 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff800afa701 (__TEXT,__text) external _mach_vm_inherit
00007ff800afb12d (__TEXT,__text) external _mach_vm_machine_attribute
00007ff800af10a3 (__TEXT,__text) external _mach_vm_map
00007ff800afadd3 (__TEXT,__text) external _mach_vm_msync
00007ff800afbbde (__TEXT,__text) external _mach_vm_page_info
00007ff800afb3d2 (__TEXT,__text) external _mach_vm_page_query
00007ff800afbde4 (__TEXT,__text) external _mach_vm_page_range_query
00007ff800af1010 (__TEXT,__text) external _mach_vm_protect
00007ff800af14d6 (__TEXT,__text) external _mach_vm_purgable_control
00007ff800afc37c (__TEXT,__text) external _mach_vm_range_create
00007ff800af12a5 (__TEXT,__text) external _mach_vm_read
00007ff800afa93f (__TEXT,__text) external _mach_vm_read_list
00007ff800afaca8 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff800ae606a (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff800ae6081 (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
00007ff800ae5e51 (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff800ae5f84 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff800ae5db1 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff800ae6097 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff800ae6059 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff800afb740 (__TEXT,__text) external _mach_vm_region
00007ff800afb51b (__TEXT,__text) external _mach_vm_region_recurse
00007ff800af1189 (__TEXT,__text) external _mach_vm_remap
00007ff800af1217 (__TEXT,__text) external _mach_vm_remap_new
00007ff800af406f (__TEXT,__text) external _mach_vm_wire
00007ff800afaabe (__TEXT,__text) external _mach_vm_write
00007ff800b0837b (__TEXT,__text) external _mach_voucher_attr_command
00007ff800ae5247 (__TEXT,__text) external _mach_voucher_deallocate
00007ff800b085c0 (__TEXT,__text) external _mach_voucher_debug_info
00007ff800b081a1 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800b07deb (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff800af0ebe (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff800adf060 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff800adf09c (__TEXT,__text) external _mach_wait_until
00007ff800af61d4 (__TEXT,__text) external _mach_zone_force_gc
00007ff800af6f74 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff800af6e25 (__TEXT,__text) external _mach_zone_get_zlog_zones
