0000000226423acc (__TEXT,__text) external _CGLGetCurrentContext
000000022641fc64 (__TEXT,__text) external _glGetSubroutineIndex
000000022641fc44 (__TEXT,__text) external _glGetSubroutineUniformLocation
000000022641f520 (__TEXT,__text) external _glGetSynciv
000000022641b11c (__TEXT,__text) external _glGetTexEnvfv
000000022641b13c (__TEXT,__text) external _glGetTexEnviv
000000022641b15c (__TEXT,__text) external _glGetTexGendv
000000022641b17c (__TEXT,__text) external _glGetTexGenfv
000000022641b19c (__TEXT,__text) external _glGetTexGeniv
000000022641b1bc (__TEXT,__text) external _glGetTexImage
000000022641b1e4 (__TEXT,__text) external _glGetTexLevelParameterfv
000000022641b208 (__TEXT,__text) external _glGetTexLevelParameteriv
000000022641f12c (__TEXT,__text) external _glGetTexParameterIiv
00000002264232c4 (__TEXT,__text) external _glGetTexParameterIivEXT
000000022641f14c (__TEXT,__text) external _glGetTexParameterIuiv
00000002264232e4 (__TEXT,__text) external _glGetTexParameterIuivEXT
0000000226423594 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
000000022641b22c (__TEXT,__text) external _glGetTexParameterfv
000000022641b24c (__TEXT,__text) external _glGetTexParameteriv
000000022641ec44 (__TEXT,__text) external _glGetTransformFeedbackVarying
0000000226422d48 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
000000022641f2a4 (__TEXT,__text) external _glGetUniformBlockIndex
0000000226422dd8 (__TEXT,__text) external _glGetUniformBufferSizeEXT
000000022641f230 (__TEXT,__text) external _glGetUniformIndices
000000022641e4f4 (__TEXT,__text) external _glGetUniformLocation
0000000226422160 (__TEXT,__text) external _glGetUniformLocationARB
0000000226422df4 (__TEXT,__text) external _glGetUniformOffsetEXT
000000022641fd24 (__TEXT,__text) external _glGetUniformSubroutineuiv
000000022641fc24 (__TEXT,__text) external _glGetUniformdv
000000022641e548 (__TEXT,__text) external _glGetUniformfv
00000002264221ac (__TEXT,__text) external _glGetUniformfvARB
000000022641e56c (__TEXT,__text) external _glGetUniformiv
00000002264221cc (__TEXT,__text) external _glGetUniformivARB
000000022641ef88 (__TEXT,__text) external _glGetUniformuiv
00000002264231e0 (__TEXT,__text) external _glGetUniformuivEXT
000000022641ece8 (__TEXT,__text) external _glGetVertexAttribIiv
0000000226423098 (__TEXT,__text) external _glGetVertexAttribIivEXT
000000022641ed08 (__TEXT,__text) external _glGetVertexAttribIuiv
00000002264230b8 (__TEXT,__text) external _glGetVertexAttribIuivEXT
0000000226420994 (__TEXT,__text) external _glGetVertexAttribLdv
000000022641e038 (__TEXT,__text) external _glGetVertexAttribPointerv
0000000226421000 (__TEXT,__text) external _glGetVertexAttribPointervARB
000000022641dfd8 (__TEXT,__text) external _glGetVertexAttribdv
0000000226420fa0 (__TEXT,__text) external _glGetVertexAttribdvARB
000000022641dff8 (__TEXT,__text) external _glGetVertexAttribfv
0000000226420fc0 (__TEXT,__text) external _glGetVertexAttribfvARB
000000022641e018 (__TEXT,__text) external _glGetVertexAttribiv
0000000226420fe0 (__TEXT,__text) external _glGetVertexAttribivARB
000000022641b26c (__TEXT,__text) external _glHint
000000022641cdf8 (__TEXT,__text) external _glHistogram
000000022641b288 (__TEXT,__text) external _glIndexMask
000000022641b2a0 (__TEXT,__text) external _glIndexPointer
000000022641b2c0 (__TEXT,__text) external _glIndexd
000000022641b2d4 (__TEXT,__text) external _glIndexdv
000000022641b2ec (__TEXT,__text) external _glIndexf
000000022641b300 (__TEXT,__text) external _glIndexfv
000000022641b318 (__TEXT,__text) external _glIndexi
000000022641b330 (__TEXT,__text) external _glIndexiv
000000022641b348 (__TEXT,__text) external _glIndexs
000000022641b360 (__TEXT,__text) external _glIndexsv
000000022641b378 (__TEXT,__text) external _glIndexub
000000022641b390 (__TEXT,__text) external _glIndexubv
000000022641b3a8 (__TEXT,__text) external _glInitNames
0000000226423424 (__TEXT,__text) external _glInsertEventMarkerEXT
000000022641b3bc (__TEXT,__text) external _glInterleavedArrays
000000022641da74 (__TEXT,__text) external _glIsBuffer
0000000226421c74 (__TEXT,__text) external _glIsBufferARB
000000022641b3dc (__TEXT,__text) external _glIsEnabled
0000000226423364 (__TEXT,__text) external _glIsEnabledIndexedEXT
000000022641eb90 (__TEXT,__text) external _glIsEnabledi
0000000226423604 (__TEXT,__text) external _glIsFenceAPPLE
000000022641e838 (__TEXT,__text) external _glIsFramebuffer
0000000226422a14 (__TEXT,__text) external _glIsFramebufferEXT
000000022641b3f4 (__TEXT,__text) external _glIsList
000000022642241c (__TEXT,__text) external _glIsNamedStringARB
000000022641e430 (__TEXT,__text) external _glIsProgram
0000000226420b38 (__TEXT,__text) external _glIsProgramARB
0000000226420108 (__TEXT,__text) external _glIsProgramPipeline
000000022641d974 (__TEXT,__text) external _glIsQuery
0000000226421b74 (__TEXT,__text) external _glIsQueryARB
000000022641e788 (__TEXT,__text) external _glIsRenderbuffer
0000000226422964 (__TEXT,__text) external _glIsRenderbufferEXT
000000022641f6bc (__TEXT,__text) external _glIsSampler
000000022641e418 (__TEXT,__text) external _glIsShader
000000022641f494 (__TEXT,__text) external _glIsSync
000000022641b40c (__TEXT,__text) external _glIsTexture
000000022641fdf4 (__TEXT,__text) external _glIsTransformFeedback
000000022641ead8 (__TEXT,__text) external _glIsVertexArray
0000000226423728 (__TEXT,__text) external _glIsVertexArrayAPPLE
00000002264234a8 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000002264233d8 (__TEXT,__text) external _glLabelObjectEXT
0000000226423908 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
000000022641b424 (__TEXT,__text) external _glLightModelf
000000022641b43c (__TEXT,__text) external _glLightModelfv
000000022641b458 (__TEXT,__text) external _glLightModeli
000000022641b474 (__TEXT,__text) external _glLightModeliv
000000022641b490 (__TEXT,__text) external _glLightf
000000022641b4ac (__TEXT,__text) external _glLightfv
000000022641b4cc (__TEXT,__text) external _glLighti
000000022641b4ec (__TEXT,__text) external _glLightiv
000000022641b50c (__TEXT,__text) external _glLineStipple
000000022641b528 (__TEXT,__text) external _glLineWidth
000000022641e154 (__TEXT,__text) external _glLinkProgram
0000000226421e3c (__TEXT,__text) external _glLinkProgramARB
000000022641b53c (__TEXT,__text) external _glListBase
000000022641b554 (__TEXT,__text) external _glLoadIdentity
000000022641b568 (__TEXT,__text) external _glLoadMatrixd
000000022641b580 (__TEXT,__text) external _glLoadMatrixf
000000022641b598 (__TEXT,__text) external _glLoadName
000000022641d22c (__TEXT,__text) external _glLoadTransposeMatrixd
0000000226421718 (__TEXT,__text) external _glLoadTransposeMatrixdARB
000000022641d244 (__TEXT,__text) external _glLoadTransposeMatrixf
0000000226421730 (__TEXT,__text) external _glLoadTransposeMatrixfARB
0000000226422524 (__TEXT,__text) external _glLockArraysEXT
000000022641b5b0 (__TEXT,__text) external _glLogicOp
000000022641b5c8 (__TEXT,__text) external _glMap1d
000000022641b5ec (__TEXT,__text) external _glMap1f
000000022641b610 (__TEXT,__text) external _glMap2d
000000022641b63c (__TEXT,__text) external _glMap2f
000000022641daf8 (__TEXT,__text) external _glMapBuffer
0000000226421cf8 (__TEXT,__text) external _glMapBufferARB
000000022641ea44 (__TEXT,__text) external _glMapBufferRange
000000022641b668 (__TEXT,__text) external _glMapGrid1d
000000022641b680 (__TEXT,__text) external _glMapGrid1f
000000022641b698 (__TEXT,__text) external _glMapGrid2d
000000022641b6b4 (__TEXT,__text) external _glMapGrid2f
00000002264234c4 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000002264234ec (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
0000000226423514 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
0000000226423544 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
000000022641b6d0 (__TEXT,__text) external _glMaterialf
000000022641b6ec (__TEXT,__text) external _glMaterialfv
000000022641b70c (__TEXT,__text) external _glMateriali
000000022641b72c (__TEXT,__text) external _glMaterialiv
000000022641b74c (__TEXT,__text) external _glMatrixMode
000000022641fed0 (__TEXT,__text) external _glMinSampleShading
000000022642231c (__TEXT,__text) external _glMinSampleShadingARB
000000022641ce1c (__TEXT,__text) external _glMinmax
000000022641b764 (__TEXT,__text) external _glMultMatrixd
000000022641b77c (__TEXT,__text) external _glMultMatrixf
000000022641d25c (__TEXT,__text) external _glMultTransposeMatrixd
0000000226421748 (__TEXT,__text) external _glMultTransposeMatrixdARB
000000022641d274 (__TEXT,__text) external _glMultTransposeMatrixf
0000000226421760 (__TEXT,__text) external _glMultTransposeMatrixfARB
000000022641d768 (__TEXT,__text) external _glMultiDrawArrays
00000002264228d0 (__TEXT,__text) external _glMultiDrawArraysEXT
00000002264237a4 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
000000022641d78c (__TEXT,__text) external _glMultiDrawElements
000000022641f434 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000002264228f4 (__TEXT,__text) external _glMultiDrawElementsEXT
0000000226423928 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
0000000226423950 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000002264237c8 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
000000022641ce9c (__TEXT,__text) external _glMultiTexCoord1d
0000000226421388 (__TEXT,__text) external _glMultiTexCoord1dARB
000000022641ceb4 (__TEXT,__text) external _glMultiTexCoord1dv
00000002264213a0 (__TEXT,__text) external _glMultiTexCoord1dvARB
000000022641ced0 (__TEXT,__text) external _glMultiTexCoord1f
00000002264213bc (__TEXT,__text) external _glMultiTexCoord1fARB
000000022641cee8 (__TEXT,__text) external _glMultiTexCoord1fv
00000002264213d4 (__TEXT,__text) external _glMultiTexCoord1fvARB
000000022641cf04 (__TEXT,__text) external _glMultiTexCoord1i
00000002264213f0 (__TEXT,__text) external _glMultiTexCoord1iARB
000000022641cf20 (__TEXT,__text) external _glMultiTexCoord1iv
000000022642140c (__TEXT,__text) external _glMultiTexCoord1ivARB
000000022641cf3c (__TEXT,__text) external _glMultiTexCoord1s
0000000226421428 (__TEXT,__text) external _glMultiTexCoord1sARB
000000022641cf58 (__TEXT,__text) external _glMultiTexCoord1sv
0000000226421444 (__TEXT,__text) external _glMultiTexCoord1svARB
000000022641cf74 (__TEXT,__text) external _glMultiTexCoord2d
0000000226421460 (__TEXT,__text) external _glMultiTexCoord2dARB
000000022641cf8c (__TEXT,__text) external _glMultiTexCoord2dv
0000000226421478 (__TEXT,__text) external _glMultiTexCoord2dvARB
000000022641cfa8 (__TEXT,__text) external _glMultiTexCoord2f
0000000226421494 (__TEXT,__text) external _glMultiTexCoord2fARB
000000022641cfc0 (__TEXT,__text) external _glMultiTexCoord2fv
00000002264214ac (__TEXT,__text) external _glMultiTexCoord2fvARB
000000022641cfdc (__TEXT,__text) external _glMultiTexCoord2i
00000002264214c8 (__TEXT,__text) external _glMultiTexCoord2iARB
000000022641cffc (__TEXT,__text) external _glMultiTexCoord2iv
00000002264214e8 (__TEXT,__text) external _glMultiTexCoord2ivARB
000000022641d018 (__TEXT,__text) external _glMultiTexCoord2s
0000000226421504 (__TEXT,__text) external _glMultiTexCoord2sARB
000000022641d038 (__TEXT,__text) external _glMultiTexCoord2sv
0000000226421524 (__TEXT,__text) external _glMultiTexCoord2svARB
000000022641d054 (__TEXT,__text) external _glMultiTexCoord3d
0000000226421540 (__TEXT,__text) external _glMultiTexCoord3dARB
000000022641d06c (__TEXT,__text) external _glMultiTexCoord3dv
0000000226421558 (__TEXT,__text) external _glMultiTexCoord3dvARB
000000022641d088 (__TEXT,__text) external _glMultiTexCoord3f
0000000226421574 (__TEXT,__text) external _glMultiTexCoord3fARB
000000022641d0a0 (__TEXT,__text) external _glMultiTexCoord3fv
000000022642158c (__TEXT,__text) external _glMultiTexCoord3fvARB
000000022641d0bc (__TEXT,__text) external _glMultiTexCoord3i
00000002264215a8 (__TEXT,__text) external _glMultiTexCoord3iARB
000000022641d0e0 (__TEXT,__text) external _glMultiTexCoord3iv
00000002264215cc (__TEXT,__text) external _glMultiTexCoord3ivARB
000000022641d0fc (__TEXT,__text) external _glMultiTexCoord3s
00000002264215e8 (__TEXT,__text) external _glMultiTexCoord3sARB
000000022641d120 (__TEXT,__text) external _glMultiTexCoord3sv
000000022642160c (__TEXT,__text) external _glMultiTexCoord3svARB
000000022641d13c (__TEXT,__text) external _glMultiTexCoord4d
0000000226421628 (__TEXT,__text) external _glMultiTexCoord4dARB
000000022641d154 (__TEXT,__text) external _glMultiTexCoord4dv
0000000226421640 (__TEXT,__text) external _glMultiTexCoord4dvARB
000000022641d170 (__TEXT,__text) external _glMultiTexCoord4f
000000022642165c (__TEXT,__text) external _glMultiTexCoord4fARB
000000022641d188 (__TEXT,__text) external _glMultiTexCoord4fv
0000000226421674 (__TEXT,__text) external _glMultiTexCoord4fvARB
000000022641d1a4 (__TEXT,__text) external _glMultiTexCoord4i
0000000226421690 (__TEXT,__text) external _glMultiTexCoord4iARB
000000022641d1cc (__TEXT,__text) external _glMultiTexCoord4iv
00000002264216b8 (__TEXT,__text) external _glMultiTexCoord4ivARB
000000022641d1e8 (__TEXT,__text) external _glMultiTexCoord4s
00000002264216d4 (__TEXT,__text) external _glMultiTexCoord4sARB
000000022641d210 (__TEXT,__text) external _glMultiTexCoord4sv
00000002264216fc (__TEXT,__text) external _glMultiTexCoord4svARB
00000002264223b4 (__TEXT,__text) external _glNamedStringARB
000000022641b794 (__TEXT,__text) external _glNewList
000000022641b7b0 (__TEXT,__text) external _glNormal3b
000000022641b7d0 (__TEXT,__text) external _glNormal3bv
000000022641b7e8 (__TEXT,__text) external _glNormal3d
000000022641b7fc (__TEXT,__text) external _glNormal3dv
000000022641b814 (__TEXT,__text) external _glNormal3f
000000022641b828 (__TEXT,__text) external _glNormal3fv
000000022641b840 (__TEXT,__text) external _glNormal3i
000000022641b860 (__TEXT,__text) external _glNormal3iv
000000022641b878 (__TEXT,__text) external _glNormal3s
000000022641b898 (__TEXT,__text) external _glNormal3sv
000000022641b8b0 (__TEXT,__text) external _glNormalPointer
0000000226423870 (__TEXT,__text) external _glObjectPurgeableAPPLE
0000000226423890 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
000000022641b8d0 (__TEXT,__text) external _glOrtho
00000002264239e0 (__TEXT,__text) external _glPNTrianglesfATI
00000002264239e8 (__TEXT,__text) external _glPNTrianglesfATIX
00000002264239dc (__TEXT,__text) external _glPNTrianglesiATI
00000002264239e4 (__TEXT,__text) external _glPNTrianglesiATIX
000000022641b8e4 (__TEXT,__text) external _glPassThrough
000000022641fd84 (__TEXT,__text) external _glPatchParameterfv
000000022641fd68 (__TEXT,__text) external _glPatchParameteri
000000022641fe0c (__TEXT,__text) external _glPauseTransformFeedback
000000022641b8f8 (__TEXT,__text) external _glPixelMapfv
000000022641b918 (__TEXT,__text) external _glPixelMapuiv
000000022641b938 (__TEXT,__text) external _glPixelMapusv
000000022641b958 (__TEXT,__text) external _glPixelStoref
000000022641b970 (__TEXT,__text) external _glPixelStorei
000000022641b98c (__TEXT,__text) external _glPixelTransferf
000000022641b9a4 (__TEXT,__text) external _glPixelTransferi
000000022641b9c0 (__TEXT,__text) external _glPixelZoom
000000022641d6d8 (__TEXT,__text) external _glPointParameterf
0000000226421980 (__TEXT,__text) external _glPointParameterfARB
000000022641d6f0 (__TEXT,__text) external _glPointParameterfv
0000000226421998 (__TEXT,__text) external _glPointParameterfvARB
000000022641d70c (__TEXT,__text) external _glPointParameteri
0000000226423a1c (__TEXT,__text) external _glPointParameteriNV
000000022641d728 (__TEXT,__text) external _glPointParameteriv
0000000226423a38 (__TEXT,__text) external _glPointParameterivNV
000000022641b9d4 (__TEXT,__text) external _glPointSize
00000002264238d4 (__TEXT,__text) external _glPointSizePointerAPPLE
000000022641b9e8 (__TEXT,__text) external _glPolygonMode
000000022641ba04 (__TEXT,__text) external _glPolygonOffset
000000022641ba18 (__TEXT,__text) external _glPolygonStipple
000000022641ba30 (__TEXT,__text) external _glPopAttrib
000000022641ba44 (__TEXT,__text) external _glPopClientAttrib
000000022642345c (__TEXT,__text) external _glPopGroupMarkerEXT
000000022641ba58 (__TEXT,__text) external _glPopMatrix
000000022641ba6c (__TEXT,__text) external _glPopName
000000022641f398 (__TEXT,__text) external _glPrimitiveRestartIndex
000000022641ba80 (__TEXT,__text) external _glPrioritizeTextures
0000000226420018 (__TEXT,__text) external _glProgramBinary
0000000226421020 (__TEXT,__text) external _glProgramEnvParameter4dARB
000000022642103c (__TEXT,__text) external _glProgramEnvParameter4dvARB
000000022642105c (__TEXT,__text) external _glProgramEnvParameter4fARB
0000000226421078 (__TEXT,__text) external _glProgramEnvParameter4fvARB
0000000226421110 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
0000000226421098 (__TEXT,__text) external _glProgramLocalParameter4dARB
00000002264210b4 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000002264210d4 (__TEXT,__text) external _glProgramLocalParameter4fARB
00000002264210f0 (__TEXT,__text) external _glProgramLocalParameter4fvARB
0000000226421134 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
000000022642003c (__TEXT,__text) external _glProgramParameteri
0000000226422bf8 (__TEXT,__text) external _glProgramParameteriEXT
00000002264211d8 (__TEXT,__text) external _glProgramStringARB
0000000226420634 (__TEXT,__text) external _glProgramUniform1d
00000002264206a4 (__TEXT,__text) external _glProgramUniform1dv
0000000226420214 (__TEXT,__text) external _glProgramUniform1f
0000000226420314 (__TEXT,__text) external _glProgramUniform1fv
000000022642017c (__TEXT,__text) external _glProgramUniform1i
0000000226420284 (__TEXT,__text) external _glProgramUniform1iv
000000022642041c (__TEXT,__text) external _glProgramUniform1ui
00000002264204b4 (__TEXT,__text) external _glProgramUniform1uiv
0000000226420650 (__TEXT,__text) external _glProgramUniform2d
00000002264206c8 (__TEXT,__text) external _glProgramUniform2dv
0000000226420230 (__TEXT,__text) external _glProgramUniform2f
0000000226420338 (__TEXT,__text) external _glProgramUniform2fv
000000022642019c (__TEXT,__text) external _glProgramUniform2i
00000002264202a8 (__TEXT,__text) external _glProgramUniform2iv
000000022642043c (__TEXT,__text) external _glProgramUniform2ui
00000002264204d8 (__TEXT,__text) external _glProgramUniform2uiv
000000022642066c (__TEXT,__text) external _glProgramUniform3d
00000002264206ec (__TEXT,__text) external _glProgramUniform3dv
000000022642024c (__TEXT,__text) external _glProgramUniform3f
000000022642035c (__TEXT,__text) external _glProgramUniform3fv
00000002264201c0 (__TEXT,__text) external _glProgramUniform3i
00000002264202cc (__TEXT,__text) external _glProgramUniform3iv
0000000226420460 (__TEXT,__text) external _glProgramUniform3ui
00000002264204fc (__TEXT,__text) external _glProgramUniform3uiv
0000000226420688 (__TEXT,__text) external _glProgramUniform4d
0000000226420710 (__TEXT,__text) external _glProgramUniform4dv
0000000226420268 (__TEXT,__text) external _glProgramUniform4f
0000000226420380 (__TEXT,__text) external _glProgramUniform4fv
00000002264201e8 (__TEXT,__text) external _glProgramUniform4i
00000002264202f0 (__TEXT,__text) external _glProgramUniform4iv
0000000226420488 (__TEXT,__text) external _glProgramUniform4ui
0000000226420520 (__TEXT,__text) external _glProgramUniform4uiv
0000000226420734 (__TEXT,__text) external _glProgramUniformMatrix2dv
00000002264203a4 (__TEXT,__text) external _glProgramUniformMatrix2fv
00000002264207ac (__TEXT,__text) external _glProgramUniformMatrix2x3dv
0000000226420544 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000002264207fc (__TEXT,__text) external _glProgramUniformMatrix2x4dv
0000000226420594 (__TEXT,__text) external _glProgramUniformMatrix2x4fv
000000022642075c (__TEXT,__text) external _glProgramUniformMatrix3dv
00000002264203cc (__TEXT,__text) external _glProgramUniformMatrix3fv
00000002264207d4 (__TEXT,__text) external _glProgramUniformMatrix3x2dv
000000022642056c (__TEXT,__text) external _glProgramUniformMatrix3x2fv
000000022642084c (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000002264205e4 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
0000000226420784 (__TEXT,__text) external _glProgramUniformMatrix4dv
00000002264203f4 (__TEXT,__text) external _glProgramUniformMatrix4fv
0000000226420824 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000002264205bc (__TEXT,__text) external _glProgramUniformMatrix4x2fv
0000000226420874 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
000000022642060c (__TEXT,__text) external _glProgramUniformMatrix4x3fv
000000022641f460 (__TEXT,__text) external _glProvokingVertex
0000000226423380 (__TEXT,__text) external _glProvokingVertexEXT
000000022641baa0 (__TEXT,__text) external _glPushAttrib
000000022641bab8 (__TEXT,__text) external _glPushClientAttrib
0000000226423440 (__TEXT,__text) external _glPushGroupMarkerEXT
000000022641bad0 (__TEXT,__text) external _glPushMatrix
000000022641bae4 (__TEXT,__text) external _glPushName
000000022641f82c (__TEXT,__text) external _glQueryCounter
000000022641bafc (__TEXT,__text) external _glRasterPos2d
000000022641bb10 (__TEXT,__text) external _glRasterPos2dv
000000022641bb28 (__TEXT,__text) external _glRasterPos2f
000000022641bb3c (__TEXT,__text) external _glRasterPos2fv
000000022641bb54 (__TEXT,__text) external _glRasterPos2i
000000022641bb70 (__TEXT,__text) external _glRasterPos2iv
000000022641bb88 (__TEXT,__text) external _glRasterPos2s
000000022641bba4 (__TEXT,__text) external _glRasterPos2sv
000000022641bbbc (__TEXT,__text) external _glRasterPos3d
000000022641bbd0 (__TEXT,__text) external _glRasterPos3dv
000000022641bbe8 (__TEXT,__text) external _glRasterPos3f
000000022641bbfc (__TEXT,__text) external _glRasterPos3fv
000000022641bc14 (__TEXT,__text) external _glRasterPos3i
000000022641bc34 (__TEXT,__text) external _glRasterPos3iv
000000022641bc4c (__TEXT,__text) external _glRasterPos3s
000000022641bc6c (__TEXT,__text) external _glRasterPos3sv
000000022641bc84 (__TEXT,__text) external _glRasterPos4d
000000022641bc98 (__TEXT,__text) external _glRasterPos4dv
000000022641bcb0 (__TEXT,__text) external _glRasterPos4f
000000022641bcc4 (__TEXT,__text) external _glRasterPos4fv
000000022641bcdc (__TEXT,__text) external _glRasterPos4i
000000022641bd00 (__TEXT,__text) external _glRasterPos4iv
000000022641bd18 (__TEXT,__text) external _glRasterPos4s
000000022641bd3c (__TEXT,__text) external _glRasterPos4sv
000000022641bd54 (__TEXT,__text) external _glReadBuffer
000000022641bd6c (__TEXT,__text) external _glReadPixels
000000022641bd9c (__TEXT,__text) external _glRectd
000000022641bdb0 (__TEXT,__text) external _glRectdv
000000022641bdcc (__TEXT,__text) external _glRectf
000000022641bde0 (__TEXT,__text) external _glRectfv
000000022641bdfc (__TEXT,__text) external _glRecti
000000022641be20 (__TEXT,__text) external _glRectiv
000000022641be3c (__TEXT,__text) external _glRects
000000022641be60 (__TEXT,__text) external _glRectsv
000000022641ff68 (__TEXT,__text) external _glReleaseShaderCompiler
000000022641be7c (__TEXT,__text) external _glRenderMode
000000022641e7f4 (__TEXT,__text) external _glRenderbufferStorage
00000002264229d0 (__TEXT,__text) external _glRenderbufferStorageEXT
000000022641e9f4 (__TEXT,__text) external _glRenderbufferStorageMultisample
0000000226422bd0 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
000000022641ce3c (__TEXT,__text) external _glResetHistogram
000000022641ce54 (__TEXT,__text) external _glResetMinmax
000000022641fe20 (__TEXT,__text) external _glResumeTransformFeedback
000000022641be94 (__TEXT,__text) external _glRotated
000000022641bea8 (__TEXT,__text) external _glRotatef
000000022641d47c (__TEXT,__text) external _glSampleCoverage
0000000226421968 (__TEXT,__text) external _glSampleCoverageARB
000000022641f5c4 (__TEXT,__text) external _glSampleMaski
0000000226423aa8 (__TEXT,__text) external _glSamplePass
0000000226423aa4 (__TEXT,__text) external _glSamplePassARB
000000022641f76c (__TEXT,__text) external _glSamplerParameterIiv
000000022641f78c (__TEXT,__text) external _glSamplerParameterIuiv
000000022641f730 (__TEXT,__text) external _glSamplerParameterf
000000022641f74c (__TEXT,__text) external _glSamplerParameterfv
000000022641f6f0 (__TEXT,__text) external _glSamplerParameteri
000000022641f710 (__TEXT,__text) external _glSamplerParameteriv
000000022641bebc (__TEXT,__text) external _glScaled
000000022641bed0 (__TEXT,__text) external _glScalef
000000022641bee4 (__TEXT,__text) external _glScissor
0000000226420a08 (__TEXT,__text) external _glScissorArrayv
0000000226420a28 (__TEXT,__text) external _glScissorIndexed
0000000226420a50 (__TEXT,__text) external _glScissorIndexedv
000000022641d50c (__TEXT,__text) external _glSecondaryColor3b
000000022642263c (__TEXT,__text) external _glSecondaryColor3bEXT
000000022641d52c (__TEXT,__text) external _glSecondaryColor3bv
000000022642265c (__TEXT,__text) external _glSecondaryColor3bvEXT
000000022641d544 (__TEXT,__text) external _glSecondaryColor3d
0000000226422674 (__TEXT,__text) external _glSecondaryColor3dEXT
000000022641d558 (__TEXT,__text) external _glSecondaryColor3dv
0000000226422688 (__TEXT,__text) external _glSecondaryColor3dvEXT
000000022641d570 (__TEXT,__text) external _glSecondaryColor3f
00000002264226a0 (__TEXT,__text) external _glSecondaryColor3fEXT
000000022641d584 (__TEXT,__text) external _glSecondaryColor3fv
00000002264226b4 (__TEXT,__text) external _glSecondaryColor3fvEXT
000000022641d59c (__TEXT,__text) external _glSecondaryColor3i
00000002264226cc (__TEXT,__text) external _glSecondaryColor3iEXT
000000022641d5bc (__TEXT,__text) external _glSecondaryColor3iv
00000002264226ec (__TEXT,__text) external _glSecondaryColor3ivEXT
000000022641d5d4 (__TEXT,__text) external _glSecondaryColor3s
0000000226422704 (__TEXT,__text) external _glSecondaryColor3sEXT
000000022641d5f4 (__TEXT,__text) external _glSecondaryColor3sv
0000000226422724 (__TEXT,__text) external _glSecondaryColor3svEXT
000000022641d60c (__TEXT,__text) external _glSecondaryColor3ub
000000022642273c (__TEXT,__text) external _glSecondaryColor3ubEXT
000000022641d62c (__TEXT,__text) external _glSecondaryColor3ubv
000000022642275c (__TEXT,__text) external _glSecondaryColor3ubvEXT
000000022641d644 (__TEXT,__text) external _glSecondaryColor3ui
0000000226422774 (__TEXT,__text) external _glSecondaryColor3uiEXT
000000022641d664 (__TEXT,__text) external _glSecondaryColor3uiv
0000000226422794 (__TEXT,__text) external _glSecondaryColor3uivEXT
000000022641d67c (__TEXT,__text) external _glSecondaryColor3us
00000002264227ac (__TEXT,__text) external _glSecondaryColor3usEXT
000000022641d69c (__TEXT,__text) external _glSecondaryColor3usv
00000002264227cc (__TEXT,__text) external _glSecondaryColor3usvEXT
000000022641d6b4 (__TEXT,__text) external _glSecondaryColorPointer
00000002264227e4 (__TEXT,__text) external _glSecondaryColorPointerEXT
000000022641bf08 (__TEXT,__text) external _glSelectBuffer
000000022641ccd4 (__TEXT,__text) external _glSeparableFilter2D
00000002264235ec (__TEXT,__text) external _glSetFenceAPPLE
000000022641bf24 (__TEXT,__text) external _glShadeModel
000000022641ff7c (__TEXT,__text) external _glShaderBinary
000000022641e0c4 (__TEXT,__text) external _glShaderSource
0000000226421dd0 (__TEXT,__text) external _glShaderSourceARB
000000022641bf3c (__TEXT,__text) external _glStencilFunc
000000022641e630 (__TEXT,__text) external _glStencilFuncSeparate
00000002264239b8 (__TEXT,__text) external _glStencilFuncSeparateATI
000000022641bf5c (__TEXT,__text) external _glStencilMask
000000022641e678 (__TEXT,__text) external _glStencilMaskSeparate
000000022641bf74 (__TEXT,__text) external _glStencilOp
000000022641e654 (__TEXT,__text) external _glStencilOpSeparate
0000000226423994 (__TEXT,__text) external _glStencilOpSeparateATI
000000022642381c (__TEXT,__text) external _glSwapAPPLE
000000022642361c (__TEXT,__text) external _glTestFenceAPPLE
000000022642364c (__TEXT,__text) external _glTestObjectAPPLE
000000022641f378 (__TEXT,__text) external _glTexBuffer
