00000001d3687d50 (__TEXT,__text) external _AAArchiveStreamCancel
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_link_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_file (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00000001d368c70c (__TEXT,__text) non-external (was a private external) _aeaChecksum
00000001d368c2fc (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00000001d3699abc (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00000001d3698ae8 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00000001d369881c (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00000001d369877c (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00000001d369b0b4 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00000001d369a99c (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00000001d368c690 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00000001d368c318 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00000001d368c25c (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00000001d368c3f8 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00000001d3699e2c (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00000001d3699d04 (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00000001d3699ca0 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00000001d369afc0 (__TEXT,__text) non-external (was a private external) _aeaContainerSegmentMatchesChecksum
00000001d36a65e0 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00000001d368eff0 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00000001d368c904 (__TEXT,__text) non-external (was a private external) _aeaDeriveMasterKeyExisting
00000001d368d980 (__TEXT,__text) non-external (was a private external) _aeaDeriveMasterKeyNew
00000001d368c8f4 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00000001d3692890 (__TEXT,__text) non-external _aeaInputStreamCancel
00000001d36928fc (__TEXT,__text) non-external _aeaInputStreamClose
00000001d3692a58 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00000001d3692f84 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00000001d3692274 (__TEXT,__text) non-external _aeaInputStreamRead
00000001d36913c4 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00000001d36c0aec (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00000001d368c598 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00000001d3694c28 (__TEXT,__text) non-external _aeaOutputStreamAbort
00000001d3694c44 (__TEXT,__text) non-external _aeaOutputStreamClose
00000001d3695360 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00000001d36957bc (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00000001d36936d0 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00000001d3693b94 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00000001d36949f4 (__TEXT,__text) non-external _aeaOutputStreamWrite
00000001d369437c (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00000001d368c250 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00000001d368c5c4 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00000001d3687e00 (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00000001d36a3bb4 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00000001d36b2dbc (__TEXT,__text) non-external _append_field
00000001d36b034c (__TEXT,__text) non-external _applyEntryAttributes
00000001d36a2d48 (__TEXT,__text) non-external (was a private external) _areFilesEqual
00000001d36a3020 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00000001d369de14 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00000001d36a9768 (__TEXT,__text) non-external _chunkAppendHole
00000001d36a971c (__TEXT,__text) non-external _chunkDestroy
00000001d369e53c (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
00000001d36ad5c8 (__TEXT,__text) non-external _cmpNodesProc
00000001d368a568 (__TEXT,__text) non-external _cmp_entries_clc
00000001d368a534 (__TEXT,__text) non-external _cmp_entries_hlc
00000001d368a600 (__TEXT,__text) non-external _cmp_entries_offset
00000001d368a59c (__TEXT,__text) non-external _cmp_entries_slc
00000001d36aae68 (__TEXT,__text) non-external _cmp_keys
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00000001d36a2268 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00000001d36a21a4 (__TEXT,__text) non-external (was a private external) _concatPath
00000001d36a5dd4 (__TEXT,__text) non-external _convertStreamAbort
00000001d36a5f38 (__TEXT,__text) non-external _convertStreamBeginBlob
00000001d36a4f6c (__TEXT,__text) non-external _convertStreamClose
00000001d36a603c (__TEXT,__text) non-external _convertStreamEndBlob
00000001d36a5eb0 (__TEXT,__text) non-external _convertStreamEndEntry
00000001d36a5dec (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00000001d36a5a70 (__TEXT,__text) non-external _convertStreamWriteBlob
00000001d36a4fe4 (__TEXT,__text) non-external _convertStreamWriteHeader
00000001d36a2840 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00000001d36ab818 (__TEXT,__text) non-external _create
00000001d36a4210 (__TEXT,__text) non-external _createErrorContextKey
00000001d36a3cf8 (__TEXT,__text) non-external (was a private external) _createThread
00000001d369787c (__TEXT,__text) non-external _currentWriteBufferFull
00000001d36b8c78 (__TEXT,__text) non-external _decodeStreamAbort
00000001d36b7828 (__TEXT,__text) non-external _decodeStreamClose
00000001d36b8c94 (__TEXT,__text) non-external _decodeStreamDiscard
00000001d36b7400 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00000001d36b8e68 (__TEXT,__text) non-external _decodeStreamLoadHeader
00000001d36b8b24 (__TEXT,__text) non-external _decodeStreamReadBlob
00000001d36b8f24 (__TEXT,__text) non-external _decodeStreamReadData
00000001d36b7950 (__TEXT,__text) non-external _decodeStreamReadHeader
00000001d36b8d8c (__TEXT,__text) non-external _decodeStreamRefillBuffer
00000001d3696cec (__TEXT,__text) non-external _ecc65537Inv
00000001d36968d8 (__TEXT,__text) non-external _ecc65537PolyEval
00000001d3696b64 (__TEXT,__text) non-external _ecc65537Solve
00000001d3696958 (__TEXT,__text) non-external _ecc65537Triangulate
00000001d36b6ea4 (__TEXT,__text) non-external _encoderStreamAbort
00000001d36b6cf0 (__TEXT,__text) non-external _encoderStreamClose
00000001d36b70a8 (__TEXT,__text) non-external _encoderStreamWriteBlob
00000001d36b6ec0 (__TEXT,__text) non-external _encoderStreamWriteHeader
00000001d36a36ac (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00000001d36b067c (__TEXT,__text) non-external _entryRelease
00000001d36b062c (__TEXT,__text) non-external _entrySetState
00000001d36ac628 (__TEXT,__text) non-external _expandDirThreadProc
00000001d36b0324 (__TEXT,__text) non-external _extractStreamAbort
00000001d36aea40 (__TEXT,__text) non-external _extractStreamClose
00000001d36b09e0 (__TEXT,__text) non-external _extractStreamEntryEnd
00000001d36b0b94 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00000001d36b0ac0 (__TEXT,__text) non-external _extractStreamStateFail
00000001d36afeb0 (__TEXT,__text) non-external _extractStreamWriteBlob
00000001d36af4f0 (__TEXT,__text) non-external _extractStreamWriteHeader
00000001d36b07a0 (__TEXT,__text) non-external _extractThreadFailEntry
00000001d36ae058 (__TEXT,__text) non-external _extractThreadProc
00000001d36b0d58 (__TEXT,__text) non-external _extractThreadSendCommand
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00000001d36b728c (__TEXT,__text) non-external _flushOBuf
00000001d36a0790 (__TEXT,__text) non-external _flushToResourceFork
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000001e2d1f270 (__DATA,__bss) non-external _gErrorContextKey
00000001d36a3340 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00000001d36a1fc8 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00000001d36a41a8 (__TEXT,__text) non-external _getErrorContextKey
00000001e2d1f260 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00000001d36a3218 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00000001d36a2c24 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00000001d36a3170 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00000001d36a32a4 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00000001d36a2b88 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00000001d36a33d0 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00000001d36a33e0 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00000001d36a348c (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00000001d36a30dc (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00000001d368b3f0 (__TEXT,__text) non-external _getHeader
00000001d36ad2ac (__TEXT,__text) non-external _getPath
00000001d36a1f80 (__TEXT,__text) non-external (was a private external) _getRealTime
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00000001d36be0a0 (__TEXT,__text) non-external _graisAbort
00000001d36bc708 (__TEXT,__text) non-external _graisClose
00000001d36bdcb0 (__TEXT,__text) non-external _graisPRead
00000001d36bdc94 (__TEXT,__text) non-external _graisRead
00000001d36be054 (__TEXT,__text) non-external _graisSeek
00000001d36ac568 (__TEXT,__text) non-external _increaseCapacity
00000001d36b1300 (__TEXT,__text) non-external _init_blob_with_magic
00000001d36a3f98 (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecUseDataProtectionKeychain (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00000001d36a37d4 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
                 (undefined) external _listxattr (from libSystem)
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00000001d369c850 (__TEXT,__text) non-external _memoryInputStreamCancel
00000001d369c834 (__TEXT,__text) non-external _memoryInputStreamClose
00000001d369c884 (__TEXT,__text) non-external _memoryInputStreamPRead
00000001d369c864 (__TEXT,__text) non-external _memoryInputStreamRead
00000001d369c904 (__TEXT,__text) non-external _memoryInputStreamSeek
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
00000001d36acfb8 (__TEXT,__text) non-external _normalize
00000001d36a2094 (__TEXT,__text) non-external (was a private external) _normalizePath
00000001d36c8440 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000001d36a24ec (__TEXT,__text) non-external (was a private external) _pathIsValid
00000001d368b344 (__TEXT,__text) non-external _pcRead
00000001d368b448 (__TEXT,__text) non-external _pcWrite
00000001d36a81f0 (__TEXT,__text) non-external (was a private external) _pc_log_error
00000001d36be218 (__TEXT,__text) non-external _pc_log_error.cold.1
00000001d36a8304 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pread (from libSystem)
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
                 (undefined) external _read (from libSystem)
00000001d368b9b0 (__TEXT,__text) non-external _readThreadProc
                 (undefined) external _readdir_r (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00000001d36b4dd0 (__TEXT,__text) non-external _realloc_ace
00000001d36b3a44 (__TEXT,__text) non-external _realloc_attr
00000001d36a45a8 (__TEXT,__text) non-external _realloc_entries
00000001d36b1388 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
00000001d36a3628 (__TEXT,__text) non-external (was a private external) _removeFile
                 (undefined) external _removexattr (from libSystem)
00000001d3698530 (__TEXT,__text) non-external _reportProgress
00000001d36b0864 (__TEXT,__text) non-external _retireThreadEnqueue
00000001d36adbfc (__TEXT,__text) non-external _retireThreadProc
00000001d369e5a8 (__TEXT,__text) non-external _seekTo
00000001d36977e8 (__TEXT,__text) non-external _sendEOF
00000001d36a64ac (__TEXT,__text) non-external _sendHeader
00000001d36be0c4 (__TEXT,__text) non-external _sendMessage
00000001d36c3b0a (__TEXT,__cstring) non-external _serializeHexString.digit
00000001d36a2cb4 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00000001d36a3760 (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
                 (undefined) external _setxattr (from libSystem)
00000001d36a2048 (__TEXT,__text) non-external (was a private external) _sha1ToString
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _stat (from libSystem)
00000001d36a2ca4 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00000001d36a36a4 (__TEXT,__text) non-external (was a private external) _statIsDataless
                 (undefined) external _statfs (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00000001d36a1a00 (__TEXT,__text) non-external _streamAbort
00000001d36a8dc8 (__TEXT,__text) non-external _streamAbort
00000001d36a1898 (__TEXT,__text) non-external _streamClose
00000001d36a8a7c (__TEXT,__text) non-external _streamClose
00000001d369206c (__TEXT,__text) non-external _streamConsumerProc
00000001d36a9590 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00000001d36a1a2c (__TEXT,__text) non-external _streamPRead
00000001d36a8df4 (__TEXT,__text) non-external _streamPWrite
00000001d36bd540 (__TEXT,__text) non-external _streamProc
00000001d36a1e50 (__TEXT,__text) non-external _streamRead
00000001d36a1e70 (__TEXT,__text) non-external _streamSeek
00000001d3692130 (__TEXT,__text) non-external _streamThreadProc
00000001d3691fd4 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00000001d369d000 (__TEXT,__text) non-external _stringTableIndexCompareProc
00000001d369cb30 (__TEXT,__text) non-external _stringTableReserve
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001d369f818 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00000001d369f534 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00000001d36a3f5c (__TEXT,__text) non-external _threadWrapperProc
                 (undefined) external _unlink (from libSystem)
00000001d36a25d4 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00000001d36a3c60 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00000001d36a3ca0 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00000001d36b2484 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
00000001d36bd3f0 (__TEXT,__text) non-external _workerProc
00000001d368b52c (__TEXT,__text) non-external _workerThreadProc
00000001d36985ac (__TEXT,__text) non-external _workerThreadProc
                 (undefined) external _write (from libSystem)
00000001d36b733c (__TEXT,__text) non-external _writeOBuf
00000001d368bd6c (__TEXT,__text) non-external _writeThreadProc
00000001d36a874c (__TEXT,__text) non-external _writerProc
