00000001e5148f04 (__TEXT,__text) external _CGLGetCurrentContext
00000001e5143c50 (__TEXT,__text) external _glGetRenderbufferParameteriv
00000001e5147e2c (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000001e5144c24 (__TEXT,__text) external _glGetSamplerParameterIiv
00000001e5144c44 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000001e5144c04 (__TEXT,__text) external _glGetSamplerParameterfv
00000001e5144be4 (__TEXT,__text) external _glGetSamplerParameteriv
00000001e51420e0 (__TEXT,__text) external _glGetSeparableFilter
00000001e51438e4 (__TEXT,__text) external _glGetShaderInfoLog
00000001e51453dc (__TEXT,__text) external _glGetShaderPrecisionFormat
00000001e51439c8 (__TEXT,__text) external _glGetShaderSource
00000001e5147624 (__TEXT,__text) external _glGetShaderSourceARB
00000001e5143880 (__TEXT,__text) external _glGetShaderiv
00000001e5140534 (__TEXT,__text) external _glGetString
00000001e5144624 (__TEXT,__text) external _glGetStringi
00000001e514509c (__TEXT,__text) external _glGetSubroutineIndex
00000001e514507c (__TEXT,__text) external _glGetSubroutineUniformLocation
00000001e5144958 (__TEXT,__text) external _glGetSynciv
00000001e514054c (__TEXT,__text) external _glGetTexEnvfv
00000001e514056c (__TEXT,__text) external _glGetTexEnviv
00000001e514058c (__TEXT,__text) external _glGetTexGendv
00000001e51405ac (__TEXT,__text) external _glGetTexGenfv
00000001e51405cc (__TEXT,__text) external _glGetTexGeniv
00000001e51405ec (__TEXT,__text) external _glGetTexImage
00000001e5140614 (__TEXT,__text) external _glGetTexLevelParameterfv
00000001e5140638 (__TEXT,__text) external _glGetTexLevelParameteriv
00000001e5144564 (__TEXT,__text) external _glGetTexParameterIiv
00000001e51486fc (__TEXT,__text) external _glGetTexParameterIivEXT
00000001e5144584 (__TEXT,__text) external _glGetTexParameterIuiv
00000001e514871c (__TEXT,__text) external _glGetTexParameterIuivEXT
00000001e51489cc (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000001e514065c (__TEXT,__text) external _glGetTexParameterfv
00000001e514067c (__TEXT,__text) external _glGetTexParameteriv
00000001e514407c (__TEXT,__text) external _glGetTransformFeedbackVarying
00000001e5148180 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000001e51446dc (__TEXT,__text) external _glGetUniformBlockIndex
00000001e5148210 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000001e5144668 (__TEXT,__text) external _glGetUniformIndices
00000001e514392c (__TEXT,__text) external _glGetUniformLocation
00000001e5147598 (__TEXT,__text) external _glGetUniformLocationARB
00000001e514822c (__TEXT,__text) external _glGetUniformOffsetEXT
00000001e514515c (__TEXT,__text) external _glGetUniformSubroutineuiv
00000001e514505c (__TEXT,__text) external _glGetUniformdv
00000001e5143980 (__TEXT,__text) external _glGetUniformfv
00000001e51475e4 (__TEXT,__text) external _glGetUniformfvARB
00000001e51439a4 (__TEXT,__text) external _glGetUniformiv
00000001e5147604 (__TEXT,__text) external _glGetUniformivARB
00000001e51443c0 (__TEXT,__text) external _glGetUniformuiv
00000001e5148618 (__TEXT,__text) external _glGetUniformuivEXT
00000001e5144120 (__TEXT,__text) external _glGetVertexAttribIiv
00000001e51484d0 (__TEXT,__text) external _glGetVertexAttribIivEXT
00000001e5144140 (__TEXT,__text) external _glGetVertexAttribIuiv
00000001e51484f0 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000001e5145dcc (__TEXT,__text) external _glGetVertexAttribLdv
00000001e5143470 (__TEXT,__text) external _glGetVertexAttribPointerv
00000001e5146438 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000001e5143410 (__TEXT,__text) external _glGetVertexAttribdv
00000001e51463d8 (__TEXT,__text) external _glGetVertexAttribdvARB
00000001e5143430 (__TEXT,__text) external _glGetVertexAttribfv
00000001e51463f8 (__TEXT,__text) external _glGetVertexAttribfvARB
00000001e5143450 (__TEXT,__text) external _glGetVertexAttribiv
00000001e5146418 (__TEXT,__text) external _glGetVertexAttribivARB
00000001e514069c (__TEXT,__text) external _glHint
00000001e5142230 (__TEXT,__text) external _glHistogram
00000001e51406b8 (__TEXT,__text) external _glIndexMask
00000001e51406d0 (__TEXT,__text) external _glIndexPointer
00000001e51406f0 (__TEXT,__text) external _glIndexd
00000001e5140704 (__TEXT,__text) external _glIndexdv
00000001e514071c (__TEXT,__text) external _glIndexf
00000001e5140730 (__TEXT,__text) external _glIndexfv
00000001e5140748 (__TEXT,__text) external _glIndexi
00000001e5140760 (__TEXT,__text) external _glIndexiv
00000001e5140778 (__TEXT,__text) external _glIndexs
00000001e5140790 (__TEXT,__text) external _glIndexsv
00000001e51407a8 (__TEXT,__text) external _glIndexub
00000001e51407c0 (__TEXT,__text) external _glIndexubv
00000001e51407d8 (__TEXT,__text) external _glInitNames
00000001e514885c (__TEXT,__text) external _glInsertEventMarkerEXT
00000001e51407ec (__TEXT,__text) external _glInterleavedArrays
00000001e5142eac (__TEXT,__text) external _glIsBuffer
00000001e51470ac (__TEXT,__text) external _glIsBufferARB
00000001e514080c (__TEXT,__text) external _glIsEnabled
00000001e514879c (__TEXT,__text) external _glIsEnabledIndexedEXT
00000001e5143fc8 (__TEXT,__text) external _glIsEnabledi
00000001e5148a3c (__TEXT,__text) external _glIsFenceAPPLE
00000001e5143c70 (__TEXT,__text) external _glIsFramebuffer
00000001e5147e4c (__TEXT,__text) external _glIsFramebufferEXT
00000001e5140824 (__TEXT,__text) external _glIsList
00000001e5147854 (__TEXT,__text) external _glIsNamedStringARB
00000001e5143868 (__TEXT,__text) external _glIsProgram
00000001e5145f70 (__TEXT,__text) external _glIsProgramARB
00000001e5145540 (__TEXT,__text) external _glIsProgramPipeline
00000001e5142dac (__TEXT,__text) external _glIsQuery
00000001e5146fac (__TEXT,__text) external _glIsQueryARB
00000001e5143bc0 (__TEXT,__text) external _glIsRenderbuffer
00000001e5147d9c (__TEXT,__text) external _glIsRenderbufferEXT
00000001e5144af4 (__TEXT,__text) external _glIsSampler
00000001e5143850 (__TEXT,__text) external _glIsShader
00000001e51448cc (__TEXT,__text) external _glIsSync
00000001e514083c (__TEXT,__text) external _glIsTexture
00000001e514522c (__TEXT,__text) external _glIsTransformFeedback
00000001e5143f10 (__TEXT,__text) external _glIsVertexArray
00000001e5148b60 (__TEXT,__text) external _glIsVertexArrayAPPLE
00000001e51488e0 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000001e5148810 (__TEXT,__text) external _glLabelObjectEXT
00000001e5148d40 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000001e5140854 (__TEXT,__text) external _glLightModelf
00000001e514086c (__TEXT,__text) external _glLightModelfv
00000001e5140888 (__TEXT,__text) external _glLightModeli
00000001e51408a4 (__TEXT,__text) external _glLightModeliv
00000001e51408c0 (__TEXT,__text) external _glLightf
00000001e51408dc (__TEXT,__text) external _glLightfv
00000001e51408fc (__TEXT,__text) external _glLighti
00000001e514091c (__TEXT,__text) external _glLightiv
00000001e514093c (__TEXT,__text) external _glLineStipple
00000001e5140958 (__TEXT,__text) external _glLineWidth
00000001e514358c (__TEXT,__text) external _glLinkProgram
00000001e5147274 (__TEXT,__text) external _glLinkProgramARB
00000001e514096c (__TEXT,__text) external _glListBase
00000001e5140984 (__TEXT,__text) external _glLoadIdentity
00000001e5140998 (__TEXT,__text) external _glLoadMatrixd
00000001e51409b0 (__TEXT,__text) external _glLoadMatrixf
00000001e51409c8 (__TEXT,__text) external _glLoadName
00000001e5142664 (__TEXT,__text) external _glLoadTransposeMatrixd
00000001e5146b50 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000001e514267c (__TEXT,__text) external _glLoadTransposeMatrixf
00000001e5146b68 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000001e514795c (__TEXT,__text) external _glLockArraysEXT
00000001e51409e0 (__TEXT,__text) external _glLogicOp
00000001e51409f8 (__TEXT,__text) external _glMap1d
00000001e5140a1c (__TEXT,__text) external _glMap1f
00000001e5140a40 (__TEXT,__text) external _glMap2d
00000001e5140a6c (__TEXT,__text) external _glMap2f
00000001e5142f30 (__TEXT,__text) external _glMapBuffer
00000001e5147130 (__TEXT,__text) external _glMapBufferARB
00000001e5143e7c (__TEXT,__text) external _glMapBufferRange
00000001e5140a98 (__TEXT,__text) external _glMapGrid1d
00000001e5140ab0 (__TEXT,__text) external _glMapGrid1f
00000001e5140ac8 (__TEXT,__text) external _glMapGrid2d
00000001e5140ae4 (__TEXT,__text) external _glMapGrid2f
00000001e51488fc (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000001e5148924 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000001e514894c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000001e514897c (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000001e5140b00 (__TEXT,__text) external _glMaterialf
00000001e5140b1c (__TEXT,__text) external _glMaterialfv
00000001e5140b3c (__TEXT,__text) external _glMateriali
00000001e5140b5c (__TEXT,__text) external _glMaterialiv
00000001e5140b7c (__TEXT,__text) external _glMatrixMode
00000001e5145308 (__TEXT,__text) external _glMinSampleShading
00000001e5147754 (__TEXT,__text) external _glMinSampleShadingARB
00000001e5142254 (__TEXT,__text) external _glMinmax
00000001e5140b94 (__TEXT,__text) external _glMultMatrixd
00000001e5140bac (__TEXT,__text) external _glMultMatrixf
00000001e5142694 (__TEXT,__text) external _glMultTransposeMatrixd
00000001e5146b80 (__TEXT,__text) external _glMultTransposeMatrixdARB
00000001e51426ac (__TEXT,__text) external _glMultTransposeMatrixf
00000001e5146b98 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000001e5142ba0 (__TEXT,__text) external _glMultiDrawArrays
00000001e5147d08 (__TEXT,__text) external _glMultiDrawArraysEXT
00000001e5148bdc (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000001e5142bc4 (__TEXT,__text) external _glMultiDrawElements
00000001e514486c (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000001e5147d2c (__TEXT,__text) external _glMultiDrawElementsEXT
00000001e5148d60 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000001e5148d88 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000001e5148c00 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000001e51422d4 (__TEXT,__text) external _glMultiTexCoord1d
00000001e51467c0 (__TEXT,__text) external _glMultiTexCoord1dARB
00000001e51422ec (__TEXT,__text) external _glMultiTexCoord1dv
00000001e51467d8 (__TEXT,__text) external _glMultiTexCoord1dvARB
00000001e5142308 (__TEXT,__text) external _glMultiTexCoord1f
00000001e51467f4 (__TEXT,__text) external _glMultiTexCoord1fARB
00000001e5142320 (__TEXT,__text) external _glMultiTexCoord1fv
00000001e514680c (__TEXT,__text) external _glMultiTexCoord1fvARB
00000001e514233c (__TEXT,__text) external _glMultiTexCoord1i
00000001e5146828 (__TEXT,__text) external _glMultiTexCoord1iARB
00000001e5142358 (__TEXT,__text) external _glMultiTexCoord1iv
00000001e5146844 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000001e5142374 (__TEXT,__text) external _glMultiTexCoord1s
00000001e5146860 (__TEXT,__text) external _glMultiTexCoord1sARB
00000001e5142390 (__TEXT,__text) external _glMultiTexCoord1sv
00000001e514687c (__TEXT,__text) external _glMultiTexCoord1svARB
00000001e51423ac (__TEXT,__text) external _glMultiTexCoord2d
00000001e5146898 (__TEXT,__text) external _glMultiTexCoord2dARB
00000001e51423c4 (__TEXT,__text) external _glMultiTexCoord2dv
00000001e51468b0 (__TEXT,__text) external _glMultiTexCoord2dvARB
00000001e51423e0 (__TEXT,__text) external _glMultiTexCoord2f
00000001e51468cc (__TEXT,__text) external _glMultiTexCoord2fARB
00000001e51423f8 (__TEXT,__text) external _glMultiTexCoord2fv
00000001e51468e4 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000001e5142414 (__TEXT,__text) external _glMultiTexCoord2i
00000001e5146900 (__TEXT,__text) external _glMultiTexCoord2iARB
00000001e5142434 (__TEXT,__text) external _glMultiTexCoord2iv
00000001e5146920 (__TEXT,__text) external _glMultiTexCoord2ivARB
00000001e5142450 (__TEXT,__text) external _glMultiTexCoord2s
00000001e514693c (__TEXT,__text) external _glMultiTexCoord2sARB
00000001e5142470 (__TEXT,__text) external _glMultiTexCoord2sv
00000001e514695c (__TEXT,__text) external _glMultiTexCoord2svARB
00000001e514248c (__TEXT,__text) external _glMultiTexCoord3d
00000001e5146978 (__TEXT,__text) external _glMultiTexCoord3dARB
00000001e51424a4 (__TEXT,__text) external _glMultiTexCoord3dv
00000001e5146990 (__TEXT,__text) external _glMultiTexCoord3dvARB
00000001e51424c0 (__TEXT,__text) external _glMultiTexCoord3f
00000001e51469ac (__TEXT,__text) external _glMultiTexCoord3fARB
00000001e51424d8 (__TEXT,__text) external _glMultiTexCoord3fv
00000001e51469c4 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000001e51424f4 (__TEXT,__text) external _glMultiTexCoord3i
00000001e51469e0 (__TEXT,__text) external _glMultiTexCoord3iARB
00000001e5142518 (__TEXT,__text) external _glMultiTexCoord3iv
00000001e5146a04 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000001e5142534 (__TEXT,__text) external _glMultiTexCoord3s
00000001e5146a20 (__TEXT,__text) external _glMultiTexCoord3sARB
00000001e5142558 (__TEXT,__text) external _glMultiTexCoord3sv
00000001e5146a44 (__TEXT,__text) external _glMultiTexCoord3svARB
00000001e5142574 (__TEXT,__text) external _glMultiTexCoord4d
00000001e5146a60 (__TEXT,__text) external _glMultiTexCoord4dARB
00000001e514258c (__TEXT,__text) external _glMultiTexCoord4dv
00000001e5146a78 (__TEXT,__text) external _glMultiTexCoord4dvARB
00000001e51425a8 (__TEXT,__text) external _glMultiTexCoord4f
00000001e5146a94 (__TEXT,__text) external _glMultiTexCoord4fARB
00000001e51425c0 (__TEXT,__text) external _glMultiTexCoord4fv
00000001e5146aac (__TEXT,__text) external _glMultiTexCoord4fvARB
00000001e51425dc (__TEXT,__text) external _glMultiTexCoord4i
00000001e5146ac8 (__TEXT,__text) external _glMultiTexCoord4iARB
00000001e5142604 (__TEXT,__text) external _glMultiTexCoord4iv
00000001e5146af0 (__TEXT,__text) external _glMultiTexCoord4ivARB
00000001e5142620 (__TEXT,__text) external _glMultiTexCoord4s
00000001e5146b0c (__TEXT,__text) external _glMultiTexCoord4sARB
00000001e5142648 (__TEXT,__text) external _glMultiTexCoord4sv
00000001e5146b34 (__TEXT,__text) external _glMultiTexCoord4svARB
00000001e51477ec (__TEXT,__text) external _glNamedStringARB
00000001e5140bc4 (__TEXT,__text) external _glNewList
00000001e5140be0 (__TEXT,__text) external _glNormal3b
00000001e5140c00 (__TEXT,__text) external _glNormal3bv
00000001e5140c18 (__TEXT,__text) external _glNormal3d
00000001e5140c2c (__TEXT,__text) external _glNormal3dv
00000001e5140c44 (__TEXT,__text) external _glNormal3f
00000001e5140c58 (__TEXT,__text) external _glNormal3fv
00000001e5140c70 (__TEXT,__text) external _glNormal3i
00000001e5140c90 (__TEXT,__text) external _glNormal3iv
00000001e5140ca8 (__TEXT,__text) external _glNormal3s
00000001e5140cc8 (__TEXT,__text) external _glNormal3sv
00000001e5140ce0 (__TEXT,__text) external _glNormalPointer
00000001e5148ca8 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000001e5148cc8 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000001e5140d00 (__TEXT,__text) external _glOrtho
00000001e5148e18 (__TEXT,__text) external _glPNTrianglesfATI
00000001e5148e20 (__TEXT,__text) external _glPNTrianglesfATIX
00000001e5148e14 (__TEXT,__text) external _glPNTrianglesiATI
00000001e5148e1c (__TEXT,__text) external _glPNTrianglesiATIX
00000001e5140d14 (__TEXT,__text) external _glPassThrough
00000001e51451bc (__TEXT,__text) external _glPatchParameterfv
00000001e51451a0 (__TEXT,__text) external _glPatchParameteri
00000001e5145244 (__TEXT,__text) external _glPauseTransformFeedback
00000001e5140d28 (__TEXT,__text) external _glPixelMapfv
00000001e5140d48 (__TEXT,__text) external _glPixelMapuiv
00000001e5140d68 (__TEXT,__text) external _glPixelMapusv
00000001e5140d88 (__TEXT,__text) external _glPixelStoref
00000001e5140da0 (__TEXT,__text) external _glPixelStorei
00000001e5140dbc (__TEXT,__text) external _glPixelTransferf
00000001e5140dd4 (__TEXT,__text) external _glPixelTransferi
00000001e5140df0 (__TEXT,__text) external _glPixelZoom
00000001e5142b10 (__TEXT,__text) external _glPointParameterf
00000001e5146db8 (__TEXT,__text) external _glPointParameterfARB
00000001e5142b28 (__TEXT,__text) external _glPointParameterfv
00000001e5146dd0 (__TEXT,__text) external _glPointParameterfvARB
00000001e5142b44 (__TEXT,__text) external _glPointParameteri
00000001e5148e54 (__TEXT,__text) external _glPointParameteriNV
00000001e5142b60 (__TEXT,__text) external _glPointParameteriv
00000001e5148e70 (__TEXT,__text) external _glPointParameterivNV
00000001e5140e04 (__TEXT,__text) external _glPointSize
00000001e5148d0c (__TEXT,__text) external _glPointSizePointerAPPLE
00000001e5140e18 (__TEXT,__text) external _glPolygonMode
00000001e5140e34 (__TEXT,__text) external _glPolygonOffset
00000001e5140e48 (__TEXT,__text) external _glPolygonStipple
00000001e5140e60 (__TEXT,__text) external _glPopAttrib
00000001e5140e74 (__TEXT,__text) external _glPopClientAttrib
00000001e5148894 (__TEXT,__text) external _glPopGroupMarkerEXT
00000001e5140e88 (__TEXT,__text) external _glPopMatrix
00000001e5140e9c (__TEXT,__text) external _glPopName
00000001e51447d0 (__TEXT,__text) external _glPrimitiveRestartIndex
00000001e5140eb0 (__TEXT,__text) external _glPrioritizeTextures
00000001e5145450 (__TEXT,__text) external _glProgramBinary
00000001e5146458 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000001e5146474 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000001e5146494 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000001e51464b0 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000001e5146548 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000001e51464d0 (__TEXT,__text) external _glProgramLocalParameter4dARB
00000001e51464ec (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000001e514650c (__TEXT,__text) external _glProgramLocalParameter4fARB
00000001e5146528 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000001e514656c (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000001e5145474 (__TEXT,__text) external _glProgramParameteri
00000001e5148030 (__TEXT,__text) external _glProgramParameteriEXT
00000001e5146610 (__TEXT,__text) external _glProgramStringARB
00000001e5145a6c (__TEXT,__text) external _glProgramUniform1d
00000001e5145adc (__TEXT,__text) external _glProgramUniform1dv
00000001e514564c (__TEXT,__text) external _glProgramUniform1f
00000001e514574c (__TEXT,__text) external _glProgramUniform1fv
00000001e51455b4 (__TEXT,__text) external _glProgramUniform1i
00000001e51456bc (__TEXT,__text) external _glProgramUniform1iv
00000001e5145854 (__TEXT,__text) external _glProgramUniform1ui
00000001e51458ec (__TEXT,__text) external _glProgramUniform1uiv
00000001e5145a88 (__TEXT,__text) external _glProgramUniform2d
00000001e5145b00 (__TEXT,__text) external _glProgramUniform2dv
00000001e5145668 (__TEXT,__text) external _glProgramUniform2f
00000001e5145770 (__TEXT,__text) external _glProgramUniform2fv
00000001e51455d4 (__TEXT,__text) external _glProgramUniform2i
00000001e51456e0 (__TEXT,__text) external _glProgramUniform2iv
00000001e5145874 (__TEXT,__text) external _glProgramUniform2ui
00000001e5145910 (__TEXT,__text) external _glProgramUniform2uiv
00000001e5145aa4 (__TEXT,__text) external _glProgramUniform3d
00000001e5145b24 (__TEXT,__text) external _glProgramUniform3dv
00000001e5145684 (__TEXT,__text) external _glProgramUniform3f
00000001e5145794 (__TEXT,__text) external _glProgramUniform3fv
00000001e51455f8 (__TEXT,__text) external _glProgramUniform3i
00000001e5145704 (__TEXT,__text) external _glProgramUniform3iv
00000001e5145898 (__TEXT,__text) external _glProgramUniform3ui
00000001e5145934 (__TEXT,__text) external _glProgramUniform3uiv
00000001e5145ac0 (__TEXT,__text) external _glProgramUniform4d
00000001e5145b48 (__TEXT,__text) external _glProgramUniform4dv
00000001e51456a0 (__TEXT,__text) external _glProgramUniform4f
00000001e51457b8 (__TEXT,__text) external _glProgramUniform4fv
00000001e5145620 (__TEXT,__text) external _glProgramUniform4i
00000001e5145728 (__TEXT,__text) external _glProgramUniform4iv
00000001e51458c0 (__TEXT,__text) external _glProgramUniform4ui
00000001e5145958 (__TEXT,__text) external _glProgramUniform4uiv
00000001e5145b6c (__TEXT,__text) external _glProgramUniformMatrix2dv
00000001e51457dc (__TEXT,__text) external _glProgramUniformMatrix2fv
00000001e5145be4 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000001e514597c (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000001e5145c34 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000001e51459cc (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000001e5145b94 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000001e5145804 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000001e5145c0c (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000001e51459a4 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000001e5145c84 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000001e5145a1c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000001e5145bbc (__TEXT,__text) external _glProgramUniformMatrix4dv
00000001e514582c (__TEXT,__text) external _glProgramUniformMatrix4fv
00000001e5145c5c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000001e51459f4 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000001e5145cac (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000001e5145a44 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000001e5144898 (__TEXT,__text) external _glProvokingVertex
00000001e51487b8 (__TEXT,__text) external _glProvokingVertexEXT
00000001e5140ed0 (__TEXT,__text) external _glPushAttrib
00000001e5140ee8 (__TEXT,__text) external _glPushClientAttrib
00000001e5148878 (__TEXT,__text) external _glPushGroupMarkerEXT
00000001e5140f00 (__TEXT,__text) external _glPushMatrix
00000001e5140f14 (__TEXT,__text) external _glPushName
00000001e5144c64 (__TEXT,__text) external _glQueryCounter
00000001e5140f2c (__TEXT,__text) external _glRasterPos2d
00000001e5140f40 (__TEXT,__text) external _glRasterPos2dv
00000001e5140f58 (__TEXT,__text) external _glRasterPos2f
00000001e5140f6c (__TEXT,__text) external _glRasterPos2fv
00000001e5140f84 (__TEXT,__text) external _glRasterPos2i
00000001e5140fa0 (__TEXT,__text) external _glRasterPos2iv
00000001e5140fb8 (__TEXT,__text) external _glRasterPos2s
00000001e5140fd4 (__TEXT,__text) external _glRasterPos2sv
00000001e5140fec (__TEXT,__text) external _glRasterPos3d
00000001e5141000 (__TEXT,__text) external _glRasterPos3dv
00000001e5141018 (__TEXT,__text) external _glRasterPos3f
00000001e514102c (__TEXT,__text) external _glRasterPos3fv
00000001e5141044 (__TEXT,__text) external _glRasterPos3i
00000001e5141064 (__TEXT,__text) external _glRasterPos3iv
00000001e514107c (__TEXT,__text) external _glRasterPos3s
00000001e514109c (__TEXT,__text) external _glRasterPos3sv
00000001e51410b4 (__TEXT,__text) external _glRasterPos4d
00000001e51410c8 (__TEXT,__text) external _glRasterPos4dv
00000001e51410e0 (__TEXT,__text) external _glRasterPos4f
00000001e51410f4 (__TEXT,__text) external _glRasterPos4fv
00000001e514110c (__TEXT,__text) external _glRasterPos4i
00000001e5141130 (__TEXT,__text) external _glRasterPos4iv
00000001e5141148 (__TEXT,__text) external _glRasterPos4s
00000001e514116c (__TEXT,__text) external _glRasterPos4sv
00000001e5141184 (__TEXT,__text) external _glReadBuffer
00000001e514119c (__TEXT,__text) external _glReadPixels
00000001e51411cc (__TEXT,__text) external _glRectd
00000001e51411e0 (__TEXT,__text) external _glRectdv
00000001e51411fc (__TEXT,__text) external _glRectf
00000001e5141210 (__TEXT,__text) external _glRectfv
00000001e514122c (__TEXT,__text) external _glRecti
00000001e5141250 (__TEXT,__text) external _glRectiv
00000001e514126c (__TEXT,__text) external _glRects
00000001e5141290 (__TEXT,__text) external _glRectsv
00000001e51453a0 (__TEXT,__text) external _glReleaseShaderCompiler
00000001e51412ac (__TEXT,__text) external _glRenderMode
00000001e5143c2c (__TEXT,__text) external _glRenderbufferStorage
00000001e5147e08 (__TEXT,__text) external _glRenderbufferStorageEXT
00000001e5143e2c (__TEXT,__text) external _glRenderbufferStorageMultisample
00000001e5148008 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000001e5142274 (__TEXT,__text) external _glResetHistogram
00000001e514228c (__TEXT,__text) external _glResetMinmax
00000001e5145258 (__TEXT,__text) external _glResumeTransformFeedback
00000001e51412c4 (__TEXT,__text) external _glRotated
00000001e51412d8 (__TEXT,__text) external _glRotatef
00000001e51428b4 (__TEXT,__text) external _glSampleCoverage
00000001e5146da0 (__TEXT,__text) external _glSampleCoverageARB
00000001e51449fc (__TEXT,__text) external _glSampleMaski
00000001e5148ee0 (__TEXT,__text) external _glSamplePass
00000001e5148edc (__TEXT,__text) external _glSamplePassARB
00000001e5144ba4 (__TEXT,__text) external _glSamplerParameterIiv
00000001e5144bc4 (__TEXT,__text) external _glSamplerParameterIuiv
00000001e5144b68 (__TEXT,__text) external _glSamplerParameterf
00000001e5144b84 (__TEXT,__text) external _glSamplerParameterfv
00000001e5144b28 (__TEXT,__text) external _glSamplerParameteri
00000001e5144b48 (__TEXT,__text) external _glSamplerParameteriv
00000001e51412ec (__TEXT,__text) external _glScaled
00000001e5141300 (__TEXT,__text) external _glScalef
00000001e5141314 (__TEXT,__text) external _glScissor
00000001e5145e40 (__TEXT,__text) external _glScissorArrayv
00000001e5145e60 (__TEXT,__text) external _glScissorIndexed
00000001e5145e88 (__TEXT,__text) external _glScissorIndexedv
00000001e5142944 (__TEXT,__text) external _glSecondaryColor3b
00000001e5147a74 (__TEXT,__text) external _glSecondaryColor3bEXT
00000001e5142964 (__TEXT,__text) external _glSecondaryColor3bv
00000001e5147a94 (__TEXT,__text) external _glSecondaryColor3bvEXT
00000001e514297c (__TEXT,__text) external _glSecondaryColor3d
00000001e5147aac (__TEXT,__text) external _glSecondaryColor3dEXT
00000001e5142990 (__TEXT,__text) external _glSecondaryColor3dv
00000001e5147ac0 (__TEXT,__text) external _glSecondaryColor3dvEXT
00000001e51429a8 (__TEXT,__text) external _glSecondaryColor3f
00000001e5147ad8 (__TEXT,__text) external _glSecondaryColor3fEXT
00000001e51429bc (__TEXT,__text) external _glSecondaryColor3fv
00000001e5147aec (__TEXT,__text) external _glSecondaryColor3fvEXT
00000001e51429d4 (__TEXT,__text) external _glSecondaryColor3i
00000001e5147b04 (__TEXT,__text) external _glSecondaryColor3iEXT
00000001e51429f4 (__TEXT,__text) external _glSecondaryColor3iv
00000001e5147b24 (__TEXT,__text) external _glSecondaryColor3ivEXT
00000001e5142a0c (__TEXT,__text) external _glSecondaryColor3s
00000001e5147b3c (__TEXT,__text) external _glSecondaryColor3sEXT
00000001e5142a2c (__TEXT,__text) external _glSecondaryColor3sv
00000001e5147b5c (__TEXT,__text) external _glSecondaryColor3svEXT
00000001e5142a44 (__TEXT,__text) external _glSecondaryColor3ub
00000001e5147b74 (__TEXT,__text) external _glSecondaryColor3ubEXT
00000001e5142a64 (__TEXT,__text) external _glSecondaryColor3ubv
00000001e5147b94 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00000001e5142a7c (__TEXT,__text) external _glSecondaryColor3ui
