00000001801a12d0 (__TEXT,__text) non-external K256
00000001801b2468 (__TEXT,__text) non-external __ZN5dyld412PrebuiltObjC4makeER11DiagnosticsRNS_12RuntimeStateE.cold.5
000000018018ad4c (__TEXT,__text) non-external (was a private external) __ZN5dyld412PrebuiltObjCC2Ev
000000018018b094 (__TEXT,__text) non-external (was a private external) __ZN5dyld412PrebuiltObjCD2Ev
000000018013e70c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeLocks15couldDlopenLockEv
000000018013e3a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeLocks18takeLockBeforeForkEv
000000018013e230 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeLocks19withLoadersReadLockEU13block_pointerFvvE
000000018013e60c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeLocks20resetLockInForkChildEv
000000018013e2e8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeLocks21withNotifiersReadLockEU13block_pointerFvvE
000000018013e4e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeLocks23releaseLockInForkParentEv
000000018013e6a8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeLocks24takeDlopenLockBeforeForkEv
000000018013e780 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeLocks26resetDlopenLockInForkChildEv
000000018013e6dc (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeLocks29releaseDlopenLockInForkParentEv
000000018013e21c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeLocksC1Ev
0000000180146ec8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState10initializeEv
0000000180145074 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState10notifyLoadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
0000000180144790 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState12notifyDtraceERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
00000001801436d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState12notifyUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
000000018013fe08 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState12setUpLoggingEv
00000001801426f4 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState13decDlRefCountEPKNS_6LoaderE
000000018014261c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState13incDlRefCountEPKNS_6LoaderE
00000001801446e4 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState13removeLoadersERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
000000018013f998 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState13setMainLoaderEPKNS_6LoaderE
00000001801468b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState14notifyObjCInitEPKNS_6LoaderE
0000000180140b08 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState15PermanentRanges4makeERS0_RKN5dyld35ArrayIPKNS_6LoaderEEE
0000000180146bb8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState16addNotifyAddFuncEPKNS_6LoaderENS_16ReadOnlyCallbackIPFvPK11mach_headerlEEE
0000000180140ff4 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState16inPermanentRangeEmmPhPPKNS_6LoaderE
0000000180146448 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState16setObjCNotifiersENS_16ReadOnlyCallbackIPFvPKcPK11mach_headerEEENS1_IPFvS6_PvS6_PKvEEENS1_IPFvPK29_dyld_objc_notify_mapped_infoEEENS1_IPFvjSI_U13block_pointerFvjEEEE
000000018013ea44 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState17printLinkageChainEPKNS_6Loader14LinksWithChainEPKc
000000018013e840 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState17setAppLoadAddressEtPKN5dyld311MachOLoadedE
00000001801b0c8c (__TEXT,__text) non-external __ZN5dyld412RuntimeState17setAppLoadAddressEtPKN5dyld311MachOLoadedE.cold.1
00000001801b0cb8 (__TEXT,__text) non-external __ZN5dyld412RuntimeState17setAppLoadAddressEtPKN5dyld311MachOLoadedE.cold.2
0000000180146d40 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18addNotifyLoadImageEPKNS_6LoaderENS_16ReadOnlyCallbackIPFvPK11mach_headerPKcbEEE
0000000180140fa8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18addPermanentRangesERKN5dyld35ArrayIPKNS_6LoaderEEE
000000018013f830 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18notifyDebuggerLoadEPKNS_6LoaderE
0000000180144a7c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18notifyDebuggerLoadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
000000018014613c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18notifyObjCPatchingEv
0000000180140120 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19addDynamicReferenceEPKNS_6LoaderES3_
0000000180146c7c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19addNotifyRemoveFuncEPKNS_6LoaderENS_16ReadOnlyCallbackIPFvPK11mach_headerlEEE
0000000180145f6c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19doSingletonPatchingERNS_34DyldCacheDataConstLazyScopedWriterE
00000001801432b4 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19garbageCollectInnerEv
0000000180141084 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19increaseJetsamLimitEj
000000018013eeac (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19partitionDelayLoadsENSt3__14spanIPKNS_6LoaderELm18446744073709551615EEES6_PN3lsl6VectorIS5_EE
0000000180144f08 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState20notifyDebuggerUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
00000001801b0d10 (__TEXT,__text) non-external __ZN5dyld412RuntimeState20notifyDebuggerUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE.cold.1
00000001801b0d4c (__TEXT,__text) non-external __ZN5dyld412RuntimeState20notifyDebuggerUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE.cold.2
0000000180147a4c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21allocateProcessArraysEm
0000000180147f94 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21initializeClosureModeEv
00000001801b0890 (__TEXT,__text) non-external __ZN5dyld412RuntimeState21initializeClosureModeEv.cold.1
00000001801b0890 (__TEXT,__text) non-external __ZN5dyld412RuntimeState21initializeClosureModeEv.cold.2
00000001801b0890 (__TEXT,__text) non-external __ZN5dyld412RuntimeState21initializeClosureModeEv.cold.3
000000018013f524 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21loadInsertedLibrariesERN5dyld317OverflowSafeArrayIPNS_6LoaderELy4294967295EEEPKS3_
0000000180141054 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21setLaunchMissingDylibEPKcS2_
0000000180146e04 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState22addNotifyBulkLoadImageEPKNS_6LoaderENS_16ReadOnlyCallbackIPFvjPPK11mach_headerPPKcEEE
0000000180142210 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState22buildInterposingTablesEv
000000018014106c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState22setLaunchMissingSymbolEPKcS2_S2_
000000018014119c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState23appendInterposingTuplesEPKNS_6LoaderEPKhj
00000001801b0d10 (__TEXT,__text) non-external __ZN5dyld412RuntimeState23appendInterposingTuplesEPKNS_6LoaderEPKhj.cold.1
0000000180141084 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState23recordInDataConstBitmapEy
000000018013ec14 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState23recursiveMarkNonDelayedEPKNS_6LoaderEPNS1_14LinksWithChainES5_
00000001801406b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState24addMissingFlatLazySymbolEPKNS_6LoaderEPKcPm
00000001801478b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState24loadAppPrebuiltLoaderSetEv
0000000180145dc8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState25removeDynamicDependenciesEPKNS_6LoaderE
0000000180141084 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState25setVMAccountingSuspendingEb
0000000180140734 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState28rebindMissingFlatLazySymbolsERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
00000001801409b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState28removeMissingFlatLazySymbolsERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
0000000180147264 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState29buildAppPrebuiltLoaderSetPathEb
000000018013e8bc (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState3addEPKNS_6LoaderE
000000018013fca8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState4vlogEPKcPc
000000018012a318 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState9emptySlotEv
0000000180136054 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeStateC2ERKNS_13ProcessConfigERNS_12RuntimeLocksERN3lsl9AllocatorE
00000001801890e8 (__TEXT,__text) non-external (was a private external) __ZN5dyld413BumpAllocator5alignEj
0000000180189084 (__TEXT,__text) non-external (was a private external) __ZN5dyld413BumpAllocator6appendEPKvy
000000018018ab5c (__TEXT,__text) non-external (was a private external) __ZN5dyld413BumpAllocator8finalizeEv
0000000180188f94 (__TEXT,__text) non-external (was a private external) __ZN5dyld413BumpAllocator8zeroFillEy
00000001801b238c (__TEXT,__text) non-external __ZN5dyld413BumpAllocator8zeroFillEy.cold.1
00000001801b23b8 (__TEXT,__text) non-external __ZN5dyld413BumpAllocator8zeroFillEy.cold.2
000000018018ac94 (__TEXT,__text) non-external (was a private external) __ZN5dyld413BumpAllocatorD2Ev
00000001801918b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld413PrebuiltSwift24findProtocolConformancesER11DiagnosticsRNS_12PrebuiltObjCERNS_12RuntimeStateE
0000000180192cd8 (__TEXT,__text) non-external (was a private external) __ZN5dyld413PrebuiltSwift4makeER11DiagnosticsRNS_12PrebuiltObjCERNS_12RuntimeStateE
000000018018aefc (__TEXT,__text) non-external (was a private external) __ZN5dyld413PrebuiltSwiftC2Ev
00000001801382ac (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig12scanForRootsEPv
000000018013b7ec (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides15addPathOverrideERN3lsl9AllocatorEPKcS6_
000000018013b5f0 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides18checkVersionedPathERNS_15SyscallDelegateERKNS0_9DyldCacheERN3lsl9AllocatorEPKcN6mach_o8PlatformERKNSC_19GradedArchitecturesE
000000018013b87c (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides18forEachInColonListEPKcS3_RbU13block_pointerFvS3_S4_E
000000018013b4a4 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides21processVersionedPathsERKNS0_7ProcessERNS_15SyscallDelegateERKNS0_9DyldCacheEN6mach_o8PlatformERKNSA_19GradedArchitecturesERN3lsl9AllocatorE
000000018013cc84 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides8typeNameENS1_4TypeE
000000018013b038 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides9addEnvVarERKNS0_7ProcessERKNS0_8SecurityERN3lsl9AllocatorEPKcbPc
000000018013bdb4 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides9setStringERN3lsl9AllocatorERPKcS6_
000000018013ad64 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverridesC2ERKNS0_7ProcessERKNS0_8SecurityERKNS0_7LoggingERKNS0_9DyldCacheERNS_15SyscallDelegateERN3lsl9AllocatorE
0000000180139000 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig38evaluateSystemWideFunctionVariantFlagsERKS0_
0000000180139028 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig45evaluateProcessorSpecificFunctionVariantFlagsERKS0_
0000000180139640 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7LoggingC2ERKNS0_7ProcessERKNS0_8SecurityERNS_15SyscallDelegateE
0000000180138a88 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process11getDyldPathERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001801389d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process11getMainPathERNS_15SyscallDelegateERN3lsl9AllocatorE
0000000180138cc8 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process12getMainArchsERNS_15SyscallDelegateE
00000001801388a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process13getDyldFileIDEv
0000000180138868 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process13getMainFileIDEv
0000000180138b20 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process15getMainPlatformEv
00000001801388d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process17getMainUnrealPathERNS_15SyscallDelegateERN3lsl9AllocatorE
0000000180138d78 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process24fileIDFromFileHexStringsEPKc
0000000180137368 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process28evaluateFunctionVariantFlagsERKS0_
000000018013835c (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7ProcessC2EPKNS_10KernelArgsERNS_15SyscallDelegateERN3lsl9AllocatorE
0000000180139580 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig8Security12pruneEnvVarsERNS0_7ProcessE
0000000180139384 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig8Security7getAMFIERKNS0_7ProcessERNS_15SyscallDelegateE
0000000180139144 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig8SecurityC2ERNS0_7ProcessERNS_15SyscallDelegateE
000000018013a4d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCache17setupDyldCommPageERNS0_7ProcessERKNS0_8SecurityERNS_15SyscallDelegateE
000000018013a2cc (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCache20setPlatformOSVersionERKNS0_7ProcessE
000000018013abe4 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCache23isAlwaysOverridablePathEPKc
000000018013ac0c (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCache24isProtectedLibSystemPathEPKc
0000000180139da4 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCacheC2ERNS0_7ProcessERKNS0_8SecurityERKNS0_7LoggingERNS_15SyscallDelegateERN3lsl9AllocatorERKS0_
00000001801375dc (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfigC1EPKNS_10KernelArgsERNS_15SyscallDelegateERN3lsl9AllocatorE
0000000180137134 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfigC2EPKNS_10KernelArgsERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001801b0aa8 (__TEXT,__text) non-external __ZN5dyld413ProcessConfigC2EPKNS_10KernelArgsERNS_15SyscallDelegateERN3lsl9AllocatorE.cold.1
0000000180185c7c (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader13BindTargetRef12makeAbsoluteEy
0000000180185d58 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader13BindTargetRefC1ERKNS_6Loader10BindTargetE
0000000180185974 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader13BindTargetRefC2ER11DiagnosticsRKNS_12RuntimeStateERKNS_6Loader14ResolvedSymbolE
00000001801b2158 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader13BindTargetRefC2ER11DiagnosticsRKNS_12RuntimeStateERKNS_6Loader14ResolvedSymbolE.cold.1
00000001801b2180 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader13BindTargetRefC2ER11DiagnosticsRKNS_12RuntimeStateERKNS_6Loader14ResolvedSymbolE.cold.2
00000001801b21a8 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader13BindTargetRefC2ER11DiagnosticsRKNS_12RuntimeStateERKNS_6Loader14ResolvedSymbolE.cold.3
00000001801b21d0 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader13BindTargetRefC2ER11DiagnosticsRKNS_12RuntimeStateERKNS_6Loader14ResolvedSymbolE.cold.4
0000000180185cf0 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader13BindTargetRefC2ERKNS_6Loader10BindTargetE
00000001801b2230 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader13BindTargetRefC2ERKNS_6Loader10BindTargetE.cold.1
0000000180185ca8 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader13BindTargetRefC2Ey
00000001801b2208 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader13BindTargetRefC2Ey.cold.1
000000018018646c (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader14loadDependentsER11DiagnosticsRNS_12RuntimeStateERKNS_6Loader11LoadOptionsE
0000000180187cb8 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader17beginInitializersERNS_12RuntimeStateE
00000001801b22dc (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader17beginInitializersERNS_12RuntimeStateE.cold.1
0000000180188474 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader9serializeER11DiagnosticsRNS_12RuntimeStateERKNS_16JustInTimeLoaderENS_6Loader9LoaderRefEU13block_pointerFvjjRKNS8_14ResolvedSymbolEERNS_12PrebuiltObjCERKNS_13PrebuiltSwiftERNS_13BumpAllocatorE
00000001801b2308 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader9serializeER11DiagnosticsRNS_12RuntimeStateERKNS_16JustInTimeLoaderENS_6Loader9LoaderRefEU13block_pointerFvjjRKNS8_14ResolvedSymbolEERNS_12PrebuiltObjCERKNS_13PrebuiltSwiftERNS_13BumpAllocatorE.cold.1
00000001801b2334 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader9serializeER11DiagnosticsRNS_12RuntimeStateERKNS_16JustInTimeLoaderENS_6Loader9LoaderRefEU13block_pointerFvjjRKNS8_14ResolvedSymbolEERNS_12PrebuiltObjCERKNS_13PrebuiltSwiftERNS_13BumpAllocatorE.cold.2
00000001801b2360 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader9serializeER11DiagnosticsRNS_12RuntimeStateERKNS_16JustInTimeLoaderENS_6Loader9LoaderRefEU13block_pointerFvjjRKNS8_14ResolvedSymbolEERNS_12PrebuiltObjCERKNS_13PrebuiltSwiftERNS_13BumpAllocatorE.cold.3
0000000180187e24 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoaderC2ERKNS_6LoaderE
000000018013271c (__TEXT,__text) non-external (was a private external) __ZN5dyld415SyscallDelegate12DyldCommPageC1Ev
0000000180156a88 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader11withRegionsEPKN5dyld39MachOFileEU13block_pointerFvRKNS1_5ArrayINS_6Loader6RegionEEEE
0000000180154e10 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader14dependentAttrsEj
00000001801b0ea0 (__TEXT,__text) non-external __ZN5dyld416JustInTimeLoader14dependentAttrsEj.cold.1
00000001801b0ecc (__TEXT,__text) non-external __ZN5dyld416JustInTimeLoader14dependentAttrsEj.cold.2
00000001801548d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader14loadDependentsER11DiagnosticsRNS_12RuntimeStateERKNS_6Loader11LoadOptionsE
000000018015748c (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader16makeLaunchLoaderER11DiagnosticsRNS_12RuntimeStateE
0000000180155c94 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader17beginInitializersERNS_12RuntimeStateE
0000000180157568 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader21makePseudoDylibLoaderER11DiagnosticsRNS_12RuntimeStateEPKcRKNS_6Loader11LoadOptionsEPKNS_11PseudoDylibE
0000000180156324 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader21parseSectionLocationsEPKN6mach_o12UnsafeHeaderERNS_16SectionLocationsE
0000000180156ef8 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader24makeJustInTimeLoaderDiskER11DiagnosticsRNS_12RuntimeStateEPKcRKNS_6Loader11LoadOptionsEbjPKN6mach_o6LayoutE
0000000180154fb0 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader28handleStrongWeakDefOverridesERNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterE
0000000180156d5c (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader29makeJustInTimeLoaderDyldCacheER11DiagnosticsRNS_12RuntimeStateEPKcRKNS_6Loader11LoadOptionsEjPKN6mach_o6LayoutE
0000000180155eac (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader4makeERNS_12RuntimeStateEPKN5dyld39MachOFileEPKcRKNS_6FileIDEybbbtPKN6mach_o6LayoutE
00000001ea465bc8 (__DATA,__common) non-external (was a private external) __ZN5dyld416sSyscallDelegateE
0000000180189e34 (__TEXT,__text) non-external (was a private external) __ZN5dyld417PrebuiltLoaderSet13makeLaunchSetER11DiagnosticsRNS_12RuntimeStateERKNS_12MissingPathsE
00000001801b0a1c (__TEXT,__text) non-external __ZN5dyld417PrebuiltLoaderSet13makeLaunchSetER11DiagnosticsRNS_12RuntimeStateERKNS_12MissingPathsE.cold.1
000000018013cef8 (__TEXT,__text) non-external (was a private external) __ZN5dyld420missing_symbol_abortEv
000000018012f520 (__TEXT,__text) non-external (was a private external) __ZN5dyld422HashTypeConformanceKey4hashERK43SwiftTypeProtocolConformanceDiskLocationKeyPv
00000001801189d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld422restartWithDyldInCacheEPKNS_10KernelArgsEPKN6mach_o12UnsafeHeaderEPK15DyldSharedCachePvy
000000018012f5f8 (__TEXT,__text) non-external (was a private external) __ZN5dyld423EqualTypeConformanceKey5equalERK43SwiftTypeProtocolConformanceDiskLocationKeyS3_Pv
00000001801513c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState10fork_childEv
000000018014fee8 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState12removeImagesERN3lsl9AllocatorES3_RNSt3__14spanIPK11mach_headerLm18446744073709551615EEE
000000018014d6b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState12setDyldStateEh
000000018014de50 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState13activateAtlasERN3lsl9AllocatorER10ByteStream
000000018014f260 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState13atlasAddImageERN12PropertyList10DictionaryEyPKc
000000018014d8b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState13generateAtlasERN3lsl9AllocatorE
00000001801504bc (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState13recordMetricsERN12PropertyList10DictionaryE
000000018014dfe4 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState14addDyldSimInfoEPKcy
000000018014dfd8 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState14getProcessInfoEv
00000001801522fc (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState15setRuntimeStateEPNS_12RuntimeStateE
0000000180152348 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState16addRosettaImagesERNSt3__14spanIK19dyld_aot_image_infoLm18446744073709551615EEERNS2_IK15dyld_image_infoLm18446744073709551615EEE
000000018014e410 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState17createMinimalInfoERN3lsl9AllocatorEyPKcyS5_PK15DyldSharedCache
000000018014e3c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState18setSharedCacheInfoEyRKNS0_9ImageInfoEb
000000018014d2d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState19generateCompactInfoERN3lsl9AllocatorER10AAREncoder
0000000180152638 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState19removeRosettaImagesERNSt3__14spanIPK11mach_headerLm18446744073709551615EEE
000000018014f3fc (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState20triggerNotificationsE15dyld_image_modejPK15dyld_image_info
000000018014e3f0 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState21setSharedCacheAddressEmm
0000000180151390 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState22detachFromSharedRegionEv
000000018014ef30 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState22gatherAtlasProcessInfoEyPK15DyldSharedCacheRN12PropertyList10DictionaryE
000000018014f810 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState23setLibSystemInitializedEv
0000000180152220 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState25notifyMonitorOfMainCalledEv
0000000180152334 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState25setRosettaSharedCacheInfoEyPKh
00000001801513b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState27disableCrashReportBacktraceEv
00000001801529bc (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState30completeAllImageInfoTransitionERN3lsl9AllocatorEPKN5dyld39MachOFileE
00000001801527e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState31prepareInCacheDyldAllImageInfosEPKN6mach_o12UnsafeHeaderE
000000018014e054 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState34notifyMonitorOfImageListChangesSimEbjPPK11mach_headerPPKc
0000000180152268 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState37notifyMonitorOfDyldBeforeInitializersEv
000000018014f844 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState9addImagesERN3lsl9AllocatorES3_RKNSt3__14spanINS0_9ImageInfoELm18446744073709551615EEE
000000018014d6b4 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableStateC1ERN3lsl9AllocatorE
