                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff80cd8062f (__TEXT,__text) external __cg_jcopy_block_row
00007ff80cda23f0 (__TEXT,__const) non-external _start_pass.aanscales
00007ff80cda02e1 (__TEXT,__text) non-external _start_pass_1_quant
00007ff80cd77328 (__TEXT,__text) non-external _start_pass_2_quant
00007ff80cd7f64c (__TEXT,__text) non-external _start_pass_coef
00007ff80cd9b879 (__TEXT,__text) non-external _start_pass_coef
00007ff80cd7eedc (__TEXT,__text) non-external _start_pass_dcolor
00007ff80cd97d38 (__TEXT,__text) non-external _start_pass_downsample
00007ff80cd8e1df (__TEXT,__text) non-external _start_pass_dpost
00007ff80cd7e101 (__TEXT,__text) non-external _start_pass_fdctmgr
00007ff80cda2870 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscalefactor
00007ff80cda27f0 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscales
00007ff80cd9cf31 (__TEXT,__text) non-external _start_pass_huff
00007ff80cd98fef (__TEXT,__text) non-external _start_pass_huff_decoder
00007ff80cd806f9 (__TEXT,__text) non-external _start_pass_main
00007ff80cd8d6dc (__TEXT,__text) non-external _start_pass_main
00007ff80cd98a64 (__TEXT,__text) non-external _start_pass_merged_upsample
00007ff80cd80a45 (__TEXT,__text) non-external _start_pass_prep
00007ff80cd8ddb0 (__TEXT,__text) non-external _start_pass_upsample
00007ff80cda3000 (__TEXT,__const) non-external _std_chrominance_quant_tbl
00007ff80cda2f00 (__TEXT,__const) non-external _std_luminance_quant_tbl
00007ff80cda0f08 (__TEXT,__text) non-external _term_destination
00007ff80cda1116 (__TEXT,__text) non-external _term_mem_destination
00007ff80cd7c86f (__TEXT,__text) non-external _term_source
                 (undefined) external _tmpfile (from libSystem)
00007ff80cd77dd6 (__TEXT,__text) non-external _update_box
00007ff80cd8cdf9 (__TEXT,__text) non-external _use_merged_upsample
00007ff80cd7c66b (__TEXT,__text) non-external _write_backing_store
00007ff80cd9bc90 (__TEXT,__text) non-external _write_file_header
00007ff80cd9c52d (__TEXT,__text) non-external _write_file_trailer
00007ff80cd9bec1 (__TEXT,__text) non-external _write_frame_header
00007ff80cd9c665 (__TEXT,__text) non-external _write_marker_byte
00007ff80cd9c5f5 (__TEXT,__text) non-external _write_marker_header
00007ff80cd9c1b5 (__TEXT,__text) non-external _write_scan_header
00007ff80cd9c553 (__TEXT,__text) non-external _write_tables_only
00007ff80cd7f0bb (__TEXT,__text) non-external _ycc_rgb_convert
00007ff80cd7f38c (__TEXT,__text) non-external _ycck_cmyk_convert
