0000000180110460 (__TEXT,__text) non-external K256
0000000180117d48 (__TEXT,__text) non-external __ZN5dyld412PrebuiltObjC32forEachSelectorReferenceToUniqueERNS_12RuntimeStateEPKNS_6LoaderEyRKNS_14ObjCBinaryInfoEU13block_pointerFvyyPKcE.cold.1
00000001800e23c8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412PrebuiltObjC4makeER11DiagnosticsRNS_12RuntimeStateE
0000000180117d74 (__TEXT,__text) non-external __ZN5dyld412PrebuiltObjC4makeER11DiagnosticsRNS_12RuntimeStateE.cold.1
0000000180117d9c (__TEXT,__text) non-external __ZN5dyld412PrebuiltObjC4makeER11DiagnosticsRNS_12RuntimeStateE.cold.2
0000000180117dc4 (__TEXT,__text) non-external __ZN5dyld412PrebuiltObjC4makeER11DiagnosticsRNS_12RuntimeStateE.cold.3
0000000180117df0 (__TEXT,__text) non-external __ZN5dyld412PrebuiltObjC4makeER11DiagnosticsRNS_12RuntimeStateE.cold.4
0000000180117e1c (__TEXT,__text) non-external __ZN5dyld412PrebuiltObjC4makeER11DiagnosticsRNS_12RuntimeStateE.cold.5
0000000180117e48 (__TEXT,__text) non-external __ZN5dyld412PrebuiltObjC4makeER11DiagnosticsRNS_12RuntimeStateE.cold.6
0000000180117e74 (__TEXT,__text) non-external __ZN5dyld412PrebuiltObjC4makeER11DiagnosticsRNS_12RuntimeStateE.cold.7
00000001800c7a54 (__TEXT,__text) non-external (was a private external) __ZN5dyld412PrebuiltObjCC2Ev
00000001800c80f8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412PrebuiltObjCD2Ev
00000001800b141c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState10initializeEv
00000001800b0168 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState10notifyLoadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
00000001800aba60 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState11withTLVLockEU13block_pointerFvvE
00000001800afe98 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState12notifyDtraceERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
00000001800aefb0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState12notifyUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
0000000180114d84 (__TEXT,__text) non-external __ZN5dyld412RuntimeState12notifyUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE.cold.1
0000000180114dac (__TEXT,__text) non-external __ZN5dyld412RuntimeState12notifyUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE.cold.2
00000001800abf80 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState12setUpLoggingEv
00000001800ae24c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState13decDlRefCountEPKNS_6LoaderE
00000001800ae1bc (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState13incDlRefCountEPKNS_6LoaderE
00000001800af6f8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState13removeLoadersERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
00000001800ab6b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState13setDyldLoaderEPKNS_6LoaderE
0000000180114a34 (__TEXT,__text) non-external __ZN5dyld412RuntimeState13setDyldLoaderEPKNS_6LoaderE.cold.1
00000001800ab754 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState13setMainLoaderEPKNS_6LoaderE
00000001800ab4b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState14appLoadAddressEt
0000000180114958 (__TEXT,__text) non-external __ZN5dyld412RuntimeState14appLoadAddressEt.cold.1
0000000180114984 (__TEXT,__text) non-external __ZN5dyld412RuntimeState14appLoadAddressEt.cold.2
00000001800b114c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState14notifyObjCInitEPKNS_6LoaderE
00000001800ac14c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState15PermanentRanges4makeERS0_RKN5dyld35ArrayIPKNS_6LoaderEEE
0000000180114a60 (__TEXT,__text) non-external __ZN5dyld412RuntimeState15PermanentRanges4makeERS0_RKN5dyld35ArrayIPKNS_6LoaderEEE.cold.1
00000001800b1bcc (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState16_finalizeListTLVEPv
00000001800b1880 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState16_instantiateTLVsEm
00000001800b120c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState16addNotifyAddFuncEPKNS_6LoaderEPFvPK11mach_headerlE
00000001800ac6a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState16inPermanentRangeEmmPhPPKNS_6LoaderE
00000001800b0d44 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState16setObjCNotifiersEPFvjPKPKcPKPK11mach_headerEPFvS2_S7_ESD_PFvS7_PvS7_PKvEPFvjPK29_dyld_objc_notify_mapped_infoE
00000001800ab4f0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState17setAppLoadAddressEtPKN5dyld311MachOLoadedE
00000001801149b0 (__TEXT,__text) non-external __ZN5dyld412RuntimeState17setAppLoadAddressEtPKN5dyld311MachOLoadedE.cold.1
00000001801149dc (__TEXT,__text) non-external __ZN5dyld412RuntimeState17setAppLoadAddressEtPKN5dyld311MachOLoadedE.cold.2
00000001800b1b78 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18TLV_TerminatorList16reverseWalkChainEU13block_pointerFvPS1_E
00000001800b1314 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18addNotifyLoadImageEPKNS_6LoaderEPFvPK11mach_headerPKcbE
00000001800ac654 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18addPermanentRangesERKN5dyld35ArrayIPKNS_6LoaderEEE
00000001800af7a4 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18notifyDebuggerLoadEPKNS_6LoaderE
00000001800af884 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18notifyDebuggerLoadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
00000001800b0b60 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18notifyObjCPatchingEv
00000001800b3028 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18takeLockBeforeForkEv
00000001800abb30 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19addDynamicReferenceEPKNS_6LoaderES3_
00000001800b1290 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19addNotifyRemoveFuncEPKNS_6LoaderEPFvPK11mach_headerlE
00000001800b09fc (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19doSingletonPatchingEv
00000001800b2fd0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19freeProcessSnapshotEv
00000001800aec5c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19garbageCollectInnerEv
00000001800ab3f0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19withLoadersReadLockEU13block_pointerFvvE
00000001800afd50 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState20notifyDebuggerUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
0000000180114dfc (__TEXT,__text) non-external __ZN5dyld412RuntimeState20notifyDebuggerUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE.cold.1
0000000180114e24 (__TEXT,__text) non-external __ZN5dyld412RuntimeState20notifyDebuggerUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE.cold.2
00000001800b31c4 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState20resetLockInForkChildEv
00000001800b1a38 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21addTLVTerminationFuncEPFvPvES1_
00000001800b252c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21allocateProcessArraysEm
00000001800afb58 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21commitProcessSnapshotEv
00000001800b293c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21initializeClosureModeEv
0000000180114f8c (__TEXT,__text) non-external __ZN5dyld412RuntimeState21initializeClosureModeEv.cold.1
0000000180114fb4 (__TEXT,__text) non-external __ZN5dyld412RuntimeState21initializeClosureModeEv.cold.2
00000001800adf00 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21setLaunchMissingDylibEPKcS2_
00000001800ab990 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21withNotifiersReadLockEU13block_pointerFvvE
00000001800b1398 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState22addNotifyBulkLoadImageEPKNS_6LoaderEPFvjPPK11mach_headerPPKcE
00000001800ad9d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState22buildInterposingTablesEv
00000001800ab528 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState22cachedDylibLoadAddressEt
0000000180114a08 (__TEXT,__text) non-external __ZN5dyld412RuntimeState22cachedDylibLoadAddressEt.cold.1
00000001800adf1c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState22setLaunchMissingSymbolEPKcS2_S2_
00000001800ac8a8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState23appendInterposingTuplesEPKNS_6LoaderEPKhj
0000000180114ad8 (__TEXT,__text) non-external __ZN5dyld412RuntimeState23appendInterposingTuplesEPKNS_6LoaderEPKhj.cold.1
00000001800b30fc (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState23releaseLockInForkParentEv
00000001800adf38 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState24addMissingFlatLazySymbolEPKNS_6LoaderEPKcPm
00000001800b23d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState24loadAppPrebuiltLoaderSetEv
00000001800b32bc (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState24takeDlopenLockBeforeForkEv
00000001800afa9c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState25getCurrentProcessSnapshotEv
00000001800b0bfc (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState25removeDynamicDependenciesEPKNS_6LoaderE
00000001800ae1b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState25setVMAccountingSuspendingEb
00000001800b3338 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState26resetDlopenLockInForkChildEv
00000001800adf9c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState28rebindMissingFlatLazySymbolsERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
00000001800ae098 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState28removeMissingFlatLazySymbolsERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
00000001800b1ea0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState29buildAppPrebuiltLoaderSetPathEb
00000001800b32fc (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState29releaseDlopenLockInForkParentEv
00000001800ab56c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState3addEPKNS_6LoaderE
00000001800abe54 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState4vlogEPKcPc
00000001800b1dc4 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState7exitTLVEv
00000001800b1508 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState9setUpTLVsEPKN5dyld313MachOAnalyzerE
00000001800a51d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeStateC2ERKNS_13ProcessConfigERN3lsl9AllocatorERNS_12RuntimeLocksE
00000001800c5af4 (__TEXT,__text) non-external (was a private external) __ZN5dyld413BumpAllocator5alignEj
00000001800c5a90 (__TEXT,__text) non-external (was a private external) __ZN5dyld413BumpAllocator6appendEPKvm
00000001800c7868 (__TEXT,__text) non-external (was a private external) __ZN5dyld413BumpAllocator8finalizeEv
00000001800c59a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld413BumpAllocator8zeroFillEm
00000001801164bc (__TEXT,__text) non-external __ZN5dyld413BumpAllocator8zeroFillEm.cold.1
00000001801164e8 (__TEXT,__text) non-external __ZN5dyld413BumpAllocator8zeroFillEm.cold.2
00000001800c799c (__TEXT,__text) non-external (was a private external) __ZN5dyld413BumpAllocatorD2Ev
00000001800b5398 (__TEXT,__text) non-external (was a private external) __ZN5dyld413PrebuiltSwift24findProtocolConformancesER11DiagnosticsRNS_12PrebuiltObjCERNS_12RuntimeStateE
00000001800b6b68 (__TEXT,__text) non-external (was a private external) __ZN5dyld413PrebuiltSwift4makeER11DiagnosticsRNS_12PrebuiltObjCERNS_12RuntimeStateE
00000001800c7d30 (__TEXT,__text) non-external (was a private external) __ZN5dyld413PrebuiltSwiftC2Ev
00000001800a6bcc (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig12scanForRootsEPv
00000001800a96c8 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides15addPathOverrideERN3lsl9AllocatorEPKcS6_
00000001800a9508 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides18checkVersionedPathERNS_15SyscallDelegateERKNS0_9DyldCacheERN3lsl9AllocatorEPKcN5dyld38PlatformERKNSC_11GradedArchsE
00000001800a9750 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides18forEachInColonListEPKcS3_RbU13block_pointerFvS3_S4_E
00000001800a9374 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides21processVersionedPathsERKNS0_7ProcessERNS_15SyscallDelegateERKNS0_9DyldCacheEN5dyld38PlatformERKNSA_11GradedArchsERN3lsl9AllocatorE
00000001800aa870 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides8typeNameENS1_4TypeE
00000001800a9014 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides9addEnvVarERKNS0_7ProcessERKNS0_8SecurityERN3lsl9AllocatorEPKcbPc
00000001800a9c24 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides9setStringERN3lsl9AllocatorERPKcS6_
00000001800a8e50 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverridesC2ERKNS0_7ProcessERKNS0_8SecurityERKNS0_7LoggingERKNS0_9DyldCacheERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800a79ec (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7LoggingC2ERKNS0_7ProcessERKNS0_8SecurityERNS_15SyscallDelegateE
00000001800a73cc (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process11getDyldPathERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800a72e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process11getMainPathERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800a7464 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process12getMainArchsERNS_15SyscallDelegateE
00000001800a7394 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process13getDyldFileIDEv
00000001800a71b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process13getMainFileIDEv
00000001800a6ff0 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process15getMainPlatformEv
00000001800a71e8 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process17getMainUnrealPathERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800a7548 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process24fileIDFromFileHexStringsEPKc
00000001800a6be8 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7ProcessC2EPKNS_10KernelArgsERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800a7944 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig8Security12pruneEnvVarsERNS0_7ProcessE
00000001800a789c (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig8Security7getAMFIERKNS0_7ProcessERNS_15SyscallDelegateE
00000001800a7778 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig8SecurityC2ERNS0_7ProcessERNS_15SyscallDelegateE
00000001800a86c8 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCache17setupDyldCommPageERNS0_7ProcessERKNS0_8SecurityERNS_15SyscallDelegateE
00000001800a8544 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCache20setPlatformOSVersionERKNS0_7ProcessE
00000001800a8d84 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCache23isAlwaysOverridablePathEPKc
00000001800a8100 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCacheC2ERNS0_7ProcessERKNS0_8SecurityERKNS0_7LoggingERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800a651c (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfigC1EPKNS_10KernelArgsERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800a644c (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfigC2EPKNS_10KernelArgsERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800c2ebc (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader13BindTargetRef12makeAbsoluteEy
00000001801161f4 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader13BindTargetRef12makeAbsoluteEy.cold.1
00000001800c2f50 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader13BindTargetRefC1ERKNS_6Loader10BindTargetE
00000001800c2ee0 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader13BindTargetRefC2ERKNS_6Loader10BindTargetE
000000018011621c (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader13BindTargetRefC2ERKNS_6Loader10BindTargetE.cold.1
00000001800c2d14 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader13BindTargetRefC2ERKNS_6Loader14ResolvedSymbolE
0000000180116174 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader13BindTargetRefC2ERKNS_6Loader14ResolvedSymbolE.cold.1
00000001801161a0 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader13BindTargetRefC2ERKNS_6Loader14ResolvedSymbolE.cold.2
00000001800c33dc (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader14loadDependentsER11DiagnosticsRNS_12RuntimeStateERKNS_6Loader11LoadOptionsE
00000001800c49f0 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader17beginInitializersERNS_12RuntimeStateE
0000000180116394 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader17beginInitializersERNS_12RuntimeStateE.cold.1
00000001800c4fd8 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader9serializeER11DiagnosticsRNS_12RuntimeStateERKNS_16JustInTimeLoaderENS_6Loader9LoaderRefEU13block_pointerFvjjRKNS8_14ResolvedSymbolEERKNS_12PrebuiltObjCERKNS_13PrebuiltSwiftERNS_13BumpAllocatorE
0000000180116410 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader9serializeER11DiagnosticsRNS_12RuntimeStateERKNS_16JustInTimeLoaderENS_6Loader9LoaderRefEU13block_pointerFvjjRKNS8_14ResolvedSymbolEERKNS_12PrebuiltObjCERKNS_13PrebuiltSwiftERNS_13BumpAllocatorE.cold.1
0000000180116438 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader9serializeER11DiagnosticsRNS_12RuntimeStateERKNS_16JustInTimeLoaderENS_6Loader9LoaderRefEU13block_pointerFvjjRKNS8_14ResolvedSymbolEERKNS_12PrebuiltObjCERKNS_13PrebuiltSwiftERNS_13BumpAllocatorE.cold.2
0000000180116464 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader9serializeER11DiagnosticsRNS_12RuntimeStateERKNS_16JustInTimeLoaderENS_6Loader9LoaderRefEU13block_pointerFvjjRKNS8_14ResolvedSymbolEERKNS_12PrebuiltObjCERKNS_13PrebuiltSwiftERNS_13BumpAllocatorE.cold.3
0000000180116490 (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader9serializeER11DiagnosticsRNS_12RuntimeStateERKNS_16JustInTimeLoaderENS_6Loader9LoaderRefEU13block_pointerFvjjRKNS8_14ResolvedSymbolEERKNS_12PrebuiltObjCERKNS_13PrebuiltSwiftERNS_13BumpAllocatorE.cold.4
00000001800dfd68 (__TEXT,__text) non-external (was a private external) __ZN5dyld415ObjCStringTable5writeERKN4objc11PerfectHashERKN5dyld35ArrayINS5_3MapIPKcNS_6Loader10BindTargetENS5_11HashCStringENS5_12EqualCStringEE5NodeTEEE
0000000180117640 (__TEXT,__text) non-external __ZN5dyld415ObjCStringTable5writeERKN4objc11PerfectHashERKN5dyld35ArrayINS5_3MapIPKcNS_6Loader10BindTargetENS5_11HashCStringENS5_12EqualCStringEE5NodeTEEE.cold.1
000000018011766c (__TEXT,__text) non-external __ZN5dyld415ObjCStringTable5writeERKN4objc11PerfectHashERKN5dyld35ArrayINS5_3MapIPKcNS_6Loader10BindTargetENS5_11HashCStringENS5_12EqualCStringEE5NodeTEEE.cold.2
0000000180117694 (__TEXT,__text) non-external __ZN5dyld415ObjCStringTable5writeERKN4objc11PerfectHashERKN5dyld35ArrayINS5_3MapIPKcNS_6Loader10BindTargetENS5_11HashCStringENS5_12EqualCStringEE5NodeTEEE.cold.3
00000001801176bc (__TEXT,__text) non-external __ZN5dyld415ObjCStringTable5writeERKN4objc11PerfectHashERKN5dyld35ArrayINS5_3MapIPKcNS_6Loader10BindTargetENS5_11HashCStringENS5_12EqualCStringEE5NodeTEEE.cold.4
00000001801176e4 (__TEXT,__text) non-external __ZN5dyld415ObjCStringTable5writeERKN4objc11PerfectHashERKN5dyld35ArrayINS5_3MapIPKcNS_6Loader10BindTargetENS5_11HashCStringENS5_12EqualCStringEE5NodeTEEE.cold.5
00000001800c9ed8 (__TEXT,__text) non-external (was a private external) __ZN5dyld415SyscallDelegate12DyldCommPageC1Ev
00000001800c1cb4 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader11withRegionsEPKN5dyld39MachOFileEU13block_pointerFvRKNS1_5ArrayINS_6Loader6RegionEEEE
00000001800c02c8 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader13dependentKindEj
0000000180115ea8 (__TEXT,__text) non-external __ZN5dyld416JustInTimeLoader13dependentKindEj.cold.1
0000000180115ed4 (__TEXT,__text) non-external __ZN5dyld416JustInTimeLoader13dependentKindEj.cold.2
00000001800bfe1c (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader14loadDependentsER11DiagnosticsRNS_12RuntimeStateERKNS_6Loader11LoadOptionsE
00000001800c24cc (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader16makeLaunchLoaderER11DiagnosticsRNS_12RuntimeStateEPKN5dyld313MachOAnalyzerEPKcPKN6mach_o6LayoutE
00000001800c12c8 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader17beginInitializersERNS_12RuntimeStateE
00000001800c20b4 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader24makeJustInTimeLoaderDiskER11DiagnosticsRNS_12RuntimeStateEPKcRKNS_6Loader11LoadOptionsEbjPKN6mach_o6LayoutE
00000001800c044c (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader28handleStrongWeakDefOverridesERNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterE
00000001800c1f50 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader29makeJustInTimeLoaderDyldCacheER11DiagnosticsRNS_12RuntimeStateEPKcRKNS_6Loader11LoadOptionsEjPKN6mach_o6LayoutE
00000001800c13ac (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader4makeERNS_12RuntimeStateEPKN5dyld39MachOFileEPKcRKNS_6FileIDEybbbtPKN6mach_o6LayoutE
00000001dbe613c0 (__DATA,__common) non-external (was a private external) __ZN5dyld416sSyscallDelegateE
00000001800c6908 (__TEXT,__text) non-external (was a private external) __ZN5dyld417PrebuiltLoaderSet13makeLaunchSetER11DiagnosticsRNS_12RuntimeStateERKNS_12MissingPathsE
0000000180116724 (__TEXT,__text) non-external __ZN5dyld417PrebuiltLoaderSet13makeLaunchSetER11DiagnosticsRNS_12RuntimeStateERKNS_12MissingPathsE.cold.1
00000001800d2b58 (__TEXT,__text) non-external (was a private external) __ZN5dyld420addImagesToAllImagesERNS_12RuntimeStateEjPK15dyld_image_infoj
00000001800dc2ac (__TEXT,__text) non-external (was a private external) __ZN5dyld420notifyMonitoringDyldEbjPPK11mach_headerPPKc
00000001800df710 (__TEXT,__text) non-external (was a private external) __ZN5dyld422HashTypeConformanceKey4hashERK43SwiftTypeProtocolConformanceDiskLocationKeyPv
00000001800a2964 (__TEXT,__text) non-external (was a private external) __ZN5dyld422restartWithDyldInCacheEPKNS_10KernelArgsEPKN5dyld39MachOFileEPv
00000001800b6f38 (__TEXT,__text) non-external (was a private external) __ZN5dyld423EqualTypeConformanceKey5equalERK43SwiftTypeProtocolConformanceDiskLocationKeyS3_Pv
00000001800d4d08 (__TEXT,__text) non-external (was a private external) __ZN5dyld423mach_msg_sim_interposedEP17mach_msg_header_tijjjjj
00000001800dc588 (__TEXT,__text) non-external (was a private external) __ZN5dyld424notifyMonitoringDyldMainEv
00000001800d2c60 (__TEXT,__text) non-external (was a private external) __ZN5dyld424removeImageFromAllImagesEPK11mach_header
00000001800df808 (__TEXT,__text) non-external (was a private external) __ZN5dyld425HashForeignConformanceKey4hashERK50SwiftForeignTypeProtocolConformanceDiskLocationKeyPv
00000001800df880 (__TEXT,__text) non-external (was a private external) __ZN5dyld426EqualForeignConformanceKey5equalERK50SwiftForeignTypeProtocolConformanceDiskLocationKeyS3_Pv
00000001800b6fa8 (__TEXT,__text) non-external (was a private external) __ZN5dyld426HashMetadataConformanceKey4hashERK47SwiftMetadataProtocolConformanceDiskLocationKeyPv
00000001800d2aa8 (__TEXT,__text) non-external (was a private external) __ZN5dyld426addNonSharedCacheImageUUIDERN3lsl9AllocatorERK14dyld_uuid_info
00000001800df798 (__TEXT,__text) non-external (was a private external) __ZN5dyld427EqualMetadataConformanceKey5equalERK47SwiftMetadataProtocolConformanceDiskLocationKeyS3_Pv
00000001800d4b14 (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponder11sendMessageEijP17mach_msg_header_t
00000001800d4cb0 (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponder23blockOnSynchronousEventEj
00000001800d4a98 (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponderC1Ev
00000001800d499c (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponderC2Ev
00000001800d4b10 (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponderD1Ev
00000001800d4a9c (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponderD2Ev
