                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strncat_chk (from libSystem)
000000018f57e308 (__TEXT,__text) external __cg_jcopy_block_row
000000018f599dc0 (__TEXT,__text) non-external _term_destination
000000018f59a02c (__TEXT,__text) non-external _term_mem_destination
000000018f57aa94 (__TEXT,__text) non-external _term_source
                 (undefined) external _unlink (from libSystem)
000000018f575fac (__TEXT,__text) non-external _update_box
000000018f589848 (__TEXT,__text) non-external _use_merged_upsample
000000018f57a7e4 (__TEXT,__text) non-external _write_backing_store
000000018f5951c0 (__TEXT,__text) non-external _write_file_header
000000018f595a88 (__TEXT,__text) non-external _write_file_trailer
000000018f5953d8 (__TEXT,__text) non-external _write_frame_header
000000018f595c30 (__TEXT,__text) non-external _write_marker_byte
000000018f595b9c (__TEXT,__text) non-external _write_marker_header
000000018f595734 (__TEXT,__text) non-external _write_scan_header
000000018f595ac8 (__TEXT,__text) non-external _write_tables_only
000000018f57d45c (__TEXT,__text) non-external _ycc_rgb_convert
000000018f57d700 (__TEXT,__text) non-external _ycck_cmyk_convert
