00007ff800cc3d83 (__TEXT,__text) external _APL_dgemm
00007ff800cb6cad (__TEXT,__text) external _cblas_ztrsm
00007ff800e3022b (__TEXT,__text) external _cblas_ztrsv
00007ff800becf68 (__TEXT,__text) external _ccopy
00007ff800becf68 (__TEXT,__text) external _ccopy_
00007ff800becf7c (__TEXT,__text) external _cdotc
00007ff800becf7c (__TEXT,__text) external _cdotc_
00007ff800becf9e (__TEXT,__text) external _cdotu
00007ff800becf9e (__TEXT,__text) external _cdotu_
00007ff800beb76c (__TEXT,__text) external _cgbmv
00007ff800beb76c (__TEXT,__text) external _cgbmv_
00007ff800be8cd5 (__TEXT,__text) external _cgemm
00007ff800be8cd5 (__TEXT,__text) external _cgemm_
00007ff800beb6a4 (__TEXT,__text) external _cgemv
00007ff800beb6a4 (__TEXT,__text) external _cgemv_
00007ff800bec07b (__TEXT,__text) external _cgerc
00007ff800bec07b (__TEXT,__text) external _cgerc_
00007ff800bec0cb (__TEXT,__text) external _cgeru
00007ff800bec0cb (__TEXT,__text) external _cgeru_
00007ff800beb8d7 (__TEXT,__text) external _chbmv
00007ff800beb8d7 (__TEXT,__text) external _chbmv_
00007ff800be8df7 (__TEXT,__text) external _chemm
00007ff800be8df7 (__TEXT,__text) external _chemm_
00007ff800beb846 (__TEXT,__text) external _chemv
00007ff800beb846 (__TEXT,__text) external _chemv_
00007ff800bec11b (__TEXT,__text) external _cher
00007ff800bec18c (__TEXT,__text) external _cher2
00007ff800bec18c (__TEXT,__text) external _cher2_
00007ff800be9458 (__TEXT,__text) external _cher2k
00007ff800be9458 (__TEXT,__text) external _cher2k_
00007ff800bec11b (__TEXT,__text) external _cher_
00007ff800be9267 (__TEXT,__text) external _cherk
00007ff800be9267 (__TEXT,__text) external _cherk_
00007ff800beb974 (__TEXT,__text) external _chpmv
00007ff800beb974 (__TEXT,__text) external _chpmv_
00007ff800bec216 (__TEXT,__text) external _chpr
00007ff800bec27e (__TEXT,__text) external _chpr2
00007ff800bec27e (__TEXT,__text) external _chpr2_
00007ff800bec216 (__TEXT,__text) external _chpr_
00007ff800becfc0 (__TEXT,__text) external _crotg
00007ff800becfc0 (__TEXT,__text) external _crotg_
00007ff800becfcd (__TEXT,__text) external _cscal
00007ff800becfcd (__TEXT,__text) external _cscal_
00007ff800becfde (__TEXT,__text) external _csrot
00007ff800becfde (__TEXT,__text) external _csrot_
00007ff800becfff (__TEXT,__text) external _csscal
00007ff800becfff (__TEXT,__text) external _csscal_
00007ff800bed019 (__TEXT,__text) external _cswap
00007ff800bed019 (__TEXT,__text) external _cswap_
00007ff800be8ed1 (__TEXT,__text) external _csymm
00007ff800be8ed1 (__TEXT,__text) external _csymm_
00007ff800be9563 (__TEXT,__text) external _csyr2k
00007ff800be9563 (__TEXT,__text) external _csyr2k_
00007ff800be9369 (__TEXT,__text) external _csyrk
00007ff800be9369 (__TEXT,__text) external _csyrk_
00007ff800bebb0b (__TEXT,__text) external _ctbmv
00007ff800bebb0b (__TEXT,__text) external _ctbmv_
00007ff800bebe50 (__TEXT,__text) external _ctbsv
00007ff800bebe50 (__TEXT,__text) external _ctbsv_
00007ff800bebc2d (__TEXT,__text) external _ctpmv
00007ff800bebc2d (__TEXT,__text) external _ctpmv_
00007ff800bebf72 (__TEXT,__text) external _ctpsv
00007ff800bebf72 (__TEXT,__text) external _ctpsv_
00007ff800be8fab (__TEXT,__text) external _ctrmm
00007ff800be8fab (__TEXT,__text) external _ctrmm_
00007ff800beb9f1 (__TEXT,__text) external _ctrmv
00007ff800beb9f1 (__TEXT,__text) external _ctrmv_
00007ff800be9109 (__TEXT,__text) external _ctrsm
00007ff800be9109 (__TEXT,__text) external _ctrsm_
00007ff800bebd36 (__TEXT,__text) external _ctrsv
00007ff800bebd36 (__TEXT,__text) external _ctrsv_
00007ff800bed06e (__TEXT,__text) external _dasum
00007ff800bed06e (__TEXT,__text) external _dasum_
00007ff800bed07c (__TEXT,__text) external _daxpy
00007ff800bed07c (__TEXT,__text) external _daxpy_
00007ff800be7f73 (__TEXT,__text) external _dcabs1
00007ff800be7f73 (__TEXT,__text) external _dcabs1_
00007ff800bed09f (__TEXT,__text) external _dcopy
00007ff800bed09f (__TEXT,__text) external _dcopy_
00007ff800bed0b3 (__TEXT,__text) external _ddot
00007ff800bed0b3 (__TEXT,__text) external _ddot_
00007ff800beabff (__TEXT,__text) external _dgbmv
00007ff800beabff (__TEXT,__text) external _dgbmv_
00007ff800c63895 (__TEXT,__text) external _dgeCopy
00007ff800c8be08 (__TEXT,__text) external _dgePack_A_NoTran
00007ff800c8bcf6 (__TEXT,__text) external _dgePack_A_Tran
00007ff800c8c13c (__TEXT,__text) external _dgePack_B_NoTran
00007ff800c8bf8c (__TEXT,__text) external _dgePack_B_Tran
00007ff800c63857 (__TEXT,__text) external _dgeSetZero
00007ff800be8659 (__TEXT,__text) external _dgemm
00007ff800be8659 (__TEXT,__text) external _dgemm_
00007ff800beab57 (__TEXT,__text) external _dgemv
00007ff800beab57 (__TEXT,__text) external _dgemv_
00007ff800beb484 (__TEXT,__text) external _dger
00007ff800beb484 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
00007ff800bed0c4 (__TEXT,__text) external _dnrm2
00007ff800bed0c4 (__TEXT,__text) external _dnrm2_
00007ff800e1b235 (__TEXT,__text) external _double_general_add
00007ff800e28bbe (__TEXT,__text) external _double_general_add_scalar
00007ff800e1f04e (__TEXT,__text) external _double_general_elementwise_product
00007ff800e26ebd (__TEXT,__text) external _double_general_permute_cols
00007ff800e26ce9 (__TEXT,__text) external _double_general_permute_rows
00007ff800e2f066 (__TEXT,__text) external _double_general_product_scalar
00007ff800e1f42e (__TEXT,__text) external _double_general_splat
00007ff800e1e7fc (__TEXT,__text) external _double_general_sub_scalar
00007ff800e26c46 (__TEXT,__text) external _double_general_transpose
00007ff800e29553 (__TEXT,__text) external _double_inner_product_scalar
00007ff800e218c2 (__TEXT,__text) external _double_outer_product_scalar
00007ff800bed0d2 (__TEXT,__text) external _drot
00007ff800bed0d2 (__TEXT,__text) external _drot_
00007ff800bed0f3 (__TEXT,__text) external _drotg
00007ff800bed0f3 (__TEXT,__text) external _drotg_
00007ff800bed100 (__TEXT,__text) external _drotm
00007ff800bed100 (__TEXT,__text) external _drotm_
00007ff800bed114 (__TEXT,__text) external _drotmg
00007ff800bed114 (__TEXT,__text) external _drotmg_
00007ff800bead5e (__TEXT,__text) external _dsbmv
00007ff800bead5e (__TEXT,__text) external _dsbmv_
00007ff800bed128 (__TEXT,__text) external _dscal
00007ff800bed128 (__TEXT,__text) external _dscal_
00007ff800bed171 (__TEXT,__text) external _dsdot
00007ff800bed171 (__TEXT,__text) external _dsdot_
00007ff800beadfe (__TEXT,__text) external _dspmv
00007ff800beadfe (__TEXT,__text) external _dspmv_
00007ff800beb5c4 (__TEXT,__text) external _dspr
00007ff800beb62c (__TEXT,__text) external _dspr2
00007ff800beb62c (__TEXT,__text) external _dspr2_
00007ff800beb5c4 (__TEXT,__text) external _dspr_
00007ff800bed142 (__TEXT,__text) external _dswap
00007ff800bed142 (__TEXT,__text) external _dswap_
00007ff800be8765 (__TEXT,__text) external _dsymm
00007ff800be8765 (__TEXT,__text) external _dsymm_
00007ff800beaccc (__TEXT,__text) external _dsymv
00007ff800beaccc (__TEXT,__text) external _dsymv_
00007ff800beb4c9 (__TEXT,__text) external _dsyr
00007ff800beb53a (__TEXT,__text) external _dsyr2
00007ff800beb53a (__TEXT,__text) external _dsyr2_
00007ff800be8be0 (__TEXT,__text) external _dsyr2k
00007ff800be8be0 (__TEXT,__text) external _dsyr2k_
00007ff800beb4c9 (__TEXT,__text) external _dsyr_
00007ff800be8af8 (__TEXT,__text) external _dsyrk
00007ff800be8af8 (__TEXT,__text) external _dsyrk_
00007ff800beaf82 (__TEXT,__text) external _dtbmv
00007ff800beaf82 (__TEXT,__text) external _dtbmv_
00007ff800beb285 (__TEXT,__text) external _dtbsv
00007ff800beb285 (__TEXT,__text) external _dtbsv_
00007ff800beb08e (__TEXT,__text) external _dtpmv
00007ff800beb08e (__TEXT,__text) external _dtpmv_
00007ff800beb391 (__TEXT,__text) external _dtpsv
00007ff800beb391 (__TEXT,__text) external _dtpsv_
00007ff800c6399f (__TEXT,__text) external _dtrCopyLower
00007ff800c63942 (__TEXT,__text) external _dtrSetZeroLower
00007ff800be8846 (__TEXT,__text) external _dtrmm
00007ff800be8846 (__TEXT,__text) external _dtrmm_
00007ff800beae7e (__TEXT,__text) external _dtrmv
00007ff800beae7e (__TEXT,__text) external _dtrmv_
00007ff800be899f (__TEXT,__text) external _dtrsm
00007ff800be899f (__TEXT,__text) external _dtrsm_
00007ff800beb181 (__TEXT,__text) external _dtrsv
00007ff800beb181 (__TEXT,__text) external _dtrsv_
00007ff800bed2b9 (__TEXT,__text) external _dzasum
00007ff800bed2b9 (__TEXT,__text) external _dzasum_
00007ff800bed2c7 (__TEXT,__text) external _dznrm2
00007ff800bed2c7 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00007ff800e1d5e4 (__TEXT,__text) external _float_general_add
00007ff800e1e598 (__TEXT,__text) external _float_general_add_scalar
00007ff800e1ec28 (__TEXT,__text) external _float_general_elementwise_product
00007ff800e1d2e4 (__TEXT,__text) external _float_general_permute_cols
00007ff800e1d0fd (__TEXT,__text) external _float_general_permute_rows
00007ff800e1f993 (__TEXT,__text) external _float_general_product_scalar
00007ff800e20565 (__TEXT,__text) external _float_general_splat
00007ff800e1f4d9 (__TEXT,__text) external _float_general_sub_scalar
00007ff800e1d05a (__TEXT,__text) external _float_general_transpose
00007ff800e2898e (__TEXT,__text) external _float_inner_product_scalar
00007ff800e1d42e (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff800be71c0 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
00007ff800bed02d (__TEXT,__text) external _icamax
00007ff800bed02d (__TEXT,__text) external _icamax_
00007ff800bed156 (__TEXT,__text) external _idamax
00007ff800bed156 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
00007ff800bed182 (__TEXT,__text) external _isamax
00007ff800bed182 (__TEXT,__text) external _isamax_
00007ff800bed2d5 (__TEXT,__text) external _izamax
00007ff800bed2d5 (__TEXT,__text) external _izamax_
00007ff800be73e9 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00007ff800bed19d (__TEXT,__text) external _sasum
00007ff800bed19d (__TEXT,__text) external _sasum_
00007ff800bed1b0 (__TEXT,__text) external _saxpy
00007ff800bed1b0 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
00007ff800bed048 (__TEXT,__text) external _scasum
00007ff800bed048 (__TEXT,__text) external _scasum_
00007ff800bed05b (__TEXT,__text) external _scnrm2
00007ff800bed05b (__TEXT,__text) external _scnrm2_
00007ff800bed1d3 (__TEXT,__text) external _scopy
00007ff800bed1d3 (__TEXT,__text) external _scopy_
00007ff800bed1e7 (__TEXT,__text) external _sdot
00007ff800bed1e7 (__TEXT,__text) external _sdot_
00007ff800bed1fd (__TEXT,__text) external _sdsdot
00007ff800bed1fd (__TEXT,__text) external _sdsdot_
00007ff800bea0b2 (__TEXT,__text) external _sgbmv
00007ff800bea0b2 (__TEXT,__text) external _sgbmv_
00007ff800c63c44 (__TEXT,__text) external _sgeCopy
00007ff800ca5625 (__TEXT,__text) external _sgePack_A_NoTran
00007ff800ca57a8 (__TEXT,__text) external _sgePack_A_Tran
00007ff800ca58b8 (__TEXT,__text) external _sgePack_B_NoTran
00007ff800ca5a84 (__TEXT,__text) external _sgePack_B_Tran
00007ff800c63c06 (__TEXT,__text) external _sgeSetZero
00007ff800be7fdd (__TEXT,__text) external _sgemm
00007ff800be7fdd (__TEXT,__text) external _sgemm_
00007ff800bea001 (__TEXT,__text) external _sgemv
00007ff800bea001 (__TEXT,__text) external _sgemv_
00007ff800bea937 (__TEXT,__text) external _sger
00007ff800bea937 (__TEXT,__text) external _sger_
00007ff800bed222 (__TEXT,__text) external _snrm2
00007ff800bed222 (__TEXT,__text) external _snrm2_
00007ff800bed235 (__TEXT,__text) external _srot
00007ff800bed235 (__TEXT,__text) external _srot_
00007ff800bed256 (__TEXT,__text) external _srotg
00007ff800bed256 (__TEXT,__text) external _srotg_
00007ff800bed263 (__TEXT,__text) external _srotm
00007ff800bed263 (__TEXT,__text) external _srotm_
00007ff800bed277 (__TEXT,__text) external _srotmg
00007ff800bed277 (__TEXT,__text) external _srotmg_
00007ff800bea211 (__TEXT,__text) external _ssbmv
00007ff800bea211 (__TEXT,__text) external _ssbmv_
00007ff800bed28b (__TEXT,__text) external _sscal
00007ff800bed28b (__TEXT,__text) external _sscal_
00007ff800bea2b1 (__TEXT,__text) external _sspmv
00007ff800bea2b1 (__TEXT,__text) external _sspmv_
00007ff800beaa77 (__TEXT,__text) external _sspr
00007ff800beaadf (__TEXT,__text) external _sspr2
00007ff800beaadf (__TEXT,__text) external _sspr2_
00007ff800beaa77 (__TEXT,__text) external _sspr_
00007ff800bed2a5 (__TEXT,__text) external _sswap
00007ff800bed2a5 (__TEXT,__text) external _sswap_
00007ff800be80e9 (__TEXT,__text) external _ssymm
00007ff800be80e9 (__TEXT,__text) external _ssymm_
00007ff800bea17f (__TEXT,__text) external _ssymv
00007ff800bea17f (__TEXT,__text) external _ssymv_
00007ff800bea97c (__TEXT,__text) external _ssyr
00007ff800bea9ed (__TEXT,__text) external _ssyr2
00007ff800bea9ed (__TEXT,__text) external _ssyr2_
00007ff800be8564 (__TEXT,__text) external _ssyr2k
00007ff800be8564 (__TEXT,__text) external _ssyr2k_
00007ff800bea97c (__TEXT,__text) external _ssyr_
00007ff800be847c (__TEXT,__text) external _ssyrk
00007ff800be847c (__TEXT,__text) external _ssyrk_
00007ff800bea435 (__TEXT,__text) external _stbmv
00007ff800bea435 (__TEXT,__text) external _stbmv_
00007ff800bea738 (__TEXT,__text) external _stbsv
00007ff800bea738 (__TEXT,__text) external _stbsv_
00007ff800bea541 (__TEXT,__text) external _stpmv
00007ff800bea541 (__TEXT,__text) external _stpmv_
00007ff800bea844 (__TEXT,__text) external _stpsv
00007ff800bea844 (__TEXT,__text) external _stpsv_
00007ff800c63d4e (__TEXT,__text) external _strCopyLower
00007ff800c63cf1 (__TEXT,__text) external _strSetZeroLower
00007ff800be81ca (__TEXT,__text) external _strmm
00007ff800be81ca (__TEXT,__text) external _strmm_
00007ff800bea331 (__TEXT,__text) external _strmv
00007ff800bea331 (__TEXT,__text) external _strmv_
00007ff800be8323 (__TEXT,__text) external _strsm
00007ff800be8323 (__TEXT,__text) external _strsm_
00007ff800bea634 (__TEXT,__text) external _strsv
00007ff800bea634 (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _valloc (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff800be7f55 (__TEXT,__text) external _xerbla
00007ff800be7f55 (__TEXT,__text) external _xerbla_
00007ff800be7ebf (__TEXT,__text) external _xerbla_array__
00007ff800bed2f0 (__TEXT,__text) external _zaxpy
00007ff800bed2f0 (__TEXT,__text) external _zaxpy_
00007ff800bed304 (__TEXT,__text) external _zcopy
00007ff800bed304 (__TEXT,__text) external _zcopy_
00007ff800bed318 (__TEXT,__text) external _zdotc
00007ff800bed318 (__TEXT,__text) external _zdotc_
00007ff800bed33a (__TEXT,__text) external _zdotu
00007ff800bed33a (__TEXT,__text) external _zdotu_
00007ff800bed37a (__TEXT,__text) external _zdrot
00007ff800bed37a (__TEXT,__text) external _zdrot_
00007ff800bed39b (__TEXT,__text) external _zdscal
00007ff800bed39b (__TEXT,__text) external _zdscal_
00007ff800bec3c4 (__TEXT,__text) external _zgbmv
00007ff800bec3c4 (__TEXT,__text) external _zgbmv_
00007ff800be966b (__TEXT,__text) external _zgemm
00007ff800be966b (__TEXT,__text) external _zgemm_
00007ff800bec2fc (__TEXT,__text) external _zgemv
00007ff800bec2fc (__TEXT,__text) external _zgemv_
00007ff800beccd3 (__TEXT,__text) external _zgerc
00007ff800beccd3 (__TEXT,__text) external _zgerc_
00007ff800becd23 (__TEXT,__text) external _zgeru
00007ff800becd23 (__TEXT,__text) external _zgeru_
00007ff800bec52f (__TEXT,__text) external _zhbmv
00007ff800bec52f (__TEXT,__text) external _zhbmv_
00007ff800be978d (__TEXT,__text) external _zhemm
00007ff800be978d (__TEXT,__text) external _zhemm_
00007ff800bec49e (__TEXT,__text) external _zhemv
00007ff800bec49e (__TEXT,__text) external _zhemv_
00007ff800becd73 (__TEXT,__text) external _zher
00007ff800becde4 (__TEXT,__text) external _zher2
00007ff800becde4 (__TEXT,__text) external _zher2_
00007ff800be9dee (__TEXT,__text) external _zher2k
00007ff800be9dee (__TEXT,__text) external _zher2k_
00007ff800becd73 (__TEXT,__text) external _zher_
00007ff800be9bfd (__TEXT,__text) external _zherk
00007ff800be9bfd (__TEXT,__text) external _zherk_
00007ff800bec5cc (__TEXT,__text) external _zhpmv
00007ff800bec5cc (__TEXT,__text) external _zhpmv_
00007ff800bece6e (__TEXT,__text) external _zhpr
00007ff800beced6 (__TEXT,__text) external _zhpr2
00007ff800beced6 (__TEXT,__text) external _zhpr2_
00007ff800bece6e (__TEXT,__text) external _zhpr_
00007ff800bed35c (__TEXT,__text) external _zrotg
00007ff800bed35c (__TEXT,__text) external _zrotg_
00007ff800bed369 (__TEXT,__text) external _zscal
00007ff800bed369 (__TEXT,__text) external _zscal_
00007ff800bed3b5 (__TEXT,__text) external _zswap
00007ff800bed3b5 (__TEXT,__text) external _zswap_
00007ff800be9867 (__TEXT,__text) external _zsymm
00007ff800be9867 (__TEXT,__text) external _zsymm_
00007ff800be9ef9 (__TEXT,__text) external _zsyr2k
00007ff800be9ef9 (__TEXT,__text) external _zsyr2k_
00007ff800be9cff (__TEXT,__text) external _zsyrk
00007ff800be9cff (__TEXT,__text) external _zsyrk_
00007ff800bec763 (__TEXT,__text) external _ztbmv
00007ff800bec763 (__TEXT,__text) external _ztbmv_
00007ff800becaa8 (__TEXT,__text) external _ztbsv
00007ff800becaa8 (__TEXT,__text) external _ztbsv_
00007ff800bec885 (__TEXT,__text) external _ztpmv
00007ff800bec885 (__TEXT,__text) external _ztpmv_
00007ff800becbca (__TEXT,__text) external _ztpsv
00007ff800becbca (__TEXT,__text) external _ztpsv_
00007ff800be9941 (__TEXT,__text) external _ztrmm
00007ff800be9941 (__TEXT,__text) external _ztrmm_
00007ff800bec649 (__TEXT,__text) external _ztrmv
00007ff800bec649 (__TEXT,__text) external _ztrmv_
00007ff800be9a9f (__TEXT,__text) external _ztrsm
00007ff800be9a9f (__TEXT,__text) external _ztrsm_
00007ff800bec98e (__TEXT,__text) external _ztrsv
00007ff800bec98e (__TEXT,__text) external _ztrsv_
