                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFURLCopyScheme (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
00000001908b63f8 (__TEXT,__text) external _CMCloneProfileRef
00000001908b5ed0 (__TEXT,__text) non-external ___CMCopyProfileDescriptionString_block_invoke
00000001908b5c40 (__TEXT,__text) non-external ___CMCopyProfileLocalizedStringDictionary_block_invoke
00000001908b5d98 (__TEXT,__text) non-external ___CMCopyProfileLocalizedString_block_invoke
00000001908b6010 (__TEXT,__text) non-external ___CMCopyProfile_block_invoke
00000001908b5b00 (__TEXT,__text) non-external ___CMCountProfileElements_block_invoke
00000001908b59c8 (__TEXT,__text) non-external ___CMFloatBitmapMakeChunky_block_invoke
00000001908b58b0 (__TEXT,__text) non-external ___CMGetColorSyncVersion_block_invoke
00000001908b57e8 (__TEXT,__text) non-external ___CMGetDefaultDevice_block_invoke
00000001908b5718 (__TEXT,__text) non-external ___CMGetDefaultProfileBySpace_block_invoke
00000001908b5648 (__TEXT,__text) non-external ___CMGetDefaultProfileByUse_block_invoke
00000001908b5578 (__TEXT,__text) non-external ___CMGetDeviceDefaultProfileID_block_invoke
00000001908b5494 (__TEXT,__text) non-external ___CMGetDeviceFactoryProfiles_block_invoke
00000001908b5394 (__TEXT,__text) non-external ___CMGetDeviceInfo_block_invoke
00000001908b52b0 (__TEXT,__text) non-external ___CMGetDeviceProfile_block_invoke
00000001908b51c4 (__TEXT,__text) non-external ___CMGetDeviceState_block_invoke
00000001908b50e0 (__TEXT,__text) non-external ___CMGetDeviceTrackingByUse_block_invoke
00000001908b4ffc (__TEXT,__text) non-external ___CMGetGammaByAVID_block_invoke
00000001908b4f18 (__TEXT,__text) non-external ___CMGetIndNamedColorValue_block_invoke
00000001908b4c78 (__TEXT,__text) non-external ___CMGetIndProfileElementInfo_block_invoke
00000001908b4dc8 (__TEXT,__text) non-external ___CMGetIndProfileElement_block_invoke
00000001908b4b20 (__TEXT,__text) non-external ___CMGetNamedColorIndex_block_invoke
00000001908b49e0 (__TEXT,__text) non-external ___CMGetNamedColorInfo_block_invoke
00000001908b4870 (__TEXT,__text) non-external ___CMGetNamedColorName_block_invoke
00000001908b4730 (__TEXT,__text) non-external ___CMGetNamedColorValue_block_invoke
00000001908b440c (__TEXT,__text) non-external ___CMGetPS2ColorRenderingIntent_block_invoke
00000001908b42b4 (__TEXT,__text) non-external ___CMGetPS2ColorRenderingVMSize_block_invoke
00000001908b45e0 (__TEXT,__text) non-external ___CMGetPS2ColorRendering_block_invoke
00000001908b40f8 (__TEXT,__text) non-external ___CMGetPS2ColorSpace_block_invoke
00000001908b3fa0 (__TEXT,__text) non-external ___CMGetPartialProfileElement_block_invoke
00000001908b3e48 (__TEXT,__text) non-external ___CMGetProfileByAVID_block_invoke
00000001908b3d78 (__TEXT,__text) non-external ___CMGetProfileDescriptions_block_invoke
00000001908b3c08 (__TEXT,__text) non-external ___CMGetProfileElement_block_invoke
00000001908b3ab8 (__TEXT,__text) non-external ___CMGetProfileGamma_block_invoke
00000001908b3928 (__TEXT,__text) non-external ___CMGetProfileHeader_block_invoke
00000001908b37f0 (__TEXT,__text) non-external ___CMGetProfileLocation_block_invoke
00000001908b3720 (__TEXT,__text) non-external ___CMGetProfileMD5_block_invoke
00000001908b35e8 (__TEXT,__text) non-external ___CMGetProfileRefCount_block_invoke
00000001908b34b0 (__TEXT,__text) non-external ___CMGetProfileTransformInfo_block_invoke
00000001908b3280 (__TEXT,__text) non-external ___CMGetSystemProfileAVID_block_invoke
00000001908b31b8 (__TEXT,__text) non-external ___CMGetSystemProfilePriv_block_invoke
00000001908b3348 (__TEXT,__text) non-external ___CMGetSystemProfile_block_invoke
00000001908b30e8 (__TEXT,__text) non-external ___CMIterateCMMInfo_block_invoke
00000001908b3004 (__TEXT,__text) non-external ___CMIterateColorDevices_block_invoke
00000001908b2f18 (__TEXT,__text) non-external ___CMIterateColorSyncFolder_block_invoke
00000001908b2e2c (__TEXT,__text) non-external ___CMIterateDeviceProfiles_block_invoke
00000001908b2d24 (__TEXT,__text) non-external ___CMMakeProfile_block_invoke
00000001908b2c54 (__TEXT,__text) non-external ___CMMatchFloatBitmap_block_invoke
00000001908b2b70 (__TEXT,__text) non-external ___CMNewProfile_block_invoke
00000001908b2aa0 (__TEXT,__text) non-external ___CMOpenProfile_block_invoke
00000001908b29d0 (__TEXT,__text) non-external ___CMProfileCopyICCData_block_invoke
00000001908b2898 (__TEXT,__text) non-external ___CMProfileElementExists_block_invoke
00000001908b2758 (__TEXT,__text) non-external ___CMProfileModified_block_invoke
00000001908b2688 (__TEXT,__text) non-external ___CMRegisterColorDevice_block_invoke
00000001908b259c (__TEXT,__text) non-external ___CMRemoveProfileElement_block_invoke
00000001908b24cc (__TEXT,__text) non-external ___CMSetDefaultDevice_block_invoke
00000001908b23fc (__TEXT,__text) non-external ___CMSetDeviceDefaultProfileID_block_invoke
00000001908b2318 (__TEXT,__text) non-external ___CMSetDeviceFactoryProfiles_block_invoke
00000001908b222c (__TEXT,__text) non-external ___CMSetDeviceProfile_block_invoke
00000001908b212c (__TEXT,__text) non-external ___CMSetDeviceState_block_invoke
00000001908b2048 (__TEXT,__text) non-external ___CMSetDeviceTrackingByUse_block_invoke
00000001908b1f64 (__TEXT,__text) non-external ___CMSetGammaByAVID_block_invoke
00000001908b1e94 (__TEXT,__text) non-external ___CMSetPartialProfileElement_block_invoke
00000001908b1d94 (__TEXT,__text) non-external ___CMSetProfileByAVID_block_invoke
00000001908b1cc4 (__TEXT,__text) non-external ___CMSetProfileDescriptions_block_invoke
00000001908b1abc (__TEXT,__text) non-external ___CMSetProfileElementReference_block_invoke
00000001908b19d8 (__TEXT,__text) non-external ___CMSetProfileElementSize_block_invoke
00000001908b1ba8 (__TEXT,__text) non-external ___CMSetProfileElement_block_invoke
00000001908b18f4 (__TEXT,__text) non-external ___CMSetProfileHeader_block_invoke
00000001908b1824 (__TEXT,__text) non-external ___CMSetProfileLocalizedStringDictionary_block_invoke
00000001908b69a0 (__TEXT,__text) non-external ___CMSetSystemProfileAVID_block_invoke
00000001908b1740 (__TEXT,__text) non-external ___CMSetSystemProfile_block_invoke
00000001908b1678 (__TEXT,__text) non-external ___CMUnregisterColorDevice_block_invoke
00000001908b15a8 (__TEXT,__text) non-external ___CMUpdateProfile_block_invoke
00000001908b14bc (__TEXT,__text) non-external ___CMValidateProfile_block_invoke
00000001908b137c (__TEXT,__text) non-external ___CWCheckBitmap_block_invoke
00000001908b127c (__TEXT,__text) non-external ___CWCheckColors_block_invoke
00000001908b0324 (__TEXT,__text) non-external ___CWColorWorldGetProperty_block_invoke
00000001908b0254 (__TEXT,__text) non-external ___CWColorWorldSetProperty_block_invoke
00000001908b1190 (__TEXT,__text) non-external ___CWConcatColorWorld_block_invoke
00000001908b0fe0 (__TEXT,__text) non-external ___CWDisposeColorWorld_block_invoke
00000001908b0f1c (__TEXT,__text) non-external ___CWFillLookupTexture_block_invoke
00000001908b0e1c (__TEXT,__text) non-external ___CWGetCMMSignature_block_invoke
00000001908b0d54 (__TEXT,__text) non-external ___CWMatchBitmap_block_invoke
00000001908b0c54 (__TEXT,__text) non-external ___CWMatchColors_block_invoke
00000001908b0b70 (__TEXT,__text) non-external ___CWNewLinkProfile_block_invoke
00000001908b6d54 (__TEXT,__text) non-external ___ColorSyncLog_block_invoke
00000001908b6718 (__TEXT,__text) non-external ___NCMGetProfileLocation_block_invoke
00000001908b68d8 (__TEXT,__text) non-external ___NCWConcatColorWorld_block_invoke
00000001908b098c (__TEXT,__text) non-external ___NCWNewColorWorld_block_invoke
00000001908b6634 (__TEXT,__text) non-external ___NCWNewLinkProfile_block_invoke
00000001908b07bc (__TEXT,__text) non-external ____CMGetProfileOfSuite_block_invoke
00000001908b06d0 (__TEXT,__text) non-external ____CMLoadProfileLutsByAVID_block_invoke
00000001908b0608 (__TEXT,__text) non-external ____CMProfileGetProperty_block_invoke
00000001908b04d0 (__TEXT,__text) non-external ____CMProfileSetProperty_block_invoke
00000001908b0174 (__TEXT,__text) non-external ____CWColorWorldGetProperty_block_invoke
00000001908b00a4 (__TEXT,__text) non-external ____CWColorWorldSetProperty_block_invoke
00000001d44dff78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001d44e0bf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001d44e02b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00000001d44e02d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00000001d44dffd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00000001d44e02f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.111
00000001d44e0318 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.115
00000001d44e0338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00000001d44e0358 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.123
00000001d44e0378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.127
00000001d44e0398 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.131
00000001d44e03b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00000001d44e03d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00000001d44e03f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.143
00000001d44e0418 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00000001d44dfff8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00000001d44e0438 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.151
00000001d44e0458 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.155
00000001d44e0478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.159
00000001d44e0498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.163
00000001d44e04b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00000001d44e04d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00000001d44e04f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.175
00000001d44e0518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.179
00000001d44e0538 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.183
00000001d44e0558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.187
00000001d44e0018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00000001d44e0578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.191
00000001d44e0598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
00000001d44e05b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.199
00000001d44e05d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.203
00000001d44e05f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.207
00000001d44e0618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.211
00000001d44e0638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.215
00000001d44e0658 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.219
00000001d44e0678 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.223
00000001d44e0698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.227
00000001d44e0038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00000001d44e06b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.231
00000001d44e06d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.235
00000001d44e06f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.239
00000001d44e0718 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.243
00000001d44e0738 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.247
00000001d44e0758 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.251
00000001d44e0778 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.255
00000001d44e0798 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.259
00000001d44e07b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.263
00000001d44e07d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.267
00000001d44e0058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00000001d44e07f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.271
00000001d44e0818 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.275
00000001d44e0838 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.279
00000001d44e0858 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.283
00000001d44e0878 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.287
00000001d44e0898 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.291
00000001d44e08b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.295
00000001d44e08d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.299
00000001d44dff98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001d44e08f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.303
00000001d44e0918 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.307
00000001d44e0078 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00000001d44e0938 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.311
00000001d44e0958 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.315
00000001d44e0978 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.319
00000001d44e0998 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.323
00000001d44e09b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.327
00000001d44e09d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.331
00000001d44e09f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.335
00000001d44e0a18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.339
00000001d44e0a38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.343
00000001d44e0a58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.347
00000001d44e0098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00000001d44e0a78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.351
00000001d44e0a98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.355
00000001d44e0ab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.359
00000001d44e0ad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.363
00000001d44e0af8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.367
00000001d44e0b18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.371
00000001d44e0b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.375
00000001d44e0b58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.379
00000001d44e0b78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.383
00000001d44e0b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.387
00000001d44e00b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00000001d44e0bb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.391
00000001d44e0bd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.395
00000001d44e00d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00000001d44e00f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00000001d44e0118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001d44e0138 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001d44e0158 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00000001d44e0178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00000001d44e0198 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001d44dffb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00000001d44e01b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00000001d44e01d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001d44e01f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00000001d44e0218 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001d44e0238 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001d44e0258 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001d44e0278 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001d44e0298 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001dc729f60 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dc72abe0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dc72a280 (__AUTH_CONST,__const) non-external ___block_literal_global.101
00000001dc72a2a0 (__AUTH_CONST,__const) non-external ___block_literal_global.105
00000001dc72a2c0 (__AUTH_CONST,__const) non-external ___block_literal_global.109
00000001dc72a2e0 (__AUTH_CONST,__const) non-external ___block_literal_global.113
00000001dc72a300 (__AUTH_CONST,__const) non-external ___block_literal_global.117
00000001dc72a320 (__AUTH_CONST,__const) non-external ___block_literal_global.121
00000001dc72a340 (__AUTH_CONST,__const) non-external ___block_literal_global.125
00000001dc72a360 (__AUTH_CONST,__const) non-external ___block_literal_global.129
00000001dc729fc0 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001dc72a380 (__AUTH_CONST,__const) non-external ___block_literal_global.133
00000001dc72a3a0 (__AUTH_CONST,__const) non-external ___block_literal_global.137
00000001dc72a3c0 (__AUTH_CONST,__const) non-external ___block_literal_global.141
00000001dc72a3e0 (__AUTH_CONST,__const) non-external ___block_literal_global.145
00000001dc72a400 (__AUTH_CONST,__const) non-external ___block_literal_global.149
00000001dc72a420 (__AUTH_CONST,__const) non-external ___block_literal_global.153
00000001dc72a440 (__AUTH_CONST,__const) non-external ___block_literal_global.157
00000001dc72a460 (__AUTH_CONST,__const) non-external ___block_literal_global.161
00000001dc72a480 (__AUTH_CONST,__const) non-external ___block_literal_global.165
00000001dc72a4a0 (__AUTH_CONST,__const) non-external ___block_literal_global.169
00000001dc729fe0 (__AUTH_CONST,__const) non-external ___block_literal_global.17
00000001dc72a4c0 (__AUTH_CONST,__const) non-external ___block_literal_global.173
00000001dc72a4e0 (__AUTH_CONST,__const) non-external ___block_literal_global.177
00000001dc72a500 (__AUTH_CONST,__const) non-external ___block_literal_global.181
00000001dc72a520 (__AUTH_CONST,__const) non-external ___block_literal_global.185
00000001dc72a540 (__AUTH_CONST,__const) non-external ___block_literal_global.189
00000001dc72a560 (__AUTH_CONST,__const) non-external ___block_literal_global.193
00000001dc72a580 (__AUTH_CONST,__const) non-external ___block_literal_global.197
00000001dc72a5a0 (__AUTH_CONST,__const) non-external ___block_literal_global.201
00000001dc72a5c0 (__AUTH_CONST,__const) non-external ___block_literal_global.205
00000001dc72a5e0 (__AUTH_CONST,__const) non-external ___block_literal_global.209
00000001dc72a000 (__AUTH_CONST,__const) non-external ___block_literal_global.21
00000001dc72a600 (__AUTH_CONST,__const) non-external ___block_literal_global.213
00000001dc72a620 (__AUTH_CONST,__const) non-external ___block_literal_global.217
00000001dc72a640 (__AUTH_CONST,__const) non-external ___block_literal_global.221
00000001dc72a660 (__AUTH_CONST,__const) non-external ___block_literal_global.225
00000001dc72a680 (__AUTH_CONST,__const) non-external ___block_literal_global.229
00000001dc72a6a0 (__AUTH_CONST,__const) non-external ___block_literal_global.233
00000001dc72a6c0 (__AUTH_CONST,__const) non-external ___block_literal_global.237
00000001dc72a6e0 (__AUTH_CONST,__const) non-external ___block_literal_global.241
00000001dc72a700 (__AUTH_CONST,__const) non-external ___block_literal_global.245
00000001dc72a720 (__AUTH_CONST,__const) non-external ___block_literal_global.249
00000001dc72a020 (__AUTH_CONST,__const) non-external ___block_literal_global.25
00000001dc72a740 (__AUTH_CONST,__const) non-external ___block_literal_global.253
00000001dc72a760 (__AUTH_CONST,__const) non-external ___block_literal_global.257
00000001dc72a780 (__AUTH_CONST,__const) non-external ___block_literal_global.261
00000001dc72a7a0 (__AUTH_CONST,__const) non-external ___block_literal_global.265
00000001dc72a7c0 (__AUTH_CONST,__const) non-external ___block_literal_global.269
00000001dc72a7e0 (__AUTH_CONST,__const) non-external ___block_literal_global.273
00000001dc72a800 (__AUTH_CONST,__const) non-external ___block_literal_global.277
00000001dc72a820 (__AUTH_CONST,__const) non-external ___block_literal_global.281
00000001dc72a840 (__AUTH_CONST,__const) non-external ___block_literal_global.285
00000001dc72a860 (__AUTH_CONST,__const) non-external ___block_literal_global.289
00000001dc72a040 (__AUTH_CONST,__const) non-external ___block_literal_global.29
00000001dc72a880 (__AUTH_CONST,__const) non-external ___block_literal_global.293
00000001dc72a8a0 (__AUTH_CONST,__const) non-external ___block_literal_global.297
00000001dc72a8c0 (__AUTH_CONST,__const) non-external ___block_literal_global.301
00000001dc72a8e0 (__AUTH_CONST,__const) non-external ___block_literal_global.305
00000001dc72a900 (__AUTH_CONST,__const) non-external ___block_literal_global.309
00000001dc72a920 (__AUTH_CONST,__const) non-external ___block_literal_global.313
00000001dc72a940 (__AUTH_CONST,__const) non-external ___block_literal_global.317
00000001dc72a960 (__AUTH_CONST,__const) non-external ___block_literal_global.321
00000001dc72a980 (__AUTH_CONST,__const) non-external ___block_literal_global.325
00000001dc72a9a0 (__AUTH_CONST,__const) non-external ___block_literal_global.329
00000001dc72a060 (__AUTH_CONST,__const) non-external ___block_literal_global.33
00000001dc72a9c0 (__AUTH_CONST,__const) non-external ___block_literal_global.333
00000001dc72a9e0 (__AUTH_CONST,__const) non-external ___block_literal_global.337
00000001dc72aa00 (__AUTH_CONST,__const) non-external ___block_literal_global.341
00000001dc72aa20 (__AUTH_CONST,__const) non-external ___block_literal_global.345
00000001dc72aa40 (__AUTH_CONST,__const) non-external ___block_literal_global.349
00000001dc72aa60 (__AUTH_CONST,__const) non-external ___block_literal_global.353
00000001dc72aa80 (__AUTH_CONST,__const) non-external ___block_literal_global.357
00000001dc72aaa0 (__AUTH_CONST,__const) non-external ___block_literal_global.361
00000001dc72aac0 (__AUTH_CONST,__const) non-external ___block_literal_global.365
00000001dc72aae0 (__AUTH_CONST,__const) non-external ___block_literal_global.369
00000001dc72a080 (__AUTH_CONST,__const) non-external ___block_literal_global.37
00000001dc72ab00 (__AUTH_CONST,__const) non-external ___block_literal_global.373
00000001dc72ab20 (__AUTH_CONST,__const) non-external ___block_literal_global.377
00000001dc72ab40 (__AUTH_CONST,__const) non-external ___block_literal_global.381
00000001dc72ab60 (__AUTH_CONST,__const) non-external ___block_literal_global.385
00000001dc72ab80 (__AUTH_CONST,__const) non-external ___block_literal_global.389
00000001dc72aba0 (__AUTH_CONST,__const) non-external ___block_literal_global.393
00000001dc72abc0 (__AUTH_CONST,__const) non-external ___block_literal_global.397
00000001dc72a0a0 (__AUTH_CONST,__const) non-external ___block_literal_global.41
00000001dc72a0c0 (__AUTH_CONST,__const) non-external ___block_literal_global.45
00000001dc72a0e0 (__AUTH_CONST,__const) non-external ___block_literal_global.49
00000001dc729f80 (__AUTH_CONST,__const) non-external ___block_literal_global.5
00000001dc72a100 (__AUTH_CONST,__const) non-external ___block_literal_global.53
00000001dc72a120 (__AUTH_CONST,__const) non-external ___block_literal_global.57
00000001dc72a140 (__AUTH_CONST,__const) non-external ___block_literal_global.61
00000001dc72a160 (__AUTH_CONST,__const) non-external ___block_literal_global.65
00000001dc72a180 (__AUTH_CONST,__const) non-external ___block_literal_global.69
00000001dc72a1a0 (__AUTH_CONST,__const) non-external ___block_literal_global.73
00000001dc72a1c0 (__AUTH_CONST,__const) non-external ___block_literal_global.77
00000001dc72a1e0 (__AUTH_CONST,__const) non-external ___block_literal_global.81
00000001dc72a200 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001dc72a220 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001dc729fa0 (__AUTH_CONST,__const) non-external ___block_literal_global.9
00000001dc72a240 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001dc72a260 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _fclose (from libSystem)
00000001d67d3168 (__DATA,__bss) non-external _fetchApplicationName.aName
00000001d67d3580 (__DATA,__bss) non-external _fetch_process_name.name
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBundleIdentifierKey (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
00000001908b7328 (__TEXT,__const) external _kCMIlluminantD50
00000001908b7334 (__TEXT,__const) external _kCMIlluminantD65
                 (undefined) external _localtime (from libSystem)
00000001908afd98 (__TEXT,__text) non-external _logLegacyCall
00000001d67d2af8 (__DATA,__data) non-external _logLegacyCall.logExists
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _time (from libSystem)
                 (undefined) external _vsnprintf_l (from libSystem)
