0000000180334748 (__TEXT,__text) external _NSAddImage
0000000180338ea8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers31os_unfair_recursive_lock_unlockEP26os_unfair_recursive_lock_s
0000000180338e9c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers42os_unfair_recursive_lock_lock_with_optionsEP26os_unfair_recursive_lock_s24os_unfair_lock_options_t
0000000180338ee8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers44os_unfair_recursive_lock_unlock_forked_childEP26os_unfair_recursive_lock_s
0000000180338eb0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers4exitEi
0000000180338da0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers4freeEPv
0000000180338ec4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers6getenvEPKc
0000000180338d98 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers6mallocEm
0000000180338ecc (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers7mkstempEPc
0000000180338d90 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers7versionEv
0000000180335de4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache11baseAddressEv
00000001803372f0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache12localSymbolsEv
0000000180337240 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache15forEachFilePathEU13block_pointerFvPKcE
0000000180337294 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache15isPrivateMappedEv
0000000180337238 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache4sizeEv
0000000180337234 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache4uuidEv
000000018033651c (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas17SharedCacheLocals20use64BitDylibOffsetsEv
0000000180336514 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas17SharedCacheLocals9localInfoEv
0000000180335dc0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image11sharedCacheEv
0000000180335dc8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image19sharedCacheVMOffsetEv
00000001803358c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Mapper3mapEPKvy
000000018033d790 (__TEXT,__text) non-external __ZNK5dyld45Atlas6Mapper3mapEPKvy.cold.1
00000001da3b7908 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN5dyld416LibSystemHelpersE
00000001d64bc048 (__DATA,__bss) non-external __ZZN12_GLOBAL__N_115libDylAllocatorEvE9allocator
00000001d1936188 (__DATA_CONST,__const) non-external __ZZN22dyld_process_info_base15copySegmentNameEPKcE11stdSegNames
00000001d19360d8 (__DATA_CONST,__const) non-external __ZZN5dyld45Atlas11SharedCache35forEachInstalledCacheWithSystemPathEPKcU13block_pointerFvPS1_EE13cacheDirPaths
000000018033cea4 (__TEXT,__text) non-external (was a private external) __ZnwmPN5dyld49AllocatorE
000000018033ac28 (__TEXT,__text) non-external ___Block_byref_object_copy_
000000018033ac38 (__TEXT,__text) non-external ___Block_byref_object_dispose_
000000018033b674 (__TEXT,__text) non-external ____Z16withRemoteObjectI14mach_header_64EvjyPiU13block_pointerFvT_E_block_invoke
000000018033b4ac (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_Pi_block_invoke
000000018033bf3c (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_Pi_block_invoke
0000000180333c3c (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke
000000018033a1cc (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke.3
000000018033b07c (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
000000018033b390 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.20
000000018033bad8 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
000000018033be20 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.30
0000000180339d1c (__TEXT,__text) non-external ____ZN22dyld_process_info_base8copyPathEjy_block_invoke
000000018033d4d8 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base10disconnectEv_block_invoke
000000018033d57c (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base7releaseEv_block_invoke
000000018033d138 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke
000000018033d3a4 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
0000000180335f68 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
0000000180335ea0 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
00000001803362fc (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
0000000180336050 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
0000000180337b74 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
0000000180337d90 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
0000000180337ea8 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
000000018033d948 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
0000000180337fe8 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
000000018033d974 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
000000018033d9a0 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.2
000000018033d9cc (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.3
0000000180337848 (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
0000000180333ca4 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
000000018033c0d0 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
000000018033c058 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
000000018033c0a0 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
000000018033a5e4 (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00000001d19361d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001da3b7818 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001da3b79b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001da3b7a78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001da3b7848 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.10
00000001da3b7878 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.11
00000001da3b7a48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.12
00000001da3b78a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.14
00000001da3b7ad8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001da3b7b08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.19
00000001da3b7aa8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
00000001da3b7b38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
00000001da3b7b68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.25
00000001da3b7b98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.26
00000001da3b7bc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.29
00000001d19361f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001da3b7bf8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
00000001d19360e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00000001da3b7c28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.36
00000001d1936108 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00000001d1936128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00000001d1936168 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000001da3b79e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.4
00000001da3b78d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.46
00000001d1936148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00000001d1936218 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001da3b7c58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.57
00000001d1936238 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001da3b7c88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.60
00000001da3b7a18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
00000001da3b7cb8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
00000001da3b7ce8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.86
                 (undefined) external ___chkstk_darwin (from libcompiler_rt)
0000000180335ec8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
0000000180336198 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
0000000180339d50 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
000000018033a138 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
000000018033b58c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
0000000180335ed8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001803361e8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
0000000180339d60 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
000000018033a188 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
000000018033b60c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00000001803392b8 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
0000000180339234 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00000001803396f4 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00000001803391b0 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00000001d91f2940 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00000001803347cc (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
0000000180333ac8 (__TEXT,__text) external __dyld_atfork_parent
0000000180333a94 (__TEXT,__text) external __dyld_atfork_prepare
000000018033480c (__TEXT,__text) external __dyld_bind_fully_image_containing_address
0000000180334fe8 (__TEXT,__text) external __dyld_dlopen_atfork_child
0000000180334fb4 (__TEXT,__text) external __dyld_dlopen_atfork_parent
0000000180334f80 (__TEXT,__text) external __dyld_dlopen_atfork_prepare
0000000180334f0c (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
0000000180334ecc (__TEXT,__text) external __dyld_find_protocol_conformance
0000000180333914 (__TEXT,__text) external __dyld_find_unwind_sections
00000001803331fc (__TEXT,__text) external __dyld_for_each_objc_class
0000000180332fb8 (__TEXT,__text) external __dyld_for_each_objc_protocol
0000000180334240 (__TEXT,__text) external __dyld_fork_child
00000001803330f8 (__TEXT,__text) external __dyld_get_image_header
0000000180334910 (__TEXT,__text) external __dyld_get_image_header_containing_address
00000001803330c8 (__TEXT,__text) external __dyld_get_image_name
000000018033375c (__TEXT,__text) external __dyld_get_image_slide
0000000180333a58 (__TEXT,__text) external __dyld_get_image_uuid
0000000180333afc (__TEXT,__text) external __dyld_get_image_vmaddr_slide
0000000180332ee4 (__TEXT,__text) external __dyld_get_objc_selector
0000000180334df8 (__TEXT,__text) external __dyld_get_prog_image_header
0000000180332eac (__TEXT,__text) external __dyld_get_shared_cache_range
000000018033315c (__TEXT,__text) external __dyld_get_shared_cache_uuid
0000000180334cd4 (__TEXT,__text) external __dyld_has_fix_for_radar
0000000180334814 (__TEXT,__text) external __dyld_image_containing_address
000000018033309c (__TEXT,__text) external __dyld_image_count
0000000180333794 (__TEXT,__text) external __dyld_images_for_addresses
0000000180333bc4 (__TEXT,__text) external __dyld_initializer
0000000180333060 (__TEXT,__text) external __dyld_is_memory_immutable
0000000180334c98 (__TEXT,__text) external __dyld_is_objc_constant
0000000180334c64 (__TEXT,__text) external __dyld_launch_mode
000000018033478c (__TEXT,__text) external __dyld_launched_prebound
000000018033484c (__TEXT,__text) external __dyld_lookup_and_bind
00000001803348d0 (__TEXT,__text) external __dyld_lookup_and_bind_fully
000000018033488c (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
0000000180334c30 (__TEXT,__text) external __dyld_missing_symbol_abort
0000000180334e64 (__TEXT,__text) external __dyld_objc_class_count
0000000180332e6c (__TEXT,__text) external __dyld_objc_notify_register
0000000180334e98 (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
0000000180334784 (__TEXT,__text) external __dyld_present
000000018033a468 (__TEXT,__text) external __dyld_process_info_create
000000018033ac20 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
000000018033abc0 (__TEXT,__text) external __dyld_process_info_for_each_image
000000018033ac24 (__TEXT,__text) external __dyld_process_info_for_each_segment
000000018033ab78 (__TEXT,__text) external __dyld_process_info_get_aot_cache
000000018033ab64 (__TEXT,__text) external __dyld_process_info_get_cache
000000018033aba0 (__TEXT,__text) external __dyld_process_info_get_platform
000000018033ab48 (__TEXT,__text) external __dyld_process_info_get_state
000000018033d630 (__TEXT,__text) external __dyld_process_info_notify
000000018033d6bc (__TEXT,__text) external __dyld_process_info_notify_main
000000018033d710 (__TEXT,__text) external __dyld_process_info_notify_release
000000018033d700 (__TEXT,__text) external __dyld_process_info_notify_retain
000000018033aba8 (__TEXT,__text) external __dyld_process_info_release
000000018033ab94 (__TEXT,__text) external __dyld_process_info_retain
0000000180334bf8 (__TEXT,__text) external __dyld_register_driverkit_main
0000000180332ff4 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
0000000180333c04 (__TEXT,__text) external __dyld_register_for_image_loads
0000000180332ca0 (__TEXT,__text) external __dyld_register_func_for_add_image
00000001803331cc (__TEXT,__text) external __dyld_register_func_for_remove_image
0000000180334d44 (__TEXT,__text) external __dyld_shared_cache_contains_path
0000000180334bc4 (__TEXT,__text) external __dyld_shared_cache_is_locally_built
0000000180334b90 (__TEXT,__text) external __dyld_shared_cache_optimized
0000000180334d0c (__TEXT,__text) external __dyld_shared_cache_real_path
0000000180334f4c (__TEXT,__text) external __dyld_swift_optimizations_version
0000000180334e2c (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00000001803339b8 (__TEXT,__text) external __tlv_atexit
000000018033494c (__TEXT,__text) external __tlv_bootstrap
0000000180333b2c (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort_report_np (from libsystem_c)
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
0000000180333a24 (__TEXT,__text) external _dladdr
0000000180333988 (__TEXT,__text) external _dlclose
0000000180333b60 (__TEXT,__text) external _dlerror
000000018033329c (__TEXT,__text) external _dlopen
0000000180334dbc (__TEXT,__text) external _dlopen_audited
0000000180334d7c (__TEXT,__text) external _dlopen_from
00000001803339f4 (__TEXT,__text) external _dlopen_preflight
00000001803332d0 (__TEXT,__text) external _dlsym
000000018033e608 (__TEXT,__const) external _dyldVersionNumber
000000018033e5e0 (__TEXT,__const) external _dyldVersionString
0000000180334948 (__TEXT,__text) external _dyld_dynamic_interpose
0000000180339244 (__TEXT,__text) external _dyld_for_each_installed_shared_cache
00000001803391c0 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
0000000180332f50 (__TEXT,__text) external _dyld_get_active_platform
0000000180333b8c (__TEXT,__text) external _dyld_get_base_platform
0000000180334b18 (__TEXT,__text) external _dyld_get_image_versions
0000000180334174 (__TEXT,__text) external _dyld_get_min_os_version
00000001803336f0 (__TEXT,__text) external _dyld_get_program_min_os_version
0000000180332f1c (__TEXT,__text) external _dyld_get_program_sdk_version
0000000180333950 (__TEXT,__text) external _dyld_get_sdk_version
0000000180333268 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
000000018033932c (__TEXT,__text) external _dyld_image_content_for_section
0000000180339328 (__TEXT,__text) external _dyld_image_content_for_segment
0000000180339330 (__TEXT,__text) external _dyld_image_copy_uuid
00000001803393dc (__TEXT,__text) external _dyld_image_for_each_section_info
00000001803393d8 (__TEXT,__text) external _dyld_image_for_each_segment_info
00000001803393e0 (__TEXT,__text) external _dyld_image_get_installname
00000001803335f8 (__TEXT,__text) external _dyld_image_header_containing_address
0000000180339540 (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
0000000180333194 (__TEXT,__text) external _dyld_image_path_containing_address
0000000180334a30 (__TEXT,__text) external _dyld_is_simulator_platform
0000000180334aa4 (__TEXT,__text) external _dyld_minos_at_least
0000000180334b54 (__TEXT,__text) external _dyld_need_closure
0000000180338f48 (__TEXT,__text) external _dyld_process_create_for_current_task
0000000180338ef0 (__TEXT,__text) external _dyld_process_create_for_task
0000000180338ff8 (__TEXT,__text) external _dyld_process_dispose
0000000180333128 (__TEXT,__text) external _dyld_process_is_restricted
0000000180339028 (__TEXT,__text) external _dyld_process_register_for_event_notification
000000018033905c (__TEXT,__text) external _dyld_process_snapshot_create_for_process
00000001803390b4 (__TEXT,__text) external _dyld_process_snapshot_dispose
00000001803390e4 (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
0000000180339058 (__TEXT,__text) external _dyld_process_unregister_for_notification
0000000180334ae0 (__TEXT,__text) external _dyld_program_minos_at_least
0000000180333724 (__TEXT,__text) external _dyld_program_sdk_at_least
0000000180334a68 (__TEXT,__text) external _dyld_sdk_at_least
0000000180339114 (__TEXT,__text) external _dyld_shared_cache_copy_uuid
0000000180338f5c (__TEXT,__text) external _dyld_shared_cache_create
0000000180338fc8 (__TEXT,__text) external _dyld_shared_cache_dispose
00000001803349bc (__TEXT,__text) external _dyld_shared_cache_file_path
00000001803349f0 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
0000000180339140 (__TEXT,__text) external _dyld_shared_cache_for_each_file
0000000180339144 (__TEXT,__text) external _dyld_shared_cache_for_each_image
00000001803393e4 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
00000001803392c8 (__TEXT,__text) external _dyld_shared_cache_for_file
0000000180339108 (__TEXT,__text) external _dyld_shared_cache_get_base_address
000000018033910c (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
0000000180339110 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
0000000180334980 (__TEXT,__text) external _dyld_shared_cache_iterate_text
0000000180339100 (__TEXT,__text) external _dyld_shared_cache_pin_mapping
0000000180332f84 (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
0000000180339104 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
00000001803393e8 (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00000001d91f2938 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
                 (undefined) external _getenv (from libsystem_c)
0000000180334204 (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _open (from libsystem_kernel)
                 (undefined) external _opendir (from libsystem_c)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock_forked_child (from libsystem_platform)
                 (undefined) external _pid_for_task (from libsystem_kernel)
                 (undefined) external _pread (from libsystem_kernel)
                 (undefined) external _printf (from libsystem_c)
                 (undefined) external _proc_regionfilename (from libsystem_kernel)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _readdir_r (from libsystem_c)
                 (undefined) external _realpath$DARWIN_EXTSN (from libsystem_c)
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strerror (from libsystem_c)
                 (undefined) external _strlcat (from libsystem_c)
                 (undefined) external _strlcpy (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncmp (from libsystem_c)
                 (undefined) external _strnlen (from libsystem_c)
                 (undefined) external _strstr (from libsystem_c)
                 (undefined) external _task_dyld_process_info_notify_deregister (from libsystem_kernel)
                 (undefined) external _task_dyld_process_info_notify_register (from libsystem_kernel)
                 (undefined) external _task_info (from libsystem_kernel)
0000000180333630 (__TEXT,__text) non-external (was a private external) _tlv_get_addr
                 (undefined) external _usleep (from libsystem_c)
                 (undefined) external _uuid_is_null (from libsystem_c)
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_copy (from libsystem_kernel)
                 (undefined) external _vm_deallocate (from libsystem_kernel)
                 (undefined) external _vm_page_size (from libsystem_kernel)
                 (undefined) external _vproc_swap_integer (from libxpc)
0000000180333c00 (__TEXT,__text) external dyld_stub_binder
