                 (undefined) external _OBJC_CLASS_$_CATTransform (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_DEExecutor (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_DialogElement (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
                 (undefined) external _OBJC_CLASS_$_PatternExecutionDialog (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_SAUIAppPunchOut (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocationContext (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocationPayload (from SiriKitInvocation)
0000000297b37f08 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000026477a4bc (__TEXT,__text) non-external _OUTLINED_FUNCTION_48
000000026477a568 (__TEXT,__text) non-external _OUTLINED_FUNCTION_48
000000026477a708 (__TEXT,__text) non-external _OUTLINED_FUNCTION_48
000000026477a41c (__TEXT,__text) non-external _OUTLINED_FUNCTION_49
000000026477a4bc (__TEXT,__text) non-external _OUTLINED_FUNCTION_49
000000026477a534 (__TEXT,__text) non-external _OUTLINED_FUNCTION_49
000000026477a5b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_49
0000000264753d64 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
0000000264759110 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
0000000264759134 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
0000000264759144 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
0000000264759154 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
0000000264759164 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
0000000264759180 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
0000000264759198 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026475fea0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
0000000264761c90 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000002647681d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026476ac98 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026477a1dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026478830c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000026479c370 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
0000000264759278 (__TEXT,__text) non-external _OUTLINED_FUNCTION_50
000000026477a75c (__TEXT,__text) non-external _OUTLINED_FUNCTION_50
0000000264787b7c (__TEXT,__text) non-external _OUTLINED_FUNCTION_50
0000000264791eac (__TEXT,__text) non-external _OUTLINED_FUNCTION_50
000000026477a4c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_51
000000026477a568 (__TEXT,__text) non-external _OUTLINED_FUNCTION_51
0000000264787b98 (__TEXT,__text) non-external _OUTLINED_FUNCTION_51
0000000264791ec4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_51
0000000264759234 (__TEXT,__text) non-external _OUTLINED_FUNCTION_52
0000000264787bb0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_52
0000000264791edc (__TEXT,__text) non-external _OUTLINED_FUNCTION_52
000000026479c540 (__TEXT,__text) non-external _OUTLINED_FUNCTION_52
0000000264759364 (__TEXT,__text) non-external _OUTLINED_FUNCTION_53
000000026477a4e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_53
0000000264791ef4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_53
000000026479c560 (__TEXT,__text) non-external _OUTLINED_FUNCTION_53
000000026477a4bc (__TEXT,__text) non-external _OUTLINED_FUNCTION_54
000000026477a4f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_54
000000026477a518 (__TEXT,__text) non-external _OUTLINED_FUNCTION_54
0000000264787bc8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_54
0000000264759310 (__TEXT,__text) non-external _OUTLINED_FUNCTION_55
0000000264787bd4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_55
0000000264791f10 (__TEXT,__text) non-external _OUTLINED_FUNCTION_55
000000026479c57c (__TEXT,__text) non-external _OUTLINED_FUNCTION_55
000000026475929c (__TEXT,__text) non-external _OUTLINED_FUNCTION_56
000000026475929c (__TEXT,__text) non-external _OUTLINED_FUNCTION_56
0000000264787be8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_56
000000026479c598 (__TEXT,__text) non-external _OUTLINED_FUNCTION_56
000000026477a4fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_57
000000026477a664 (__TEXT,__text) non-external _OUTLINED_FUNCTION_57
0000000264787bfc (__TEXT,__text) non-external _OUTLINED_FUNCTION_57
000000026479c5c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_57
00000002647591f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_58
000000026475fed0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_58
000000026477a518 (__TEXT,__text) non-external _OUTLINED_FUNCTION_58
0000000264791f1c (__TEXT,__text) non-external _OUTLINED_FUNCTION_58
00000002647592cc (__TEXT,__text) non-external _OUTLINED_FUNCTION_59
00000002647592f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_59
0000000264787c08 (__TEXT,__text) non-external _OUTLINED_FUNCTION_59
000000026479c5f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_59
0000000264753d78 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
0000000264759164 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
0000000264759180 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
0000000264759180 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
0000000264759198 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002647591c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002647591e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000026476acb8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000026477a1f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000026477bd6c (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002647879d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
0000000264787c08 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
0000000264788338 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
0000000264791c44 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000002647a1f58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000026477a534 (__TEXT,__text) non-external _OUTLINED_FUNCTION_60
0000000264787c14 (__TEXT,__text) non-external _OUTLINED_FUNCTION_60
0000000264791f30 (__TEXT,__text) non-external _OUTLINED_FUNCTION_60
000000026479c5fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_60
0000000264759154 (__TEXT,__text) non-external _OUTLINED_FUNCTION_61
0000000264759290 (__TEXT,__text) non-external _OUTLINED_FUNCTION_61
0000000264759304 (__TEXT,__text) non-external _OUTLINED_FUNCTION_61
0000000264787c28 (__TEXT,__text) non-external _OUTLINED_FUNCTION_61
000000026477a54c (__TEXT,__text) non-external _OUTLINED_FUNCTION_62
0000000264787c34 (__TEXT,__text) non-external _OUTLINED_FUNCTION_62
0000000264791f44 (__TEXT,__text) non-external _OUTLINED_FUNCTION_62
000000026479c628 (__TEXT,__text) non-external _OUTLINED_FUNCTION_62
000000026477a518 (__TEXT,__text) non-external _OUTLINED_FUNCTION_63
000000026477a568 (__TEXT,__text) non-external _OUTLINED_FUNCTION_63
000000026477a708 (__TEXT,__text) non-external _OUTLINED_FUNCTION_63
0000000264787c40 (__TEXT,__text) non-external _OUTLINED_FUNCTION_63
000000026477a580 (__TEXT,__text) non-external _OUTLINED_FUNCTION_64
0000000264787c4c (__TEXT,__text) non-external _OUTLINED_FUNCTION_64
0000000264791f58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_64
000000026479c638 (__TEXT,__text) non-external _OUTLINED_FUNCTION_64
0000000264759134 (__TEXT,__text) non-external _OUTLINED_FUNCTION_65
000000026477a4fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_65
0000000264787c60 (__TEXT,__text) non-external _OUTLINED_FUNCTION_65
000000026479c654 (__TEXT,__text) non-external _OUTLINED_FUNCTION_65
000000026475934c (__TEXT,__text) non-external _OUTLINED_FUNCTION_66
000000026477a598 (__TEXT,__text) non-external _OUTLINED_FUNCTION_66
0000000264787c6c (__TEXT,__text) non-external _OUTLINED_FUNCTION_66
0000000264791f74 (__TEXT,__text) non-external _OUTLINED_FUNCTION_66
000000026477a5a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_67
0000000264787c80 (__TEXT,__text) non-external _OUTLINED_FUNCTION_67
0000000264791f90 (__TEXT,__text) non-external _OUTLINED_FUNCTION_67
000000026479c66c (__TEXT,__text) non-external _OUTLINED_FUNCTION_67
0000000264759330 (__TEXT,__text) non-external _OUTLINED_FUNCTION_68
000000026476696c (__TEXT,__text) non-external _OUTLINED_FUNCTION_68
0000000264787c8c (__TEXT,__text) non-external _OUTLINED_FUNCTION_68
000000026479c678 (__TEXT,__text) non-external _OUTLINED_FUNCTION_68
000000026477a5b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_69
0000000264787ca0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_69
0000000264791fb0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_69
000000026479c684 (__TEXT,__text) non-external _OUTLINED_FUNCTION_69
0000000264759124 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
0000000264759174 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
0000000264759180 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000002647591d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000026475b288 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000026475e468 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000026475feb0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
0000000264761ca8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000026476ad08 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000026477bd80 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
0000000264788358 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000026479c380 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000002647a51c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000026477a5d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_70
0000000264791cd4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_70
0000000264791fd0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_70
000000026477a5dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_71
0000000264791ff0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_71
000000026479c690 (__TEXT,__text) non-external _OUTLINED_FUNCTION_71
000000026477a5e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_72
0000000264792010 (__TEXT,__text) non-external _OUTLINED_FUNCTION_72
000000026479c6a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_72
0000000264759364 (__TEXT,__text) non-external _OUTLINED_FUNCTION_73
0000000264792030 (__TEXT,__text) non-external _OUTLINED_FUNCTION_73
000000026479c6c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_73
000000026477a5f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_74
000000026479c6d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_74
000000026477a600 (__TEXT,__text) non-external _OUTLINED_FUNCTION_75
000000026479c6e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_75
000000026477a624 (__TEXT,__text) non-external _OUTLINED_FUNCTION_76
000000026479c6ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_76
000000026477a640 (__TEXT,__text) non-external _OUTLINED_FUNCTION_77
000000026479c6f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_77
000000026477a664 (__TEXT,__text) non-external _OUTLINED_FUNCTION_78
000000026479c70c (__TEXT,__text) non-external _OUTLINED_FUNCTION_78
000000026477a670 (__TEXT,__text) non-external _OUTLINED_FUNCTION_79
000000026479c718 (__TEXT,__text) non-external _OUTLINED_FUNCTION_79
0000000264759110 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
0000000264759144 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
0000000264759180 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
0000000264759198 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
0000000264759198 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000002647591e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000002647591e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
0000000264759290 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026476ad24 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026477bd8c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000002647879e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000002647a51dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026477a5e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_80
000000026477a67c (__TEXT,__text) non-external _OUTLINED_FUNCTION_80
000000026477a688 (__TEXT,__text) non-external _OUTLINED_FUNCTION_81
0000000264791dbc (__TEXT,__text) non-external _OUTLINED_FUNCTION_81
000000026477a69c (__TEXT,__text) non-external _OUTLINED_FUNCTION_82
000000026477a774 (__TEXT,__text) non-external _OUTLINED_FUNCTION_82
000000026477a6b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_83
000000026479c72c (__TEXT,__text) non-external _OUTLINED_FUNCTION_83
000000026477a6bc (__TEXT,__text) non-external _OUTLINED_FUNCTION_84
000000026479c74c (__TEXT,__text) non-external _OUTLINED_FUNCTION_84
000000026477a6c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_85
000000026477a744 (__TEXT,__text) non-external _OUTLINED_FUNCTION_85
000000026477a6d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_86
000000026479c76c (__TEXT,__text) non-external _OUTLINED_FUNCTION_86
00000002647592a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_87
000000026479c78c (__TEXT,__text) non-external _OUTLINED_FUNCTION_87
000000026477a6e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_88
0000000264788358 (__TEXT,__text) non-external _OUTLINED_FUNCTION_88
000000026477a6f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_89
000000026479c7ac (__TEXT,__text) non-external _OUTLINED_FUNCTION_89
0000000264759154 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
0000000264759174 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
0000000264759174 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026475918c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026475e478 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026475e504 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026475fed0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026476ad40 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026477a210 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000002647a1f6c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026477a708 (__TEXT,__text) non-external _OUTLINED_FUNCTION_90
000000026479c7c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_90
000000026477a724 (__TEXT,__text) non-external _OUTLINED_FUNCTION_91
000000026479c7dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_91
0000000264759364 (__TEXT,__text) non-external _OUTLINED_FUNCTION_92
000000026477a744 (__TEXT,__text) non-external _OUTLINED_FUNCTION_92
000000026477a75c (__TEXT,__text) non-external _OUTLINED_FUNCTION_93
000000026479c7f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_93
000000026477a774 (__TEXT,__text) non-external _OUTLINED_FUNCTION_94
000000026477a78c (__TEXT,__text) non-external _OUTLINED_FUNCTION_95
000000026477a7a4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_96
000000026477a7b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_97
00000002647a77f0 (__TEXT,__const) external _SiriSuggestionsSupportVersionNumber
00000002647a77b0 (__TEXT,__const) external _SiriSuggestionsSupportVersionString
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_release (from libSystem)
0000000297b37ea0 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport10Connection
000000029c337d48 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport13XPCAccessList
00000002987a71e0 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport18SiriHelpDispatcher
000000029c337008 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport19ExecutionDispatcher
000000029c336b20 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport20InAppEventDispatcher
000000029c3372f8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport23InMemoryHintsStateStore
000000029c337098 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport23InvocationContextHolder
00000002987a7230 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport23StaticRequestIdProvider
000000029c3382a8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport24NewUUIDRequestIdProvider
00000002987a70a8 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport24SiriSuggestionsXPCClient
000000029c338120 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
000000029c338218 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport25StatefulSuggestionsClient
000000029c336bf8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport27DispatcherSuggestionService
000000029c336dc8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport28DispatchedServiceAPIProvider
0000000297b37e50 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport28EventDrivenSuggestionsClient
000000029c337768 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport28StateStoreInteractionBuilder
000000029c336f50 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport28TurnProtectedHintsStateStore
0000000297b37f88 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport29EventDrivenInteractionBuilder
000000029c337468 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport30InServiceSuggestionsDispatcher
000000029c3367f8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport30SiriHelpResponseVersionInvoker
00000002987a7198 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000029c336e58 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport31SiriInvocationDispatcherFactory
000000029c336cd0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport32DispatchSuggestionServiceFactory
000000029c337200 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport32FlowSuggestionsDispatcherFactory
00000002987a70f8 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework1Invoker
00000002987a7148 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework2Invoker
000000029c338430 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport34OfflineGenerationSuggestionsClient
000000029c3373b0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport35InternalXPCSuggestionsLoggerFactory
000000029c337560 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport35OfflineGenerationInteractionBuilder
000000029c337170 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport36SiriHelpSuggestionsDispatcherFactory
000000029c336a48 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport8NoOpFlow
0000000297b37e00 (__DATA_DIRTY,__objc_data) non-external __DATA__TtCC22SiriSuggestionsSupport28StateStoreInteractionBuilder19ContinuationCapture
00000002647a7508 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
00000002647a7598 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000029c337f08 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport10Connection
000000029c337d20 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport13XPCAccessList
000000029c337bb0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport18SiriHelpDispatcher
000000029c336fe0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport19ExecutionDispatcher
000000029c336ad8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport20InAppEventDispatcher
000000029c337290 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport23InMemoryHintsStateStore
000000029c338338 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport23StaticRequestIdProvider
000000029c336700 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport24SiriSuggestionsXPCClient
000000029c338058 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
000000029c3381b0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport25StatefulSuggestionsClient
000000029c336bb0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport27DispatcherSuggestionService
000000029c336d60 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport28DispatchedServiceAPIProvider
000000029c337dd8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport28EventDrivenSuggestionsClient
000000029c3376a0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport28StateStoreInteractionBuilder
000000029c336ee8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport28TurnProtectedHintsStateStore
000000029c3375f0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport29EventDrivenInteractionBuilder
000000029c337440 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport30InServiceSuggestionsDispatcher
000000029c336770 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport30SiriHelpResponseVersionInvoker
000000029c337968 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000029c336c88 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport32DispatchSuggestionServiceFactory
000000029c336888 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework1Invoker
000000029c336958 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework2Invoker
000000029c3383c8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport34OfflineGenerationSuggestionsClient
000000029c337388 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport35InternalXPCSuggestionsLoggerFactory
000000029c3374f8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport35OfflineGenerationInteractionBuilder
000000029c337128 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport36SiriHelpSuggestionsDispatcherFactory
000000029c3377f8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCC22SiriSuggestionsSupport28StateStoreInteractionBuilder19ContinuationCapture
000000029c337ec0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport10Connection
000000029c337cd8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport13XPCAccessList
000000029c337b68 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport18SiriHelpDispatcher
000000029c336f98 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport19ExecutionDispatcher
000000029c336a90 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport20InAppEventDispatcher
000000029c337248 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport23InMemoryHintsStateStore
000000029c337050 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport23InvocationContextHolder
000000029c3382f0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport23StaticRequestIdProvider
000000029c338260 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport24NewUUIDRequestIdProvider
000000029c3366b8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport24SiriSuggestionsXPCClient
000000029c338000 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
000000029c338168 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport25StatefulSuggestionsClient
000000029c336b68 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport27DispatcherSuggestionService
000000029c336d18 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport28DispatchedServiceAPIProvider
000000029c337d90 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport28EventDrivenSuggestionsClient
000000029c337658 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport28StateStoreInteractionBuilder
000000029c336ea0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport28TurnProtectedHintsStateStore
000000029c3375a8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport29EventDrivenInteractionBuilder
000000029c3373f8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport30InServiceSuggestionsDispatcher
000000029c336728 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport30SiriHelpResponseVersionInvoker
000000029c337910 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
