00007ff800eaac90 (__TEXT,__text) external _APL_dgemm
00007ff800f77270 (__TEXT,__text) external _cblas_csyrk
00007ff800e0fc13 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK
00007ff800f40152 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK$ILP64
00007ff800f8b03d (__TEXT,__text) external _cblas_ctbmv
00007ff800f5859a (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK
00007ff800f6996d (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK$ILP64
00007ff800f8b2aa (__TEXT,__text) external _cblas_ctbsv
00007ff800f58ed2 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK
00007ff800f6a2c3 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK$ILP64
00007ff800f8b517 (__TEXT,__text) external _cblas_ctpmv
00007ff800f59974 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
00007ff800f6ad83 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
00007ff800f8b71a (__TEXT,__text) external _cblas_ctpsv
00007ff800f5a113 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00007ff800f6b517 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
00007ff800f834e2 (__TEXT,__text) external _cblas_ctrmm
00007ff800f34a2f (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
00007ff800f52431 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
00007ff800f8bc91 (__TEXT,__text) external _cblas_ctrmv
00007ff800f5aa4f (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00007ff800f6be4c (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
00007ff800f7a394 (__TEXT,__text) external _cblas_ctrsm
00007ff800e8eda0 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00007ff800f46452 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
00007ff800f8c7e9 (__TEXT,__text) external _cblas_ctrsv
00007ff800f5b5a7 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00007ff800f6c9b4 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00007ff800f7c2ea (__TEXT,__text) external _cblas_dasum
00007ff800eadf83 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00007ff800f48b6b (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00007ff800f7c31e (__TEXT,__text) external _cblas_daxpy
00007ff800eadfb7 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
00007ff800f48b9c (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00007ff800f7c433 (__TEXT,__text) external _cblas_dcopy
00007ff800eae0cc (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
00007ff800f48c96 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00007ff800f7c287 (__TEXT,__text) external _cblas_ddot
00007ff800eadf20 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00007ff800f48b14 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
00007ff800f778d0 (__TEXT,__text) external _cblas_dgbmv
00007ff800e1adec (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
00007ff800f438a2 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00007ff800f81e52 (__TEXT,__text) external _cblas_dgemm
00007ff800f0f479 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
00007ff800f50a74 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
00007ff800f0f4cf (__TEXT,__text) external _cblas_dgemm_singlecore
00007ff800dcb8f0 (__TEXT,__text) external _cblas_dgemv
00007ff800e19a0a (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
00007ff800f43502 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
00007ff800e19a57 (__TEXT,__text) external _cblas_dgemv_singlecore
00007ff800dc82cd (__TEXT,__text) external _cblas_dger
00007ff800e19720 (__TEXT,__text) external _cblas_dger$NEWLAPACK
00007ff800f433c7 (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00007ff800f7c4ac (__TEXT,__text) external _cblas_dnrm2
00007ff800eae145 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
00007ff800f48d00 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00007ff800f7c587 (__TEXT,__text) external _cblas_drot
00007ff800eae254 (__TEXT,__text) external _cblas_drot$NEWLAPACK
00007ff800f48df7 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
00007ff800f882ee (__TEXT,__text) external _cblas_drotg
00007ff800f547f6 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00007ff800f66020 (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00007ff800f7c63b (__TEXT,__text) external _cblas_drotm
00007ff800eae308 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00007ff800f48e9d (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
00007ff800f8841e (__TEXT,__text) external _cblas_drotmg
00007ff800f54926 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00007ff800f66150 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
00007ff800f77c63 (__TEXT,__text) external _cblas_dsbmv
00007ff800e23b14 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
00007ff800f43c6c (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
00007ff800dc8299 (__TEXT,__text) external _cblas_dscal
00007ff800eae160 (__TEXT,__text) external _cblas_dscal$NEWLAPACK
00007ff800f48d19 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00007ff800f764bc (__TEXT,__text) external _cblas_dsdot
00007ff800df17f6 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
00007ff800f3f444 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00007ff800f75f51 (__TEXT,__text) external _cblas_dspmv
00007ff800de7a9b (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
00007ff800f3eeb7 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00007ff800f80095 (__TEXT,__text) external _cblas_dspr
00007ff800eecc0e (__TEXT,__text) external _cblas_dspr$NEWLAPACK
00007ff800f4e750 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00007ff800f7988d (__TEXT,__text) external _cblas_dspr2
00007ff800e67547 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
00007ff800f45918 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00007ff800f7c4f5 (__TEXT,__text) external _cblas_dswap
00007ff800eae1c2 (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00007ff800f48d73 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00007ff800f75bfb (__TEXT,__text) external _cblas_dsymm
00007ff800de6b06 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
00007ff800f3eb5f (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
00007ff800f7a723 (__TEXT,__text) external _cblas_dsymv
00007ff800e8fceb (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
00007ff800f467eb (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00007ff800f776c9 (__TEXT,__text) external _cblas_dsyr
00007ff800e19aa7 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00007ff800f4353d (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00007ff800f7779e (__TEXT,__text) external _cblas_dsyr2
00007ff800e19b7c (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
00007ff800f43623 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00007ff800f7cdef (__TEXT,__text) external _cblas_dsyr2k
00007ff800eb45da (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
00007ff800f4b51f (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00007ff800f7fd99 (__TEXT,__text) external _cblas_dsyrk
00007ff800eec280 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
00007ff800f4e437 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00007ff800f76a84 (__TEXT,__text) external _cblas_dtbmv
00007ff800df6d91 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
00007ff800f3f984 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00007ff800f78792 (__TEXT,__text) external _cblas_dtbsv
00007ff800e3a3a2 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
00007ff800f44804 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00007ff800f7ed1d (__TEXT,__text) external _cblas_dtpmv
00007ff800ed4b6d (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
00007ff800f4d3f3 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00007ff800f790e0 (__TEXT,__text) external _cblas_dtpsv
00007ff800e48430 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
00007ff800f45132 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00007ff800f81019 (__TEXT,__text) external _cblas_dtrmm
00007ff800efda2e (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
00007ff800f4fc37 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
00007ff800dc8c2f (__TEXT,__text) external _cblas_dtrmv
00007ff800e19cae (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
00007ff800f4375c (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00007ff800f760c5 (__TEXT,__text) external _cblas_dtrsm
00007ff800de8c42 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00007ff800f3f037 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
00007ff800f774e2 (__TEXT,__text) external _cblas_dtrsv
00007ff800e146c8 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
00007ff800f403ce (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
00007ff800f76cac (__TEXT,__text) external _cblas_dzasum
00007ff800df7af2 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00007ff800f3fba2 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
00007ff800f8d5c1 (__TEXT,__text) external _cblas_dznrm2
00007ff800f5c37f (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00007ff800f6d7e8 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
00007ff800f93398 (__TEXT,__text) external _cblas_errprn
00007ff800f6430b (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00007ff800f75464 (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
00007ff800f77f32 (__TEXT,__text) external _cblas_icamax
00007ff800e24e6a (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00007ff800f43f7a (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
00007ff800dc7f30 (__TEXT,__text) external _cblas_idamax
00007ff800e9e57f (__TEXT,__text) external _cblas_idamax$NEWLAPACK
00007ff800f47a3e (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00007ff800f80b3b (__TEXT,__text) external _cblas_isamax
00007ff800ef1d5d (__TEXT,__text) external _cblas_isamax$NEWLAPACK
00007ff800f4f256 (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
00007ff800f78edf (__TEXT,__text) external _cblas_izamax
00007ff800e42a31 (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00007ff800f44f3b (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00007ff800f76601 (__TEXT,__text) external _cblas_sasum
00007ff800df193b (__TEXT,__text) external _cblas_sasum$NEWLAPACK
00007ff800f3f562 (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00007ff800f76635 (__TEXT,__text) external _cblas_saxpy
00007ff800df196f (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
00007ff800f3f593 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
00007ff800f82f0b (__TEXT,__text) external _cblas_scasum
00007ff800f22ad8 (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00007ff800f51b7c (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
00007ff800f7b145 (__TEXT,__text) external _cblas_scnrm2
00007ff800e96063 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00007ff800f47685 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00007ff800f76748 (__TEXT,__text) external _cblas_scopy
00007ff800df1a82 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
00007ff800f3f68b (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00007ff800f765a1 (__TEXT,__text) external _cblas_sdot
00007ff800df18db (__TEXT,__text) external _cblas_sdot$NEWLAPACK
00007ff800f3f511 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00007ff800f7651f (__TEXT,__text) external _cblas_sdsdot
00007ff800df1859 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
00007ff800f3f49b (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
00007ff800f82b78 (__TEXT,__text) external _cblas_sgbmv
00007ff800f1a69d (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00007ff800f517b2 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00007ff800f76d38 (__TEXT,__text) external _cblas_sgemm
00007ff800e00120 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
00007ff800f3fc2e (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
00007ff800e00176 (__TEXT,__text) external _cblas_sgemm_singlecore
00007ff800f7bf1b (__TEXT,__text) external _cblas_sgemv
00007ff800eab7d2 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
00007ff800f487a4 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
00007ff800eab81f (__TEXT,__text) external _cblas_sgemv_singlecore
00007ff800f7bdd7 (__TEXT,__text) external _cblas_sger
00007ff800eab4fc (__TEXT,__text) external _cblas_sger$NEWLAPACK
00007ff800f48665 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00007ff800f767c1 (__TEXT,__text) external _cblas_snrm2
00007ff800df1afb (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
00007ff800f3f6f5 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00007ff800f768d0 (__TEXT,__text) external _cblas_srot
00007ff800df1c0a (__TEXT,__text) external _cblas_srot$NEWLAPACK
00007ff800f3f7ec (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
00007ff800f88922 (__TEXT,__text) external _cblas_srotg
00007ff800f54e2a (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00007ff800f66654 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00007ff800f76984 (__TEXT,__text) external _cblas_srotm
00007ff800df1cbe (__TEXT,__text) external _cblas_srotm$NEWLAPACK
00007ff800f3f892 (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
00007ff800f88a33 (__TEXT,__text) external _cblas_srotmg
00007ff800f54f3b (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00007ff800f66765 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
00007ff800f795be (__TEXT,__text) external _cblas_ssbmv
00007ff800e63f94 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
00007ff800f4560a (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00007ff800f767dc (__TEXT,__text) external _cblas_sscal
00007ff800df1b16 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
00007ff800f3f70e (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
00007ff800f7b381 (__TEXT,__text) external _cblas_sspmv
00007ff800e9e40b (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00007ff800f478be (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
00007ff800f79a06 (__TEXT,__text) external _cblas_sspr
00007ff800e7e409 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00007ff800f45a99 (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
00007ff800f7b8dd (__TEXT,__text) external _cblas_sspr2
00007ff800ea8dbb (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
00007ff800f48164 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00007ff800f7683e (__TEXT,__text) external _cblas_sswap
00007ff800df1b78 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
00007ff800f3f768 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
00007ff800f82822 (__TEXT,__text) external _cblas_ssymm
00007ff800f13b30 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00007ff800f5145a (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
00007ff800f7b4f5 (__TEXT,__text) external _cblas_ssymv
00007ff800e9f689 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00007ff800f47d6c (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00007ff800f7bf68 (__TEXT,__text) external _cblas_ssyr
00007ff800eab86f (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00007ff800f487df (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00007ff800f7c030 (__TEXT,__text) external _cblas_ssyr2
00007ff800eab937 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
00007ff800f488ae (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00007ff800f784da (__TEXT,__text) external _cblas_ssyr2k
00007ff800e3703e (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
00007ff800f4454d (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00007ff800f7a8c0 (__TEXT,__text) external _cblas_ssyrk
00007ff800e91270 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
00007ff800f4698d (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00007ff800f7ddf1 (__TEXT,__text) external _cblas_stbmv
00007ff800ebd972 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00007ff800f4c4dc (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00007ff800f789ba (__TEXT,__text) external _cblas_stbsv
00007ff800e403dc (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
00007ff800f44a22 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
00007ff800f83132 (__TEXT,__text) external _cblas_stpmv
00007ff800f2e069 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
00007ff800f51d9f (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00007ff800f82f64 (__TEXT,__text) external _cblas_stpsv
00007ff800f27193 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
00007ff800f51bd5 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00007ff800f7ba56 (__TEXT,__text) external _cblas_strmm
00007ff800eab17b (__TEXT,__text) external _cblas_strmm$NEWLAPACK
00007ff800f482e5 (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00007ff800f7c148 (__TEXT,__text) external _cblas_strmv
00007ff800eaba4f (__TEXT,__text) external _cblas_strmv$NEWLAPACK
00007ff800f489ce (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
00007ff800f8386c (__TEXT,__text) external _cblas_strsm
00007ff800f3a830 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
00007ff800f527ba (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00007ff800f7b19a (__TEXT,__text) external _cblas_strsv
00007ff800e9bf41 (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00007ff800f476da (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
00007ff800f93336 (__TEXT,__text) external _cblas_xerbla
00007ff800f642a9 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00007ff800f753fe (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
00007ff800f7caac (__TEXT,__text) external _cblas_zaxpy
00007ff800eb3140 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00007ff800f4b1e6 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
00007ff800f77211 (__TEXT,__text) external _cblas_zcopy
00007ff800e0f752 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00007ff800f400ef (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
00007ff800f77178 (__TEXT,__text) external _cblas_zdotc_sub
00007ff800e03c40 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00007ff800f40067 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
00007ff800f8265f (__TEXT,__text) external _cblas_zdotu_sub
00007ff800f137b7 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00007ff800f512aa (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00007ff800f7f0cd (__TEXT,__text) external _cblas_zdrot
00007ff800ee4b40 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00007ff800f4d7ad (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
00007ff800f826f8 (__TEXT,__text) external _cblas_zdscal
00007ff800f139db (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00007ff800f51332 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00007ff800f8da7e (__TEXT,__text) external _cblas_zgbmv
00007ff800f5c6ae (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00007ff800f6db17 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
00007ff800f82162 (__TEXT,__text) external _cblas_zgemm
00007ff800f1068f (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00007ff800f50d77 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
00007ff800f8e200 (__TEXT,__text) external _cblas_zgemv
00007ff800f5ce00 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00007ff800f6e240 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
00007ff800f8139a (__TEXT,__text) external _cblas_zgerc
00007ff800f09280 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00007ff800f4ffb7 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
00007ff800f832e5 (__TEXT,__text) external _cblas_zgeru
00007ff800f2e21c (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00007ff800f51f59 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
00007ff800f8efa0 (__TEXT,__text) external _cblas_zhbmv
00007ff800f5dba0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00007ff800f6f030 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
00007ff800f7a02e (__TEXT,__text) external _cblas_zhemm
00007ff800e7ea31 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00007ff800f460f5 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
00007ff800f8f1e6 (__TEXT,__text) external _cblas_zhemv
00007ff800f5e27b (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00007ff800f6f728 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
00007ff800f7e37f (__TEXT,__text) external _cblas_zher
00007ff800ec32ba (__TEXT,__text) external _cblas_zher$NEWLAPACK
00007ff800f4ca57 (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00007ff800f8fa7a (__TEXT,__text) external _cblas_zher2
00007ff800f5eebc (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00007ff800f703d6 (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
00007ff800f80cfe (__TEXT,__text) external _cblas_zher2k
00007ff800ef8e42 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00007ff800f4f910 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
00007ff800f76d8e (__TEXT,__text) external _cblas_zherk
00007ff800e03823 (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00007ff800f3fc71 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
00007ff800f9022d (__TEXT,__text) external _cblas_zhpmv
00007ff800f5f66f (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00007ff800f70b89 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
00007ff800f90425 (__TEXT,__text) external _cblas_zhpr
00007ff800f5fc30 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00007ff800f70d91 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
00007ff800f9055b (__TEXT,__text) external _cblas_zhpr2
00007ff800f5ff99 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00007ff800f710fe (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
00007ff800f8d6cd (__TEXT,__text) external _cblas_zrotg
00007ff800f5c461 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00007ff800f6d8ca (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
00007ff800f7d7fe (__TEXT,__text) external _cblas_zscal
00007ff800ebab30 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00007ff800f4bf26 (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
00007ff800f7d40d (__TEXT,__text) external _cblas_zswap
00007ff800eb9a31 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00007ff800f4bb33 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
00007ff800f7c746 (__TEXT,__text) external _cblas_zsymm
00007ff800eb0347 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00007ff800f4ae89 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
00007ff800f81ea8 (__TEXT,__text) external _cblas_zsyr2k
00007ff800f0f528 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00007ff800f50ab7 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
00007ff800f78105 (__TEXT,__text) external _cblas_zsyrk
00007ff800e25437 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00007ff800f44138 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
00007ff800f90c84 (__TEXT,__text) external _cblas_ztbmv
00007ff800f606c2 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00007ff800f7180c (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
00007ff800f90ef1 (__TEXT,__text) external _cblas_ztbsv
00007ff800f60fb4 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00007ff800f7211c (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
00007ff800f9115e (__TEXT,__text) external _cblas_ztpmv
00007ff800f61a7f (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00007ff800f72c05 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
00007ff800f91361 (__TEXT,__text) external _cblas_ztpsv
00007ff800f62162 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00007ff800f732dd (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
00007ff800f7d474 (__TEXT,__text) external _cblas_ztrmm
00007ff800eb9b1e (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
00007ff800f4bb9d (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
