00007ff8036dda70 (__TEXT,__text) external _APL_dgemm
00007ff803787529 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
00007ff8037c1f29 (__TEXT,__text) external _cblas_ctrmv
00007ff80378fae0 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00007ff8037a0da6 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
00007ff8037afc16 (__TEXT,__text) external _cblas_ctrsm
00007ff8036c1ab0 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00007ff80377aa35 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
00007ff8037c2a4e (__TEXT,__text) external _cblas_ctrsv
00007ff803790605 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00007ff8037a1916 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00007ff8037b1d81 (__TEXT,__text) external _cblas_dasum
00007ff8036e0c90 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00007ff80377d3bd (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00007ff8037b1db5 (__TEXT,__text) external _cblas_daxpy
00007ff8036e0cc4 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
00007ff80377d3ee (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00007ff8037b1ea7 (__TEXT,__text) external _cblas_dcopy
00007ff8036e0db6 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
00007ff80377d4c8 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00007ff8037b1d21 (__TEXT,__text) external _cblas_ddot
00007ff8036e0c30 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00007ff80377d366 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
00007ff8037ad09b (__TEXT,__text) external _cblas_dgbmv
00007ff80364d6f4 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
00007ff803777dac (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00007ff8037b8015 (__TEXT,__text) external _cblas_dgemm
00007ff8037416fc (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
00007ff803785ab3 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
00007ff803741752 (__TEXT,__text) external _cblas_dgemm_singlecore
00007ff8035ff260 (__TEXT,__text) external _cblas_dgemv
00007ff80364c293 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
00007ff803777a3a (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
00007ff80364c2e0 (__TEXT,__text) external _cblas_dgemv_singlecore
00007ff8035fbc66 (__TEXT,__text) external _cblas_dger
00007ff80364bfd0 (__TEXT,__text) external _cblas_dger$NEWLAPACK
00007ff803777785 (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00007ff8037b1f20 (__TEXT,__text) external _cblas_dnrm2
00007ff8036e0e2f (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
00007ff80377d532 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00007ff8037b200e (__TEXT,__text) external _cblas_drot
00007ff8036e0f51 (__TEXT,__text) external _cblas_drot$NEWLAPACK
00007ff80377d63e (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
00007ff8037be5da (__TEXT,__text) external _cblas_drotg
00007ff803789908 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00007ff80379af87 (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00007ff8037b2098 (__TEXT,__text) external _cblas_drotm
00007ff8036e0fdb (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00007ff80377d6be (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
00007ff8037be70a (__TEXT,__text) external _cblas_drotmg
00007ff803789a38 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00007ff80379b0b7 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
00007ff8037ad447 (__TEXT,__text) external _cblas_dsbmv
00007ff803656270 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
00007ff803778186 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
00007ff8035fbc32 (__TEXT,__text) external _cblas_dscal
00007ff8036e0e5d (__TEXT,__text) external _cblas_dscal$NEWLAPACK
00007ff80377d560 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00007ff8037abb70 (__TEXT,__text) external _cblas_dsdot
00007ff803624a66 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
00007ff80377384c (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00007ff8037ab5d2 (__TEXT,__text) external _cblas_dspmv
00007ff80361ac8a (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
00007ff80377329b (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00007ff8037b5b0c (__TEXT,__text) external _cblas_dspr
00007ff80371e6a3 (__TEXT,__text) external _cblas_dspr$NEWLAPACK
00007ff80378301c (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00007ff8037af0ae (__TEXT,__text) external _cblas_dspr2
00007ff803699d35 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
00007ff803779e8b (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00007ff8037b1f7c (__TEXT,__text) external _cblas_dswap
00007ff8036e0ebf (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00007ff80377d5ba (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00007ff8037ab24e (__TEXT,__text) external _cblas_dsymm
00007ff803619c6c (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
00007ff803772f0b (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
00007ff8037affc1 (__TEXT,__text) external _cblas_dsymv
00007ff8036c2a5d (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
00007ff80377adf2 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00007ff8037aceb1 (__TEXT,__text) external _cblas_dsyr
00007ff80364c330 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00007ff803777a75 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00007ff8037acf78 (__TEXT,__text) external _cblas_dsyr2
00007ff80364c3f7 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
00007ff803777b46 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00007ff8037b2862 (__TEXT,__text) external _cblas_dsyr2k
00007ff8036e726b (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
00007ff80377fd78 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00007ff8037b57fa (__TEXT,__text) external _cblas_dsyrk
00007ff80371dcdb (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
00007ff803782cdf (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00007ff8037ac0cd (__TEXT,__text) external _cblas_dtbmv
00007ff80362999c (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
00007ff803773d34 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00007ff8037adfa9 (__TEXT,__text) external _cblas_dtbsv
00007ff80366cfd8 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
00007ff803778d6c (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00007ff8037b47c6 (__TEXT,__text) external _cblas_dtpmv
00007ff803706dd2 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
00007ff803781ccf (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00007ff8037ae8f0 (__TEXT,__text) external _cblas_dtpsv
00007ff80367b5c7 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
00007ff80377969d (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00007ff8037b6aa8 (__TEXT,__text) external _cblas_dtrmm
00007ff80372fc90 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
00007ff803784530 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
00007ff8035fc5cf (__TEXT,__text) external _cblas_dtrmv
00007ff80364c51a (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
00007ff803777c69 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00007ff8037ab745 (__TEXT,__text) external _cblas_dtrsm
00007ff80361be2b (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00007ff80377341b (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
00007ff8037acb49 (__TEXT,__text) external _cblas_dtrsv
00007ff803647020 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
00007ff80377479c (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
00007ff8037ac2ef (__TEXT,__text) external _cblas_dzasum
00007ff80362a6f2 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00007ff803773f55 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
00007ff8037c37d6 (__TEXT,__text) external _cblas_dznrm2
00007ff80379138d (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00007ff8037a2741 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
00007ff8037c9549 (__TEXT,__text) external _cblas_errprn
00007ff803799274 (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00007ff8037aa3c9 (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
00007ff8037ad722 (__TEXT,__text) external _cblas_icamax
00007ff803657625 (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00007ff80377849a (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
00007ff8035fb8c0 (__TEXT,__text) external _cblas_idamax
00007ff8036d1258 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
00007ff80377c0b4 (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00007ff8037b659b (__TEXT,__text) external _cblas_isamax
00007ff80372389d (__TEXT,__text) external _cblas_isamax$NEWLAPACK
00007ff803783b2c (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
00007ff8037ae6ef (__TEXT,__text) external _cblas_izamax
00007ff80367559c (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00007ff8037794ab (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00007ff8037abcaf (__TEXT,__text) external _cblas_sasum
00007ff803624ba5 (__TEXT,__text) external _cblas_sasum$NEWLAPACK
00007ff80377396a (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00007ff8037abce3 (__TEXT,__text) external _cblas_saxpy
00007ff803624bd9 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
00007ff80377399b (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
00007ff8037b9179 (__TEXT,__text) external _cblas_scasum
00007ff80375503a (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00007ff803786c6f (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
00007ff8037b0a1d (__TEXT,__text) external _cblas_scnrm2
00007ff8036c8c9c (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00007ff80377bcdf (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00007ff8037abdd3 (__TEXT,__text) external _cblas_scopy
00007ff803624cc9 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
00007ff803773a73 (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00007ff8037abc4f (__TEXT,__text) external _cblas_sdot
00007ff803624b45 (__TEXT,__text) external _cblas_sdot$NEWLAPACK
00007ff803773919 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00007ff8037abbd0 (__TEXT,__text) external _cblas_sdsdot
00007ff803624ac6 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
00007ff8037738a3 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
00007ff8037b8dcd (__TEXT,__text) external _cblas_sgbmv
00007ff80374cbaf (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00007ff803786895 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00007ff8037ac37e (__TEXT,__text) external _cblas_sgemm
00007ff803632a20 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
00007ff803773fe4 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
00007ff803632a76 (__TEXT,__text) external _cblas_sgemm_singlecore
00007ff8037b19bb (__TEXT,__text) external _cblas_sgemv
00007ff8036de5c3 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
00007ff80377cffe (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
00007ff8036de610 (__TEXT,__text) external _cblas_sgemv_singlecore
00007ff8037b16fc (__TEXT,__text) external _cblas_sger
00007ff8036de304 (__TEXT,__text) external _cblas_sger$NEWLAPACK
00007ff80377cd40 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00007ff8037abe4c (__TEXT,__text) external _cblas_snrm2
00007ff803624d42 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
00007ff803773add (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00007ff8037abf6e (__TEXT,__text) external _cblas_srot
00007ff803624e64 (__TEXT,__text) external _cblas_srot$NEWLAPACK
00007ff803773be9 (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
00007ff8037bebfb (__TEXT,__text) external _cblas_srotg
00007ff803789f29 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00007ff80379b5a8 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00007ff8037abff8 (__TEXT,__text) external _cblas_srotm
00007ff803624eee (__TEXT,__text) external _cblas_srotm$NEWLAPACK
00007ff803773c69 (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
00007ff8037bed0c (__TEXT,__text) external _cblas_srotmg
00007ff80378a03a (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00007ff80379b6b9 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
00007ff8037aedd3 (__TEXT,__text) external _cblas_ssbmv
00007ff80369676b (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
00007ff803779b77 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00007ff8037abe7a (__TEXT,__text) external _cblas_sscal
00007ff803624d70 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
00007ff803773b0b (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
00007ff8037b0c75 (__TEXT,__text) external _cblas_sspmv
00007ff8036d10e5 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00007ff80377bf34 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
00007ff8037af22a (__TEXT,__text) external _cblas_sspr
00007ff8036b1186 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00007ff80377a00f (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
00007ff8037b11e3 (__TEXT,__text) external _cblas_sspr2
00007ff8036dbbc3 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
00007ff80377c819 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00007ff8037abedc (__TEXT,__text) external _cblas_sswap
00007ff803624dd2 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
00007ff803773b65 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
00007ff8037b8a49 (__TEXT,__text) external _cblas_ssymm
00007ff803745ec0 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00007ff803786505 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
00007ff8037b0de8 (__TEXT,__text) external _cblas_ssymv
00007ff8036d23d8 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00007ff80377c413 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00007ff8037b1a08 (__TEXT,__text) external _cblas_ssyr
00007ff8036de660 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00007ff80377d039 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00007ff8037b1ace (__TEXT,__text) external _cblas_ssyr2
00007ff8036de726 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
00007ff80377d105 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00007ff8037adccb (__TEXT,__text) external _cblas_ssyr2k
00007ff803669bfe (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
00007ff803778a8b (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00007ff8037b0160 (__TEXT,__text) external _cblas_ssyrk
00007ff8036c3ea0 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
00007ff80377af98 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00007ff8037b38d9 (__TEXT,__text) external _cblas_stbmv
00007ff8036f0c42 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00007ff803780dd1 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00007ff8037ae1cb (__TEXT,__text) external _cblas_stbsv
00007ff803672f82 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
00007ff803778f8d (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
00007ff8037b93a6 (__TEXT,__text) external _cblas_stpmv
00007ff8037611a4 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
00007ff803786e98 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00007ff8037b91d8 (__TEXT,__text) external _cblas_stpsv
00007ff803759cf8 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
00007ff803786cce (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00007ff8037b135f (__TEXT,__text) external _cblas_strmm
00007ff8036ddf67 (__TEXT,__text) external _cblas_strmm$NEWLAPACK
00007ff80377c99d (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00007ff8037b1be4 (__TEXT,__text) external _cblas_strmv
00007ff8036de83c (__TEXT,__text) external _cblas_strmv$NEWLAPACK
00007ff80377d223 (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
00007ff8037b9b02 (__TEXT,__text) external _cblas_strsm
00007ff80376e490 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
00007ff8037878d5 (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00007ff8037b0a8b (__TEXT,__text) external _cblas_strsv
00007ff8036cec1e (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00007ff80377bd4c (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
00007ff8037c94e7 (__TEXT,__text) external _cblas_xerbla
00007ff803799212 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00007ff8037aa363 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
00007ff8037b24fe (__TEXT,__text) external _cblas_zaxpy
00007ff8036e5db8 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00007ff80377fa13 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
00007ff8037ac864 (__TEXT,__text) external _cblas_zcopy
00007ff803641fe3 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00007ff8037744a8 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
00007ff8037ac7cb (__TEXT,__text) external _cblas_zdotc_sub
00007ff803636585 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00007ff803774420 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
00007ff8037b887e (__TEXT,__text) external _cblas_zdotu_sub
00007ff803745b3f (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00007ff80378634d (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00007ff8037b4b6c (__TEXT,__text) external _cblas_zdrot
00007ff8037165f0 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00007ff803782079 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
00007ff8037b8917 (__TEXT,__text) external _cblas_zdscal
00007ff803745d63 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00007ff8037863d5 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00007ff8037c3c84 (__TEXT,__text) external _cblas_zgbmv
00007ff8037916ad (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00007ff8037a2a64 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
00007ff8037b8346 (__TEXT,__text) external _cblas_zgemm
00007ff80374293f (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00007ff803785de0 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
00007ff8037c43d0 (__TEXT,__text) external _cblas_zgemv
00007ff803791dc0 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00007ff8037a3190 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
00007ff8037b6e45 (__TEXT,__text) external _cblas_zgerc
00007ff80373b3e0 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00007ff8037848d3 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
00007ff8037b9559 (__TEXT,__text) external _cblas_zgeru
00007ff803761357 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00007ff803787052 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
00007ff8037c5200 (__TEXT,__text) external _cblas_zhbmv
00007ff803792bf0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00007ff8037a3fd0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
00007ff8037af88d (__TEXT,__text) external _cblas_zhemm
00007ff8036b17e9 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00007ff80377a6a5 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
00007ff8037c543f (__TEXT,__text) external _cblas_zhemv
00007ff8037932b1 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00007ff8037a469c (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
00007ff8037b3e84 (__TEXT,__text) external _cblas_zher
00007ff8036f5f88 (__TEXT,__text) external _cblas_zher$NEWLAPACK
00007ff803781382 (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00007ff8037c5cd0 (__TEXT,__text) external _cblas_zher2
00007ff803793ee7 (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00007ff8037a535c (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
00007ff8037b676c (__TEXT,__text) external _cblas_zher2k
00007ff80372b072 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00007ff8037841e2 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
00007ff8037ac3d4 (__TEXT,__text) external _cblas_zherk
00007ff80363618e (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00007ff803774027 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
00007ff8037c6489 (__TEXT,__text) external _cblas_zhpmv
00007ff8037946a0 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00007ff8037a5b15 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
00007ff8037c6681 (__TEXT,__text) external _cblas_zhpr
00007ff803794c59 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00007ff8037a5d1d (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
00007ff8037c67b7 (__TEXT,__text) external _cblas_zhpr2
00007ff803794fba (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00007ff8037a6082 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
00007ff8037c38d3 (__TEXT,__text) external _cblas_zrotg
00007ff803791460 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00007ff8037a2817 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
00007ff8037b32d3 (__TEXT,__text) external _cblas_zscal
00007ff8036eddd0 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00007ff8037807fc (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
00007ff8037b2ec9 (__TEXT,__text) external _cblas_zswap
00007ff8036ecc61 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00007ff8037803e9 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
00007ff8037b2175 (__TEXT,__text) external _cblas_zsymm
00007ff8036e2fec (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00007ff80377f683 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
00007ff8037b806b (__TEXT,__text) external _cblas_zsyr2k
00007ff8037417ab (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00007ff803785af6 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
00007ff8037ad8f6 (__TEXT,__text) external _cblas_zsyrk
00007ff803657bf7 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00007ff803778658 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
00007ff8037c6ee0 (__TEXT,__text) external _cblas_ztbmv
00007ff8037956e3 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00007ff8037a6790 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
00007ff8037c7127 (__TEXT,__text) external _cblas_ztbsv
00007ff803795f9c (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00007ff8037a708a (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
00007ff8037c736e (__TEXT,__text) external _cblas_ztpmv
00007ff803796a34 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00007ff8037a7b63 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
00007ff8037c7573 (__TEXT,__text) external _cblas_ztpsv
00007ff803797111 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00007ff8037a8235 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
00007ff8037b2f2d (__TEXT,__text) external _cblas_ztrmm
00007ff8036ecd4b (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
00007ff803780450 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
00007ff8037c7d61 (__TEXT,__text) external _cblas_ztrmv
00007ff8037979fc (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
00007ff8037a8b1c (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
00007ff8037b0472 (__TEXT,__text) external _cblas_ztrsm
00007ff8036c4e53 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
00007ff80377b2d5 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
00007ff8037c8816 (__TEXT,__text) external _cblas_ztrsv
00007ff8037984b1 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
00007ff8037a961e (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
00007ff803604250 (__TEXT,__text) external _ccopy
00007ff80372482e (__TEXT,__text) external _ccopy$NEWLAPACK
00007ff803783edb (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
00007ff803604250 (__TEXT,__text) external _ccopy_
00007ff803604264 (__TEXT,__text) external _cdotc
00007ff803724872 (__TEXT,__text) external _cdotc$NEWLAPACK
00007ff803783f27 (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
00007ff803604264 (__TEXT,__text) external _cdotc_
00007ff803604286 (__TEXT,__text) external _cdotu
00007ff803724894 (__TEXT,__text) external _cdotu$NEWLAPACK
00007ff803783f4c (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
