000000018bd33ef4 (__TEXT,__text) non-external _Annihilate
000000018bd3e8f8 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
000000018bd4d91c (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
000000018bd4c688 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle
000000018bd4d994 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
000000018bd4ad7c (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
000000018bd4d958 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
000000018bd4c578 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle
000000018bd4d99c (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
000000018bd4ac24 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
000000018bd4783c (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
000000018bd4d888 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
000000018bd407c8 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
000000018bd4d8c4 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
000000018bd4d900 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
000000018bd407a8 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
000000018bdce340 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
000000018bd4ac90 (__TEXT,__text) non-external _lzbitmap_init_encode_state
000000018bdcdb40 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
000000018bd4d9b8 (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
000000018bdcf340 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
000000018bdcd340 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
000000018bd71b9c (__TEXT,__text) non-external _lzfseBackendMatch
000000018bd23760 (__TEXT,__text) non-external (was a private external) _lzfseDecode
000000018bd2708c (__TEXT,__text) non-external _lzfseDecodeV1
000000018bd718a0 (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
000000018bd71bfc (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
000000018bd71700 (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
000000018bd71758 (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
000000018bd71fb4 (__TEXT,__text) non-external _lzfseEncodeMatches
000000018bd71728 (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
000000018bd71820 (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
000000018bd71cac (__TEXT,__text) non-external _lzfsePushMatch
000000018bd2348c (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
000000018bd233b4 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
000000018bd47830 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
000000018bd6261c (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
000000018bd62580 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
000000018bd6255c (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
000000018bd24b08 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
000000018bd43bd0 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
000000018bd43998 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
000000018bd43bc8 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
000000018bd41730 (__TEXT,__text) non-external (was a private external) _lzfse_decode_literals
000000018bd3e650 (__TEXT,__text) non-external (was a private external) _lzfse_decode_lmd
000000018bd447c0 (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00000001ddaeba28 (__AUTH_CONST,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
000000018bd247e4 (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
000000018bd5488c (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
000000018bd5484c (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
000000018bd943b8 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
000000018bd943d8 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
000000018bd24700 (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
000000018bd41cd8 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
000000018bd41cd4 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
000000018bd41ca8 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
000000018bd41c44 (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
000000018bd23388 (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
000000018bd23468 (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
000000018bd4c4c4 (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
000000018bd4c4bc (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
000000018bd4c528 (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
000000018bd4c520 (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
000000018bd23350 (__TEXT,__text) non-external (was a private external) _lzma_stream_end
000000018bd73b28 (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
000000018bdd23f8 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
000000018bd231f8 (__TEXT,__text) non-external (was a private external) _lzma_stream_init
000000018bd2329c (__TEXT,__text) non-external (was a private external) _lzma_stream_process
000000018bd242c4 (__TEXT,__text) non-external (was a private external) _lzvnDecode
00000001ddaeb228 (__AUTH_CONST,__const) non-external _lzvnDecode.opc_tbl
000000018bd4cc04 (__TEXT,__text) non-external (was a private external) _lzvnEncode
000000018bd4cba4 (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
000000018bd34b7c (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
000000018bd34ad8 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
000000018bd34acc (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
000000018bd38884 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
000000018bd387ac (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
000000018bd38788 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
000000018bd24bc0 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
000000018bd24bac (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
000000018bd4d628 (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
000000018bd4d670 (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
000000018bd4d614 (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
000000018bd4c41c (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
000000018bd4c4b8 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
000000018bd4c4b4 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
000000018bd4c488 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
000000018bd4c44c (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
000000018bd4c3cc (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
000000018bd4c3f8 (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
000000018bd53f40 (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
000000018bd53f34 (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
000000018bd6c61c (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
000000018bd2e710 (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
000000018bd2e130 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
000000018bd2e308 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
000000018bd2e41c (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
000000018bd47f0c (__TEXT,__text) non-external (was a private external) _parse_size
000000018bdc87a4 (__TEXT,__const) non-external _position_slot_base_position
000000018bdc872c (__TEXT,__const) non-external _position_slot_extra_bits
000000018bd224d8 (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
000000018bd6dd40 (__TEXT,__text) non-external _quantize_slow
                 (undefined) external _read (from libSystem)
000000018bd263a4 (__TEXT,__text) non-external _readHuffmanTable
000000018bd47e3c (__TEXT,__text) non-external (was a private external) _read_expected
000000018bd1f830 (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
000000018bd225e8 (__TEXT,__text) non-external _scan_tree
000000018bd226e0 (__TEXT,__text) non-external _send_tree
                 (undefined) external _stat (from libSystem)
00000001d95e6c60 (__DATA,__data) non-external _static_bl_desc
00000001d95e6c40 (__DATA,__data) non-external _static_d_desc
000000018bdd0ac8 (__TEXT,__const) non-external _static_dtree
00000001d95e6c20 (__DATA,__data) non-external _static_l_desc
000000018bdd0648 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001d95e6c00 (__DATA,__data) non-external (was a private external) _tc_quant16
000000018bd347dc (__TEXT,__text) non-external (was a private external) _thread_pool_create
000000018bd34a08 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
000000018bd3490c (__TEXT,__text) non-external _thread_pool_entry
000000018bd3462c (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
000000018bd34734 (__TEXT,__text) non-external (was a private external) _thread_pool_sync
                 (undefined) external _write (from libSystem)
000000018bd47ea4 (__TEXT,__text) non-external (was a private external) _write_expected
000000018bd62a80 (__TEXT,__text) external _yzip_codec_create
000000018bd62abc (__TEXT,__text) external _yzip_codec_destroy
000000018bd62b00 (__TEXT,__text) non-external (was a private external) _yzip_codec_pool_init
000000018bd44b94 (__TEXT,__text) external _yzip_image_create
000000018bd44d18 (__TEXT,__text) external _yzip_image_create_with_payload
000000018bd4508c (__TEXT,__text) external _yzip_image_decode
000000018bd44e64 (__TEXT,__text) external _yzip_image_destroy
000000018bd44e68 (__TEXT,__text) external _yzip_image_encode
000000018bd451a8 (__TEXT,__text) external _yzip_image_get_descriptor
000000018bd45260 (__TEXT,__text) external _yzip_image_get_max_payload_size
000000018bd45214 (__TEXT,__text) external _yzip_image_get_plane_descriptor
000000018bd452e0 (__TEXT,__text) external _yzip_image_set_data
000000018bd45424 (__TEXT,__text) external _yzip_image_set_identifier
000000018bd4539c (__TEXT,__text) external _yzip_image_set_plane_data
000000018bd3fc3c (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
000000018bd3fb28 (__TEXT,__text) non-external _yzip_jobs_create_empty_list
000000018bd3f924 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
000000018bd40724 (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
000000018bd4010c (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
000000018bd40648 (__TEXT,__text) non-external _yzip_jobs_process
000000018bd3f8b4 (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
000000018bd6d834 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
000000018bd6c918 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
000000018bd6d024 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
000000018bd27cf8 (__TEXT,__text) non-external (was a private external) _zError
00000001d4b432d8 (__DATA_CONST,__const) non-external (was a private external) _z_errmsg
000000018bd1fb4c (__TEXT,__text) non-external (was a private external) _zcalloc
000000018bd23144 (__TEXT,__text) non-external (was a private external) _zcfree
000000018bd27268 (__TEXT,__text) external _zero_coder_decode
000000018bd27370 (__TEXT,__text) external _zero_coder_encode
000000018bd274ac (__TEXT,__text) non-external _zero_coder_init_luts
00000001d95e7100 (__DATA,__common) non-external (was a private external) _zero_coder_lut_popcount
00000001d95e7200 (__DATA,__common) non-external (was a private external) _zero_coder_lut_read
00000001d95e7a00 (__DATA,__common) non-external (was a private external) _zero_coder_lut_write
00000001d95e7000 (__DATA,__common) non-external (was a private external) _zero_coder_luts_ok
000000018bd27cf0 (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
000000018bd25120 (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
000000018bd259f4 (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
000000018bdc85dc (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
000000018bdc85a0 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
000000018bd27ce4 (__TEXT,__text) non-external (was a private external) _zlibVersion
000000018bd53b5c (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
000000018bd53b50 (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
000000018bd34dd0 (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
000000018bd34dc4 (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
000000018bd4d884 (__TEXT,__text) non-external (was a private external) _zlib_free
000000018bd4d858 (__TEXT,__text) non-external (was a private external) _zlib_malloc
000000018bd231c8 (__TEXT,__text) non-external (was a private external) _zlib_stream_end
000000018bd53f0c (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
000000018bd53f04 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
000000018bd53f18 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
000000018bd53efc (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
000000018bd1f780 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
000000018bd1ff6c (__TEXT,__text) non-external (was a private external) _zlib_stream_process
000000018bd73b00 (__TEXT,__text) non-external vec_table
