00007ffb18a13c1f (__TEXT,__text) external _AAArchiveStreamCancel
00007ffb18a2fbc8 (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffb18a2fc9e (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffb18a3025c (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffb18a3015e (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffb18a302cf (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffb18a2fed1 (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffb18a32b9a (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffb18a335d5 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffb18a33b67 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffb18a33c88 (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffb18a5eeec (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffb18a5f36e (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffb18a5f6b8 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffb18a5f7d9 (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffb18a5f8ad (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb409c71c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffb18a16600 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb18a16620 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb18a3a3e9 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffb18a60470 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffb18a5ce35 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffb18a5ce42 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffb18a5cd02 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffb18a442fa (__TEXT,__text) non-external (was a private external) _aaComputeHashes
00007ffb18a440f2 (__TEXT,__text) non-external (was a private external) _aaComputeHashesFD
00007ffb18a5eed0 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffb18a5e5b4 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffb18a5e64c (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffb18a5e480 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffb18a5e2e6 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffb18a588ef (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffb18a57b20 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffb18a5803e (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffb18a57efc (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffb18a455b5 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffb18a44e94 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffb18a45c31 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesAreEqual
00007ffb18a4456b (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffb18a44b33 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffb18a45d83 (__TEXT,__text) non-external (was a private external) _aaEntryHashesAreEqual
00007ffb18a45d3a (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesAreEqual
00007ffb18a44542 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffb18a55b77 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffb18a551f0 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffb18a5565f (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffb18a55527 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffb18a597b6 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffb18a599c9 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffb18a59890 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffb18a5bd01 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffb18a5bc65 (__TEXT,__text) non-external _aaFileStreamClose
00007ffb18a5bccb (__TEXT,__text) non-external _aaFileStreamPRead
00007ffb18a5bce6 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffb18a5bc95 (__TEXT,__text) non-external _aaFileStreamRead
00007ffb18a5bd0e (__TEXT,__text) non-external _aaFileStreamSeek
00007ffb18a5bd29 (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffb18a5bcb0 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffb18a443bc (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffb18a528e0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffb18a52f30 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffb18a5c3b7 (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffb18a5c2a7 (__TEXT,__text) non-external _aaMagicStreamClose
00007ffb18a5c2ca (__TEXT,__text) non-external _aaMagicStreamRead
00007ffb18a5d84c (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffb18a5c0ed (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffb18a5c0b4 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffb18a5c110 (__TEXT,__text) non-external _aaSharedBufferRead
00007ffb18a5c0e3 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffb18a5c706 (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffb18a5c491 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffb18a5c5b4 (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffb18a5c49e (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffb18a5bf66 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffb18a45bf7 (__TEXT,__text) non-external (was a private external) _aaTimespecAreEqual
00007ffb18a593f7 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffb18a19cb3 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffb18a1994d (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffb18a2cb70 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffb18a2b9d7 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffb18a2b6bd (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffb18a2b63b (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffb18a2e1a9 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffb18a2da4d (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffb18a19c2a (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffb18a19969 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffb18a198be (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffb18a19a16 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffb18a2cec4 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffb18a2cd9c (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffb18a2cd43 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffb18a3ddc2 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffb18a3cf2c (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffb18a1f048 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffb18a19eaf (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffb18a1b1a4 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffb18a19e9b (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffb18a22b94 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffb18a21c7a (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffb18a21cb4 (__TEXT,__text) non-external _aeaInputStreamClose
00007ffb18a21e86 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffb18a223da (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffb18a21a60 (__TEXT,__text) non-external _aeaInputStreamRead
00007ffb18a26fa1 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffb18a667a0 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffb18a19b63 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffb18a24738 (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffb18a24754 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffb18a24f8a (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffb18a25483 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffb18a23034 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffb18a23533 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffb18a244d2 (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffb18a23deb (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffb18a2e113 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffb18a198b0 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffb18a19b89 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffb18a57ad5 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffb18a57a8f (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffb18a13ce3 (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffb18a39fe1 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffb18a547e2 (__TEXT,__text) non-external _append_field
00007ffb18a51f1a (__TEXT,__text) non-external _applyEntryAttributes
00007ffb18a38bea (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffb18a38ef1 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffb18a16bfc (__TEXT,__text) non-external _asyncContext
00007ffb18a2b310 (__TEXT,__text) non-external _asyncContext
00007ffb18a16f09 (__TEXT,__text) non-external _asyncProgress
00007ffb18a2b623 (__TEXT,__text) non-external _asyncProgress
00007ffb18a16ef1 (__TEXT,__text) non-external _asyncSelect
                 (undefined) external _bsearch (from libSystem)
                 (undefined) external _calloc (from libSystem)
00007ffb18a437c1 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffb18a3135d (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffb18a40665 (__TEXT,__text) non-external _chunkAppendHole
00007ffb18a40637 (__TEXT,__text) non-external _chunkDestroy
00007ffb18a319dd (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
00007ffb18a4db61 (__TEXT,__text) non-external _cmpNodesProc
00007ffb18a137ba (__TEXT,__text) non-external _cmpRange
00007ffb18a1655e (__TEXT,__text) non-external _cmp_entries_clc
00007ffb18a16531 (__TEXT,__text) non-external _cmp_entries_hlc
00007ffb18a165df (__TEXT,__text) non-external _cmp_entries_offset
00007ffb18a1658b (__TEXT,__text) non-external _cmp_entries_slc
00007ffb18a4b1e4 (__TEXT,__text) non-external _cmp_keys
00007ffb18a16f21 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffb18a37c29 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffb18a37b89 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffb18a3ba5b (__TEXT,__text) non-external _convertStreamAbort
00007ffb18a3bcbc (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffb18a3a87c (__TEXT,__text) non-external _convertStreamClose
00007ffb18a3bea7 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffb18a3bc2b (__TEXT,__text) non-external _convertStreamEndEntry
00007ffb18a3bb8e (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffb18a3b5f8 (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffb18a3a8f9 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffb18a382b6 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffb18a3863a (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffb18a4b9d6 (__TEXT,__text) non-external _create
00007ffb18a3a67e (__TEXT,__text) non-external _createErrorContextKey
00007ffb18a3a0e7 (__TEXT,__text) non-external (was a private external) _createThread
00007ffb18a29a9e (__TEXT,__text) non-external _currentWriteBufferFull
00007ffb18a5ba40 (__TEXT,__text) non-external _decodeStreamAbort
00007ffb18a5b205 (__TEXT,__text) non-external _decodeStreamClose
00007ffb18a5aa5e (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffb18a5ad9f (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffb18a5ac61 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffb18a5b878 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffb18a5ab39 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffb18a5b34b (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffb18a5a98b (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffb18a137a8 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffb18a1214c (__TEXT,__text) non-external _decryptAsyncClose
00007ffb18a1234e (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffb18a1249b (__TEXT,__text) non-external _decryptAsyncProcess
00007ffb18a3cf02 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffb18a3cd87 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffb18a3cf0f (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffb18a3cf1c (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffb18a28f6c (__TEXT,__text) non-external _ecc65537Inv
00007ffb18a28b80 (__TEXT,__text) non-external _ecc65537PolyEval
00007ffb18a28e03 (__TEXT,__text) non-external _ecc65537Solve
00007ffb18a28be3 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffb18a5a40d (__TEXT,__text) non-external _encoderStreamAbort
00007ffb18a5a25a (__TEXT,__text) non-external _encoderStreamClose
00007ffb18a5a5a7 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffb18a5a42a (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffb18a39ab0 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffb18a42d49 (__TEXT,__text) non-external _entryMessage
00007ffb18a51cea (__TEXT,__text) non-external _entryRelease
00007ffb18a39430 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffb18a39551 (__TEXT,__text) non-external _enumerateTree_rec
00007ffb18a4c81a (__TEXT,__text) non-external _expandDirThreadProc
00007ffb18a51ccd (__TEXT,__text) non-external _extractStreamAbort
00007ffb18a4f7c8 (__TEXT,__text) non-external _extractStreamClose
00007ffb18a5263d (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffb18a52715 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffb18a524a2 (__TEXT,__text) non-external _extractStreamStateFail
00007ffb18a515a5 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffb18a50718 (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffb18a435a4 (__TEXT,__text) non-external _extractThread
00007ffb18a51e42 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffb18a4e79f (__TEXT,__text) non-external _extractThreadProc
00007ffb18a5258c (__TEXT,__text) non-external _extractThreadSendCommand
00007ffb18a4318c (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffb18a42fa1 (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffb18a43196 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffb18a4320f (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffb18a267d1 (__TEXT,__text) non-external _findFirst
                 (undefined) external _flistxattr (from libSystem)
00007ffb18a5a84c (__TEXT,__text) non-external _flushOBuf
00007ffb18a34570 (__TEXT,__text) non-external _flushToResourceFork
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffb43034fb0 (__DATA,__bss) non-external _gErrorContextKey
00007ffb18a39166 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffb18a37981 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffb18a3a62c (__TEXT,__text) non-external _getErrorContextKey
00007ffb43034fa0 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffb18a3e870 (__TEXT,__text) non-external _getFieldBlob
00007ffb18a38abd (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffb18a38a3c (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffb18a39017 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffb18a390dd (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffb18a389b6 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffb18a391f8 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffb18a3920e (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffb18a3929c (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffb18a38f95 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffb18a1804e (__TEXT,__text) non-external _getHeader
00007ffb18a4d78a (__TEXT,__text) non-external _getPath
00007ffb18a3794d (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffb18a37f9a (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffb18a4382e (__TEXT,__text) non-external _getTempSegmentFilename
00007ffb18a3999b (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffb18a62921 (__TEXT,__text) non-external _graisAbort
00007ffb18a60c22 (__TEXT,__text) non-external _graisClose
00007ffb18a624ff (__TEXT,__text) non-external _graisPRead
00007ffb18a624d7 (__TEXT,__text) non-external _graisRead
00007ffb18a628db (__TEXT,__text) non-external _graisSeek
00007ffb18a4c768 (__TEXT,__text) non-external _increaseCapacity
00007ffb18a52d64 (__TEXT,__text) non-external _init_blob_with_magic
00007ffb18a3802c (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffb18a5798c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffb18a3a422 (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffb18a39b7c (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffb18a5acf8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffb18a407dd (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffb18a565a0 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffb18a4365f (__TEXT,__text) non-external _loadTempSegment
00007ffb18a4321d (__TEXT,__text) non-external _loadThread
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffb18a37a50 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffb18a2f996 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffb18a2f989 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffb18a2f9cb (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffb18a2f9a8 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffb18a2fa22 (__TEXT,__text) non-external _memoryInputStreamSeek
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
00007ffb18a4d113 (__TEXT,__text) non-external _normalize
00007ffb18a37adb (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffb18a438c2 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffb18a6f2d0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffb18a1711d (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffb18a37ec1 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffb18a17fc4 (__TEXT,__text) non-external _pcRead
00007ffb18a1738f (__TEXT,__text) non-external _pcWrite
00007ffb18a3ef5b (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffb18a62aa5 (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffb18a3f0d1 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffb18a2ad29 (__TEXT,__text) non-external _processEntry
00007ffb18a3cc19 (__TEXT,__text) non-external _processSegment
00007ffb18a42a11 (__TEXT,__text) non-external _processSegment
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
