00007ff810c13896 (__TEXT,__text) non-external _Annihilate
00007ff810cbf380 (__TEXT,__const) non-external _getDSymbolFromValue.sym
00007ff810cbe900 (__TEXT,__const) non-external _getLSymbolFromValue.sym
00007ff810cbea40 (__TEXT,__const) non-external _getMSymbolFromValue.sym
00007ff810c2903c (__TEXT,__text) non-external (was a private external) _get_conversion_set
00007ff810c52cd5 (__TEXT,__text) non-external (was a private external) _get_crc_table
00007ff810c2d70a (__TEXT,__text) non-external (was a private external) _get_default_nthreads
00007ff810c26905 (__TEXT,__text) non-external _get_format_bits
00007ff810c26764 (__TEXT,__text) non-external (was a private external) _get_format_bytes_per_pixel
00007ff810c26785 (__TEXT,__text) non-external (was a private external) _get_format_components
00007ff810c26800 (__TEXT,__text) non-external (was a private external) _get_format_convert_at_once
00007ff810c26a9d (__TEXT,__text) non-external _get_format_plane_count
00007ff810c2681e (__TEXT,__text) non-external (was a private external) _get_format_process_at_once
00007ff810c2118f (__TEXT,__text) non-external (was a private external) _get_max_payload_size
00007ff810c211ca (__TEXT,__text) non-external (was a private external) _get_plane_max_rice_size
00007ff810c2120b (__TEXT,__text) non-external (was a private external) _get_pool_size
00007ff810c2d6d6 (__TEXT,__text) non-external (was a private external) _get_real_time
00007ff810c211f4 (__TEXT,__text) non-external (was a private external) _get_slice_height
00007ff810c211de (__TEXT,__text) non-external (was a private external) _get_slice_width
                 (undefined) external _gettimeofday (from libSystem)
00007ff810c26ae3 (__TEXT,__text) non-external _header_fetch_from_payload
00007ff810c2682f (__TEXT,__text) non-external (was a private external) _is_format_invalid
00007ff810c26748 (__TEXT,__text) non-external (was a private external) _is_format_msb_layout
00007ff810c271c1 (__TEXT,__text) non-external _is_image_valid
00007ff810c19e8b (__TEXT,__text) non-external (was a private external) _join_thread
00007ff810c7fee0 (__TEXT,__const) non-external (was a private external) _kBrotliBitMask
00007ff810c615d0 (__TEXT,__const) non-external (was a private external) _kBrotliCopyBase
00007ff810c61630 (__TEXT,__const) non-external (was a private external) _kBrotliCopyExtra
00007ff841545820 (__DATA_CONST,__const) non-external _kBrotliDictionary
00007ff810c61ed0 (__TEXT,__const) non-external _kBrotliDictionaryData
00007ff810c61510 (__TEXT,__const) non-external (was a private external) _kBrotliInsBase
00007ff810c61570 (__TEXT,__const) non-external (was a private external) _kBrotliInsExtra
00007ff810cbf770 (__TEXT,__const) non-external (was a private external) _kBrotliLog2Table
00007ff810c81a70 (__TEXT,__const) non-external (was a private external) _kBrotliShellGaps
00007ff8415460f0 (__DATA_CONST,__const) non-external _kBrotliTransforms
00007ff810c61cb0 (__TEXT,__const) non-external _kCmdHistoSeed
00007ff810c80020 (__TEXT,__const) non-external _kCmdLut
00007ff810cb3520 (__TEXT,__const) non-external _kCodeLengthBits
00007ff810c7ffe0 (__TEXT,__const) non-external _kCodeLengthCodeOrder
00007ff810cb3500 (__TEXT,__const) non-external _kCodeLengthDepth
00007ff810c80000 (__TEXT,__const) non-external _kCodeLengthPrefixLength
00007ff810c80010 (__TEXT,__const) non-external _kCodeLengthPrefixValue
00007ff810c81920 (__TEXT,__const) non-external (was a private external) _kDSymbolVBase
00007ff810c818e0 (__TEXT,__const) non-external (was a private external) _kDSymbolVBits
00007ff810c820d0 (__TEXT,__const) non-external _kDistanceCacheIndex
00007ff810c82110 (__TEXT,__const) non-external _kDistanceCacheOffset
00007ff810c81820 (__TEXT,__const) non-external (was a private external) _kLSymbolVBase
00007ff810c81800 (__TEXT,__const) non-external (was a private external) _kLSymbolVBits
00007ff810c81890 (__TEXT,__const) non-external (was a private external) _kMSymbolVBase
00007ff810c81870 (__TEXT,__const) non-external (was a private external) _kMSymbolVBits
00007ff810cb4070 (__TEXT,__const) non-external _kNonZeroRepsBits
00007ff810cb3570 (__TEXT,__const) non-external _kNonZeroRepsDepth
00007ff810cb10f0 (__TEXT,__const) non-external _kPrefixSuffix
00007ff810cb11d0 (__TEXT,__const) non-external _kPrefixSuffixMap
00007ff810c61410 (__TEXT,__const) non-external _kReverseBits
00007ff810cb5930 (__TEXT,__const) non-external _kStaticCommandCodeBits
00007ff810cb5670 (__TEXT,__const) non-external _kStaticCommandCodeDepth
00007ff810c82180 (__TEXT,__const) non-external _kStaticDictionaryBuckets
00007ff810ccff80 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashLengths
00007ff810cbff80 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashWords
00007ff810c92180 (__TEXT,__const) non-external _kStaticDictionaryWords
00007ff810cb5ef0 (__TEXT,__const) non-external _kStaticDistanceCodeBits
00007ff810cb5eb0 (__TEXT,__const) non-external _kStaticDistanceCodeDepth
00007ff810cb1240 (__TEXT,__const) non-external _kTransformsData
00007ff810cb1f00 (__TEXT,__const) non-external _kZeroRepsBits
00007ff810cb1400 (__TEXT,__const) non-external _kZeroRepsDepth
                 (undefined) external _log2 (from libSystem)
00007ff810bfd7e4 (__TEXT,__text) non-external _longest_match
00007ff810cbade0 (__TEXT,__const) non-external (was a private external) _lut_rle
00007ff810c19ac1 (__TEXT,__text) non-external (was a private external) _lz24_decode_buffer
00007ff810c24049 (__TEXT,__text) non-external (was a private external) _lz24_encode_buffer
00007ff810c2403e (__TEXT,__text) non-external (was a private external) _lz24_encode_scratch_buffer_size
00007ff810c03e50 (__TEXT,__text) non-external (was a private external) _lz4_decode
00007ff810c039c0 (__TEXT,__text) non-external (was a private external) _lz4_decode_asm
00007ff810c03807 (__TEXT,__text) non-external (was a private external) _lz4_decode_buffer
00007ff810c04edf (__TEXT,__text) non-external (was a private external) _lz4_encode_2gb
00007ff810c04d36 (__TEXT,__text) non-external (was a private external) _lz4_encode_buffer
00007ff810bff564 (__TEXT,__text) non-external (was a private external) _lz4_stream_end
00007ff810c38202 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_decode_state_size
00007ff810c38202 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_encode_state_size
00007ff810c38202 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_state_size
00007ff810c381db (__TEXT,__text) non-external (was a private external) _lz4_stream_identify_algorithm
00007ff810c37ad4 (__TEXT,__text) non-external (was a private external) _lz4_stream_init
00007ff810c37b7c (__TEXT,__text) non-external (was a private external) _lz4_stream_process
00007ff810c24875 (__TEXT,__text) non-external (was a private external) _lz4raw_decode_buffer
00007ff810c24781 (__TEXT,__text) non-external (was a private external) _lz4raw_encode_buffer
00007ff810c1f6ac (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
00007ff810c34121 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
00007ff810c32cde (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle
00007ff810c34164 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
00007ff810c30d75 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
00007ff810c3413d (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
00007ff810c32bfb (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle
00007ff810c3416f (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
00007ff810c30c38 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
00007ff810c2cdd4 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
00007ff810c340d1 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
00007ff810c22303 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
00007ff810c340ed (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
00007ff810c34114 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
00007ff810c222ea (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
00007ff810cbbe20 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
00007ff810c30c7d (__TEXT,__text) non-external _lzbitmap_init_encode_state
00007ff810cbb620 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
00007ff810c30ea9 (__TEXT,__text) non-external _lzbitmap_process_block
00007ff810c3417c (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
00007ff810cbce20 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
00007ff810cbae20 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
00007ff810c59f6f (__TEXT,__text) non-external _lzfseBackendMatch
00007ff810bffa7b (__TEXT,__text) non-external (was a private external) _lzfseDecode
00007ff810c0402b (__TEXT,__text) non-external _lzfseDecodeV1
00007ff810c59ba8 (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
00007ff810c59fae (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
00007ff810c599d9 (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
00007ff810c59a44 (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
00007ff810c5a335 (__TEXT,__text) non-external _lzfseEncodeMatches
00007ff810c59a02 (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
00007ff810c59b10 (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
00007ff810c5a053 (__TEXT,__text) non-external _lzfsePushMatch
00007ff810bff7f7 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
00007ff810bff725 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
00007ff810c2cdc7 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
00007ff810c4c207 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
00007ff810c4c171 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
00007ff810c4c160 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
00007ff810c014e0 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
00007ff810c2565f (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
00007ff810c254d0 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
00007ff810c25654 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
00007ff810c26362 (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00007ff8415458f0 (__DATA_CONST,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
00007ff810c01125 (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
00007ff810c3c7e8 (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
00007ff810c3c7b4 (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
00007ff810c81a20 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
00007ff810c81a40 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
00007ff810bff564 (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
00007ff810c239c2 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
00007ff810c239b8 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
00007ff810c2398f (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
00007ff810c2394e (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
00007ff810bff6fd (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
00007ff810bff7d1 (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
00007ff810c5ebd0 (__TEXT,__text) non-external (was a private external) _lzma1_chunk_decode
00007ff810c2d74c (__TEXT,__text) non-external (was a private external) _lzma1_model_reset
00007ff810c5cdea (__TEXT,__text) non-external (was a private external) _lzma2_block_decode
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
00007ff810c32b61 (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
00007ff810c01580 (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
00007ff810c32bb9 (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
00007ff810c01580 (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
00007ff810c81f60 (__TEXT,__const) non-external (was a private external) _lzma_fsm_lut
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
00007ff810bff6d5 (__TEXT,__text) non-external (was a private external) _lzma_stream_end
00007ff810c5c79b (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
00007ff810cbff70 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
00007ff810bff587 (__TEXT,__text) non-external (was a private external) _lzma_stream_init
00007ff810bff645 (__TEXT,__text) non-external (was a private external) _lzma_stream_process
00007ff810c5c34f (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode
00007ff810c5c6d1 (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode_scratch_size
00007ff810c00bf5 (__TEXT,__text) non-external (was a private external) _lzvnDecode
00007ff841545020 (__DATA_CONST,__const) non-external _lzvnDecode.opc_tbl
00007ff810c33218 (__TEXT,__text) non-external (was a private external) _lzvnEncode
00007ff810c3319c (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
00007ff810c1416d (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
00007ff810c140dc (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
00007ff810c140d1 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
00007ff810c192d6 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
00007ff810c19200 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
00007ff810c191ef (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
00007ff843ea3e40 (__DATA,__data) non-external _lzvn_decode.opcode_table
00007ff810c015c0 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
00007ff810c01580 (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
00007ff810c33d7c (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
00007ff810c33dba (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
00007ff810c33d62 (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
00007ff810bff564 (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
00007ff810c32b57 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
00007ff810c32b4d (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
00007ff810c32b24 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
00007ff810c32b02 (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
00007ff810c32ab4 (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
00007ff810c32adc (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
00007ff810c3be34 (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
00007ff810c3be29 (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
00007ff810c53a06 (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
00007ff810c0d288 (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
00007ff810c0ca25 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
00007ff810c0ceb1 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
00007ff810c0cf95 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
00007ff810c2d65c (__TEXT,__text) non-external (was a private external) _parse_size
00007ff810cb61f0 (__TEXT,__const) non-external _position_slot_base_position
00007ff810cb6170 (__TEXT,__const) non-external _position_slot_extra_bits
00007ff810bfe828 (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ff810c5570e (__TEXT,__text) non-external _quantize_slow
                 (undefined) external _read (from libSystem)
00007ff810c02786 (__TEXT,__text) non-external _readHuffmanTable
00007ff810c2d5b0 (__TEXT,__text) non-external (was a private external) _read_expected
00007ff810bfb80b (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
00007ff810bfe90d (__TEXT,__text) non-external _scan_tree
00007ff810bfe9f8 (__TEXT,__text) non-external _send_tree
00007ff810c34098 (__TEXT,__text) non-external (was a private external) _smb_decode_buffer
00007ff810c34022 (__TEXT,__text) non-external (was a private external) _smb_decode_scratch_size
00007ff810c34039 (__TEXT,__text) non-external (was a private external) _smb_encode_buffer
00007ff810c33fed (__TEXT,__text) non-external (was a private external) _smb_encode_scratch_size
00007ff810c3820d (__TEXT,__text) non-external (was a private external) _smb_lz77_decode_buffer
00007ff810c38419 (__TEXT,__text) non-external (was a private external) _smb_lz77_encode_buffer
00007ff810c278d0 (__TEXT,__text) non-external (was a private external) _smb_lz77h_decode_buffer
00007ff810c28329 (__TEXT,__text) non-external (was a private external) _smb_lz77h_encode_buffer
00007ff810c20ba4 (__TEXT,__text) non-external (was a private external) _smb_lznt1_decode_buffer
00007ff810c20dc5 (__TEXT,__text) non-external (was a private external) _smb_lznt1_encode_buffer
                 (undefined) external _stat$INODE64 (from libSystem)
00007ff810c3b458 (__TEXT,__text) non-external _staticHuffmanTable
00007ff843ea3df0 (__DATA,__data) non-external _static_bl_desc
00007ff843ea3dd0 (__DATA,__data) non-external _static_d_desc
00007ff810cbe5e0 (__TEXT,__const) non-external _static_dtree
00007ff843ea3db0 (__DATA,__data) non-external _static_l_desc
00007ff810cbe160 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff843ea3d10 (__DATA,__data) non-external (was a private external) _tc_quant16
00007ff810c13de8 (__TEXT,__text) non-external (was a private external) _thread_pool_create
00007ff810c14014 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
00007ff810c13f13 (__TEXT,__text) non-external _thread_pool_entry
00007ff810c13c3a (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
00007ff810c13d5b (__TEXT,__text) non-external (was a private external) _thread_pool_sync
00007ff810c53877 (__TEXT,__text) external _touchpadCodecCreate
00007ff810c14382 (__TEXT,__text) external _touchpadCodecDecodeImage
00007ff810c539b9 (__TEXT,__text) external _touchpadCodecDestroy
00007ff810c5c7ac (__TEXT,__text) external _touchpadCodecEncodeImage
00007ff810c52fb8 (__TEXT,__text) external _touchpadGetInfoWithCompressedBuffer
                 (undefined) external _write (from libSystem)
00007ff810c2d608 (__TEXT,__text) non-external (was a private external) _write_expected
00007ff810cbf726 (__TEXT,__const) non-external (was a private external) _xz_footer_magic
00007ff810cbf720 (__TEXT,__const) non-external (was a private external) _xz_header_magic
00007ff810c5c72f (__TEXT,__text) non-external _xz_read_multi_byte
00007ff810c5c6dc (__TEXT,__text) non-external _xz_simple_crc32
00007ff810c4c63f (__TEXT,__text) external _yzip_codec_create
00007ff810c4c66d (__TEXT,__text) external _yzip_codec_destroy
00007ff810c4c692 (__TEXT,__text) non-external (was a private external) _yzip_codec_pool_init
00007ff810c26978 (__TEXT,__text) external _yzip_image_create
00007ff810c26abb (__TEXT,__text) external _yzip_image_create_with_payload
00007ff810c2736a (__TEXT,__text) external _yzip_image_decode
00007ff810c26c1a (__TEXT,__text) external _yzip_image_destroy
00007ff810c26c24 (__TEXT,__text) external _yzip_image_encode
00007ff810c275b0 (__TEXT,__text) external _yzip_image_get_descriptor
00007ff810c27666 (__TEXT,__text) external _yzip_image_get_max_payload_size
00007ff810c27615 (__TEXT,__text) external _yzip_image_get_plane_descriptor
00007ff810c276e9 (__TEXT,__text) external _yzip_image_set_data
00007ff810c278c3 (__TEXT,__text) external _yzip_image_set_identifier
00007ff810c277f7 (__TEXT,__text) external _yzip_image_set_plane_data
00007ff810c217ec (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
00007ff810c216e1 (__TEXT,__text) non-external _yzip_jobs_create_empty_list
00007ff810c21466 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
00007ff810c22268 (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
00007ff810c21cea (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
00007ff810c221cc (__TEXT,__text) non-external _yzip_jobs_process
00007ff810c2140a (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
00007ff810c54fe3 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
00007ff810c53d73 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder_allocate
00007ff810c53c84 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_allocate
00007ff810c53dda (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
00007ff810c547f1 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
00007ff810c04d1c (__TEXT,__text) non-external (was a private external) _zError
00007ff841544fd0 (__DATA_CONST,__const) non-external (was a private external) _z_errmsg
00007ff810bfbb1e (__TEXT,__text) non-external (was a private external) _zcalloc
00007ff810bff4d6 (__TEXT,__text) non-external (was a private external) _zcfree
00007ff810c04212 (__TEXT,__text) external _zero_coder_decode
00007ff810c04310 (__TEXT,__text) external _zero_coder_encode
00007ff810c0442a (__TEXT,__text) non-external _zero_coder_init_luts
00007ff843ea4650 (__DATA,__common) non-external (was a private external) _zero_coder_lut_popcount
00007ff843ea4750 (__DATA,__common) non-external (was a private external) _zero_coder_lut_read
00007ff843ea4f50 (__DATA,__common) non-external (was a private external) _zero_coder_lut_write
00007ff843ea4640 (__DATA,__common) non-external (was a private external) _zero_coder_luts_ok
00007ff810c04d11 (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
00007ff810c018fc (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
00007ff810c01f90 (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
00007ff810cb6010 (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
00007ff810cb5fd0 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
00007ff810c04d04 (__TEXT,__text) non-external (was a private external) _zlibVersion
00007ff810c3b2bf (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
00007ff810c3b2b4 (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
00007ff810c149f3 (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
00007ff810c149e8 (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
00007ff810c33fe7 (__TEXT,__text) non-external (was a private external) _zlib_free
00007ff810c33fbf (__TEXT,__text) non-external (was a private external) _zlib_malloc
00007ff810bff564 (__TEXT,__text) non-external (was a private external) _zlib_stream_end
00007ff810c3be06 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
00007ff810c01580 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
00007ff810c3be11 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
00007ff810c01580 (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
00007ff810bfb745 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
00007ff810bfc407 (__TEXT,__text) non-external (was a private external) _zlib_stream_process
                 (undefined) external dyld_stub_binder (from libSystem)
00007ff810c056db (__TEXT,__text) non-external n_loop
00007ff810c059ca (__TEXT,__text) non-external scalar_loop
00007ff810c056c0 (__TEXT,__text) non-external skip_loading_tables
00007ff843ea3d60 (__DATA,__data) non-external sum2_coefficients
00007ff843ea3d30 (__DATA,__data) non-external sum2_coefficients_nossse3
