00007ffa1fb7def1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1fb74ab3 (__TEXT,__text) external _glGetMaterialiv
00007ffa1fb76ac9 (__TEXT,__text) external _glGetMinmax
00007ffa1fb76af0 (__TEXT,__text) external _glGetMinmaxParameterfv
00007ffa1fb76b12 (__TEXT,__text) external _glGetMinmaxParameteriv
00007ffa1fb7954f (__TEXT,__text) external _glGetMultisamplefv
00007ffa1fb7c6b2 (__TEXT,__text) external _glGetNamedStringARB
00007ffa1fb7c6da (__TEXT,__text) external _glGetNamedStringivARB
00007ffa1fb7d786 (__TEXT,__text) external _glGetObjectLabelEXT
00007ffa1fb7c31d (__TEXT,__text) external _glGetObjectParameterfvARB
00007ffa1fb7dc96 (__TEXT,__text) external _glGetObjectParameterivAPPLE
00007ffa1fb7c340 (__TEXT,__text) external _glGetObjectParameterivARB
00007ffa1fb74ad5 (__TEXT,__text) external _glGetPixelMapfv
00007ffa1fb74af4 (__TEXT,__text) external _glGetPixelMapuiv
00007ffa1fb74b13 (__TEXT,__text) external _glGetPixelMapusv
00007ffa1fb74b32 (__TEXT,__text) external _glGetPointerv
00007ffa1fb74b51 (__TEXT,__text) external _glGetPolygonStipple
00007ffa1fb7a039 (__TEXT,__text) external _glGetProgramBinary
00007ffa1fb7b299 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffa1fb7b2bb (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffa1fb7839e (__TEXT,__text) external _glGetProgramInfoLog
00007ffa1fb7b2dd (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffa1fb7b2ff (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa1fb7a1bc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa1fb7a17e (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa1fb79d57 (__TEXT,__text) external _glGetProgramStageiv
00007ffa1fb7b345 (__TEXT,__text) external _glGetProgramStringARB
00007ffa1fb78332 (__TEXT,__text) external _glGetProgramiv
00007ffa1fb7b367 (__TEXT,__text) external _glGetProgramivARB
00007ffa1fb79edc (__TEXT,__text) external _glGetQueryIndexediv
00007ffa1fb7981f (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa1fb7d71e (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa1fb777ea (__TEXT,__text) external _glGetQueryObjectiv
00007ffa1fb7bdb5 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa1fb79841 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa1fb7d740 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa1fb7780c (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa1fb7bdd7 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa1fb777c8 (__TEXT,__text) external _glGetQueryiv
00007ffa1fb7bd93 (__TEXT,__text) external _glGetQueryivARB
00007ffa1fb786fc (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa1fb7cd0c (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa1fb797bd (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa1fb797df (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa1fb7979b (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa1fb79779 (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa1fb769ed (__TEXT,__text) external _glGetSeparableFilter
00007ffa1fb78379 (__TEXT,__text) external _glGetShaderInfoLog
00007ffa1fb79fe0 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa1fb78462 (__TEXT,__text) external _glGetShaderSource
00007ffa1fb7c446 (__TEXT,__text) external _glGetShaderSourceARB
00007ffa1fb78310 (__TEXT,__text) external _glGetShaderiv
00007ffa1fb74b6e (__TEXT,__text) external _glGetString
00007ffa1fb79156 (__TEXT,__text) external _glGetStringi
00007ffa1fb79c62 (__TEXT,__text) external _glGetSubroutineIndex
00007ffa1fb79c40 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa1fb794bf (__TEXT,__text) external _glGetSynciv
00007ffa1fb74b8a (__TEXT,__text) external _glGetTexEnvfv
00007ffa1fb74bac (__TEXT,__text) external _glGetTexEnviv
00007ffa1fb74bce (__TEXT,__text) external _glGetTexGendv
00007ffa1fb74bf0 (__TEXT,__text) external _glGetTexGenfv
00007ffa1fb74c12 (__TEXT,__text) external _glGetTexGeniv
00007ffa1fb74c34 (__TEXT,__text) external _glGetTexImage
00007ffa1fb74c5b (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa1fb74c7f (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa1fb7908b (__TEXT,__text) external _glGetTexParameterIiv
00007ffa1fb7d63d (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa1fb790ad (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa1fb7d65f (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa1fb7d92c (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa1fb74ca3 (__TEXT,__text) external _glGetTexParameterfv
00007ffa1fb74cc5 (__TEXT,__text) external _glGetTexParameteriv
00007ffa1fb78b5c (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa1fb7d078 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa1fb79210 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa1fb7d10d (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa1fb7919c (__TEXT,__text) external _glGetUniformIndices
00007ffa1fb783c3 (__TEXT,__text) external _glGetUniformLocation
00007ffa1fb7c3af (__TEXT,__text) external _glGetUniformLocationARB
00007ffa1fb7d12b (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa1fb79d35 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa1fb79c1e (__TEXT,__text) external _glGetUniformdv
00007ffa1fb78418 (__TEXT,__text) external _glGetUniformfv
00007ffa1fb7c400 (__TEXT,__text) external _glGetUniformfvARB
00007ffa1fb7843d (__TEXT,__text) external _glGetUniformiv
00007ffa1fb7c423 (__TEXT,__text) external _glGetUniformivARB
00007ffa1fb78ed2 (__TEXT,__text) external _glGetUniformuiv
00007ffa1fb7d54e (__TEXT,__text) external _glGetUniformuivEXT
00007ffa1fb78c06 (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa1fb7d3f8 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa1fb78c28 (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa1fb7d41a (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa1fb7aa22 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa1fb77ee1 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa1fb7b12f (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa1fb77e7b (__TEXT,__text) external _glGetVertexAttribdv
00007ffa1fb7b0c9 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa1fb77e9d (__TEXT,__text) external _glGetVertexAttribfv
00007ffa1fb7b0eb (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa1fb77ebf (__TEXT,__text) external _glGetVertexAttribiv
00007ffa1fb7b10d (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa1fb74ce7 (__TEXT,__text) external _glHint
00007ffa1fb76b34 (__TEXT,__text) external _glHistogram
00007ffa1fb74d05 (__TEXT,__text) external _glIndexMask
00007ffa1fb74d21 (__TEXT,__text) external _glIndexPointer
00007ffa1fb74d43 (__TEXT,__text) external _glIndexd
00007ffa1fb74d5d (__TEXT,__text) external _glIndexdv
00007ffa1fb74d7a (__TEXT,__text) external _glIndexf
00007ffa1fb74d94 (__TEXT,__text) external _glIndexfv
00007ffa1fb74db1 (__TEXT,__text) external _glIndexi
00007ffa1fb74dcd (__TEXT,__text) external _glIndexiv
00007ffa1fb74dea (__TEXT,__text) external _glIndexs
00007ffa1fb74e06 (__TEXT,__text) external _glIndexsv
00007ffa1fb74e23 (__TEXT,__text) external _glIndexub
00007ffa1fb74e3f (__TEXT,__text) external _glIndexubv
00007ffa1fb74e5c (__TEXT,__text) external _glInitNames
00007ffa1fb7d7ad (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa1fb74e73 (__TEXT,__text) external _glInterleavedArrays
00007ffa1fb7788a (__TEXT,__text) external _glIsBuffer
00007ffa1fb7be55 (__TEXT,__text) external _glIsBufferARB
00007ffa1fb74e95 (__TEXT,__text) external _glIsEnabled
00007ffa1fb7d6e4 (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa1fb78a9e (__TEXT,__text) external _glIsEnabledi
00007ffa1fb7d9a8 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa1fb7871e (__TEXT,__text) external _glIsFramebuffer
00007ffa1fb7cd2e (__TEXT,__text) external _glIsFramebufferEXT
00007ffa1fb74eb1 (__TEXT,__text) external _glIsList
00007ffa1fb7c693 (__TEXT,__text) external _glIsNamedStringARB
00007ffa1fb782f4 (__TEXT,__text) external _glIsProgram
00007ffa1fb7abe7 (__TEXT,__text) external _glIsProgramARB
00007ffa1fb7a162 (__TEXT,__text) external _glIsProgramPipeline
00007ffa1fb77772 (__TEXT,__text) external _glIsQuery
00007ffa1fb7bd3d (__TEXT,__text) external _glIsQueryARB
00007ffa1fb78660 (__TEXT,__text) external _glIsRenderbuffer
00007ffa1fb7cc70 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa1fb79678 (__TEXT,__text) external _glIsSampler
00007ffa1fb782d8 (__TEXT,__text) external _glIsShader
00007ffa1fb79420 (__TEXT,__text) external _glIsSync
00007ffa1fb74ecd (__TEXT,__text) external _glIsTexture
00007ffa1fb79e14 (__TEXT,__text) external _glIsTransformFeedback
00007ffa1fb789db (__TEXT,__text) external _glIsVertexArray
00007ffa1fb7daee (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa1fb7d83e (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa1fb7d762 (__TEXT,__text) external _glLabelObjectEXT
00007ffa1fb7dcf6 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa1fb74ee9 (__TEXT,__text) external _glLightModelf
00007ffa1fb74f05 (__TEXT,__text) external _glLightModelfv
00007ffa1fb74f24 (__TEXT,__text) external _glLightModeli
00007ffa1fb74f42 (__TEXT,__text) external _glLightModeliv
00007ffa1fb74f61 (__TEXT,__text) external _glLightf
00007ffa1fb74f7f (__TEXT,__text) external _glLightfv
00007ffa1fb74fa1 (__TEXT,__text) external _glLighti
00007ffa1fb74fc2 (__TEXT,__text) external _glLightiv
00007ffa1fb74fe4 (__TEXT,__text) external _glLineStipple
00007ffa1fb75002 (__TEXT,__text) external _glLineWidth
00007ffa1fb77fe6 (__TEXT,__text) external _glLinkProgram
00007ffa1fb7c050 (__TEXT,__text) external _glLinkProgramARB
00007ffa1fb7501c (__TEXT,__text) external _glListBase
00007ffa1fb75038 (__TEXT,__text) external _glLoadIdentity
00007ffa1fb7504f (__TEXT,__text) external _glLoadMatrixd
00007ffa1fb7506c (__TEXT,__text) external _glLoadMatrixf
00007ffa1fb75089 (__TEXT,__text) external _glLoadName
00007ffa1fb76fcd (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa1fb7b8dd (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa1fb76fea (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa1fb7b8fa (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa1fb7c7a5 (__TEXT,__text) external _glLockArraysEXT
00007ffa1fb750a5 (__TEXT,__text) external _glLogicOp
00007ffa1fb750c1 (__TEXT,__text) external _glMap1d
00007ffa1fb750e5 (__TEXT,__text) external _glMap1f
00007ffa1fb75109 (__TEXT,__text) external _glMap2d
00007ffa1fb7513d (__TEXT,__text) external _glMap2f
00007ffa1fb77918 (__TEXT,__text) external _glMapBuffer
00007ffa1fb7bee3 (__TEXT,__text) external _glMapBufferARB
00007ffa1fb78938 (__TEXT,__text) external _glMapBufferRange
00007ffa1fb75171 (__TEXT,__text) external _glMapGrid1d
00007ffa1fb7518d (__TEXT,__text) external _glMapGrid1f
00007ffa1fb751a9 (__TEXT,__text) external _glMapGrid2d
00007ffa1fb751c7 (__TEXT,__text) external _glMapGrid2f
00007ffa1fb7d85c (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa1fb7d883 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa1fb7d8aa (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa1fb7d8da (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa1fb751e5 (__TEXT,__text) external _glMaterialf
00007ffa1fb75203 (__TEXT,__text) external _glMaterialfv
00007ffa1fb75225 (__TEXT,__text) external _glMateriali
00007ffa1fb75246 (__TEXT,__text) external _glMaterialiv
00007ffa1fb75268 (__TEXT,__text) external _glMatrixMode
00007ffa1fb79f00 (__TEXT,__text) external _glMinSampleShading
00007ffa1fb7c586 (__TEXT,__text) external _glMinSampleShadingARB
00007ffa1fb76b58 (__TEXT,__text) external _glMinmax
00007ffa1fb75284 (__TEXT,__text) external _glMultMatrixd
00007ffa1fb752a1 (__TEXT,__text) external _glMultMatrixf
00007ffa1fb77007 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa1fb7b917 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa1fb77024 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa1fb7b934 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa1fb77518 (__TEXT,__text) external _glMultiDrawArrays
00007ffa1fb7cbce (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa1fb7db71 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa1fb7753e (__TEXT,__text) external _glMultiDrawElements
00007ffa1fb793b1 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa1fb7cbf4 (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa1fb7dd17 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa1fb7dd3f (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa1fb7db97 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa1fb76be9 (__TEXT,__text) external _glMultiTexCoord1d
00007ffa1fb7b4f9 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa1fb76c05 (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa1fb7b515 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa1fb76c24 (__TEXT,__text) external _glMultiTexCoord1f
00007ffa1fb7b534 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa1fb76c40 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa1fb7b550 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa1fb76c5f (__TEXT,__text) external _glMultiTexCoord1i
00007ffa1fb7b56f (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa1fb76c7d (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa1fb7b58d (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa1fb76c9c (__TEXT,__text) external _glMultiTexCoord1s
00007ffa1fb7b5ac (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa1fb76cba (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa1fb7b5ca (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa1fb76cd9 (__TEXT,__text) external _glMultiTexCoord2d
00007ffa1fb7b5e9 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa1fb76cf5 (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa1fb7b605 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa1fb76d14 (__TEXT,__text) external _glMultiTexCoord2f
00007ffa1fb7b624 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa1fb76d30 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa1fb7b640 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa1fb76d4f (__TEXT,__text) external _glMultiTexCoord2i
00007ffa1fb7b65f (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa1fb76d70 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa1fb7b680 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa1fb76d8f (__TEXT,__text) external _glMultiTexCoord2s
00007ffa1fb7b69f (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa1fb76db0 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa1fb7b6c0 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa1fb76dcf (__TEXT,__text) external _glMultiTexCoord3d
00007ffa1fb7b6df (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa1fb76deb (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa1fb7b6fb (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa1fb76e0a (__TEXT,__text) external _glMultiTexCoord3f
00007ffa1fb7b71a (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa1fb76e26 (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa1fb7b736 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa1fb76e45 (__TEXT,__text) external _glMultiTexCoord3i
00007ffa1fb7b755 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa1fb76e69 (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa1fb7b779 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa1fb76e88 (__TEXT,__text) external _glMultiTexCoord3s
00007ffa1fb7b798 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa1fb76eac (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa1fb7b7bc (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa1fb76ecb (__TEXT,__text) external _glMultiTexCoord4d
00007ffa1fb7b7db (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa1fb76ee7 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa1fb7b7f7 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa1fb76f06 (__TEXT,__text) external _glMultiTexCoord4f
00007ffa1fb7b816 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa1fb76f22 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa1fb7b832 (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa1fb76f41 (__TEXT,__text) external _glMultiTexCoord4i
00007ffa1fb7b851 (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa1fb76f68 (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa1fb7b878 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa1fb76f87 (__TEXT,__text) external _glMultiTexCoord4s
00007ffa1fb7b897 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa1fb76fae (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa1fb7b8be (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa1fb7c627 (__TEXT,__text) external _glNamedStringARB
00007ffa1fb752be (__TEXT,__text) external _glNewList
00007ffa1fb752dc (__TEXT,__text) external _glNormal3b
00007ffa1fb752fd (__TEXT,__text) external _glNormal3bv
00007ffa1fb7531a (__TEXT,__text) external _glNormal3d
00007ffa1fb75334 (__TEXT,__text) external _glNormal3dv
00007ffa1fb75351 (__TEXT,__text) external _glNormal3f
00007ffa1fb7536b (__TEXT,__text) external _glNormal3fv
00007ffa1fb75388 (__TEXT,__text) external _glNormal3i
00007ffa1fb753a9 (__TEXT,__text) external _glNormal3iv
00007ffa1fb753c6 (__TEXT,__text) external _glNormal3s
00007ffa1fb753e7 (__TEXT,__text) external _glNormal3sv
00007ffa1fb75404 (__TEXT,__text) external _glNormalPointer
00007ffa1fb7dc54 (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa1fb7dc75 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa1fb75426 (__TEXT,__text) external _glOrtho
00007ffa1fb7ddd3 (__TEXT,__text) external _glPNTrianglesfATI
00007ffa1fb7dddf (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa1fb7ddcd (__TEXT,__text) external _glPNTrianglesiATI
00007ffa1fb7ddd9 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa1fb75440 (__TEXT,__text) external _glPassThrough
00007ffa1fb79d99 (__TEXT,__text) external _glPatchParameterfv
00007ffa1fb79d7b (__TEXT,__text) external _glPatchParameteri
00007ffa1fb79e30 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa1fb7545a (__TEXT,__text) external _glPixelMapfv
00007ffa1fb7547c (__TEXT,__text) external _glPixelMapuiv
00007ffa1fb7549e (__TEXT,__text) external _glPixelMapusv
00007ffa1fb754c0 (__TEXT,__text) external _glPixelStoref
00007ffa1fb754dc (__TEXT,__text) external _glPixelStorei
00007ffa1fb754fa (__TEXT,__text) external _glPixelTransferf
00007ffa1fb75516 (__TEXT,__text) external _glPixelTransferi
00007ffa1fb75534 (__TEXT,__text) external _glPixelZoom
00007ffa1fb7747c (__TEXT,__text) external _glPointParameterf
00007ffa1fb7baf6 (__TEXT,__text) external _glPointParameterfARB
00007ffa1fb77498 (__TEXT,__text) external _glPointParameterfv
00007ffa1fb7bb12 (__TEXT,__text) external _glPointParameterfvARB
00007ffa1fb774b7 (__TEXT,__text) external _glPointParameteri
00007ffa1fb7de1a (__TEXT,__text) external _glPointParameteriNV
00007ffa1fb774d5 (__TEXT,__text) external _glPointParameteriv
00007ffa1fb7de38 (__TEXT,__text) external _glPointParameterivNV
00007ffa1fb7554e (__TEXT,__text) external _glPointSize
00007ffa1fb7dcba (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa1fb75568 (__TEXT,__text) external _glPolygonMode
00007ffa1fb75586 (__TEXT,__text) external _glPolygonOffset
00007ffa1fb755a0 (__TEXT,__text) external _glPolygonStipple
00007ffa1fb755bd (__TEXT,__text) external _glPopAttrib
00007ffa1fb755d4 (__TEXT,__text) external _glPopClientAttrib
00007ffa1fb7d7eb (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa1fb755eb (__TEXT,__text) external _glPopMatrix
00007ffa1fb75602 (__TEXT,__text) external _glPopName
00007ffa1fb79307 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa1fb75619 (__TEXT,__text) external _glPrioritizeTextures
00007ffa1fb7a061 (__TEXT,__text) external _glProgramBinary
00007ffa1fb7b151 (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa1fb7b16f (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa1fb7b191 (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa1fb7b1af (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa1fb7b251 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa1fb7b1d1 (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa1fb7b1ef (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa1fb7b211 (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa1fb7b22f (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa1fb7b275 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa1fb7a086 (__TEXT,__text) external _glProgramParameteri
00007ffa1fb7cf21 (__TEXT,__text) external _glProgramParameteriEXT
00007ffa1fb7b321 (__TEXT,__text) external _glProgramStringARB
00007ffa1fb7a6a8 (__TEXT,__text) external _glProgramUniform1d
00007ffa1fb7a720 (__TEXT,__text) external _glProgramUniform1dv
00007ffa1fb7a281 (__TEXT,__text) external _glProgramUniform1f
00007ffa1fb7a389 (__TEXT,__text) external _glProgramUniform1fv
00007ffa1fb7a1e1 (__TEXT,__text) external _glProgramUniform1i
00007ffa1fb7a2f9 (__TEXT,__text) external _glProgramUniform1iv
00007ffa1fb7a48e (__TEXT,__text) external _glProgramUniform1ui
00007ffa1fb7a52e (__TEXT,__text) external _glProgramUniform1uiv
00007ffa1fb7a6c6 (__TEXT,__text) external _glProgramUniform2d
00007ffa1fb7a744 (__TEXT,__text) external _glProgramUniform2dv
00007ffa1fb7a29f (__TEXT,__text) external _glProgramUniform2f
00007ffa1fb7a3ad (__TEXT,__text) external _glProgramUniform2fv
00007ffa1fb7a202 (__TEXT,__text) external _glProgramUniform2i
00007ffa1fb7a31d (__TEXT,__text) external _glProgramUniform2iv
00007ffa1fb7a4af (__TEXT,__text) external _glProgramUniform2ui
00007ffa1fb7a552 (__TEXT,__text) external _glProgramUniform2uiv
00007ffa1fb7a6e4 (__TEXT,__text) external _glProgramUniform3d
00007ffa1fb7a768 (__TEXT,__text) external _glProgramUniform3dv
00007ffa1fb7a2bd (__TEXT,__text) external _glProgramUniform3f
00007ffa1fb7a3d1 (__TEXT,__text) external _glProgramUniform3fv
00007ffa1fb7a226 (__TEXT,__text) external _glProgramUniform3i
00007ffa1fb7a341 (__TEXT,__text) external _glProgramUniform3iv
00007ffa1fb7a4d3 (__TEXT,__text) external _glProgramUniform3ui
00007ffa1fb7a576 (__TEXT,__text) external _glProgramUniform3uiv
00007ffa1fb7a702 (__TEXT,__text) external _glProgramUniform4d
00007ffa1fb7a78c (__TEXT,__text) external _glProgramUniform4dv
00007ffa1fb7a2db (__TEXT,__text) external _glProgramUniform4f
00007ffa1fb7a3f5 (__TEXT,__text) external _glProgramUniform4fv
00007ffa1fb7a24d (__TEXT,__text) external _glProgramUniform4i
00007ffa1fb7a365 (__TEXT,__text) external _glProgramUniform4iv
00007ffa1fb7a4fa (__TEXT,__text) external _glProgramUniform4ui
00007ffa1fb7a59a (__TEXT,__text) external _glProgramUniform4uiv
00007ffa1fb7a7b0 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa1fb7a419 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa1fb7a825 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa1fb7a5be (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa1fb7a873 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa1fb7a60c (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa1fb7a7d7 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa1fb7a440 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa1fb7a84c (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa1fb7a5e5 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa1fb7a8c1 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa1fb7a65a (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa1fb7a7fe (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa1fb7a467 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa1fb7a89a (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa1fb7a633 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa1fb7a8e8 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa1fb7a681 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa1fb793e6 (__TEXT,__text) external _glProvokingVertex
00007ffa1fb7d702 (__TEXT,__text) external _glProvokingVertexEXT
00007ffa1fb7563c (__TEXT,__text) external _glPushAttrib
00007ffa1fb75658 (__TEXT,__text) external _glPushClientAttrib
00007ffa1fb7d7cc (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa1fb75674 (__TEXT,__text) external _glPushMatrix
00007ffa1fb7568b (__TEXT,__text) external _glPushName
