00007ff8400a4bd0 (__DATA,__data) external _NDR_record
00007ff800adf810 (__TEXT,__text) external _connect
00007ff800adf828 (__TEXT,__text) external _connect$NOCANCEL
00007ff800ae0e0c (__TEXT,__text) external _connectx
00007ff800ae0e24 (__TEXT,__text) external _csops
00007ff800ae0e3c (__TEXT,__text) external _csops_audittoken
00007ff800aed414 (__TEXT,__text) external _csr_check
00007ff800aed434 (__TEXT,__text) external _csr_get_active_config
00007ff800adf0f4 (__TEXT,__text) external _debug_control_port_for_pid
00007ff800aed5ee (__TEXT,__text) external _debug_syscall_reject
00007ff800aed502 (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400a4bc8 (__DATA,__data) external _denap_boost_assertion_token
00007ff800ae0e54 (__TEXT,__text) external _disconnectx
00007ff800ae3d47 (__TEXT,__text) non-external _do_compat
00007ff800ae0e6c (__TEXT,__text) external _dup
00007ff800ae0e84 (__TEXT,__text) external _dup2
00007ff8400695e0 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff840069470 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff8400697e0 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff8400694b0 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff8400695b0 (__DATA_CONST,__const) non-external _err_codes_io
00007ff840069050 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff8400697b0 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff840069bc0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840069b30 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840069a70 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840069780 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840069a30 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff8400694d0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff840069450 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840069520 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff8400699e0 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840069980 (__DATA_CONST,__const) non-external _err_codes_send
00007ff8400696f0 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff8400694f0 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff8400694e8 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff840069220 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840069630 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840069820 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840069910 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840068f50 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff840068fd0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff840068c30 (__DATA_CONST,__const) non-external _err_os_sub
00007ff840068cd0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800b089a0 (__TEXT,__const) non-external _err_us_sub
00007ff8400a4c60 (__DATA,__common) external _errno
00007ff800b04faf (__TEXT,__text) external _etap_trace_thread
00007ff800af28aa (__TEXT,__text) external _exc_server
00007ff800af25a1 (__TEXT,__text) external _exc_server_routine
00007ff800af1f9c (__TEXT,__text) external _exception_raise
00007ff800af20e8 (__TEXT,__text) external _exception_raise_state
00007ff800af233c (__TEXT,__text) external _exception_raise_state_identity
00007ff800ae0e9c (__TEXT,__text) external _exchangedata
00007ff800ae447b (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff800ae4452 (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff800ae4428 (__TEXT,__text) external _exclaves_boot
00007ff800ae40b8 (__TEXT,__text) external _exclaves_endpoint_call
00007ff800ae41a1 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff800ae4175 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff800ae433c (__TEXT,__text) external _exclaves_launch_conclave
00007ff800ae4375 (__TEXT,__text) external _exclaves_lookup_service
00007ff800ae42de (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff800ae430d (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff800ae41cf (__TEXT,__text) external _exclaves_named_buffer_create
00007ff800ae4559 (__TEXT,__text) external _exclaves_notification_create
00007ff800ae4147 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff800ae411b (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff800ae44a9 (__TEXT,__text) external _exclaves_sensor_create
00007ff800ae44d5 (__TEXT,__text) external _exclaves_sensor_start
00007ff800ae452d (__TEXT,__text) external _exclaves_sensor_status
00007ff800ae4501 (__TEXT,__text) external _exclaves_sensor_stop
00007ff800ae99dc (__TEXT,__text) external _execve
00007ff800ae0eb4 (__TEXT,__text) external _faccessat
00007ff800ae0ecc (__TEXT,__text) external _fchdir
00007ff800ae0ee4 (__TEXT,__text) external _fchflags
00007ff800ae7db3 (__TEXT,__text) external _fchmod
00007ff800ae0efc (__TEXT,__text) external _fchmodat
00007ff800ae0f14 (__TEXT,__text) external _fchown
00007ff800ae0f2c (__TEXT,__text) external _fchownat
00007ff800ae0f44 (__TEXT,__text) external _fclonefileat
00007ff800ae9fad (__TEXT,__text) external _fcntl
00007ff800ae9c1c (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800ae0f5c (__TEXT,__text) external _fdatasync
00007ff800ae0f74 (__TEXT,__text) external _ffsctl
00007ff800ae0f8c (__TEXT,__text) external _fgetattrlist
00007ff800ae0fa4 (__TEXT,__text) external _fgetxattr
00007ff800ae0fbc (__TEXT,__text) external _fhopen
00007ff800ae0fd4 (__TEXT,__text) external _fileport_makefd
00007ff800ae0fec (__TEXT,__text) external _fileport_makeport
00007ff800ae1004 (__TEXT,__text) external _flistxattr
00007ff800ae101c (__TEXT,__text) external _flock
00007ff800ae1034 (__TEXT,__text) external _fmount
00007ff800ae104c (__TEXT,__text) external _fpathconf
00007ff800ae3aa3 (__TEXT,__text) non-external _fprintf_stderr
00007ff800ae1064 (__TEXT,__text) external _freadlink
00007ff800ae107c (__TEXT,__text) external _fremovexattr
00007ff800aed446 (__TEXT,__text) external _fs_snapshot_create
00007ff800aed490 (__TEXT,__text) external _fs_snapshot_delete
00007ff800aed45d (__TEXT,__text) external _fs_snapshot_list
00007ff800aed4ed (__TEXT,__text) external _fs_snapshot_mount
00007ff800aed4a7 (__TEXT,__text) external _fs_snapshot_rename
00007ff800aed4bf (__TEXT,__text) external _fs_snapshot_revert
00007ff800aed4d6 (__TEXT,__text) external _fs_snapshot_root
00007ff800ae1094 (__TEXT,__text) external _fsctl
00007ff800ae10ac (__TEXT,__text) external _fsetattrlist
00007ff800ae10c4 (__TEXT,__text) external _fsetxattr
00007ff800ae10dc (__TEXT,__text) external _fsgetpath
00007ff800ae10f4 (__TEXT,__text) external _fsgetpath_ext
00007ff800ae110c (__TEXT,__text) external _fstat
00007ff800ae110c (__TEXT,__text) external _fstat64
00007ff800ae1124 (__TEXT,__text) external _fstatat
00007ff800ae1124 (__TEXT,__text) external _fstatat64
00007ff800ae113c (__TEXT,__text) external _fstatfs
00007ff800ae113c (__TEXT,__text) external _fstatfs64
00007ff800ae1154 (__TEXT,__text) external _fsync
00007ff800adf9f8 (__TEXT,__text) external _fsync$NOCANCEL
00007ff800ae116c (__TEXT,__text) external _ftruncate
00007ff800ae7691 (__TEXT,__text) external _futimens
00007ff800ae1184 (__TEXT,__text) external _futimes
00007ff8400a4bd8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff800adfa10 (__TEXT,__text) external _getattrlist
00007ff800ae119c (__TEXT,__text) external _getattrlistat
00007ff800ae11b4 (__TEXT,__text) external _getattrlistbulk
00007ff800af1529 (__TEXT,__text) external _getaudit
00007ff800ae11cc (__TEXT,__text) external _getaudit_addr
00007ff800ae11e4 (__TEXT,__text) external _getauid
00007ff800ae11fc (__TEXT,__text) external _getdirentries
00007ff800ae1214 (__TEXT,__text) external _getdirentriesattr
00007ff800ae122c (__TEXT,__text) external _getdtablesize
00007ff800ae1244 (__TEXT,__text) external _getegid
00007ff800ae125c (__TEXT,__text) external _getentropy
00007ff800ae1274 (__TEXT,__text) external _geteuid
00007ff800ae128c (__TEXT,__text) external _getfh
00007ff800ae12a4 (__TEXT,__text) external _getfsstat
00007ff800ae12a4 (__TEXT,__text) external _getfsstat64
00007ff800ae12bc (__TEXT,__text) external _getgid
00007ff800ae12d4 (__TEXT,__text) external _getgroups
00007ff800ae7380 (__TEXT,__text) external _gethostuuid
00007ff800ae5897 (__TEXT,__text) external _getiopolicy_np
00007ff800ae12ec (__TEXT,__text) external _getitimer
00007ff800adfa70 (__TEXT,__text) external _getpeername
00007ff800ae1304 (__TEXT,__text) external _getpgid
00007ff800ae131c (__TEXT,__text) external _getpgrp
00007ff800adfa88 (__TEXT,__text) external _getpid
00007ff800ae1334 (__TEXT,__text) external _getppid
00007ff800ae134c (__TEXT,__text) external _getpriority
00007ff800aea1b0 (__TEXT,__text) external _getrlimit
00007ff800ae1364 (__TEXT,__text) external _getrusage
00007ff800adfad4 (__TEXT,__text) external _getsgroups_np
00007ff800ae137c (__TEXT,__text) external _getsid
00007ff800adfaec (__TEXT,__text) external _getsockname
00007ff800ae1394 (__TEXT,__text) external _getsockopt
00007ff800ae13ac (__TEXT,__text) external _getuid
00007ff800adfb5c (__TEXT,__text) external _getwgroups_np
00007ff800ae13c4 (__TEXT,__text) external _getxattr
00007ff800ae13dc (__TEXT,__text) external _grab_pgo_data
00007ff800ae13f4 (__TEXT,__text) external _graftdmg
00007ff800ae140c (__TEXT,__text) external _guarded_close_np
00007ff800ae1424 (__TEXT,__text) external _guarded_kqueue_np
00007ff800ae3b63 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff800af185d (__TEXT,__text) external _guarded_open_np
00007ff800ae143c (__TEXT,__text) external _guarded_pwrite_np
00007ff800ae1454 (__TEXT,__text) external _guarded_write_np
00007ff800ae146c (__TEXT,__text) external _guarded_writev_np
00007ff800b0bfd0 (__TEXT,__cstring) non-external _hex
00007ff800ae3c1d (__TEXT,__text) external _host_check_multiuser_mode
00007ff800ae3c23 (__TEXT,__text) external _host_create_mach_voucher
00007ff800adf064 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff800af2d8f (__TEXT,__text) external _host_default_memory_manager
00007ff800af44f6 (__TEXT,__text) external _host_get_UNDServer
00007ff800ae3c06 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff800af2919 (__TEXT,__text) external _host_get_boot_info
00007ff800af3369 (__TEXT,__text) external _host_get_clock_control
00007ff800af52bc (__TEXT,__text) external _host_get_clock_service
00007ff800af3b64 (__TEXT,__text) external _host_get_exception_ports
00007ff800af5199 (__TEXT,__text) external _host_get_io_main
00007ff800ae3c77 (__TEXT,__text) external _host_get_io_master
00007ff800ae3c17 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff800af3827 (__TEXT,__text) external _host_get_special_port
00007ff800af4a46 (__TEXT,__text) external _host_info
00007ff800af4c2e (__TEXT,__text) external _host_kernel_version
00007ff800af5d20 (__TEXT,__text) external _host_lockgroup_info
00007ff800ae3fd4 (__TEXT,__text) external _host_page_size
00007ff800af2ba7 (__TEXT,__text) external _host_priv_statistics
00007ff800af503c (__TEXT,__text) external _host_processor_info
00007ff800af42c0 (__TEXT,__text) external _host_processor_set_priv
00007ff800af417e (__TEXT,__text) external _host_processor_sets
00007ff800af3227 (__TEXT,__text) external _host_processors
00007ff800af2ab8 (__TEXT,__text) external _host_reboot
00007ff800af6478 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff800af65d2 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff800af5c21 (__TEXT,__text) external _host_request_notification
00007ff800af47b1 (__TEXT,__text) external _host_security_create_task_token
00007ff800af4931 (__TEXT,__text) external _host_security_set_task_token
00007ff800ae5697 (__TEXT,__text) external _host_self
00007ff800adef14 (__TEXT,__text) external _host_self_trap
00007ff800af43f9 (__TEXT,__text) external _host_set_UNDServer
00007ff800af671c (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800af3a60 (__TEXT,__text) external _host_set_exception_ports
00007ff800af69eb (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800af3961 (__TEXT,__text) external _host_set_special_port
00007ff800af5a39 (__TEXT,__text) external _host_statistics
00007ff800af5e6d (__TEXT,__text) external _host_statistics64
00007ff800af3de1 (__TEXT,__text) external _host_swap_exception_ports
00007ff800af553c (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800ae206c (__TEXT,__text) external _i386_get_ldt
00007ff800ae2080 (__TEXT,__text) external _i386_set_ldt
00007ff8400a4bb0 (__DATA,__data) external _important_boost_assertion_token
00007ff84006a610 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff800ae3a27 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400a4ba0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff800ae39ab (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400a4b98 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff800ae392f (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400a4b90 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff800aea220 (__TEXT,__text) external _ioctl
00007ff800ae1484 (__TEXT,__text) external _issetugid
00007ff8400a52f0 (__DATA,__bss) non-external _kAccountingThreshold
00007ff800ae149c (__TEXT,__text) external _kas_info
00007ff800aed6a8 (__TEXT,__text) external _kdebug_is_enabled
00007ff800aed84d (__TEXT,__text) external _kdebug_signpost
00007ff800aed8f0 (__TEXT,__text) external _kdebug_signpost_end
00007ff800aed855 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff800aed8e4 (__TEXT,__text) external _kdebug_signpost_start
00007ff800aed707 (__TEXT,__text) external _kdebug_timestamp
00007ff800aed749 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff800aed763 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff800aed77d (__TEXT,__text) external _kdebug_trace
00007ff800aed7d6 (__TEXT,__text) external _kdebug_trace_string
00007ff800aed640 (__TEXT,__text) external _kdebug_typefilter
00007ff8400a5318 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff800aed6f4 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff800ae14b4 (__TEXT,__text) external _kevent
00007ff800ae14cc (__TEXT,__text) external _kevent64
00007ff800ae14e4 (__TEXT,__text) external _kevent_id
00007ff800ae14fc (__TEXT,__text) external _kevent_qos
00007ff800af4619 (__TEXT,__text) external _kext_request
00007ff800aed22e (__TEXT,__text) external _kill
00007ff800af36c2 (__TEXT,__text) external _kmod_control
00007ff800af34a7 (__TEXT,__text) external _kmod_create
00007ff800af35d3 (__TEXT,__text) external _kmod_destroy
00007ff800af53fa (__TEXT,__text) external _kmod_get_info
00007ff800af15ed (__TEXT,__text) external _kpersona_alloc
00007ff800af1649 (__TEXT,__text) external _kpersona_dealloc
00007ff800af1738 (__TEXT,__text) external _kpersona_find
00007ff800af17d4 (__TEXT,__text) external _kpersona_find_by_type
00007ff800af1679 (__TEXT,__text) external _kpersona_get
00007ff800af16a6 (__TEXT,__text) external _kpersona_getpath
00007ff800af16d6 (__TEXT,__text) external _kpersona_info
00007ff800af161b (__TEXT,__text) external _kpersona_palloc
00007ff800af1707 (__TEXT,__text) external _kpersona_pidinfo
00007ff800ae1514 (__TEXT,__text) external _kqueue
00007ff800adfc94 (__TEXT,__text) external _lchown
00007ff800ae152c (__TEXT,__text) external _ledger
00007ff800ae1544 (__TEXT,__text) external _link
00007ff800ae155c (__TEXT,__text) external _linkat
00007ff800ae1574 (__TEXT,__text) external _lio_listio
00007ff800adfcac (__TEXT,__text) external _listen
00007ff800ae158c (__TEXT,__text) external _listxattr
00007ff800aff955 (__TEXT,__text) external _lock_set_create
00007ff800affa8f (__TEXT,__text) external _lock_set_destroy
00007ff800ae7dae (__TEXT,__text) external _log_data_as_kernel
00007ff800adfcdc (__TEXT,__text) external _lseek
00007ff800ae15a4 (__TEXT,__text) external _lstat
00007ff800ae15a4 (__TEXT,__text) external _lstat64
00007ff800adedf0 (__TEXT,__text) external _mach_absolute_time
00007ff800ae7368 (__TEXT,__text) external _mach_approximate_time
00007ff800ae73f0 (__TEXT,__text) external _mach_boottime_usec
00007ff800ae38b4 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff800ae388f (__TEXT,__text) external _mach_continuous_time
00007ff800ae3f47 (__TEXT,__text) external _mach_error
00007ff8400a4c28 (__DATA,__common) external _mach_error_full_diag
00007ff800ae3f30 (__TEXT,__text) external _mach_error_string
00007ff800ae3dce (__TEXT,__text) non-external _mach_error_string_int
00007ff800ae3c7c (__TEXT,__text) external _mach_error_type
00007ff800b07bf5 (__TEXT,__text) external _mach_eventlink_associate
00007ff800b079b4 (__TEXT,__text) external _mach_eventlink_create
00007ff800b07b10 (__TEXT,__text) external _mach_eventlink_destroy
00007ff800b07d05 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff800ae761a (__TEXT,__text) external _mach_eventlink_signal
00007ff800ae765d (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff800ae7629 (__TEXT,__text) external _mach_eventlink_wait_until
00007ff800adefb0 (__TEXT,__text) external _mach_generate_activity_id
00007ff800ae9e20 (__TEXT,__text) external _mach_get_times
00007ff800ae5a70 (__TEXT,__text) external _mach_host_self
00007ff800ae24df (__TEXT,__text) external _mach_host_special_port_description
00007ff840068a90 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800ae2521 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400a4a10 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800ae3fe1 (__TEXT,__text) external _mach_init
00007ff8400a52e0 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff800ae3ffe (__TEXT,__text) non-external _mach_init_doit
00007ff800afb95d (__TEXT,__text) external _mach_make_memory_entry
00007ff800b06fb7 (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800b07762 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800b078b1 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800b07630 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff800af680b (__TEXT,__text) external _mach_memory_info
00007ff800af4eee (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800af58eb (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff800ae4743 (__TEXT,__text) external _mach_msg
00007ff800ae460c (__TEXT,__text) external _mach_msg2_internal
00007ff800adefe0 (__TEXT,__text) external _mach_msg2_trap
00007ff800ae4a5b (__TEXT,__text) external _mach_msg_destroy
00007ff800ae4b94 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800ae475c (__TEXT,__text) external _mach_msg_overwrite
00007ff800adef2c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff800ae526a (__TEXT,__text) external _mach_msg_priority_encode
00007ff800ae5260 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff800ae52a4 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff800ae52b3 (__TEXT,__text) external _mach_msg_priority_qos
00007ff800ae52c2 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff800ae4a33 (__TEXT,__text) external _mach_msg_receive
00007ff800ae4a0c (__TEXT,__text) external _mach_msg_send
00007ff800ae4f0f (__TEXT,__text) external _mach_msg_server
00007ff800ae4ecb (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff800ae524e (__TEXT,__text) external _mach_msg_server_importance
00007ff800ae4c58 (__TEXT,__text) external _mach_msg_server_once
00007ff800adef20 (__TEXT,__text) external _mach_msg_trap
00007ff800afc65a (__TEXT,__text) external _mach_notify_dead_name
00007ff800afc5ae (__TEXT,__text) external _mach_notify_no_senders
00007ff800afc4ed (__TEXT,__text) external _mach_notify_port_deleted
00007ff800afc54e (__TEXT,__text) external _mach_notify_port_destroyed
00007ff800afc60f (__TEXT,__text) external _mach_notify_send_once
00007ff800af08d8 (__TEXT,__text) external _mach_port_allocate
00007ff800af0b0c (__TEXT,__text) external _mach_port_allocate_full
00007ff800af08d3 (__TEXT,__text) external _mach_port_allocate_name
00007ff800af0b07 (__TEXT,__text) external _mach_port_allocate_qos
00007ff800af0f20 (__TEXT,__text) external _mach_port_assert_attributes
00007ff800af0dfd (__TEXT,__text) external _mach_port_construct
00007ff800af091f (__TEXT,__text) external _mach_port_deallocate
00007ff800af091a (__TEXT,__text) external _mach_port_destroy
00007ff800af0ba1 (__TEXT,__text) external _mach_port_destruct
00007ff800af0d10 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff800af0d83 (__TEXT,__text) external _mach_port_extract_member
00007ff800af0a8f (__TEXT,__text) external _mach_port_extract_right
00007ff800af0a99 (__TEXT,__text) external _mach_port_get_attributes
00007ff800af0dc3 (__TEXT,__text) external _mach_port_get_context
00007ff800af094a (__TEXT,__text) external _mach_port_get_refs
00007ff800af0f1b (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800af099c (__TEXT,__text) external _mach_port_get_set_status
00007ff800af0b16 (__TEXT,__text) external _mach_port_get_srights
00007ff800af0e42 (__TEXT,__text) external _mach_port_guard
00007ff800af0f0c (__TEXT,__text) external _mach_port_guard_with_flags
00007ff800af0d43 (__TEXT,__text) external _mach_port_insert_member
00007ff800af0a4c (__TEXT,__text) external _mach_port_insert_right
00007ff800af0f16 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800af0d15 (__TEXT,__text) external _mach_port_kernel_object
00007ff800af0df3 (__TEXT,__text) external _mach_port_kobject
00007ff800af0df8 (__TEXT,__text) external _mach_port_kobject_description
00007ff800af094f (__TEXT,__text) external _mach_port_mod_refs
00007ff800af09a1 (__TEXT,__text) external _mach_port_move_member
00007ff800af0887 (__TEXT,__text) external _mach_port_names
00007ff800af0992 (__TEXT,__text) external _mach_port_peek
00007ff800af08ce (__TEXT,__text) external _mach_port_rename
00007ff800af09e1 (__TEXT,__text) external _mach_port_request_notification
00007ff800af0b02 (__TEXT,__text) external _mach_port_set_attributes
00007ff800af0dee (__TEXT,__text) external _mach_port_set_context
00007ff800af0997 (__TEXT,__text) external _mach_port_set_mscount
00007ff800af0a94 (__TEXT,__text) external _mach_port_set_seqno
00007ff800af0b20 (__TEXT,__text) external _mach_port_space_basic_info
00007ff800af0b1b (__TEXT,__text) external _mach_port_space_info
00007ff800af0f11 (__TEXT,__text) external _mach_port_swap_guard
00007ff800af088c (__TEXT,__text) external _mach_port_type
00007ff800af0e85 (__TEXT,__text) external _mach_port_unguard
00007ff800afe7c9 (__TEXT,__text) external _mach_ports_lookup
00007ff800afe6cc (__TEXT,__text) external _mach_ports_register
00007ff800adeef0 (__TEXT,__text) external _mach_reply_port
00007ff800ae5aea (__TEXT,__text) external _mach_right_recv_construct
00007ff800ae5b86 (__TEXT,__text) external _mach_right_recv_destruct
00007ff800ae5be7 (__TEXT,__text) external _mach_right_send_create
00007ff800ae5d3c (__TEXT,__text) external _mach_right_send_once_consume
00007ff800ae5cee (__TEXT,__text) external _mach_right_send_once_create
00007ff800ae5c75 (__TEXT,__text) external _mach_right_send_release
00007ff800ae5c29 (__TEXT,__text) external _mach_right_send_retain
00007ff800af0c29 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800af0cba (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff800ae73fe (__TEXT,__text) external _mach_task_is_self
00007ff800ae5a75 (__TEXT,__text) external _mach_task_self
00007ff8400a52c8 (__DATA,__common) external _mach_task_self_
00007ff800ae24f5 (__TEXT,__text) external _mach_task_special_port_description
00007ff840068bb0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff800ae25bb (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400a4b10 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800ae5a7a (__TEXT,__text) external _mach_thread_self
00007ff800ae250b (__TEXT,__text) external _mach_thread_special_port_description
00007ff840068c10 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800ae25cc (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff8400a4b70 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff800aed5f5 (__TEXT,__text) external _mach_timebase_info
00007ff8400a5310 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff800adf0a0 (__TEXT,__text) external _mach_timebase_info_trap
00007ff800af0f25 (__TEXT,__text) external _mach_vm_allocate
00007ff800afaec8 (__TEXT,__text) external _mach_vm_behavior_set
00007ff800afabc5 (__TEXT,__text) external _mach_vm_copy
00007ff800af0fac (__TEXT,__text) external _mach_vm_deallocate
00007ff800afc0c5 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff800afc1ad (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff800afc299 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff800afa70a (__TEXT,__text) external _mach_vm_inherit
00007ff800afb136 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff800af10ac (__TEXT,__text) external _mach_vm_map
00007ff800afaddc (__TEXT,__text) external _mach_vm_msync
00007ff800afbbe7 (__TEXT,__text) external _mach_vm_page_info
00007ff800afb3db (__TEXT,__text) external _mach_vm_page_query
00007ff800afbded (__TEXT,__text) external _mach_vm_page_range_query
00007ff800af1019 (__TEXT,__text) external _mach_vm_protect
00007ff800af14df (__TEXT,__text) external _mach_vm_purgable_control
00007ff800afc385 (__TEXT,__text) external _mach_vm_range_create
00007ff800af12ae (__TEXT,__text) external _mach_vm_read
00007ff800afa948 (__TEXT,__text) external _mach_vm_read_list
00007ff800afacb1 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff800ae6076 (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff800ae608d (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
00007ff800ae5e5d (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff800ae5f90 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff800ae5dbd (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff800ae60a3 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff800ae6065 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff800afb749 (__TEXT,__text) external _mach_vm_region
00007ff800afb524 (__TEXT,__text) external _mach_vm_region_recurse
00007ff800af1192 (__TEXT,__text) external _mach_vm_remap
00007ff800af1220 (__TEXT,__text) external _mach_vm_remap_new
00007ff800af4078 (__TEXT,__text) external _mach_vm_wire
00007ff800afaac7 (__TEXT,__text) external _mach_vm_write
00007ff800b08384 (__TEXT,__text) external _mach_voucher_attr_command
00007ff800ae5253 (__TEXT,__text) external _mach_voucher_deallocate
00007ff800b085c9 (__TEXT,__text) external _mach_voucher_debug_info
00007ff800b081aa (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800b07df4 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff800af0ec7 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff800adf070 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff800adf0ac (__TEXT,__text) external _mach_wait_until
00007ff800af61dd (__TEXT,__text) external _mach_zone_force_gc
00007ff800af6f7d (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff800af6e2e (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800af6057 (__TEXT,__text) external _mach_zone_info
