00007ff80efb4d35 (__TEXT,__text) external _BNNSAffineGridSample
                 (undefined) weak external __ZNK3MIL11IROperation20TryGetParameterValueERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEj (from MIL)
                 (undefined) weak external __ZNK3MIL11IRValueType12AsTensorTypeEv (from MIL)
                 (undefined) weak external __ZNK3MIL11IRValueType18TryCastAsStateTypeEv (from MIL)
                 (undefined) weak external __ZNK3MIL11IRValueType25TryCastAsMemoryLayoutTypeEv (from MIL)
                 (undefined) weak external __ZNK3MIL12IRTupleValue9GetValuesEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewINS_4Bf16EEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewINS_4Fp16EEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewINS_4Int4EEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewINS_5UInt1EEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewINS_5UInt2EEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewINS_5UInt3EEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewINS_5UInt4EEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewINS_5UInt6EEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewIaEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewIbEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewIfEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewIhEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewIiEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewIjEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewIsEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewItEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewIxEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue11GetDataViewIyEENS_4Util4SpanIKT_Lm18446744073709551615EEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue14TryGetDataViewINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEENS2_4pairIbNS_4Util4SpanIKT_Lm18446744073709551615EEEEEv (from MIL)
                 (undefined) weak external __ZNK3MIL13IRTensorValue14TryGetDataViewIyEENSt3__14pairIbNS_4Util4SpanIKT_Lm18446744073709551615EEEEEv (from MIL)
                 (undefined) weak external __ZNK3MIL15IRTypedArgument12GetValueTypeEv (from MIL)
                 (undefined) weak external __ZNK3MIL15IRTypedArgument8GetValueEv (from MIL)
                 (undefined) weak external __ZNK3MIL16IRNamedValueType7GetNameEv (from MIL)
                 (undefined) weak external __ZNK3MIL16IRNamedValueType7GetTypeEv (from MIL)
                 (undefined) weak external __ZNK3MIL16IRStateValueType14GetWrappedTypeEv (from MIL)
                 (undefined) weak external __ZNK3MIL17IRDictionaryValue3endEv (from MIL)
                 (undefined) weak external __ZNK3MIL17IRDictionaryValue5beginEv (from MIL)
                 (undefined) weak external __ZNK3MIL17IRTensorValueType4RankEv (from MIL)
                 (undefined) weak external __ZNK3MIL18IRConstantProperty19GetInt64ScalarValueEv (from MIL)
                 (undefined) weak external __ZNK3MIL18IRConstantProperty19GetUInt8ScalarValueEv (from MIL)
                 (undefined) weak external __ZNK3MIL18IRConstantProperty20GetUInt64ScalarValueEv (from MIL)
                 (undefined) weak external __ZNK3MIL22IRPixelBufferValueType11IsFixedRankEv (from MIL)
                 (undefined) weak external __ZNK3MIL22IRPixelBufferValueType18GetPixelFormatTypeEv (from MIL)
                 (undefined) weak external __ZNK3MIL22IRPixelBufferValueType7GetRankEv (from MIL)
                 (undefined) weak external __ZNK3MIL22IRPixelBufferValueType8GetShapeEv (from MIL)
                 (undefined) weak external __ZNK3MIL23IRMemoryLayoutValueType20TryAsPixelBufferTypeEv (from MIL)
                 (undefined) weak external __ZNK3MIL23IRMemoryLayoutValueType21TryAsTensorBufferTypeEv (from MIL)
                 (undefined) weak external __ZNK3MIL23IRTensorBufferValueType11GetDataTypeEv (from MIL)
                 (undefined) weak external __ZNK3MIL23IRTensorBufferValueType11IsFixedRankEv (from MIL)
                 (undefined) weak external __ZNK3MIL23IRTensorBufferValueType13TryGetStridesEv (from MIL)
                 (undefined) weak external __ZNK3MIL23IRTensorBufferValueType20GetInterleaveFactorsEv (from MIL)
                 (undefined) weak external __ZNK3MIL23IRTensorBufferValueType25TryGetRowAlignmentInBytesEv (from MIL)
                 (undefined) weak external __ZNK3MIL23IRTensorBufferValueType7GetRankEv (from MIL)
                 (undefined) weak external __ZNK3MIL23IRTensorBufferValueType8GetShapeEv (from MIL)
                 (undefined) weak external __ZNK3MIL4Bf168GetFloatEv (from MIL)
                 (undefined) weak external __ZNK3MIL4Fp168GetFloatEv (from MIL)
                 (undefined) weak external __ZNK3MIL7IROpset27GetReversedOperatorNamesMapEv (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue12TryGetScalarINS_4Bf16EEEPKT_v (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue12TryGetScalarINS_4Fp16EEEPKT_v (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue12TryGetScalarIbEEPKT_v (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue12TryGetScalarIfEEPKT_v (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue12TryGetScalarIiEEPKT_v (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue12TryGetScalarItEEPKT_v (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue12TryGetScalarIyEEPKT_v (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue6AsListEv (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue8AsTensorEv (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue9GetScalarINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEET_v (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue9GetScalarIbEET_v (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue9GetScalarIfEET_v (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue9GetScalarIiEET_v (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue9GetScalarIjEET_v (from MIL)
                 (undefined) weak external __ZNK3MIL7IRValue9GetScalarIyEET_v (from MIL)
                 (undefined) weak external __ZNK3MIL8IRObject11GetLocationEv (from MIL)
                 (undefined) weak external __ZNK3MIL8IRObject12GetAttributeERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE (from MIL)
                 (undefined) weak external __ZNK3MIL8IRObject13GetAttributesEv (from MIL)
                 (undefined) weak external __ZNK3MIL8IRObject14GetLocationPtrEv (from MIL)
                 (undefined) weak external __ZNK3MIL8IRObject15TryGetAttributeERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE (from MIL)
00007ff80eaf1d16 (__TEXT,__text) external __ZNK4bnns12GraphOptions17get_single_threadEv
00007ff80eaf1d2a (__TEXT,__text) external __ZNK4bnns12GraphOptions23get_generate_debug_infoEv
00007ff80eaf1d3e (__TEXT,__text) external __ZNK4bnns12GraphOptions28get_predefined_optimizationsEv
                 (undefined) external __ZNKSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE4findEcm (from libc++)
                 (undefined) external __ZNKSt3__119__shared_weak_count13__get_deleterERKSt9type_info (from libc++)
                 (undefined) external __ZNKSt3__14__fs10filesystem18directory_iterator13__dereferenceEv (from libc++)
                 (undefined) external __ZNKSt3__14__fs10filesystem4path11__extensionEv (from libc++)
                 (undefined) external __ZNKSt3__14__fs10filesystem4path9__compareENS_17basic_string_viewIcNS_11char_traitsIcEEEE (from libc++)
                 (undefined) external __ZNKSt3__16locale9use_facetERNS0_2idE (from libc++)
                 (undefined) external __ZNKSt3__18ios_base6getlocEv (from libc++)
                 (undefined) external __ZNKSt9exception4whatEv (from libc++)
                 (undefined) external __ZNSt11logic_errorC2EPKc (from libc++)
                 (undefined) external __ZNSt12length_errorD1Ev (from libc++)
                 (undefined) external __ZNSt12out_of_rangeD1Ev (from libc++)
                 (undefined) external __ZNSt13runtime_errorC1EPKc (from libc++)
                 (undefined) external __ZNSt13runtime_errorD1Ev (from libc++)
                 (undefined) external __ZNSt20bad_array_new_lengthC1Ev (from libc++)
                 (undefined) external __ZNSt20bad_array_new_lengthD1Ev (from libc++)
                 (undefined) external __ZNSt3__112__next_primeEm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE21__grow_by_and_replaceEmmmmmmPKc (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE5eraseEmm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6appendEPKcm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6insertEmPKcm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE9__grow_byEmmmmmm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE9push_backEc (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEC2ERKS5_mmRKS4_ (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEED1Ev (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEaSERKS5_ (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryC1ERS3_ (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEj (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEm (from libc++)
                 (undefined) external __ZNSt3__114basic_iostreamIcNS_11char_traitsIcEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__115basic_streambufIcNS_11char_traitsIcEEEC2Ev (from libc++)
                 (undefined) external __ZNSt3__115basic_streambufIcNS_11char_traitsIcEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_count14__release_weakEv (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_countD2Ev (from libc++)
                 (undefined) external __ZNSt3__14__fs10filesystem18directory_iterator11__incrementEPNS_10error_codeE (from libc++)
                 (undefined) external __ZNSt3__14__fs10filesystem18directory_iteratorC1ERKNS1_4pathEPNS_10error_codeENS1_17directory_optionsE (from libc++)
                 (undefined) external __ZNSt3__14__fs10filesystem8__statusERKNS1_4pathEPNS_10error_codeE (from libc++)
                 (undefined) external __ZNSt3__15ctypeIcE2idE (from libc++)
                 (undefined) external __ZNSt3__16__sortIRNS_6__lessImmEEPmEEvT0_S5_T_ (from libc++)
                 (undefined) external __ZNSt3__16localeD1Ev (from libc++)
                 (undefined) external __ZNSt3__18ios_base33__set_badbit_and_consider_rethrowEv (from libc++)
                 (undefined) external __ZNSt3__18ios_base4initEPv (from libc++)
                 (undefined) external __ZNSt3__18ios_base5clearEj (from libc++)
                 (undefined) external __ZNSt3__19basic_iosIcNS_11char_traitsIcEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__19to_stringEf (from libc++)
                 (undefined) external __ZNSt3__19to_stringEi (from libc++)
                 (undefined) external __ZNSt3__19to_stringEj (from libc++)
                 (undefined) external __ZNSt3__19to_stringEm (from libc++)
                 (undefined) external __ZNSt3__19to_stringEx (from libc++)
                 (undefined) external __ZNSt3__19to_stringEy (from libc++)
                 (undefined) external __ZNSt3__1plIcNS_11char_traitsIcEENS_9allocatorIcEEEENS_12basic_stringIT_T0_T1_EEPKS6_RKS9_ (from libc++)
                 (undefined) external __ZNSt9exceptionD2Ev (from libc++)
                 (undefined) external __ZSt9terminatev (from libc++)
                 (undefined) weak external __ZTIN3MIL7IROpsetE (from MIL)
00007ff8412ce518 (__DATA_CONST,__const) external __ZTIN4bnns12GraphOptionsE
                 (undefined) external __ZTINSt3__119__shared_weak_countE (from libc++)
                 (undefined) external __ZTISt12length_error (from libc++)
                 (undefined) external __ZTISt12out_of_range (from libc++)
                 (undefined) external __ZTISt13runtime_error (from libc++)
                 (undefined) external __ZTISt18bad_variant_access (from libc++)
                 (undefined) external __ZTISt20bad_array_new_length (from libc++)
                 (undefined) external __ZTISt9exception (from libc++)
00007ff80f7702a0 (__TEXT,__const) external __ZTSN4bnns12GraphOptionsE
                 (undefined) external __ZTTNSt3__118basic_stringstreamIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv119__pointer_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__function_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv123__fundamental_type_infoE (from libc++)
00007ff8412ce4f8 (__DATA_CONST,__const) external __ZTVN4bnns12GraphOptionsE
                 (undefined) external __ZTVNSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
                 (undefined) external __ZTVNSt3__118basic_stringstreamIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
                 (undefined) external __ZTVSt12length_error (from libc++)
                 (undefined) external __ZTVSt12out_of_range (from libc++)
                 (undefined) external __ZTVSt18bad_variant_access (from libc++)
                 (undefined) external __ZdaPv (from libc++)
                 (undefined) external __ZdlPv (from libc++)
                 (undefined) external __Znam (from libc++)
                 (undefined) external __ZnamSt11align_val_t (from libc++)
                 (undefined) external __Znwm (from libc++)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___cxa_allocate_exception (from libc++)
                 (undefined) external ___cxa_begin_catch (from libc++)
                 (undefined) external ___cxa_end_catch (from libc++)
                 (undefined) external ___cxa_free_exception (from libc++)
                 (undefined) external ___cxa_guard_acquire (from libc++)
                 (undefined) external ___cxa_guard_release (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
                 (undefined) external ___cxa_rethrow (from libc++)
                 (undefined) external ___cxa_throw (from libc++)
                 (undefined) external ___dynamic_cast (from libc++)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___extendhfsf2 (from libSystem)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___sincospif_stret (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external ___truncdfhf2 (from libSystem)
                 (undefined) external ___truncsfhf2 (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __os_signpost_emit_with_name_impl (from libSystem)
                 (undefined) external __simd_exp_f4 (from libSystem)
                 (undefined) external __simd_log_f4 (from libSystem)
                 (undefined) external __simd_pow_f4 (from libSystem)
                 (undefined) external _acosf (from libSystem)
                 (undefined) external _acoshf (from libSystem)
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _asinf (from libSystem)
                 (undefined) external _asinhf (from libSystem)
                 (undefined) external _atanf (from libSystem)
                 (undefined) external _atanhf (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _cosf (from libSystem)
                 (undefined) external _coshf (from libSystem)
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_query (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _erfcf (from libSystem)
                 (undefined) external _erff (from libSystem)
                 (undefined) external _exp (from libSystem)
                 (undefined) external _exp2f (from libSystem)
                 (undefined) external _expf (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _fma (from libSystem)
                 (undefined) external _fmaxf (from libSystem)
                 (undefined) external _fminf (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _fwrite (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _ldexpf (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _lroundf (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _msync (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _nextafterf (from libSystem)
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_enabled (from libSystem)
                 (undefined) external _os_signpost_id_make_with_pointer (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _pow (from libSystem)
                 (undefined) external _powf (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
                 (undefined) external _rand (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strpbrk (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _vm_allocate (from libSystem)
                 (undefined) external _vm_page_size (from libSystem)
                 (undefined) external _vm_purgable_control (from libSystem)
                 (undefined) external _vm_remap (from libSystem)
