00007ffa159831c0 (__TEXT,__text) external _ARMCompilationCallback
00007ffa15847200 (__TEXT,__text) non-external __ZL19isBitfieldExtractOpPN4llvm12SelectionDAGEPNS_6SDNodeERjRNS_7SDValueES4_S4_jb
00007ffa15c7f940 (__TEXT,__text) non-external __ZL19isHighCostExpansionPKN4llvm4SCEVEPNS_10BranchInstERNS_11SmallPtrSetIS2_Lj8EEEPNS_15ScalarEvolutionE
00007ffa15ca14e0 (__TEXT,__text) non-external __ZL19isHighCostExpansionPKN4llvm4SCEVERNS_11SmallPtrSetIS2_Lj8EEERNS_15ScalarEvolutionE
00007ffa1598ce70 (__TEXT,__text) non-external __ZL19isMatchingDecrementPN4llvm12MachineInstrEjjjNS_5ARMCC9CondCodesEj
00007ffa1598cfa0 (__TEXT,__text) non-external __ZL19isMatchingIncrementPN4llvm12MachineInstrEjjjNS_5ARMCC9CondCodesEj
00007ffa15da80a0 (__TEXT,__text) non-external __ZL19isSafeToHoistInvokePN4llvm10BasicBlockES1_PNS_11InstructionES3_
00007ffa159605a0 (__TEXT,__text) non-external __ZL19isVTRN_v_undef_MaskN4llvm8ArrayRefIiEENS_3EVTERj
00007ffa15960670 (__TEXT,__text) non-external __ZL19isVUZP_v_undef_MaskN4llvm8ArrayRefIiEENS_3EVTERj
00007ffa15960880 (__TEXT,__text) non-external __ZL19isVZIP_v_undef_MaskN4llvm8ArrayRefIiEENS_3EVTERj
00007ffa15ecc9b0 (__TEXT,__text) non-external __ZL19map_from_llvmopcode10LLVMOpcode
00007ffa1572e6b0 (__TEXT,__text) non-external __ZL19translateRMRegisterRN4llvm6MCInstER19InternalInstruction
00007ffa15d73d80 (__TEXT,__text) non-external __ZL19updateInlinedAtInfoRKN4llvm8DebugLocES2_RNS_11LLVMContextE
00007ffa42f75e20 (__DATA,__bss) non-external __ZL1X
00007ffa42f76358 (__DATA,__bss) non-external __ZL1X
00007ffa42f77100 (__DATA,__bss) non-external __ZL1X
00007ffa42f78830 (__DATA,__bss) non-external __ZL1X
00007ffa42f75e48 (__DATA,__bss) non-external __ZL1Y
00007ffa163e78a0 (__TEXT,__const) non-external __ZL20AddSubFlagsOpcodeMap
00007ffa42f73f40 (__DATA,__bss) non-external __ZL20AlignConstantIslands
00007ffa15d1ea80 (__TEXT,__text) non-external __ZL20CanEvaluateTruncatedPN4llvm5ValueEPNS_4TypeE
00007ffa42f712b8 (__DATA,__bss) non-external __ZL20ClCheckAccessAddress
00007ffa42f70e10 (__DATA,__bss) non-external __ZL20ClDebugNonzeroLabels
00007ffa42f70630 (__DATA,__bss) non-external __ZL20ClKeepUninstrumented
00007ffa42f710b8 (__DATA,__bss) non-external __ZL20ClPoisonStackPattern
00007ffa1579b160 (__TEXT,__text) non-external __ZL20CommuteVectorShufflePN4llvm19ShuffleVectorSDNodeERNS_12SelectionDAGE
00007ffa15e8f230 (__TEXT,__text) non-external __ZL20ComputeMaskedBitsMulPN4llvm5ValueES1_bRNS_5APIntES3_S3_S3_PKNS_10DataLayoutEj
00007ffa15de82a0 (__TEXT,__text) non-external __ZL20ConstantFoldBinaryFPPFdddEddPN4llvm4TypeE
00007ffa158cd540 (__TEXT,__text) non-external __ZL20DecodeCPSInstructionRN4llvm6MCInstEjyPKv
00007ffa158cdc00 (__TEXT,__text) non-external __ZL20DecodeDoubleRegStoreRN4llvm6MCInstEjyPKv
00007ffa158cee00 (__TEXT,__text) non-external __ZL20DecodeRegListOperandRN4llvm6MCInstEjyPKv
00007ffa158d38a0 (__TEXT,__text) non-external __ZL20DecodeT2AddrModeImm8RN4llvm6MCInstEjyPKv
00007ffa158cfd70 (__TEXT,__text) non-external __ZL20DecodeTBLInstructionRN4llvm6MCInstEjyPKv
00007ffa158d4a00 (__TEXT,__text) non-external __ZL20DecodeVLDInstructionRN4llvm6MCInstEjyPKv
00007ffa158d5a60 (__TEXT,__text) non-external __ZL20DecodeVSTInstructionRN4llvm6MCInstEjyPKv
00007ffa42f77000 (__DATA,__bss) non-external __ZL20DefaultSchedRegistry
00007ffa42f77130 (__DATA,__bss) non-external __ZL20DisableEdgeSplitting
00007ffa42f74e10 (__DATA,__bss) non-external __ZL20DisableSchedLiveUses
00007ffa42f772d8 (__DATA,__bss) non-external __ZL20DisableTailDuplicate
00007ffa15866e70 (__TEXT,__text) non-external __ZL20EmitVectorComparisonN4llvm7SDValueES0_NS_7ARM64CC8CondCodeEbNS_3EVTENS_5SDLocERNS_12SelectionDAGE
00007ffa42f734f8 (__DATA,__bss) non-external __ZL20EnableARM64TailCalls
00007ffa42f76880 (__DATA,__bss) non-external __ZL20EnableFastISelOption
00007ffa42f78b30 (__DATA,__bss) non-external __ZL20EnableSelectionDAGSP
00007ffa42f73930 (__DATA,__bss) non-external __ZL20EnableStPairSuppress
00007ffa15b4c680 (__TEXT,__text) non-external __ZL20EnsureFunctionExistsIN4llvm14ilist_iteratorINS0_8ArgumentEEEEvRNS0_6ModuleEPKcT_S8_PNS0_4TypeE
00007ffa42f7bf68 (__DATA,__bss) non-external __ZL20ErrorHandlerUserData
00007ffa15a03a10 (__TEXT,__text) non-external __ZL20ExpandUnalignedStorePN4llvm11StoreSDNodeERNS_12SelectionDAGERKNS_14TargetLoweringEPN12_GLOBAL__N_120SelectionDAGLegalizeE
00007ffa42f7bea0 (__DATA,__bss) non-external __ZL20ExtraVersionPrinters
00007ffa15eb1880 (__TEXT,__text) non-external __ZL20ExtractConstantBytesPN4llvm8ConstantEjj
00007ffa15cb2630 (__TEXT,__text) non-external __ZL20FindLIVLoopConditionPN4llvm5ValueEPNS_4LoopERb
00007ffa42f77020 (__DATA,__bss) non-external __ZL20GenericSchedRegistry
00007ffa159d7f10 (__TEXT,__text) non-external __ZL20GetNegatedExpressionN4llvm7SDValueERNS_12SelectionDAGEbj
00007ffa15aa6dc0 (__TEXT,__text) non-external __ZL20GetRegistersForValueRN4llvm12SelectionDAGERKNS_14TargetLoweringENS_5SDLocERN12_GLOBAL__N_120SDISelAsmOperandInfoE
00007ffa15c764d0 (__TEXT,__text) non-external __ZL20GetStoreValueForLoadPN4llvm5ValueEjPNS_4TypeEPNS_11InstructionERKNS_10DataLayoutE
00007ffa15a965a0 (__TEXT,__text) non-external __ZL20InsertFenceForAtomicN4llvm7SDValueENS_14AtomicOrderingENS_20SynchronizationScopeEbNS_5SDLocERNS_12SelectionDAGERKNS_14TargetLoweringE
00007ffa1578eed0 (__TEXT,__text) non-external __ZL20LowerVectorBroadcastN4llvm7SDValueEPKNS_12X86SubtargetERNS_12SelectionDAGE
00007ffa157aaa30 (__TEXT,__text) non-external __ZL20LowerVectorIntExtendN4llvm7SDValueEPKNS_12X86SubtargetERNS_12SelectionDAGE
00007ffa15d13fd0 (__TEXT,__text) non-external __ZL20MatchSelectFromAndOrPN4llvm5ValueES1_S1_S1_
00007ffa42f6edd8 (__DATA,__data) non-external __ZL20NumGetElementPtrInst
00007ffa42f7cd20 (__DATA,__bss) non-external __ZL20NumRegisteredSignals
00007ffa42f7c110 (__DATA,__bss) non-external __ZL20PrettyStackTraceHead
00007ffa42f74c20 (__DATA,__bss) non-external __ZL20RegPressureThreshold
00007ffa42f7bb58 (__DATA,__bss) non-external __ZL20RegisteredOptionList
00007ffa42f7cd30 (__DATA,__bss) non-external __ZL20RegisteredSignalInfo
00007ffa1586b880 (__TEXT,__text) non-external __ZL20ReplaceATOMIC_OP_128PN4llvm6SDNodeERNS_15SmallVectorImplINS_7SDValueEEERNS_12SelectionDAGEj
00007ffa42f71a60 (__DATA,__bss) non-external __ZL20RunLoopVectorization
00007ffa42f74020 (__DATA,__bss) non-external __ZL20SpillAlignedNEONRegs
00007ffa42f799f8 (__DATA,__bss) non-external __ZL20UnlikelyBranchWeight
00007ffa15eaed70 (__TEXT,__text) non-external __ZL20UpgradeSSE41FunctionPN4llvm8FunctionENS_9Intrinsic2IDERS1_
00007ffa42f7bbd0 (__DATA,__bss) non-external __ZL20WrappedHiddenPrinter
00007ffa42f7bbc0 (__DATA,__bss) non-external __ZL20WrappedNormalPrinter
00007ffa15fa0ce0 (__TEXT,__text) non-external __ZL20applyMnemonicAliasesRN4llvm9StringRefEjj
00007ffa1609bae0 (__TEXT,__text) non-external __ZL20bindingsErrorHandlerPvRKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEEb
00007ffa42f74cc0 (__DATA,__bss) non-external __ZL20burrListDAGScheduler
00007ffa158a61e0 (__TEXT,__text) non-external __ZL20createARM64MCAsmInfoRKN4llvm14MCRegisterInfoENS_9StringRefE
00007ffa15fefe90 (__TEXT,__text) non-external __ZL20createARMMCInstrInfov
00007ffa15ecfa10 (__TEXT,__text) non-external __ZL20createImportedModuleRN4llvm11LLVMContextENS_7DIScopeENS_12DIDescriptorEjNS_9StringRefERNS_15SmallVectorImplIPNS_5ValueEEE
00007ffa157fc870 (__TEXT,__text) non-external __ZL20createX86MCInstrInfov
00007ffa15d15d70 (__TEXT,__text) non-external __ZL20decomposeBitTestICmpPKN4llvm8ICmpInstERNS_7CmpInst9PredicateERPNS_5ValueES8_S8_
00007ffa16416d60 (__TEXT,__const) non-external __ZL20delinearization_name
00007ffa15eb46d0 (__TEXT,__text) non-external __ZL20evaluateFCmpRelationPN4llvm8ConstantES1_
00007ffa15eb4820 (__TEXT,__text) non-external __ZL20evaluateICmpRelationPN4llvm8ConstantES1_b
00007ffa157dfe00 (__TEXT,__text) non-external __ZL20getCondFromBranchOpcj
00007ffa15849ab0 (__TEXT,__text) non-external __ZL20getExtendTypeForNodeN4llvm7SDValueEb
00007ffa15fef3a0 (__TEXT,__text) non-external __ZL20getITDeprecationInfoRN4llvm6MCInstERNS_15MCSubtargetInfoERNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
00007ffa15c7faa0 (__TEXT,__text) non-external __ZL20getLoopPhiForCounterPN4llvm5ValueEPNS_4LoopEPNS_13DominatorTreeE
00007ffa1581faf0 (__TEXT,__text) non-external __ZL20getRealIndexedOpcodej
00007ffa157d7810 (__TEXT,__text) non-external __ZL20getTargetShuffleMaskPN4llvm6SDNodeENS_3MVTERNS_15SmallVectorImplIiEERb
00007ffa15c1bc90 (__TEXT,__text) non-external __ZL20getUnderlyingObjectsPKN4llvm5ValueERNS_15SmallVectorImplIPS0_EE
00007ffa15d1e4c0 (__TEXT,__text) non-external __ZL20isEliminableCastPairPKN4llvm8CastInstEjPNS_4TypeEPNS_10DataLayoutE
00007ffa15eb6660 (__TEXT,__text) non-external __ZL20isMaybeZeroSizedTypePN4llvm4TypeE
00007ffa156942b0 (__TEXT,__text) non-external __ZL20isSafeSROAElementUsePN4llvm5ValueE
00007ffa15c1bb60 (__TEXT,__text) non-external __ZL20isUnsafeMemoryObjectPN4llvm12MachineInstrEPKNS_16MachineFrameInfoE
00007ffa42f78538 (__DATA,__bss) non-external __ZL20registerPBQPRepAlloc
00007ffa15898b40 (__TEXT,__text) non-external __ZL20validateOperandClassPN4llvm18MCParsedAsmOperandEN12_GLOBAL__N_114MatchClassKindE
00007ffa15fb55e0 (__TEXT,__text) non-external __ZL20validateOperandClassPN4llvm18MCParsedAsmOperandEN12_GLOBAL__N_114MatchClassKindE
00007ffa42f73ed8 (__DATA,__bss) non-external __ZL21AdjustJumpTableBlocks
00007ffa15e6d400 (__TEXT,__text) non-external __ZL21BuildConstantFromSCEVPKN4llvm4SCEVE
00007ffa15a426d0 (__TEXT,__text) non-external __ZL21BuildVectorFromScalarRN4llvm12SelectionDAGENS_3EVTERNS_15SmallVectorImplINS_7SDValueEEEjj
00007ffa157db110 (__TEXT,__text) non-external __ZL21CanFoldXORWithAllOnesPKN4llvm6SDNodeE
00007ffa42f71050 (__DATA,__bss) non-external __ZL21ClPoisonStackWithCall
00007ffa158cd750 (__TEXT,__text) non-external __ZL21DecodeQADDInstructionRN4llvm6MCInstEjyPKv
00007ffa158cd8c0 (__TEXT,__text) non-external __ZL21DecodeSMLAInstructionRN4llvm6MCInstEjyPKv
00007ffa158ce9f0 (__TEXT,__text) non-external __ZL21DecodeSORegMemOperandRN4llvm6MCInstEjyPKv
00007ffa158ccdd0 (__TEXT,__text) non-external __ZL21DecodeSORegRegOperandRN4llvm6MCInstEjyPKv
00007ffa158d39c0 (__TEXT,__text) non-external __ZL21DecodeT2AddrModeImm12RN4llvm6MCInstEjyPKv
00007ffa158d34e0 (__TEXT,__text) non-external __ZL21DecodeT2AddrModeSORegRN4llvm6MCInstEjyPKv
00007ffa15c63f80 (__TEXT,__text) non-external __ZL21DeleteDeadInstructionPN4llvm11InstructionERNS_24MemoryDependenceAnalysisEPKNS_17TargetLibraryInfoEPNS_14SmallSetVectorIPNS_5ValueELj16EEE
00007ffa42f773a8 (__DATA,__bss) non-external __ZL21DisableBlockPlacement
00007ffa42f74e78 (__DATA,__bss) non-external __ZL21DisableSchedVRegCycle
00007ffa42f76130 (__DATA,__bss) non-external __ZL21DisableSelectToBranch
00007ffa42f77fe0 (__DATA,__bss) non-external __ZL21EnableAntiDepBreaking
00007ffa42f74b50 (__DATA,__bss) non-external __ZL21EnableExpensiveChecks
00007ffa42f752b8 (__DATA,__bss) non-external __ZL21EnableFastISelVerbose
00007ffa42f77f78 (__DATA,__bss) non-external __ZL21EnablePostRAScheduler
00007ffa42f73998 (__DATA,__bss) non-external __ZL21EnablePromoteConstant
00007ffa1641e3a0 (__TEXT,__const) non-external __ZL21IIT_LongEncodingTable
00007ffa15e98ca0 (__TEXT,__text) non-external __ZL21LLVMTargetMachineEmitP23LLVMOpaqueTargetMachineP16LLVMOpaqueModuleRN4llvm21formatted_raw_ostreamE19LLVMCodeGenFileTypePPc
00007ffa15cbd000 (__TEXT,__text) non-external __ZL21LowerNegateToMultiplyPN4llvm11InstructionE
00007ffa15add760 (__TEXT,__text) non-external __ZL21PrintChildLoopCommentRN4llvm11raw_ostreamEPKNS_11MachineLoopEj
00007ffa16339e70 (__TEXT,__const) non-external __ZL21ReplaceableInstrsAVX2
00007ffa1583b4a0 (__TEXT,__text) non-external __ZL21RetCC_ARM64_WebKit_JSjN4llvm3MVTES0_NS_11CCValAssign7LocInfoENS_3ISD10ArgFlagsTyERNS_7CCStateE
00007ffa1585d9a0 (__TEXT,__text) non-external __ZL21RetCC_ARM64_WebKit_JSjN4llvm3MVTES0_NS_11CCValAssign7LocInfoENS_3ISD10ArgFlagsTyERNS_7CCStateE
00007ffa157ee9c0 (__TEXT,__text) non-external __ZL21SimplifyShortMoveFormRN4llvm13X86AsmPrinterERNS_6MCInstEj
00007ffa1597f860 (__TEXT,__text) non-external __ZL21SkipExtensionForVMULLPN4llvm6SDNodeERNS_12SelectionDAGE
00007ffa42f77198 (__DATA,__bss) non-external __ZL21SplitAllCriticalEdges
00007ffa15e0dd30 (__TEXT,__text) non-external __ZL21ThreadBinOpOverSelectjPN4llvm5ValueES1_RK5Queryj
00007ffa1586eea0 (__TEXT,__text) non-external __ZL21UpdateOperandRegClassPN4llvm12MachineInstrE
00007ffa160e7dc0 (__TEXT,__text) non-external __ZL21WriteValueSymbolTableRKN4llvm16ValueSymbolTableERKNS_15ValueEnumeratorERNS_15BitstreamWriterE
00007ffa15b16c20 (__TEXT,__text) non-external __ZL21advanceToNextLeafTypeRN4llvm15SmallVectorImplIPNS_13CompositeTypeEEERNS0_IjEE
00007ffa15a4f720 (__TEXT,__text) non-external __ZL21canClobberPhysRegDefsPKN4llvm5SUnitES2_PKNS_15TargetInstrInfoEPKNS_18TargetRegisterInfoE
00007ffa157d36e0 (__TEXT,__text) non-external __ZL21clobbersFlagRegistersRKN4llvm11SmallVectorINS_9StringRefELj4EEE
00007ffa159d0540 (__TEXT,__text) non-external __ZL21combineShlAddConstantN4llvm5SDLocENS_7SDValueES1_RNS_12SelectionDAGE
00007ffa158bb4c0 (__TEXT,__text) non-external __ZL21createARMDisassemblerRKN4llvm6TargetERKNS_15MCSubtargetInfoERNS_9MCContextE
00007ffa15bbb340 (__TEXT,__text) non-external __ZL21createILPMaxSchedulerPN4llvm19MachineSchedContextE
00007ffa15bbb3a0 (__TEXT,__text) non-external __ZL21createILPMinSchedulerPN4llvm19MachineSchedContextE
00007ffa1572e590 (__TEXT,__text) non-external __ZL21createX86DisassemblerRKN4llvm6TargetERKNS_15MCSubtargetInfoERNS_9MCContextE
00007ffa15c8ccb0 (__TEXT,__text) non-external __ZL21deleteDeadInstructionPN4llvm11InstructionERNS_15ScalarEvolutionEPKNS_17TargetLibraryInfoE
00007ffa42f7bec8 (__DATA,__bss) non-external __ZL21gCrashRecoveryEnabled
00007ffa156bcad0 (__TEXT,__text) non-external __ZL21getIntrinsicIDForCallPN4llvm8CallInstEPKNS_17TargetLibraryInfoE
00007ffa157e8f80 (__TEXT,__text) non-external __ZL21getLoadStoreRegOpcodejPKN4llvm19TargetRegisterClassEbRKNS_13TargetMachineEb
00007ffa15fef3e0 (__TEXT,__text) non-external __ZL21getMCRDeprecationInfoRN4llvm6MCInstERNS_15MCSubtargetInfoERNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
00007ffa157fa7d0 (__TEXT,__text) non-external __ZL21getRelaxedOpcodeArithj
00007ffa15ce8690 (__TEXT,__text) non-external __ZL21isCompatibleAggregatePN4llvm4TypeES1_
00007ffa159d0840 (__TEXT,__text) non-external __ZL21isConstantSplatVectorPN4llvm6SDNodeERNS_5APIntE
00007ffa1579a4e0 (__TEXT,__text) non-external __ZL21isUNPCKH_v_undef_MaskN4llvm8ArrayRefIiEENS_3MVTEb
00007ffa1579a400 (__TEXT,__text) non-external __ZL21isUNPCKL_v_undef_MaskN4llvm8ArrayRefIiEENS_3MVTEb
00007ffa42f74ca0 (__DATA,__bss) non-external __ZL21linearizeDAGScheduler
00007ffa15ab50e0 (__TEXT,__text) non-external __ZL21printrWithDepthHelperRN4llvm11raw_ostreamEPKNS_6SDNodeEPKNS_12SelectionDAGEjj
00007ffa15d58840 (__TEXT,__text) non-external __ZL22CollectShuffleElementsPN4llvm5ValueERNS_15SmallVectorImplIPNS_8ConstantEEERS1_
00007ffa15c779a0 (__TEXT,__text) non-external __ZL22ConstructSSAForLoadSetPN4llvm8LoadInstERNS_15SmallVectorImplIN12_GLOBAL__N_121AvailableValueInBlockEEERNS3_3GVNE
00007ffa158d47c0 (__TEXT,__text) non-external __ZL22DecodeAddrMode5OperandRN4llvm6MCInstEjyPKv
00007ffa158d67e0 (__TEXT,__text) non-external __ZL22DecodeAddrMode6OperandRN4llvm6MCInstEjyPKv
00007ffa158bbb60 (__TEXT,__text) non-external __ZL22DecodePredicateOperandRN4llvm6MCInstEjyPKv
00007ffa158d31a0 (__TEXT,__text) non-external __ZL22DecodeT2CPSInstructionRN4llvm6MCInstEjyPKv
00007ffa158d29a0 (__TEXT,__text) non-external __ZL22DecodeThumbTableBranchRN4llvm6MCInstEjyPKv
00007ffa15dd7ba0 (__TEXT,__text) non-external __ZL22DecomposeGEPExpressionPKN4llvm5ValueERxRNS_15SmallVectorImplIN12_GLOBAL__N_116VariableGEPIndexEEEPKNS_10DataLayoutE
00007ffa42f70050 (__DATA,__bss) non-external __ZL22EnableARCOptimizations
00007ffa42f7bac0 (__DATA,__bss) non-external __ZL22FatalAssemblerWarnings
00007ffa15da7350 (__TEXT,__text) non-external __ZL22GatherConstantComparesPN4llvm5ValueERNSt3__16vectorIPNS_11ConstantIntENS2_9allocatorIS5_EEEERS1_PKNS_10DataLayoutEbRj
00007ffa42f75db8 (__DATA,__bss) non-external __ZL22GenerateDwarfTypeUnits
00007ffa42f75808 (__DATA,__bss) non-external __ZL22GenerateGnuPubSections
00007ffa15865e90 (__TEXT,__text) non-external __ZL22GeneratePerfectShufflejN4llvm7SDValueES0_RNS_12SelectionDAGENS_5SDLocE
00007ffa1597f320 (__TEXT,__text) non-external __ZL22GeneratePerfectShufflejN4llvm7SDValueES0_RNS_12SelectionDAGENS_5SDLocE
00007ffa156e8c50 (__TEXT,__text) non-external __ZL22GetDecodedBinaryOpcodejPN4llvm4TypeE
00007ffa15c77160 (__TEXT,__text) non-external __ZL22GetMemInstValueForLoadPN4llvm12MemIntrinsicEjPNS_4TypeEPNS_11InstructionERKNS_10DataLayoutE
00007ffa15abdd50 (__TEXT,__text) non-external __ZL22HandleMergeInputChainsRN4llvm15SmallVectorImplIPNS_6SDNodeEEEPNS_12SelectionDAGE
00007ffa15d39cf0 (__TEXT,__text) non-external __ZL22InstCombineStoreToCastRN4llvm12InstCombinerERNS_9StoreInstE
00007ffa42f6ed90 (__DATA,__data) non-external __ZL22MaxPartitionsPerAlloca
00007ffa42f7be98 (__DATA,__bss) non-external __ZL22OverrideVersionPrinter
00007ffa15add5e0 (__TEXT,__text) non-external __ZL22PrintParentLoopCommentRN4llvm11raw_ostreamEPKNS_11MachineLoopEj
00007ffa159304a0 (__TEXT,__text) non-external __ZL22RetCC_ARM_AAPCS_CommonjN4llvm3MVTES0_NS_11CCValAssign7LocInfoENS_3ISD10ArgFlagsTyERNS_7CCStateE
00007ffa1597e400 (__TEXT,__text) non-external __ZL22RetCC_ARM_AAPCS_CommonjN4llvm3MVTES0_NS_11CCValAssign7LocInfoENS_3ISD10ArgFlagsTyERNS_7CCStateE
00007ffa15d98270 (__TEXT,__text) non-external __ZL22SafeToMergeTerminatorsPN4llvm14TerminatorInstES1_
00007ffa41d12ca0 (__DATA_CONST,__const) non-external __ZL22SectionAttrDescriptors
00007ffa41d12b40 (__DATA_CONST,__const) non-external __ZL22SectionTypeDescriptors
00007ffa15d545a0 (__TEXT,__text) non-external __ZL22ShrinkDemandedConstantPN4llvm11InstructionEjNS_5APIntE
00007ffa15d46340 (__TEXT,__text) non-external __ZL22SimplifyWithOpReplacedPN4llvm5ValueES1_S1_PKNS_10DataLayoutEPKNS_17TargetLibraryInfoE
00007ffa15e6d770 (__TEXT,__text) non-external __ZL22SolveQuadraticEquationPKN4llvm14SCEVAddRecExprERNS_15ScalarEvolutionE
00007ffa15da5410 (__TEXT,__text) non-external __ZL22SpeculativelyExecuteBBPN4llvm10BranchInstEPNS_10BasicBlockE
00007ffa42f7be90 (__DATA,__bss) non-external __ZL22VersionPrinterInstance
00007ffa158a6370 (__TEXT,__text) non-external __ZL22createARM64MCInstrInfov
00007ffa15fefde0 (__TEXT,__text) non-external __ZL22createARMMCCodeGenInfoN4llvm9StringRefENS_5Reloc5ModelENS_9CodeModel5ModelENS_10CodeGenOpt5LevelE
00007ffa15ff00e0 (__TEXT,__text) non-external __ZL22createARMMCInstPrinterRKN4llvm6TargetEjRKNS_9MCAsmInfoERKNS_11MCInstrInfoERKNS_14MCRegisterInfoERKNS_15MCSubtargetInfoE
00007ffa15bbaed0 (__TEXT,__text) non-external __ZL22createGenericSchedLivePN4llvm19MachineSchedContextE
00007ffa157fc6d0 (__TEXT,__text) non-external __ZL22createX86MCCodeGenInfoN4llvm9StringRefENS_5Reloc5ModelENS_9CodeModel5ModelENS_10CodeGenOpt5LevelE
00007ffa157fcd00 (__TEXT,__text) non-external __ZL22createX86MCInstPrinterRKN4llvm6TargetEjRKNS_9MCAsmInfoERKNS_11MCInstrInfoERKNS_14MCRegisterInfoERKNS_15MCSubtargetInfoE
00007ffa15adbf80 (__TEXT,__text) non-external __ZL22emitGlobalConstantImplPKN4llvm8ConstantERNS_10AsmPrinterE
00007ffa15d0c9f0 (__TEXT,__text) non-external __ZL22foldLogOpOfMaskedICmpsPN4llvm8ICmpInstES1_bPNS_9IRBuilderILb1ENS_12TargetFolderENS_21InstCombineIRInserterEEE
00007ffa156bea20 (__TEXT,__text) non-external __ZL22getGEPInductionOperandPN4llvm10DataLayoutEPKNS_17GetElementPtrInstE
00007ffa157fa650 (__TEXT,__text) non-external __ZL22getRelaxedOpcodeBranchj
00007ffa42f74d00 (__DATA,__bss) non-external __ZL22hybridListDAGScheduler
00007ffa1597ff20 (__TEXT,__text) non-external __ZL22isExtendedBUILD_VECTORPN4llvm6SDNodeERNS_12SelectionDAGEb
00007ffa15add3f0 (__TEXT,__text) non-external __ZL22isRepeatedByteSequencePKN4llvm5ValueERNS_13TargetMachineE
00007ffa42f74ce0 (__DATA,__bss) non-external __ZL22sourceListDAGScheduler
00007ffa15bb6bd0 (__TEXT,__text) non-external __ZL22useDefaultMachineSchedPN4llvm19MachineSchedContextE
00007ffa1573d9c0 (__TEXT,__text) non-external __ZL23CheckBaseRegAndIndexRegjjRN4llvm9StringRefE
00007ffa42f71498 (__DATA,__bss) non-external __ZL23ClWrapIndirectCallsFast
00007ffa156936d0 (__TEXT,__text) non-external __ZL23CleanupPointerRootUsersPN4llvm14GlobalVariableEPKNS_17TargetLibraryInfoE
00007ffa15e8f640 (__TEXT,__text) non-external __ZL23ComputeMaskedBitsAddSubbPN4llvm5ValueES1_bRNS_5APIntES3_S3_S3_PKNS_10DataLayoutEj
00007ffa163e5520 (__TEXT,__const) non-external __ZL23DPairSpacedDecoderTable
00007ffa158cf4a0 (__TEXT,__text) non-external __ZL23DecodeCopMemInstructionRN4llvm6MCInstEjyPKv
00007ffa158d4660 (__TEXT,__text) non-external __ZL23DecodeDPRRegListOperandRN4llvm6MCInstEjyPKv
00007ffa158d4510 (__TEXT,__text) non-external __ZL23DecodeSPRRegListOperandRN4llvm6MCInstEjyPKv
00007ffa42f77878 (__DATA,__bss) non-external __ZL23DisableConstantHoisting
00007ffa42f78da8 (__DATA,__bss) non-external __ZL23DisableHazardRecognizer
00007ffa42f74ee0 (__DATA,__bss) non-external __ZL23DisableSchedPhysRegJoin
00007ffa42f74da8 (__DATA,__bss) non-external __ZL23DisableSchedRegPressure
00007ffa42f75388 (__DATA,__bss) non-external __ZL23EnableFastISelAbortArgs
00007ffa15b4c840 (__TEXT,__text) non-external __ZL23EnsureFPIntrinsicsExistRN4llvm6ModuleEPNS_8FunctionEPKcS5_S5_
00007ffa159d5c40 (__TEXT,__text) non-external __ZL23ExtendUsesToFormExtLoadPN4llvm6SDNodeENS_7SDValueEjRNS_15SmallVectorImplIS1_EERKNS_14TargetLoweringE
00007ffa1577ac90 (__TEXT,__text) non-external __ZL23FoldMaskAndShiftToScaleRN4llvm12SelectionDAGENS_7SDValueEyS2_S2_RN12_GLOBAL__N_118X86ISelAddressModeE
00007ffa15d224d0 (__TEXT,__text) non-external __ZL23LookThroughFPExtensionsPN4llvm5ValueE
00007ffa42f7af58 (__DATA,__bss) non-external __ZL23MaxBruteForceIterations
00007ffa42f79ae8 (__DATA,__bss) non-external __ZL23PHINodeFoldingThreshold
00007ffa15695760 (__TEXT,__text) non-external __ZL23RewriteHeapSROALoadUserPN4llvm11InstructionERNS_8DenseMapIPNS_5ValueENSt3__16vectorIS4_NS5_9allocatorIS4_EEEENS_12DenseMapInfoIS4_EEEERNS6_INS5_4pairIPNS_7PHINodeEjEENS7_ISH_EEEE
00007ffa15b4f970 (__TEXT,__text) non-external __ZL23addPassesToGenerateCodePN4llvm17LLVMTargetMachineERNS_6legacy15PassManagerBaseEbPKvS6_
00007ffa15d6aef0 (__TEXT,__text) non-external __ZL23buildExtractionBlockSetN4llvm8ArrayRefIPNS_10BasicBlockEEE
00007ffa159da010 (__TEXT,__text) non-external __ZL23canFoldInAddressingModePN4llvm6SDNodeES1_RNS_12SelectionDAGERKNS_14TargetLoweringE
00007ffa1580e500 (__TEXT,__text) non-external __ZL23createARM64DisassemblerRKN4llvm6TargetERKNS_15MCSubtargetInfoERNS_9MCContextE
00007ffa15fefed0 (__TEXT,__text) non-external __ZL23createARMMCRegisterInfoN4llvm9StringRefE
00007ffa158bb500 (__TEXT,__text) non-external __ZL23createThumbDisassemblerRKN4llvm6TargetERKNS_15MCSubtargetInfoERNS_9MCContextE
