000000019fc66600 (__TEXT,__text) non-external +[AMFI isAvailable]
000000019fc65748 (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
000000019fc65740 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
000000019fc65738 (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
000000019fc653b4 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
000000019fc65448 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
000000019fc65730 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
000000019fc5413c (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
000000019fc54120 (__TEXT,__text) non-external -[StagedBundleData access:]
000000019fc54134 (__TEXT,__text) non-external -[StagedBundleData bundle]
000000019fc53bd0 (__TEXT,__text) non-external -[StagedBundleData handleReload]
000000019fc53934 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
000000019fc5412c (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
000000019fc6bea8 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
000000019fc6bf48 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
000000019fc6bee0 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
000000019fc6bf14 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
000000019fc6bec8 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
000000019fc6bf58 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
000000019fc663e0 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
000000019fc66254 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00000001d6f9f140 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
000000019fc61218 (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00000001d2b9d338 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
00000001d9442e48 (__AUTH,__objc_data) external _OBJC_CLASS_$_AKELData
00000001d94433c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_AMFI
00000001d9442fb0 (__AUTH,__objc_data) external _OBJC_CLASS_$_AppWrapper
00000001d9443460 (__AUTH,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00000001d94433e8 (__AUTH,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00000001d9442f38 (__AUTH,__objc_data) external _OBJC_CLASS_$_BundleData
00000001d9443028 (__AUTH,__objc_data) external _OBJC_CLASS_$_GKScanResult
00000001d9443208 (__AUTH,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00000001d9442f10 (__AUTH,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00000001d94432f8 (__AUTH,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00000001d9443488 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00000001d94430c8 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00000001d9443168 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00000001d9442fd8 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00000001d9442e98 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00000001d94432a8 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00000001d9443118 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00000001d94431b8 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00000001d9442d58 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00000001d9442d80 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00000001d9443078 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPLog
00000001d9443258 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPMigration
00000001d9443348 (__AUTH,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00000001d9442df8 (__AUTH,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00000001d6f9e864 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00000001d6f9e868 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00000001d6f9e86c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00000001d6f9e9dc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00000001d6f9e9d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00000001d6f9e9e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00000001d6f9e88c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00000001d6f9e890 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00000001d6f9e894 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00000001d6f9e8a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00000001d6f9e888 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00000001d6f9e898 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00000001d6f9e89c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00000001d6f9e8c4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00000001d6f9e8c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00000001d6f9e87c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00000001d6f9e878 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
00000001d6f9e870 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._metaId
00000001d6f9e874 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._missCount
00000001d6f9e880 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._sourceTable
00000001d6f9e884 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._target
00000001d6f9e958 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._blockDevice
00000001d6f9e988 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundle
00000001d6f9e978 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleID
00000001d6f9e97c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleVersion
00000001d6f9e994 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhash
00000001d6f9e998 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashData
00000001d6f9e99c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashDigestAlgorithm
00000001d6f9e968 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._checkValidity
00000001d6f9e964 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._chgTime
00000001d6f9e9a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._entitlements
00000001d6f9e950 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._fsTypeName
00000001d6f9e984 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isAppWrapper
00000001d6f9e9c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBundled
00000001d6f9e980 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isDirectory
00000001d6f9e9b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantined
00000001d6f9e9b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantinedMount
00000001d6f9e9bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isScript
00000001d6f9e9b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isUserApproved
00000001d6f9e974 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mainExecutableURL
00000001d6f9e960 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._modTime
00000001d6f9e95c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mountTime
00000001d6f9e94c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._objectID
00000001d6f9e970 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._originalURL
00000001d6f9e948 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pathOnVolume
00000001d6f9e9c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pid
00000001d6f9e9ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._quarantineChecked
00000001d6f9e9a4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingID
00000001d6f9e990 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingInfo
00000001d6f9e98c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._staticCodeRef
00000001d6f9e9a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._teamID
00000001d6f9e9c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._triggeredByLibraryLoad
00000001d6f9e96c (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._url
00000001d6f9e954 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumePath
00000001d6f9e944 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumeUUID
00000001d6f9e9e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._connection
00000001d6f9e9e4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._interface
00000001d6f9e8dc (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._cdHash
00000001d6f9e8e4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._developerName
00000001d6f9e8cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._execPath
00000001d6f9e8e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._lastSeen
00000001d6f9e8d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._mmapPath
00000001d6f9e8e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._responsiblePath
00000001d6f9e8d4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._signingID
00000001d6f9e8d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._teamID
00000001d6f9e908 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._connection
00000001d6f9e904 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._interface
00000001d6f9e90c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._lock
00000001d6f9e910 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._progressBlock
00000001d6f9e8c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._blockedReasonDescription
00000001d6f9e8b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._cdHash
00000001d6f9e8a4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._itemPath
00000001d6f9e8bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._knownMalware
00000001d6f9e8b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsApproval
00000001d6f9e8b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsOverride
00000001d6f9e8a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._signingID
00000001d6f9e8ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._teamID
00000001d6f9e93c (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._connection
00000001d6f9e938 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._interface
00000001d6f9e940 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._requireDaemon
00000001d6f9e8f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._connection
00000001d6f9e8ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._interface
00000001d6f9e928 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.bundleID
00000001d6f9e930 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.cdHash
00000001d6f9e920 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isCodeless
00000001d6f9e918 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isDeprecated
00000001d6f9e914 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isNotarized
00000001d6f9e91c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isUnsupported
00000001d6f9e934 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.lastUsed
00000001d6f9e924 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.path
00000001d6f9e92c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.teamID
00000001d6f9e8fc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._connection
00000001d6f9e8f4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._currentPolicy
00000001d6f9e8f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._interface
00000001d6f9e900 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy.currentUAKL
00000001d6f9e820 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem._originalAllowed
00000001d6f9e824 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.allowed
00000001d6f9e830 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationName
00000001d6f9e834 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationPath
00000001d6f9e840 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.bundleIDs
00000001d6f9e838 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.developerName
00000001d6f9e82c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.isPendingUpgrade
00000001d6f9e828 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.rebootRequired
00000001d6f9e83c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.teamID
00000001d6f9e9d4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allBundleURLs
00000001d6f9e9d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allKextURLs
00000001d6f9e9cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._volumeRoot
00000001d6f9e84c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._accessQueue
00000001d6f9e854 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundle
00000001d6f9e848 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundleUrl
00000001d6f9e858 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._fileManager
00000001d6f9e860 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._prepareBlock
00000001d6f9e85c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._reloadBlock
00000001d6f9e850 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedBundle
00000001d6f9e844 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedUrl
00000001d9442e70 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AKELData
00000001d9443398 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AMFI
00000001d9442f88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AppWrapper
00000001d9443438 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicy
00000001d9443410 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicyResult
00000001d9442f60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_BundleData
00000001d9443050 (__AUTH,__objc_data) external _OBJC_METACLASS_$_GKScanResult
00000001d9443230 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MIS
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00000001d9442ee8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_PolicyCacheMeta
00000001d9443320 (__AUTH,__objc_data) external _OBJC_METACLASS_$_PolicyScanTarget
00000001d94434b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPDeveloperPolicy
00000001d94430f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPExecutionHistoryItem
00000001d9443190 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicy
00000001d9443000 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicyItem
00000001d9442ec0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPFilePolicy
00000001d94432d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPInstallationPolicy
00000001d9443140 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistory
00000001d94431e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistoryItem
00000001d9442da8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicy
00000001d9442dd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicyItem
00000001d94430a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPLog
00000001d9443280 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPMigration
00000001d9443370 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPMigrationScanner
00000001d9442e20 (__AUTH,__objc_data) external _OBJC_METACLASS_$_StagedBundleData
000000019fc58d70 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc598bc (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc5afd8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc61160 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc61be4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc65320 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc65aa8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc66224 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc66c88 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000019fc58d8c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc5aff8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc6117c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc61bfc (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc65340 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc65ac0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc66240 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc66ca8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
000000019fc58e70 (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
000000019fc58da0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
000000019fc5b01c (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
000000019fc6119c (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
000000019fc65360 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
000000019fc58dbc (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
000000019fc5b02c (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
000000019fc611b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
000000019fc65380 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
000000019fc58dd0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
000000019fc5b048 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
000000019fc611d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
000000019fc6539c (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
000000019fc58de8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000019fc5b05c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000019fc611f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
000000019fc58df4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000019fc611fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
000000019fc58e14 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
000000019fc58e38 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000019fc58e58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d2b9d3a0 (__DATA_CONST,__const) external _SPErrorDomain
                 (undefined) external _SecCertificateCopyOrganization (from Security)
                 (undefined) external _SecCertificateCopyOrganizationalUnit (from Security)
                 (undefined) external _SecCertificateGetTypeID (from Security)
                 (undefined) external _SecCodeCopyPath (from Security)
                 (undefined) external _SecCodeCopySigningInformation (from Security)
                 (undefined) external _SecCodeSetDetachedSignature (from Security)
                 (undefined) external _SecCodeSignerAddSignature (from Security)
                 (undefined) external _SecCodeSignerCreate (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
                 (undefined) external _SecStaticCodeCancelValidation (from Security)
