00007ffb41cfcb70 (__DATA,__common) external _AfterColour
00007ffb0dbb0e12 (__TEXT,__text) external __ZN4llvm13MCSymbolXCOFF19setRepresentedCsectEPNS_14MCSectionXCOFFE
00007ffb0cb9492a (__TEXT,__text) external __ZN4llvm13MDAttachments3setEjPNS_6MDNodeE
00007ffb0cb949c4 (__TEXT,__text) external __ZN4llvm13MDAttachments5eraseEj
00007ffb0cb94b18 (__TEXT,__text) external __ZN4llvm13MDAttachments6insertEjRNS_6MDNodeE
00007ffb4078e908 (__DATA_CONST,__const) external __ZN4llvm13MachineLICMIDE
00007ffb0c908fc2 (__TEXT,__text) external __ZN4llvm13MachineRegionC1EPNS_17MachineBasicBlockES2_PNS_17MachineRegionInfoEPNS_20MachineDominatorTreeEPS0_
00007ffb0c90b8c0 (__TEXT,__text) external __ZN4llvm13MachineRegionC2EPNS_17MachineBasicBlockES2_PNS_17MachineRegionInfoEPNS_20MachineDominatorTreeEPS0_
00007ffb0c90b496 (__TEXT,__text) external __ZN4llvm13MachineRegionD1Ev
00007ffb0c90b8f8 (__TEXT,__text) external __ZN4llvm13MachineRegionD2Ev
00007ffb0d3cadc2 (__TEXT,__text) external __ZN4llvm13MemCpyOptPass12processStoreEPNS_9StoreInstERNS_14ilist_iteratorINS_12ilist_detail12node_optionsINS_11InstructionELb0ELb0EvEELb0ELb0EEE
00007ffb0d3ce7d6 (__TEXT,__text) external __ZN4llvm13MemCpyOptPass13processMemCpyEPNS_10MemCpyInstERNS_14ilist_iteratorINS_12ilist_detail12node_optionsINS_11InstructionELb0ELb0EvEELb0ELb0EEE
00007ffb0dc24db6 (__TEXT,__text) external __ZN4llvm13MemCpyOptPass13processMemSetEPNS_10MemSetInstERNS_14ilist_iteratorINS_12ilist_detail12node_optionsINS_11InstructionELb0ELb0EvEELb0ELb0EEE
00007ffb0dc24e64 (__TEXT,__text) external __ZN4llvm13MemCpyOptPass14processMemMoveEPNS_11MemMoveInstE
00007ffb0d3c9790 (__TEXT,__text) external __ZN4llvm13MemCpyOptPass16eraseInstructionEPNS_11InstructionE
00007ffb0d3cf8da (__TEXT,__text) external __ZN4llvm13MemCpyOptPass17iterateOnFunctionERNS_8FunctionE
00007ffb0d3cbbd8 (__TEXT,__text) external __ZN4llvm13MemCpyOptPass20performCallSlotOptznEPNS_11InstructionES2_PNS_5ValueES4_NS_8TypeSizeENS_5AlignENSt3__18functionIFPNS_8CallInstEvEEE
00007ffb0d3cf22c (__TEXT,__text) external __ZN4llvm13MemCpyOptPass20processByValArgumentERNS_8CallBaseEj
00007ffb0d3c983a (__TEXT,__text) external __ZN4llvm13MemCpyOptPass20tryMergingIntoMemsetEPNS_11InstructionEPNS_5ValueES4_
00007ffb0d3ce084 (__TEXT,__text) external __ZN4llvm13MemCpyOptPass26performMemCpyToMemSetOptznEPNS_10MemCpyInstEPNS_10MemSetInstE
00007ffb0d3cce80 (__TEXT,__text) external __ZN4llvm13MemCpyOptPass29processMemCpyMemCpyDependenceEPNS_10MemCpyInstES2_
00007ffb0d3cd6f6 (__TEXT,__text) external __ZN4llvm13MemCpyOptPass29processMemSetMemCpyDependenceEPNS_10MemCpyInstEPNS_10MemSetInstE
00007ffb0d3cfc32 (__TEXT,__text) external __ZN4llvm13MemCpyOptPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffb0d3ca4a0 (__TEXT,__text) external __ZN4llvm13MemCpyOptPass6moveUpEPNS_9StoreInstEPNS_11InstructionEPKNS_8LoadInstE
00007ffb0d3cfd52 (__TEXT,__text) external __ZN4llvm13MemCpyOptPass7runImplERNS_8FunctionEPNS_17TargetLibraryInfoEPNS_9AAResultsEPNS_15AssumptionCacheEPNS_13DominatorTreeEPNS_9MemorySSAE
00007ffb0c5e624a (__TEXT,__text) external __ZN4llvm13MemorySSAUtil19defClobbersUseOrDefEPNS_9MemoryDefEPKNS_14MemoryUseOrDefERNS_9AAResultsE
00007ffb0d1e3784 (__TEXT,__text) external __ZN4llvm13OffloadBinary5writeERKNS0_15OffloadingImageE
00007ffb0d1e362c (__TEXT,__text) external __ZN4llvm13OffloadBinary6createENS_15MemoryBufferRefE
00007ffb0ceb3eb0 (__TEXT,__text) external __ZN4llvm13OpenMPOptPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffb41cf58e0 (__DATA,__common) external __ZN4llvm13PGOViewCountsE
00007ffb0cb86f16 (__TEXT,__text) external __ZN4llvm13PMDataManager12dumpPassInfoEPNS_4PassENS_19PassDebuggingStringES3_NS_9StringRefE
00007ffb0daf504c (__TEXT,__text) external __ZN4llvm13PMDataManager15getOnTheFlyPassEPNS_4PassEPKvRNS_8FunctionE
00007ffb0cb85ef0 (__TEXT,__text) external __ZN4llvm13PMDataManager16findAnalysisPassEPKvb
00007ffb0cb86822 (__TEXT,__text) external __ZN4llvm13PMDataManager16removeDeadPassesEPNS_4PassENS_9StringRefENS_19PassDebuggingStringE
00007ffb0cb80a50 (__TEXT,__text) external __ZN4llvm13PMDataManager18initSizeRemarkInfoERNS_6ModuleERNS_9StringMapINSt3__14pairIjjEENS_15MallocAllocatorEEE
00007ffb0cb85a12 (__TEXT,__text) external __ZN4llvm13PMDataManager22initializeAnalysisImplEPNS_4PassE
00007ffb0cb85bc4 (__TEXT,__text) external __ZN4llvm13PMDataManager23recordAvailableAnalysisEPNS_4PassE
00007ffb0cb86394 (__TEXT,__text) external __ZN4llvm13PMDataManager23verifyPreservedAnalysisEPNS_4PassE
00007ffb0daf502e (__TEXT,__text) external __ZN4llvm13PMDataManager25addLowerLevelRequiredPassEPNS_4PassES2_
00007ffb0cb8639a (__TEXT,__text) external __ZN4llvm13PMDataManager26removeNotPreservedAnalysisEPNS_4PassE
00007ffb0cb80bfe (__TEXT,__text) external __ZN4llvm13PMDataManager27emitInstrCountChangedRemarkEPNS_4PassERNS_6ModuleExjRNS_9StringMapINSt3__14pairIjjEENS_15MallocAllocatorEEEPNS_8FunctionE
00007ffb0cb862fc (__TEXT,__text) external __ZN4llvm13PMDataManager27preserveHigherLevelAnalysisEPNS_4PassE
00007ffb0cb87634 (__TEXT,__text) external __ZN4llvm13PMDataManager30collectRequiredAndUsedAnalysesERNS_15SmallVectorImplIPNS_4PassEEERNS1_IPKvEES3_
00007ffb0cb87156 (__TEXT,__text) external __ZN4llvm13PMDataManager3addEPNS_4PassEb
00007ffb0cb86bf6 (__TEXT,__text) external __ZN4llvm13PMDataManager8freePassEPNS_4PassENS_9StringRefENS_19PassDebuggingStringE
00007ffb0daf505a (__TEXT,__text) external __ZN4llvm13PMDataManagerD0Ev
00007ffb0daf5054 (__TEXT,__text) external __ZN4llvm13PMDataManagerD1Ev
00007ffb0cb87a3e (__TEXT,__text) external __ZN4llvm13PMDataManagerD2Ev
00007ffb0d7ad2de (__TEXT,__text) external __ZN4llvm13PredicateInfoC1ERNS_8FunctionERNS_13DominatorTreeERNS_15AssumptionCacheE
00007ffb0d7ad1c6 (__TEXT,__text) external __ZN4llvm13PredicateInfoC2ERNS_8FunctionERNS_13DominatorTreeERNS_15AssumptionCacheE
00007ffb0d7ad4cc (__TEXT,__text) external __ZN4llvm13PredicateInfoD1Ev
00007ffb0d7ad2e8 (__TEXT,__text) external __ZN4llvm13PredicateInfoD2Ev
00007ffb0c9ca862 (__TEXT,__text) external __ZN4llvm13PressureDiffs14addInstructionEjRKNS_16RegisterOperandsERKNS_19MachineRegisterInfoE
00007ffb0c9ca802 (__TEXT,__text) external __ZN4llvm13PressureDiffs4initEj
00007ffb0dc1eb38 (__TEXT,__text) external __ZN4llvm13PrintLoopPass3runERNS_4LoopERNS_15AnalysisManagerIS1_JRNS_27LoopStandardAnalysisResultsEEEES5_RNS_10LPMUpdaterE
00007ffb0dc1eb24 (__TEXT,__text) external __ZN4llvm13PrintLoopPassC1ERNS_11raw_ostreamERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
00007ffb0d378756 (__TEXT,__text) external __ZN4llvm13PrintLoopPassC1Ev
00007ffb0d37877e (__TEXT,__text) external __ZN4llvm13PrintLoopPassC2ERNS_11raw_ostreamERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
00007ffb0d37872e (__TEXT,__text) external __ZN4llvm13PrintLoopPassC2Ev
00007ffb0c617632 (__TEXT,__text) external __ZN4llvm13RGPassManager13runOnFunctionERNS_8FunctionE
00007ffb0da37cb4 (__TEXT,__text) external __ZN4llvm13RGPassManager17dumpPassStructureEj
00007ffb41cf7158 (__DATA,__common) external __ZN4llvm13RGPassManager2IDE
00007ffb0da37be2 (__TEXT,__text) external __ZN4llvm13RGPassManagerC1Ev
00007ffb0c617588 (__TEXT,__text) external __ZN4llvm13RGPassManagerC2Ev
00007ffb0c9b55e8 (__TEXT,__text) external __ZN4llvm13RegAllocScorepLERKS0_
00007ffb41cfb7a0 (__DATA,__common) external __ZN4llvm13RemarksFormatE
00007ffb41cfb6a0 (__DATA,__common) external __ZN4llvm13RemarksPassesE
00007ffb41cf8a2b (__DATA,__common) external __ZN4llvm13ResolverError2IDE
00007ffb0c674ee0 (__TEXT,__text) external __ZN4llvm13SCEVPredicateC2ENS_19FoldingSetNodeIDRefENS0_17SCEVPredicateKindE
00007ffb0d680100 (__TEXT,__text) external __ZN4llvm13ScaledNumbers10multiply64Eyy
00007ffb0d680306 (__TEXT,__text) external __ZN4llvm13ScaledNumbers11compareImplEyyi
00007ffb0d6801a0 (__TEXT,__text) external __ZN4llvm13ScaledNumbers8divide32Ejj
00007ffb0d68024d (__TEXT,__text) external __ZN4llvm13ScaledNumbers8divide64Eyy
00007ffb0c912f6a (__TEXT,__text) external __ZN4llvm13SchedBoundary11checkHazardEPNS_5SUnitE
00007ffb0c913224 (__TEXT,__text) external __ZN4llvm13SchedBoundary11releaseNodeEPNS_5SUnitEjbj
00007ffb0c913c5a (__TEXT,__text) external __ZN4llvm13SchedBoundary11removeReadyEPNS_5SUnitE
00007ffb0c9135e2 (__TEXT,__text) external __ZN4llvm13SchedBoundary13countResourceEPKNS_16MCSchedClassDescEjjj
00007ffb0c9131c8 (__TEXT,__text) external __ZN4llvm13SchedBoundary14findMaxLatencyENS_8ArrayRefIPNS_5SUnitEEE
00007ffb0c913cd0 (__TEXT,__text) external __ZN4llvm13SchedBoundary14pickOnlyChoiceEv
00007ffb0c913b9e (__TEXT,__text) external __ZN4llvm13SchedBoundary14releasePendingEv
00007ffb0c912dd8 (__TEXT,__text) external __ZN4llvm13SchedBoundary20getNextResourceCycleEPKNS_16MCSchedClassDescEjj
00007ffb0c9135be (__TEXT,__text) external __ZN4llvm13SchedBoundary20incExecutedResourcesEjj
00007ffb0c912d82 (__TEXT,__text) external __ZN4llvm13SchedBoundary21getLatencyStallCyclesEPNS_5SUnitE
00007ffb0da96b34 (__TEXT,__text) external __ZN4llvm13SchedBoundary21getOtherResourceCountERj
00007ffb0c912db0 (__TEXT,__text) external __ZN4llvm13SchedBoundary30getNextResourceCycleByInstanceEjj
00007ffb0c912a06 (__TEXT,__text) external __ZN4llvm13SchedBoundary4initEPNS_13ScheduleDAGMIEPKNS_16TargetSchedModelEPNS_14SchedRemainderE
00007ffb0c91273a (__TEXT,__text) external __ZN4llvm13SchedBoundary5resetEv
00007ffb0c913666 (__TEXT,__text) external __ZN4llvm13SchedBoundary8bumpNodeEPNS_5SUnitE
00007ffb0c9134c6 (__TEXT,__text) external __ZN4llvm13SchedBoundary9bumpCycleEj
00007ffb0c912730 (__TEXT,__text) external __ZN4llvm13SchedBoundaryD1Ev
00007ffb0c91266a (__TEXT,__text) external __ZN4llvm13SchedBoundaryD2Ev
00007ffb0c90f7a4 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI10initQueuesENS_8ArrayRefIPNS_5SUnitEEES4_
00007ffb0c90ee50 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI10startBlockEPNS_17MachineBasicBlockE
00007ffb0da968c0 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI11enterRegionEPNS_17MachineBasicBlockENS_26MachineInstrBundleIteratorINS_12MachineInstrELb0EEES5_j
00007ffb0c90ee6c (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI11finishBlockEv
00007ffb0c90ed9a (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI11releasePredEPNS_5SUnitEPNS_4SDepE
00007ffb0c90ece4 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI11releaseSuccEPNS_5SUnitEPNS_4SDepE
00007ffb0c90f948 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI12updateQueuesEPNS_5SUnitEb
00007ffb0c90f4e8 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI14postprocessDAGEv
00007ffb0c90ef5e (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI15checkSchedLimitEv
00007ffb0c90ee94 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI15moveInstructionEPNS_12MachineInstrENS_26MachineInstrBundleIteratorIS1_Lb0EEE
00007ffb0c90f9c2 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI16placeDebugValuesEv
00007ffb0c90ed56 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI17releaseSuccessorsEPNS_5SUnitE
00007ffb0c90ee0c (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI19releasePredecessorsEPNS_5SUnitE
00007ffb0c90f528 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI21findRootsAndBiasEdgesERNS_15SmallVectorImplIPNS_5SUnitEEES5_
00007ffb0c90ef66 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI8scheduleEv
00007ffb0da97ae8 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI9viewGraphERKNS_5TwineES3_
00007ffb0c915828 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMI9viewGraphEv
00007ffb0da968a4 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMID0Ev
00007ffb0da9689a (__TEXT,__text) external __ZN4llvm13ScheduleDAGMID1Ev
00007ffb0c90ec90 (__TEXT,__text) external __ZN4llvm13ScheduleDAGMID2Ev
00007ffb0d680dd2 (__TEXT,__text) external __ZN4llvm13ScopedPrinter15printBinaryImplENS_9StringRefES1_NS_8ArrayRefIhEEbj
00007ffb0c51307a (__TEXT,__text) external __ZN4llvm13SimpleDDGNodeC1EOS0_
00007ffb0c512fd8 (__TEXT,__text) external __ZN4llvm13SimpleDDGNodeC1ERKS0_
00007ffb0c512f0c (__TEXT,__text) external __ZN4llvm13SimpleDDGNodeC1ERNS_11InstructionE
00007ffb0c512fe2 (__TEXT,__text) external __ZN4llvm13SimpleDDGNodeC2EOS0_
00007ffb0c512f58 (__TEXT,__text) external __ZN4llvm13SimpleDDGNodeC2ERKS0_
00007ffb0c512ec0 (__TEXT,__text) external __ZN4llvm13SimpleDDGNodeC2ERNS_11InstructionE
00007ffb0da048de (__TEXT,__text) external __ZN4llvm13SimpleDDGNodeD0Ev
00007ffb0da048a0 (__TEXT,__text) external __ZN4llvm13SimpleDDGNodeD1Ev
00007ffb0c513084 (__TEXT,__text) external __ZN4llvm13SimpleDDGNodeD2Ev
00007ffb0c57fcd8 (__TEXT,__text) external __ZN4llvm13SimplifyBinOpEjPNS_5ValueES1_NS_13FastMathFlagsERKNS_13SimplifyQueryE
00007ffb0c57fafa (__TEXT,__text) external __ZN4llvm13SimplifyBinOpEjPNS_5ValueES1_RKNS_13SimplifyQueryE
00007ffb0c689d1c (__TEXT,__text) external __ZN4llvm13StackLifetime14collectMarkersEv
00007ffb0da3f718 (__TEXT,__text) external __ZN4llvm13StackLifetime22calculateLiveIntervalsEv
00007ffb0c68a75e (__TEXT,__text) external __ZN4llvm13StackLifetime22calculateLocalLivenessEv
00007ffb0da400a6 (__TEXT,__text) external __ZN4llvm13StackLifetime3runEv
00007ffb0c68b286 (__TEXT,__text) external __ZN4llvm13StackLifetime5printERNS_11raw_ostreamE
00007ffb0da4009c (__TEXT,__text) external __ZN4llvm13StackLifetimeC1ERKNS_8FunctionENS_8ArrayRefIPKNS_10AllocaInstEEENS0_12LivenessTypeE
00007ffb0da3ff9c (__TEXT,__text) external __ZN4llvm13StackLifetimeC2ERKNS_8FunctionENS_8ArrayRefIPKNS_10AllocaInstEEENS0_12LivenessTypeE
00007ffb0dabb2ae (__TEXT,__text) external __ZN4llvm13StackMapOpersC1EPKNS_12MachineInstrE
00007ffb0ca0f5dc (__TEXT,__text) external __ZN4llvm13StackMapOpersC2EPKNS_12MachineInstrE
00007ffb0d68c166 (__TEXT,__text) external __ZN4llvm13StringMapImpl11RehashTableEj
00007ffb0d68bd16 (__TEXT,__text) external __ZN4llvm13StringMapImpl15LookupBucketForENS_9StringRefE
00007ffb0dccf0ec (__TEXT,__text) external __ZN4llvm13StringMapImpl4initEj
00007ffb0d68c06e (__TEXT,__text) external __ZN4llvm13StringMapImpl9RemoveKeyENS_9StringRefE
00007ffb0d68bf72 (__TEXT,__text) external __ZN4llvm13StringMapImpl9RemoveKeyEPNS_18StringMapEntryBaseE
00007ffb0d68bc6a (__TEXT,__text) external __ZN4llvm13StringMapImplC1Ejj
00007ffb0d68bbc6 (__TEXT,__text) external __ZN4llvm13StringMapImplC2Ejj
00007ffb0dce65ea (__TEXT,__text) external __ZN4llvm13TargetMachine11setOptLevelENS_10CodeGenOpt5LevelE
00007ffb0d6ce69e (__TEXT,__text) external __ZN4llvm13TargetMachine20parseBinutilsVersionENS_9StringRefE
00007ffb0d6cd6d0 (__TEXT,__text) external __ZN4llvm13TargetMachineC1ERKNS_6TargetENS_9StringRefERKNS_6TripleES4_S4_RKNS_13TargetOptionsE
00007ffb0dce6274 (__TEXT,__text) external __ZN4llvm13TargetMachineC2ERKNS_6TargetENS_9StringRefERKNS_6TripleES4_S4_RKNS_13TargetOptionsE
00007ffb0dce6514 (__TEXT,__text) external __ZN4llvm13TargetMachineD0Ev
00007ffb0dce650a (__TEXT,__text) external __ZN4llvm13TargetMachineD1Ev
00007ffb0dce63e6 (__TEXT,__text) external __ZN4llvm13TargetMachineD2Ev
00007ffb0cb6c3d0 (__TEXT,__text) external __ZN4llvm13UnaryOperator6CreateENS_11Instruction8UnaryOpsEPNS_5ValueERKNS_5TwineEPNS_10BasicBlockE
00007ffb0cb6c35e (__TEXT,__text) external __ZN4llvm13UnaryOperator6CreateENS_11Instruction8UnaryOpsEPNS_5ValueERKNS_5TwineEPS1_
00007ffb0cb6c2bc (__TEXT,__text) external __ZN4llvm13UnaryOperator8AssertOKEv
00007ffb0cb6c354 (__TEXT,__text) external __ZN4llvm13UnaryOperatorC1ENS_11Instruction8UnaryOpsEPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_10BasicBlockE
00007ffb0cb6c2c2 (__TEXT,__text) external __ZN4llvm13UnaryOperatorC1ENS_11Instruction8UnaryOpsEPNS_5ValueEPNS_4TypeERKNS_5TwineEPS1_
00007ffb0cb6c2cc (__TEXT,__text) external __ZN4llvm13UnaryOperatorC2ENS_11Instruction8UnaryOpsEPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_10BasicBlockE
00007ffb0cb6c13e (__TEXT,__text) external __ZN4llvm13UnaryOperatorC2ENS_11Instruction8UnaryOpsEPNS_5ValueEPNS_4TypeERKNS_5TwineEPS1_
00007ffb0dd33a7a (__TEXT,__text) external __ZN4llvm13VPBlendRecipe7executeERNS_16VPTransformStateE
00007ffb0dd4a288 (__TEXT,__text) external __ZN4llvm13VPInstruction16setFastMathFlagsENS_13FastMathFlagsE
00007ffb0dd499d4 (__TEXT,__text) external __ZN4llvm13VPInstruction19generateInstructionERNS_16VPTransformStateEj
00007ffb0dd49f90 (__TEXT,__text) external __ZN4llvm13VPInstruction7executeERNS_16VPTransformStateE
00007ffb0d933628 (__TEXT,__text) external __ZN4llvm13VPRegionBlock17dropAllReferencesEPNS_7VPValueE
00007ffb0dd495c6 (__TEXT,__text) external __ZN4llvm13VPRegionBlock7executeEPNS_16VPTransformStateE
00007ffb0d9369a6 (__TEXT,__text) external __ZN4llvm13VPSlotTracker10assignSlotEPKNS_7VPValueE
00007ffb0d9369ce (__TEXT,__text) external __ZN4llvm13VPSlotTracker11assignSlotsERKNS_5VPlanE
00007ffb0dd32de0 (__TEXT,__text) external __ZN4llvm13VPWidenRecipe7executeERNS_16VPTransformStateE
00007ffb0d9425c6 (__TEXT,__text) external __ZN4llvm13VPlanVerifier17verifyPlanIsValidERKNS_5VPlanE
00007ffb0dc01572 (__TEXT,__text) external __ZN4llvm13ValueProfData13deserializeToERNS_15InstrProfRecordEPNS_15InstrProfSymtabE
00007ffb0d274d5c (__TEXT,__text) external __ZN4llvm13ValueProfData13serializeFromERKNS_15InstrProfRecordE
00007ffb0dc015ee (__TEXT,__text) external __ZN4llvm13ValueProfData14checkIntegrityEv
00007ffb0dc017d6 (__TEXT,__text) external __ZN4llvm13ValueProfData15swapBytesToHostENS_7support10endiannessE
00007ffb0dc016be (__TEXT,__text) external __ZN4llvm13ValueProfData16getValueProfDataEPKhS2_NS_7support10endiannessE
00007ffb0d274d8a (__TEXT,__text) external __ZN4llvm13ValueProfData17swapBytesFromHostENS_7support10endiannessE
00007ffb0d274cd4 (__TEXT,__text) external __ZN4llvm13ValueProfData7getSizeERKNS_15InstrProfRecordE
00007ffb0cbc12d0 (__TEXT,__text) external __ZN4llvm13VectorBuilder10requestEVLEv
00007ffb0cbc128a (__TEXT,__text) external __ZN4llvm13VectorBuilder11requestMaskEv
00007ffb0cbc124e (__TEXT,__text) external __ZN4llvm13VectorBuilder14getAllTrueMaskEv
00007ffb0cbc1370 (__TEXT,__text) external __ZN4llvm13VectorBuilder23createVectorInstructionEjPNS_4TypeENS_8ArrayRefIPNS_5ValueEEERKNS_5TwineE
00007ffb41cf86d0 (__DATA,__common) external __ZN4llvm13VerifyDomInfoE
00007ffb0dac7452 (__TEXT,__text) external __ZN4llvm13WinEHFuncInfo17addIPToStateRangeEPKNS_10InvokeInstEPNS_8MCSymbolES5_
00007ffb0dac7544 (__TEXT,__text) external __ZN4llvm13WinEHFuncInfoC1Ev
00007ffb0dac74aa (__TEXT,__text) external __ZN4llvm13WinEHFuncInfoC2Ev
00007ffb0d7ab229 (__TEXT,__text) external __ZN4llvm13collectCmpOpsEPNS_7CmpInstERNS_15SmallVectorImplIPNS_5ValueEEE
00007ffb0dc131c8 (__TEXT,__text) external __ZN4llvm13createGVNPassEbb
00007ffb0c5b702a (__TEXT,__text) external __ZN4llvm13createLAAPassEv
00007ffb0cc520f4 (__TEXT,__text) external __ZN4llvm13dlangDemangleEPKc
00007ffb0dcedae9 (__TEXT,__text) external __ZN4llvm13emitMemCpyChkEPNS_5ValueES1_S1_S1_RNS_13IRBuilderBaseERKNS_10DataLayoutEPKNS_17TargetLibraryInfoE
00007ffb0dcee935 (__TEXT,__text) external __ZN4llvm13emitVSNPrintfEPNS_5ValueES1_S1_S1_RNS_13IRBuilderBaseEPKNS_17TargetLibraryInfoE
00007ffb0cb1661d (__TEXT,__text) external __ZN4llvm13findDbgValuesERNS_15SmallVectorImplIPNS_12DbgValueInstEEEPNS_5ValueE
00007ffb0cb537ab (__TEXT,__text) external __ZN4llvm13getGCStrategyENS_9StringRefE
00007ffb0c5635b4 (__TEXT,__text) external __ZN4llvm13getInlineCostERNS_8CallBaseEPNS_8FunctionERKNS_12InlineParamsERNS_19TargetTransformInfoENS_12function_refIFRNS_15AssumptionCacheERS2_EEENS9_IFRKNS_17TargetLibraryInfoESC_EEENS9_IFRNS_18BlockFrequencyInfoESC_EEEPNS_18ProfileSummaryInfoEPNS_25OptimizationRemarkEmitterE
00007ffb0c56352e (__TEXT,__text) external __ZN4llvm13getInlineCostERNS_8CallBaseERKNS_12InlineParamsERNS_19TargetTransformInfoENS_12function_refIFRNS_15AssumptionCacheERNS_8FunctionEEEENS7_IFRKNS_17TargetLibraryInfoESB_EEENS7_IFRNS_18BlockFrequencyInfoESB_EEEPNS_18ProfileSummaryInfoEPNS_25OptimizationRemarkEmitterE
00007ffb0c884fdb (__TEXT,__text) external __ZN4llvm13getLLTForTypeERNS_4TypeERKNS_10DataLayoutE
00007ffb0c6b5ad0 (__TEXT,__text) external __ZN4llvm13getMinMaxPredENS_19SelectPatternFlavorEb
00007ffb0d693fcb (__TEXT,__text) external __ZN4llvm13getNamedTimerENS_9StringRefES0_
00007ffb0da121bc (__TEXT,__text) external __ZN4llvm13getNumOfCallsERNS_8FunctionES1_
00007ffb0c5d7629 (__TEXT,__text) external __ZN4llvm13getObjectSizeEPKNS_5ValueERyRKNS_10DataLayoutEPKNS_17TargetLibraryInfoENS_14ObjectSizeOptsE
00007ffb0c6cee97 (__TEXT,__text) external __ZN4llvm13getSplatIndexENS_8ArrayRefIiEE
00007ffb0c6cee44 (__TEXT,__text) external __ZN4llvm13getSplatValueEPKNS_5ValueE
00007ffb0ca9d7d2 (__TEXT,__text) external __ZN4llvm13hasAssumptionERKNS_8CallBaseERKNS_21KnownAssumptionStringE
00007ffb0dad49c4 (__TEXT,__text) external __ZN4llvm13hasAssumptionERKNS_8FunctionERKNS_21KnownAssumptionStringE
00007ffb0c6b1a49 (__TEXT,__text) external __ZN4llvm13impliesPoisonEPKNS_5ValueES2_
00007ffb0ce8217a (__TEXT,__text) external __ZN4llvm13initializeIPOERNS_12PassRegistryE
00007ffb0c570520 (__TEXT,__text) external __ZN4llvm13inlineCostStrERKNS_10InlineCostE
00007ffb0c5d67a0 (__TEXT,__text) external __ZN4llvm13isAllocLikeFnEPKNS_5ValueEPKNS_17TargetLibraryInfoE
00007ffb0c49f1ac (__TEXT,__text) external __ZN4llvm13isNoAliasCallEPKNS_5ValueE
00007ffb0cba75a5 (__TEXT,__text) external __ZN4llvm13isSpecialPassENS_9StringRefERKNSt3__16vectorIS0_NS1_9allocatorIS0_EEEE
00007ffb0dcc8d24 (__TEXT,__text) external __ZN4llvm13line_iterator7advanceEv
00007ffb0dcc8cbe (__TEXT,__text) external __ZN4llvm13line_iteratorC1ERKNS_12MemoryBufferEbc
00007ffb0dcc8d1a (__TEXT,__text) external __ZN4llvm13line_iteratorC1ERKNS_15MemoryBufferRefEbc
00007ffb0d66eb2c (__TEXT,__text) external __ZN4llvm13line_iteratorC2ERKNS_12MemoryBufferEbc
00007ffb0dcc8c4a (__TEXT,__text) external __ZN4llvm13line_iteratorC2ERKNS_15MemoryBufferRefEbc
00007ffb0d670522 (__TEXT,__text) external __ZN4llvm13llvm_shutdownEv
00007ffb0c6b2c49 (__TEXT,__text) external __ZN4llvm13mustTriggerUBEPKNS_11InstructionERKNS_8SmallSetIPKNS_5ValueELj16ENSt3__14lessIS6_EEEEb
00007ffb0c7167a7 (__TEXT,__text) external __ZN4llvm13parseAssemblyENS_15MemoryBufferRefERNS_12SMDiagnosticERNS_11LLVMContextEPNS_11SlotMappingENS_12function_refIFNS_8OptionalINSt3__112basic_stringIcNS9_11char_traitsIcEENS9_9allocatorIcEEEEEENS_9StringRefEEEE
00007ffb0dce180c (__TEXT,__text) external __ZN4llvm13raw_fd_stream4readEPcm
00007ffb0dce1852 (__TEXT,__text) external __ZN4llvm13raw_fd_stream7classofEPKNS_11raw_ostreamE
00007ffb0d6b9832 (__TEXT,__text) external __ZN4llvm13raw_fd_streamC1ENS_9StringRefERNSt3__110error_codeE
00007ffb0d6b97ca (__TEXT,__text) external __ZN4llvm13raw_fd_streamC2ENS_9StringRefERNSt3__110error_codeE
00007ffb0da574b2 (__TEXT,__text) external __ZN4llvm13readWideAPIntENS_8ArrayRefIyEEj
00007ffb0d9104be (__TEXT,__text) external __ZN4llvm13slpvectorizer7BoUpSLP11getTreeCostENS_8ArrayRefIPNS_5ValueEEE
