00007ff8400abe30 (__DATA,__data) non-external _C
00007ff800bbe813 (__TEXT,__text) external ___strlcpy_chk
00007ff800bbe85e (__TEXT,__text) external ___strncat_chk
00007ff800bbe8e8 (__TEXT,__text) external ___strncpy_chk
00007ff800bc07d6 (__TEXT,__text) non-external ___strncpy_chk.cold.1
00007ff800b6cf5e (__TEXT,__text) external ___sum_D2A
00007ff800b8f898 (__TEXT,__text) external ___svfscanf
00007ff800b8d4d2 (__TEXT,__text) non-external (was a private external) ___svfscanf_l
00007ff800bc2730 (__TEXT,__const) non-external ___svfscanf_l.basefix
00007ff800b96e1b (__TEXT,__text) external ___swbuf
00007ff800b84581 (__TEXT,__text) external ___swhatbuf
00007ff800b87a76 (__TEXT,__text) external ___swrite
00007ff800b971e6 (__TEXT,__text) external ___swsetup
                 (undefined) external ___sysctl (from libsystem_kernel)
00007ff8400ace58 (__DATA,__data) non-external ___systemfn_mutex
00007ff8400acec0 (__DATA,__data) non-external ___systemfn_mutex
00007ff800bc1f60 (__TEXT,__const) external ___tens_D2A
                 (undefined) external ___thread_selfusage (from libsystem_kernel)
00007ff800b5a438 (__TEXT,__text) non-external ___thread_stack_async_pcs
00007ff800b59f68 (__TEXT,__text) non-external ___thread_stack_pcs
00007ff800b9d46a (__TEXT,__text) non-external (was a private external) ___time_load_locale
00007ff8400b8a40 (__DATA,__bss) non-external ___time_load_locale.cache
00007ff800bc1f30 (__TEXT,__const) external ___tinytens_D2A
00007ff800b7bd44 (__TEXT,__text) external ___tolower
00007ff800b7be8e (__TEXT,__text) external ___tolower_l
00007ff800b7bcfe (__TEXT,__text) external ___toupper
00007ff800b7be6d (__TEXT,__text) external ___toupper_l
00007ff800b6c2a3 (__TEXT,__text) external ___trailz_D2A
00007ff800b6d0b1 (__TEXT,__text) external ___ulp_D2A
00007ff800b8d038 (__TEXT,__text) non-external ___ultoa
00007ff800b93b6b (__TEXT,__text) non-external ___ultoa
00007ff800b88395 (__TEXT,__text) external ___ungetc
00007ff800b88534 (__TEXT,__text) external ___ungetwc
                 (undefined) external ___unix_conforming (from libsystem_pthread)
00007ff800ba7869 (__TEXT,__text) non-external (was a private external) ___unsetenv_locked
00007ff800bc2ca0 (__TEXT,__const) non-external (was a private external) ___uppercase_hex
00007ff800baeb28 (__TEXT,__text) non-external (was a private external) ___v2printf
00007ff800b88bdb (__TEXT,__text) non-external (was a private external) ___vfprintf
00007ff800bc018f (__TEXT,__text) non-external ___vfprintf.cold.1
00007ff800bc26f0 (__TEXT,__const) non-external ___vfprintf.xdigs_lower
00007ff800bc2700 (__TEXT,__const) non-external ___vfprintf.xdigs_upper
00007ff800b8fc3c (__TEXT,__text) non-external (was a private external) ___vfwprintf
00007ff800bc2760 (__TEXT,__const) non-external ___vfwprintf.xdigs_lower
00007ff800bc2770 (__TEXT,__const) non-external ___vfwprintf.xdigs_upper
00007ff800b94183 (__TEXT,__text) non-external (was a private external) ___vfwscanf
00007ff800bc2860 (__TEXT,__const) non-external ___vfwscanf.basefix
00007ff800bbee1b (__TEXT,__text) external ___vsnprintf_chk
00007ff800bbeb8c (__TEXT,__text) external ___vsprintf_chk
                 (undefined) external ___wait4 (from libsystem_kernel)
                 (undefined) external ___wait4_nocancel (from libsystem_kernel)
00007ff800b7dd31 (__TEXT,__text) non-external (was a private external) ___wcs_end_offset
00007ff800b7d9ef (__TEXT,__text) non-external (was a private external) ___wcsnrtombs_std
00007ff800b7bd8a (__TEXT,__text) external ___wcwidth
00007ff800b7beaf (__TEXT,__text) external ___wcwidth_l
00007ff800b7cebd (__TEXT,__text) non-external (was a private external) ___wrap_setrunelocale
00007ff8400ac500 (__DATA,__data) external ___xlocale_C_collate
00007ff800b5cf54 (__TEXT,__text) non-external (was a private external) ___xlocale_init
00007ff800b5cf81 (__TEXT,__text) non-external ___xlocale_release
00007ff800b5ddc8 (__TEXT,__text) non-external (was a private external) ___xprintf_domain_init
00007ff800bbf12c (__TEXT,__text) non-external ___xprintf_domain_init.cold.1
00007ff8400ac3f8 (__DATA,__data) non-external (was a private external) ___xprintf_domain_once
00007ff800baf00c (__TEXT,__text) non-external (was a private external) ___xprintf_vector
00007ff800baee05 (__TEXT,__text) non-external (was a private external) ___xvprintf
00007ff800ba7948 (__TEXT,__text) external __allocenvstate
00007ff800b6d23a (__TEXT,__text) non-external (was a private external) __arc4_fork_child
00007ff800b76aa2 (__TEXT,__text) non-external (was a private external) __ascii_init
00007ff800b76aef (__TEXT,__text) non-external __ascii_mbrtowc
00007ff800b76b32 (__TEXT,__text) non-external __ascii_mbsinit
00007ff800b76b3d (__TEXT,__text) non-external __ascii_mbsnrtowcs
00007ff800b76bd0 (__TEXT,__text) non-external __ascii_wcrtomb
00007ff800b76bfe (__TEXT,__text) non-external __ascii_wcsnrtombs
00007ff800b52832 (__TEXT,__text) non-external __boottime_fallback_usec
00007ff840077dc8 (__DATA_CONST,__const) external __c_locale
00007ff800b81d3d (__TEXT,__text) external __cleanup
00007ff800b77c67 (__TEXT,__text) external __collate_lookup
00007ff800ba7952 (__TEXT,__text) external __copyenv
00007ff8400ace50 (__DATA,__data) external __cthread_init_routine
00007ff800ba79ca (__TEXT,__text) external __deallocenvstate
00007ff800ba72aa (__TEXT,__text) non-external __do_nothing
00007ff800b5c3ac (__TEXT,__text) non-external __duplocale
                 (undefined) external __dyld_images_for_addresses (from libdyld)
                 (undefined) external __dyld_stack_range (from libdyld)
00007ff8400b8b58 (__DATA,__common) non-external (was a private external) __e_err_exit
00007ff8400b8b50 (__DATA,__common) non-external (was a private external) __e_err_file
00007ff800b6d6af (__TEXT,__text) non-external (was a private external) __e_visprintf
                 (undefined) external __exit (from libsystem_kernel)
00007ff800b52a79 (__TEXT,__text) non-external __ffpp_strtoencf32_l
00007ff800bbee34 (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.1
00007ff800bbee57 (__TEXT,__text) non-external __ffpp_strtoencf32_l.cold.2
00007ff800bc10e0 (__TEXT,__const) non-external __ffpp_strtoencf32_l.floatPowerOf10
00007ff800b52da3 (__TEXT,__text) non-external __ffpp_strtoencf64_l
00007ff800bbee7a (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.1
00007ff800bbee9d (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.2
00007ff800bbeec0 (__TEXT,__text) non-external __ffpp_strtoencf64_l.cold.3
00007ff800bc1480 (__TEXT,__const) non-external __ffpp_strtoencf64_l.doublePowerOf10
00007ff800b532e9 (__TEXT,__text) non-external __ffpp_strtoencf80_l
00007ff800bbeee3 (__TEXT,__text) non-external __ffpp_strtoencf80_l.cold.1
00007ff800bbef06 (__TEXT,__text) non-external __ffpp_strtoencf80_l.cold.2
00007ff800bc1630 (__TEXT,__const) non-external __ffpp_strtoencf80_l.longDoublePowerOf10
00007ff800b72267 (__TEXT,__text) non-external (was a private external) __filldir
00007ff800b74685 (__TEXT,__text) non-external (was a private external) __fixtelldir
00007ff800b80859 (__TEXT,__text) external __flockfile_debug_stub
00007ff800b82ec4 (__TEXT,__text) external __fseeko
00007ff800b833ea (__TEXT,__text) external __ftello
00007ff800b83957 (__TEXT,__text) external __fwalk
00007ff800ba15f6 (__TEXT,__text) external __getenvp
00007ff800b5966a (__TEXT,__text) external __init_clock_port
00007ff800b9d43e (__TEXT,__text) external __int_to_time
00007ff800ba3cc6 (__TEXT,__text) non-external __isort
00007ff800ba4788 (__TEXT,__text) non-external __isort
00007ff8400adde0 (__DATA,__bss) non-external __libSystem_atfork_child
00007ff8400addc8 (__DATA,__bss) non-external __libSystem_atfork_child_v2
00007ff8400addd8 (__DATA,__bss) non-external __libSystem_atfork_parent
00007ff8400addc0 (__DATA,__bss) non-external __libSystem_atfork_parent_v2
00007ff8400addd0 (__DATA,__bss) non-external __libSystem_atfork_prepare
00007ff8400addb8 (__DATA,__bss) non-external __libSystem_atfork_prepare_v2
00007ff800b5f405 (__TEXT,__text) external __libc_fork_child
00007ff800b5f4af (__TEXT,__text) non-external (was a private external) __libc_fork_init
00007ff800b5f3f9 (__TEXT,__text) external __libc_fork_parent
00007ff800b5f3ed (__TEXT,__text) external __libc_fork_prepare
00007ff800b5f35d (__TEXT,__text) external __libc_initializer
00007ff800b7aa67 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_child
00007ff800b7aa38 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_parent
00007ff800b7aa09 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_prepare
00007ff800b9d42c (__TEXT,__text) external __long_to_time
00007ff800b5250c (__TEXT,__text) non-external __mach_boottime_usec
00007ff8400addb0 (__DATA,__bss) non-external __mh_execute_header_pointer
00007ff800b84c48 (__TEXT,__text) non-external __mkdtemp_action
00007ff800b84a0b (__TEXT,__text) non-external __mkostemps_action
00007ff800b5e75b (__TEXT,__text) non-external __mkpath
00007ff800b5e744 (__TEXT,__text) external __mkpath_np
00007ff800b84e19 (__TEXT,__text) non-external __mkstemp_dprotected_np_action
00007ff800bc006a (__TEXT,__text) non-external __mkstemp_dprotected_np_action.cold.1
00007ff800b84caf (__TEXT,__text) external __mktemp
00007ff800b84cf1 (__TEXT,__text) non-external __mktemp_action
00007ff800b7bee2 (__TEXT,__text) non-external (was a private external) __none_init
00007ff800b7bf2f (__TEXT,__text) non-external (was a private external) __none_mbrtowc
00007ff800b7bf5d (__TEXT,__text) non-external (was a private external) __none_mbsinit
00007ff800b7bf68 (__TEXT,__text) non-external (was a private external) __none_mbsnrtowcs
00007ff800b7bfd8 (__TEXT,__text) non-external (was a private external) __none_wcrtomb
00007ff800b7c006 (__TEXT,__text) non-external (was a private external) __none_wcsnrtombs
                 (undefined) external __os_alloc_once (from libsystem_platform)
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
00007ff800bbf2f2 (__TEXT,__text) external __os_assert_log
00007ff800bbf50a (__TEXT,__text) external __os_assert_log_ctx
00007ff800bbf1e0 (__TEXT,__text) external __os_assumes_log
00007ff800bbf3cb (__TEXT,__text) external __os_assumes_log_ctx
00007ff800b5fd8f (__TEXT,__text) external __os_avoid_tail_call
00007ff800bbf1d3 (__TEXT,__text) external __os_crash
00007ff8400b8b40 (__DATA,__common) external __os_crash_callback
00007ff800b5fd95 (__TEXT,__text) non-external __os_get_build
                 (undefined) external __os_once (from libsystem_platform)
00007ff800ba72b2 (__TEXT,__text) non-external (was a private external) __owned_ptr_add
00007ff800ba73c3 (__TEXT,__text) non-external (was a private external) __owned_ptr_alloc
00007ff800ba7358 (__TEXT,__text) non-external (was a private external) __owned_ptr_search
                 (undefined) external __platform_bzero (from libsystem_platform)
                 (undefined) external __platform_memccpy (from libsystem_platform)
                 (undefined) external __platform_memchr (from libsystem_platform)
                 (undefined) external __platform_memcmp (from libsystem_platform)
                 (undefined) external __platform_memmove (from libsystem_platform)
                 (undefined) external __platform_memset (from libsystem_platform)
                 (undefined) external __platform_memset_pattern16 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern4 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern8 (from libsystem_platform)
                 (undefined) external __platform_strchr (from libsystem_platform)
                 (undefined) external __platform_strcmp (from libsystem_platform)
                 (undefined) external __platform_strcpy (from libsystem_platform)
                 (undefined) external __platform_strlcat (from libsystem_platform)
                 (undefined) external __platform_strlcpy (from libsystem_platform)
                 (undefined) external __platform_strlen (from libsystem_platform)
                 (undefined) external __platform_strncmp (from libsystem_platform)
                 (undefined) external __platform_strncpy (from libsystem_platform)
                 (undefined) external __platform_strnlen (from libsystem_platform)
                 (undefined) external __platform_strstr (from libsystem_platform)
00007ff840077dd0 (__DATA_CONST,__const) non-external __printf_tbl_defaults_fbsd
00007ff800bc48b0 (__TEXT,__cstring) non-external __printf_tbl_flags
00007ff800b5f473 (__TEXT,__text) non-external (was a private external) __program_vars_init
00007ff800ba3338 (__TEXT,__text) external __putenvp
00007ff800ba3463 (__TEXT,__text) non-external __qsort
00007ff800ba3ea9 (__TEXT,__text) non-external __qsort
00007ff8400ac460 (__DATA,__data) external __rand48_add
00007ff8400ac458 (__DATA,__data) external __rand48_mult
00007ff8400ac450 (__DATA,__data) external __rand48_seed
00007ff800b729ed (__TEXT,__text) external __readdir_unlocked
00007ff800b746b6 (__TEXT,__text) external __reclaim_telldir
00007ff800bc2bf4 (__TEXT,__const) non-external (was a private external) __rp_alist
00007ff800b745ef (__TEXT,__text) external __seekdir
00007ff800ba7a0c (__TEXT,__text) external __setenvp
00007ff800b5faa5 (__TEXT,__text) external __sigaction_nobind
00007ff8400b8b70 (__DATA,__common) external __sigintr
00007ff800b73929 (__TEXT,__text) external __signal_nobind
00007ff800b520dd (__TEXT,__text) external __sigvec_nobind
                 (undefined) external __simple_asl_log (from libsystem_platform)
                 (undefined) external __simple_asl_log_prog (from libsystem_platform)
                 (undefined) external __simple_asl_msg_new (from libsystem_platform)
                 (undefined) external __simple_dprintf (from libsystem_platform)
                 (undefined) external __simple_getenv (from libsystem_platform)
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sappend (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sprintf (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff800b736bb (__TEXT,__text) non-external (was a private external) __sm_compress_mode
00007ff800b87aa3 (__TEXT,__text) external __sread
00007ff800b87ba5 (__TEXT,__text) external __sseek
00007ff800b9a8ae (__TEXT,__text) non-external (was a private external) __st_fmt
00007ff800b5d828 (__TEXT,__text) non-external (was a private external) __st_get_timezone
00007ff800b98c1b (__TEXT,__text) non-external (was a private external) __st_localsub
00007ff800b5d835 (__TEXT,__text) non-external (was a private external) __st_set_timezone
00007ff800b995a9 (__TEXT,__text) non-external (was a private external) __st_time1
00007ff800b97a0c (__TEXT,__text) non-external (was a private external) __st_tzset_basic
00007ff800baf7f6 (__TEXT,__text) non-external __strfmon
00007ff800b9bb54 (__TEXT,__text) non-external __strptime0
00007ff800bc2970 (__TEXT,__const) non-external __strptime0.start_of_month
00007ff800b5cffa (__TEXT,__text) external __subsystem_init
00007ff800b87b00 (__TEXT,__text) external __swrite
00007ff800b5a3fc (__TEXT,__text) non-external (was a private external) __thread_stack_async_pcs
00007ff800b59f58 (__TEXT,__text) non-external (was a private external) __thread_stack_pcs
00007ff800b9d3ff (__TEXT,__text) external __time32_to_time
00007ff800b9d411 (__TEXT,__text) external __time64_to_time
00007ff800b9d435 (__TEXT,__text) external __time_to_int
00007ff800b9d423 (__TEXT,__text) external __time_to_long
00007ff800b9d408 (__TEXT,__text) external __time_to_time32
00007ff800b9d41a (__TEXT,__text) external __time_to_time64
00007ff800ba7a8a (__TEXT,__text) external __unsetenvp
00007ff800b88683 (__TEXT,__text) non-external (was a private external) __vasprintf
00007ff800b888a6 (__TEXT,__text) non-external (was a private external) __vdprintf
00007ff800b963a6 (__TEXT,__text) non-external (was a private external) __vsnprintf
00007ff800b9b8f8 (__TEXT,__text) non-external __yconv
00007ff800ba0e0b (__TEXT,__text) external _a64l
00007ff800bc0357 (__TEXT,__text) external _abort
00007ff800bc049e (__TEXT,__text) external _abort_report_np
00007ff800ba0eba (__TEXT,__text) external _abs
                 (undefined) external _access (from libsystem_kernel)
00007ff800b55230 (__TEXT,__text) non-external _addToMP
00007ff800b858d4 (__TEXT,__text) non-external _addaster
00007ff800b735fc (__TEXT,__text) non-external _addcmd
00007ff800b85ba1 (__TEXT,__text) non-external _addsarg
00007ff800b85abf (__TEXT,__text) non-external _addtype
00007ff800b85d04 (__TEXT,__text) non-external _adduarg
00007ff800b868c0 (__TEXT,__text) non-external _addwaster
00007ff800b586df (__TEXT,__text) non-external _advance_directory
00007ff800bbf116 (__TEXT,__text) non-external _advance_directory.cold.1
00007ff800b6d110 (__TEXT,__text) external _alarm
00007ff800b644ee (__TEXT,__text) non-external _alloc_segs
00007ff800b72e8f (__TEXT,__text) external _alphasort
00007ff800bc2af0 (__TEXT,__const) non-external _ambig
00007ff800b6d1c2 (__TEXT,__text) non-external _arc4_init
00007ff800bbf664 (__TEXT,__text) non-external _arc4_init.cold.1
00007ff800b6d16b (__TEXT,__text) external _arc4random
00007ff800b6d165 (__TEXT,__text) external _arc4random_addrandom
00007ff800b6d19a (__TEXT,__text) external _arc4random_buf
00007ff800b6d1fa (__TEXT,__text) external _arc4random_stir
00007ff800b6d200 (__TEXT,__text) external _arc4random_uniform
00007ff800bae524 (__TEXT,__text) non-external _arrayget
00007ff800b977f8 (__TEXT,__text) external _asctime
00007ff800b976cb (__TEXT,__text) external _asctime_r
00007ff800bc28b0 (__TEXT,__const) non-external _asctime_r.mon_name
00007ff800bc2890 (__TEXT,__const) non-external _asctime_r.wday_name
00007ff800b808c3 (__TEXT,__text) external _asprintf
00007ff800b80987 (__TEXT,__text) external _asprintf_l
00007ff800b5d842 (__TEXT,__text) external _asxprintf
00007ff800b5e2c4 (__TEXT,__text) external _asxprintf_exec
00007ff800baf6bf (__TEXT,__text) external _at_quick_exit
00007ff800ba0ef8 (__TEXT,__text) external _atexit
00007ff800ba1040 (__TEXT,__text) external _atexit_b
00007ff8400acd10 (__DATA,__data) non-external _atexit_mutex
00007ff800ba0f2a (__TEXT,__text) non-external _atexit_register
00007ff800bc055e (__TEXT,__text) non-external _atexit_register.cold.1
00007ff800ba12e5 (__TEXT,__text) external _atof
00007ff800ba130f (__TEXT,__text) external _atof_l
00007ff800ba131e (__TEXT,__text) external _atoi
00007ff800ba134d (__TEXT,__text) external _atoi_l
00007ff800ba1361 (__TEXT,__text) external _atol
00007ff800ba1390 (__TEXT,__text) external _atol_l
00007ff800ba13a4 (__TEXT,__text) external _atoll
00007ff800ba13d3 (__TEXT,__text) external _atoll_l
00007ff800b55b53 (__TEXT,__text) external _backtrace
00007ff800b55ba9 (__TEXT,__text) external _backtrace_async
00007ff800b55c14 (__TEXT,__text) external _backtrace_from_fp
00007ff8400ab768 (__DATA,__data) non-external _backtrace_get_pcs_func
00007ff800b55c6b (__TEXT,__text) external _backtrace_image_offsets
00007ff800b55b3a (__TEXT,__text) external _backtrace_set_pcs_func
00007ff800b6d2f0 (__TEXT,__text) external _basename
00007ff8400ade10 (__DATA,__bss) non-external _basename.bname
00007ff800b6d240 (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff800b5b4cf (__TEXT,__text) external _bcopy
00007ff800b5550f (__TEXT,__text) non-external _bitCountMP
00007ff800bbf0f0 (__TEXT,__text) non-external _bitCountMP.cold.1
00007ff800bc2710 (__TEXT,__const) non-external _blanks
00007ff800bc27e0 (__TEXT,__const) non-external _blanks
00007ff8400aceb0 (__DATA,__data) non-external _blanks
00007ff800b59868 (__TEXT,__text) non-external _both_ftw
00007ff8400adca8 (__DATA,__bss) non-external _brapreg
00007ff800b5290c (__TEXT,__text) external _brk
00007ff800b52924 (__TEXT,__text) external _bsd_signal
00007ff800ba13e7 (__TEXT,__text) external _bsearch
00007ff800ba1459 (__TEXT,__text) external _bsearch_b
00007ff800b6360e (__TEXT,__text) non-external _bt_broot
00007ff800b6336b (__TEXT,__text) non-external _bt_page
00007ff800b6374f (__TEXT,__text) non-external _bt_preserve
00007ff800b6378c (__TEXT,__text) non-external _bt_psplit
00007ff800b63278 (__TEXT,__text) non-external _bt_root
00007ff800b6350f (__TEXT,__text) non-external _bt_rroot
00007ff800b76eb3 (__TEXT,__text) external _btowc
00007ff800b76de7 (__TEXT,__text) external _btowc_l
00007ff8400af9b0 (__DATA,__bss) non-external _buf_asctime
00007ff800b85e53 (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff800bc0d38 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff800bc0d10 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff800b8078b (__TEXT,__text) external _catclose
00007ff800bc2618 (__TEXT,__const) non-external _categories.rel
00007ff800b80484 (__TEXT,__text) external _catgets
00007ff800b7fd72 (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff800b7485c (__TEXT,__text) external _cfgetispeed
00007ff800b74852 (__TEXT,__text) external _cfgetospeed
00007ff800b7488e (__TEXT,__text) external _cfmakeraw
00007ff800b74872 (__TEXT,__text) external _cfsetispeed
00007ff800b74866 (__TEXT,__text) external _cfsetospeed
00007ff800b7487e (__TEXT,__text) external _cfsetspeed
00007ff800b70000 (__TEXT,__text) external _cgetcap
00007ff800b70922 (__TEXT,__text) external _cgetclose
00007ff800b7008e (__TEXT,__text) external _cgetent
00007ff800b708d1 (__TEXT,__text) external _cgetfirst
00007ff800b70877 (__TEXT,__text) external _cgetmatch
00007ff800b7095f (__TEXT,__text) external _cgetnext
00007ff800b71082 (__TEXT,__text) external _cgetnum
00007ff800b6ff7c (__TEXT,__text) external _cgetset
00007ff800b70d41 (__TEXT,__text) external _cgetstr
00007ff800b70f98 (__TEXT,__text) external _cgetustr
00007ff800b77da0 (__TEXT,__text) non-external _chainsearch
00007ff800bc24f0 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff800b58909 (__TEXT,__text) non-external _check_env_var
00007ff800b80a23 (__TEXT,__text) external _clearerr
00007ff800b80a43 (__TEXT,__text) external _clearerr_unlocked
00007ff800b6d33f (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff800b52758 (__TEXT,__text) external _clock_getres
00007ff800b5256c (__TEXT,__text) external _clock_gettime
00007ff800b52348 (__TEXT,__text) external _clock_gettime_nsec_np
00007ff8400b8b04 (__DATA,__common) external _clock_port
00007ff8400b8b00 (__DATA,__common) external _clock_sem
00007ff800b527d7 (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff800b58468 (__TEXT,__text) non-external _close_directory
00007ff800b6d3ba (__TEXT,__text) external _closedir
00007ff840078750 (__DATA_CONST,__const) non-external _cnames
00007ff800b65839 (__TEXT,__text) non-external _collect_data
00007ff800b659f7 (__TEXT,__text) non-external _collect_key
00007ff800bc2a30 (__TEXT,__const) non-external _command_substitution_str
00007ff800b58762 (__TEXT,__text) external _compat_mode
00007ff800b55d08 (__TEXT,__text) external _confstr
00007ff800b5df09 (__TEXT,__text) external _copy_printf_domain
00007ff800bbd2f2 (__TEXT,__text) external _creat
00007ff800b5fe12 (__TEXT,__text) external _creat$NOCANCEL
00007ff800b6d41f (__TEXT,__text) external _ctermid
00007ff8400ac468 (__DATA,__data) non-external _ctermid.def
00007ff800b6d449 (__TEXT,__text) external _ctermid_r
00007ff800b99547 (__TEXT,__text) external _ctime
00007ff800b99562 (__TEXT,__text) external _ctime_r
00007ff8400ac5e0 (__DATA,__data) non-external _current_categories
00007ff800b7c522 (__TEXT,__text) non-external _currentlocale
00007ff8400ae0e0 (__DATA,__bss) non-external _currentlocale.current_locale_string
00007ff8400add08 (__DATA,__bss) non-external _curshell
00007ff8400acd78 (__DATA,__data) non-external _dash_prefix
00007ff8400b8b90 (__DATA,__common) external _daylight
00007ff800b67a5d (__TEXT,__text) external _dbm_clearerr
00007ff800b678fd (__TEXT,__text) external _dbm_close
00007ff800b679ed (__TEXT,__text) external _dbm_delete
00007ff800b67a73 (__TEXT,__text) external _dbm_dirfno
00007ff800b67a4d (__TEXT,__text) external _dbm_error
00007ff800b67905 (__TEXT,__text) external _dbm_fetch
00007ff800b6794a (__TEXT,__text) external _dbm_firstkey
00007ff800b6799f (__TEXT,__text) external _dbm_nextkey
00007ff800b67827 (__TEXT,__text) external _dbm_open
00007ff800b67a18 (__TEXT,__text) external _dbm_store
00007ff800b63e50 (__TEXT,__text) external _dbopen
00007ff8400ade88 (__DATA,__bss) non-external _dbp
00007ff8400adcc8 (__DATA,__bss) non-external _decpreg
00007ff800bc2bc0 (__TEXT,__const) non-external _degrees
00007ff800b7795f (__TEXT,__text) non-external _destruct_collate
00007ff800baad4f (__TEXT,__text) non-external _destruct_ctype
00007ff800b7a06b (__TEXT,__text) non-external (was a private external) _destruct_ldpart
00007ff800b5cf9d (__TEXT,__text) non-external _destruct_locale
00007ff800b56202 (__TEXT,__text) external _devname
00007ff8400adc28 (__DATA,__bss) non-external _devname.buf
00007ff800b56084 (__TEXT,__text) external _devname_r
00007ff800b97809 (__TEXT,__text) external _difftime
00007ff800b5ab1a (__TEXT,__text) external _digittoint
00007ff800b5ad99 (__TEXT,__text) external _digittoint_l
00007ff800b5fd6d (__TEXT,__text) external _dirfd
00007ff800b6d52f (__TEXT,__text) external _dirname
00007ff8400ade18 (__DATA,__bss) non-external _dirname.dname
00007ff800b6d46a (__TEXT,__text) external _dirname_r
00007ff800ba14cf (__TEXT,__text) external _div
00007ff8400ab770 (__DATA,__data) non-external _dktypenames
00007ff800b7627c (__TEXT,__text) non-external _do_hvis
00007ff800b76379 (__TEXT,__text) non-external _do_mvis
00007ff800b764fc (__TEXT,__text) non-external _do_svis
00007ff800b69a8c (__TEXT,__text) non-external _dorounding
00007ff800b80a4d (__TEXT,__text) external _dprintf
00007ff800b80b11 (__TEXT,__text) external _dprintf_l
00007ff800b6d57e (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff800b5c374 (__TEXT,__text) external _duplocale
00007ff800b5d8e9 (__TEXT,__text) external _dxprintf
00007ff800b5e375 (__TEXT,__text) external _dxprintf_exec
00007ff800ba95e1 (__TEXT,__text) external _ecvt
00007ff8400adef0 (__DATA,__bss) non-external _empty
00007ff8400adf00 (__DATA,__bss) non-external _empty
00007ff8400acdc8 (__DATA,__data) non-external _end_ptr
00007ff800b591b2 (__TEXT,__text) external _endttyent
00007ff800b5950b (__TEXT,__text) external _endusershell
00007ff800ba15bf (__TEXT,__text) external _environ_lock_np
00007ff8400adda0 (__DATA,__bss) non-external _environ_pointer
00007ff800ba15d5 (__TEXT,__text) external _environ_unlock_np
00007ff800b9686e (__TEXT,__text) non-external _eofread
00007ff800b96d3b (__TEXT,__text) non-external _eofread
00007ff800b6d60b (__TEXT,__text) external _erand48
00007ff800bbf7b0 (__TEXT,__text) external _err
00007ff800b6d81e (__TEXT,__text) external _err_set_exit
00007ff800b6d85a (__TEXT,__text) external _err_set_exit_b
00007ff800b6d802 (__TEXT,__text) external _err_set_file
00007ff800bbf939 (__TEXT,__text) external _errc
00007ff800bbf9a9 (__TEXT,__text) external _errx
00007ff800bc2020 (__TEXT,__const) non-external _escape
00007ff800b6d89c (__TEXT,__text) external _execl
00007ff800b6da20 (__TEXT,__text) external _execle
00007ff800b6dbc0 (__TEXT,__text) external _execlp
00007ff800b6dd91 (__TEXT,__text) external _execv
00007ff800b6ddbb (__TEXT,__text) external _execvP
00007ff800b6ddf4 (__TEXT,__text) non-external _execvPe
                 (undefined) external _execve (from libsystem_kernel)
00007ff800b6dd41 (__TEXT,__text) external _execvp
00007ff800ba14ff (__TEXT,__text) external _exit
00007ff800b5d10b (__TEXT,__text) non-external _extract_next_subsystem_root_path
00007ff800b81cdd (__TEXT,__text) external _f_prealloc
00007ff800b53a08 (__TEXT,__text) non-external _fastParse64
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff800b80bad (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff800ba97ca (__TEXT,__text) external _fcvt
00007ff800b80cd1 (__TEXT,__text) external _fdopen
00007ff800bbdd02 (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff800b71f90 (__TEXT,__text) external _fdopendir
                 (undefined) external _fegetenv (from libsystem_m)
