0000000182cc7f88 (__DATA,__data) external _NDR_record
0000000180b995c4 (__TEXT,__text) external _csops
0000000180b995f0 (__TEXT,__text) external _csops_audittoken
0000000180ba8d30 (__TEXT,__text) external _csr_check
0000000180ba8d60 (__TEXT,__text) external _csr_get_active_config
0000000180b96600 (__TEXT,__text) external _debug_control_port_for_pid
0000000180ba8f5c (__TEXT,__text) external _debug_syscall_reject
0000000180ba8e48 (__TEXT,__text) external _debug_syscall_reject_config
0000000182cc7f80 (__DATA,__data) external _denap_boost_assertion_token
0000000180b9961c (__TEXT,__text) external _disconnectx
0000000180b9d558 (__TEXT,__text) non-external _do_compat
0000000180b99648 (__TEXT,__text) external _dup
0000000180b99674 (__TEXT,__text) external _dup2
0000000180c9ace8 (__DATA_CONST,__const) non-external _err_codes_auth
0000000180c9ab78 (__DATA_CONST,__const) non-external _err_codes_env_mgr
0000000180c9aee0 (__DATA_CONST,__const) non-external _err_codes_exception
0000000180c9abb8 (__DATA_CONST,__const) non-external _err_codes_execd
0000000180c9acb8 (__DATA_CONST,__const) non-external _err_codes_io
0000000180c9a760 (__DATA_CONST,__const) non-external _err_codes_kern
0000000180c9aeb0 (__DATA_CONST,__const) non-external _err_codes_loader
0000000180c9b298 (__DATA_CONST,__const) non-external _err_codes_mach_mig
0000000180c9b210 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
0000000180c9b158 (__DATA_CONST,__const) non-external _err_codes_mach_send
0000000180c9ae80 (__DATA_CONST,__const) non-external _err_codes_machobj
0000000180c9b118 (__DATA_CONST,__const) non-external _err_codes_mig
0000000180c9abd8 (__DATA_CONST,__const) non-external _err_codes_netmemory
0000000180c9ab58 (__DATA_CONST,__const) non-external _err_codes_netname
0000000180c9ac28 (__DATA_CONST,__const) non-external _err_codes_ns
0000000180c9b0d0 (__DATA_CONST,__const) non-external _err_codes_rcv
0000000180c9b070 (__DATA_CONST,__const) non-external _err_codes_send
0000000180c9adf0 (__DATA_CONST,__const) non-external _err_codes_sunrpc
0000000180c9abf8 (__DATA_CONST,__const) non-external _err_codes_task_master
0000000180c9abf0 (__DATA_CONST,__const) non-external _err_codes_ufs
0000000180c9a928 (__DATA_CONST,__const) non-external _err_codes_unix
0000000180c9ad30 (__DATA_CONST,__const) non-external _err_codes_us
0000000180c9af18 (__DATA_CONST,__const) non-external _err_codes_ux_signal
0000000180c9b2e8 (__DATA_CONST,__const) non-external _err_codes_vm_reclaim
0000000180c9b008 (__DATA_CONST,__const) non-external _err_codes_xkernel
0000000180c9a620 (__DATA_CONST,__const) non-external _err_ipc_sub
0000000180c9a698 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
0000000180c9a300 (__DATA_CONST,__const) non-external _err_os_sub
0000000180c9a3a0 (__DATA_CONST,__const) non-external _err_server_sub
0000000180bc90d0 (__TEXT,__const) non-external _err_us_sub
0000000180c9a710 (__DATA_CONST,__const) non-external _err_vm_sub
0000000182cc8158 (__DATA,__common) external _errno
0000000180bc4318 (__TEXT,__text) external _etap_trace_thread
0000000180baa5f0 (__TEXT,__text) non-external _eth_rule_iterate
0000000180baed2c (__TEXT,__text) external _exc_server
0000000180baecf8 (__TEXT,__text) external _exc_server_routine
0000000180bae354 (__TEXT,__text) external _exception_raise
0000000180bae4d0 (__TEXT,__text) external _exception_raise_state
0000000180bae740 (__TEXT,__text) external _exception_raise_state_identity
0000000180b996a0 (__TEXT,__text) external _exchangedata
0000000180b9de3c (__TEXT,__text) external _exclaves_aoe_message_loop
0000000180b9ddd4 (__TEXT,__text) external _exclaves_aoe_setup
0000000180b9de08 (__TEXT,__text) external _exclaves_aoe_work_loop
0000000180b9db5c (__TEXT,__text) external _exclaves_audio_buffer_copyout
0000000180b9db94 (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
0000000180b9db2c (__TEXT,__text) external _exclaves_audio_buffer_create
0000000180b9daf8 (__TEXT,__text) external _exclaves_boot
0000000180b9d8b0 (__TEXT,__text) external _exclaves_endpoint_call
0000000180b9d9c4 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
0000000180b9d994 (__TEXT,__text) external _exclaves_inbound_buffer_create
0000000180b9dc9c (__TEXT,__text) external _exclaves_indicator_min_on_time
0000000180b9da14 (__TEXT,__text) external _exclaves_launch_conclave
0000000180b9da5c (__TEXT,__text) external _exclaves_lookup_service
0000000180b9da04 (__TEXT,__text) external _exclaves_named_buffer_copyin
0000000180b9da0c (__TEXT,__text) external _exclaves_named_buffer_copyout
0000000180b9d9fc (__TEXT,__text) external _exclaves_named_buffer_create
0000000180b9dd34 (__TEXT,__text) external _exclaves_notification_create
0000000180b9d95c (__TEXT,__text) external _exclaves_outbound_buffer_copyout
0000000180b9d92c (__TEXT,__text) external _exclaves_outbound_buffer_create
0000000180b9dbcc (__TEXT,__text) external _exclaves_sensor_create
0000000180b9dc00 (__TEXT,__text) external _exclaves_sensor_start
0000000180b9dc68 (__TEXT,__text) external _exclaves_sensor_status
0000000180b9dc34 (__TEXT,__text) external _exclaves_sensor_stop
0000000180ba4aa4 (__TEXT,__text) external _execve
0000000180b996cc (__TEXT,__text) external _faccessat
0000000180b996f8 (__TEXT,__text) external _fchdir
0000000180b99724 (__TEXT,__text) external _fchflags
0000000180ba2958 (__TEXT,__text) external _fchmod
0000000180b99750 (__TEXT,__text) external _fchmodat
0000000180b9977c (__TEXT,__text) external _fchown
0000000180b997a8 (__TEXT,__text) external _fchownat
0000000180b997d4 (__TEXT,__text) external _fclonefileat
0000000180ba5158 (__TEXT,__text) external _fcntl
0000000180ba4dd4 (__TEXT,__text) external _fcntl$NOCANCEL
0000000180b99800 (__TEXT,__text) external _fdatasync
0000000180b9982c (__TEXT,__text) external _ffsctl
0000000180b99858 (__TEXT,__text) external _fgetattrlist
0000000180b99884 (__TEXT,__text) external _fgetxattr
0000000180b998b0 (__TEXT,__text) external _fhopen
0000000180b998dc (__TEXT,__text) external _fileport_makefd
0000000180b99908 (__TEXT,__text) external _fileport_makeport
0000000180b99934 (__TEXT,__text) external _flistxattr
0000000180b99960 (__TEXT,__text) external _flock
0000000180b9998c (__TEXT,__text) external _fmount
0000000180b999b8 (__TEXT,__text) external _fpathconf
0000000180b9d39c (__TEXT,__text) non-external (was a private external) _fprintf_stderr
0000000180b999e4 (__TEXT,__text) external _freadlink
0000000180b99a10 (__TEXT,__text) external _fremovexattr
0000000180ba8d70 (__TEXT,__text) external _fs_snapshot_create
0000000180ba8dc0 (__TEXT,__text) external _fs_snapshot_delete
0000000180ba8d8c (__TEXT,__text) external _fs_snapshot_list
0000000180ba8e30 (__TEXT,__text) external _fs_snapshot_mount
0000000180ba8ddc (__TEXT,__text) external _fs_snapshot_rename
0000000180ba8df8 (__TEXT,__text) external _fs_snapshot_revert
0000000180ba8e14 (__TEXT,__text) external _fs_snapshot_root
0000000180b99a3c (__TEXT,__text) external _fsctl
0000000180b99a68 (__TEXT,__text) external _fsetattrlist
0000000180b99a94 (__TEXT,__text) external _fsetxattr
0000000180b99ac0 (__TEXT,__text) external _fsgetpath
0000000180b99aec (__TEXT,__text) external _fsgetpath_ext
0000000180b99b18 (__TEXT,__text) external _fstat
0000000180b99b18 (__TEXT,__text) external _fstat64
0000000180b99b44 (__TEXT,__text) external _fstatat
0000000180b99b44 (__TEXT,__text) external _fstatat64
0000000180b99b70 (__TEXT,__text) external _fstatfs
0000000180b99b70 (__TEXT,__text) external _fstatfs64
0000000180ba249c (__TEXT,__text) external _fstatfs_ext
0000000180b99b9c (__TEXT,__text) external _fsync
0000000180b97068 (__TEXT,__text) external _fsync$NOCANCEL
0000000180b99bc8 (__TEXT,__text) external _ftruncate
0000000180b99bf4 (__TEXT,__text) external _funmount
0000000180ba1dac (__TEXT,__text) external _futimens
0000000180b99c20 (__TEXT,__text) external _futimes
0000000182cc7f90 (__DATA,__crash_info) non-external _gCRAnnotations
0000000180b97094 (__TEXT,__text) external _getattrlist
0000000180b99c4c (__TEXT,__text) external _getattrlistat
0000000180b99c78 (__TEXT,__text) external _getattrlistbulk
0000000180bad71c (__TEXT,__text) external _getaudit
0000000180b99ca4 (__TEXT,__text) external _getaudit_addr
0000000180b99cd0 (__TEXT,__text) external _getauid
0000000180b99cfc (__TEXT,__text) external _getdirentries
0000000180b99d28 (__TEXT,__text) external _getdirentriesattr
0000000180b99d54 (__TEXT,__text) external _getdtablesize
0000000180b99d80 (__TEXT,__text) external _getegid
0000000180b99dac (__TEXT,__text) external _getentropy
0000000180b99dd8 (__TEXT,__text) external _geteuid
0000000180b99e04 (__TEXT,__text) external _getfh
0000000180b99e30 (__TEXT,__text) external _getfsstat
0000000180b99e30 (__TEXT,__text) external _getfsstat64
0000000180b99e5c (__TEXT,__text) external _getgid
0000000180b99e88 (__TEXT,__text) external _getgroups
0000000180ba19b8 (__TEXT,__text) external _gethostuuid
0000000180b9f1d4 (__TEXT,__text) external _getiopolicy_np
0000000180b99eb4 (__TEXT,__text) external _getitimer
0000000180b97144 (__TEXT,__text) external _getpeername
0000000180b99ee0 (__TEXT,__text) external _getpgid
0000000180b99f0c (__TEXT,__text) external _getpgrp
0000000180b97170 (__TEXT,__text) external _getpid
0000000180b99f38 (__TEXT,__text) external _getppid
0000000180b99f64 (__TEXT,__text) external _getpriority
0000000180ba52fc (__TEXT,__text) external _getrlimit
0000000180b99f90 (__TEXT,__text) external _getrusage
0000000180b971ec (__TEXT,__text) external _getsgroups_np
0000000180b99fbc (__TEXT,__text) external _getsid
0000000180b97218 (__TEXT,__text) external _getsockname
0000000180b99fe8 (__TEXT,__text) external _getsockopt
0000000180b9a014 (__TEXT,__text) external _getuid
0000000180b972cc (__TEXT,__text) external _getwgroups_np
0000000180b9a040 (__TEXT,__text) external _getxattr
0000000180b9a06c (__TEXT,__text) external _grab_pgo_data
0000000180b9a098 (__TEXT,__text) external _graftdmg
0000000180b9a0c4 (__TEXT,__text) external _guarded_close_np
0000000180b9a0f0 (__TEXT,__text) external _guarded_kqueue_np
0000000180b9d418 (__TEXT,__text) external _guarded_open_dprotected_np
0000000180badb78 (__TEXT,__text) external _guarded_open_np
0000000180b9a11c (__TEXT,__text) external _guarded_pwrite_np
0000000180b9a148 (__TEXT,__text) external _guarded_write_np
0000000180b9a174 (__TEXT,__text) external _guarded_writev_np
0000000180bcc7db (__TEXT,__cstring) non-external _hex
0000000180b9d468 (__TEXT,__text) external _host_check_multiuser_mode
0000000180b9d470 (__TEXT,__text) external _host_create_mach_voucher
0000000180b96570 (__TEXT,__text) external _host_create_mach_voucher_trap
0000000180baf310 (__TEXT,__text) external _host_default_memory_manager
0000000180bb0e40 (__TEXT,__text) external _host_get_UNDServer
0000000180b9d448 (__TEXT,__text) external _host_get_atm_diagnostic_flag
0000000180baedbc (__TEXT,__text) external _host_get_boot_info
0000000180baf9e0 (__TEXT,__text) external _host_get_clock_control
0000000180bb1e50 (__TEXT,__text) external _host_get_clock_service
0000000180bb0318 (__TEXT,__text) external _host_get_exception_ports
0000000180bb1cf4 (__TEXT,__text) external _host_get_io_main
0000000180b9d4e8 (__TEXT,__text) external _host_get_io_master
0000000180b9d460 (__TEXT,__text) external _host_get_multiuser_config_flags
0000000180baff54 (__TEXT,__text) external _host_get_special_port
0000000180bb1460 (__TEXT,__text) external _host_info
0000000180bb1680 (__TEXT,__text) external _host_kernel_version
0000000180bb2a78 (__TEXT,__text) external _host_lockgroup_info
0000000180b9d7a4 (__TEXT,__text) external _host_page_size
0000000180baf0f0 (__TEXT,__text) external _host_priv_statistics
0000000180bb1b58 (__TEXT,__text) external _host_processor_info
0000000180bb0bb4 (__TEXT,__text) external _host_processor_set_priv
0000000180bb0a34 (__TEXT,__text) external _host_processor_sets
0000000180baf860 (__TEXT,__text) external _host_processors
0000000180baefd4 (__TEXT,__text) external _host_reboot
0000000180bb3318 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
0000000180bb34a4 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
0000000180bb294c (__TEXT,__text) external _host_request_notification
0000000180bb1184 (__TEXT,__text) external _host_security_create_task_token
0000000180bb1320 (__TEXT,__text) external _host_security_set_task_token
0000000180b9f040 (__TEXT,__text) external _host_self
0000000180b96414 (__TEXT,__text) external _host_self_trap
0000000180bb0d24 (__TEXT,__text) external _host_set_UNDServer
0000000180bb3624 (__TEXT,__text) external _host_set_atm_diagnostic_flag
0000000180bb01e8 (__TEXT,__text) external _host_set_exception_ports
0000000180bb3954 (__TEXT,__text) external _host_set_multiuser_config_flags
0000000180bb00bc (__TEXT,__text) external _host_set_special_port
0000000180bb272c (__TEXT,__text) external _host_statistics
0000000180bb2c08 (__TEXT,__text) external _host_statistics64
0000000180bb05dc (__TEXT,__text) external _host_swap_exception_ports
0000000180bb213c (__TEXT,__text) external _host_virtual_physical_table_info
0000000182cc7f68 (__DATA,__data) external _important_boost_assertion_token
0000000180baa6ac (__TEXT,__text) non-external _inet_rule_iterate
0000000182d5bd38 (__AUTH_CONST,__const) external _internal_catch_exc_subsystem
0000000180b9d290 (__TEXT,__text) non-external _internal_catch_exception_raise
0000000182cc7f58 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
0000000180b9d164 (__TEXT,__text) non-external _internal_catch_exception_raise_state
0000000182cc7f50 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
0000000180b9d024 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
0000000182cc7f48 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000180ba537c (__TEXT,__text) external _ioctl
0000000180b9a1a0 (__TEXT,__text) external _issetugid
0000000180b9a1cc (__TEXT,__text) external _kas_info
0000000180ba9040 (__TEXT,__text) external _kdebug_is_enabled
0000000180ba922c (__TEXT,__text) external _kdebug_signpost
0000000180ba92f4 (__TEXT,__text) external _kdebug_signpost_end
0000000180ba9234 (__TEXT,__text) non-external _kdebug_signpost_internal
0000000180ba92e8 (__TEXT,__text) external _kdebug_signpost_start
0000000180ba90b4 (__TEXT,__text) external _kdebug_timestamp
0000000180ba90cc (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000180ba90e8 (__TEXT,__text) external _kdebug_timestamp_from_continuous
0000000180ba9104 (__TEXT,__text) external _kdebug_trace
0000000180ba9184 (__TEXT,__text) external _kdebug_trace_string
0000000180ba8fbc (__TEXT,__text) external _kdebug_typefilter
0000000182cc8118 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
0000000180ba90a0 (__TEXT,__text) external _kdebug_using_continuous_time
0000000180b9a1f8 (__TEXT,__text) external _kevent
0000000180b9a224 (__TEXT,__text) external _kevent64
0000000180b9a250 (__TEXT,__text) external _kevent_id
0000000180b9a27c (__TEXT,__text) external _kevent_qos
0000000180bb0f9c (__TEXT,__text) external _kext_request
0000000180ba8aec (__TEXT,__text) external _kill
0000000180bafdb4 (__TEXT,__text) external _kmod_control
0000000180bafb4c (__TEXT,__text) external _kmod_create
0000000180bafc98 (__TEXT,__text) external _kmod_destroy
0000000180bb1fbc (__TEXT,__text) external _kmod_get_info
0000000180bad808 (__TEXT,__text) external _kpersona_alloc
0000000180bad888 (__TEXT,__text) external _kpersona_dealloc
0000000180bad9d8 (__TEXT,__text) external _kpersona_find
0000000180badac0 (__TEXT,__text) external _kpersona_find_by_type
0000000180bad8cc (__TEXT,__text) external _kpersona_get
0000000180bad90c (__TEXT,__text) external _kpersona_getpath
0000000180bad950 (__TEXT,__text) external _kpersona_info
0000000180bad848 (__TEXT,__text) external _kpersona_palloc
0000000180bad994 (__TEXT,__text) external _kpersona_pidinfo
0000000180b9a2a8 (__TEXT,__text) external _kqueue
0000000180b97508 (__TEXT,__text) external _lchown
0000000180b9a2d4 (__TEXT,__text) external _ledger
0000000180b9a300 (__TEXT,__text) external _link
0000000180b9a32c (__TEXT,__text) external _linkat
0000000180b9a358 (__TEXT,__text) external _lio_listio
0000000180b97534 (__TEXT,__text) external _listen
0000000180b9a384 (__TEXT,__text) external _listxattr
0000000180bbdf68 (__TEXT,__text) external _lock_set_create
0000000180bbe0d0 (__TEXT,__text) external _lock_set_destroy
0000000180ba2954 (__TEXT,__text) external _log_data_as_kernel
0000000180b9758c (__TEXT,__text) external _lseek
0000000180b9a3b0 (__TEXT,__text) external _lstat
0000000180b9a3b0 (__TEXT,__text) external _lstat64
0000000180b962a0 (__TEXT,__text) external _mach_absolute_time
0000000180b96324 (__TEXT,__text) external _mach_absolute_time_kernel
0000000180ba199c (__TEXT,__text) external _mach_approximate_time
0000000180ba1a94 (__TEXT,__text) external _mach_boottime_usec
0000000180b9cf70 (__TEXT,__text) external _mach_continuous_approximate_time
0000000180b9cef8 (__TEXT,__text) external _mach_continuous_time
0000000180b96330 (__TEXT,__text) external _mach_continuous_time_kernel
0000000180b9d71c (__TEXT,__text) external _mach_error
0000000182cc8130 (__DATA,__common) external _mach_error_full_diag
0000000180b9d6f8 (__TEXT,__text) external _mach_error_string
0000000180b9d5f0 (__TEXT,__text) non-external _mach_error_string_int
0000000180b9d4ec (__TEXT,__text) external _mach_error_type
0000000180bc7768 (__TEXT,__text) external _mach_eventlink_associate
0000000180bc74b0 (__TEXT,__text) external _mach_eventlink_create
0000000180bc764c (__TEXT,__text) external _mach_eventlink_destroy
0000000180bc78a8 (__TEXT,__text) external _mach_eventlink_disassociate
0000000180ba1d10 (__TEXT,__text) external _mach_eventlink_signal
0000000180ba1d6c (__TEXT,__text) external _mach_eventlink_signal_wait_until
0000000180ba1d2c (__TEXT,__text) external _mach_eventlink_wait_until
0000000180b964b0 (__TEXT,__text) external _mach_generate_activity_id
0000000180ba4f78 (__TEXT,__text) external _mach_get_times
0000000180b9f408 (__TEXT,__text) external _mach_host_self
0000000180b9c02c (__TEXT,__text) external _mach_host_special_port_description
0000000180c9a160 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
0000000180b9c08c (__TEXT,__text) external _mach_host_special_port_for_id
0000000182cc7dd0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
0000000180b9d7b8 (__TEXT,__text) external _mach_init
0000000182cc80e8 (__DATA,__bss) non-external _mach_init.mach_init_inited
0000000180b9d7f0 (__TEXT,__text) non-external _mach_init_doit
0000000180bb92e8 (__TEXT,__text) external _mach_make_memory_entry
0000000180bc67fc (__TEXT,__text) external _mach_make_memory_entry_64
0000000180bc7098 (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000180bc7344 (__TEXT,__text) external _mach_memory_entry_get_page_counts
0000000180bc7214 (__TEXT,__text) external _mach_memory_entry_ownership
0000000180bc6f40 (__TEXT,__text) external _mach_memory_entry_purgable_control
0000000180bb3740 (__TEXT,__text) external _mach_memory_info
0000000180bb19d0 (__TEXT,__text) external _mach_memory_object_memory_entry
0000000180bb25a4 (__TEXT,__text) external _mach_memory_object_memory_entry_64
0000000180b9df74 (__TEXT,__text) external _mach_msg
0000000180b9de70 (__TEXT,__text) external _mach_msg2_internal
0000000180b964e0 (__TEXT,__text) external _mach_msg2_trap
0000000180b9e224 (__TEXT,__text) external _mach_msg_destroy
0000000180b9e368 (__TEXT,__text) non-external _mach_msg_destroy_port
0000000180b9df98 (__TEXT,__text) external _mach_msg_overwrite
0000000180b9642c (__TEXT,__text) external _mach_msg_overwrite_trap
0000000180b9eb38 (__TEXT,__text) external _mach_msg_priority_encode
0000000180b9eb28 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
0000000180b9eb6c (__TEXT,__text) external _mach_msg_priority_overide_qos
0000000180b9eb7c (__TEXT,__text) external _mach_msg_priority_qos
0000000180b9eb8c (__TEXT,__text) external _mach_msg_priority_relpri
0000000180b9e1e8 (__TEXT,__text) external _mach_msg_receive
0000000180b9e1ac (__TEXT,__text) external _mach_msg_send
0000000180b9e7ac (__TEXT,__text) external _mach_msg_server
0000000180b9e744 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
0000000180b9eb14 (__TEXT,__text) external _mach_msg_server_importance
0000000180b9e474 (__TEXT,__text) external _mach_msg_server_once
0000000180b96420 (__TEXT,__text) external _mach_msg_trap
0000000180bba5ec (__TEXT,__text) external _mach_notify_dead_name
0000000180bba528 (__TEXT,__text) external _mach_notify_no_senders
0000000180bba44c (__TEXT,__text) external _mach_notify_port_deleted
0000000180bba4b4 (__TEXT,__text) external _mach_notify_port_destroyed
0000000180bba590 (__TEXT,__text) external _mach_notify_send_once
0000000180bac59c (__TEXT,__text) external _mach_port_allocate
0000000180bac920 (__TEXT,__text) external _mach_port_allocate_full
0000000180bac598 (__TEXT,__text) external _mach_port_allocate_name
0000000180bac91c (__TEXT,__text) external _mach_port_allocate_qos
0000000180bacf2c (__TEXT,__text) external _mach_port_assert_attributes
0000000180bacd44 (__TEXT,__text) external _mach_port_construct
0000000180bac610 (__TEXT,__text) external _mach_port_deallocate
0000000180bac60c (__TEXT,__text) external _mach_port_destroy
0000000180bac9dc (__TEXT,__text) external _mach_port_destruct
0000000180bacbd0 (__TEXT,__text) external _mach_port_dnrequest_info
0000000180bacc88 (__TEXT,__text) external _mach_port_extract_member
0000000180bac884 (__TEXT,__text) external _mach_port_extract_right
0000000180bac88c (__TEXT,__text) external _mach_port_get_attributes
0000000180baccf8 (__TEXT,__text) external _mach_port_get_context
0000000180bac66c (__TEXT,__text) external _mach_port_get_refs
0000000180bacf28 (__TEXT,__text) external _mach_port_get_service_port_info
0000000180bac6f0 (__TEXT,__text) external _mach_port_get_set_status
0000000180bac928 (__TEXT,__text) external _mach_port_get_srights
0000000180bacdbc (__TEXT,__text) external _mach_port_guard
0000000180bacf1c (__TEXT,__text) external _mach_port_guard_with_flags
0000000180bacc18 (__TEXT,__text) external _mach_port_insert_member
0000000180bac80c (__TEXT,__text) external _mach_port_insert_right
0000000180bacf24 (__TEXT,__text) external _mach_port_is_connection_for_service
0000000180bacbd4 (__TEXT,__text) external _mach_port_kernel_object
0000000180bacd3c (__TEXT,__text) external _mach_port_kobject
0000000180bacd40 (__TEXT,__text) external _mach_port_kobject_description
0000000180bac670 (__TEXT,__text) external _mach_port_mod_refs
0000000180bac6f4 (__TEXT,__text) external _mach_port_move_member
0000000180bac520 (__TEXT,__text) external _mach_port_names
0000000180bac6e8 (__TEXT,__text) external _mach_port_peek
0000000180bac594 (__TEXT,__text) external _mach_port_rename
0000000180bac764 (__TEXT,__text) external _mach_port_request_notification
0000000180bac918 (__TEXT,__text) external _mach_port_set_attributes
0000000180bacd38 (__TEXT,__text) external _mach_port_set_context
0000000180bac6ec (__TEXT,__text) external _mach_port_set_mscount
0000000180bac888 (__TEXT,__text) external _mach_port_set_seqno
0000000180bac930 (__TEXT,__text) external _mach_port_space_basic_info
0000000180bac92c (__TEXT,__text) external _mach_port_space_info
0000000180bacf20 (__TEXT,__text) external _mach_port_swap_guard
0000000180bac524 (__TEXT,__text) external _mach_port_type
0000000180bace34 (__TEXT,__text) external _mach_port_unguard
0000000180ba1b7c (__TEXT,__text) external _mach_ports_lookup
0000000180ba1af8 (__TEXT,__text) external _mach_ports_register
0000000180b963f0 (__TEXT,__text) external _mach_reply_port
0000000180b9f49c (__TEXT,__text) external _mach_right_recv_construct
0000000180b9f574 (__TEXT,__text) external _mach_right_recv_destruct
0000000180b9f60c (__TEXT,__text) external _mach_right_send_create
0000000180b9f800 (__TEXT,__text) external _mach_right_send_once_consume
0000000180b9f794 (__TEXT,__text) external _mach_right_send_once_create
0000000180b9f6e8 (__TEXT,__text) external _mach_right_send_release
0000000180b9f674 (__TEXT,__text) external _mach_right_send_retain
0000000180bacab0 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
0000000180bacb5c (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
0000000180ba1aa4 (__TEXT,__text) external _mach_task_is_self
0000000180b9f40c (__TEXT,__text) external _mach_task_self
0000000182cc87c0 (__DATA,__common) external _mach_task_self_
0000000180b9c04c (__TEXT,__text) external _mach_task_special_port_description
0000000180c9a280 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
0000000180b9c154 (__TEXT,__text) external _mach_task_special_port_for_id
0000000182cc7ec8 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
0000000180b9f410 (__TEXT,__text) external _mach_thread_self
0000000180b9c06c (__TEXT,__text) external _mach_thread_special_port_description
0000000180c9a2e0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
0000000180b9c164 (__TEXT,__text) external _mach_thread_special_port_for_id
0000000182cc7f28 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
0000000180ba8f64 (__TEXT,__text) external _mach_timebase_info
0000000182cc8110 (__DATA,__bss) non-external _mach_timebase_info.cached_info
0000000180b965ac (__TEXT,__text) external _mach_timebase_info_trap
0000000180bacf30 (__TEXT,__text) external _mach_vm_allocate
0000000180bb87a4 (__TEXT,__text) external _mach_vm_behavior_set
0000000180bb8418 (__TEXT,__text) external _mach_vm_copy
0000000180bacfe4 (__TEXT,__text) external _mach_vm_deallocate
0000000180bb9abc (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_allocate
0000000180bb9c28 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_flush
0000000180bba2e8 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_query
0000000180bb9f30 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_resize
0000000180bb7eb8 (__TEXT,__text) external _mach_vm_inherit
0000000180bb8a50 (__TEXT,__text) external _mach_vm_machine_attribute
0000000180bad160 (__TEXT,__text) external _mach_vm_map
0000000180bb8684 (__TEXT,__text) external _mach_vm_msync
0000000180bb95d4 (__TEXT,__text) external _mach_vm_page_info
0000000180bb8d38 (__TEXT,__text) external _mach_vm_page_query
0000000180bb97c0 (__TEXT,__text) external _mach_vm_page_range_query
0000000180bad08c (__TEXT,__text) external _mach_vm_protect
0000000180bad678 (__TEXT,__text) external _mach_vm_purgable_control
0000000180bb9d80 (__TEXT,__text) external _mach_vm_range_create
0000000180bad3d4 (__TEXT,__text) external _mach_vm_read
0000000180bb8160 (__TEXT,__text) external _mach_vm_read_list
0000000180bb8534 (__TEXT,__text) external _mach_vm_read_overwrite
0000000180ba013c (__TEXT,__text) external _mach_vm_reclaim_copied_ring_free
0000000180ba0178 (__TEXT,__text) external _mach_vm_reclaim_copied_ring_query
0000000180b9ff94 (__TEXT,__text) external _mach_vm_reclaim_get_rings_for_task
0000000180b9fee4 (__TEXT,__text) external _mach_vm_reclaim_is_reusable
0000000180b9fde4 (__TEXT,__text) external _mach_vm_reclaim_query_state
0000000180b9f8b0 (__TEXT,__text) external _mach_vm_reclaim_ring_allocate
0000000180b9fef4 (__TEXT,__text) external _mach_vm_reclaim_ring_capacity
0000000180ba0060 (__TEXT,__text) external _mach_vm_reclaim_ring_copy
0000000180b9ff20 (__TEXT,__text) external _mach_vm_reclaim_ring_flush
0000000180b9f978 (__TEXT,__text) external _mach_vm_reclaim_ring_resize
0000000180b9fa1c (__TEXT,__text) external _mach_vm_reclaim_round_capacity
0000000180b9fc0c (__TEXT,__text) external _mach_vm_reclaim_try_cancel
0000000180b9fa68 (__TEXT,__text) external _mach_vm_reclaim_try_enter
0000000180b9fe54 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
0000000180b96564 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting_trap
0000000180bb90b8 (__TEXT,__text) external _mach_vm_region
0000000180bb8e9c (__TEXT,__text) external _mach_vm_region_recurse
0000000180bad29c (__TEXT,__text) external _mach_vm_remap
0000000180bad338 (__TEXT,__text) external _mach_vm_remap_new
0000000180bad6f8 (__TEXT,__text) external _mach_vm_tag_describe
0000000180bad6f4 (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
