                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff80cd8862f (__TEXT,__text) external __cg_jcopy_block_row
00007ff80cd7f328 (__TEXT,__text) non-external _start_pass_2_quant
00007ff80cd8764c (__TEXT,__text) non-external _start_pass_coef
00007ff80cda3879 (__TEXT,__text) non-external _start_pass_coef
00007ff80cd86edc (__TEXT,__text) non-external _start_pass_dcolor
00007ff80cd9fd38 (__TEXT,__text) non-external _start_pass_downsample
00007ff80cd961df (__TEXT,__text) non-external _start_pass_dpost
00007ff80cd86101 (__TEXT,__text) non-external _start_pass_fdctmgr
00007ff80cdaa870 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscalefactor
00007ff80cdaa7f0 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscales
00007ff80cda4f31 (__TEXT,__text) non-external _start_pass_huff
00007ff80cda0fef (__TEXT,__text) non-external _start_pass_huff_decoder
00007ff80cd886f9 (__TEXT,__text) non-external _start_pass_main
00007ff80cd956dc (__TEXT,__text) non-external _start_pass_main
00007ff80cda0a64 (__TEXT,__text) non-external _start_pass_merged_upsample
00007ff80cd88a45 (__TEXT,__text) non-external _start_pass_prep
00007ff80cd95db0 (__TEXT,__text) non-external _start_pass_upsample
00007ff80cdab000 (__TEXT,__const) non-external _std_chrominance_quant_tbl
00007ff80cdaaf00 (__TEXT,__const) non-external _std_luminance_quant_tbl
00007ff80cda8f08 (__TEXT,__text) non-external _term_destination
00007ff80cda9116 (__TEXT,__text) non-external _term_mem_destination
00007ff80cd8486f (__TEXT,__text) non-external _term_source
                 (undefined) external _tmpfile (from libSystem)
00007ff80cd7fdd6 (__TEXT,__text) non-external _update_box
00007ff80cd94df9 (__TEXT,__text) non-external _use_merged_upsample
00007ff80cd8466b (__TEXT,__text) non-external _write_backing_store
00007ff80cda3c90 (__TEXT,__text) non-external _write_file_header
00007ff80cda452d (__TEXT,__text) non-external _write_file_trailer
00007ff80cda3ec1 (__TEXT,__text) non-external _write_frame_header
00007ff80cda4665 (__TEXT,__text) non-external _write_marker_byte
00007ff80cda45f5 (__TEXT,__text) non-external _write_marker_header
00007ff80cda41b5 (__TEXT,__text) non-external _write_scan_header
00007ff80cda4553 (__TEXT,__text) non-external _write_tables_only
00007ff80cd870bb (__TEXT,__text) non-external _ycc_rgb_convert
00007ff80cd8738c (__TEXT,__text) non-external _ycck_cmyk_convert
