
/Volumes/macOS Mojave/usr/lib/system/libsystem_platform.dylib (for architecture i386):
00005378 (__TEXT,__text) external _MKGetTimeBaseInfo
0000000000001cc0 (__TEXT,__text) non-external (was a private external) __platform_memmove$VARIANT$Haswell
00000000000045a0 (__TEXT,__text) non-external (was a private external) __platform_memmove$VARIANT$Ivybridge
00000000000045e0 (__TEXT,__text) non-external (was a private external) __platform_memmove$VARIANT$Nehalem
0000000000002301 (__TEXT,__text) external __platform_memset
0000000000007020 (__TEXT,__text) non-external (was a private external) __platform_memset$VARIANT$Base
00000000000018e0 (__TEXT,__text) non-external (was a private external) __platform_memset$VARIANT$Haswell
00000000000044c0 (__TEXT,__text) non-external (was a private external) __platform_memset$VARIANT$Ivybridge
0000000000002d53 (__TEXT,__text) external __platform_memset_pattern16
0000000000007120 (__TEXT,__text) non-external (was a private external) __platform_memset_pattern16$VARIANT$Base
0000000000002e30 (__TEXT,__text) non-external (was a private external) __platform_memset_pattern16$VARIANT$Haswell
0000000000004990 (__TEXT,__text) non-external (was a private external) __platform_memset_pattern16$VARIANT$Ivybridge
0000000000004278 (__TEXT,__text) external __platform_memset_pattern4
00000000000070e0 (__TEXT,__text) non-external (was a private external) __platform_memset_pattern4$VARIANT$Base
0000000000002dc0 (__TEXT,__text) non-external (was a private external) __platform_memset_pattern4$VARIANT$Haswell
0000000000004920 (__TEXT,__text) non-external (was a private external) __platform_memset_pattern4$VARIANT$Ivybridge
00000000000034e8 (__TEXT,__text) external __platform_memset_pattern8
0000000000007100 (__TEXT,__text) non-external (was a private external) __platform_memset_pattern8$VARIANT$Base
0000000000002df0 (__TEXT,__text) non-external (was a private external) __platform_memset_pattern8$VARIANT$Haswell
0000000000004950 (__TEXT,__text) non-external (was a private external) __platform_memset_pattern8$VARIANT$Ivybridge
000000000000220f (__TEXT,__text) external __platform_strchr
0000000000002120 (__TEXT,__text) non-external (was a private external) __platform_strchr$VARIANT$Base
00000000000021a0 (__TEXT,__text) non-external (was a private external) __platform_strchr$VARIANT$Haswell
0000000000002360 (__TEXT,__text) external __platform_strcmp
0000000000002540 (__TEXT,__text) external __platform_strcpy
000000000000a1f0 (__DATA,__const) non-external __platform_string_functions
0000000000002aed (__TEXT,__text) external __platform_strlcat
000000000000223a (__TEXT,__text) external __platform_strlcpy
00000000000016e0 (__TEXT,__text) external __platform_strlen
0000000000001fc0 (__TEXT,__text) external __platform_strncmp
0000000000002860 (__TEXT,__text) external __platform_strncpy
00000000000027a0 (__TEXT,__text) external __platform_strnlen
0000000000002298 (__TEXT,__text) external __platform_strstr
000000000000563d (__TEXT,__text) non-external __platform_task_deallocate
0000000000005b6a (__TEXT,__text) non-external __platform_thread_deallocate
0000000000007546 (__TEXT,__text) non-external (was a private external) __setcontext
0000000000004a7c (__TEXT,__text) external __setjmp
0000000000004b40 (__TEXT,__text) external __sigtramp
0000000000004b22 (__TEXT,__text) non-external (was a private external) __sigunaltstack
0000000000003b0f (__TEXT,__text) non-external __simple_asl_connect_once
0000000000003801 (__TEXT,__text) non-external __simple_asl_escape_key
0000000000003850 (__TEXT,__text) non-external __simple_asl_escape_val
00000000000019b0 (__TEXT,__text) non-external (was a private external) __simple_asl_init
0000000000001c4f (__TEXT,__text) non-external __simple_asl_init_context
000000000000353c (__TEXT,__text) external __simple_asl_log
00000000000035a0 (__TEXT,__text) external __simple_asl_log_prog
000000000000364d (__TEXT,__text) external __simple_asl_msg_new
0000000000003689 (__TEXT,__text) external __simple_asl_msg_set
0000000000003905 (__TEXT,__text) external __simple_asl_send
0000000000005c98 (__TEXT,__text) external __simple_dprintf
0000000000005430 (__TEXT,__text) external __simple_esappend
000000000000378f (__TEXT,__text) external __simple_esprintf
000000000000164a (__TEXT,__text) external __simple_getenv
0000000000005e35 (__TEXT,__text) external __simple_put
0000000000005e3d (__TEXT,__text) external __simple_putline
0000000000002f98 (__TEXT,__text) external __simple_salloc
0000000000003891 (__TEXT,__text) external __simple_sappend
00000000000033c8 (__TEXT,__text) external __simple_sfree
0000000000003011 (__TEXT,__text) external __simple_sprintf
00000000000038e4 (__TEXT,__text) external __simple_sresize
0000000000003091 (__TEXT,__text) external __simple_string
0000000000005bcc (__TEXT,__text) external __simple_vdprintf
0000000000004b78 (__TEXT,__text) external __simple_vesprintf
0000000000002ff5 (__TEXT,__text) external __simple_vsprintf
000000000000406f (__TEXT,__text) external __spin_lock
0000000000006188 (__TEXT,__text) external __spin_lock_try
0000000000004081 (__TEXT,__text) external __spin_unlock
0000000000006078 (__TEXT,__text) non-external (was a private external) _backoff
                 (undefined) external _close (from libsystem_kernel)
000000000000a378 (__DATA,__common) non-external (was a private external) _commpage_pfz_base
                 (undefined) external _connect (from libsystem_kernel)
0000000000003d9e (__TEXT,__text) non-external _dec
                 (undefined) external _fcntl (from libsystem_kernel)
0000000000002b6c (__TEXT,__text) external _ffs
0000000000002b7c (__TEXT,__text) external _ffsl
0000000000002b7c (__TEXT,__text) external _ffsll
0000000000002b8c (__TEXT,__text) external _fls
0000000000002b9c (__TEXT,__text) external _flsl
0000000000002b9c (__TEXT,__text) external _flsll
000000000000a338 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00000000000074eb (__TEXT,__text) external _getcontext
                 (undefined) external _getgid (from libsystem_kernel)
000000000000740b (__TEXT,__text) non-external (was a private external) _getmcontext
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getrlimit (from libsystem_kernel)
                 (undefined) external _getuid (from libsystem_kernel)
000000000000309f (__TEXT,__text) non-external _hex
0000000000006e30 (__TEXT,__text) non-external (was a private external) _longcopy
0000000000004248 (__TEXT,__text) external _longjmp
00000000000065d5 (__TEXT,__text) external _longjmperror
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_mod_refs (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_allocate (from libsystem_kernel)
                 (undefined) external _mach_vm_deallocate (from libsystem_kernel)
                 (undefined) external _mach_vm_map (from libsystem_kernel)
                 (undefined) external _mach_vm_read (from libsystem_kernel)
                 (undefined) external _mach_vm_remap (from libsystem_kernel)
000000000000726d (__TEXT,__text) external _makecontext
0000000000002835 (__TEXT,__text) external _os_lock_lock
0000000000004a63 (__TEXT,__text) external _os_lock_trylock
0000000000002851 (__TEXT,__text) external _os_lock_unlock
000000000000622c (__TEXT,__text) external _os_unfair_lock_assert_not_owner
000000000000280c (__TEXT,__text) external _os_unfair_lock_assert_owner
000000000000244e (__TEXT,__text) external _os_unfair_lock_lock
00000000000061f6 (__TEXT,__text) external _os_unfair_lock_lock_no_tsd_4libpthread
0000000000001f77 (__TEXT,__text) external _os_unfair_lock_lock_with_options
0000000000001f77 (__TEXT,__text) external _os_unfair_lock_lock_with_options_4Libc
0000000000002d41 (__TEXT,__text) external _os_unfair_lock_trylock
0000000000001f91 (__TEXT,__text) external _os_unfair_lock_unlock
0000000000001f91 (__TEXT,__text) external _os_unfair_lock_unlock_4Libc
0000000000006213 (__TEXT,__text) external _os_unfair_lock_unlock_no_tsd_4libpthread
0000000000002466 (__TEXT,__text) external _os_unfair_recursive_lock_lock_with_options
0000000000003426 (__TEXT,__text) external _os_unfair_recursive_lock_trylock
0000000000002f07 (__TEXT,__text) external _os_unfair_recursive_lock_tryunlock4objc
000000000000248b (__TEXT,__text) external _os_unfair_recursive_lock_unlock
                 (undefined) external _pid_for_task (from libsystem_kernel)
00000000000054e9 (__TEXT,__text) external _platform_task_attach
0000000000005a0b (__TEXT,__text) external _platform_task_copy_next_thread
0000000000005709 (__TEXT,__text) external _platform_task_detach
000000000000570e (__TEXT,__text) external _platform_task_is_64_bit
0000000000005721 (__TEXT,__text) external _platform_task_perform
000000000000571b (__TEXT,__text) external _platform_task_resume_threads
0000000000005715 (__TEXT,__text) external _platform_task_suspend_threads
0000000000005727 (__TEXT,__text) external _platform_task_update_threads
0000000000005ab4 (__TEXT,__text) external _platform_thread_abort_safely
0000000000005b65 (__TEXT,__text) external _platform_thread_get_pthread
0000000000005b06 (__TEXT,__text) external _platform_thread_get_state
0000000000005a87 (__TEXT,__text) external _platform_thread_get_unique_id
0000000000005acc (__TEXT,__text) external _platform_thread_info
0000000000005b5f (__TEXT,__text) external _platform_thread_perform
0000000000005a8c (__TEXT,__text) external _platform_thread_release
0000000000005ac4 (__TEXT,__text) external _platform_thread_resume
0000000000005b48 (__TEXT,__text) external _platform_thread_set_state
0000000000005abc (__TEXT,__text) external _platform_thread_suspend
0000000000006064 (__TEXT,__text) non-external (was a private external) _preempt
                 (undefined) external _semaphore_create (from libsystem_kernel)
                 (undefined) external _semaphore_destroy (from libsystem_kernel)
                 (undefined) external _semaphore_signal (from libsystem_kernel)
                 (undefined) external _semaphore_wait (from libsystem_kernel)
00000000000074b3 (__TEXT,__text) external _setcontext
00000000000041f0 (__TEXT,__text) external _setjmp
0000000000004238 (__TEXT,__text) external _siglongjmp
                 (undefined) external _sigprocmask (from libsystem_kernel)
00000000000041dc (__TEXT,__text) external _sigsetjmp
                 (undefined) external _socket (from libsystem_kernel)
000000000000406f (__TEXT,__text) external _spin_lock
0000000000006188 (__TEXT,__text) external _spin_lock_try
0000000000004081 (__TEXT,__text) external _spin_unlock
00000000000071f3 (__TEXT,__text) external _swapcontext
000000000000608a (__TEXT,__text) external _sys_cache_control
00000000000060c1 (__TEXT,__text) external _sys_dcache_flush
00000000000060c0 (__TEXT,__text) external _sys_icache_invalidate
                 (undefined) external _task_info (from libsystem_kernel)
                 (undefined) external _task_threads (from libsystem_kernel)
                 (undefined) external _thread_abort_safely (from libsystem_kernel)
                 (undefined) external _thread_get_state (from libsystem_kernel)
                 (undefined) external _thread_info (from libsystem_kernel)
                 (undefined) external _thread_resume (from libsystem_kernel)
                 (undefined) external _thread_set_state (from libsystem_kernel)
                 (undefined) external _thread_suspend (from libsystem_kernel)
                 (undefined) external _thread_switch (from libsystem_kernel)
0000000000003bf6 (__TEXT,__text) non-external _udec
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_deallocate (from libsystem_kernel)
                 (undefined) external _vm_page_size (from libsystem_kernel)
                 (undefined) external _write (from libsystem_kernel)
0000000000005e69 (__TEXT,__text) non-external _ydec
                 (undefined) external dyld_stub_binder (from libdyld)
