                 (undefined) external _NSSearchPathForDirectoriesInDomains (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NLTokenizer (from NaturalLanguage)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_source (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
                 (undefined) external _OBJC_CLASS_$_RBSAcquisitionCompletionAttribute (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSAssertion (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSAttribute (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSDomainAttribute (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSTarget (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$__TtCs12_SwiftObject (from libswiftCore)
                 (undefined) external _OBJC_METACLASS_$__TtCs12_SwiftObject (from libswiftCore)
00007ffd0e2a9828 (__TEXT,__const) external _TeaDBVersionNumber
00007ffd0e2afb50 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB8LazyJSONC10CodingKeys33_B4DFE2769A2CCB32A1211B3DF1C8A156LLOyx_Gs0E3KeyAAs28CustomDebugStringConvertible
00007ffd0e2afdbc (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB8VersionsV6EntityV10CodingKeys33_4EEA656C15209E4528FAD7E2DB0EC5E9LLOSHAASQ
00007ffd0e2afdcc (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB8VersionsV6EntityV10CodingKeys33_4EEA656C15209E4528FAD7E2DB0EC5E9LLOs0E3KeyAAs23CustomStringConvertible
00007ffd0e2afdc4 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB8VersionsV6EntityV10CodingKeys33_4EEA656C15209E4528FAD7E2DB0EC5E9LLOs0E3KeyAAs28CustomDebugStringConvertible
00007ffd0e2affec (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB9AssertionC4NameOSHAASQ
00007ffd0e2af76e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB9KVSEntity33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLV10CodingKeysOyx_GSHAASQ
00007ffd0e2af786 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB9KVSEntity33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLV10CodingKeysOyx_Gs0M3KeyAAs23CustomStringConvertible
00007ffd0e2af77e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB9KVSEntity33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLV10CodingKeysOyx_Gs0M3KeyAAs28CustomDebugStringConvertible
00007ffd0e2af7f4 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB9RawEntityV10CodingKeys33_A402924F88A22565B4DEB2C6E9970B6DLLOs0E3KeyAAs23CustomStringConvertible
00007ffd0e2af7ec (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB9RawEntityV10CodingKeys33_A402924F88A22565B4DEB2C6E9970B6DLLOs0E3KeyAAs28CustomDebugStringConvertible
00007ffd0e2af988 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB9ValueTypeO10CodingKeys33_C3DEA4535F81EC5FB68E08AF0F72471DLLOSHAASQ
00007ffd0e2af998 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB9ValueTypeO10CodingKeys33_C3DEA4535F81EC5FB68E08AF0F72471DLLOs0E3KeyAAs23CustomStringConvertible
00007ffd0e2af990 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 5TeaDB9ValueTypeO10CodingKeys33_C3DEA4535F81EC5FB68E08AF0F72471DLLOs0E3KeyAAs28CustomDebugStringConvertible
00007ffd0e2669d1 (__TEXT,__text) non-external _block_copy_helper
00007ffd0e27a31f (__TEXT,__text) non-external _block_copy_helper
00007ffd0e298fd2 (__TEXT,__text) non-external _block_copy_helper
00007ffd0e27a540 (__TEXT,__text) non-external _block_copy_helper.10
00007ffd0e27a54a (__TEXT,__text) non-external _block_copy_helper.20
00007ffd0e26c57c (__TEXT,__text) non-external _block_copy_helper.22
00007ffd0e27a554 (__TEXT,__text) non-external _block_copy_helper.23
00007ffd0e26c586 (__TEXT,__text) non-external _block_copy_helper.35
00007ffd0e26c590 (__TEXT,__text) non-external _block_copy_helper.47
00007ffd41119370 (__DATA_CONST,__const) non-external _block_descriptor
00007ffd4111a810 (__DATA_CONST,__const) non-external _block_descriptor
00007ffd4111cf40 (__DATA_CONST,__const) non-external _block_descriptor
00007ffd4111a860 (__DATA_CONST,__const) non-external _block_descriptor.12
00007ffd4111a8d8 (__DATA_CONST,__const) non-external _block_descriptor.22
00007ffd41119488 (__DATA_CONST,__const) non-external _block_descriptor.24
00007ffd4111a900 (__DATA_CONST,__const) non-external _block_descriptor.25
00007ffd41119528 (__DATA_CONST,__const) non-external _block_descriptor.37
00007ffd41119a08 (__DATA_CONST,__const) non-external _block_descriptor.49
00007ffd0e2669ea (__TEXT,__text) non-external _block_destroy_helper
00007ffd0e27a338 (__TEXT,__text) non-external _block_destroy_helper
00007ffd0e298feb (__TEXT,__text) non-external _block_destroy_helper
00007ffd0e27a568 (__TEXT,__text) non-external _block_destroy_helper.11
00007ffd0e27a572 (__TEXT,__text) non-external _block_destroy_helper.21
00007ffd0e26c5b8 (__TEXT,__text) non-external _block_destroy_helper.23
00007ffd0e27a57c (__TEXT,__text) non-external _block_destroy_helper.24
00007ffd0e26c5c2 (__TEXT,__text) non-external _block_destroy_helper.36
00007ffd0e26c5cc (__TEXT,__text) non-external _block_destroy_helper.48
                 (undefined) external _dispatch_sync (from libSystem)
00007ffd0e2812b0 (__TEXT,__text) non-external (was a private external) _dynamic_cast_existential_1_conditional
00007ffd0e2af6ae (__TEXT,__swift5_typeref) non-external (was a private external) _flat unique So33OS_dispatch_source_memorypressure_p
                 (undefined) external _free (from libSystem)
00007ffd0e2738df (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 10Foundation4DataV15_RepresentationO
00007ffd0e27b05a (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB10ExpressionO
00007ffd0e2a7bfe (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB11SearchOrderV6SortByOyx_G
00007ffd0e295419 (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB13BaseTokenizerO
00007ffd0e295426 (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB13BaseTokenizerOSg
00007ffd0e271925 (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB16SearchExpressionOyxG
00007ffd0e27191b (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB17SearchMatchPhraseO
00007ffd0e27b155 (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB18StatementOperationO
00007ffd0e270e12 (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB21SearchMatchExpressionOyxG
00007ffd0e286e93 (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB7OrderByO
00007ffd0e279de4 (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB8DatabaseC6ErrorsO
00007ffd0e279d04 (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB8DatabaseC8LocationO
00007ffd0e29fd00 (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB8SQLErrorO
00007ffd0e28571c (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB8VersionsVSg
00007ffd0e295442 (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB9TokenizerO
00007ffd0e2738f9 (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 5TeaDB9ValueTypeO
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _objc_allocWithZone (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
00007ffd0e26996e (__TEXT,__text) non-external _objectdestroy.11Tm
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _sqlite3_bind_blob (from libsqlite3)
                 (undefined) external _sqlite3_bind_double (from libsqlite3)
                 (undefined) external _sqlite3_bind_int64 (from libsqlite3)
                 (undefined) external _sqlite3_bind_null (from libsqlite3)
                 (undefined) external _sqlite3_bind_text (from libsqlite3)
                 (undefined) external _sqlite3_busy_timeout (from libsqlite3)
                 (undefined) external _sqlite3_close (from libsqlite3)
                 (undefined) external _sqlite3_column_blob (from libsqlite3)
                 (undefined) external _sqlite3_column_bytes (from libsqlite3)
                 (undefined) external _sqlite3_column_double (from libsqlite3)
                 (undefined) external _sqlite3_column_int64 (from libsqlite3)
                 (undefined) external _sqlite3_column_text (from libsqlite3)
                 (undefined) external _sqlite3_column_type (from libsqlite3)
                 (undefined) external _sqlite3_errmsg (from libsqlite3)
                 (undefined) external _sqlite3_exec (from libsqlite3)
                 (undefined) external _sqlite3_finalize (from libsqlite3)
                 (undefined) external _sqlite3_open_v2 (from libsqlite3)
                 (undefined) external _sqlite3_prepare_v2 (from libsqlite3)
                 (undefined) external _sqlite3_step (from libsqlite3)
                 (undefined) external _sqlite3_wal_checkpoint_v2 (from libsqlite3)
                 (undefined) external _swift_allocBox (from libswiftCore)
                 (undefined) external _swift_allocError (from libswiftCore)
                 (undefined) external _swift_allocObject (from libswiftCore)
                 (undefined) external _swift_allocateGenericClassMetadata (from libswiftCore)
                 (undefined) external _swift_arrayDestroy (from libswiftCore)
                 (undefined) external _swift_arrayInitWithCopy (from libswiftCore)
                 (undefined) external _swift_beginAccess (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease_n (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain (from libswiftCore)
                 (undefined) external _swift_checkMetadataState (from libswiftCore)
                 (undefined) external _swift_conformsToProtocol2 (from libswiftCore)
                 (undefined) external _swift_cvw_allocateGenericValueMetadataWithLayoutString (from libswiftCore)
                 (undefined) external _swift_cvw_assignWithCopy (from libswiftCore)
                 (undefined) external _swift_cvw_assignWithTake (from libswiftCore)
                 (undefined) external _swift_cvw_destroy (from libswiftCore)
                 (undefined) external _swift_cvw_enumFn_getEnumTag (from libswiftCore)
                 (undefined) external _swift_cvw_initEnumMetadataMultiPayloadWithLayoutString (from libswiftCore)
                 (undefined) external _swift_cvw_initStructMetadataWithLayoutString (from libswiftCore)
                 (undefined) external _swift_cvw_initWithCopy (from libswiftCore)
                 (undefined) external _swift_cvw_initWithTake (from libswiftCore)
                 (undefined) external _swift_cvw_initializeBufferWithCopyOfBuffer (from libswiftCore)
                 (undefined) external _swift_cvw_instantiateLayoutString (from libswiftCore)
                 (undefined) external _swift_cvw_multiPayloadEnumGeneric_destructiveInjectEnumTag (from libswiftCore)
                 (undefined) external _swift_cvw_multiPayloadEnumGeneric_getEnumTag (from libswiftCore)
                 (undefined) external _swift_deallocClassInstance (from libswiftCore)
                 (undefined) external _swift_deallocObject (from libswiftCore)
                 (undefined) external _swift_deallocPartialClassInstance (from libswiftCore)
                 (undefined) external _swift_deletedMethodError (from libswiftCore)
                 (undefined) external _swift_dynamicCast (from libswiftCore)
                 (undefined) external _swift_endAccess (from libswiftCore)
                 (undefined) external _swift_errorRelease (from libswiftCore)
                 (undefined) external _swift_errorRetain (from libswiftCore)
                 (undefined) external _swift_getAssociatedTypeWitness (from libswiftCore)
                 (undefined) external _swift_getAtKeyPath (from libswiftCore)
                 (undefined) external _swift_getDynamicType (from libswiftCore)
                 (undefined) external _swift_getEnumCaseMultiPayload (from libswiftCore)
                 (undefined) external _swift_getExistentialTypeMetadata (from libswiftCore)
                 (undefined) external _swift_getForeignTypeMetadata (from libswiftCore)
                 (undefined) external _swift_getFunctionTypeMetadata0 (from libswiftCore)
                 (undefined) external _swift_getGenericMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassFromMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassMetadata (from libswiftCore)
                 (undefined) external _swift_getObjectType (from libswiftCore)
                 (undefined) external _swift_getTupleTypeMetadata2 (from libswiftCore)
                 (undefined) external _swift_getWitnessTable (from libswiftCore)
                 (undefined) external _swift_initClassMetadata2 (from libswiftCore)
                 (undefined) external _swift_initStackObject (from libswiftCore)
                 (undefined) external _swift_isEscapingClosureAtFileLocation (from libswiftCore)
                 (undefined) external _swift_isUniquelyReferenced_nonNull_native (from libswiftCore)
                 (undefined) external _swift_lookUpClassMethod (from libswiftCore)
                 (undefined) external _swift_makeBoxUnique (from libswiftCore)
                 (undefined) external _swift_once (from libswiftCore)
                 (undefined) external _swift_projectBox (from libswiftCore)
                 (undefined) external _swift_release (from libswiftCore)
                 (undefined) external _swift_release_n (from libswiftCore)
                 (undefined) external _swift_retain (from libswiftCore)
                 (undefined) external _swift_retain_n (from libswiftCore)
                 (undefined) external _swift_setDeallocating (from libswiftCore)
                 (undefined) external _swift_slowAlloc (from libswiftCore)
                 (undefined) external _swift_slowDealloc (from libswiftCore)
                 (undefined) external _swift_storeEnumTagMultiPayload (from libswiftCore)
                 (undefined) external _swift_unexpectedError (from libswiftCore)
                 (undefined) external _swift_unknownObjectRelease (from libswiftCore)
                 (undefined) external _swift_unknownObjectRelease_n (from libswiftCore)
                 (undefined) external _swift_unknownObjectRetain (from libswiftCore)
                 (undefined) external _swift_weakAssign (from libswiftCore)
                 (undefined) external _swift_weakDestroy (from libswiftCore)
                 (undefined) external _swift_weakInit (from libswiftCore)
                 (undefined) external _swift_weakLoadStrong (from libswiftCore)
                 (undefined) external _swift_willThrow (from libswiftCore)
00007ffd0e2af62c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s13TeaFoundation17KeyValueStoreTypeP
00007ffd0e2afb9c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB10ColumnTypeP
00007ffd0e2af7c4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB10EntityTypeP
00007ffd0e2afc54 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB10MigratableP
00007ffd0e2afc02 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB11CommandTypeP
00007ffd0e2afbb2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB13ColumnCodableP
00007ffd0e2b003c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB13ConstructTypeP
00007ffd0e2afd56 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB14ConnectionTypeP
00007ffd0e2afd1c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB14FastEntityTypeP
00007ffd0e2afaf2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB14QueryValueTypeP
00007ffd0e2afece (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB16SearchEntityTypeP
00007ffd0e2afe7c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB17PartialEntityTypeP
00007ffd0e2b0152 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB18StatementChainTypeP
00007ffd0e2afcfc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB19FastEntityProvidingP
00007ffd0e2afe5c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB19UpdatableEntityTypeP
00007ffd0e2af652 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB23KeyValueStoreDescriptorP
00007ffd0e2afc26 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB8BaseTypeP
00007ffd0e2afbe8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s5TeaDB8NullableP
00007ffd0e2af982 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $sSY
00007ffd0e2b00cc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $ss10SetAlgebraP
00007ffd0e2af816 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $ss25ExpressibleByArrayLiteralP
00007ffd0e2af846 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $ss26ExpressibleByStringLiteralP
00007ffd0e2af8b2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $ss33ExpressibleByUnicodeScalarLiteralP
00007ffd0e2af878 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $ss43ExpressibleByExtendedGraphemeClusterLiteralP
00007ffd0e2b00ac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $ss9OptionSetP
00007ffd0e2afc6a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic 6Entity_____Qz 5TeaDB10MigratableP
00007ffd0e2af576 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic B0
00007ffd0e2af57e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic B1
00007ffd0e2af5e2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic G0R0_
00007ffd0e2af5c4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic G0R1_
00007ffd0e2af5e8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic G1R0_
00007ffd0e2af5ca (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic G1R1_
00007ffd0e2afac6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Ieg_
00007ffd0e2af5ee (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Ig_
00007ffd0e2af5d0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySS_____yxq_GG 5TeaDB8KVSEntry33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLV
00007ffd0e2af5f2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySS_____yxq_GGz_x_q______RzSeR_SER_r0_lXX 5TeaDB8KVSEntry33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLV AA23KeyValueStoreDescriptorP
00007ffd0e2b01a8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDy_____yx_____GSdGSg7weights_t s7KeyPathC 5TeaDB12SearchColumnC
00007ffd0e2af7fc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS
00007ffd0e2af9de (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS4name_t
00007ffd0e2afcac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS6column_t
00007ffd0e2af9ee (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS7message______8locationt 5TeaDB8DatabaseC8LocationO
00007ffd0e2affd4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SSSg
00007ffd0e2af752 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS_Say______pGt 5TeaDB14QueryValueTypeP
00007ffd0e2af7ac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS_______pt 5TeaDB14QueryValueTypeP
00007ffd0e2afd3c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SaySS3key_______p5valuetG 5TeaDB13ColumnCodableP
00007ffd0e2af61e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SaySSG
00007ffd0e2af806 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 5TeaDB17SearchMatchPhraseO
00007ffd0e2affca (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 5TeaDB25Unicode61TokenizerOptionsV17UnicodeCategoriesO
00007ffd0e2afadc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G8bindings_t 5TeaDB9ValueTypeO
00007ffd0e2af8fe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G_Si6withint 5TeaDB17SearchMatchPhraseO
00007ffd0e2af582 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____yxGG 5TeaDB9KVSEntity33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLV
00007ffd0e2af590 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____yxGGz_x_q______RzSeR_SER_r0_lXX 5TeaDB9KVSEntity33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLV AA23KeyValueStoreDescriptorP
00007ffd0e2afefe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____yx_____GG s7KeyPathC 5TeaDB12SearchColumnC
00007ffd0e2afe52 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SayyyKcG
00007ffd0e2af7c0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Sb
00007ffd0e2af914 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Sb8inverted_Say_____yx_____GG_____yxGt s7KeyPathC 5TeaDB12SearchColumnC AC0E15MatchExpressionO
00007ffd0e2affc4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SbSg
00007ffd0e2af972 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Sd
00007ffd0e2af96e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Si
00007ffd0e2b0016 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So12RBSAssertionC
00007ffd0e2af696 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So17OS_dispatch_queueC
00007ffd0e2afa32 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So17OS_dispatch_queueCSg
00007ffd0e2afa1c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Su
00007ffd0e2af976 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation4DataV
00007ffd0e2b000a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation4UUIDV
00007ffd0e2af710 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12CoreGraphics7CGFloatV
00007ffd0e2b01de (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 13TeaFoundation10UnfairLockC
00007ffd0e2afd70 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB10ConnectionC
00007ffd0e2af8e0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB10ExpressionO
00007ffd0e2afea0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB10FastColumnC
00007ffd0e2afeb0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB10FastColumnC10CodingKeys33_3BE36BB55DEFBBB7C7DD3DA0CEF00491LLO
00007ffd0e2afd36 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB10FastEntityC
00007ffd0e2aff18 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB10LazyEntityC
00007ffd0e2aff1e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB10LazyEntityC10CodingKeys33_CE64A07D3DA2070D689F20A779438864LLO
00007ffd0e2b01ce (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB10LazyLoaderC
00007ffd0e2b01e4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB10LazyLoaderC9LoadState33_CC582D5685477D4E48F6C89B77DAC287LLO
00007ffd0e2afe0a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB10MKVSEntity33_5BDBC81F24CE5E5601160448BDAD238ALLV
00007ffd0e2afe20 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB10MKVSEntity33_5BDBC81F24CE5E5601160448BDAD238ALLV10CodingKeysO
00007ffd0e2b0178 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB11SearchOrderV
00007ffd0e2b0194 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB11SearchOrderV6SortByO
00007ffd0e2b01c8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB11SearchOrderV9DirectionO
00007ffd0e2afc40 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB11SearchTableV
00007ffd0e2afe9a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB11SearchTableV4SaveV
00007ffd0e2affe6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB11SearchTableV5QueryV
00007ffd0e2afc46 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB11SearchTableV6CreateV
00007ffd0e2afb18 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB11SearchTableV6DeleteV
00007ffd0e2afb1e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB11SearchTableV6DeleteV5ErrorO
00007ffd0e2afa7c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB11TransactionO
00007ffd0e2b0064 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB12SearchColumnC
00007ffd0e2b007e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB12SearchColumnC10CodingKeysO
00007ffd0e2b0078 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB12SearchColumnC5State33_F0B7B0DF5B52221ABB84BA38BAA2E978LLV
00007ffd0e2afeea (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB12SearchSchemaV
00007ffd0e2affbe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB13BaseTokenizerO
00007ffd0e2b014c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB13DeleteCommandV
00007ffd0e2afb2c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB13InsertCommandV
00007ffd0e2af626 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB13KeyValueStoreC
00007ffd0e2af768 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB13KeyValueStoreC16TranslationError33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLO
00007ffd0e2af6ec (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB13KeyValueStoreC8PromisesV
00007ffd0e2afcb8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB13SelectCommandV
00007ffd0e2b0028 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB13UpdateCommandV
00007ffd0e2b002e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB13UpdateCommandV6Errors33_7264A724FEC99DFE59608CDBE0873C9ALLO
00007ffd0e2b0200 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB15LazyLoaderErrorO
