
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
0000000000042310 (__DATA,__data) external _NDR_record
00000000000107b8 (__TEXT,__text) external _proc_signal_with_audittoken
0000000000010e02 (__TEXT,__text) external _proc_suppress
000000000001066a (__TEXT,__text) external _proc_terminate
000000000001085b (__TEXT,__text) external _proc_terminate_all_rsr
0000000000010731 (__TEXT,__text) external _proc_terminate_delegate
0000000000010800 (__TEXT,__text) external _proc_terminate_with_audittoken
000000000000c260 (__TEXT,__text) external _proc_trace_log
0000000000003415 (__TEXT,__text) external _proc_track_dirty
00000000000103b0 (__TEXT,__text) external _proc_udata_info
000000000000c278 (__TEXT,__text) external _proc_uuid_policy
000000000002346e (__TEXT,__text) external _processor_assign
0000000000023342 (__TEXT,__text) external _processor_control
000000000002309e (__TEXT,__text) external _processor_exit
0000000000023566 (__TEXT,__text) external _processor_get_assignment
0000000000023169 (__TEXT,__text) external _processor_info
000000000001c962 (__TEXT,__text) external _processor_set_create
000000000001c85c (__TEXT,__text) external _processor_set_default
00000000000224c7 (__TEXT,__text) external _processor_set_destroy
0000000000022cef (__TEXT,__text) external _processor_set_info
0000000000022592 (__TEXT,__text) external _processor_set_max_priority
0000000000022a75 (__TEXT,__text) external _processor_set_policy_control
000000000002275c (__TEXT,__text) external _processor_set_policy_disable
0000000000022679 (__TEXT,__text) external _processor_set_policy_enable
0000000000022bac (__TEXT,__text) external _processor_set_stack_usage
000000000002232d (__TEXT,__text) external _processor_set_statistics
0000000000022843 (__TEXT,__text) external _processor_set_tasks
0000000000022e9b (__TEXT,__text) external _processor_set_tasks_with_flavor
000000000002295c (__TEXT,__text) external _processor_set_threads
0000000000022fd3 (__TEXT,__text) external _processor_start
0000000000016236 (__TEXT,__text) external _pselect
0000000000006d5d (__TEXT,__text) external _pselect$1050
00000000000057d8 (__TEXT,__text) external _pselect$DARWIN_EXTSN
000000000000f5df (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
0000000000016430 (__TEXT,__text) external _pselect$NOCANCEL
000000000000218c (__TEXT,__text) external _pthread_getugid_np
0000000000008408 (__TEXT,__text) external _pthread_setugid_np
0000000000007bec (__TEXT,__text) external _ptrace
000000000000368c (__TEXT,__text) external _pwrite
000000000000b800 (__TEXT,__text) external _pwrite$NOCANCEL
000000000000c290 (__TEXT,__text) external _pwritev
000000000000b818 (__TEXT,__text) external _pwritev$NOCANCEL
000000000000f316 (__TEXT,__text) external _quota
000000000000591c (__TEXT,__text) external _quotactl
00000000000015c8 (__TEXT,__text) external _read
0000000000002464 (__TEXT,__text) external _read$NOCANCEL
00000000000027e4 (__TEXT,__text) external _readlink
000000000000c2a8 (__TEXT,__text) external _readlinkat
000000000000c2c0 (__TEXT,__text) external _readv
000000000000b830 (__TEXT,__text) external _readv$NOCANCEL
000000000000e236 (__TEXT,__text) external _reboot
000000000000e23d (__TEXT,__text) external _reboot_np
0000000000016429 (__TEXT,__text) external _record_system_event_as_kernel
0000000000004264 (__TEXT,__text) external _recvfrom
0000000000004134 (__TEXT,__text) external _recvfrom$NOCANCEL
0000000000004558 (__TEXT,__text) external _recvmsg
000000000000b878 (__TEXT,__text) external _recvmsg$NOCANCEL
000000000000c2d8 (__TEXT,__text) external _recvmsg_x
000000000000c2f0 (__TEXT,__text) external _register_uexc_handler
00000000000049f8 (__TEXT,__text) external _removexattr
000000000000398a (__TEXT,__text) external _rename
0000000000011e1b (__TEXT,__text) external _rename_ext
000000000000e2a9 (__TEXT,__text) external _renameat
0000000000011dda (__TEXT,__text) external _renameatx_np
0000000000011df1 (__TEXT,__text) external _renamex_np
000000000000c308 (__TEXT,__text) external _revoke
00000000000039c5 (__TEXT,__text) external _rmdir
000000000000c320 (__TEXT,__text) external _searchfs
00000000000042f3 (__TEXT,__text) external _select
0000000000004dbe (__TEXT,__text) external _select$1050
0000000000009978 (__TEXT,__text) external _select$DARWIN_EXTSN
000000000000411c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000000000040ed (__TEXT,__text) external _select$NOCANCEL
00000000000085f8 (__TEXT,__text) external _sem_close
0000000000015ed6 (__TEXT,__text) external _sem_destroy
0000000000015ef9 (__TEXT,__text) external _sem_getvalue
0000000000015f1c (__TEXT,__text) external _sem_init
00000000000085e0 (__TEXT,__text) external _sem_open
000000000000c338 (__TEXT,__text) external _sem_post
000000000000c350 (__TEXT,__text) external _sem_trywait
000000000000c368 (__TEXT,__text) external _sem_unlink
000000000000c380 (__TEXT,__text) external _sem_wait
000000000000b8c0 (__TEXT,__text) external _sem_wait$NOCANCEL
0000000000003047 (__TEXT,__text) external _semaphore_create
0000000000003329 (__TEXT,__text) external _semaphore_destroy
0000000000003170 (__TEXT,__text) external _semaphore_signal
000000000000f3a9 (__TEXT,__text) external _semaphore_signal_all
0000000000000aa8 (__TEXT,__text) external _semaphore_signal_all_trap
000000000000f3ae (__TEXT,__text) external _semaphore_signal_thread
0000000000000ab4 (__TEXT,__text) external _semaphore_signal_thread_trap
0000000000000a9c (__TEXT,__text) external _semaphore_signal_trap
00000000000047a0 (__TEXT,__text) external _semaphore_timedwait
000000000000f3b9 (__TEXT,__text) external _semaphore_timedwait_signal
0000000000000ae4 (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000000000ad8 (__TEXT,__text) external _semaphore_timedwait_trap
000000000000316b (__TEXT,__text) external _semaphore_wait
000000000000f3b4 (__TEXT,__text) external _semaphore_wait_signal
0000000000000acc (__TEXT,__text) external _semaphore_wait_signal_trap
0000000000000ac0 (__TEXT,__text) external _semaphore_wait_trap
000000000000b8d8 (__TEXT,__text) external _semctl
000000000000c398 (__TEXT,__text) external _semget
000000000000c3b0 (__TEXT,__text) external _semop
000000000000b8f0 (__TEXT,__text) external _semsys
000000000000c3c8 (__TEXT,__text) external _sendfile
000000000000538c (__TEXT,__text) external _sendmsg
0000000000004164 (__TEXT,__text) external _sendmsg$NOCANCEL
000000000000c3e0 (__TEXT,__text) external _sendmsg_x
000000000000424c (__TEXT,__text) external _sendto
00000000000040d8 (__TEXT,__text) external _sendto$NOCANCEL
00000000000036bc (__TEXT,__text) external _setattrlist
000000000000c3f8 (__TEXT,__text) external _setattrlistat
0000000000019119 (__TEXT,__text) external _setaudit
000000000000c410 (__TEXT,__text) external _setaudit_addr
000000000000c428 (__TEXT,__text) external _setauid
0000000000008438 (__TEXT,__text) external _setegid
0000000000008420 (__TEXT,__text) external _seteuid
00000000000081f0 (__TEXT,__text) external _setgid
000000000000c440 (__TEXT,__text) external _setgroups
0000000000006be7 (__TEXT,__text) external _setiopolicy_np
00000000000077ec (__TEXT,__text) external _setitimer
000000000000a184 (__TEXT,__text) external _setpgid
000000000000734b (__TEXT,__text) external _setpriority
000000000000c458 (__TEXT,__text) external _setprivexec
000000000000f331 (__TEXT,__text) external _setquota
000000000000b908 (__TEXT,__text) external _setregid
000000000000b920 (__TEXT,__text) external _setreuid
0000000000002ea0 (__TEXT,__text) external _setrlimit
000000000000b938 (__TEXT,__text) external _setsgroups_np
00000000000078ec (__TEXT,__text) external _setsid
00000000000040a8 (__TEXT,__text) external _setsockopt
0000000000008208 (__TEXT,__text) external _setuid
000000000000b980 (__TEXT,__text) external _setwgroups_np
00000000000038f8 (__TEXT,__text) external _setxattr
000000000001323e (__TEXT,__text) external _sfi_get_class_offtime
000000000001325f (__TEXT,__text) external _sfi_process_get_flags
000000000001324f (__TEXT,__text) external _sfi_process_set_flags
0000000000008625 (__TEXT,__text) external _sfi_set_class_offtime
0000000000001f98 (__TEXT,__text) external _shm_open
000000000000c470 (__TEXT,__text) external _shm_unlink
000000000000c488 (__TEXT,__text) external _shmat
000000000000b9e0 (__TEXT,__text) external _shmctl
000000000000c4a0 (__TEXT,__text) external _shmdt
000000000000c4b8 (__TEXT,__text) external _shmget
000000000000b9f8 (__TEXT,__text) external _shmsys
00000000000042ac (__TEXT,__text) external _shutdown
000000000000c4d0 (__TEXT,__text) external _sigpending
000000000000365c (__TEXT,__text) external _sigprocmask
00000000000176b2 (__TEXT,__text) external _sigsuspend
00000000000068a3 (__TEXT,__text) external _sigsuspend$NOCANCEL
0000000000003e70 (__TEXT,__text) external _socket
000000000000c4e8 (__TEXT,__text) external _socket_delegate
000000000000414c (__TEXT,__text) external _socketpair
0000000000013023 (__TEXT,__text) external _stackshot_capture_with_config
0000000000012fc2 (__TEXT,__text) external _stackshot_config_create
0000000000013148 (__TEXT,__text) external _stackshot_config_dealloc
0000000000013100 (__TEXT,__text) external _stackshot_config_dealloc_buffer
0000000000013092 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
000000000001309f (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000000000130cc (__TEXT,__text) external _stackshot_config_set_delta_timestamp
0000000000013011 (__TEXT,__text) external _stackshot_config_set_flags
00000000000130e5 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
0000000000013001 (__TEXT,__text) external _stackshot_config_set_pid
00000000000130b4 (__TEXT,__text) external _stackshot_config_set_size_hint
000000000000a1b4 (__TEXT,__text) external _stat
00000000000020d8 (__TEXT,__text) external _stat$INODE64
00000000000020d8 (__TEXT,__text) external _stat64
000000000000c500 (__TEXT,__text) external _statfs
0000000000002fec (__TEXT,__text) external _statfs$INODE64
0000000000002fec (__TEXT,__text) external _statfs64
0000000000012104 (__TEXT,__text) external _statfs_ext
00000000000423b8 (__DATA,__bss) non-external _supported
000000000000c518 (__TEXT,__text) external _swapon
0000000000000ba4 (__TEXT,__text) external _swtch
0000000000000b98 (__TEXT,__text) external _swtch_pri
000000000000535c (__TEXT,__text) external _symlink
000000000000c530 (__TEXT,__text) external _symlinkat
000000000000c548 (__TEXT,__text) external _sync
00000000000027cc (__TEXT,__text) external _syscall
0000000000000bb0 (__TEXT,__text) external _syscall_thread_switch
000000000001322c (__TEXT,__text) external _system_get_sfi_window
000000000000c560 (__TEXT,__text) external _system_override
000000000000864f (__TEXT,__text) external _system_set_sfi_window
0000000000042390 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
0000000000042330 (__DATA,__common) external _system_version_compat_mode
0000000000025398 (__TEXT,__text) external _task_assign
0000000000025490 (__TEXT,__text) external _task_assign_default
0000000000023d04 (__TEXT,__text) external _task_create
00000000000271d2 (__TEXT,__text) external _task_create_identity_token
00000000000273f6 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00000000000009c4 (__TEXT,__text) external _task_dyld_process_info_notify_get
00000000000270e9 (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000000000b2c (__TEXT,__text) external _task_for_pid
00000000000262a7 (__TEXT,__text) external _task_generate_corpse
0000000000025573 (__TEXT,__text) external _task_get_assignment
00000000000266ec (__TEXT,__text) external _task_get_dyld_image_infos
0000000000024f1a (__TEXT,__text) external _task_get_emulation_vector
0000000000026e12 (__TEXT,__text) external _task_get_exc_guard_behavior
0000000000009d80 (__TEXT,__text) external _task_get_exception_ports
00000000000274d9 (__TEXT,__text) external _task_get_exception_ports_info
0000000000025f71 (__TEXT,__text) external _task_get_mach_voucher
0000000000000f68 (__TEXT,__text) external _task_get_special_port
0000000000025837 (__TEXT,__text) external _task_get_state
00000000000272d8 (__TEXT,__text) external _task_identity_token_get_task_port
00000000000010c9 (__TEXT,__text) external _task_info
0000000000026c78 (__TEXT,__text) external _task_inspect
000000000000c578 (__TEXT,__text) external _task_inspect_for_pid
00000000000263ad (__TEXT,__text) external _task_map_corpse_info
0000000000026b3b (__TEXT,__text) external _task_map_corpse_info_64
0000000000027a14 (__TEXT,__text) external _task_map_kcdata_object_64
0000000000000b20 (__TEXT,__text) external _task_name_for_pid
0000000000024cf0 (__TEXT,__text) external _task_policy
0000000000024a2c (__TEXT,__text) external _task_policy_get
0000000000002a96 (__TEXT,__text) external _task_policy_set
0000000000025e40 (__TEXT,__text) external _task_purgable_info
000000000000c590 (__TEXT,__text) external _task_read_for_pid
0000000000026a02 (__TEXT,__text) external _task_register_dyld_get_process_state
00000000000264e8 (__TEXT,__text) external _task_register_dyld_image_infos
0000000000026913 (__TEXT,__text) external _task_register_dyld_set_dyld_state
0000000000026812 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
0000000000027b51 (__TEXT,__text) external _task_register_hardened_exception_handler
0000000000000c7c (__TEXT,__text) external _task_restartable_ranges_register
0000000000002ec1 (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000000024219 (__TEXT,__text) external _task_resume
0000000000025d75 (__TEXT,__text) external _task_resume2
0000000000024c07 (__TEXT,__text) external _task_sample
000000000000f3d7 (__TEXT,__text) external _task_self_
0000000000000a6c (__TEXT,__text) external _task_self_trap
0000000000027835 (__TEXT,__text) external _task_set_corpse_forking_behavior
0000000000024e33 (__TEXT,__text) external _task_set_emulation
0000000000025044 (__TEXT,__text) external _task_set_emulation_vector
0000000000026f0c (__TEXT,__text) external _task_set_exc_guard_behavior
0000000000008e90 (__TEXT,__text) external _task_set_exception_ports
0000000000009255 (__TEXT,__text) external _task_set_info
000000000002608f (__TEXT,__text) external _task_set_mach_voucher
0000000000025b5d (__TEXT,__text) external _task_set_phys_footprint_limit
0000000000025679 (__TEXT,__text) external _task_set_policy
0000000000018be4 (__TEXT,__text) external _task_set_port_space
000000000002514b (__TEXT,__text) external _task_set_ras_pc
0000000000001a9a (__TEXT,__text) external _task_set_special_port
0000000000025a0d (__TEXT,__text) external _task_set_state
000000000002414e (__TEXT,__text) external _task_suspend
0000000000025c6f (__TEXT,__text) external _task_suspend2
0000000000024591 (__TEXT,__text) external _task_swap_exception_ports
0000000000026178 (__TEXT,__text) external _task_swap_mach_voucher
0000000000023e4a (__TEXT,__text) external _task_terminate
0000000000027918 (__TEXT,__text) external _task_test_async_upcall_propagation
000000000002774c (__TEXT,__text) external _task_test_sync_upcall
0000000000007f01 (__TEXT,__text) external _task_threads
00000000000265ea (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000000025232 (__TEXT,__text) external _task_zone_info
0000000000013224 (__TEXT,__text) external _terminate_with_payload
0000000000009221 (__TEXT,__text) external _terminate_with_reason
000000000002832e (__TEXT,__text) external _thread_abort
00000000000283f9 (__TEXT,__text) external _thread_abort_safely
0000000000029813 (__TEXT,__text) external _thread_adopt_exception_handler
0000000000028c01 (__TEXT,__text) external _thread_assign
0000000000028cea (__TEXT,__text) external _thread_assign_default
0000000000029367 (__TEXT,__text) external _thread_convert_thread_state
00000000000242e6 (__TEXT,__text) external _thread_create
00000000000243ec (__TEXT,__text) external _thread_create_running
00000000000284c4 (__TEXT,__text) external _thread_depress_abort
000000000000327b (__TEXT,__text) external _thread_destruct_special_reply_port
0000000000028db5 (__TEXT,__text) external _thread_get_assignment
0000000000008661 (__TEXT,__text) external _thread_get_exception_ports
00000000000295a0 (__TEXT,__text) external _thread_get_exception_ports_info
0000000000029031 (__TEXT,__text) external _thread_get_mach_voucher
0000000000011af5 (__TEXT,__text) external _thread_get_register_pointer_values
000000000002858f (__TEXT,__text) external _thread_get_special_port
0000000000000b68 (__TEXT,__text) external _thread_get_special_reply_port
000000000000801a (__TEXT,__text) external _thread_get_state
00000000000068e5 (__TEXT,__text) external _thread_info
0000000000004c3e (__TEXT,__text) external _thread_policy
000000000000821e (__TEXT,__text) external _thread_policy_get
000000000000594b (__TEXT,__text) external _thread_policy_set
0000000000028263 (__TEXT,__text) external _thread_resume
0000000000029a19 (__TEXT,__text) external _thread_resume2
0000000000028a35 (__TEXT,__text) external _thread_sample
0000000000000a60 (__TEXT,__text) external _thread_self_trap
000000000000c5a8 (__TEXT,__text) external _thread_selfcounts
0000000000005b45 (__TEXT,__text) external _thread_set_exception_ports
000000000002914f (__TEXT,__text) external _thread_set_mach_voucher
0000000000011aa4 (__TEXT,__text) external _thread_set_policy
00000000000286ad (__TEXT,__text) external _thread_set_special_port
0000000000028048 (__TEXT,__text) external _thread_set_state
0000000000000c70 (__TEXT,__text) external _thread_set_x86_64_compat
0000000000028198 (__TEXT,__text) external _thread_suspend
0000000000029913 (__TEXT,__text) external _thread_suspend2
00000000000287a6 (__TEXT,__text) external _thread_swap_exception_ports
0000000000029238 (__TEXT,__text) external _thread_swap_mach_voucher
000000000000501c (__TEXT,__text) external _thread_switch
0000000000027c55 (__TEXT,__text) external _thread_terminate
000000000001a817 (__TEXT,__text) external _thread_wire
000000000002b8c0 (__TEXT,__const) non-external _times_now
000000000000c5c0 (__TEXT,__text) external _tracker_action
0000000000041470 (__DATA_CONST,__const) non-external _traffic_rule_types
000000000000c5d8 (__TEXT,__text) external _truncate
0000000000004fec (__TEXT,__text) external _umask
000000000000c5f0 (__TEXT,__text) external _undelete
000000000000c608 (__TEXT,__text) external _ungraftdmg
0000000000003c51 (__TEXT,__text) external _unlink
00000000000088d3 (__TEXT,__text) external _unlinkat
000000000000aac8 (__TEXT,__text) external _unmount
000000000000c620 (__TEXT,__text) external _usrctl
00000000000119ba (__TEXT,__text) external _utimensat
0000000000005004 (__TEXT,__text) external _utimes
000000000000c638 (__TEXT,__text) external _vfs_purge
00000000000026d0 (__TEXT,__text) external _vm_allocate
000000000001a90f (__TEXT,__text) external _vm_allocate_cpm
000000000002a065 (__TEXT,__text) external _vm_behavior_set
0000000000003176 (__TEXT,__text) external _vm_copy
000000000000278b (__TEXT,__text) external _vm_deallocate
0000000000029ae4 (__TEXT,__text) external _vm_inherit
0000000000043098 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
0000000000043090 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
0000000000043080 (__DATA_DIRTY,__common) external _vm_kernel_page_size
000000000002a152 (__TEXT,__text) external _vm_machine_attribute
000000000000a7fc (__TEXT,__text) external _vm_map
000000000002a281 (__TEXT,__text) external _vm_map_page_query
0000000000029f7a (__TEXT,__text) external _vm_msync
0000000000043078 (__DATA_DIRTY,__common) external _vm_page_mask
0000000000043074 (__DATA_DIRTY,__common) external _vm_page_shift
0000000000043068 (__DATA_DIRTY,__common) external _vm_page_size
000000000000c650 (__TEXT,__text) external _vm_pressure_monitor
0000000000004550 (__TEXT,__text) external _vm_protect
000000000000380c (__TEXT,__text) external _vm_purgable_control
000000000000844e (__TEXT,__text) external _vm_read
0000000000029bd0 (__TEXT,__text) external _vm_read_list
0000000000029e51 (__TEXT,__text) external _vm_read_overwrite
0000000000019098 (__TEXT,__text) external _vm_reallocate
00000000000073a5 (__TEXT,__text) external _vm_region_64
0000000000007598 (__TEXT,__text) external _vm_region_recurse_64
000000000000289c (__TEXT,__text) external _vm_remap
0000000000018f55 (__TEXT,__text) external _vm_remap_new
000000000002b9c8 (__TEXT,__const) non-external _vm_tag_descriptions.rel
000000000001a717 (__TEXT,__text) external _vm_wire
0000000000029d4e (__TEXT,__text) external _vm_write
0000000000003601 (__TEXT,__text) external _voucher_mach_msg_adopt
0000000000001a3e (__TEXT,__text) external _voucher_mach_msg_clear
00000000000035eb (__TEXT,__text) external _voucher_mach_msg_revert
00000000000016ad (__TEXT,__text) external _voucher_mach_msg_set
0000000000042340 (__DATA,__common) external _vprintf_stderr_func
000000000000aa50 (__TEXT,__text) external _wait4
000000000000c668 (__TEXT,__text) external _waitid
000000000000bb10 (__TEXT,__text) external _waitid$NOCANCEL
0000000000017c15 (__TEXT,__text) external _work_interval_copy_port
0000000000007c70 (__TEXT,__text) external _work_interval_create
0000000000017aaf (__TEXT,__text) external _work_interval_destroy
00000000000177fd (__TEXT,__text) external _work_interval_get_flags_from_port
0000000000007d6a (__TEXT,__text) external _work_interval_instance_alloc
0000000000017921 (__TEXT,__text) external _work_interval_instance_clear
0000000000017a47 (__TEXT,__text) external _work_interval_instance_finish
0000000000017935 (__TEXT,__text) external _work_interval_instance_free
0000000000017989 (__TEXT,__text) external _work_interval_instance_get_complexity
000000000001796b (__TEXT,__text) external _work_interval_instance_get_deadline
000000000001797a (__TEXT,__text) external _work_interval_instance_get_finish
0000000000007db8 (__TEXT,__text) external _work_interval_instance_get_id
000000000001795c (__TEXT,__text) external _work_interval_instance_get_start
0000000000017999 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
0000000000017957 (__TEXT,__text) external _work_interval_instance_set_complexity
000000000001794d (__TEXT,__text) external _work_interval_instance_set_deadline
0000000000017952 (__TEXT,__text) external _work_interval_instance_set_finish
0000000000017948 (__TEXT,__text) external _work_interval_instance_set_start
00000000000179b5 (__TEXT,__text) external _work_interval_instance_start
00000000000179fa (__TEXT,__text) external _work_interval_instance_update
0000000000017b87 (__TEXT,__text) external _work_interval_join
0000000000017bce (__TEXT,__text) external _work_interval_join_port
0000000000017c05 (__TEXT,__text) external _work_interval_leave
0000000000017874 (__TEXT,__text) external _work_interval_notify
00000000000178e3 (__TEXT,__text) external _work_interval_notify_simple
0000000000003974 (__TEXT,__text) external _write
0000000000003bf4 (__TEXT,__text) external _write$NOCANCEL
0000000000003bc4 (__TEXT,__text) external _writev
000000000000bb28 (__TEXT,__text) external _writev$NOCANCEL

/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture arm64):
0000000000040300 (__DATA,__data) external _NDR_record
000000000001db6c (__TEXT,__text) non-external __Xexception_raise
000000000001dc2c (__TEXT,__text) non-external __Xexception_raise_state
000000000001dd40 (__TEXT,__text) non-external __Xexception_raise_state_identity
000000000000cae4 (__TEXT,__text) external _____sigwait_nocancel
0000000000033708 (__TEXT,__const) external ____kernelVersionNumber
00000000000336d1 (__TEXT,__const) external ____kernelVersionString
000000000000cb0c (__TEXT,__text) external ___abort_with_payload
0000000000008958 (__TEXT,__text) external ___accept
000000000000cb34 (__TEXT,__text) external ___accept_nocancel
000000000000cb5c (__TEXT,__text) external ___access_extended
000000000000cb84 (__TEXT,__text) external ___aio_suspend_nocancel
0000000000007e34 (__TEXT,__text) external ___bind
0000000000004554 (__TEXT,__text) external ___bsdthread_create
0000000000002730 (__TEXT,__text) external ___bsdthread_ctl
0000000000006414 (__TEXT,__text) external ___bsdthread_register
0000000000003704 (__TEXT,__text) external ___bsdthread_terminate
000000000000c354 (__TEXT,__text) external ___carbon_delete
000000000000cbac (__TEXT,__text) external ___channel_get_info
000000000000cbd4 (__TEXT,__text) external ___channel_get_opt
000000000000cbfc (__TEXT,__text) external ___channel_open
000000000000cc24 (__TEXT,__text) external ___channel_set_opt
000000000000cc4c (__TEXT,__text) external ___channel_sync
00000000000044b4 (__TEXT,__text) external ___chmod
0000000000005f10 (__TEXT,__text) external ___chmod_extended
0000000000002290 (__TEXT,__text) external ___close_nocancel
000000000000cc74 (__TEXT,__text) external ___coalition
000000000000cc9c (__TEXT,__text) external ___coalition_info
000000000000ccc4 (__TEXT,__text) external ___coalition_ledger
0000000000002864 (__TEXT,__text) external ___commpage_gettimeofday
000000000000286c (__TEXT,__text) non-external ___commpage_gettimeofday_internal
0000000000004c38 (__TEXT,__text) external ___connect
0000000000004ac0 (__TEXT,__text) external ___connect_nocancel
000000000000ccec (__TEXT,__text) external ___copyfile
000000000000cd14 (__TEXT,__text) external ___crossarch_trap
00000000000015d4 (__TEXT,__text) external ___csrctl
00000000000162fc (__TEXT,__text) external ___darwin_check_fd_set_overflow
000000000000cd3c (__TEXT,__text) external ___debug_syscall_reject
000000000000cd64 (__TEXT,__text) external ___debug_syscall_reject_config
000000000000c37c (__TEXT,__text) external ___delete
00000000000036dc (__TEXT,__text) external ___disable_threadsignal
0000000000001514 (__TEXT,__text) external ___error
000000000000cd8c (__TEXT,__text) external ___execve
00000000000078f8 (__TEXT,__text) external ___exit
0000000000004ebc (__TEXT,__text) external ___fchmod
0000000000006008 (__TEXT,__text) external ___fchmod_extended
0000000000001674 (__TEXT,__text) external ___fcntl
0000000000004a70 (__TEXT,__text) external ___fcntl_nocancel
0000000000007c44 (__TEXT,__text) external ___fork
000000000000cdb4 (__TEXT,__text) external ___fs_snapshot
000000000000e040 (__TEXT,__text) external ___fstat
0000000000005fe0 (__TEXT,__text) external ___fstat64_extended
000000000000cddc (__TEXT,__text) external ___fstat_extended
000000000000e090 (__TEXT,__text) external ___fstatat
000000000000e0e0 (__TEXT,__text) external ___fstatfs
000000000000ce04 (__TEXT,__text) external ___fsync_nocancel
0000000000009668 (__TEXT,__text) external ___get_remove_counter
0000000000001530 (__TEXT,__text) external ___getattrlist
0000000000002668 (__TEXT,__text) external ___getdirentries64
000000000000e1f8 (__TEXT,__text) external ___getfsstat
0000000000005ec0 (__TEXT,__text) external ___gethostuuid
000000000000bd2c (__TEXT,__text) external ___getlogin
0000000000004dac (__TEXT,__text) external ___getpeername
0000000000001098 (__TEXT,__text) external ___getpid
0000000000002cf4 (__TEXT,__text) external ___getrlimit
000000000000ce2c (__TEXT,__text) external ___getsgroups
0000000000007d10 (__TEXT,__text) external ___getsockname
0000000000002538 (__TEXT,__text) external ___gettid
00000000000045cc (__TEXT,__text) external ___gettimeofday
00000000000045a4 (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
000000000000ce54 (__TEXT,__text) external ___getwgroups
000000000000ce7c (__TEXT,__text) external ___guarded_open_dprotected_np
00000000000040a0 (__TEXT,__text) external ___guarded_open_np
000000000000cea4 (__TEXT,__text) external ___identitysvc
0000000000004368 (__TEXT,__text) external ___inc_remove_counter
000000000000bd04 (__TEXT,__text) external ___initgroups
0000000000004c10 (__TEXT,__text) external ___ioctl
0000000000004f1c (__TEXT,__text) external ___iopolicysys
000000000000cecc (__TEXT,__text) external ___kdebug_trace
00000000000034c8 (__TEXT,__text) external ___kdebug_trace64
000000000000cef4 (__TEXT,__text) external ___kdebug_trace_string
000000000000615c (__TEXT,__text) external ___kdebug_typefilter
0000000000033778 (__TEXT,__const) non-external (was a private external) ___kernelVersionNumber
0000000000033740 (__TEXT,__const) non-external (was a private external) ___kernelVersionString
00000000000082f8 (__TEXT,__text) external ___kill
0000000000006acc (__TEXT,__text) external ___kqueue_workloop_ctl
00000000000060a8 (__TEXT,__text) external ___lchown
0000000000006184 (__TEXT,__text) external ___libkernel_init
000000000000f318 (__TEXT,__text) external ___libkernel_init_after_boot_tasks
000000000000f230 (__TEXT,__text) external ___libkernel_init_late
0000000000006400 (__TEXT,__text) external ___libkernel_platform_init
0000000000001088 (__TEXT,__text) external ___libkernel_voucher_init
0000000000008930 (__TEXT,__text) external ___listen
000000000000cf1c (__TEXT,__text) external ___log_data
000000000000231c (__TEXT,__text) external ___lseek
000000000000e3b0 (__TEXT,__text) external ___lstat
0000000000005f38 (__TEXT,__text) external ___lstat64_extended
000000000000cf44 (__TEXT,__text) external ___lstat_extended
000000000000cf6c (__TEXT,__text) external ___mac_execve
000000000000cf94 (__TEXT,__text) external ___mac_get_fd
000000000000cfbc (__TEXT,__text) external ___mac_get_file
000000000000cfe4 (__TEXT,__text) external ___mac_get_link
000000000000d00c (__TEXT,__text) external ___mac_get_mount
000000000000d034 (__TEXT,__text) external ___mac_get_pid
000000000000d05c (__TEXT,__text) external ___mac_get_proc
000000000000d084 (__TEXT,__text) external ___mac_getfsstat
000000000000d0ac (__TEXT,__text) external ___mac_mount
000000000000d0d4 (__TEXT,__text) external ___mac_set_fd
000000000000d0fc (__TEXT,__text) external ___mac_set_file
000000000000d124 (__TEXT,__text) external ___mac_set_link
00000000000088d4 (__TEXT,__text) external ___mac_set_proc
0000000000002408 (__TEXT,__text) external ___mac_syscall
000000000000d14c (__TEXT,__text) external ___mach_bridge_remote_time
000000000000d174 (__TEXT,__text) external ___mach_eventlink_signal
000000000000d19c (__TEXT,__text) external ___mach_eventlink_signal_wait_until
000000000000d1c4 (__TEXT,__text) external ___mach_eventlink_wait_until
000000000000d1ec (__TEXT,__text) external ___map_with_linking_np
000000000000d214 (__TEXT,__text) external ___memorystatus_available_memory
000000000000d23c (__TEXT,__text) external ___microstackshot
000000000000d264 (__TEXT,__text) external ___mkdir_extended
