                 (undefined) external _CCHmac (from libSystem)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
0000000191276778 (__TEXT,__text) external _NEAuditTokenForPID
0000000191275974 (__TEXT,__text) non-external ___ne_filter_send_approved_frames_block_invoke
0000000191275c20 (__TEXT,__text) non-external ___ne_filter_send_approved_frames_block_invoke.59
000000019126a8fc (__TEXT,__text) non-external ___ne_filter_stats_report_register_block_invoke
0000000191268d04 (__TEXT,__text) non-external ___ne_parse_necp_drop_dest_dictionary_block_invoke
0000000191279700 (__TEXT,__text) non-external ___ne_parse_necp_drop_dest_dictionary_block_invoke.cold.1
0000000191261d08 (__TEXT,__text) non-external ___ne_session_cancel_block_invoke
0000000191267d78 (__TEXT,__text) non-external ___ne_session_clear_event_handler_block_invoke
0000000191268ec8 (__TEXT,__text) non-external ___ne_session_copy_cached_values_locked_block_invoke
000000019126902c (__TEXT,__text) non-external ___ne_session_copy_cached_values_locked_block_invoke_2
00000001912690ac (__TEXT,__text) non-external ___ne_session_copy_cached_values_locked_block_invoke_3
0000000191265414 (__TEXT,__text) non-external ___ne_session_copy_security_session_info_block_invoke
00000001912617f0 (__TEXT,__text) non-external ___ne_session_create_block_invoke
0000000191262e80 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke
0000000191263034 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke.67
0000000191262fdc (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke_2
0000000191263118 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke_2.69
0000000191278188 (__TEXT,__text) non-external ___ne_session_establish_ipc_block_invoke_2.69.cold.1
00000001912682f8 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke
000000019126852c (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.221
00000001912792bc (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.221.cold.1
0000000191268638 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.223
000000019126869c (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke.230
00000001912684d4 (__TEXT,__text) non-external ___ne_session_get_info_with_parameters_block_invoke_2
0000000191261d98 (__TEXT,__text) non-external ___ne_session_get_status_block_invoke
00000001912620c8 (__TEXT,__text) non-external ___ne_session_get_status_block_invoke.16
0000000191262074 (__TEXT,__text) non-external ___ne_session_get_status_block_invoke_2
0000000191261584 (__TEXT,__text) non-external ___ne_session_is_always_on_vpn_enabled_block_invoke
0000000191262210 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke
000000019126262c (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.35
00000001912780f8 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.35.cold.1
0000000191262738 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.37
000000019126279c (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke.45
00000001912625d4 (__TEXT,__text) non-external ___ne_session_local_communication_send_info_block_invoke_2
00000001912687d4 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke
000000019127934c (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.1
00000001912793c0 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.2
0000000191279434 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.3
00000001912794a8 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.4
0000000191279518 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.5
0000000191279584 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.6
00000001912795f0 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.7
0000000191279678 (__TEXT,__text) non-external ___ne_session_parse_necp_drop_dest_array_block_invoke.cold.8
0000000191265d6c (__TEXT,__text) non-external ___ne_session_policy_copy_flow_divert_token_block_invoke
00000001912619f4 (__TEXT,__text) non-external ___ne_session_release_block_invoke
0000000191262a3c (__TEXT,__text) non-external ___ne_session_send_barrier_block_invoke
0000000191262aa0 (__TEXT,__text) non-external ___ne_session_send_barrier_block_invoke.55
0000000191261b10 (__TEXT,__text) non-external ___ne_session_set_event_handler_block_invoke
0000000191262b60 (__TEXT,__text) non-external ___ne_session_start_on_behalf_of_block_invoke
00000001912686f4 (__TEXT,__text) non-external ___ne_session_stop_with_reason_block_invoke
0000000191269140 (__TEXT,__text) non-external ___ne_session_update_cached_values_block_invoke
000000019126444c (__TEXT,__text) non-external ___nehelper_copy_connection_for_delegate_class_block_invoke
00000001912789b8 (__TEXT,__text) non-external ___nehelper_copy_connection_for_delegate_class_block_invoke.cold.1
0000000191278a20 (__TEXT,__text) non-external ___nehelper_copy_connection_for_delegate_class_block_invoke.cold.2
00000001912681a0 (__TEXT,__text) non-external ___notify_client_block_invoke
00000001912682bc (__TEXT,__text) non-external ___notify_client_block_invoke.213
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
00000001d6a78304 (__DATA,__bss) non-external __ne_session_cache_lock
00000001d6a77da4 (__DATA,__data) non-external __ne_session_cache_notify_token
00000001d6a78340 (__DATA,__bss) non-external __ne_session_master_cache
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __xpc_error_connection_interrupted (from libSystem)
                 (undefined) external __xpc_error_key_description (from libSystem)
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_data (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_endpoint (from libSystem)
                 (undefined) external __xpc_type_error (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external _audit_session_port (from libSystem)
                 (undefined) external _audit_session_self (from libSystem)
                 (undefined) external _audit_token_to_asid (from libbsm)
                 (undefined) external _audit_token_to_egid (from libbsm)
                 (undefined) external _audit_token_to_euid (from libbsm)
                 (undefined) external _audit_token_to_pid (from libbsm)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cc_cmp_safe (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_notify (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_retain (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_suspend (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
0000000191261f04 (__TEXT,__text) non-external _fetch_status
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
00000001d6a784e4 (__DATA,__common) external _g_NEFilterDisable
00000001d6a783c0 (__DATA,__bss) non-external _g_filter_protocol_callbacks
00000001d6a78394 (__DATA,__bss) non-external _g_filter_protocol_identifier
00000001d6a784d0 (__DATA,__common) external _g_ne_read_uuid_cache
00000001d6a784d1 (__DATA,__common) external _g_ne_uuid_cache_hit
00000001d6a78288 (__DATA,__bss) non-external _g_queue
00000001d6a78290 (__DATA,__bss) non-external _g_sessions
00000001d6a784d8 (__DATA,__common) external _g_stats_globals
00000001d6a784e0 (__DATA,__common) external _g_testControlUnit
00000001d6a78360 (__DATA,__bss) non-external _g_testProviderFactory
00000001d6a78310 (__DATA,__bss) non-external _g_uuid_cache
00000001d6a78308 (__DATA,__bss) non-external _g_uuid_cache_lock
00000001912623e4 (__TEXT,__text) non-external _get_connection
000000019126123c (__TEXT,__text) non-external _get_current_config_state
00000001d6a77da0 (__DATA,__data) non-external _get_current_config_state.config_token
00000001d6a78330 (__DATA,__bss) non-external _get_current_config_state.current_state
0000000191260ce0 (__TEXT,__text) non-external _get_current_notify_pid
00000001d6a78320 (__DATA,__bss) non-external _get_current_notify_pid.current_pid
00000001d6a77d98 (__DATA,__data) non-external _get_current_notify_pid.sm_token
00000001d6a78350 (__DATA,__bss) non-external _get_flow_divert_token_from_session_manager.token_init
00000001d6a78348 (__DATA,__bss) non-external _get_flow_divert_token_from_session_manager.token_queue
                 (undefined) external _getegid (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsockopt (from libSystem)
00000001d6a78338 (__DATA,__bss) non-external _globals_init.sess_init
                 (undefined) external _in6addr_any (from libSystem)
                 (undefined) external _inet_ntop (from libSystem)
                 (undefined) external _inet_pton (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kSecRandomDefault (from Security)
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
0000000191267324 (__TEXT,__text) non-external _ne_copy_cached_bundle_identifier_for_synthesized_uuid_locked
00000001912671d8 (__TEXT,__text) external _ne_copy_cached_bundle_identifier_for_uuid
00000001912675e8 (__TEXT,__text) external _ne_copy_cached_preferred_bundle_for_bundle_identifier
0000000191266fc4 (__TEXT,__text) non-external _ne_copy_cached_synthesized_uuids_for_bundle_identifier_locked
0000000191266e48 (__TEXT,__text) external _ne_copy_cached_uuids_for_bundle_identifier
0000000191266450 (__TEXT,__text) external _ne_copy_signature_info_for_pid
0000000191278dd8 (__TEXT,__text) non-external _ne_copy_signature_info_for_pid.cold.1
0000000191278e18 (__TEXT,__text) non-external _ne_copy_signature_info_for_pid.cold.2
00000001912662cc (__TEXT,__text) external _ne_copy_signing_identifier_for_pid
0000000191278d00 (__TEXT,__text) non-external _ne_copy_signing_identifier_for_pid.cold.1
0000000191278d5c (__TEXT,__text) non-external _ne_copy_signing_identifier_for_pid.cold.2
0000000191266e08 (__TEXT,__text) external _ne_copy_uuid_cache
00000001912665f8 (__TEXT,__text) external _ne_copy_uuid_cache_locked
0000000191278e94 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.1
0000000191278f04 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.2
0000000191278f74 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.3
0000000191278fd0 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.4
0000000191279004 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.5
0000000191279074 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.6
00000001912790e8 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.7
000000019127915c (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.8
00000001d6a78318 (__DATA,__bss) non-external _ne_copy_uuid_cache_locked.g_my_os_version
000000019126a1b0 (__TEXT,__text) external _ne_filter_allocate_globals
000000019127056c (__TEXT,__text) non-external _ne_filter_cleanup
000000019127b964 (__TEXT,__text) non-external _ne_filter_cleanup.cold.1
000000019127b9d0 (__TEXT,__text) non-external _ne_filter_cleanup.cold.2
000000019127ba3c (__TEXT,__text) non-external _ne_filter_cleanup.cold.3
00000001d6a78368 (__DATA,__bss) non-external _ne_filter_connection_queue.filter_queue
00000001d6a78370 (__DATA,__bss) non-external _ne_filter_connection_queue.onceToken
0000000191269ec4 (__TEXT,__text) external _ne_filter_copy_connection
000000019127369c (__TEXT,__text) non-external _ne_filter_create_wildcard_remote_sockaddr
0000000191276a20 (__TEXT,__text) external _ne_filter_crypto_generate_client_key
000000019127cf70 (__TEXT,__text) non-external _ne_filter_crypto_generate_client_key.cold.1
0000000191276ab8 (__TEXT,__text) external _ne_filter_crypto_init_client
000000019127cfe8 (__TEXT,__text) non-external _ne_filter_crypto_init_client.cold.1
0000000191276980 (__TEXT,__text) external _ne_filter_crypto_init_master
000000019127cf08 (__TEXT,__text) non-external _ne_filter_crypto_init_master.cold.1
000000019127cf3c (__TEXT,__text) non-external _ne_filter_crypto_init_master.cold.2
0000000191276e50 (__TEXT,__text) non-external _ne_filter_crypto_print_data
000000019127d0c0 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.1
000000019127d4a8 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.10
000000019127d518 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.11
000000019127d588 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.12
000000019127d600 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.13
000000019127d130 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.2
000000019127d1a0 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.3
000000019127d210 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.4
000000019127d280 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.5
000000019127d2f0 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.6
000000019127d360 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.7
000000019127d3d0 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.8
000000019127d43c (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.9
0000000191276b28 (__TEXT,__text) external _ne_filter_crypto_sign_data
000000019127d01c (__TEXT,__text) non-external _ne_filter_crypto_sign_data.cold.1
000000019127d050 (__TEXT,__text) non-external _ne_filter_crypto_sign_data.cold.2
0000000191276d18 (__TEXT,__text) non-external _ne_filter_crypto_update_context
0000000191277224 (__TEXT,__text) external _ne_filter_crypto_validate_data
000000019127d670 (__TEXT,__text) non-external _ne_filter_crypto_validate_data.cold.1
000000019127d6a4 (__TEXT,__text) non-external _ne_filter_crypto_validate_data.cold.2
0000000191271724 (__TEXT,__text) non-external _ne_filter_data_protocol_send_data
000000019127bdd4 (__TEXT,__text) non-external _ne_filter_data_protocol_send_data.cold.1
000000019127be38 (__TEXT,__text) non-external _ne_filter_data_protocol_send_data.cold.2
0000000191271494 (__TEXT,__text) non-external _ne_filter_data_protocol_send_finished
000000019127bda0 (__TEXT,__text) non-external _ne_filter_data_protocol_send_finished.cold.1
000000019126a220 (__TEXT,__text) external _ne_filter_deallocate_globals
000000019127374c (__TEXT,__text) non-external _ne_filter_generate_crypto_signature
000000019127c040 (__TEXT,__text) non-external _ne_filter_generate_crypto_signature.cold.1
000000019126af14 (__TEXT,__text) external _ne_filter_get_definition
00000001d6a78378 (__DATA,__bss) non-external _ne_filter_get_definition.filter_definition
00000001d6a78380 (__DATA,__bss) non-external _ne_filter_get_definition.onceToken
00000001912707c0 (__TEXT,__text) non-external _ne_filter_handle_input_finished
000000019127bae0 (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.1
000000019127bb4c (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.2
000000019127bbb8 (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.3
000000019127bbec (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.4
000000019127bc90 (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.5
0000000191275c60 (__TEXT,__text) non-external _ne_filter_handle_output_finished
000000019127c7b4 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.1
000000019127c820 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.2
000000019127c88c (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.3
000000019127c8c0 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.4
000000019127c964 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.5
000000019126b3fc (__TEXT,__text) external _ne_filter_partial_input_frame_finalizer
0000000191279d60 (__TEXT,__text) non-external _ne_filter_partial_input_frame_finalizer.cold.1
000000019126f170 (__TEXT,__text) non-external _ne_filter_process_verdict
000000019127b5dc (__TEXT,__text) non-external _ne_filter_process_verdict.cold.1
000000019127b64c (__TEXT,__text) non-external _ne_filter_process_verdict.cold.2
000000019127b6d8 (__TEXT,__text) non-external _ne_filter_process_verdict.cold.3
000000019127b750 (__TEXT,__text) non-external _ne_filter_process_verdict.cold.4
000000019126b6a8 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler
0000000191279e00 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.1
0000000191279e6c (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.2
0000000191279ed8 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.3
0000000191279f0c (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.4
0000000191279f84 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.5
000000019126db20 (__TEXT,__text) non-external _ne_filter_protocol_connect
000000019127ac18 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.1
000000019127ac84 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.2
000000019127acf0 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.3
000000019127ad24 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.4
000000019127adc8 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.5
000000019126e600 (__TEXT,__text) non-external _ne_filter_protocol_connected
000000019127ae6c (__TEXT,__text) non-external _ne_filter_protocol_connected.cold.1
000000019127aed8 (__TEXT,__text) non-external _ne_filter_protocol_connected.cold.2
000000019126ed3c (__TEXT,__text) non-external _ne_filter_protocol_create
000000019127b3b8 (__TEXT,__text) non-external _ne_filter_protocol_create.cold.1
000000019126b234 (__TEXT,__text) non-external _ne_filter_protocol_destroy
0000000191279cbc (__TEXT,__text) non-external _ne_filter_protocol_destroy.cold.1
000000019126e724 (__TEXT,__text) non-external _ne_filter_protocol_disconnect
000000019127af44 (__TEXT,__text) non-external _ne_filter_protocol_disconnect.cold.1
000000019127afb0 (__TEXT,__text) non-external _ne_filter_protocol_disconnect.cold.2
000000019127b01c (__TEXT,__text) non-external _ne_filter_protocol_disconnect.cold.3
000000019126e8c8 (__TEXT,__text) non-external _ne_filter_protocol_disconnected
000000019127b0c0 (__TEXT,__text) non-external _ne_filter_protocol_disconnected.cold.1
000000019127b12c (__TEXT,__text) non-external _ne_filter_protocol_disconnected.cold.2
000000019127b198 (__TEXT,__text) non-external _ne_filter_protocol_disconnected.cold.3
0000000191270348 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow
000000019127b7e8 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow.cold.1
000000019127b854 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow.cold.2
000000019127b8c0 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow.cold.3
000000019126d04c (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames
000000019127a44c (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.1
000000019127a4b8 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.2
000000019127a524 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.3
000000019127a558 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.4
000000019127a5fc (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.5
0000000191273214 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request
000000019127be6c (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.1
000000019127bed8 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.2
000000019127bf44 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.3
000000019127bfb0 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.4
000000019126be5c (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames
000000019127a100 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.1
000000019127a16c (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.2
000000019127a1d8 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.3
000000019127a268 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.4
000000019127a30c (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.5
000000019126cd1c (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames
000000019127a340 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames.cold.1
000000019127a3ac (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames.cold.2
000000019127a418 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames.cold.3
000000019126ef74 (__TEXT,__text) external _ne_filter_protocol_handle_message
000000019127b504 (__TEXT,__text) non-external _ne_filter_protocol_handle_message.cold.1
000000019127b570 (__TEXT,__text) non-external _ne_filter_protocol_handle_message.cold.2
000000019126afe8 (__TEXT,__text) external _ne_filter_protocol_identifier
00000001d6a78390 (__DATA,__bss) non-external _ne_filter_protocol_identifier.g_hasNESMAccess
00000001d6a78388 (__DATA,__bss) non-external _ne_filter_protocol_identifier.onceToken
000000019126d590 (__TEXT,__text) non-external _ne_filter_protocol_input_available
000000019127a6a0 (__TEXT,__text) non-external _ne_filter_protocol_input_available.cold.1
000000019127a70c (__TEXT,__text) non-external _ne_filter_protocol_input_available.cold.2
000000019127a778 (__TEXT,__text) non-external _ne_filter_protocol_input_available.cold.3
000000019126d748 (__TEXT,__text) non-external _ne_filter_protocol_input_finished
000000019127a8b8 (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.1
000000019127a924 (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.2
000000019127a990 (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.3
000000019127a9c4 (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.4
000000019126d66c (__TEXT,__text) non-external _ne_filter_protocol_output_available
000000019127a7ac (__TEXT,__text) non-external _ne_filter_protocol_output_available.cold.1
000000019127a818 (__TEXT,__text) non-external _ne_filter_protocol_output_available.cold.2
000000019127a884 (__TEXT,__text) non-external _ne_filter_protocol_output_available.cold.3
000000019126d948 (__TEXT,__text) non-external _ne_filter_protocol_output_finished
000000019127aa68 (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.1
000000019127aad4 (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.2
000000019127ab40 (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.3
000000019127ab74 (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.4
000000019126ee9c (__TEXT,__text) external _ne_filter_protocol_release
000000019126bc38 (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler
000000019127a028 (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler.cold.1
000000019127a094 (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler.cold.2
000000019126ee1c (__TEXT,__text) external _ne_filter_protocol_retain
000000019127b42c (__TEXT,__text) non-external _ne_filter_protocol_retain.cold.1
000000019127b498 (__TEXT,__text) non-external _ne_filter_protocol_retain.cold.2
0000000191270ca4 (__TEXT,__text) non-external _ne_filter_read_approved_frames
000000019127bd34 (__TEXT,__text) non-external _ne_filter_read_approved_frames.cold.1
0000000191274864 (__TEXT,__text) non-external _ne_filter_read_from_network
000000019127c528 (__TEXT,__text) non-external _ne_filter_read_from_network.cold.1
000000019127c594 (__TEXT,__text) non-external _ne_filter_read_from_network.cold.2
000000019127c600 (__TEXT,__text) non-external _ne_filter_read_from_network.cold.3
000000019126a288 (__TEXT,__text) external _ne_filter_register_flow
000000019126984c (__TEXT,__text) external _ne_filter_request_connection
0000000191279770 (__TEXT,__text) non-external _ne_filter_request_connection.cold.1
0000000191274de0 (__TEXT,__text) non-external _ne_filter_send_approved_frames
000000019127c6a4 (__TEXT,__text) non-external _ne_filter_send_approved_frames.cold.1
000000019127c710 (__TEXT,__text) non-external _ne_filter_send_approved_frames.cold.2
0000000191269ff0 (__TEXT,__text) external _ne_filter_send_message
000000019126a284 (__TEXT,__text) external _ne_filter_set_test_crypto_state
000000019126a25c (__TEXT,__text) external _ne_filter_set_test_provider_factory
0000000191269f20 (__TEXT,__text) external _ne_filter_sign_data
000000019126a148 (__TEXT,__text) external _ne_filter_stats_destroy
000000019126a0a0 (__TEXT,__text) external _ne_filter_stats_init
000000019126a374 (__TEXT,__text) external _ne_filter_stats_report
00000001912798a0 (__TEXT,__text) non-external _ne_filter_stats_report.cold.1
00000001912798d8 (__TEXT,__text) non-external _ne_filter_stats_report.cold.2
000000019126a7b8 (__TEXT,__text) external _ne_filter_stats_report_register
0000000191279910 (__TEXT,__text) non-external _ne_filter_stats_report_register.cold.1
0000000191279948 (__TEXT,__text) non-external _ne_filter_stats_report_register.cold.2
000000019126a900 (__TEXT,__text) external _ne_filter_stats_report_unregister
000000019127997c (__TEXT,__text) non-external _ne_filter_stats_report_unregister.cold.1
000000019126b03c (__TEXT,__text) external _ne_filter_stats_toggle
0000000191279c3c (__TEXT,__text) non-external _ne_filter_stats_toggle.cold.1
000000019126a2fc (__TEXT,__text) external _ne_filter_unregister_flow
00000001912665a4 (__TEXT,__text) external _ne_force_reset_uuid_cache
0000000191261108 (__TEXT,__text) external _ne_get_configuration_generation
0000000191277fa0 (__TEXT,__text) non-external _ne_get_configuration_generation.cold.1
0000000191278014 (__TEXT,__text) non-external _ne_get_configuration_generation.cold.2
00000001d6a77d90 (__DATA,__data) non-external _ne_get_configuration_generation.configuration_changed_token
00000001d6a78260 (__DATA,__bss) non-external _ne_get_configuration_generation.current_generation
00000001d6a78238 (__DATA,__bss) non-external _ne_helper_last_approved_associated_domains
00000001d6a78230 (__DATA,__bss) non-external _ne_helper_last_approved_bundle
00000001d6a78228 (__DATA,__bss) non-external _ne_helper_skip_associated_domain_bundles
00000001d6a77eb0 (__DATA,__bss) non-external _ne_helper_tracker_lock
00000001d6a77eb8 (__DATA,__bss) non-external _ne_helper_tracker_trie
00000001912676e4 (__TEXT,__text) external _ne_is_sockaddr_valid
                 (undefined) external _ne_log_obj (from libSystem)
00000001d6a77d68 (__DATA,__data) external _ne_necp_drop_dest_plist_paths
0000000191263510 (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_dest_list
0000000191278454 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_dest_list.cold.1
00000001912784d0 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_dest_list.cold.2
