00007ff8400a4790 (__DATA,__data) external _NDR_record
00007ff800aed26e (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff800aed195 (__TEXT,__text) external _coalition_reap
00007ff800aed174 (__TEXT,__text) external _coalition_terminate
00007ff800adf650 (__TEXT,__text) external _connect
00007ff800adf668 (__TEXT,__text) external _connect$NOCANCEL
00007ff800ae0c4c (__TEXT,__text) external _connectx
00007ff800ae0c64 (__TEXT,__text) external _csops
00007ff800ae0c7c (__TEXT,__text) external _csops_audittoken
00007ff800aed33c (__TEXT,__text) external _csr_check
00007ff800aed35c (__TEXT,__text) external _csr_get_active_config
00007ff800adef34 (__TEXT,__text) external _debug_control_port_for_pid
00007ff800aed516 (__TEXT,__text) external _debug_syscall_reject
00007ff800aed42a (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400a4788 (__DATA,__data) external _denap_boost_assertion_token
00007ff800ae0c94 (__TEXT,__text) external _disconnectx
00007ff800ae3b87 (__TEXT,__text) non-external _do_compat
00007ff800ae0cac (__TEXT,__text) external _dup
00007ff800ae0cc4 (__TEXT,__text) external _dup2
00007ff8400695e0 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff840069470 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff8400697e0 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff8400694b0 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff8400695b0 (__DATA_CONST,__const) non-external _err_codes_io
00007ff840069050 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff8400697b0 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff840069bc0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840069b30 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840069a70 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840069780 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840069a30 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff8400694d0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff840069450 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840069520 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff8400699e0 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840069980 (__DATA_CONST,__const) non-external _err_codes_send
00007ff8400696f0 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff8400694f0 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff8400694e8 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff840069220 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840069630 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840069820 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840069910 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840068f50 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff840068fd0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff840068c30 (__DATA_CONST,__const) non-external _err_os_sub
00007ff840068cd0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800b088e0 (__TEXT,__const) non-external _err_us_sub
00007ff8400a4820 (__DATA,__common) external _errno
00007ff800b04ef5 (__TEXT,__text) external _etap_trace_thread
00007ff800af27d5 (__TEXT,__text) external _exc_server
00007ff800af24cc (__TEXT,__text) external _exc_server_routine
00007ff800af1ec7 (__TEXT,__text) external _exception_raise
00007ff800af2013 (__TEXT,__text) external _exception_raise_state
00007ff800af2267 (__TEXT,__text) external _exception_raise_state_identity
00007ff800ae0cdc (__TEXT,__text) external _exchangedata
00007ff800ae42bb (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff800ae4292 (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff800ae4268 (__TEXT,__text) external _exclaves_boot
00007ff800ae3ef8 (__TEXT,__text) external _exclaves_endpoint_call
00007ff800ae3fe1 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff800ae3fb5 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff800ae417c (__TEXT,__text) external _exclaves_launch_conclave
00007ff800ae41b5 (__TEXT,__text) external _exclaves_lookup_service
00007ff800ae411e (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff800ae414d (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff800ae400f (__TEXT,__text) external _exclaves_named_buffer_create
00007ff800ae4399 (__TEXT,__text) external _exclaves_notification_create
00007ff800ae3f87 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff800ae3f5b (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff800ae42e9 (__TEXT,__text) external _exclaves_sensor_create
00007ff800ae4315 (__TEXT,__text) external _exclaves_sensor_start
00007ff800ae436d (__TEXT,__text) external _exclaves_sensor_status
00007ff800ae4341 (__TEXT,__text) external _exclaves_sensor_stop
00007ff800ae9905 (__TEXT,__text) external _execve
00007ff800ae0cf4 (__TEXT,__text) external _faccessat
00007ff800ae0d0c (__TEXT,__text) external _fchdir
00007ff800ae0d24 (__TEXT,__text) external _fchflags
00007ff800ae7ce2 (__TEXT,__text) external _fchmod
00007ff800ae0d3c (__TEXT,__text) external _fchmodat
00007ff800ae0d54 (__TEXT,__text) external _fchown
00007ff800ae0d6c (__TEXT,__text) external _fchownat
00007ff800ae0d84 (__TEXT,__text) external _fclonefileat
00007ff800ae9ed5 (__TEXT,__text) external _fcntl
00007ff800ae9b45 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800ae0d9c (__TEXT,__text) external _fdatasync
00007ff800ae0db4 (__TEXT,__text) external _ffsctl
00007ff800ae0dcc (__TEXT,__text) external _fgetattrlist
00007ff800ae0de4 (__TEXT,__text) external _fgetxattr
00007ff800ae0dfc (__TEXT,__text) external _fhopen
00007ff800ae0e14 (__TEXT,__text) external _fileport_makefd
00007ff800ae0e2c (__TEXT,__text) external _fileport_makeport
00007ff800ae0e44 (__TEXT,__text) external _flistxattr
00007ff800ae0e5c (__TEXT,__text) external _flock
00007ff800ae0e74 (__TEXT,__text) external _fmount
00007ff800ae0e8c (__TEXT,__text) external _fpathconf
00007ff800ae38e3 (__TEXT,__text) non-external _fprintf_stderr
00007ff800ae0ea4 (__TEXT,__text) external _freadlink
00007ff800ae0ebc (__TEXT,__text) external _fremovexattr
00007ff800aed36e (__TEXT,__text) external _fs_snapshot_create
00007ff800aed3b8 (__TEXT,__text) external _fs_snapshot_delete
00007ff800aed385 (__TEXT,__text) external _fs_snapshot_list
00007ff800aed415 (__TEXT,__text) external _fs_snapshot_mount
00007ff800aed3cf (__TEXT,__text) external _fs_snapshot_rename
00007ff800aed3e7 (__TEXT,__text) external _fs_snapshot_revert
00007ff800aed3fe (__TEXT,__text) external _fs_snapshot_root
00007ff800ae0ed4 (__TEXT,__text) external _fsctl
00007ff800ae0eec (__TEXT,__text) external _fsetattrlist
00007ff800ae0f04 (__TEXT,__text) external _fsetxattr
00007ff800ae0f1c (__TEXT,__text) external _fsgetpath
00007ff800ae0f34 (__TEXT,__text) external _fsgetpath_ext
00007ff800ae0f4c (__TEXT,__text) external _fstat
00007ff800ae0f4c (__TEXT,__text) external _fstat64
00007ff800ae0f64 (__TEXT,__text) external _fstatat
00007ff800ae0f64 (__TEXT,__text) external _fstatat64
00007ff800ae0f7c (__TEXT,__text) external _fstatfs
00007ff800ae0f7c (__TEXT,__text) external _fstatfs64
00007ff800ae0f94 (__TEXT,__text) external _fsync
00007ff800adf838 (__TEXT,__text) external _fsync$NOCANCEL
00007ff800ae0fac (__TEXT,__text) external _ftruncate
00007ff800ae75c0 (__TEXT,__text) external _futimens
00007ff800ae0fc4 (__TEXT,__text) external _futimes
00007ff8400a4798 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff800adf850 (__TEXT,__text) external _getattrlist
00007ff800ae0fdc (__TEXT,__text) external _getattrlistat
00007ff800ae0ff4 (__TEXT,__text) external _getattrlistbulk
00007ff800af1454 (__TEXT,__text) external _getaudit
00007ff800ae100c (__TEXT,__text) external _getaudit_addr
00007ff800ae1024 (__TEXT,__text) external _getauid
00007ff800ae103c (__TEXT,__text) external _getdirentries
00007ff800ae1054 (__TEXT,__text) external _getdirentriesattr
00007ff800ae106c (__TEXT,__text) external _getdtablesize
00007ff800ae1084 (__TEXT,__text) external _getegid
00007ff800ae109c (__TEXT,__text) external _getentropy
00007ff800ae10b4 (__TEXT,__text) external _geteuid
00007ff800ae10cc (__TEXT,__text) external _getfh
00007ff800ae10e4 (__TEXT,__text) external _getfsstat
00007ff800ae10e4 (__TEXT,__text) external _getfsstat64
00007ff800ae10fc (__TEXT,__text) external _getgid
00007ff800ae1114 (__TEXT,__text) external _getgroups
00007ff800ae71c4 (__TEXT,__text) external _gethostuuid
00007ff800ae56db (__TEXT,__text) external _getiopolicy_np
00007ff800ae112c (__TEXT,__text) external _getitimer
00007ff800adf8b0 (__TEXT,__text) external _getpeername
00007ff800ae1144 (__TEXT,__text) external _getpgid
00007ff800ae115c (__TEXT,__text) external _getpgrp
00007ff800adf8c8 (__TEXT,__text) external _getpid
00007ff800ae1174 (__TEXT,__text) external _getppid
00007ff800ae118c (__TEXT,__text) external _getpriority
00007ff800aea0d8 (__TEXT,__text) external _getrlimit
00007ff800ae11a4 (__TEXT,__text) external _getrusage
00007ff800adf914 (__TEXT,__text) external _getsgroups_np
00007ff800ae11bc (__TEXT,__text) external _getsid
00007ff800adf92c (__TEXT,__text) external _getsockname
00007ff800ae11d4 (__TEXT,__text) external _getsockopt
00007ff800ae11ec (__TEXT,__text) external _getuid
00007ff800adf99c (__TEXT,__text) external _getwgroups_np
00007ff800ae1204 (__TEXT,__text) external _getxattr
00007ff800ae121c (__TEXT,__text) external _grab_pgo_data
00007ff800ae1234 (__TEXT,__text) external _graftdmg
00007ff800ae124c (__TEXT,__text) external _guarded_close_np
00007ff800ae1264 (__TEXT,__text) external _guarded_kqueue_np
00007ff800ae39a3 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff800af1788 (__TEXT,__text) external _guarded_open_np
00007ff800ae127c (__TEXT,__text) external _guarded_pwrite_np
00007ff800ae1294 (__TEXT,__text) external _guarded_write_np
00007ff800ae12ac (__TEXT,__text) external _guarded_writev_np
00007ff800b0bf10 (__TEXT,__cstring) non-external _hex
00007ff800ae3a5d (__TEXT,__text) external _host_check_multiuser_mode
00007ff800ae3a63 (__TEXT,__text) external _host_create_mach_voucher
00007ff800adeea4 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff800af2cba (__TEXT,__text) external _host_default_memory_manager
00007ff800af4421 (__TEXT,__text) external _host_get_UNDServer
00007ff800ae3a46 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff800af2844 (__TEXT,__text) external _host_get_boot_info
00007ff800af3294 (__TEXT,__text) external _host_get_clock_control
00007ff800af51e7 (__TEXT,__text) external _host_get_clock_service
00007ff800af3a8f (__TEXT,__text) external _host_get_exception_ports
00007ff800af50c4 (__TEXT,__text) external _host_get_io_main
00007ff800ae3ab7 (__TEXT,__text) external _host_get_io_master
00007ff800ae3a57 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff800af3752 (__TEXT,__text) external _host_get_special_port
00007ff800af4971 (__TEXT,__text) external _host_info
00007ff800af4b59 (__TEXT,__text) external _host_kernel_version
00007ff800af5c4b (__TEXT,__text) external _host_lockgroup_info
00007ff800ae3e14 (__TEXT,__text) external _host_page_size
00007ff800af2ad2 (__TEXT,__text) external _host_priv_statistics
00007ff800af4f67 (__TEXT,__text) external _host_processor_info
00007ff800af41eb (__TEXT,__text) external _host_processor_set_priv
00007ff800af40a9 (__TEXT,__text) external _host_processor_sets
00007ff800af3152 (__TEXT,__text) external _host_processors
00007ff800af29e3 (__TEXT,__text) external _host_reboot
00007ff800af63a3 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff800af64fd (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff800af5b4c (__TEXT,__text) external _host_request_notification
00007ff800af46dc (__TEXT,__text) external _host_security_create_task_token
00007ff800af485c (__TEXT,__text) external _host_security_set_task_token
00007ff800ae54db (__TEXT,__text) external _host_self
00007ff800aded54 (__TEXT,__text) external _host_self_trap
00007ff800af4324 (__TEXT,__text) external _host_set_UNDServer
00007ff800af6647 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800af398b (__TEXT,__text) external _host_set_exception_ports
00007ff800af6916 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800af388c (__TEXT,__text) external _host_set_special_port
00007ff800af5964 (__TEXT,__text) external _host_statistics
00007ff800af5d98 (__TEXT,__text) external _host_statistics64
00007ff800af3d0c (__TEXT,__text) external _host_swap_exception_ports
00007ff800af5467 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800ae1eac (__TEXT,__text) external _i386_get_ldt
00007ff800ae1ec0 (__TEXT,__text) external _i386_set_ldt
00007ff8400a4770 (__DATA,__data) external _important_boost_assertion_token
00007ff84006a610 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff800ae3867 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400a4760 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff800ae37eb (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400a4758 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff800ae376f (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400a4750 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff800aea148 (__TEXT,__text) external _ioctl
00007ff800ae12c4 (__TEXT,__text) external _issetugid
00007ff8400a4eb0 (__DATA,__bss) non-external _kAccountingThreshold
00007ff800ae12dc (__TEXT,__text) external _kas_info
00007ff800aed5d0 (__TEXT,__text) external _kdebug_is_enabled
00007ff800aed775 (__TEXT,__text) external _kdebug_signpost
00007ff800aed818 (__TEXT,__text) external _kdebug_signpost_end
00007ff800aed77d (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff800aed80c (__TEXT,__text) external _kdebug_signpost_start
00007ff800aed62f (__TEXT,__text) external _kdebug_timestamp
00007ff800aed671 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff800aed68b (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff800aed6a5 (__TEXT,__text) external _kdebug_trace
00007ff800aed6fe (__TEXT,__text) external _kdebug_trace_string
00007ff800aed568 (__TEXT,__text) external _kdebug_typefilter
00007ff8400a4ed8 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff800aed61c (__TEXT,__text) external _kdebug_using_continuous_time
00007ff800ae12f4 (__TEXT,__text) external _kevent
00007ff800ae130c (__TEXT,__text) external _kevent64
00007ff800ae1324 (__TEXT,__text) external _kevent_id
00007ff800ae133c (__TEXT,__text) external _kevent_qos
00007ff800af4544 (__TEXT,__text) external _kext_request
00007ff800aed156 (__TEXT,__text) external _kill
00007ff800af35ed (__TEXT,__text) external _kmod_control
00007ff800af33d2 (__TEXT,__text) external _kmod_create
00007ff800af34fe (__TEXT,__text) external _kmod_destroy
00007ff800af5325 (__TEXT,__text) external _kmod_get_info
00007ff800af1518 (__TEXT,__text) external _kpersona_alloc
00007ff800af1574 (__TEXT,__text) external _kpersona_dealloc
00007ff800af1663 (__TEXT,__text) external _kpersona_find
00007ff800af16ff (__TEXT,__text) external _kpersona_find_by_type
00007ff800af15a4 (__TEXT,__text) external _kpersona_get
00007ff800af15d1 (__TEXT,__text) external _kpersona_getpath
00007ff800af1601 (__TEXT,__text) external _kpersona_info
00007ff800af1546 (__TEXT,__text) external _kpersona_palloc
00007ff800af1632 (__TEXT,__text) external _kpersona_pidinfo
00007ff800ae1354 (__TEXT,__text) external _kqueue
00007ff800adfad4 (__TEXT,__text) external _lchown
00007ff800ae136c (__TEXT,__text) external _ledger
00007ff800ae1384 (__TEXT,__text) external _link
00007ff800ae139c (__TEXT,__text) external _linkat
00007ff800ae13b4 (__TEXT,__text) external _lio_listio
00007ff800adfaec (__TEXT,__text) external _listen
00007ff800ae13cc (__TEXT,__text) external _listxattr
00007ff800aff89b (__TEXT,__text) external _lock_set_create
00007ff800aff9d5 (__TEXT,__text) external _lock_set_destroy
00007ff800ae7cdd (__TEXT,__text) external _log_data_as_kernel
00007ff800adfb1c (__TEXT,__text) external _lseek
00007ff800ae13e4 (__TEXT,__text) external _lstat
00007ff800ae13e4 (__TEXT,__text) external _lstat64
00007ff800adec30 (__TEXT,__text) external _mach_absolute_time
00007ff800ae71ac (__TEXT,__text) external _mach_approximate_time
00007ff800ae7234 (__TEXT,__text) external _mach_boottime_usec
00007ff800ae36f4 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff800ae36cf (__TEXT,__text) external _mach_continuous_time
00007ff800ae3d87 (__TEXT,__text) external _mach_error
00007ff8400a47e8 (__DATA,__common) external _mach_error_full_diag
00007ff800ae3d70 (__TEXT,__text) external _mach_error_string
00007ff800ae3c0e (__TEXT,__text) non-external _mach_error_string_int
00007ff800ae3abc (__TEXT,__text) external _mach_error_type
00007ff800b07b3b (__TEXT,__text) external _mach_eventlink_associate
00007ff800b078fa (__TEXT,__text) external _mach_eventlink_create
00007ff800b07a56 (__TEXT,__text) external _mach_eventlink_destroy
00007ff800b07c4b (__TEXT,__text) external _mach_eventlink_disassociate
00007ff800ae7549 (__TEXT,__text) external _mach_eventlink_signal
00007ff800ae758c (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff800ae7558 (__TEXT,__text) external _mach_eventlink_wait_until
00007ff800adedf0 (__TEXT,__text) external _mach_generate_activity_id
00007ff800ae9d48 (__TEXT,__text) external _mach_get_times
00007ff800ae58b4 (__TEXT,__text) external _mach_host_self
00007ff800ae231f (__TEXT,__text) external _mach_host_special_port_description
00007ff840068a90 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800ae2361 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400a45d0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800ae3e21 (__TEXT,__text) external _mach_init
00007ff8400a4ea0 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff800ae3e3e (__TEXT,__text) non-external _mach_init_doit
00007ff800afb888 (__TEXT,__text) external _mach_make_memory_entry
00007ff800b06efd (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800b076a8 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800b077f7 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800b07576 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff800af6736 (__TEXT,__text) external _mach_memory_info
00007ff800af4e19 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800af5816 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff800ae4583 (__TEXT,__text) external _mach_msg
00007ff800ae444c (__TEXT,__text) external _mach_msg2_internal
00007ff800adee20 (__TEXT,__text) external _mach_msg2_trap
00007ff800ae489d (__TEXT,__text) external _mach_msg_destroy
00007ff800ae49d8 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800ae459c (__TEXT,__text) external _mach_msg_overwrite
00007ff800aded6c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff800ae50ae (__TEXT,__text) external _mach_msg_priority_encode
00007ff800ae50a4 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff800ae50e8 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff800ae50f7 (__TEXT,__text) external _mach_msg_priority_qos
00007ff800ae5106 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff800ae4875 (__TEXT,__text) external _mach_msg_receive
00007ff800ae484e (__TEXT,__text) external _mach_msg_send
00007ff800ae4d53 (__TEXT,__text) external _mach_msg_server
00007ff800ae4d0f (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff800ae5092 (__TEXT,__text) external _mach_msg_server_importance
00007ff800ae4a9c (__TEXT,__text) external _mach_msg_server_once
00007ff800aded60 (__TEXT,__text) external _mach_msg_trap
00007ff800afc585 (__TEXT,__text) external _mach_notify_dead_name
00007ff800afc4d9 (__TEXT,__text) external _mach_notify_no_senders
00007ff800afc418 (__TEXT,__text) external _mach_notify_port_deleted
00007ff800afc479 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff800afc53a (__TEXT,__text) external _mach_notify_send_once
00007ff800af0803 (__TEXT,__text) external _mach_port_allocate
00007ff800af0a37 (__TEXT,__text) external _mach_port_allocate_full
00007ff800af07fe (__TEXT,__text) external _mach_port_allocate_name
00007ff800af0a32 (__TEXT,__text) external _mach_port_allocate_qos
00007ff800af0e4b (__TEXT,__text) external _mach_port_assert_attributes
00007ff800af0d28 (__TEXT,__text) external _mach_port_construct
00007ff800af084a (__TEXT,__text) external _mach_port_deallocate
00007ff800af0845 (__TEXT,__text) external _mach_port_destroy
00007ff800af0acc (__TEXT,__text) external _mach_port_destruct
00007ff800af0c3b (__TEXT,__text) external _mach_port_dnrequest_info
00007ff800af0cae (__TEXT,__text) external _mach_port_extract_member
00007ff800af09ba (__TEXT,__text) external _mach_port_extract_right
00007ff800af09c4 (__TEXT,__text) external _mach_port_get_attributes
00007ff800af0cee (__TEXT,__text) external _mach_port_get_context
00007ff800af0875 (__TEXT,__text) external _mach_port_get_refs
00007ff800af0e46 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800af08c7 (__TEXT,__text) external _mach_port_get_set_status
00007ff800af0a41 (__TEXT,__text) external _mach_port_get_srights
00007ff800af0d6d (__TEXT,__text) external _mach_port_guard
00007ff800af0e37 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff800af0c6e (__TEXT,__text) external _mach_port_insert_member
00007ff800af0977 (__TEXT,__text) external _mach_port_insert_right
00007ff800af0e41 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800af0c40 (__TEXT,__text) external _mach_port_kernel_object
00007ff800af0d1e (__TEXT,__text) external _mach_port_kobject
00007ff800af0d23 (__TEXT,__text) external _mach_port_kobject_description
00007ff800af087a (__TEXT,__text) external _mach_port_mod_refs
00007ff800af08cc (__TEXT,__text) external _mach_port_move_member
00007ff800af07b2 (__TEXT,__text) external _mach_port_names
00007ff800af08bd (__TEXT,__text) external _mach_port_peek
00007ff800af07f9 (__TEXT,__text) external _mach_port_rename
00007ff800af090c (__TEXT,__text) external _mach_port_request_notification
00007ff800af0a2d (__TEXT,__text) external _mach_port_set_attributes
00007ff800af0d19 (__TEXT,__text) external _mach_port_set_context
00007ff800af08c2 (__TEXT,__text) external _mach_port_set_mscount
00007ff800af09bf (__TEXT,__text) external _mach_port_set_seqno
00007ff800af0a4b (__TEXT,__text) external _mach_port_space_basic_info
00007ff800af0a46 (__TEXT,__text) external _mach_port_space_info
00007ff800af0e3c (__TEXT,__text) external _mach_port_swap_guard
00007ff800af07b7 (__TEXT,__text) external _mach_port_type
00007ff800af0db0 (__TEXT,__text) external _mach_port_unguard
00007ff800ae72e6 (__TEXT,__text) external _mach_ports_lookup
00007ff800ae727f (__TEXT,__text) external _mach_ports_register
00007ff800aded30 (__TEXT,__text) external _mach_reply_port
00007ff800ae592e (__TEXT,__text) external _mach_right_recv_construct
00007ff800ae59ca (__TEXT,__text) external _mach_right_recv_destruct
00007ff800ae5a2b (__TEXT,__text) external _mach_right_send_create
00007ff800ae5b80 (__TEXT,__text) external _mach_right_send_once_consume
00007ff800ae5b32 (__TEXT,__text) external _mach_right_send_once_create
00007ff800ae5ab9 (__TEXT,__text) external _mach_right_send_release
00007ff800ae5a6d (__TEXT,__text) external _mach_right_send_retain
00007ff800af0b54 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800af0be5 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff800ae7242 (__TEXT,__text) external _mach_task_is_self
00007ff800ae58b9 (__TEXT,__text) external _mach_task_self
00007ff8400a4e88 (__DATA,__common) external _mach_task_self_
00007ff800ae2335 (__TEXT,__text) external _mach_task_special_port_description
00007ff840068bb0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff800ae23fb (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400a46d0 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800ae58be (__TEXT,__text) external _mach_thread_self
00007ff800ae234b (__TEXT,__text) external _mach_thread_special_port_description
00007ff840068c10 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800ae240c (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff8400a4730 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff800aed51d (__TEXT,__text) external _mach_timebase_info
00007ff8400a4ed0 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff800adeee0 (__TEXT,__text) external _mach_timebase_info_trap
00007ff800af0e50 (__TEXT,__text) external _mach_vm_allocate
00007ff800afadf3 (__TEXT,__text) external _mach_vm_behavior_set
00007ff800afaaf0 (__TEXT,__text) external _mach_vm_copy
00007ff800af0ed7 (__TEXT,__text) external _mach_vm_deallocate
00007ff800afbff0 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff800afc0d8 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff800afc1c4 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff800afa635 (__TEXT,__text) external _mach_vm_inherit
00007ff800afb061 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff800af0fd7 (__TEXT,__text) external _mach_vm_map
00007ff800afad07 (__TEXT,__text) external _mach_vm_msync
00007ff800afbb12 (__TEXT,__text) external _mach_vm_page_info
00007ff800afb306 (__TEXT,__text) external _mach_vm_page_query
00007ff800afbd18 (__TEXT,__text) external _mach_vm_page_range_query
00007ff800af0f44 (__TEXT,__text) external _mach_vm_protect
00007ff800af140a (__TEXT,__text) external _mach_vm_purgable_control
00007ff800afc2b0 (__TEXT,__text) external _mach_vm_range_create
00007ff800af11d9 (__TEXT,__text) external _mach_vm_read
00007ff800afa873 (__TEXT,__text) external _mach_vm_read_list
00007ff800afabdc (__TEXT,__text) external _mach_vm_read_overwrite
00007ff800ae5eba (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff800ae5ed1 (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
00007ff800ae5ca1 (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff800ae5dd4 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff800ae5c01 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff800ae5ee7 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff800ae5ea9 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff800afb674 (__TEXT,__text) external _mach_vm_region
00007ff800afb44f (__TEXT,__text) external _mach_vm_region_recurse
00007ff800af10bd (__TEXT,__text) external _mach_vm_remap
00007ff800af114b (__TEXT,__text) external _mach_vm_remap_new
00007ff800af3fa3 (__TEXT,__text) external _mach_vm_wire
00007ff800afa9f2 (__TEXT,__text) external _mach_vm_write
00007ff800b082ca (__TEXT,__text) external _mach_voucher_attr_command
00007ff800ae5097 (__TEXT,__text) external _mach_voucher_deallocate
00007ff800b0850f (__TEXT,__text) external _mach_voucher_debug_info
00007ff800b080f0 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800b07d3a (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff800af0df2 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff800adeeb0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff800adeeec (__TEXT,__text) external _mach_wait_until
