00007ff90f6574ae (__TEXT,__text) non-external +[Caller current]
00007ff90f666b56 (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:].cold.2
00007ff90f666c3b (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:].cold.3
00007ff90f6653b3 (__TEXT,__text) non-external -[LASecureIO updateKextBlacklistFromPath:]
00007ff90f666d20 (__TEXT,__text) non-external -[LASecureIO updateKextBlacklistFromPath:].cold.1
00007ff90f666e0d (__TEXT,__text) non-external -[LASecureIO updateKextBlacklistFromPath:].cold.2
00007ff90f663759 (__TEXT,__text) non-external -[LASecureIOCommunication .cxx_destruct]
00007ff90f663732 (__TEXT,__text) non-external -[LASecureIOCommunication delegate]
00007ff90f662229 (__TEXT,__text) non-external -[LASecureIOCommunication eventHandler]
00007ff90f66298a (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:]
00007ff90f663f5a (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.1
00007ff90f664036 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.2
00007ff90f664116 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.3
00007ff90f6641f2 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.4
00007ff90f662970 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:withData:andResponse:]
00007ff90f66302b (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:]
00007ff90f6642cc (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.1
00007ff90f66439e (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.2
00007ff90f664454 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.3
00007ff90f66450b (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.4
00007ff90f6645c2 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.5
00007ff90f663408 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:]
00007ff90f664679 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.1
00007ff90f664775 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.2
00007ff90f664843 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.3
00007ff90f664911 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.4
00007ff90f6649df (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.5
00007ff90f661bd1 (__TEXT,__text) non-external -[LASecureIOCommunication initAsClient:]
00007ff90f661c2c (__TEXT,__text) non-external -[LASecureIOCommunication initAsServer:]
00007ff90f661b1e (__TEXT,__text) non-external -[LASecureIOCommunication init]
00007ff90f662594 (__TEXT,__text) non-external -[LASecureIOCommunication receive:]
00007ff90f663b41 (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.1
00007ff90f663c1d (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.2
00007ff90f663cd4 (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.3
00007ff90f663dae (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.4
00007ff90f66286d (__TEXT,__text) non-external -[LASecureIOCommunication send:]
00007ff90f663e88 (__TEXT,__text) non-external -[LASecureIOCommunication send:].cold.1
00007ff90f663748 (__TEXT,__text) non-external -[LASecureIOCommunication setDelegate:]
00007ff90f66200b (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection]
00007ff90f6637ab (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.1
00007ff90f66388f (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.2
00007ff90f663983 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.3
00007ff90f663a67 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.4
00007ff90f65254f (__TEXT,__text) non-external -[LASecureIOHelper .cxx_destruct]
00007ff90f651f86 (__TEXT,__text) non-external -[LASecureIOHelper _laErrorFromLASIOError:method:]
00007ff90f651945 (__TEXT,__text) non-external -[LASecureIOHelper _setInstructions:externalizedContext:allowKDLUpdate:reply:]
00007ff90f652163 (__TEXT,__text) non-external -[LASecureIOHelper cleanupToken]
00007ff90f652061 (__TEXT,__text) non-external -[LASecureIOHelper cleanup]
00007ff90f652545 (__TEXT,__text) non-external -[LASecureIOHelper coreKDL]
00007ff90f652441 (__TEXT,__text) non-external -[LASecureIOHelper credentialSetUpdated:]
00007ff90f65251e (__TEXT,__text) non-external -[LASecureIOHelper currentDFROwner]
00007ff90f651da0 (__TEXT,__text) non-external -[LASecureIOHelper currentKDLVersion]
00007ff90f652500 (__TEXT,__text) non-external -[LASecureIOHelper externalizedContext]
00007ff90f651640 (__TEXT,__text) non-external -[LASecureIOHelper init]
00007ff90f652514 (__TEXT,__text) non-external -[LASecureIOHelper lastInstructionsWithoutDFR]
00007ff90f651c8a (__TEXT,__text) non-external -[LASecureIOHelper postNotification:error:]
00007ff90f6524f6 (__TEXT,__text) non-external -[LASecureIOHelper scene]
00007ff90f652534 (__TEXT,__text) non-external -[LASecureIOHelper setCurrentDFROwner:]
00007ff90f6520b6 (__TEXT,__text) non-external -[LASecureIOHelper setHandler:forInput:]
00007ff90f6516f5 (__TEXT,__text) non-external -[LASecureIOHelper setInstructions:externalizedContext:reply:]
00007ff90f651b03 (__TEXT,__text) non-external -[LASecureIOHelper showScene:error:]
00007ff90f651e10 (__TEXT,__text) non-external -[LASecureIOHelper updateKDLWithError:]
00007ff90f652234 (__TEXT,__text) non-external -[LASecureIOHelper userInput:]
00007ff90f6683ff (__TEXT,__text) non-external -[LASecureIOHelper userInput:].cold.1
00007ff90f64e918 (__TEXT,__text) non-external -[NSDictionary(Merge) dictionaryByMergingWith:]
00007ff90f654de2 (__TEXT,__text) non-external -[NotificationCenterInvalidationSource .cxx_destruct]
00007ff90f654d58 (__TEXT,__text) non-external -[NotificationCenterInvalidationSource _notification:]
00007ff90f654cb7 (__TEXT,__text) non-external -[NotificationCenterInvalidationSource dealloc]
00007ff90f654bef (__TEXT,__text) non-external -[NotificationCenterInvalidationSource initWithPreflightCache:notificationName:]
00007ff90f654d6c (__TEXT,__text) non-external -[NotificationCenterInvalidationSource invalidationReason]
00007ff90f654dd8 (__TEXT,__text) non-external -[NotificationCenterInvalidationSource notificationName]
00007ff90f64f3ef (__TEXT,__text) non-external -[PreflightCache .cxx_destruct]
00007ff90f64f26e (__TEXT,__text) non-external -[PreflightCache _isCacheable:callerUid:]
00007ff90f64f216 (__TEXT,__text) non-external -[PreflightCache _isPolicyCacheable:]
00007ff90f64f190 (__TEXT,__text) non-external -[PreflightCache acquireBypassAssertionWithReason:]
00007ff90f64f02f (__TEXT,__text) non-external -[PreflightCache addPreflightResult:forKey:]
00007ff90f668166 (__TEXT,__text) non-external -[PreflightCache addPreflightResult:forKey:].cold.1
00007ff90f64ef6d (__TEXT,__text) non-external -[PreflightCache cachedPreflightResultForKey:]
00007ff90f66808b (__TEXT,__text) non-external -[PreflightCache cachedPreflightResultForKey:].cold.1
00007ff90f64f200 (__TEXT,__text) non-external -[PreflightCache dropAssertion:]
00007ff90f64e9c6 (__TEXT,__text) non-external -[PreflightCache init]
00007ff90f64f0d3 (__TEXT,__text) non-external -[PreflightCache invalidateWithReason:]
00007ff90f64ee33 (__TEXT,__text) non-external -[PreflightCache keyForPreflightOfACL:operation:options:auditToken:uid:]
00007ff90f64eced (__TEXT,__text) non-external -[PreflightCache keyForPreflightOfPolicy:options:auditToken:uid:]
00007ff90f654349 (__TEXT,__text) non-external -[PreflightCacheAssertion .cxx_destruct]
00007ff90f654333 (__TEXT,__text) non-external -[PreflightCacheAssertion cache]
00007ff90f65416b (__TEXT,__text) non-external -[PreflightCacheAssertion dealloc]
00007ff90f6541a9 (__TEXT,__text) non-external -[PreflightCacheAssertion description]
00007ff90f65424b (__TEXT,__text) non-external -[PreflightCacheAssertion drop]
00007ff90f654024 (__TEXT,__text) non-external -[PreflightCacheAssertion initWithReason:cache:]
00007ff90f65431a (__TEXT,__text) non-external -[PreflightCacheAssertion reason]
00007ff90f654324 (__TEXT,__text) non-external -[PreflightCacheAssertion setReason:]
00007ff90f654916 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource .cxx_destruct]
00007ff90f654900 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource cache]
00007ff90f65483a (__TEXT,__text) non-external -[PreflightCacheInvalidationSource handleNotificationInServerQueue]
00007ff90f6546df (__TEXT,__text) non-external -[PreflightCacheInvalidationSource handleNotificationWithCompletion:]
00007ff90f6545dc (__TEXT,__text) non-external -[PreflightCacheInvalidationSource initWithPreflightCache:]
00007ff90f6548e0 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource invalidationReason]
00007ff90f6548f7 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource setStatus:]
00007ff90f6548ed (__TEXT,__text) non-external -[PreflightCacheInvalidationSource status]
00007ff90f6546aa (__TEXT,__text) non-external -[PreflightCacheInvalidationSource updateStatus]
00007ff90f653fd5 (__TEXT,__text) non-external -[PushButtonMonitor .cxx_destruct]
00007ff90f652d3c (__TEXT,__text) non-external -[PushButtonMonitor _consumeDoubleTapWithReason:includingAX:]
00007ff90f65323d (__TEXT,__text) non-external -[PushButtonMonitor _defaultExpirationTimeout]
00007ff90f65324b (__TEXT,__text) non-external -[PushButtonMonitor _expireDoubleTap:]
00007ff90f652cb0 (__TEXT,__text) non-external -[PushButtonMonitor _init]
00007ff90f653bfe (__TEXT,__text) non-external -[PushButtonMonitor _restartWithReactivationDelay:]
00007ff90f652e98 (__TEXT,__text) non-external -[PushButtonMonitor _scheduleDoubleTapExpiration]
00007ff90f65340f (__TEXT,__text) non-external -[PushButtonMonitor adviseDoubleTap]
00007ff90f6534af (__TEXT,__text) non-external -[PushButtonMonitor axApplePayConfirmation]
00007ff90f653fc2 (__TEXT,__text) non-external -[PushButtonMonitor axDoubleTapDetected]
00007ff90f652d25 (__TEXT,__text) non-external -[PushButtonMonitor consumeDoubleTapWithReason:]
00007ff90f652cdf (__TEXT,__text) non-external -[PushButtonMonitor dealloc]
00007ff90f653f88 (__TEXT,__text) non-external -[PushButtonMonitor delegate]
00007ff90f653faf (__TEXT,__text) non-external -[PushButtonMonitor doubleTapDetected]
00007ff90f6532ee (__TEXT,__text) non-external -[PushButtonMonitor doubleTappedAt:]
00007ff90f652c81 (__TEXT,__text) non-external -[PushButtonMonitor init]
00007ff90f652d1d (__TEXT,__text) non-external -[PushButtonMonitor prearmAssertion]
00007ff90f653fcc (__TEXT,__text) non-external -[PushButtonMonitor setAxDoubleTapDetected:]
00007ff90f653f9e (__TEXT,__text) non-external -[PushButtonMonitor setDelegate:]
00007ff90f653fb9 (__TEXT,__text) non-external -[PushButtonMonitor setDoubleTapDetected:]
00007ff90f653d72 (__TEXT,__text) non-external -[PushButtonMonitor startWithError:]
00007ff90f653752 (__TEXT,__text) non-external -[PushButtonMonitor start]
00007ff90f653820 (__TEXT,__text) non-external -[PushButtonMonitor stop]
00007ff90f6557c6 (__TEXT,__text) non-external -[Request .cxx_destruct]
00007ff90f65574e (__TEXT,__text) non-external -[Request caller]
00007ff90f655597 (__TEXT,__text) non-external -[Request dealloc]
00007ff90f655659 (__TEXT,__text) non-external -[Request holdObject:]
00007ff90f655745 (__TEXT,__text) non-external -[Request identifier]
00007ff90f65521b (__TEXT,__text) non-external -[Request initWithCaller:]
00007ff90f655306 (__TEXT,__text) non-external -[Request initWithID:caller:received:]
00007ff90f6551d5 (__TEXT,__text) non-external -[Request init]
00007ff90f655762 (__TEXT,__text) non-external -[Request log]
00007ff90f655758 (__TEXT,__text) non-external -[Request received]
00007ff90f655794 (__TEXT,__text) non-external -[Request serviceLocator]
00007ff90f65576c (__TEXT,__text) non-external -[Request setLog:]
00007ff90f65579e (__TEXT,__text) non-external -[Request setServiceLocator:]
00007ff90f656ff9 (__TEXT,__text) non-external -[StorageRequest .cxx_destruct]
00007ff90f656ecc (__TEXT,__text) non-external -[StorageRequest clientInfo]
00007ff90f656e7c (__TEXT,__text) non-external -[StorageRequest client]
00007ff90f656fc7 (__TEXT,__text) non-external -[StorageRequest contextID]
00007ff90f656fdb (__TEXT,__text) non-external -[StorageRequest domain]
00007ff90f656d60 (__TEXT,__text) non-external -[StorageRequest initWithStorageDomain:key:options:contextID:originatorId:connection:]
00007ff90f656fe5 (__TEXT,__text) non-external -[StorageRequest key]
00007ff90f656fef (__TEXT,__text) non-external -[StorageRequest options]
00007ff90f656fd1 (__TEXT,__text) non-external -[StorageRequest originatorId]
00007ff90f656f9f (__TEXT,__text) non-external -[StorageRequest setClientInfo:]
00007ff90f658986 (__TEXT,__text) non-external -[TrustedAccessoryHelper _checkPairingState:device:error:]
00007ff90f658a40 (__TEXT,__text) non-external -[TrustedAccessoryHelper _checkPairingStateIn:device:error:]
00007ff90f65840e (__TEXT,__text) non-external -[TrustedAccessoryHelper _isConnectedDeviceInState:description:error:]
00007ff90f6584c8 (__TEXT,__text) non-external -[TrustedAccessoryHelper _isConnectedDeviceInStates:description:error:]
00007ff90f6587df (__TEXT,__text) non-external -[TrustedAccessoryHelper authorizeDevice:externalizedContext:error:]
00007ff90f657e87 (__TEXT,__text) non-external -[TrustedAccessoryHelper connectedDevicesWithError:]
00007ff90f657c06 (__TEXT,__text) non-external -[TrustedAccessoryHelper deviceManagerWithError:]
00007ff90f6583ed (__TEXT,__text) non-external -[TrustedAccessoryHelper isAuthorizedDeviceConnectedWithError:]
00007ff90f658354 (__TEXT,__text) non-external -[TrustedAccessoryHelper isPairedDeviceConnectedWithError:]
00007ff90f657d6a (__TEXT,__text) non-external -[TrustedAccessoryHelper isTrustedAccessorySupported]
00007ff90f6583cc (__TEXT,__text) non-external -[TrustedAccessoryHelper isUnauthorizedDeviceConnectedWithError:]
00007ff90f657f85 (__TEXT,__text) non-external -[TrustedAccessoryHelper unauthorizedDeviceWithUid:error:]
00007ff90f654f3d (__TEXT,__text) non-external -[UserPasswordInvalidationSource initWithPreflightCache:]
00007ff90f654fa1 (__TEXT,__text) non-external -[UserPasswordInvalidationSource invalidationReason]
00007ff90f654f73 (__TEXT,__text) non-external -[UserPasswordInvalidationSource updateStatus]
00007ff90f655071 (__TEXT,__text) non-external -[WatchInvalidationSource dealloc]
00007ff90f654ff1 (__TEXT,__text) non-external -[WatchInvalidationSource initWithPreflightCache:]
00007ff90f65515a (__TEXT,__text) non-external -[WatchInvalidationSource invalidationReason]
00007ff90f6550e6 (__TEXT,__text) non-external -[WatchInvalidationSource updateStatus]
00007ff90f655146 (__TEXT,__text) non-external -[WatchInvalidationSource watchDevicesChanged:]
00007ff90f6514b7 (__TEXT,__text) non-external -[WatchMonitor .cxx_destruct]
00007ff90f650b32 (__TEXT,__text) non-external -[WatchMonitor _approveDiscovery]
00007ff90f651256 (__TEXT,__text) non-external -[WatchMonitor _dispatchRestartAttempt:restartDelay:]
00007ff90f650c0c (__TEXT,__text) non-external -[WatchMonitor _handleActivationError:]
00007ff90f6682c1 (__TEXT,__text) non-external -[WatchMonitor _handleActivationError:].cold.1
00007ff90f650ccb (__TEXT,__text) non-external -[WatchMonitor _notifyObservers]
00007ff90f650f92 (__TEXT,__text) non-external -[WatchMonitor _reactivationDelayAfterFailures:]
00007ff90f650f0a (__TEXT,__text) non-external -[WatchMonitor _restartAfterFailedActivation]
00007ff90f668375 (__TEXT,__text) non-external -[WatchMonitor _restartAfterFailedActivation].cold.1
00007ff90f650e86 (__TEXT,__text) non-external -[WatchMonitor _restartAfterInvalidation]
00007ff90f66831b (__TEXT,__text) non-external -[WatchMonitor _restartAfterInvalidation].cold.1
00007ff90f650fcd (__TEXT,__text) non-external -[WatchMonitor _restartWithMinReactivationDelay:]
00007ff90f651458 (__TEXT,__text) non-external -[WatchMonitor approveDiscovery]
00007ff90f6513a8 (__TEXT,__text) non-external -[WatchMonitor deviceAvailable]
00007ff90f65030d (__TEXT,__text) non-external -[WatchMonitor init]
00007ff90f651485 (__TEXT,__text) non-external -[WatchMonitor lastActivation]
00007ff90f65147b (__TEXT,__text) non-external -[WatchMonitor queue]
00007ff90f65137c (__TEXT,__text) non-external -[WatchMonitor registerObserver:]
00007ff90f65146c (__TEXT,__text) non-external -[WatchMonitor setApproveDiscovery:]
00007ff90f65148f (__TEXT,__text) non-external -[WatchMonitor setLastActivation:]
00007ff90f6503ae (__TEXT,__text) non-external -[WatchMonitor start]
00007ff90f668241 (__TEXT,__text) non-external -[WatchMonitor start].cold.1
00007ff90f651392 (__TEXT,__text) non-external -[WatchMonitor unregisterObserver:]
00007ff90f679e1c (__TEXT,__gcc_except_tab) non-external GCC_except_table11
00007ff90f679cac (__TEXT,__gcc_except_tab) non-external GCC_except_table12
00007ff90f679d84 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ff90f679e3c (__TEXT,__gcc_except_tab) non-external GCC_except_table16
00007ff90f679d44 (__TEXT,__gcc_except_tab) non-external GCC_except_table17
00007ff90f679cbc (__TEXT,__gcc_except_tab) non-external GCC_except_table18
00007ff90f679db0 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90f679e5c (__TEXT,__gcc_except_tab) non-external GCC_except_table20
00007ff90f679e78 (__TEXT,__gcc_except_tab) non-external GCC_except_table21
00007ff90f679e9c (__TEXT,__gcc_except_tab) non-external GCC_except_table22
00007ff90f679ec8 (__TEXT,__gcc_except_tab) non-external GCC_except_table25
00007ff90f679f08 (__TEXT,__gcc_except_tab) non-external GCC_except_table27
00007ff90f679c1c (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff90f679ffc (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff90f679f3c (__TEXT,__gcc_except_tab) non-external GCC_except_table33
00007ff90f679f8c (__TEXT,__gcc_except_tab) non-external GCC_except_table35
00007ff90f679fb8 (__TEXT,__gcc_except_tab) non-external GCC_except_table39
00007ff90f679d70 (__TEXT,__gcc_except_tab) non-external GCC_except_table4
00007ff90f67a03c (__TEXT,__gcc_except_tab) non-external GCC_except_table4
00007ff90f679fc8 (__TEXT,__gcc_except_tab) non-external GCC_except_table40
00007ff90f679fd8 (__TEXT,__gcc_except_tab) non-external GCC_except_table41
00007ff90f67a084 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff90f679fe8 (__TEXT,__gcc_except_tab) non-external GCC_except_table57
00007ff90f679dc0 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff90f67a0ac (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff90f679ce8 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ff90f65cf2f (__TEXT,__text) external _ACMContextAddCredential
00007ff90f66d48b (__TEXT,__text) external _ACMContextAddCredentialWithScope
00007ff90f65d155 (__TEXT,__text) external _ACMContextContainsCredentialType
00007ff90f65d208 (__TEXT,__text) external _ACMContextContainsCredentialTypeEx
00007ff90f66e265 (__TEXT,__text) external _ACMContextContainsPassphraseCredentialWithPurpose
00007ff90f65ee51 (__TEXT,__text) external _ACMContextCopyData
00007ff90f65c798 (__TEXT,__text) external _ACMContextCreate
00007ff90f65c9c4 (__TEXT,__text) external _ACMContextCreateWithExternalForm
00007ff90f65c7a4 (__TEXT,__text) external _ACMContextCreateWithFlags
00007ff90f65e6af (__TEXT,__text) external _ACMContextCredentialGetProperty
00007ff90f65e6c1 (__TEXT,__text) external _ACMContextCredentialGetPropertyEx
00007ff90f65cbaa (__TEXT,__text) external _ACMContextDelete
00007ff90f65eba6 (__TEXT,__text) external _ACMContextGetData
00007ff90f66eb61 (__TEXT,__text) external _ACMContextGetDataEx
00007ff90f65ecf7 (__TEXT,__text) external _ACMContextGetDataProperty
00007ff90f65cdac (__TEXT,__text) external _ACMContextGetExternalForm
00007ff90f65fbd0 (__TEXT,__text) non-external _ACMContextGetExternalForm.cold.1
00007ff90f65efd6 (__TEXT,__text) external _ACMContextGetInfo
00007ff90f65d9a4 (__TEXT,__text) external _ACMContextGetTrackingNumber
00007ff90f65cfe7 (__TEXT,__text) external _ACMContextRemoveCredentialsByType
00007ff90f66d6cd (__TEXT,__text) external _ACMContextRemoveCredentialsByTypeAndScope
00007ff90f65d09d (__TEXT,__text) external _ACMContextRemoveCredentialsByValue
00007ff90f66d8f1 (__TEXT,__text) external _ACMContextRemoveCredentialsByValueAndScope
00007ff90f66ddf5 (__TEXT,__text) external _ACMContextRemovePassphraseCredentialsByPurposeAndScope
00007ff90f66e019 (__TEXT,__text) external _ACMContextReplacePassphraseCredentialsWithScope
00007ff90f65e8cc (__TEXT,__text) external _ACMContextSetData
00007ff90f65ea25 (__TEXT,__text) external _ACMContextSetDataEx
00007ff90f65d911 (__TEXT,__text) external _ACMContextVerifyAclConstraint
00007ff90f65d951 (__TEXT,__text) external _ACMContextVerifyAclConstraintForOperation
00007ff90f65d362 (__TEXT,__text) external _ACMContextVerifyPolicy
00007ff90f65d61f (__TEXT,__text) external _ACMContextVerifyPolicyEx
00007ff90f65d4bb (__TEXT,__text) external _ACMContextVerifyPolicyWithPreflight
00007ff90f65e52f (__TEXT,__text) external _ACMCredentialCreate
00007ff90f65e539 (__TEXT,__text) external _ACMCredentialDelete
00007ff90f66e495 (__TEXT,__text) external _ACMCredentialGetProperty
00007ff90f65ddac (__TEXT,__text) external _ACMCredentialGetPropertyData
00007ff90f65e543 (__TEXT,__text) external _ACMCredentialGetType
00007ff90f65e54d (__TEXT,__text) external _ACMCredentialSetProperty
00007ff90f65f19c (__TEXT,__text) external _ACMDecryptData
00007ff90f65f20f (__TEXT,__text) external _ACMDecryptDataEx
00007ff90f65f159 (__TEXT,__text) external _ACMEncryptData
00007ff90f65f1df (__TEXT,__text) external _ACMEncryptDataEx
00007ff90f65ddc4 (__TEXT,__text) external _ACMGetAclAuthMethod
00007ff90f65e1eb (__TEXT,__text) external _ACMGetEnvironmentVariable
00007ff90f66db34 (__TEXT,__text) external _ACMGlobalContextAddCredential
00007ff90f65e575 (__TEXT,__text) external _ACMGlobalContextCredentialGetProperty
00007ff90f66dc9f (__TEXT,__text) external _ACMGlobalContextRemoveCredentialsByType
00007ff90f65d78d (__TEXT,__text) external _ACMGlobalContextVerifyPolicy
00007ff90f65e349 (__TEXT,__text) external _ACMKernelControl
00007ff90f65d9b6 (__TEXT,__text) external _ACMParseAclAndCopyConstraintCharacteristics
00007ff90f65f12f (__TEXT,__text) external _ACMPing
00007ff90f65e56b (__TEXT,__text) external _ACMRequirementGetPriority
00007ff90f66e91d (__TEXT,__text) external _ACMRequirementGetProperties
00007ff90f66e7a0 (__TEXT,__text) external _ACMRequirementGetProperty
00007ff90f65ddb7 (__TEXT,__text) external _ACMRequirementGetPropertyData
00007ff90f65e561 (__TEXT,__text) external _ACMRequirementGetState
00007ff90f66e612 (__TEXT,__text) external _ACMRequirementGetSubrequirements
00007ff90f65e557 (__TEXT,__text) external _ACMRequirementGetType
00007ff90f65e4bb (__TEXT,__text) external _ACMSEPControl
00007ff90f65e4f2 (__TEXT,__text) external _ACMSEPControlEx
00007ff90f65def0 (__TEXT,__text) external _ACMSetEnvironmentVariable
00007ff90f65e062 (__TEXT,__text) external _ACMSetEnvironmentVariableWithAccessPolicy
                 (undefined) external _AnalyticsSendEventLazy (from CoreAnalytics)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
00007ff90f669cae (__TEXT,__text) external _CompareCredentials
00007ff90f669c2c (__TEXT,__text) external _CopyCredential
                 (undefined) weak external _DFRGetStatus (from DFRFoundation)
                 (undefined) weak external _DFRRegisterStatusChangeCallback (from DFRFoundation)
00007ff90f674c40 (__TEXT,__const) non-external (was a private external) _DaemonUtilsVersionNumber
00007ff90f674c00 (__TEXT,__const) non-external (was a private external) _DaemonUtilsVersionString
00007ff90f66a2c4 (__TEXT,__text) external _DeallocCredentialList
00007ff90f65ad11 (__TEXT,__text) external _DeserializeAddCredential
00007ff90f669ff2 (__TEXT,__text) external _DeserializeAddCredentialType
00007ff90f669a1b (__TEXT,__text) external _DeserializeCredential
00007ff90f66a1a6 (__TEXT,__text) external _DeserializeCredentialList
00007ff90f66a388 (__TEXT,__text) external _DeserializeGetContextProperty
00007ff90f65a99b (__TEXT,__text) external _DeserializeProcessAcl
00007ff90f65adbd (__TEXT,__text) external _DeserializeRemoveCredential
00007ff90f65adc9 (__TEXT,__text) external _DeserializeReplacePassphraseCredential
00007ff90f669700 (__TEXT,__text) external _DeserializeRequirement
00007ff90f65a646 (__TEXT,__text) external _DeserializeVerifyAclConstraint
00007ff90f668ec1 (__TEXT,__text) external _DeserializeVerifyPolicy
00007ff90f669f0c (__TEXT,__text) external _GetSerializedAddCredentialSize
00007ff90f669980 (__TEXT,__text) external _GetSerializedCredentialSize
00007ff90f66a33b (__TEXT,__text) external _GetSerializedGetContextPropertySize
00007ff90f66929a (__TEXT,__text) external _GetSerializedProcessAclSize
00007ff90f66a067 (__TEXT,__text) external _GetSerializedRemoveCredentialSize
00007ff90f66a0b7 (__TEXT,__text) external _GetSerializedReplacePassphraseCredentialSize
00007ff90f669452 (__TEXT,__text) external _GetSerializedRequirementSize
00007ff90f6690b7 (__TEXT,__text) external _GetSerializedVerifyAclConstraintSize
00007ff90f668d20 (__TEXT,__text) external _GetSerializedVerifyPolicySize
                 (undefined) external _IOConnectCallScalarMethod (from IOKit)
                 (undefined) external _IOConnectCallStructMethod (from IOKit)
                 (undefined) external _IOHIDEventGetIntegerValue (from IOKit)
                 (undefined) external _IOHIDEventGetPhase (from IOKit)
                 (undefined) external _IOHIDEventGetType (from IOKit)
                 (undefined) external _IOHIDEventSystemClientActivate (from IOKit)
                 (undefined) external _IOHIDEventSystemClientCancel (from IOKit)
                 (undefined) external _IOHIDEventSystemClientCreateWithType (from IOKit)
                 (undefined) external _IOHIDEventSystemClientRegisterEventCallback (from IOKit)
                 (undefined) external _IOHIDEventSystemClientSetDispatchQueue (from IOKit)
                 (undefined) external _IOHIDEventSystemClientSetProperty (from IOKit)
                 (undefined) external _IOHIDEventSystemClientUnregisterDeviceMatchingBlock (from IOKit)
                 (undefined) external _IOHIDEventSystemClientUnregisterEventCallback (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryFromPath (from IOKit)
                 (undefined) external _IOServiceGetMatchingService (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
                 (undefined) external _IOServiceOpen (from IOKit)
00007ff90f64fc0b (__TEXT,__text) external _LAAnalyticsAuthenticationTypeFromEvent
                 (undefined) external _LACEvaluationRequestPayloadKeySecureIntentRequested (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyAccessoryAuthorization (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyDeviceOwnerAuthentication (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOptionAHPMode (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOptionAccessoryUID (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOptionMatchForUnlock (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOptionNotInteractive (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOptionSecureUIRecording (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOptionUserId (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOslo (from LocalAuthenticationCore)
