                 (undefined) external _CCHmac (from libSystem)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
00007ff811417f2e (__TEXT,__text) external _NEAuditTokenForPID
00007ff84292ea5c (__DATA,__bss) non-external __ne_session_cache_lock
00007ff84292e4dc (__DATA,__data) non-external __ne_session_cache_notify_token
00007ff84292ea98 (__DATA,__bss) non-external __ne_session_master_cache
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __xpc_error_connection_interrupted (from libSystem)
                 (undefined) external __xpc_error_key_description (from libSystem)
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_data (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_endpoint (from libSystem)
                 (undefined) external __xpc_type_error (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external _audit_session_port (from libSystem)
                 (undefined) external _audit_session_self (from libSystem)
                 (undefined) external _audit_token_to_asid (from libbsm)
                 (undefined) external _audit_token_to_egid (from libbsm)
                 (undefined) external _audit_token_to_euid (from libbsm)
                 (undefined) external _audit_token_to_pid (from libbsm)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cc_cmp_safe (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_notify (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_retain (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_suspend (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
00007ff8114037ab (__TEXT,__text) non-external _fetch_status
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ff84292ec3c (__DATA,__common) external _g_NEFilterDisable
00007ff84292eb18 (__DATA,__bss) non-external _g_filter_protocol_callbacks
00007ff84292eaec (__DATA,__bss) non-external _g_filter_protocol_identifier
00007ff84292ec28 (__DATA,__common) external _g_ne_read_uuid_cache
00007ff84292ec29 (__DATA,__common) external _g_ne_uuid_cache_hit
00007ff84292e9d8 (__DATA,__bss) non-external _g_queue
00007ff84292e9e0 (__DATA,__bss) non-external _g_sessions
00007ff84292ec30 (__DATA,__common) external _g_stats_globals
00007ff84292ec38 (__DATA,__common) external _g_testControlUnit
00007ff84292eab8 (__DATA,__bss) non-external _g_testProviderFactory
00007ff84292ea68 (__DATA,__bss) non-external _g_uuid_cache
00007ff84292ea60 (__DATA,__bss) non-external _g_uuid_cache_lock
00007ff811403b7f (__TEXT,__text) non-external _get_connection
00007ff811402d16 (__TEXT,__text) non-external _get_current_config_state
00007ff84292e4d8 (__DATA,__data) non-external _get_current_config_state.config_token
00007ff84292ea88 (__DATA,__bss) non-external _get_current_config_state.current_state
00007ff81140282c (__TEXT,__text) non-external _get_current_notify_pid
00007ff84292ea78 (__DATA,__bss) non-external _get_current_notify_pid.current_pid
00007ff84292e4d0 (__DATA,__data) non-external _get_current_notify_pid.sm_token
00007ff84292eaa8 (__DATA,__bss) non-external _get_flow_divert_token_from_session_manager.token_init
00007ff84292eaa0 (__DATA,__bss) non-external _get_flow_divert_token_from_session_manager.token_queue
                 (undefined) external _getegid (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsockopt (from libSystem)
00007ff84292ea90 (__DATA,__bss) non-external _globals_init.sess_init
                 (undefined) external _in6addr_any (from libSystem)
                 (undefined) external _inet_ntop (from libSystem)
                 (undefined) external _inet_pton (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kSecRandomDefault (from Security)
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
00007ff81140838e (__TEXT,__text) non-external _ne_copy_cached_bundle_identifier_for_synthesized_uuid_locked
00007ff81140825f (__TEXT,__text) external _ne_copy_cached_bundle_identifier_for_uuid
00007ff8114085d0 (__TEXT,__text) external _ne_copy_cached_preferred_bundle_for_bundle_identifier
00007ff8114080a3 (__TEXT,__text) non-external _ne_copy_cached_synthesized_uuids_for_bundle_identifier_locked
00007ff811407f6e (__TEXT,__text) external _ne_copy_cached_uuids_for_bundle_identifier
00007ff8114074ef (__TEXT,__text) external _ne_copy_signature_info_for_pid
00007ff81141a31a (__TEXT,__text) non-external _ne_copy_signature_info_for_pid.cold.1
00007ff81141a34e (__TEXT,__text) non-external _ne_copy_signature_info_for_pid.cold.2
00007ff8114073a9 (__TEXT,__text) external _ne_copy_signing_identifier_for_pid
00007ff81141a241 (__TEXT,__text) non-external _ne_copy_signing_identifier_for_pid.cold.1
00007ff81141a29b (__TEXT,__text) non-external _ne_copy_signing_identifier_for_pid.cold.2
00007ff811407f40 (__TEXT,__text) external _ne_copy_uuid_cache
00007ff811407662 (__TEXT,__text) external _ne_copy_uuid_cache_locked
00007ff81141a3cd (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.1
00007ff81141a449 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.2
00007ff81141a4b5 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.3
00007ff81141a50f (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.4
00007ff81141a543 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.5
00007ff81141a5bf (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.6
00007ff81141a63c (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.7
00007ff81141a6b9 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.8
00007ff84292ea70 (__DATA,__bss) non-external _ne_copy_uuid_cache_locked.g_my_os_version
00007ff81140a8e8 (__TEXT,__text) external _ne_filter_allocate_globals
00007ff811411403 (__TEXT,__text) non-external _ne_filter_cleanup
00007ff81141d364 (__TEXT,__text) non-external _ne_filter_cleanup.cold.1
00007ff81141d3c8 (__TEXT,__text) non-external _ne_filter_cleanup.cold.2
00007ff81141d42c (__TEXT,__text) non-external _ne_filter_cleanup.cold.3
00007ff84292eac0 (__DATA,__bss) non-external _ne_filter_connection_queue.filter_queue
00007ff84292eac8 (__DATA,__bss) non-external _ne_filter_connection_queue.onceToken
00007ff81140a689 (__TEXT,__text) external _ne_filter_copy_connection
00007ff811414df5 (__TEXT,__text) non-external _ne_filter_create_wildcard_remote_sockaddr
00007ff811418111 (__TEXT,__text) external _ne_filter_crypto_generate_client_key
00007ff81141ee26 (__TEXT,__text) non-external _ne_filter_crypto_generate_client_key.cold.1
00007ff8114181a7 (__TEXT,__text) external _ne_filter_crypto_init_client
00007ff81141ee82 (__TEXT,__text) non-external _ne_filter_crypto_init_client.cold.1
00007ff811418080 (__TEXT,__text) external _ne_filter_crypto_init_master
00007ff81141edbf (__TEXT,__text) non-external _ne_filter_crypto_init_master.cold.1
00007ff81141edf3 (__TEXT,__text) non-external _ne_filter_crypto_init_master.cold.2
00007ff8114184eb (__TEXT,__text) non-external _ne_filter_crypto_print_data
00007ff81141ef60 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.1
00007ff81141f3e6 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.10
00007ff81141f463 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.11
00007ff81141f4e0 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.12
00007ff81141f559 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.13
00007ff81141efe0 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.2
00007ff81141f05d (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.3
00007ff81141f0da (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.4
00007ff81141f157 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.5
00007ff81141f1d4 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.6
00007ff81141f251 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.7
00007ff81141f2ce (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.8
00007ff81141f35a (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.9
00007ff811418216 (__TEXT,__text) external _ne_filter_crypto_sign_data
00007ff81141eeb5 (__TEXT,__text) non-external _ne_filter_crypto_sign_data.cold.1
00007ff81141eee9 (__TEXT,__text) non-external _ne_filter_crypto_sign_data.cold.2
00007ff8114183d9 (__TEXT,__text) non-external _ne_filter_crypto_update_context
00007ff81141891b (__TEXT,__text) external _ne_filter_crypto_validate_data
00007ff81141f5b3 (__TEXT,__text) non-external _ne_filter_crypto_validate_data.cold.1
00007ff81141f5e7 (__TEXT,__text) non-external _ne_filter_crypto_validate_data.cold.2
00007ff8114127cc (__TEXT,__text) non-external _ne_filter_data_protocol_send_data
00007ff81141d958 (__TEXT,__text) non-external _ne_filter_data_protocol_send_data.cold.1
00007ff81141d9b2 (__TEXT,__text) non-external _ne_filter_data_protocol_send_data.cold.2
00007ff811412547 (__TEXT,__text) non-external _ne_filter_data_protocol_send_finished
00007ff81141d924 (__TEXT,__text) non-external _ne_filter_data_protocol_send_finished.cold.1
00007ff81140a92f (__TEXT,__text) external _ne_filter_deallocate_globals
00007ff811414e8e (__TEXT,__text) non-external _ne_filter_generate_crypto_signature
00007ff81141db8b (__TEXT,__text) non-external _ne_filter_generate_crypto_signature.cold.1
00007ff81140b648 (__TEXT,__text) external _ne_filter_get_definition
00007ff84292ead0 (__DATA,__bss) non-external _ne_filter_get_definition.filter_definition
00007ff84292ead8 (__DATA,__bss) non-external _ne_filter_get_definition.onceToken
00007ff811411668 (__TEXT,__text) non-external _ne_filter_handle_input_finished
00007ff81141d55f (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.1
00007ff81141d5c3 (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.2
00007ff81141d627 (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.3
00007ff81141d65a (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.4
00007ff81141d78d (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.5
00007ff8114176a6 (__TEXT,__text) non-external _ne_filter_handle_output_finished
00007ff81141e51e (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.1
00007ff81141e582 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.2
00007ff81141e5e6 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.3
00007ff81141e619 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.4
00007ff81141e74c (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.5
00007ff81140bb38 (__TEXT,__text) external _ne_filter_partial_input_frame_finalizer
00007ff81141b269 (__TEXT,__text) non-external _ne_filter_partial_input_frame_finalizer.cold.1
00007ff81140fd0f (__TEXT,__text) non-external _ne_filter_process_verdict
00007ff81141cfb3 (__TEXT,__text) non-external _ne_filter_process_verdict.cold.1
00007ff81141d017 (__TEXT,__text) non-external _ne_filter_process_verdict.cold.2
00007ff81141d07b (__TEXT,__text) non-external _ne_filter_process_verdict.cold.3
00007ff81141d0e7 (__TEXT,__text) non-external _ne_filter_process_verdict.cold.4
00007ff81140bd78 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler
00007ff81141b301 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.1
00007ff81141b365 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.2
00007ff81141b3c9 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.3
00007ff81141b3fd (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.4
00007ff81141b459 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.5
00007ff81140e60f (__TEXT,__text) non-external _ne_filter_protocol_connect
00007ff81141c3a7 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.1
00007ff81141c40b (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.2
00007ff81141c46f (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.3
00007ff81141c4a3 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.4
00007ff81141c5d6 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.5
00007ff81140f208 (__TEXT,__text) non-external _ne_filter_protocol_connected
00007ff81141c709 (__TEXT,__text) non-external _ne_filter_protocol_connected.cold.1
00007ff81141c76d (__TEXT,__text) non-external _ne_filter_protocol_connected.cold.2
00007ff81140f906 (__TEXT,__text) non-external _ne_filter_protocol_create
00007ff81141cdc2 (__TEXT,__text) non-external _ne_filter_protocol_create.cold.1
00007ff81140b940 (__TEXT,__text) non-external _ne_filter_protocol_destroy
00007ff81141b136 (__TEXT,__text) non-external _ne_filter_protocol_destroy.cold.1
00007ff81140f315 (__TEXT,__text) non-external _ne_filter_protocol_disconnect
00007ff81141c7d1 (__TEXT,__text) non-external _ne_filter_protocol_disconnect.cold.1
00007ff81141c835 (__TEXT,__text) non-external _ne_filter_protocol_disconnect.cold.2
00007ff81141c899 (__TEXT,__text) non-external _ne_filter_protocol_disconnect.cold.3
00007ff81140f4aa (__TEXT,__text) non-external _ne_filter_protocol_disconnected
00007ff81141c9cc (__TEXT,__text) non-external _ne_filter_protocol_disconnected.cold.1
00007ff81141ca30 (__TEXT,__text) non-external _ne_filter_protocol_disconnected.cold.2
00007ff81141ca94 (__TEXT,__text) non-external _ne_filter_protocol_disconnected.cold.3
00007ff8114111d0 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow
00007ff81141d169 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow.cold.1
00007ff81141d1cd (__TEXT,__text) non-external _ne_filter_protocol_drop_flow.cold.2
00007ff81141d231 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow.cold.3
00007ff81140dacc (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames
00007ff81141b9f4 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.1
00007ff81141ba58 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.2
00007ff81141babc (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.3
00007ff81141baef (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.4
00007ff81141bc22 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.5
00007ff8114148d2 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request
00007ff81141d9e6 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.1
00007ff81141da4a (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.2
00007ff81141daae (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.3
00007ff81141db12 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.4
00007ff81140c578 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames
00007ff81141b654 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.1
00007ff81141b6b8 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.2
00007ff81141b71c (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.3
00007ff81141b793 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.4
00007ff81141b8c6 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.5
00007ff81140d740 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames
00007ff81141b8f9 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames.cold.1
00007ff81141b95d (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames.cold.2
00007ff81141b9c1 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames.cold.3
00007ff81140fb46 (__TEXT,__text) external _ne_filter_protocol_handle_message
00007ff81141ceeb (__TEXT,__text) non-external _ne_filter_protocol_handle_message.cold.1
00007ff81141cf4f (__TEXT,__text) non-external _ne_filter_protocol_handle_message.cold.2
00007ff81140b6ce (__TEXT,__text) external _ne_filter_protocol_identifier
00007ff84292eae8 (__DATA,__bss) non-external _ne_filter_protocol_identifier.g_hasNESMAccess
00007ff84292eae0 (__DATA,__bss) non-external _ne_filter_protocol_identifier.onceToken
00007ff81140e09d (__TEXT,__text) non-external _ne_filter_protocol_input_available
00007ff81141bd55 (__TEXT,__text) non-external _ne_filter_protocol_input_available.cold.1
00007ff81141bdb9 (__TEXT,__text) non-external _ne_filter_protocol_input_available.cold.2
00007ff81141be1d (__TEXT,__text) non-external _ne_filter_protocol_input_available.cold.3
00007ff81140e229 (__TEXT,__text) non-external _ne_filter_protocol_input_finished
00007ff81141bf4b (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.1
00007ff81141bfaf (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.2
00007ff81141c013 (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.3
00007ff81141c046 (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.4
00007ff81140e163 (__TEXT,__text) non-external _ne_filter_protocol_output_available
00007ff81141be50 (__TEXT,__text) non-external _ne_filter_protocol_output_available.cold.1
00007ff81141beb4 (__TEXT,__text) non-external _ne_filter_protocol_output_available.cold.2
00007ff81141bf18 (__TEXT,__text) non-external _ne_filter_protocol_output_available.cold.3
00007ff81140e437 (__TEXT,__text) non-external _ne_filter_protocol_output_finished
00007ff81141c179 (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.1
00007ff81141c1dd (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.2
00007ff81141c241 (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.3
00007ff81141c274 (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.4
00007ff81140fa88 (__TEXT,__text) external _ne_filter_protocol_release
00007ff81140c3a2 (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler
00007ff81141b58c (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler.cold.1
00007ff81141b5f0 (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler.cold.2
00007ff81140fa11 (__TEXT,__text) external _ne_filter_protocol_retain
00007ff81141ce23 (__TEXT,__text) non-external _ne_filter_protocol_retain.cold.1
00007ff81141ce87 (__TEXT,__text) non-external _ne_filter_protocol_retain.cold.2
00007ff811411b25 (__TEXT,__text) non-external _ne_filter_read_approved_frames
00007ff81141d8c0 (__TEXT,__text) non-external _ne_filter_read_approved_frames.cold.1
00007ff81141601c (__TEXT,__text) non-external _ne_filter_read_from_network
00007ff81141e18c (__TEXT,__text) non-external _ne_filter_read_from_network.cold.1
00007ff81141e1f0 (__TEXT,__text) non-external _ne_filter_read_from_network.cold.2
00007ff81141e254 (__TEXT,__text) non-external _ne_filter_read_from_network.cold.3
00007ff81140a96b (__TEXT,__text) external _ne_filter_register_flow
00007ff81140a0f9 (__TEXT,__text) external _ne_filter_request_connection
00007ff81141ac7e (__TEXT,__text) non-external _ne_filter_request_connection.cold.1
00007ff8114165c8 (__TEXT,__text) non-external _ne_filter_send_approved_frames
00007ff81141e387 (__TEXT,__text) non-external _ne_filter_send_approved_frames.cold.1
00007ff81141e3eb (__TEXT,__text) non-external _ne_filter_send_approved_frames.cold.2
00007ff81140a75e (__TEXT,__text) external _ne_filter_send_message
00007ff81140a965 (__TEXT,__text) external _ne_filter_set_test_crypto_state
00007ff81140a94e (__TEXT,__text) external _ne_filter_set_test_provider_factory
00007ff81140a6cb (__TEXT,__text) external _ne_filter_sign_data
00007ff81140a884 (__TEXT,__text) external _ne_filter_stats_destroy
00007ff81140a7de (__TEXT,__text) external _ne_filter_stats_init
00007ff81140aa24 (__TEXT,__text) external _ne_filter_stats_report
00007ff81141ad70 (__TEXT,__text) non-external _ne_filter_stats_report.cold.1
00007ff81141ad9e (__TEXT,__text) non-external _ne_filter_stats_report.cold.2
00007ff81140af72 (__TEXT,__text) external _ne_filter_stats_report_register
00007ff81141adcc (__TEXT,__text) non-external _ne_filter_stats_report_register.cold.1
00007ff81141ae00 (__TEXT,__text) non-external _ne_filter_stats_report_register.cold.2
00007ff81140b0da (__TEXT,__text) external _ne_filter_stats_report_unregister
00007ff81141ae33 (__TEXT,__text) non-external _ne_filter_stats_report_unregister.cold.1
00007ff81140b707 (__TEXT,__text) external _ne_filter_stats_toggle
00007ff81141b0cc (__TEXT,__text) non-external _ne_filter_stats_toggle.cold.1
00007ff81140a9c8 (__TEXT,__text) external _ne_filter_unregister_flow
00007ff811407629 (__TEXT,__text) external _ne_force_reset_uuid_cache
00007ff811402bde (__TEXT,__text) external _ne_get_configuration_generation
00007ff811419539 (__TEXT,__text) non-external _ne_get_configuration_generation.cold.1
00007ff8114195b6 (__TEXT,__text) non-external _ne_get_configuration_generation.cold.2
00007ff84292e4c8 (__DATA,__data) non-external _ne_get_configuration_generation.configuration_changed_token
00007ff84292e9b0 (__DATA,__bss) non-external _ne_get_configuration_generation.current_generation
00007ff84292e980 (__DATA,__bss) non-external _ne_helper_last_approved_associated_domains
00007ff84292e978 (__DATA,__bss) non-external _ne_helper_last_approved_bundle
00007ff84292e970 (__DATA,__bss) non-external _ne_helper_skip_associated_domain_bundles
00007ff84292e5f0 (__DATA,__bss) non-external _ne_helper_tracker_lock
00007ff84292e5f8 (__DATA,__bss) non-external _ne_helper_tracker_trie
00007ff8114086a5 (__TEXT,__text) external _ne_is_sockaddr_valid
                 (undefined) external _ne_log_obj (from libSystem)
00007ff84292e4a0 (__DATA,__data) external _ne_necp_drop_dest_plist_paths
00007ff81140498a (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_dest_list
00007ff8114199e2 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_dest_list.cold.1
00007ff811419a62 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_dest_list.cold.2
00007ff81140466b (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_path
00007ff811419786 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.1
00007ff8114197ff (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.2
00007ff81141988c (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.3
00007ff811419905 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.4
00007ff811405912 (__TEXT,__text) external _ne_session_address_matches_subnets
00007ff81140726e (__TEXT,__text) external _ne_session_agent_get_advisory
00007ff8114071db (__TEXT,__text) external _ne_session_agent_get_advisory_interface_index
00007ff811402dda (__TEXT,__text) external _ne_session_always_on_vpn_configs_present
00007ff811402dec (__TEXT,__text) external _ne_session_always_on_vpn_configs_present_at_boot
00007ff811402dc8 (__TEXT,__text) external _ne_session_app_vpn_configs_present
00007ff8114035d0 (__TEXT,__text) external _ne_session_cancel
00007ff811408bf6 (__TEXT,__text) external _ne_session_clear_caches
00007ff811403505 (__TEXT,__text) non-external _ne_session_clear_event_handler
00007ff8114030ee (__TEXT,__text) external _ne_session_content_filter_configs_present
00007ff811406fbd (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_socket
00007ff81141a14a (__TEXT,__text) non-external _ne_session_copy_app_data_from_flow_divert_socket.cold.1
00007ff81141a17e (__TEXT,__text) non-external _ne_session_copy_app_data_from_flow_divert_socket.cold.2
00007ff81141a1da (__TEXT,__text) non-external _ne_session_copy_app_data_from_flow_divert_socket.cold.3
00007ff811407111 (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_token
00007ff811405d05 (__TEXT,__text) non-external _ne_session_copy_cached_values_locked
00007ff811407d53 (__TEXT,__text) external _ne_session_copy_os_version_string
00007ff81141a725 (__TEXT,__text) non-external _ne_session_copy_os_version_string.cold.1
00007ff81141a785 (__TEXT,__text) non-external _ne_session_copy_os_version_string.cold.2
00007ff811405112 (__TEXT,__text) external _ne_session_copy_policy_match
00007ff81140646a (__TEXT,__text) external _ne_session_copy_security_session_info
00007ff81141a028 (__TEXT,__text) non-external _ne_session_copy_security_session_info.cold.1
00007ff811406264 (__TEXT,__text) external _ne_session_copy_socket_attributes
00007ff811408919 (__TEXT,__text) external _ne_session_copy_socket_domain_attributes
00007ff811403148 (__TEXT,__text) external _ne_session_create
00007ff8114029f6 (__TEXT,__text) external _ne_session_disable_restrictions
00007ff84292e998 (__DATA,__bss) non-external _ne_session_disable_restrictions.current_state
00007ff84292e4bc (__DATA,__data) non-external _ne_session_disable_restrictions.disable_restrictions_token
00007ff811403100 (__TEXT,__text) external _ne_session_dns_proxy_configs_present
00007ff811403124 (__TEXT,__text) external _ne_session_dns_settings_configs_present
00007ff8114043a4 (__TEXT,__text) external _ne_session_establish_ipc
00007ff811402a9a (__TEXT,__text) external _ne_session_fallback_advisory
00007ff84292e9a0 (__DATA,__bss) non-external _ne_session_fallback_advisory.current_state
00007ff84292e4c0 (__DATA,__data) non-external _ne_session_fallback_advisory.fallback_advisory_token
00007ff811402b3e (__TEXT,__text) external _ne_session_fallback_default
00007ff84292e9a8 (__DATA,__bss) non-external _ne_session_fallback_default.current_state
00007ff84292e4c4 (__DATA,__data) non-external _ne_session_fallback_default.fallback_default_token
00007ff811407173 (__TEXT,__text) external _ne_session_get_config_id_from_network_agent
00007ff811404391 (__TEXT,__text) external _ne_session_get_configuration_id
00007ff811405ef8 (__TEXT,__text) non-external _ne_session_get_domain_dict_from_session_dict
00007ff811403ee0 (__TEXT,__text) external _ne_session_get_info
00007ff811403f91 (__TEXT,__text) external _ne_session_get_info2
00007ff811403ef4 (__TEXT,__text) non-external _ne_session_get_info_with_parameters
00007ff811405e0f (__TEXT,__text) non-external _ne_session_get_session_dict_from_cache
00007ff811403637 (__TEXT,__text) external _ne_session_get_status
00007ff811403956 (__TEXT,__text) external _ne_session_info_type_to_string
00007ff811404f9a (__TEXT,__text) external _ne_session_initialize_necp_drop_all
00007ff811404a5f (__TEXT,__text) external _ne_session_initialize_necp_drop_dest
00007ff811419ae2 (__TEXT,__text) non-external _ne_session_initialize_necp_drop_dest.cold.1
00007ff811419b62 (__TEXT,__text) non-external _ne_session_initialize_necp_drop_dest.cold.2
00007ff811402f12 (__TEXT,__text) external _ne_session_is_always_on_vpn_enabled
