00007ffb183fcc1f (__TEXT,__text) external _AAArchiveStreamCancel
00007ffb1841cb67 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffb1841cc88 (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffb18447eec (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffb1844836e (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffb184486b8 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffb184487d9 (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffb184488ad (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb40977a58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffb183ff600 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb183ff620 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb184233e9 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffb18449470 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffb18445e35 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffb18445e42 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffb18445d02 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffb1842d2fa (__TEXT,__text) non-external (was a private external) _aaComputeHashes
00007ffb1842d0f2 (__TEXT,__text) non-external (was a private external) _aaComputeHashesFD
00007ffb18447ed0 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffb184475b4 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffb1844764c (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffb18447480 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffb184472e6 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffb184418ef (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffb18440b20 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffb1844103e (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffb18440efc (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffb1842e5b5 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffb1842de94 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffb1842ec31 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesAreEqual
00007ffb1842d56b (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffb1842db33 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffb1842ed83 (__TEXT,__text) non-external (was a private external) _aaEntryHashesAreEqual
00007ffb1842ed3a (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesAreEqual
00007ffb1842d542 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffb1843eb77 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffb1843e1f0 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffb1843e65f (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffb1843e527 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffb184427b6 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffb184429c9 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffb18442890 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffb18444d01 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffb18444c65 (__TEXT,__text) non-external _aaFileStreamClose
00007ffb18444ccb (__TEXT,__text) non-external _aaFileStreamPRead
00007ffb18444ce6 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffb18444c95 (__TEXT,__text) non-external _aaFileStreamRead
00007ffb18444d0e (__TEXT,__text) non-external _aaFileStreamSeek
00007ffb18444d29 (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffb18444cb0 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffb1842d3bc (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffb1843b8e0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffb1843bf30 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffb184453b7 (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffb184452a7 (__TEXT,__text) non-external _aaMagicStreamClose
00007ffb184452ca (__TEXT,__text) non-external _aaMagicStreamRead
00007ffb1844684c (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffb184450ed (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffb184450b4 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffb18445110 (__TEXT,__text) non-external _aaSharedBufferRead
00007ffb184450e3 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffb18445706 (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffb18445491 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffb184455b4 (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffb1844549e (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffb18444f66 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffb1842ebf7 (__TEXT,__text) non-external (was a private external) _aaTimespecAreEqual
00007ffb184423f7 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffb18402cb3 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffb1840294d (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffb18415b70 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffb184149d7 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffb184146bd (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffb1841463b (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffb184171a9 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffb18416a4d (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffb18402c2a (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffb18402969 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffb184028be (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffb18402a16 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffb18415ec4 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffb18415d9c (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffb18415d43 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffb18426dc2 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffb18425f2c (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffb18408048 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffb18402eaf (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffb184041a4 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffb18402e9b (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffb1840bb94 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffb1840ac7a (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffb1840acb4 (__TEXT,__text) non-external _aeaInputStreamClose
00007ffb1840ae86 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffb1840b3da (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffb1840aa60 (__TEXT,__text) non-external _aeaInputStreamRead
00007ffb1840ffa1 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffb1844f7a0 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffb18402b63 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffb1840d738 (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffb1840d754 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffb1840df8a (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffb1840e483 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffb1840c034 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffb1840c533 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffb1840d4d2 (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffb1840cdeb (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffb18417113 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffb184028b0 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffb18402b89 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffb18440ad5 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffb18440a8f (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffb183fcce3 (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffb18422fe1 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffb1843d7e2 (__TEXT,__text) non-external _append_field
00007ffb1843af1a (__TEXT,__text) non-external _applyEntryAttributes
00007ffb18421bea (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffb18421ef1 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffb183ffbfc (__TEXT,__text) non-external _asyncContext
00007ffb18414310 (__TEXT,__text) non-external _asyncContext
00007ffb183fff09 (__TEXT,__text) non-external _asyncProgress
00007ffb18414623 (__TEXT,__text) non-external _asyncProgress
00007ffb183ffef1 (__TEXT,__text) non-external _asyncSelect
                 (undefined) external _bsearch (from libSystem)
                 (undefined) external _calloc (from libSystem)
00007ffb1842c7c1 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffb1841a35d (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffb18429665 (__TEXT,__text) non-external _chunkAppendHole
00007ffb18429637 (__TEXT,__text) non-external _chunkDestroy
00007ffb1841a9dd (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
00007ffb18436b61 (__TEXT,__text) non-external _cmpNodesProc
00007ffb183fc7ba (__TEXT,__text) non-external _cmpRange
00007ffb183ff55e (__TEXT,__text) non-external _cmp_entries_clc
00007ffb183ff531 (__TEXT,__text) non-external _cmp_entries_hlc
00007ffb183ff5df (__TEXT,__text) non-external _cmp_entries_offset
00007ffb183ff58b (__TEXT,__text) non-external _cmp_entries_slc
00007ffb184341e4 (__TEXT,__text) non-external _cmp_keys
00007ffb183fff21 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffb18420c29 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffb18420b89 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffb18424a5b (__TEXT,__text) non-external _convertStreamAbort
00007ffb18424cbc (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffb1842387c (__TEXT,__text) non-external _convertStreamClose
00007ffb18424ea7 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffb18424c2b (__TEXT,__text) non-external _convertStreamEndEntry
00007ffb18424b8e (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffb184245f8 (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffb184238f9 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffb184212b6 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffb1842163a (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffb184349d6 (__TEXT,__text) non-external _create
00007ffb1842367e (__TEXT,__text) non-external _createErrorContextKey
00007ffb184230e7 (__TEXT,__text) non-external (was a private external) _createThread
00007ffb18412a9e (__TEXT,__text) non-external _currentWriteBufferFull
00007ffb18444a40 (__TEXT,__text) non-external _decodeStreamAbort
00007ffb18444205 (__TEXT,__text) non-external _decodeStreamClose
00007ffb18443a5e (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffb18443d9f (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffb18443c61 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffb18444878 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffb18443b39 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffb1844434b (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffb1844398b (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffb183fc7a8 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffb183fb14c (__TEXT,__text) non-external _decryptAsyncClose
00007ffb183fb34e (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffb183fb49b (__TEXT,__text) non-external _decryptAsyncProcess
00007ffb18425f02 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffb18425d87 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffb18425f0f (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffb18425f1c (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffb18411f6c (__TEXT,__text) non-external _ecc65537Inv
00007ffb18411b80 (__TEXT,__text) non-external _ecc65537PolyEval
00007ffb18411e03 (__TEXT,__text) non-external _ecc65537Solve
00007ffb18411be3 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffb1844340d (__TEXT,__text) non-external _encoderStreamAbort
00007ffb1844325a (__TEXT,__text) non-external _encoderStreamClose
00007ffb184435a7 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffb1844342a (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffb18422ab0 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffb1842bd49 (__TEXT,__text) non-external _entryMessage
00007ffb1843acea (__TEXT,__text) non-external _entryRelease
00007ffb18422430 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffb18422551 (__TEXT,__text) non-external _enumerateTree_rec
00007ffb1843581a (__TEXT,__text) non-external _expandDirThreadProc
00007ffb1843accd (__TEXT,__text) non-external _extractStreamAbort
00007ffb184387c8 (__TEXT,__text) non-external _extractStreamClose
00007ffb1843b63d (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffb1843b715 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffb1843b4a2 (__TEXT,__text) non-external _extractStreamStateFail
00007ffb1843a5a5 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffb18439718 (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffb1842c5a4 (__TEXT,__text) non-external _extractThread
00007ffb1843ae42 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffb1843779f (__TEXT,__text) non-external _extractThreadProc
00007ffb1843b58c (__TEXT,__text) non-external _extractThreadSendCommand
00007ffb1842c18c (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffb1842bfa1 (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffb1842c196 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffb1842c20f (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffb1840f7d1 (__TEXT,__text) non-external _findFirst
                 (undefined) external _flistxattr (from libSystem)
00007ffb1844384c (__TEXT,__text) non-external _flushOBuf
00007ffb1841d570 (__TEXT,__text) non-external _flushToResourceFork
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffb42fae970 (__DATA,__bss) non-external _gErrorContextKey
00007ffb18422166 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffb18420981 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffb1842362c (__TEXT,__text) non-external _getErrorContextKey
00007ffb42fae960 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffb18427870 (__TEXT,__text) non-external _getFieldBlob
00007ffb18421abd (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffb18421a3c (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffb18422017 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffb184220dd (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffb184219b6 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffb184221f8 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffb1842220e (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffb1842229c (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffb18421f95 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffb1840104e (__TEXT,__text) non-external _getHeader
00007ffb1843678a (__TEXT,__text) non-external _getPath
00007ffb1842094d (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffb18420f9a (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffb1842c82e (__TEXT,__text) non-external _getTempSegmentFilename
00007ffb1842299b (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffb1844b921 (__TEXT,__text) non-external _graisAbort
00007ffb18449c22 (__TEXT,__text) non-external _graisClose
00007ffb1844b4ff (__TEXT,__text) non-external _graisPRead
00007ffb1844b4d7 (__TEXT,__text) non-external _graisRead
00007ffb1844b8db (__TEXT,__text) non-external _graisSeek
00007ffb18435768 (__TEXT,__text) non-external _increaseCapacity
00007ffb1843bd64 (__TEXT,__text) non-external _init_blob_with_magic
00007ffb1842102c (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffb1844098c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffb18423422 (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffb18422b7c (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffb18443cf8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffb184297dd (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffb1843f5a0 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffb1842c65f (__TEXT,__text) non-external _loadTempSegment
00007ffb1842c21d (__TEXT,__text) non-external _loadThread
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffb18420a50 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffb18418996 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffb18418989 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffb184189cb (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffb184189a8 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffb18418a22 (__TEXT,__text) non-external _memoryInputStreamSeek
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
00007ffb18436113 (__TEXT,__text) non-external _normalize
00007ffb18420adb (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffb1842c8c2 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffb184582d0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffb1840011d (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffb18420ec1 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffb18400fc4 (__TEXT,__text) non-external _pcRead
00007ffb1840038f (__TEXT,__text) non-external _pcWrite
00007ffb18427f5b (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffb1844baa5 (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffb184280d1 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffb18413d29 (__TEXT,__text) non-external _processEntry
00007ffb18425c19 (__TEXT,__text) non-external _processSegment
00007ffb1842ba11 (__TEXT,__text) non-external _processSegment
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffb183fc7d5 (__TEXT,__text) non-external _pushPaddingRange
00007ffb183fb024 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffb18410f18 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffb1841ceb8 (__TEXT,__text) non-external _rangeInputStreamCancel
