0000000180f8233c (__TEXT,__text) external _APL_dgemm
0000000181143dc8 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
0000000181180de4 (__TEXT,__text) external _cblas_ctrmv
0000000181130e34 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00000001811546e8 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
000000018116e7f8 (__TEXT,__text) external _cblas_ctrsm
000000018111e8e0 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
0000000181144e24 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
0000000181181868 (__TEXT,__text) external _cblas_ctrsv
00000001811318b8 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
0000000181155188 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
000000018115fb0c (__TEXT,__text) external _cblas_dasum
0000000180fdfd90 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
000000018110dee4 (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
000000018115fb68 (__TEXT,__text) external _cblas_daxpy
0000000180fdfdec (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
000000018110df38 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
000000018115fc44 (__TEXT,__text) external _cblas_dcopy
0000000180fdfec8 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
000000018110dff8 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
000000018115fab8 (__TEXT,__text) external _cblas_ddot
0000000180fdfd3c (__TEXT,__text) external _cblas_ddot$NEWLAPACK
000000018110dea0 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
000000018116313c (__TEXT,__text) external _cblas_dgbmv
00000001810fabb0 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
0000000181113a7c (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00000001811609ac (__TEXT,__text) external _cblas_dgemm
000000018109dce0 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
00000001811114e0 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
000000018109dd50 (__TEXT,__text) external _cblas_dgemm_singlecore
0000000180e03600 (__TEXT,__text) external _cblas_dgemv
0000000180e53d8c (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
000000018110cb44 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
0000000180e53df0 (__TEXT,__text) external _cblas_dgemv_singlecore
0000000180e02a14 (__TEXT,__text) external _cblas_dger
0000000180e53b48 (__TEXT,__text) external _cblas_dger$NEWLAPACK
000000018110ca54 (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
000000018115fca8 (__TEXT,__text) external _cblas_dnrm2
0000000180fdff2c (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
000000018110e04c (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
000000018115fd78 (__TEXT,__text) external _cblas_drot
0000000180fe0030 (__TEXT,__text) external _cblas_drot$NEWLAPACK
000000018110e128 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
000000018117c3f8 (__TEXT,__text) external _cblas_drotg
000000018112a264 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00000001811501c0 (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
000000018115fe20 (__TEXT,__text) external _cblas_drotm
0000000180fe00d8 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
000000018110e1c0 (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
000000018117c4ec (__TEXT,__text) external _cblas_drotmg
000000018112a358 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00000001811502b4 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
0000000181163548 (__TEXT,__text) external _cblas_dsbmv
00000001810fbf1c (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
0000000181113e88 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
0000000180e029e0 (__TEXT,__text) external _cblas_dscal
0000000180fdff50 (__TEXT,__text) external _cblas_dscal$NEWLAPACK
000000018110e068 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
000000018115e278 (__TEXT,__text) external _cblas_dsdot
0000000180e176b4 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
0000000181108d68 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
000000018115e9e0 (__TEXT,__text) external _cblas_dspmv
0000000180e55ef4 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
000000018110cea8 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
0000000181163e34 (__TEXT,__text) external _cblas_dspr
00000001810fff70 (__TEXT,__text) external _cblas_dspr$NEWLAPACK
00000001811146d4 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
0000000181164034 (__TEXT,__text) external _cblas_dspr2
0000000181100674 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
00000001811148d8 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
000000018115fcf8 (__TEXT,__text) external _cblas_dswap
0000000180fdffb0 (__TEXT,__text) external _cblas_dswap$NEWLAPACK
000000018110e0b8 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
000000018115dabc (__TEXT,__text) external _cblas_dsymm
0000000180e16ef8 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
00000001811085fc (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
0000000181162e70 (__TEXT,__text) external _cblas_dsymv
00000001810f0c98 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
00000001811137cc (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
000000018115e828 (__TEXT,__text) external _cblas_dsyr
0000000180e53e54 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
000000018110cb94 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
000000018115e8e8 (__TEXT,__text) external _cblas_dsyr2
0000000180e53f14 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
000000018110cc5c (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
000000018115ff04 (__TEXT,__text) external _cblas_dsyr2k
000000018103d6f4 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
000000018111064c (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00000001811602ac (__TEXT,__text) external _cblas_dsyrk
000000018108103c (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
0000000181110990 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00000001811638a4 (__TEXT,__text) external _cblas_dtbmv
00000001810fd09c (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
00000001811141c4 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
0000000181163b6c (__TEXT,__text) external _cblas_dtbsv
00000001810fe2c4 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
000000018111444c (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00000001811642a8 (__TEXT,__text) external _cblas_dtpmv
000000018110361c (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
0000000181114b28 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00000001811644f4 (__TEXT,__text) external _cblas_dtpsv
00000001811068b0 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
0000000181114d54 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00000001811605e8 (__TEXT,__text) external _cblas_dtrmm
0000000181085f8c (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
0000000181111144 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
0000000180e030e0 (__TEXT,__text) external _cblas_dtrmv
0000000180e5400c (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
000000018110cd54 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
000000018115deac (__TEXT,__text) external _cblas_dtrsm
0000000180e172e8 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00000001811089b4 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
0000000181162c00 (__TEXT,__text) external _cblas_dtrsv
00000001810ef764 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
0000000181113588 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
00000001811831a4 (__TEXT,__text) external _cblas_dzasum
00000001811331f4 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
0000000181156a80 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
0000000181183208 (__TEXT,__text) external _cblas_dznrm2
0000000181133258 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
0000000181156ae0 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
000000018118a7f8 (__TEXT,__text) external _cblas_errprn
000000018113bfac (__TEXT,__text) external _cblas_errprn$NEWLAPACK
000000018115da64 (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
0000000181182f50 (__TEXT,__text) external _cblas_icamax
0000000181132fa0 (__TEXT,__text) external _cblas_icamax$NEWLAPACK
0000000181156838 (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
0000000180e02790 (__TEXT,__text) external _cblas_idamax
0000000181107830 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
0000000181115338 (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
0000000181164740 (__TEXT,__text) external _cblas_isamax
000000018110720c (__TEXT,__text) external _cblas_isamax$NEWLAPACK
0000000181114f80 (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
00000001811832f8 (__TEXT,__text) external _cblas_izamax
0000000181133348 (__TEXT,__text) external _cblas_izamax$NEWLAPACK
0000000181156bcc (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
000000018115e390 (__TEXT,__text) external _cblas_sasum
0000000180e177cc (__TEXT,__text) external _cblas_sasum$NEWLAPACK
0000000181108e50 (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
000000018115e3ec (__TEXT,__text) external _cblas_saxpy
0000000180e17828 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
0000000181108ea4 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
000000018118307c (__TEXT,__text) external _cblas_scasum
00000001811330cc (__TEXT,__text) external _cblas_scasum$NEWLAPACK
0000000181156960 (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
00000001811830d8 (__TEXT,__text) external _cblas_scnrm2
0000000181133128 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00000001811569b8 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
000000018115e4c8 (__TEXT,__text) external _cblas_scopy
0000000180e17904 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
0000000181108f64 (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
000000018115e348 (__TEXT,__text) external _cblas_sdot
0000000180e17784 (__TEXT,__text) external _cblas_sdot$NEWLAPACK
0000000181108e18 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
000000018115e2cc (__TEXT,__text) external _cblas_sdsdot
0000000180e17708 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
0000000181108dac (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
0000000181161348 (__TEXT,__text) external _cblas_sgbmv
00000001810e0900 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
0000000181111de4 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
000000018115e7b8 (__TEXT,__text) external _cblas_sgemm
0000000180e196bc (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
00000001811091fc (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
0000000180e1972c (__TEXT,__text) external _cblas_sgemm_singlecore
000000018115f770 (__TEXT,__text) external _cblas_sgemv
0000000180f87f34 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
000000018110db58 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
0000000180f87f98 (__TEXT,__text) external _cblas_sgemv_singlecore
000000018115f680 (__TEXT,__text) external _cblas_sger
0000000180f87d04 (__TEXT,__text) external _cblas_sger$NEWLAPACK
000000018110da68 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
000000018115e52c (__TEXT,__text) external _cblas_snrm2
0000000180e17968 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
0000000181108fb8 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
000000018115e630 (__TEXT,__text) external _cblas_srot
0000000180e17a6c (__TEXT,__text) external _cblas_srot$NEWLAPACK
0000000181109094 (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
000000018117c7c8 (__TEXT,__text) external _cblas_srotg
000000018112a634 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
0000000181150590 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
000000018115e6d8 (__TEXT,__text) external _cblas_srotm
0000000180e17b14 (__TEXT,__text) external _cblas_srotm$NEWLAPACK
000000018110912c (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
000000018117c8b8 (__TEXT,__text) external _cblas_srotmg
000000018112a724 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
0000000181150680 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
0000000181161754 (__TEXT,__text) external _cblas_ssbmv
00000001810e15d0 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
00000001811121f0 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
000000018115e550 (__TEXT,__text) external _cblas_sscal
0000000180e1798c (__TEXT,__text) external _cblas_sscal$NEWLAPACK
0000000181108fd4 (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
0000000181161ab0 (__TEXT,__text) external _cblas_sspmv
00000001810e20d8 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
000000018111252c (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
0000000181161d6c (__TEXT,__text) external _cblas_sspr
00000001810e2770 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00000001811127dc (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
0000000181161f6c (__TEXT,__text) external _cblas_sspr2
00000001810e2ee4 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
00000001811129d0 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
000000018115e5b0 (__TEXT,__text) external _cblas_sswap
0000000180e179ec (__TEXT,__text) external _cblas_sswap$NEWLAPACK
0000000181109024 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
0000000181160a1c (__TEXT,__text) external _cblas_ssymm
00000001810d1f28 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
0000000181111538 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
000000018116107c (__TEXT,__text) external _cblas_ssymv
00000001810dd7ec (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
0000000181111b34 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
000000018115f7d4 (__TEXT,__text) external _cblas_ssyr
0000000180f87ffc (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
000000018110dba8 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
000000018115f888 (__TEXT,__text) external _cblas_ssyr2
0000000180f880b0 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
000000018110dc64 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
000000018115ebd8 (__TEXT,__text) external _cblas_ssyr2k
0000000180e66478 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
000000018110d088 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
000000018115ef80 (__TEXT,__text) external _cblas_ssyrk
0000000180ecfb24 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
000000018110d3cc (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00000001811621d8 (__TEXT,__text) external _cblas_stbmv
00000001810e4144 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
0000000181112c20 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00000001811624a0 (__TEXT,__text) external _cblas_stbsv
00000001810e5694 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
0000000181112ea8 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
0000000181162768 (__TEXT,__text) external _cblas_stpmv
00000001810e8af8 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
0000000181113130 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00000001811629b4 (__TEXT,__text) external _cblas_stpsv
00000001810eca0c (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
000000018111335c (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
000000018115f2bc (__TEXT,__text) external _cblas_strmm
0000000180f82a40 (__TEXT,__text) external _cblas_strmm$NEWLAPACK
000000018110d6cc (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
000000018115f96c (__TEXT,__text) external _cblas_strmv
0000000180f88194 (__TEXT,__text) external _cblas_strmv$NEWLAPACK
000000018110dd4c (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
0000000181164998 (__TEXT,__text) external _cblas_strsm
0000000181107464 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
0000000181114f84 (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
0000000181160e0c (__TEXT,__text) external _cblas_strsv
00000001810dc35c (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00000001811118f0 (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
000000018118a760 (__TEXT,__text) external _cblas_xerbla
000000018113bf14 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
000000018115d9cc (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
0000000181183700 (__TEXT,__text) external _cblas_zaxpy
0000000181133750 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
0000000181156fc8 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
0000000181183810 (__TEXT,__text) external _cblas_zcopy
0000000181133860 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00000001811570d4 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
0000000181183904 (__TEXT,__text) external _cblas_zdotc_sub
0000000181133954 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00000001811571bc (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
0000000181183a7c (__TEXT,__text) external _cblas_zdotu_sub
0000000181133a98 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00000001811572fc (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
0000000181183bc0 (__TEXT,__text) external _cblas_zdrot
0000000181133bdc (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
000000018115743c (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
0000000181183c50 (__TEXT,__text) external _cblas_zdscal
0000000181133c6c (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00000001811574c8 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00000001811842a0 (__TEXT,__text) external _cblas_zgbmv
000000018113411c (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
0000000181157948 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
000000018117279c (__TEXT,__text) external _cblas_zgemm
0000000181120608 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
0000000181146af0 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
00000001811849cc (__TEXT,__text) external _cblas_zgemv
0000000181134814 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
000000018115801c (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
0000000181185648 (__TEXT,__text) external _cblas_zgerc
0000000181135490 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
0000000181158cd4 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
0000000181185d24 (__TEXT,__text) external _cblas_zgeru
0000000181135b6c (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00000001811593a0 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
0000000181186488 (__TEXT,__text) external _cblas_zhbmv
00000001811362d0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
0000000181159afc (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
000000018117364c (__TEXT,__text) external _cblas_zhemm
00000001811214b8 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
0000000181147938 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
000000018118670c (__TEXT,__text) external _cblas_zhemv
00000001811368ac (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
0000000181159d98 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
0000000181186de0 (__TEXT,__text) external _cblas_zher
0000000181137264 (__TEXT,__text) external _cblas_zher$NEWLAPACK
000000018115a49c (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00000001811874f8 (__TEXT,__text) external _cblas_zher2
000000018113797c (__TEXT,__text) external _cblas_zher2$NEWLAPACK
000000018115abbc (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
0000000181174700 (__TEXT,__text) external _cblas_zher2k
000000018112256c (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
0000000181148978 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
0000000181175a3c (__TEXT,__text) external _cblas_zherk
0000000181123978 (__TEXT,__text) external _cblas_zherk$NEWLAPACK
0000000181149be4 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
0000000181187b28 (__TEXT,__text) external _cblas_zhpmv
0000000181137fac (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
000000018115b1cc (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
0000000181187d58 (__TEXT,__text) external _cblas_zhpr
00000001811384c8 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
000000018115b408 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
0000000181187ec8 (__TEXT,__text) external _cblas_zhpr2
0000000181138838 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
000000018115b580 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
0000000181183d38 (__TEXT,__text) external _cblas_zrotg
0000000181133d54 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00000001811575ac (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
0000000181183eb8 (__TEXT,__text) external _cblas_zscal
0000000181133ed4 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
000000018115772c (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
000000018118422c (__TEXT,__text) external _cblas_zswap
00000001811340a8 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00000001811578d8 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
0000000181178264 (__TEXT,__text) external _cblas_zsymm
00000001811261a0 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
000000018114c388 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
0000000181179320 (__TEXT,__text) external _cblas_zsyr2k
000000018112725c (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
000000018114d3d0 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
000000018117a598 (__TEXT,__text) external _cblas_zsyrk
00000001811284d4 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
000000018114e4f8 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
0000000181188480 (__TEXT,__text) external _cblas_ztbmv
0000000181138df0 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
000000018115bb1c (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
0000000181188728 (__TEXT,__text) external _cblas_ztbsv
00000001811394bc (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
000000018115bdf0 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
00000001811889d0 (__TEXT,__text) external _cblas_ztpmv
0000000181139cfc (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
000000018115c0c4 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
0000000181188c20 (__TEXT,__text) external _cblas_ztpsv
000000018113a2f8 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
000000018115c324 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
000000018117b270 (__TEXT,__text) external _cblas_ztrmm
00000001811291ac (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
000000018114f15c (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
000000018118934c (__TEXT,__text) external _cblas_ztrmv
000000018113aa88 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
000000018115c57c (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
0000000181176898 (__TEXT,__text) external _cblas_ztrsm
00000001811247d4 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
000000018114a9fc (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
0000000181189c84 (__TEXT,__text) external _cblas_ztrsv
000000018113b3c0 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
000000018115ced4 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
0000000180e092c4 (__TEXT,__text) external _ccopy
00000001810841f4 (__TEXT,__text) external _ccopy$NEWLAPACK
0000000181110eb0 (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
0000000180e092c4 (__TEXT,__text) external _ccopy_
0000000180e092ec (__TEXT,__text) external _cdotc
0000000181084234 (__TEXT,__text) external _cdotc$NEWLAPACK
0000000181110ef0 (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
0000000180e092ec (__TEXT,__text) external _cdotc_
0000000180e09314 (__TEXT,__text) external _cdotu
000000018108425c (__TEXT,__text) external _cdotu$NEWLAPACK
0000000181110f18 (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
0000000180e09314 (__TEXT,__text) external _cdotu_
0000000180e07670 (__TEXT,__text) external _cgbmv
0000000180e507f0 (__TEXT,__text) external _cgbmv$NEWLAPACK
000000018110975c (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
0000000180e07670 (__TEXT,__text) external _cgbmv_
0000000180e045d4 (__TEXT,__text) external _cgemm
0000000180fe0544 (__TEXT,__text) external _cgemm$NEWLAPACK
000000018110e4ec (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
0000000180e045d4 (__TEXT,__text) external _cgemm_
0000000180e07594 (__TEXT,__text) external _cgemv
0000000180e50468 (__TEXT,__text) external _cgemv$NEWLAPACK
00000001811093ec (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
0000000180e07594 (__TEXT,__text) external _cgemv_
0000000180e080e0 (__TEXT,__text) external _cgerc
0000000180e50a28 (__TEXT,__text) external _cgerc$NEWLAPACK
0000000181109984 (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
0000000180e080e0 (__TEXT,__text) external _cgerc_
0000000180e08144 (__TEXT,__text) external _cgeru
0000000180e50ae8 (__TEXT,__text) external _cgeru$NEWLAPACK
0000000181109a3c (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
0000000180e08144 (__TEXT,__text) external _cgeru_
0000000180e07810 (__TEXT,__text) external _chbmv
0000000180e50ba8 (__TEXT,__text) external _chbmv$NEWLAPACK
