                 (undefined) external _Block_size (from libSystem)
                 (indirect) external _Block_size (for _Block_size)
                 (undefined) external _CCEC_FAULT_CANARY (from libSystem)
                 (indirect) external _CCEC_FAULT_CANARY (for _CCEC_FAULT_CANARY)
                 (undefined) external _CCRSA_PKCS1_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PKCS1_FAULT_CANARY (for _CCRSA_PKCS1_FAULT_CANARY)
                 (undefined) external _CCRSA_PSS_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PSS_FAULT_CANARY (for _CCRSA_PSS_FAULT_CANARY)
                 (undefined) external _CCSS_PRIME_P192 (from libSystem)
                 (indirect) external _CCSS_PRIME_P192 (for _CCSS_PRIME_P192)
                 (undefined) external _CCSS_PRIME_P224 (from libSystem)
                 (indirect) external _CCSS_PRIME_P224 (for _CCSS_PRIME_P224)
                 (undefined) external _CCSS_PRIME_P256 (from libSystem)
                 (indirect) external _CCSS_PRIME_P256 (for _CCSS_PRIME_P256)
                 (undefined) external _CCSS_PRIME_P384 (from libSystem)
                 (indirect) external _CCSS_PRIME_P384 (for _CCSS_PRIME_P384)
                 (undefined) external _CCSS_PRIME_P521 (from libSystem)
                 (indirect) external _CCSS_PRIME_P521 (for _CCSS_PRIME_P521)
00007ff80005b573 (__TEXT,__text) non-external _DiToMD5
00007ff80004659a (__TEXT,__text) external __ZN25IODataQueueDispatchSource4freeEv
00007ff80004633c (__TEXT,__text) external __ZN25IODataQueueDispatchSource4initEv
00007ff80006c88a (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.1
00007ff80006c8ab (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.2
00007ff80005d390 (__TEXT,__text) external __ZN25IODataQueueDispatchSource6CreateEyP15IODispatchQueuePPS_
00007ff800046762 (__TEXT,__text) external __ZN25IODataQueueDispatchSource7DequeueEU13block_pointerFvPKvmE
00007ff8000468ee (__TEXT,__text) external __ZN25IODataQueueDispatchSource7EnqueueEjU13block_pointerFvPvmE
00007ff80005d2d2 (__TEXT,__text) external __ZN25IODataQueueDispatchSource8DispatchE5IORPC
00007ff80005d2dc (__TEXT,__text) external __ZN25IODataQueueDispatchSource9_DispatchEPS_5IORPC
00007ff80005e4f6 (__TEXT,__text) external __ZN25IODispatchSourceMetaClass3NewEP8OSObject
00007ff80005e63a (__TEXT,__text) external __ZN25IODispatchSourceMetaClass8DispatchE5IORPC
00007ff800059bc2 (__TEXT,__text) external __ZN25IOHistogramReporter_IVars18handleCreateLegendEv
00007ff80006d8ab (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVars18handleCreateLegendEv.cold.1
00007ff8000597a0 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsC1EP9IOService19IOReportChannelTypeyPK8OSStringtyiP24IOHistogramSegmentConfig
00007ff8000597ae (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsC2EP9IOService19IOReportChannelTypeyPK8OSStringtyiP24IOHistogramSegmentConfig
00007ff800059b9c (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD0Ev
00007ff800059b92 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD1Ev
00007ff800059b08 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD2Ev
00007ff80006d81d (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.1
00007ff80006d83d (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.2
00007ff80006d864 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.3
00007ff80006d884 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.4
00007ff80005f2ca (__TEXT,__text) external __ZN25IOInterruptDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ff800045bb8 (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ff80006c7db (__TEXT,__text) non-external __ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE.cold.1
00007ff80005f0ac (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Create_CallEP9IOServicejP15IODispatchQueuePPS_
00007ff80005f5bc (__TEXT,__text) external __ZN25IOInterruptDispatchSource13Create_InvokeE5IORPCPFiP9IOServicejP15IODispatchQueuePPS_E
00007ff800045940 (__TEXT,__text) external __ZN25IOInterruptDispatchSource15SetHandler_ImplEP8OSAction
00007ff80005f1c4 (__TEXT,__text) external __ZN25IOInterruptDispatchSource16GetInterruptTypeEP9IOServicejPy
00007ff80005f3de (__TEXT,__text) external __ZN25IOInterruptDispatchSource16GetLastInterruptEPyS0_PFiP15OSMetaClassBase5IORPCE
00007ff800045cc2 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17CheckForWork_ImplE5IORPCb
00007ff80005f558 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17InterruptOccurredE5IORPCP8OSActionyyPFiP15OSMetaClassBaseS0_E
00007ff80005efce (__TEXT,__text) external __ZN25IOInterruptDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ff800045d04 (__TEXT,__text) external __ZN25IOInterruptDispatchSource22InterruptOccurred_ImplEP8OSActionyy
00007ff80005f6b4 (__TEXT,__text) external __ZN25IOInterruptDispatchSource23GetInterruptType_InvokeE5IORPCPFiP9IOServicejPyE
00007ff80005f762 (__TEXT,__text) external __ZN25IOInterruptDispatchSource23GetLastInterrupt_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_E
00007ff80005f07e (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyE
00007ff80005f7da (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyEPK11OSMetaClass
00007ff800045984 (__TEXT,__text) external __ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ff8000458d8 (__TEXT,__text) external __ZN25IOInterruptDispatchSource4freeEv
00007ff80004587a (__TEXT,__text) external __ZN25IOInterruptDispatchSource4initEv
00007ff800045854 (__TEXT,__text) external __ZN25IOInterruptDispatchSource6CreateEP9IOServicejP15IODispatchQueuePPS_
00007ff80005edc2 (__TEXT,__text) external __ZN25IOInterruptDispatchSource8DispatchE5IORPC
00007ff80005edcc (__TEXT,__text) external __ZN25IOInterruptDispatchSource9_DispatchEPS_5IORPC
00007ff8000603ec (__TEXT,__text) external __ZN25IOSimpleReporterMetaClass3NewEP8OSObject
00007ff80005f884 (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass3NewEP8OSObject
00007ff80005f8e6 (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass8DispatchE5IORPC
00007ff80006044c (__TEXT,__text) external __ZN28IOHistogramReporterMetaClass3NewEP8OSObject
00007ff80006a1b4 (__TEXT,__text) external __ZN29IOExtensiblePaniclogMetaClass3NewEP8OSObject
00007ff80006a220 (__TEXT,__text) external __ZN29IOExtensiblePaniclogMetaClass8DispatchE5IORPC
00007ff800066390 (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass3NewEP8OSObject
00007ff800066734 (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass8DispatchE5IORPC
00007ff8000692d6 (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass3NewEP8OSObject
00007ff800069338 (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass8DispatchE5IORPC
00007ff80005c354 (__TEXT,__text) external __ZN33IOBufferMemoryDescriptorMetaClass3NewEP8OSObject
00007ff80005c3b6 (__TEXT,__text) external __ZN33IOBufferMemoryDescriptorMetaClass8DispatchE5IORPC
00007ff80005d2b4 (__TEXT,__text) external __ZN34IODataQueueDispatchSourceMetaClass3NewEP8OSObject
00007ff80005d36e (__TEXT,__text) external __ZN34IODataQueueDispatchSourceMetaClass8DispatchE5IORPC
00007ff80005eda4 (__TEXT,__text) external __ZN34IOInterruptDispatchSourceMetaClass3NewEP8OSObject
00007ff80005f08a (__TEXT,__text) external __ZN34IOInterruptDispatchSourceMetaClass8DispatchE5IORPC
00007ff8000655ea (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ff800045e82 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ff8000654ce (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource11Create_CallEP12OSDictionaryyP15IODispatchQueuePPS_
00007ff800065904 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource13Create_InvokeE5IORPCPFiP12OSDictionaryyP15IODispatchQueuePPS_E
00007ff800045f6e (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource17CheckForWork_ImplE5IORPCb
00007ff8000659f2 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ff800065794 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource20CopyNextNotificationEPyPP9IOServiceS0_PFiP15OSMetaClassBase5IORPCE
00007ff800045f7a (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE
00007ff8000656fe (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource24ServiceNotificationReadyEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ff800065b30 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource27CopyNextNotification_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyPP9IOServiceS3_E
00007ff800045de0 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ff800065aa2 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource31ServiceNotificationReady_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007ff800065aae (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource31ServiceNotificationReady_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007ff800045da0 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource4freeEv
00007ff800045d42 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource4initEv
00007ff800045d0a (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource6CreateEP12OSDictionaryyP15IODispatchQueuePPS_
00007ff80006c7fe (__TEXT,__text) non-external __ZN35IOServiceNotificationDispatchSource6CreateEP12OSDictionaryyP15IODispatchQueuePPS_.cold.1
00007ff800065410 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource8DispatchE5IORPC
00007ff80006541a (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource9_DispatchEPS_5IORPC
00007ff800067bbc (__TEXT,__text) external __ZN38OSAction_IOUserClient_KernelCompletion8DispatchE5IORPC
00007ff800067bde (__TEXT,__text) external __ZN38OSAction_IOUserClient_KernelCompletion9_DispatchEPS_5IORPC
00007ff800065db4 (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ff80004922a (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ff800065c8e (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource11Create_CallEP9IOServiceP7OSArrayP15IODispatchQueuePPS_
00007ff80006609c (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource13Create_InvokeE5IORPCPFiP9IOServiceP7OSArrayP15IODispatchQueuePPS_E
00007ff8000661c6 (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ff800065ec8 (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource22StateNotificationBeginEPFiP15OSMetaClassBase5IORPCE
00007ff800066006 (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource22StateNotificationReadyEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ff800049188 (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ff800066276 (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource29StateNotificationBegin_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ff8000662e2 (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource29StateNotificationReady_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007ff8000662ee (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource29StateNotificationReady_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007ff800049150 (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource4freeEv
00007ff8000490f4 (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource4initEv
00007ff8000490c6 (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource6CreateEP9IOServiceP7OSArrayP15IODispatchQueuePPS_
00007ff80006cb88 (__TEXT,__text) non-external __ZN40IOServiceStateNotificationDispatchSource6CreateEP9IOServiceP7OSArrayP15IODispatchQueuePPS_.cold.1
00007ff800065bf4 (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource8DispatchE5IORPC
00007ff800065bfe (__TEXT,__text) external __ZN40IOServiceStateNotificationDispatchSource9_DispatchEPS_5IORPC
00007ff8000653f2 (__TEXT,__text) external __ZN44IOServiceNotificationDispatchSourceMetaClass3NewEP8OSObject
00007ff8000654ac (__TEXT,__text) external __ZN44IOServiceNotificationDispatchSourceMetaClass8DispatchE5IORPC
00007ff800067b9e (__TEXT,__text) external __ZN47OSAction_IOUserClient_KernelCompletionMetaClass3NewEP8OSObject
00007ff800067c00 (__TEXT,__text) external __ZN47OSAction_IOUserClient_KernelCompletionMetaClass8DispatchE5IORPC
00007ff800069ad0 (__TEXT,__text) external __ZN47OSAction__IOBlockStorageDevice_KernelCompletion8DispatchE5IORPC
00007ff800069af2 (__TEXT,__text) external __ZN47OSAction__IOBlockStorageDevice_KernelCompletion9_DispatchEPS_5IORPC
00007ff800065bd6 (__TEXT,__text) external __ZN49IOServiceStateNotificationDispatchSourceMetaClass3NewEP8OSObject
00007ff800065c6c (__TEXT,__text) external __ZN49IOServiceStateNotificationDispatchSourceMetaClass8DispatchE5IORPC
00007ff800069ab2 (__TEXT,__text) external __ZN56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass3NewEP8OSObject
00007ff800069b14 (__TEXT,__text) external __ZN56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass8DispatchE5IORPC
00007ff80004eb0c (__TEXT,__text) external __ZN5OSSet11withObjectsEPPK8OSObjectjj
00007ff80004ecac (__TEXT,__text) external __ZN5OSSet12removeObjectEPK15OSMetaClassBase
00007ff80004eab0 (__TEXT,__text) external __ZN5OSSet12withCapacityEj
00007ff80004ec6c (__TEXT,__text) external __ZN5OSSet4initEv
00007ff80004ebde (__TEXT,__text) external __ZN5OSSet5mergeEPK7OSArray
00007ff80004eb72 (__TEXT,__text) external __ZN5OSSet9setObjectEPK15OSMetaClassBase
00007ff80004ebaa (__TEXT,__text) external __ZN5OSSet9withArrayEPK7OSArrayj
00007ff80004f300 (__TEXT,__text) external __ZN6OSData11appendBytesEPKS_
00007ff80004f2f6 (__TEXT,__text) external __ZN6OSData11appendBytesEPKvm
00007ff80004f204 (__TEXT,__text) external __ZN6OSData12withCapacityEj
00007ff80004f21c (__TEXT,__text) external __ZN6OSData15withBytesNoCopyEPvm
00007ff80004f1a6 (__TEXT,__text) external __ZN6OSData4freeEv
00007ff80006d3fe (__TEXT,__text) non-external __ZN6OSData4freeEv.cold.1
00007ff80004f226 (__TEXT,__text) external __ZN6OSData8withDataEPKS_
00007ff80004f258 (__TEXT,__text) external __ZN6OSData8withDataEPKS_mm
00007ff80004f212 (__TEXT,__text) external __ZN6OSData9withBytesEPKvm
00007ff80004e740 (__TEXT,__text) external __ZN7OSArray11withObjectsEPPK8OSObjectjj
00007ff80004e8a6 (__TEXT,__text) external __ZN7OSArray12removeObjectEj
00007ff80004e736 (__TEXT,__text) external __ZN7OSArray12withCapacityEj
00007ff80004e894 (__TEXT,__text) external __ZN7OSArray13replaceObjectEjPK15OSMetaClassBase
00007ff80004e642 (__TEXT,__text) external __ZN7OSArray14ensureCapacityEj
00007ff80004e652 (__TEXT,__text) external __ZN7OSArray15flushCollectionEv
00007ff80004e6e8 (__TEXT,__text) external __ZN7OSArray4freeEv
00007ff80004e7f8 (__TEXT,__text) external __ZN7OSArray5mergeEPKS_
00007ff80004e7ae (__TEXT,__text) external __ZN7OSArray9setObjectEPK15OSMetaClassBase
00007ff80004e886 (__TEXT,__text) external __ZN7OSArray9setObjectEjPK15OSMetaClassBase
00007ff80004e7c4 (__TEXT,__text) external __ZN7OSArray9withArrayEPKS_j
00007ff80004966e (__TEXT,__text) external __ZN8IOThread17CopyCurrentThreadEPPS_
00007ff80006cc14 (__TEXT,__text) non-external __ZN8IOThread17CopyCurrentThreadEPPS_.cold.1
00007ff80006cc37 (__TEXT,__text) non-external __ZN8IOThread17CopyCurrentThreadEPPS_.cold.2
00007ff8000496f6 (__TEXT,__text) external __ZN8IOThread17GetTimeConstraintEPjS0_S0_PbS1_
00007ff8000497a0 (__TEXT,__text) external __ZN8IOThread17SetTimeConstraintEjjjb
00007ff80004962e (__TEXT,__text) external __ZN8IOThread4JoinEPPv
00007ff800049304 (__TEXT,__text) external __ZN8IOThread4freeEv
00007ff8000492a8 (__TEXT,__text) external __ZN8IOThread4initEv
00007ff800049356 (__TEXT,__text) external __ZN8IOThread6CreateEyPFPvS0_ES0_PPS_
00007ff8000685d0 (__TEXT,__text) external __ZN8OSAction11Create_CallEP8OSObjectyymPPS_
00007ff800047486 (__TEXT,__text) external __ZN8OSAction12Aborted_ImplEv
00007ff800047448 (__TEXT,__text) external __ZN8OSAction12GetReferenceEv
00007ff80006c97b (__TEXT,__text) non-external __ZN8OSAction12GetReferenceEv.cold.1
00007ff8000688cc (__TEXT,__text) external __ZN8OSAction13Create_InvokeE5IORPCPFiP8OSObjectyymPPS_E
00007ff800068576 (__TEXT,__text) external __ZN8OSAction14Aborted_InvokeE5IORPCP15OSMetaClassBasePFvS2_E
00007ff800047464 (__TEXT,__text) external __ZN8OSAction17SetAbortedHandlerEU13block_pointerFvvE
00007ff800047230 (__TEXT,__text) external __ZN8OSAction18CreateWithTypeNameEP8OSObjectyymP8OSStringPPS_
00007ff8000686e2 (__TEXT,__text) external __ZN8OSAction23CreateWithTypeName_CallEP8OSObjectyymP8OSStringPPS_
00007ff80006899a (__TEXT,__text) external __ZN8OSAction25CreateWithTypeName_InvokeE5IORPCPFiP8OSObjectyymP8OSStringPPS_E
00007ff800047562 (__TEXT,__text) external __ZN8OSAction4WaitEP17OSActionWaitTokenyy
00007ff80006c9e4 (__TEXT,__text) non-external __ZN8OSAction4WaitEP17OSActionWaitTokenyy.cold.1
00007ff8000472fa (__TEXT,__text) external __ZN8OSAction4freeEv
00007ff80006c935 (__TEXT,__text) non-external __ZN8OSAction4freeEv.cold.1
00007ff800047384 (__TEXT,__text) external __ZN8OSAction6CancelEU13block_pointerFvvE
00007ff80006c958 (__TEXT,__text) non-external __ZN8OSAction6CancelEU13block_pointerFvvE.cold.1
00007ff800047220 (__TEXT,__text) external __ZN8OSAction6CreateEP8OSObjectyymPPS_
00007ff800068812 (__TEXT,__text) external __ZN8OSAction7AbortedEPFiP15OSMetaClassBase5IORPCE
00007ff800047516 (__TEXT,__text) external __ZN8OSAction7EndWaitEP17OSActionWaitToken
00007ff80006c9c1 (__TEXT,__text) non-external __ZN8OSAction7EndWaitEP17OSActionWaitToken.cold.1
00007ff800068500 (__TEXT,__text) external __ZN8OSAction8DispatchE5IORPC
00007ff80004749e (__TEXT,__text) external __ZN8OSAction8WillWaitEPP17OSActionWaitToken
00007ff80006c99e (__TEXT,__text) non-external __ZN8OSAction8WillWaitEPP17OSActionWaitToken.cold.1
00007ff80006850a (__TEXT,__text) external __ZN8OSAction9_DispatchEPS_5IORPC
00007ff8000484c4 (__TEXT,__text) external __ZN8OSBundle10mainBundleEv
00007ff80006cab6 (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.1
00007ff80006cad9 (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.2
00007ff80006cafc (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.3
00007ff80004873a (__TEXT,__text) external __ZN8OSBundle12loadResourceEPKcymPP12OSMappedFile
00007ff800048618 (__TEXT,__text) external __ZN8OSBundle14createFromPathEPKc
00007ff8000486da (__TEXT,__text) external __ZN8OSBundle4freeEv
00007ff800048686 (__TEXT,__text) external __ZN8OSBundle4initEv
00007ff80004f420 (__TEXT,__text) external __ZN8OSNumber10withNumberEPKcm
00007ff80004f436 (__TEXT,__text) external __ZN8OSNumber10withNumberEym
00007ff80004f57c (__TEXT,__text) external __ZN8OSNumber4freeEv
00007ff800068cf8 (__TEXT,__text) external __ZN8OSObject16SetDispatchQueueEPKcP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ff800068e8c (__TEXT,__text) external __ZN8OSObject17CopyDispatchQueueEPKcPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ff800069034 (__TEXT,__text) external __ZN8OSObject23SetDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcP15IODispatchQueueE
00007ff800069120 (__TEXT,__text) external __ZN8OSObject24CopyDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcPP15IODispatchQueueE
00007ff800044c0e (__TEXT,__text) external __ZN8OSObject4freeEv
00007ff800044bfe (__TEXT,__text) external __ZN8OSObject4initEv
00007ff800068c92 (__TEXT,__text) external __ZN8OSObject8DispatchE5IORPC
00007ff800068cb4 (__TEXT,__text) external __ZN8OSObject9_DispatchEPS_5IORPC
00007ff80004f366 (__TEXT,__text) external __ZN8OSString10withStringEPKS_
00007ff80004f332 (__TEXT,__text) external __ZN8OSString11withCStringEPKc
00007ff80004f388 (__TEXT,__text) external __ZN8OSString11withCStringEPKcm
00007ff80004f34c (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
00007ff80004bb60 (__TEXT,__text) external __ZN8OSString4freeEv
00007ff80006cfc3 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.1
00007ff80006cfe4 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.2
00007ff80006d007 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.3
00007ff800048c9a (__TEXT,__text) external __ZN9IOCommand12CommandChainEv
00007ff800048c50 (__TEXT,__text) external __ZN9IOCommand4freeEv
00007ff800048bdc (__TEXT,__text) external __ZN9IOCommand4initEv
00007ff800048c90 (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
00007ff8000628ee (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
00007ff800061e06 (__TEXT,__text) external __ZN9IOService10JoinPMTreeEPFiP15OSMetaClassBase5IORPCE
00007ff800047d20 (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00007ff800063f34 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00007ff800048076 (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00007ff800060b7e (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ff800062a34 (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
00007ff800060ad2 (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ff800062cc8 (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ff8000612c8 (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007ff800060d8e (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007ff8000621d0 (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ff800061f44 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ff800061cb6 (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ff80006194a (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ff800063850 (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ff800061ac0 (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ff800064226 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ff800063ffe (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ff800062e32 (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
00007ff800064d3e (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00007ff8000616ce (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007ff800047ea6 (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007ff80006208a (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ff800064c82 (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
00007ff8000481f0 (__TEXT,__text) external __ZN9IOService16StringFromReturnEi
00007ff80006327e (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ff80006470e (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ff8000648e0 (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
00007ff8000645b0 (__TEXT,__text) external __ZN9IOService17JoinPMTree_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ff800060f38 (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007ff8000635c2 (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ff8000613e0 (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007ff8000627ac (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007ff800047ede (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007ff800064952 (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
