00000000000401b8 (__DATA,__data) external _NDR_record
000000000003cde0 (__DATA_CONST,__const) non-external _err_codes_io
000000000003d948 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
000000000003d580 (__DATA_CONST,__const) non-external _err_codes_iokit_common
0000000000032050 (__TEXT,__const) non-external _err_codes_iokit_common_map
000000000003d810 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
0000000000032090 (__TEXT,__const) non-external _err_codes_iokit_fw_map
000000000003d730 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
0000000000032060 (__TEXT,__const) non-external _err_codes_iokit_usb_map
000000000003c888 (__DATA_CONST,__const) non-external _err_codes_kern
000000000003d410 (__DATA_CONST,__const) non-external _err_codes_libkern_common
000000000003d480 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
000000000003d420 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
000000000003cfd8 (__DATA_CONST,__const) non-external _err_codes_loader
000000000003d3c0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
000000000003d338 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
000000000003d280 (__DATA_CONST,__const) non-external _err_codes_mach_send
000000000003cfa8 (__DATA_CONST,__const) non-external _err_codes_machobj
000000000003d240 (__DATA_CONST,__const) non-external _err_codes_mig
000000000003cd00 (__DATA_CONST,__const) non-external _err_codes_netmemory
000000000003cc80 (__DATA_CONST,__const) non-external _err_codes_netname
000000000003cd50 (__DATA_CONST,__const) non-external _err_codes_ns
000000000003d1f8 (__DATA_CONST,__const) non-external _err_codes_rcv
000000000003d198 (__DATA_CONST,__const) non-external _err_codes_send
000000000003cf18 (__DATA_CONST,__const) non-external _err_codes_sunrpc
000000000003cd20 (__DATA_CONST,__const) non-external _err_codes_task_master
000000000003cd18 (__DATA_CONST,__const) non-external _err_codes_ufs
000000000003ca50 (__DATA_CONST,__const) non-external _err_codes_unix
000000000003ce58 (__DATA_CONST,__const) non-external _err_codes_us
000000000003d040 (__DATA_CONST,__const) non-external _err_codes_ux_signal
000000000003d130 (__DATA_CONST,__const) non-external _err_codes_xkernel
000000000003c6a8 (__DATA_CONST,__const) non-external _err_iokit_sub
0000000000032040 (__TEXT,__const) non-external _err_iokit_sub_map
000000000003c540 (__DATA_CONST,__const) non-external _err_ipc_sub
000000000003c630 (__DATA_CONST,__const) non-external _err_libkern_sub
000000000003c5b8 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
000000000003c220 (__DATA_CONST,__const) non-external _err_os_sub
000000000003c2c0 (__DATA_CONST,__const) non-external _err_server_sub
0000000000032018 (__TEXT,__const) non-external _err_us_sub
0000000000044048 (__DATA_DIRTY,__common) external _errno
000000000002f058 (__TEXT,__text) external _etap_trace_thread
000000000001dbd4 (__TEXT,__text) external _exc_server
000000000001d868 (__TEXT,__text) external _exc_server_routine
000000000001d204 (__TEXT,__text) external _exception_raise
000000000001d37c (__TEXT,__text) external _exception_raise_state
000000000001d5ec (__TEXT,__text) external _exception_raise_state_identity
000000000000ca1c (__TEXT,__text) external _exchangedata
00000000000124a0 (__TEXT,__text) external _exclaves_audio_buffer_copyout
0000000000012478 (__TEXT,__text) external _exclaves_audio_buffer_create
000000000001244c (__TEXT,__text) external _exclaves_boot
00000000000120e8 (__TEXT,__text) external _exclaves_endpoint_call
00000000000121d8 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00000000000121b0 (__TEXT,__text) external _exclaves_inbound_buffer_create
0000000000012380 (__TEXT,__text) external _exclaves_launch_conclave
00000000000123bc (__TEXT,__text) external _exclaves_lookup_service
0000000000012320 (__TEXT,__text) external _exclaves_named_buffer_copyin
0000000000012350 (__TEXT,__text) external _exclaves_named_buffer_copyout
0000000000012208 (__TEXT,__text) external _exclaves_named_buffer_create
0000000000012580 (__TEXT,__text) external _exclaves_notification_create
0000000000012180 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
0000000000012158 (__TEXT,__text) external _exclaves_outbound_buffer_create
00000000000124d0 (__TEXT,__text) external _exclaves_sensor_create
00000000000124fc (__TEXT,__text) external _exclaves_sensor_start
0000000000012554 (__TEXT,__text) external _exclaves_sensor_status
0000000000012528 (__TEXT,__text) external _exclaves_sensor_stop
00000000000090a0 (__TEXT,__text) external _execve
0000000000040258 (__DATA,__bss) non-external _execve_with_filter
000000000000e49c (__TEXT,__text) external _faccessat
000000000000e4c4 (__TEXT,__text) external _fchdir
00000000000062e4 (__TEXT,__text) external _fchflags
0000000000005420 (__TEXT,__text) external _fchmod
000000000000e4ec (__TEXT,__text) external _fchmodat
00000000000066dc (__TEXT,__text) external _fchown
000000000000e514 (__TEXT,__text) external _fchownat
000000000000e53c (__TEXT,__text) external _fclonefileat
0000000000001bfc (__TEXT,__text) external _fcntl
0000000000005044 (__TEXT,__text) external _fcntl$NOCANCEL
000000000000e564 (__TEXT,__text) external _fdatasync
0000000000008378 (__TEXT,__text) external _ffsctl
00000000000047c4 (__TEXT,__text) external _fgetattrlist
0000000000005374 (__TEXT,__text) external _fgetxattr
000000000000e58c (__TEXT,__text) external _fhopen
0000000000006eb8 (__TEXT,__text) external _fileport_makefd
00000000000070f0 (__TEXT,__text) external _fileport_makeport
000000000000c944 (__TEXT,__text) external _flistxattr
0000000000004d6c (__TEXT,__text) external _flock
000000000000e5b4 (__TEXT,__text) external _fmount
000000000000e5dc (__TEXT,__text) external _fpathconf
0000000000011ea4 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
000000000000e604 (__TEXT,__text) external _freadlink
000000000000e62c (__TEXT,__text) external _fremovexattr
000000000001997c (__TEXT,__text) external _fs_snapshot_create
0000000000019998 (__TEXT,__text) external _fs_snapshot_delete
0000000000008fa0 (__TEXT,__text) external _fs_snapshot_list
0000000000019a08 (__TEXT,__text) external _fs_snapshot_mount
00000000000199b4 (__TEXT,__text) external _fs_snapshot_rename
00000000000199d0 (__TEXT,__text) external _fs_snapshot_revert
00000000000199ec (__TEXT,__text) external _fs_snapshot_root
000000000000479c (__TEXT,__text) external _fsctl
00000000000066b4 (__TEXT,__text) external _fsetattrlist
000000000000612c (__TEXT,__text) external _fsetxattr
0000000000004868 (__TEXT,__text) external _fsgetpath
000000000000e654 (__TEXT,__text) external _fsgetpath_ext
000000000000e6a4 (__TEXT,__text) external _fstat
000000000000e6a4 (__TEXT,__text) external _fstat64
000000000000e6f4 (__TEXT,__text) external _fstatat
000000000000e6f4 (__TEXT,__text) external _fstatat64
000000000000c0ec (__TEXT,__text) external _fstatfs
000000000000c0ec (__TEXT,__text) external _fstatfs64
0000000000004908 (__TEXT,__text) external _fsync
000000000000d4e0 (__TEXT,__text) external _fsync$NOCANCEL
00000000000045c8 (__TEXT,__text) external _ftruncate
00000000000149b4 (__TEXT,__text) external _futimens
000000000000630c (__TEXT,__text) external _futimes
00000000000401c0 (__DATA,__crash_info) non-external _gCRAnnotations
0000000000001b30 (__TEXT,__text) external _getattrlist
000000000000e744 (__TEXT,__text) external _getattrlistat
0000000000004618 (__TEXT,__text) external _getattrlistbulk
000000000001c88c (__TEXT,__text) external _getaudit
0000000000003338 (__TEXT,__text) external _getaudit_addr
000000000000e76c (__TEXT,__text) external _getauid
000000000000e794 (__TEXT,__text) external _getdirentries
000000000000e7bc (__TEXT,__text) external _getdirentriesattr
00000000000093d8 (__TEXT,__text) external _getdtablesize
0000000000002b74 (__TEXT,__text) external _getegid
0000000000001658 (__TEXT,__text) external _getentropy
000000000000238c (__TEXT,__text) external _geteuid
000000000000e7e4 (__TEXT,__text) external _getfh
000000000000e834 (__TEXT,__text) external _getfsstat
000000000000e834 (__TEXT,__text) external _getfsstat64
0000000000004fcc (__TEXT,__text) external _getgid
0000000000006704 (__TEXT,__text) external _getgroups
00000000000064d4 (__TEXT,__text) external _gethostuuid
0000000000005530 (__TEXT,__text) external _getiopolicy_np
000000000000e85c (__TEXT,__text) external _getitimer
00000000000053f8 (__TEXT,__text) external _getpeername
000000000000ab00 (__TEXT,__text) external _getpgid
0000000000009078 (__TEXT,__text) external _getpgrp
0000000000001690 (__TEXT,__text) external _getpid
0000000000007168 (__TEXT,__text) external _getppid
0000000000008ed8 (__TEXT,__text) external _getpriority
0000000000003308 (__TEXT,__text) external _getrlimit
00000000000081fc (__TEXT,__text) external _getrusage
000000000000d508 (__TEXT,__text) external _getsgroups_np
000000000000e884 (__TEXT,__text) external _getsid
00000000000083a0 (__TEXT,__text) external _getsockname
0000000000005324 (__TEXT,__text) external _getsockopt
0000000000002b24 (__TEXT,__text) external _getuid
000000000000d530 (__TEXT,__text) external _getwgroups_np
0000000000004074 (__TEXT,__text) external _getxattr
000000000000e8ac (__TEXT,__text) external _grab_pgo_data
000000000000e8d4 (__TEXT,__text) external _graftdmg
00000000000048e0 (__TEXT,__text) external _guarded_close_np
000000000000b230 (__TEXT,__text) external _guarded_kqueue_np
0000000000011f18 (__TEXT,__text) external _guarded_open_dprotected_np
00000000000046b8 (__TEXT,__text) external _guarded_open_np
000000000000470c (__TEXT,__text) external _guarded_pwrite_np
00000000000084ec (__TEXT,__text) external _guarded_write_np
000000000000e8fc (__TEXT,__text) external _guarded_writev_np
0000000000037eac (__TEXT,__cstring) non-external _hex
0000000000011f64 (__TEXT,__text) external _host_check_multiuser_mode
000000000000217c (__TEXT,__text) external _host_create_mach_voucher
00000000000011ec (__TEXT,__text) external _host_create_mach_voucher_trap
000000000001e1a8 (__TEXT,__text) external _host_default_memory_manager
000000000001fbb4 (__TEXT,__text) external _host_get_UNDServer
0000000000011f44 (__TEXT,__text) external _host_get_atm_diagnostic_flag
000000000001dc58 (__TEXT,__text) external _host_get_boot_info
000000000001e888 (__TEXT,__text) external _host_get_clock_control
0000000000006a7c (__TEXT,__text) external _host_get_clock_service
000000000001f064 (__TEXT,__text) external _host_get_exception_ports
0000000000020854 (__TEXT,__text) external _host_get_io_main
0000000000004930 (__TEXT,__text) external _host_get_io_master
0000000000011f5c (__TEXT,__text) external _host_get_multiuser_config_flags
0000000000001dfc (__TEXT,__text) external _host_get_special_port
0000000000005c24 (__TEXT,__text) external _host_info
00000000000201e0 (__TEXT,__text) external _host_kernel_version
0000000000021124 (__TEXT,__text) external _host_lockgroup_info
00000000000120bc (__TEXT,__text) external _host_page_size
000000000001df88 (__TEXT,__text) external _host_priv_statistics
00000000000206b8 (__TEXT,__text) external _host_processor_info
000000000001f920 (__TEXT,__text) external _host_processor_set_priv
000000000001f7a0 (__TEXT,__text) external _host_processor_sets
000000000001e708 (__TEXT,__text) external _host_processors
000000000001de6c (__TEXT,__text) external _host_reboot
0000000000021798 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
0000000000021928 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
0000000000003034 (__TEXT,__text) external _host_request_notification
000000000001fefc (__TEXT,__text) external _host_security_create_task_token
000000000002009c (__TEXT,__text) external _host_security_set_task_token
000000000001291c (__TEXT,__text) external _host_self
000000000000109c (__TEXT,__text) external _host_self_trap
000000000001fa94 (__TEXT,__text) external _host_set_UNDServer
0000000000021aac (__TEXT,__text) external _host_set_atm_diagnostic_flag
000000000001ef30 (__TEXT,__text) external _host_set_exception_ports
0000000000021ddc (__TEXT,__text) external _host_set_multiuser_config_flags
000000000001ee00 (__TEXT,__text) external _host_set_special_port
000000000000abe8 (__TEXT,__text) external _host_statistics
000000000000a49c (__TEXT,__text) external _host_statistics64
000000000001f334 (__TEXT,__text) external _host_swap_exception_ports
0000000000020b30 (__TEXT,__text) external _host_virtual_physical_table_info
0000000000040198 (__DATA,__data) external _important_boost_assertion_token
000000000003e370 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
0000000000011e08 (__TEXT,__text) non-external _internal_catch_exception_raise
0000000000040188 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
0000000000011d4c (__TEXT,__text) non-external _internal_catch_exception_raise_state
0000000000040180 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
0000000000011c7c (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
0000000000040178 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000000005230 (__TEXT,__text) external _ioctl
0000000000000e68 (__TEXT,__text) external _issetugid
0000000000040240 (__DATA,__bss) non-external _kAccountingThreshold
000000000000e924 (__TEXT,__text) external _kas_info
0000000000000d20 (__TEXT,__text) external _kdebug_is_enabled
0000000000019b98 (__TEXT,__text) external _kdebug_signpost
000000000000abd8 (__TEXT,__text) external _kdebug_signpost_end
000000000000ab38 (__TEXT,__text) non-external _kdebug_signpost_internal
000000000000ab28 (__TEXT,__text) external _kdebug_signpost_start
0000000000019b48 (__TEXT,__text) external _kdebug_timestamp
0000000000019b60 (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000000019b7c (__TEXT,__text) external _kdebug_timestamp_from_continuous
0000000000000dfc (__TEXT,__text) external _kdebug_trace
0000000000003a60 (__TEXT,__text) external _kdebug_trace_string
0000000000000d7c (__TEXT,__text) external _kdebug_typefilter
00000000000446c8 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
0000000000019b34 (__TEXT,__text) external _kdebug_using_continuous_time
0000000000006ce4 (__TEXT,__text) external _kevent
000000000000c2f4 (__TEXT,__text) external _kevent64
0000000000002d1c (__TEXT,__text) external _kevent_id
0000000000002cf4 (__TEXT,__text) external _kevent_qos
000000000001fd10 (__TEXT,__text) external _kext_request
0000000000008994 (__TEXT,__text) external _kill
000000000001ec5c (__TEXT,__text) external _kmod_control
000000000001e9f4 (__TEXT,__text) external _kmod_create
000000000001eb40 (__TEXT,__text) external _kmod_destroy
00000000000209b0 (__TEXT,__text) external _kmod_get_info
000000000001c970 (__TEXT,__text) external _kpersona_alloc
000000000001c9e8 (__TEXT,__text) external _kpersona_dealloc
000000000001caa8 (__TEXT,__text) external _kpersona_find
000000000001cb84 (__TEXT,__text) external _kpersona_find_by_type
0000000000004f90 (__TEXT,__text) external _kpersona_get
000000000001ca28 (__TEXT,__text) external _kpersona_getpath
0000000000004cb4 (__TEXT,__text) external _kpersona_info
000000000001c9ac (__TEXT,__text) external _kpersona_palloc
000000000001ca68 (__TEXT,__text) external _kpersona_pidinfo
0000000000006cbc (__TEXT,__text) external _kqueue
000000000000672c (__TEXT,__text) external _lchown
000000000000e94c (__TEXT,__text) external _ledger
00000000000055e8 (__TEXT,__text) external _link
000000000000e974 (__TEXT,__text) external _linkat
000000000000e99c (__TEXT,__text) external _lio_listio
0000000000008fd4 (__TEXT,__text) external _listen
0000000000004640 (__TEXT,__text) external _listxattr
0000000000029e84 (__TEXT,__text) external _lock_set_create
0000000000029fec (__TEXT,__text) external _lock_set_destroy
0000000000014e40 (__TEXT,__text) external _log_data_as_kernel
0000000000002930 (__TEXT,__text) external _lseek
000000000000bfec (__TEXT,__text) external _lstat
000000000000bfec (__TEXT,__text) external _lstat64
00000000000015bc (__TEXT,__text) external _mach_absolute_time
0000000000001640 (__TEXT,__text) external _mach_absolute_time_kernel
00000000000027ac (__TEXT,__text) external _mach_approximate_time
000000000001421c (__TEXT,__text) external _mach_boottime_usec
0000000000007eb4 (__TEXT,__text) external _mach_continuous_approximate_time
0000000000001548 (__TEXT,__text) external _mach_continuous_time
000000000000164c (__TEXT,__text) external _mach_continuous_time_kernel
0000000000012038 (__TEXT,__text) external _mach_error
0000000000040208 (__DATA,__common) external _mach_error_full_diag
00000000000072c4 (__TEXT,__text) external _mach_error_string
00000000000072e4 (__TEXT,__text) non-external _mach_error_string_int
0000000000011f6c (__TEXT,__text) external _mach_error_type
00000000000313d4 (__TEXT,__text) external _mach_eventlink_associate
000000000003111c (__TEXT,__text) external _mach_eventlink_create
00000000000312b8 (__TEXT,__text) external _mach_eventlink_destroy
0000000000031518 (__TEXT,__text) external _mach_eventlink_disassociate
0000000000014924 (__TEXT,__text) external _mach_eventlink_signal
0000000000014978 (__TEXT,__text) external _mach_eventlink_signal_wait_until
000000000001493c (__TEXT,__text) external _mach_eventlink_wait_until
0000000000001138 (__TEXT,__text) external _mach_generate_activity_id
0000000000002f50 (__TEXT,__text) external _mach_get_times
0000000000001df8 (__TEXT,__text) external _mach_host_self
0000000000010618 (__TEXT,__text) external _mach_host_special_port_description
000000000003c088 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
0000000000010678 (__TEXT,__text) external _mach_host_special_port_for_id
0000000000040000 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
000000000000692c (__TEXT,__text) external _mach_init
00000000000446b0 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
0000000000006960 (__TEXT,__text) non-external _mach_init_doit
0000000000026244 (__TEXT,__text) external _mach_make_memory_entry
00000000000025e8 (__TEXT,__text) external _mach_make_memory_entry_64
0000000000030e6c (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000000030fe8 (__TEXT,__text) external _mach_memory_entry_ownership
0000000000030d14 (__TEXT,__text) external _mach_memory_entry_purgable_control
0000000000021bc8 (__TEXT,__text) external _mach_memory_info
000000000002052c (__TEXT,__text) external _mach_memory_object_memory_entry
0000000000020f98 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00000000000014d4 (__TEXT,__text) external _mach_msg
0000000000012614 (__TEXT,__text) external _mach_msg2_internal
0000000000001168 (__TEXT,__text) external _mach_msg2_trap
0000000000001f64 (__TEXT,__text) external _mach_msg_destroy
000000000000209c (__TEXT,__text) non-external _mach_msg_destroy_port
0000000000009104 (__TEXT,__text) external _mach_msg_overwrite
00000000000010b4 (__TEXT,__text) external _mach_msg_overwrite_trap
0000000000012730 (__TEXT,__text) external _mach_msg_priority_encode
0000000000012720 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
0000000000012764 (__TEXT,__text) external _mach_msg_priority_overide_qos
0000000000012774 (__TEXT,__text) external _mach_msg_priority_qos
0000000000012784 (__TEXT,__text) external _mach_msg_priority_relpri
000000000000c96c (__TEXT,__text) external _mach_msg_receive
00000000000055b0 (__TEXT,__text) external _mach_msg_send
0000000000008630 (__TEXT,__text) external _mach_msg_server
0000000000009384 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
000000000001271c (__TEXT,__text) external _mach_msg_server_importance
000000000000b7fc (__TEXT,__text) external _mach_msg_server_once
00000000000010a8 (__TEXT,__text) external _mach_msg_trap
00000000000270b0 (__TEXT,__text) external _mach_notify_dead_name
0000000000026ff4 (__TEXT,__text) external _mach_notify_no_senders
0000000000026f20 (__TEXT,__text) external _mach_notify_port_deleted
0000000000026f84 (__TEXT,__text) external _mach_notify_port_destroyed
0000000000027058 (__TEXT,__text) external _mach_notify_send_once
0000000000003164 (__TEXT,__text) external _mach_port_allocate
000000000001c420 (__TEXT,__text) external _mach_port_allocate_full
000000000001c40c (__TEXT,__text) external _mach_port_allocate_name
000000000001c41c (__TEXT,__text) external _mach_port_allocate_qos
000000000001c66c (__TEXT,__text) external _mach_port_assert_attributes
00000000000021f8 (__TEXT,__text) external _mach_port_construct
00000000000023b4 (__TEXT,__text) external _mach_port_deallocate
00000000000064d0 (__TEXT,__text) external _mach_port_destroy
00000000000029b8 (__TEXT,__text) external _mach_port_destruct
000000000001c5b4 (__TEXT,__text) external _mach_port_dnrequest_info
00000000000044f4 (__TEXT,__text) external _mach_port_extract_member
000000000000a850 (__TEXT,__text) external _mach_port_extract_right
000000000000387c (__TEXT,__text) external _mach_port_get_attributes
0000000000006154 (__TEXT,__text) external _mach_port_get_context
0000000000004344 (__TEXT,__text) external _mach_port_get_refs
000000000001c668 (__TEXT,__text) external _mach_port_get_service_port_info
000000000000c554 (__TEXT,__text) external _mach_port_get_set_status
000000000001c428 (__TEXT,__text) external _mach_port_get_srights
0000000000003d84 (__TEXT,__text) external _mach_port_guard
000000000001c65c (__TEXT,__text) external _mach_port_guard_with_flags
00000000000031c0 (__TEXT,__text) external _mach_port_insert_member
00000000000033c0 (__TEXT,__text) external _mach_port_insert_right
000000000001c664 (__TEXT,__text) external _mach_port_is_connection_for_service
000000000001c5b8 (__TEXT,__text) external _mach_port_kernel_object
000000000001c5f8 (__TEXT,__text) external _mach_port_kobject
000000000001c5fc (__TEXT,__text) external _mach_port_kobject_description
0000000000001848 (__TEXT,__text) external _mach_port_mod_refs
0000000000005e44 (__TEXT,__text) external _mach_port_move_member
000000000001c404 (__TEXT,__text) external _mach_port_names
000000000001c410 (__TEXT,__text) external _mach_port_peek
000000000001c408 (__TEXT,__text) external _mach_port_rename
0000000000002dbc (__TEXT,__text) external _mach_port_request_notification
00000000000038f4 (__TEXT,__text) external _mach_port_set_attributes
000000000000c434 (__TEXT,__text) external _mach_port_set_context
000000000001c414 (__TEXT,__text) external _mach_port_set_mscount
000000000001c418 (__TEXT,__text) external _mach_port_set_seqno
000000000001c430 (__TEXT,__text) external _mach_port_space_basic_info
000000000001c42c (__TEXT,__text) external _mach_port_space_info
000000000001c660 (__TEXT,__text) external _mach_port_swap_guard
0000000000003b1c (__TEXT,__text) external _mach_port_type
000000000001c600 (__TEXT,__text) external _mach_port_unguard
000000000000c114 (__TEXT,__text) external _mach_ports_lookup
0000000000014368 (__TEXT,__text) non-external _mach_ports_lookup_legacy
0000000000008224 (__TEXT,__text) external _mach_ports_register
0000000000014278 (__TEXT,__text) non-external _mach_ports_register_legacy
0000000000001078 (__TEXT,__text) external _mach_reply_port
0000000000012c1c (__TEXT,__text) external _mach_right_recv_construct
0000000000012cdc (__TEXT,__text) external _mach_right_recv_destruct
0000000000012d70 (__TEXT,__text) external _mach_right_send_create
0000000000012eac (__TEXT,__text) external _mach_right_send_once_consume
0000000000012e44 (__TEXT,__text) external _mach_right_send_once_create
0000000000005610 (__TEXT,__text) external _mach_right_send_release
0000000000012dd4 (__TEXT,__text) external _mach_right_send_retain
000000000001c49c (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
000000000001c544 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
000000000001422c (__TEXT,__text) external _mach_task_is_self
0000000000012c18 (__TEXT,__text) external _mach_task_self
0000000000044698 (__DATA_DIRTY,__common) external _mach_task_self_
0000000000010638 (__TEXT,__text) external _mach_task_special_port_description
000000000003c1a0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
0000000000010738 (__TEXT,__text) external _mach_task_special_port_for_id
00000000000400f8 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
0000000000006a50 (__TEXT,__text) external _mach_thread_self
0000000000010658 (__TEXT,__text) external _mach_thread_special_port_description
000000000003c200 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
0000000000010748 (__TEXT,__text) external _mach_thread_special_port_for_id
0000000000040158 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00000000000014f4 (__TEXT,__text) external _mach_timebase_info
00000000000446bc (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
0000000000001228 (__TEXT,__text) external _mach_timebase_info_trap
0000000000003258 (__TEXT,__text) external _mach_vm_allocate
0000000000025cd4 (__TEXT,__text) external _mach_vm_behavior_set
0000000000008514 (__TEXT,__text) external _mach_vm_copy
0000000000002a94 (__TEXT,__text) external _mach_vm_deallocate
0000000000026a1c (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
0000000000026b38 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000000026c54 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
0000000000025650 (__TEXT,__text) external _mach_vm_inherit
0000000000025df4 (__TEXT,__text) external _mach_vm_machine_attribute
0000000000000e90 (__TEXT,__text) external _mach_vm_map
0000000000025bb4 (__TEXT,__text) external _mach_vm_msync
0000000000026534 (__TEXT,__text) external _mach_vm_page_info
00000000000260e0 (__TEXT,__text) external _mach_vm_page_query
000000000002671c (__TEXT,__text) external _mach_vm_page_range_query
0000000000004b20 (__TEXT,__text) external _mach_vm_protect
0000000000004738 (__TEXT,__text) external _mach_vm_purgable_control
0000000000026d70 (__TEXT,__text) external _mach_vm_range_create
000000000001c798 (__TEXT,__text) external _mach_vm_read
00000000000258f8 (__TEXT,__text) external _mach_vm_read_list
000000000000b6ac (__TEXT,__text) external _mach_vm_read_overwrite
00000000000132b4 (__TEXT,__text) external _mach_vm_reclaim_is_available
00000000000132d8 (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
000000000001301c (__TEXT,__text) external _mach_vm_reclaim_mark_free
0000000000013190 (__TEXT,__text) external _mach_vm_reclaim_mark_used
0000000000012f58 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00000000000132fc (__TEXT,__text) external _mach_vm_reclaim_synchronize
00000000000132a0 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
0000000000005718 (__TEXT,__text) external _mach_vm_region
000000000000b444 (__TEXT,__text) external _mach_vm_region_recurse
000000000001c670 (__TEXT,__text) external _mach_vm_remap
000000000001c704 (__TEXT,__text) external _mach_vm_remap_new
000000000001f66c (__TEXT,__text) external _mach_vm_wire
0000000000025a7c (__TEXT,__text) external _mach_vm_write
0000000000005974 (__TEXT,__text) external _mach_voucher_attr_command
0000000000002980 (__TEXT,__text) external _mach_voucher_deallocate
0000000000031ae0 (__TEXT,__text) external _mach_voucher_debug_info
000000000003188c (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000000000afe4 (__TEXT,__text) external _mach_voucher_extract_attr_content
0000000000003818 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00000000000011f8 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000000001234 (__TEXT,__text) external _mach_wait_until
0000000000021480 (__TEXT,__text) external _mach_zone_force_gc
00000000000223a4 (__TEXT,__text) external _mach_zone_get_btlog_records
0000000000022214 (__TEXT,__text) external _mach_zone_get_zlog_zones
00000000000212b4 (__TEXT,__text) external _mach_zone_info
0000000000022068 (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000000000021ef8 (__TEXT,__text) external _mach_zone_info_for_zone
00000000000011b0 (__TEXT,__text) external _macx_backing_store_recovery
00000000000011a4 (__TEXT,__text) external _macx_backing_store_suspend
0000000000001180 (__TEXT,__text) external _macx_swapoff
0000000000001174 (__TEXT,__text) external _macx_swapon
0000000000001198 (__TEXT,__text) external _macx_triggers
0000000000003b78 (__TEXT,__text) external _madvise
0000000000040238 (__DATA,__bss) non-external _master_host_port
0000000000001434 (__TEXT,__text) non-external _memcpy
000000000000f614 (__TEXT,__text) non-external _memmove
0000000000009574 (__TEXT,__text) external _memorystatus_control
000000000000e9ec (__TEXT,__text) external _memorystatus_get_level
000000000001279c (__TEXT,__text) external _mig_allocate
00000000000040f8 (__TEXT,__text) external _mig_dealloc_reply_port
000000000001c434 (__TEXT,__text) external _mig_dealloc_special_reply_port
00000000000067cc (__TEXT,__text) external _mig_deallocate
0000000000001444 (__TEXT,__text) external _mig_get_reply_port
00000000000027c8 (__TEXT,__text) external _mig_get_special_reply_port
0000000000006068 (__TEXT,__text) external _mig_put_reply_port
00000000000056e4 (__TEXT,__text) external _mig_reply_setup
000000000000606c (__TEXT,__text) external _mig_strncpy
0000000000002800 (__TEXT,__text) external _mig_strncpy_zerofill
000000000000ea14 (__TEXT,__text) external _mincore
000000000000ea3c (__TEXT,__text) external _minherit
0000000000001258 (__TEXT,__text) external _mk_timer_arm
0000000000001270 (__TEXT,__text) external _mk_timer_arm_leeway
0000000000001264 (__TEXT,__text) external _mk_timer_cancel
0000000000001240 (__TEXT,__text) external _mk_timer_create
000000000000124c (__TEXT,__text) external _mk_timer_destroy
0000000000002a6c (__TEXT,__text) external _mkdir
00000000000048b8 (__TEXT,__text) external _mkdirat
000000000000ea64 (__TEXT,__text) external _mkfifo
000000000000ea8c (__TEXT,__text) external _mkfifoat
