00007ffc12729e5e (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc126def24 (__TEXT,__text) non-external (was a private external) _MemBufferGetFreeSize
00007ffc126dee8b (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseCapacity
00007ffc126deff2 (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseSize
00007ffc126df21e (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00007ffc126dfeca (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffc126e017a (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffc126e018a (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffc126e0352 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffc126e0804 (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffc126e08d0 (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffc126e090c (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffc126dcac3 (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffc126dcca9 (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffc126dccd8 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffc126dccef (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffc126dcd06 (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffc126dfd0d (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffc126dfddf (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffc126dfe0d (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffc126e0658 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffc126e071d (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffc126e06c9 (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffc126e06d3 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffc126df63a (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffc126df75f (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffc126df643 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffc126df6db (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffc126df703 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffc126b8bb1 (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffc126b8b87 (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffc126b7f54 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffc126ae626 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffc126ccbd1 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffc126ae5fe (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffc126ae5ed (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffc126ae5ce (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffc126ccbb5 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffc126baff1 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffc126bafca (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffc12734a8f (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffc12734a68 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffc126bdf44 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffc126bdf1d (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffc126bfb58 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffc126bfb7f (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffc126cb835 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffc126cb80e (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffc126cca76 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffc126ccabe (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffc12734ab6 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffc12734ecd (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffc12735041 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffc127356e5 (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffc1273568f (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffc12735742 (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffc1273567f (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffc12735381 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffc12735939 (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffc127352e5 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffc12735470 (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffc126dbd8f (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffc126dbd67 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffc126dc904 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffc126dcaab (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffc126e5637 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffc126e4130 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffc126e4065 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffc126e3e1d (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffc126e36ac (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffc126e30a8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffc126e3440 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffc126ccb62 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffc126ccafd (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffc126ef92a (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffc126d0e7a (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffc126ef934 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffc126ef93e (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffc126ef95a (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffc126bffed (__TEXT,__text) non-external _RNG
00007ffc12731219 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffc1273103e (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffc12731098 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffc126b4714 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffc126b45a8 (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffc126b469b (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffc126f39d6 (__TEXT,__text) non-external (was a private external) _RawImageDiff
00007ffc126ccbed (__TEXT,__text) non-external (was a private external) _RawImagePatchInternal
00007ffc126c09af (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffc126f355e (__TEXT,__text) non-external _SegmentStreamCancel
00007ffc126f25ec (__TEXT,__text) non-external _SegmentStreamClose
00007ffc126f24ac (__TEXT,__text) non-external _SegmentStreamCreate
00007ffc126f2cdd (__TEXT,__text) non-external _SegmentStreamPRead
00007ffc126f33eb (__TEXT,__text) non-external _SegmentStreamPWrite
00007ffc126f356b (__TEXT,__text) non-external _SegmentStreamSimulate
00007ffc127128a4 (__TEXT,__text) non-external _SemInit
00007ffc127327f3 (__TEXT,__text) non-external _SemInit
00007ffc126c6f0a (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc126d3c08 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc126e2a37 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc1270648e (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc126d341d (__TEXT,__text) non-external _SharedArrayPush
00007ffc127326fa (__TEXT,__text) non-external _SharedArrayPush
00007ffc126d38cf (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffc126d30ae (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffc126d3582 (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffc126d3516 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffc126d3594 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffc126d3973 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffc126d3d86 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffc126d3d60 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffc126d3d1a (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffc126d3dbe (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffc126d2c93 (__TEXT,__text) non-external _SimStreamClose
00007ffc126d2dc4 (__TEXT,__text) non-external _SimStreamPRead
00007ffc126d2dd1 (__TEXT,__text) non-external _SimStreamPWrite
00007ffc126d2dde (__TEXT,__text) non-external _SimStreamSimulate
00007ffc126db473 (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffc126db577 (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffc126db45f (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffc126dba77 (__TEXT,__text) non-external _StringTableCmp
00007ffc126db35d (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffc126db430 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffc126db9fc (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffc126db8ef (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffc126dba6f (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffc126db65f (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffc126e1a89 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffc126e2590 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffc126e2d6e (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffc126e2b49 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffc126e2c6a (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffc1272fd60 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffc127301cf (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffc1273051e (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffc1273063f (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffc12730713 (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffc126ae315 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffc126ae29a (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffc4026f050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffc126b4270 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffc126b4290 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffc126ef723 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffc126c95d7 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffc126c84b3 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffc126c9012 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAtWithState
00007ffc126b4730 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffc126b48bd (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffc126b5bda (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffc126b485c (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffc126e0a04 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffc126e145c (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffc12701714 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffc127034e6 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpenWithState
00007ffc126eaa05 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffc126eac0f (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffc126ea98b (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffc126ea710 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffc126b6eed (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffc126b78e8 (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffc12731235 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffc127319e0 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffc1272823d (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffc12728221 (__TEXT,__text) non-external (was a private external) _aaByteStreamSimulate
00007ffc126c42e0 (__TEXT,__text) non-external _aaCacheStreamCancel
00007ffc126c42ed (__TEXT,__text) non-external _aaCacheStreamClose
00007ffc126c3c7d (__TEXT,__text) non-external (was a private external) _aaCacheStreamOpen
00007ffc126c3fa6 (__TEXT,__text) non-external _aaCacheStreamPRead
00007ffc126c4124 (__TEXT,__text) non-external _aaCacheStreamPWrite
00007ffc126c42c4 (__TEXT,__text) non-external _aaCacheStreamRead
00007ffc126c3f37 (__TEXT,__text) non-external _aaCacheStreamSeek
00007ffc126c440d (__TEXT,__text) non-external _aaCacheStreamTruncate
00007ffc126c42d2 (__TEXT,__text) non-external _aaCacheStreamWrite
00007ffc12708b5b (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffc126d5468 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffc1272d37d (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffc1272d38a (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffc1272d4cd (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffc1272d249 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffc127096fc (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffc1272f224 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffc1272e974 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffc1272ea18 (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffc1272e8b6 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffc1272e747 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffc1271ddb7 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffc1271cc70 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffc1271d236 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffc1271d0f4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffc12708267 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffc12707b91 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffc12708869 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffc1270742c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffc12706e99 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffc12707761 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffc12708a0b (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffc12706b00 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffc12706d38 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffc12708990 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffc12706e70 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffc1271ad2a (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffc1271a0e0 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffc1271a5b8 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffc1271a480 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffc12724f80 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffc127251df (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffc127250a6 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffc1270104d (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffc1272870c (__TEXT,__text) non-external _aaFileStreamAbort
00007ffc127282a1 (__TEXT,__text) non-external _aaFileStreamClose
00007ffc1272874d (__TEXT,__text) non-external _aaFileStreamFlush
00007ffc12728275 (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffc12728628 (__TEXT,__text) non-external _aaFileStreamPRead
00007ffc1272869a (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffc12728554 (__TEXT,__text) non-external _aaFileStreamRead
00007ffc12728719 (__TEXT,__text) non-external _aaFileStreamSeek
00007ffc12728734 (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffc127285be (__TEXT,__text) non-external _aaFileStreamWrite
00007ffc126f2648 (__TEXT,__text) non-external (was a private external) _aaForkInputStreamOpen
00007ffc126d9e63 (__TEXT,__text) non-external (was a private external) _aaForkOutputStreamOpen
00007ffc127181f9 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffc1271855c (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffc1271880f (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffc12716cd0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffc127174a1 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffc126f1b20 (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffc126f1a5c (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffc126f16f3 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffc126f1984 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffc126f1991 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffc126f199e (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffc126f19c2 (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffc126f19b0 (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffc126f9639 (__TEXT,__text) non-external (was a private external) _aaInSituStreamOpen
00007ffc126f2afa (__TEXT,__text) non-external (was a private external) _aaIntervalInputStreamOpen
00007ffc12728e9e (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffc12728d8f (__TEXT,__text) non-external _aaMagicStreamClose
00007ffc12728db2 (__TEXT,__text) non-external _aaMagicStreamRead
00007ffc126f217e (__TEXT,__text) non-external (was a private external) _aaSegmentStreamOpen
00007ffc1272deac (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffc12728bc2 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffc12728b89 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffc12728be5 (__TEXT,__text) non-external _aaSharedBufferRead
00007ffc12728bb8 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffc12729198 (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffc12728f88 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffc12729087 (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffc12728f95 (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffc127282d1 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffc1271e8e8 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffc126fd616 (__TEXT,__text) non-external _add_control
00007ffc126bb41c (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffc126bb0a4 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffc126d6b48 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffc126d59eb (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffc126d56eb (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffc126d5669 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffc126d82f3 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffc126d7b7f (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffc126bb391 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffc126bb0c0 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffc126bb026 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffc126bb168 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffc126d6f12 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffc126d6dde (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffc126d6d85 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffc126fb1bd (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffc126fa2d0 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffc126bfba8 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffc126bb618 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffc126bc7d0 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffc126bb604 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffc126c3803 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffc126c288e (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffc126c28c8 (__TEXT,__text) non-external _aeaInputStreamClose
00007ffc126c2a8e (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffc126c3049 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffc126c267c (__TEXT,__text) non-external _aeaInputStreamRead
00007ffc126cc3f2 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffc1273bb80 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffc126bb2c2 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffc126c60db (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffc126c60f7 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffc126c6916 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffc126c6dfc (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffc126c496c (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffc126c4e40 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffc126c5e7b (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffc126c5799 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffc126d825d (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffc126bb018 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffc126bb2e8 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffc126c8ad4 (__TEXT,__text) non-external _afStreamCancel
00007ffc126c8938 (__TEXT,__text) non-external _afStreamClose
00007ffc126c8dea (__TEXT,__text) non-external _afStreamCloseWithState
00007ffc126c8ae6 (__TEXT,__text) non-external _afStreamWrite
00007ffc1272bbe2 (__TEXT,__text) non-external _afscStreamCancel
00007ffc1272b682 (__TEXT,__text) non-external _afscStreamClose
00007ffc1272c02d (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffc127292f2 (__TEXT,__text) non-external _afscStreamOpen
00007ffc1272bbf4 (__TEXT,__text) non-external _afscStreamWrite
00007ffc126ad800 (__TEXT,__text) non-external _aggregate_copy_fork
00007ffc126ae240 (__TEXT,__text) non-external _aggregate_identical_forks
00007ffc126b9a8c (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffc1271cc24 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffc1271cbe9 (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffc1271cba3 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffc126b101f (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffc126ef1c3 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffc1271958b (__TEXT,__text) non-external _append_field
00007ffc127160c3 (__TEXT,__text) non-external _applyEntryAttributes
00007ffc126eeb20 (__TEXT,__text) non-external _applyYEC
00007ffc126e974c (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffc126e9a4e (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffc126b6663 (__TEXT,__text) non-external _asyncContext
