                 (undefined) external _CGAffineTransformMakeScale (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetData (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CNActionTypeAudioCall (from Contacts)
                 (undefined) external _CNActionTypeMessage (from Contacts)
                 (undefined) external _CNActionTypeVideoCall (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CIContext (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_CIFilter (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_CIImage (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_CNContact (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNPhoneNumber (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNUIUserActionDiscoveringEnvironment (from ContactsUICore)
                 (undefined) external _OBJC_CLASS_$_CNUIUserActionListDataSource (from ContactsUICore)
                 (undefined) external _OBJC_CLASS_$_NSColor (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSImage (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableOrderedSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
                 (undefined) external _OBJC_CLASS_$_SABaseCommand (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIAppPunchOut (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_TUCallCapabilities (from TelephonyUtilities)
                 (undefined) external _OBJC_CLASS_$_TUCallCenter (from TelephonyUtilities)
                 (undefined) external _OBJC_CLASS_$_TUDialRequest (from TelephonyUtilities)
                 (undefined) external _OBJC_CLASS_$_VNGenerateObjectnessBasedSaliencyImageRequest (from Vision)
                 (undefined) external _OBJC_CLASS_$_VNImageRequestHandler (from Vision)
                 (undefined) external _OBJC_CLASS_$_VNRequest (from Vision)
                 (undefined) external _OBJC_CLASS_$_VNSaliencyImageObservation (from Vision)
0000000299cf3120 (__AUTH,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC14SiriContactsUI37GetContactQuickActionButtonsViewModel
00000002971618c0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
000000029da161f8 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC14SiriContactsUI37GetContactQuickActionButtonsViewModel
000000029da16250 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC14SiriContactsUI37GetContactQuickActionButtonsViewModel.2
0000000268c3cc30 (__TEXT,__text) non-external ___CGBitmapContextCreate
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
0000000268c3ec30 (__TEXT,__text) non-external (was a private external) ___swift_allocate_boxed_opaque_existential_1
0000000268c37164 (__TEXT,__text) non-external (was a private external) ___swift_allocate_value_buffer
0000000268c69f64 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
0000000268c69f84 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
0000000268c37120 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_0
0000000268c37120 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_0Tm
0000000268c37120 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_0Tm
0000000268c37120 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_1
0000000268c354cc (__TEXT,__text) non-external (was a private external) ___swift_getEnumTagSinglePayload
0000000268c34430 (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledNameAbstractV2
0000000268c342e0 (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledNameV2
0000000268c3ca64 (__TEXT,__text) non-external (was a private external) ___swift_memcpy0_1
0000000268c5c13c (__TEXT,__text) non-external (was a private external) ___swift_memcpy11_8
0000000268c3fc14 (__TEXT,__text) non-external (was a private external) ___swift_memcpy17_8
0000000268c4f5e8 (__TEXT,__text) non-external (was a private external) ___swift_mutable_project_boxed_opaque_existential_1
0000000268c3ca68 (__TEXT,__text) non-external (was a private external) ___swift_noop_void_return
0000000268c464d0 (__TEXT,__text) non-external (was a private external) ___swift_project_boxed_opaque_existential_0
0000000268c464d0 (__TEXT,__text) non-external (was a private external) ___swift_project_boxed_opaque_existential_1
0000000268c37080 (__TEXT,__text) non-external (was a private external) ___swift_project_value_buffer
0000000268c62e70 (__TEXT,__const) non-external (was a private external) ___swift_reflection_version
0000000268c354f0 (__TEXT,__text) non-external (was a private external) ___swift_storeEnumTagSinglePayload
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __swiftEmptyArrayStorage (from libswiftCore)
                 (undefined) external __swiftEmptyDictionarySingleton (from libswiftCore)
                 (undefined) external __swiftImmortalRefCount (from libswiftCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftAVFoundation (from libswiftAVFoundation)
0000000290cd57b8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftAVFoundation_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftAccelerate (from libswiftAccelerate)
0000000290cd57b0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftAccelerate_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCompression (from libswiftCompression)
0000000290cd5788 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCompression_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreAudio (from libswiftCoreAudio)
0000000290cd57c8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreAudio_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
0000000290cd5770 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreFoundation_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreImage (from libswiftCoreImage)
0000000290cd57d0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreImage_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreLocation (from libswiftCoreLocation)
0000000290cd57f0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreLocation_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreMIDI (from libswiftCoreMIDI)
0000000290cd57d8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreMIDI_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreMedia (from libswiftCoreMedia)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreMediaIO (from libswiftCoreMediaIO)
0000000290cd57e0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreMediaIO_$_SiriContactsUI
0000000290cd57c0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreMedia_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
0000000290cd5760 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDispatch_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftFoundation (from Foundation)
0000000290cd5768 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftFoundation_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
0000000290cd5778 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIOKit_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIntents (from libswiftIntents)
0000000290cd57e8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIntents_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftMLCompute (from libswiftMLCompute)
0000000290cd5808 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftMLCompute_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftMapKit (from libswiftMapKit)
0000000290cd5810 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftMapKit_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftMetal (from libswiftMetal)
0000000290cd57a0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftMetal_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftNaturalLanguage (from libswiftNaturalLanguage)
0000000290cd5800 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftNaturalLanguage_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftOSLog (from libswiftOSLog)
0000000290cd5780 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftOSLog_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
0000000290cd5748 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftObjectiveC_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftQuartzCore (from libswiftQuartzCore)
0000000290cd5790 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftQuartzCore_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftQuickLookUI (from libswiftQuickLookUI)
0000000290cd5818 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftQuickLookUI_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftSpatial (from libswiftSpatial)
0000000290cd57f8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftSpatial_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers (from libswiftUniformTypeIdentifiers)
0000000290cd5798 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftVideoToolbox (from libswiftVideoToolbox)
0000000290cd5820 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftVideoToolbox_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
0000000290cd5758 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftXPC_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_Builtin_float (from libswift_Builtin_float)
0000000290cd5750 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_Builtin_float_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
0000000290cd5740 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftos_$_SiriContactsUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsimd (from libswiftsimd)
0000000290cd57a8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftsimd_$_SiriContactsUI
0000000268c3cbec (__TEXT,__text) non-external __swift_stdlib_malloc_size
                 (undefined) external __swift_stdlib_reportUnimplementedInitializer (from libswiftCore)
0000000268c6504a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI0aB14GCAButtonStyleV05SwiftC006ButtonE0AA4BodyAdEP_AD4View
0000000268c644c2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI14GetContactViewO05SwiftC00F0AA4BodyAdEP_AdE
0000000268c67572 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI23GetContactAttributeViewO05SwiftC00G0AA4BodyAdEP_AdE
0000000268c66dcc (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI26GetContactAttributeAgeViewV05SwiftC00H0AA4BodyAdEP_AdE
0000000268c64a68 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI26ModifyContactAttributeViewO05SwiftC00G0AA4BodyAdEP_AdE
0000000268c675d8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI27GetContactQuickActionButtonVyxq_G05SwiftC04ViewAA4BodyAeFP_AeF
0000000268c66c12 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI30ModifyContactAttributeBodyViewV05SwiftC00H0AA0G0AdEP_AdE
0000000268c66ff8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI32GetContactQuickActionButtonStyleV05SwiftC00hI0AA4BodyAdEP_AD4View
0000000268c6557a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI32GetContactQuickActionButtonsViewV05SwiftC00I0AA4BodyAdEP_AdE
0000000268c64bee (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI34GetContactAttributeMultiResultViewV05SwiftC00I0AA4BodyAdEP_AdE
0000000268c653b2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI35GetContactAttributeSingleResultViewV05SwiftC00I0AA4BodyAdEP_AdE
0000000268c66c90 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI37GetContactQuickActionButtonLabelStyleV05SwiftC00iJ0AA4BodyAdEP_AD4View
0000000268c66f12 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI37GetContactQuickActionButtonsViewModelC7Combine16ObservableObjectAA0M19WillChangePublisherAdEP_AD0P0
0000000268c66aea (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI38ModifyContactAttributeConfirmationViewV05SwiftC00H0AA4BodyAdEP_AdE
0000000268c648ec (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI38UnsupportedNoEmergencyContactFoundViewV05SwiftC00I0AA4BodyAdEP_AdE
0000000268c6494c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI39ModifyContactAttributeIntentHandledViewV05SwiftC00I0AA4BodyAdEP_AdE
0000000268c66c5e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 14SiriContactsUI45GetContactQuickActionButtonLabelStyleIconOnlyV05SwiftC00iJ0AA4BodyAdEP_AD4View
0000000268c645ee (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance So12CNActionTypeaSHSCSQ
0000000268c645de (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance So12CNActionTypeas20_SwiftNewtypeWrapperSCSY
0000000268c645e6 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance So12CNActionTypeas20_SwiftNewtypeWrapperSCs35_HasCustomAnyHashableRepresentation
0000000268c645f6 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance So13VNImageOptionaSHSCSQ
0000000268c645b2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance So13VNImageOptionas20_SwiftNewtypeWrapperSCSY
0000000268c645ba (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance So13VNImageOptionas20_SwiftNewtypeWrapperSCs35_HasCustomAnyHashableRepresentation
0000000268c5ace4 (__TEXT,__text) non-external _block_copy_helper
0000000268c5b9dc (__TEXT,__text) non-external _block_copy_helper.102
0000000268c5ba04 (__TEXT,__text) non-external _block_copy_helper.55
0000000268c5b9fc (__TEXT,__text) non-external _block_copy_helper.63
0000000268c5ba00 (__TEXT,__text) non-external _block_copy_helper.71
000000029da15e60 (__AUTH_CONST,__const) non-external _block_descriptor
000000029da16018 (__AUTH_CONST,__const) non-external _block_descriptor.104
000000029da15ed8 (__AUTH_CONST,__const) non-external _block_descriptor.57
000000029da15f28 (__AUTH_CONST,__const) non-external _block_descriptor.65
000000029da15f78 (__AUTH_CONST,__const) non-external _block_descriptor.73
0000000268c5acf4 (__TEXT,__text) non-external _block_destroy_helper
0000000268c5b9f0 (__TEXT,__text) non-external _block_destroy_helper.103
0000000268c5ba10 (__TEXT,__text) non-external _block_destroy_helper.56
0000000268c5ba08 (__TEXT,__text) non-external _block_destroy_helper.64
0000000268c5ba0c (__TEXT,__text) non-external _block_destroy_helper.72
                 (undefined) external _bzero (from libSystem)
0000000268c5c130 (__TEXT,__text) non-external (was a private external) _get_enum_tag_for_layout_string 7SwiftUI11EnvironmentV7ContentOySb_G
0000000268c64c94 (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table 7SwiftUI15ModifiedContentVy07SnippetB014ComponentStackVyAA9TupleViewVyAA0I0PAAE12onTapGesture5count7performQrSi_yyctFQOyAjDE10separators_10isOverrideQr0E3Kit14SeparatorStyleO_SbtFQOyACyAD014SimpleItemRichI0VAA14_PaddingLayoutVG_Qo__Qo__AA7ForEachVySay18SiriContactsCommon019GetContactAttributeE5ModelV16DisplayAttributeVGSSAjDEAN_AOQrAR_SbtFQOyAjDE2if_9transformQrSb_qd__xXEtAaIRd__lFQOyAD07Summaryv6ButtonI0V_AjAE9draggable_7previewQrqd_0_yXA_qd__yXEtAaIRd__16CoreTransferable12TransferableRd_0_r0_lFQOyA9__ACyAA6VStackVyAHyAA4TextV_A17_tGGAVGSSQo_Qo__Qo_GtGGAA011_ForegroundT8ModifierVyAA5ColorVGGAaIHPA26_AaIHPyHC_A31_AA0I8ModifierHPyHCHC.3
0000000268c66da4 (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table 7SwiftUI15ModifiedContentVyAA23LabelStyleConfigurationV4IconVAA12_FrameLayoutVGAA4ViewHPAgaKHPyHC_AiA0K8ModifierHPyHCHC.12
0000000268c66d9c (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table 7SwiftUI15ModifiedContentVyAA6VStackVyAA9TupleViewVyACyAA23LabelStyleConfigurationV4IconVAA12_FrameLayoutVG_ACyAI5TitleVAA30_EnvironmentKeyWritingModifierVyAA4FontVSgGGtGGAA08_PaddingM0VGAA0G0HPAyAA1_HPyHC_A_AA0gR0HPyHCHC.11
0000000268c64a88 (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table 7SwiftUI19_ConditionalContentVy012SiriContactsB038ModifyContactAttributeConfirmationViewVAD0ghi13IntentHandledK0VGAA0K0HPAfaJHPyHC_AhaJHPyHCHC.2
0000000268c64586 (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table 7SwiftUI19_ConditionalContentVyAA08ModifiedD0VyAA6VStackVyAA9TupleViewVyAA0H0PAAE16privacySensitiveyQrSbFQOy07SnippetB007RFImageH0V_Qo__AEyAA6SpacerVAA12_FrameLayoutVGAEyAkAE10fontWeightyQrAA4FontV0Q0VSgFQOyAEyAkAEALyQrSbFQOyAA4TextV_Qo_AA30_EnvironmentKeyWritingModifierVyAXSgGG_Qo_AA016_ForegroundStyleW0VyAA5ColorVGGACyAIyAEyA7_A13_G_AUtGAUG012SiriContactsB0028GetContactQuickActionButtonsH0VtGGAA08_PaddingO0VGAA05EmptyH0VGAaJHPA25_AaJHPA22_AaJHPyHC_A24_AA0hW0HPyHCHC_A27_AaJHPyHCHC.2
0000000268c673ee (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table 7SwiftUI19_ConditionalContentVyAA08ModifiedD0VyAEyAEyAEyAEyAA4ViewPAAE10labelStyleyQrqd__AA05LabelH0Rd__lFQOyAA06ButtonH13ConfigurationV0I0V_012SiriContactsB0021GetContactQuickActionjiH8IconOnlyVQo_AA14_PaddingLayoutVGAA010_FlexFrameU0VGAA14_OpacityEffectVGAA34_InsettableBackgroundShapeModifierVyAA01_x5ShapeH0VyAA8MaterialVGAA16RoundedRectangleVGGAA30_EnvironmentKeyWritingModifierVyAA11ColorSchemeOGGAEyAEyAEyAEyAEyAgAEAHyQrqd__AaIRd__lFQOyAM_AN0nopqjiH0VQo_AVGA11_ySiSgGGAYGA8_GA14_GGAaFHPA15_AaFHPA9_AaFHPAzaFHPAwaFHPAtaFHPqd0__AaFHD3_AQHO_AsA0F8ModifierHPyHCHC_AvAA27_HPyHCHC_AyAA27_HPyHCHC_A8_AAA27_HPyHCHC_A14_AAA27_HPyHCHC_A25_AaFHPA24_AaFHPA23_AaFHPA22_AaFHPA19_AaFHPqd0__AaFHD3_A18_HO_AvAA27_HPyHCHC_A21_AAA27_HPyHCHC_AyAA27_HPyHCHC_A8_AAA27_HPyHCHC_A14_AAA27_HPyHCHCHC.6
0000000268c675c6 (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table 7SwiftUI19_ConditionalContentVyACyACy012SiriContactsB014GetContactViewOAD0gh12AttributeAgeI0VGACyAD0ghj12SingleResultI0VAA08ModifiedD0VyAD0ghj5MultimI0VAA30_EnvironmentKeyWritingModifierVyAA11ColorSchemeOGGGGAA05EmptyI0VGAA0I0HPAwAA_HPAiAA_HPAfAA_HPyHC_AhAA_HPyHCHC_AvAA_HPAkAA_HPyHC_AuAA_HPAoAA_HPyHC_AtA0iS0HPyHCHCHCHC_AyAA_HPyHCHC.2
0000000268c67610 (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table 7SwiftUI4ViewRzAaBR_r0_lqd0__AaBHD3_AaBPAAE11buttonStyleyQrqd__AA06ButtonE0Rd__lFQOyAcAE04menuE0yQrqd__AA04MenuE0Rd__lFQOyAA0H0Vyq_xG_AA0fhE0VQo__012SiriContactsB0021GetContactQuickActionfE0VQo_HO.3
0000000268c66adc (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table 7SwiftUI6HStackVyAA7ForEachVySay18SiriContactsCommon0fG10ActionTypeOGSSAA15ModifiedContentVy0fgB0015GetContactQuickI6ButtonVyAA012_ConditionalL0VyAPyAPyAA9TupleViewVyAEySayAF0fgI4ItemCGSSAA0P0VyAA5LabelVyAA6VStackVyAKyAA0U5GroupVyARyAA4TextV_A3_tGGAA30_EnvironmentKeyWritingModifierVyAA0X9AlignmentOGGGAA5ImageVGGG_AEySaySS3key_AU5valuetGSSAA4MenuVyA3_AEyAUSSAWyAYyA5_A14_GGGGGSgtGAEySaySo14CNLabeledValueCySo8NSStringCGGSSA16_GGAPyA29_AEySayA31_ySo15CNPostalAddressCGGSSAWyAYyA_yAKyA1_yARyA3__AKyA3_A7_ySiSgGGtGGA10_GGA14_GGGGGA29_GAKyAKyAYyA3_A14_GAA01_L13ShapeModifierVyAA16RoundedRectangleVGGAA24_ForegroundStyleModifierVyAA5ColorVGGGAA01_yZ17TransformModifierVySbGGGGAA0S0HPyHC.116
0000000268c64914 (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table 9SnippetUI14ComponentStackVy05SwiftB06ButtonVyAD4TextVGGAD4ViewHPyHC.2
0000000268c66c04 (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table 9SnippetUI14ComponentStackVy05SwiftB09TupleViewVy012SiriContactsB0026ModifyContactAttributeBodyG0V_AD0G0PAAE16componentSpacing3top6bottomQr12CoreGraphics7CGFloatV_AQtFQOyAkAE10separators_10isOverrideQr0A3Kit14SeparatorStyleO_SbtFQOyAA012BinaryButtonG0V_Qo__Qo_tGGAdJHPyHC.12
0000000268c652d8 (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table qd0__7SwiftUI4ViewHD3_AaBPAAE10labelStyleyQrqd__AA05LabelE0Rd__lFQOyAA15ModifiedContentVyAGyAGyAGyAGyAGyAGyAA06ButtonE13ConfigurationV0F0VAA30_EnvironmentKeyWritingModifierVyAA4FontVSgGGAA12_FrameLayoutVGAA011_BackgroundeN0VyAA017HierarchicalShapeE0VGGAA11_ClipEffectVyAA6CircleVGGAA01_htN0VyA3_GGAA08_OpacityV0VGAA06_ScaleV0VG_AA08IconOnlyfE0VQo_HO.3
0000000268c66c4a (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table qd__7SwiftUI4ViewHD2_AaBP07SnippetB0E10separators_10isOverrideQr0D3Kit14SeparatorStyleO_SbtFQOyAD017PrimaryHeaderRichC0V_Qo_HO.5
0000000268c64a46 (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table qd__7SwiftUI4ViewHD2_AaBPAAE12onTapGesture5count7performQrSi_yyctFQOy07SnippetB014ComponentStackVyAA05TupleC0Vy012SiriContactsB0026ModifyContactAttributeBodyC0V_AcGE06isLastJ0yQrSbFQOyAcGE10separators_0S8OverrideQr0I3Kit14SeparatorStyleO_SbtFQOyAG015StatusIndicatorC0V_Qo__Qo_tGG_Qo_HO.10
0000000268c66df8 (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table qd__7SwiftUI4ViewHD2_AaBPAAE12onTapGesture5count7performQrSi_yyctFQOyAA15ModifiedContentVy07SnippetB0019FactItemShortNumberC0VAA24_ForegroundStyleModifierVyAA5ColorVGG_Qo_HO.4
0000000268c65418 (__TEXT,__swift5_typeref) non-external (was a private external) _get_witness_table qd__7SwiftUI4ViewHD2_AaBPAAE12onTapGesture5count7performQrSi_yyctFQOyAA15ModifiedContentVyAC07SnippetB0E2if_9transformQrSb_qd__xXEtAaBRd__lFQOyAI017SummaryItemButtonC0V_AcAE9draggable_7previewQrqd_0_yXA_qd__yXEtAaBRd__16CoreTransferable0T0Rd_0_r0_lFQOyAM_AHyAA6VStackVyAA05TupleC0VyAA03AnyC0V_AWSgtGGAA14_PaddingLayoutVGSSQo_Qo_AA24_ForegroundStyleModifierVyAA5ColorVGG_Qo_HO.6
                 (undefined) external _kCGColorSpaceSRGB (from CoreGraphics)
0000000268c4da78 (__TEXT,__text) non-external (was a private external) _keypath_get_selector_identifier
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _objc_allocWithZone (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
0000000268c6b6e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGImageForProposedRect:context:hints:
0000000268c6b700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$aceId
0000000268c6b720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
0000000268c6b740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
0000000268c6b760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cancel
0000000268c6b780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$colorThresholdFilter
0000000268c6b7a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$colorWithRed:green:blue:alpha:
0000000268c6b7c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
0000000268c6b7e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createCGImage:fromRect:
0000000268c6b800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$emailAddresses
0000000268c6b820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$extent
0000000268c6b840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedStringValue
