00007fff77a4468f (__TEXT,__text) external _AAArchiveStreamCancel
00007fff77a6f1d1 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007fff77a66fcd (__TEXT,__text) non-external (was a private external) _aaResolveKnownKey
00007fff77a784b0 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007fff77a77374 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007fff77a7733b (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007fff77a77397 (__TEXT,__text) non-external _aaSharedBufferRead
00007fff77a7736a (__TEXT,__text) non-external _aaSharedBufferWrite
00007fff77a76dd5 (__TEXT,__text) non-external _aaTempFileStreamClose
00007fff77a73cb1 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_link_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_file (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007fff77a49896 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007fff77a49532 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007fff77a5708f (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007fff77a55fac (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007fff77a55c91 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007fff77a55c0f (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007fff77a5850c (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007fff77a57e2f (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007fff77a4980f (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007fff77a4954e (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007fff77a494b6 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007fff77a495fb (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007fff77a573e2 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007fff77a572bb (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007fff77a57262 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007fff77a58451 (__TEXT,__text) non-external (was a private external) _aeaContainerSegmentMatchesChecksum
00007fff77a63938 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007fff77a4c2c8 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007fff77a49ab3 (__TEXT,__text) non-external (was a private external) _aeaDeriveMasterKeyExisting
00007fff77a4ab9c (__TEXT,__text) non-external (was a private external) _aeaDeriveMasterKeyNew
00007fff77a49a9f (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007fff77a4fa0f (__TEXT,__text) non-external _aeaInputStreamCancel
00007fff77a4fa49 (__TEXT,__text) non-external _aeaInputStreamClose
00007fff77a4fbaa (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007fff77a50084 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007fff77a4f3bb (__TEXT,__text) non-external _aeaInputStreamRead
00007fff77a4e521 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007fff77a7ead0 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007fff77a49748 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007fff77a51ddf (__TEXT,__text) non-external _aeaOutputStreamAbort
00007fff77a51dfb (__TEXT,__text) non-external _aeaOutputStreamClose
00007fff77a525c4 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007fff77a52ab6 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007fff77a507a9 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007fff77a50cbb (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007fff77a51b7c (__TEXT,__text) non-external _aeaOutputStreamWrite
00007fff77a5152b (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007fff77a494a8 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007fff77a4976e (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007fff77a4475a (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007fff77a60ed5 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007fff77a709b2 (__TEXT,__text) non-external _append_field
00007fff77a6e116 (__TEXT,__text) non-external _applyEntryAttributes
00007fff77a60047 (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007fff77a6034e (__TEXT,__text) non-external (was a private external) _areFilesEqual2
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007fff77a5b27e (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007fff77a66c34 (__TEXT,__text) non-external _chunkAppendHole
00007fff77a66c06 (__TEXT,__text) non-external _chunkDestroy
00007fff77a5b906 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
00007fff77a6abd4 (__TEXT,__text) non-external _cmpNodesProc
00007fff77a47593 (__TEXT,__text) non-external _cmp_entries_clc
00007fff77a47566 (__TEXT,__text) non-external _cmp_entries_hlc
00007fff77a47614 (__TEXT,__text) non-external _cmp_entries_offset
00007fff77a475c0 (__TEXT,__text) non-external _cmp_entries_slc
00007fff77a6837b (__TEXT,__text) non-external _cmp_keys
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007fff77a5f5d5 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007fff77a5f538 (__TEXT,__text) non-external (was a private external) _concatPath
00007fff77a63111 (__TEXT,__text) non-external _convertStreamAbort
00007fff77a6326e (__TEXT,__text) non-external _convertStreamBeginBlob
00007fff77a6213c (__TEXT,__text) non-external _convertStreamClose
00007fff77a6336f (__TEXT,__text) non-external _convertStreamEndBlob
00007fff77a631d4 (__TEXT,__text) non-external _convertStreamEndEntry
00007fff77a6312a (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007fff77a62d60 (__TEXT,__text) non-external _convertStreamWriteBlob
00007fff77a621cf (__TEXT,__text) non-external _convertStreamWriteHeader
00007fff77a5fb71 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007fff77a68bb6 (__TEXT,__text) non-external _create
00007fff77a614bd (__TEXT,__text) non-external _createErrorContextKey
00007fff77a60fd8 (__TEXT,__text) non-external (was a private external) _createThread
00007fff77a54d0d (__TEXT,__text) non-external _currentWriteBufferFull
00007fff77a769c8 (__TEXT,__text) non-external _decodeStreamAbort
00007fff77a75597 (__TEXT,__text) non-external _decodeStreamClose
00007fff77a769eb (__TEXT,__text) non-external _decodeStreamDiscard
00007fff77a7510a (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007fff77a76ba0 (__TEXT,__text) non-external _decodeStreamLoadHeader
00007fff77a7689e (__TEXT,__text) non-external _decodeStreamReadBlob
00007fff77a76c43 (__TEXT,__text) non-external _decodeStreamReadData
00007fff77a756dd (__TEXT,__text) non-external _decodeStreamReadHeader
00007fff77a76abe (__TEXT,__text) non-external _decodeStreamRefillBuffer
00007fff77a541c4 (__TEXT,__text) non-external _ecc65537Inv
00007fff77a53ddb (__TEXT,__text) non-external _ecc65537PolyEval
00007fff77a5405d (__TEXT,__text) non-external _ecc65537Solve
00007fff77a53e38 (__TEXT,__text) non-external _ecc65537Triangulate
00007fff77a74bcd (__TEXT,__text) non-external _encoderStreamAbort
00007fff77a74a14 (__TEXT,__text) non-external _encoderStreamClose
00007fff77a74dc0 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007fff77a74bea (__TEXT,__text) non-external _encoderStreamWriteHeader
00007fff77a609a0 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007fff77a6e486 (__TEXT,__text) non-external _entryRelease
00007fff77a6e436 (__TEXT,__text) non-external _entrySetState
00007fff77a69bb4 (__TEXT,__text) non-external _expandDirThreadProc
00007fff77a6e0f9 (__TEXT,__text) non-external _extractStreamAbort
00007fff77a6c3c8 (__TEXT,__text) non-external _extractStreamClose
00007fff77a6e7f6 (__TEXT,__text) non-external _extractStreamEntryEnd
00007fff77a6e9a8 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007fff77a6e8cf (__TEXT,__text) non-external _extractStreamStateFail
00007fff77a6dc04 (__TEXT,__text) non-external _extractStreamWriteBlob
00007fff77a6d0ad (__TEXT,__text) non-external _extractStreamWriteHeader
00007fff77a6e5b3 (__TEXT,__text) non-external _extractThreadFailEntry
00007fff77a6b71f (__TEXT,__text) non-external _extractThreadProc
00007fff77a6eb6c (__TEXT,__text) non-external _extractThreadSendCommand
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007fff77a74fbf (__TEXT,__text) non-external _flushOBuf
00007fff77a5dad0 (__TEXT,__text) non-external _flushToResourceFork
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007fff869151f8 (__DATA,__bss) non-external _gErrorContextKey
00007fff77a60633 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007fff77a5f3a1 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007fff77a6146b (__TEXT,__text) non-external _getErrorContextKey
00007fff869151e8 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007fff77a60531 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007fff77a5ff45 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007fff77a60474 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007fff77a605ad (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007fff77a5febf (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007fff77a606c5 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007fff77a606db (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007fff77a60769 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007fff77a603f2 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007fff77a484ff (__TEXT,__text) non-external _getHeader
00007fff77a6a90f (__TEXT,__text) non-external _getPath
00007fff77a5f36d (__TEXT,__text) non-external (was a private external) _getRealTime
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00007fff77a7c090 (__TEXT,__text) non-external _graisAbort
00007fff77a7a526 (__TEXT,__text) non-external _graisClose
00007fff77a7bc82 (__TEXT,__text) non-external _graisPRead
00007fff77a7bc5a (__TEXT,__text) non-external _graisRead
00007fff77a7c04a (__TEXT,__text) non-external _graisSeek
00007fff77a69b02 (__TEXT,__text) non-external _increaseCapacity
00007fff77a6f0a0 (__TEXT,__text) non-external _init_blob_with_magic
00007fff77a61270 (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecUseDataProtectionKeychain (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007fff77a60a6c (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
                 (undefined) external _listxattr (from libSystem)
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007fff77a59bda (__TEXT,__text) non-external _memoryInputStreamCancel
00007fff77a59bcd (__TEXT,__text) non-external _memoryInputStreamClose
00007fff77a59c0f (__TEXT,__text) non-external _memoryInputStreamPRead
00007fff77a59bec (__TEXT,__text) non-external _memoryInputStreamRead
00007fff77a59c66 (__TEXT,__text) non-external _memoryInputStreamSeek
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
00007fff77a6a65b (__TEXT,__text) non-external _normalize
00007fff77a5f478 (__TEXT,__text) non-external (was a private external) _normalizePath
00007fff77a864c0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007fff77a5f86c (__TEXT,__text) non-external (was a private external) _pathIsValid
00007fff77a48475 (__TEXT,__text) non-external _pcRead
00007fff77a48533 (__TEXT,__text) non-external _pcWrite
00007fff77a65598 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007fff77a7c202 (__TEXT,__text) non-external _pc_log_error.cold.1
00007fff77a6570b (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pread (from libSystem)
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
                 (undefined) external _read (from libSystem)
00007fff77a48b11 (__TEXT,__text) non-external _readThreadProc
                 (undefined) external _readdir_r$INODE64 (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007fff77a72885 (__TEXT,__text) non-external _realloc_ace
00007fff77a7157e (__TEXT,__text) non-external _realloc_attr
00007fff77a6182a (__TEXT,__text) non-external _realloc_entries
00007fff77a6f116 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
00007fff77a60910 (__TEXT,__text) non-external (was a private external) _removeFile
                 (undefined) external _removexattr (from libSystem)
00007fff77a55a11 (__TEXT,__text) non-external _reportProgress
00007fff77a6e686 (__TEXT,__text) non-external _retireThreadEnqueue
00007fff77a6b276 (__TEXT,__text) non-external _retireThreadProc
00007fff77a5b95c (__TEXT,__text) non-external _seekTo
00007fff77a54c9e (__TEXT,__text) non-external _sendEOF
00007fff77a63821 (__TEXT,__text) non-external _sendHeader
00007fff77a7c0b9 (__TEXT,__text) non-external _sendMessage
00007fff77a81b10 (__TEXT,__cstring) non-external _serializeHexString.digit
00007fff77a5ffc6 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007fff77a60a14 (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
                 (undefined) external _setxattr (from libSystem)
00007fff77a5f411 (__TEXT,__text) non-external (was a private external) _sha1ToString
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _stat$INODE64 (from libSystem)
00007fff77a5ffaf (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007fff77a60984 (__TEXT,__text) non-external (was a private external) _statIsDataless
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007fff77a5ee24 (__TEXT,__text) non-external _streamAbort
00007fff77a66221 (__TEXT,__text) non-external _streamAbort
00007fff77a5ecb4 (__TEXT,__text) non-external _streamClose
00007fff77a65ec8 (__TEXT,__text) non-external _streamClose
00007fff77a4f1f7 (__TEXT,__text) non-external _streamConsumerProc
00007fff77a66a9c (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007fff77a5ee41 (__TEXT,__text) non-external _streamPRead
00007fff77a66241 (__TEXT,__text) non-external _streamPWrite
00007fff77a7b42e (__TEXT,__text) non-external _streamProc
00007fff77a5f24e (__TEXT,__text) non-external _streamRead
00007fff77a5f271 (__TEXT,__text) non-external _streamSeek
00007fff77a4f295 (__TEXT,__text) non-external _streamThreadProc
00007fff77a4f173 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007fff77a5a2af (__TEXT,__text) non-external _stringTableIndexCompareProc
00007fff77a59e60 (__TEXT,__text) non-external _stringTableReserve
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007fff77a5cb68 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007fff77a5c87a (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007fff77a61247 (__TEXT,__text) non-external _threadWrapperProc
                 (undefined) external _unlink (from libSystem)
00007fff77a5f944 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007fff77a60f66 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007fff77a60f98 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007fff77a7020b (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
00007fff77a7b302 (__TEXT,__text) non-external _workerProc
00007fff77a485fa (__TEXT,__text) non-external _workerThreadProc
00007fff77a55a73 (__TEXT,__text) non-external _workerThreadProc
                 (undefined) external _write (from libSystem)
00007fff77a7504a (__TEXT,__text) non-external _writeOBuf
00007fff77a48f5d (__TEXT,__text) non-external _writeThreadProc
00007fff77a65b9d (__TEXT,__text) non-external _writerProc
                 (undefined) external dyld_stub_binder (from libSystem)
