
/System/Library/PrivateFrameworks/Hydra.framework/Versions/Current/Libraries/libAlembic.1.7.10.dylib (for architecture x86_64):
                 (undefined) external __Unwind_Resume (from libSystem)
00000000000b21be (__TEXT,__text) external __Z13iex_debugTrapv
000000000005479c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111ISubDSchemaaSERKS2_
000000000008d708 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema10getFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000008d6de (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema10hasFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000008b758 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema11initCornersEj
000000000008b084 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema11initCreasesEj
0000000000089244 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema12selectiveSetERKNS2_6SampleE
000000000008d0e8 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema13createFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000008d564 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema15getFaceSetNamesERNSt3__16vectorINS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS8_ISA_EEEE
000000000008c654 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema15setFromPreviousEv
000000000008cf70 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema15setTimeSamplingENSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEE
000000000008ca5a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema15setTimeSamplingEj
000000000008d9e0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema15setUVSourceNameERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000008a6d2 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema17createUVsPropertyERKNS2_6SampleE
000000000008c10c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema23createPositionsPropertyEv
0000000000089eca (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema24createSubDSchemePropertyEv
000000000008a4ee (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema24createVelocitiesPropertyEv
000000000008a370 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema33createInterpolateBoundaryPropertyEv
0000000000087070 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema3setERKNS2_6SampleE
000000000008a1f2 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema41createFaceVaryingPropagateCornersPropertyEv
000000000008a074 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema44createFaceVaryingInterpolateBoundaryPropertyEv
000000000008655e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema4initEjb
000000000008bce0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchema9initHolesEj
0000000000087066 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchemaC1ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
00000000000869d6 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchemaC1ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
00000000000869e0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchemaC2ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
0000000000085c70 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111OSubDSchemaC2ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000009942c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample11setRotationERKN9Imath_2_24Vec3IdEEd
0000000000099b5e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample12setXRotationEd
0000000000099eee (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample12setYRotationEd
000000000009a27e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample12setZRotationEd
000000000009b476 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample14freezeTopologyEv
0000000000099098 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample14setTranslationERKN9Imath_2_24Vec3IdEE
000000000009b55c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample15isTopologyEqualERKS2_
0000000000099084 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample17setInheritsXformsEb
0000000000097f28 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample5addOpENS1_7XformOpERKN9Imath_2_24Vec3IdEE
0000000000098266 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample5addOpENS1_7XformOpERKN9Imath_2_24Vec3IdEEd
00000000000988ea (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample5addOpENS1_7XformOpERKN9Imath_2_28Matrix44IdEE
00000000000985bc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample5addOpENS1_7XformOpEd
0000000000098c4a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample5addOpERKNS1_7XformOpE
000000000009b480 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample5clearEv
000000000009b52a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample5resetEv
00000000000997d4 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample8setScaleERKN9Imath_2_24Vec3IdEE
000000000009a60e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSample9setMatrixERKN9Imath_2_28Matrix44IdEE
0000000000097f04 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSampleC1Ev
0000000000097ee0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSampleC2Ev
0000000000098fda (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1111XformSampleixERKm
000000000003d524 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112CameraSample15getScreenWindowERdS3_S3_S3_
000000000003da74 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112CameraSample5addOpENS1_15FilmBackXformOpE
000000000003d36a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112CameraSampleC1Edddd
000000000003d190 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112CameraSampleC2Edddd
000000000003dc4c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112CameraSampleixERKm
0000000000047df0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112ILightSchema4initERKNS_3Abc3v118ArgumentES7_
00000000000585c0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112IXformSchema4initERKNS_3Abc3v118ArgumentES7_
000000000006ae06 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchema13getNumSamplesEv
000000000006a402 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchema15setCameraSampleERKNS1_12CameraSampleE
000000000006a99c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchema15setFromPreviousEv
000000000006ac8e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchema15setTimeSamplingENSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEE
000000000006aab0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchema15setTimeSamplingEj
000000000006af2e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchema16getArbGeomParamsEv
000000000006b218 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchema17getUserPropertiesEv
000000000006b4fc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchema22getChildBoundsPropertyEv
0000000000069d7e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchema4initENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS_3Abc3v118ArgumentESD_SD_SD_
000000000006a256 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchemaC1ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
000000000006a03a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchemaC1ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000006a044 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchemaC2ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
0000000000069aa0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OLightSchemaC2ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000009193c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchema15setFromPreviousEv
0000000000092920 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchema15setTimeSamplingENSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEE
0000000000092746 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchema15setTimeSamplingEj
0000000000091e76 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchema16getArbGeomParamsEv
0000000000090824 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchema16setChannelValuesERKNSt3__16vectorIdNS3_9allocatorIdEEEE
0000000000092160 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchema17getUserPropertiesEv
000000000009244a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchema22getChildBoundsPropertyEv
00000000000909ae (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchema3setERNS1_11XformSampleE
000000000009016e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchema4initEx
000000000009081a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchemaC1ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
0000000000090354 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchemaC1ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000009035e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchemaC2ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
000000000008fc40 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1112OXformSchemaC2ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
0000000000095107 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113GetVisibilityERNS_3Abc3v117IObjectERKNS3_15ISampleSelectorE
000000000003f500 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113ICameraSchema4initERKNS_3Abc3v118ArgumentES7_
0000000000041fdc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113ICurvesSchema4initERKNS_3Abc3v118ArgumentES7_
000000000004e240 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113IPointsSchema4initERKNS_3Abc3v118ArgumentES7_
000000000005c2dc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCameraSchema15setFromPreviousEv
000000000005c552 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCameraSchema15setTimeSamplingENSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEE
000000000005c452 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCameraSchema15setTimeSamplingEj
000000000005ca52 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCameraSchema16getArbGeomParamsEv
000000000005cd3c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCameraSchema17getUserPropertiesEv
000000000005d026 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCameraSchema22getChildBoundsPropertyEv
000000000005b390 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCameraSchema3setERKNS1_12CameraSampleE
000000000005c6ca (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCameraSchema4initEj
000000000005f36a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema12selectiveSetERKNS2_6SampleE
0000000000062f92 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema15setFromPreviousEv
0000000000063cbe (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema15setTimeSamplingENSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEE
0000000000063926 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema15setTimeSamplingEj
00000000000601e4 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema16calcBasisAndTypeERA4_hRKNS2_6SampleE
00000000000603e6 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema17createUVsPropertyERKNS2_6SampleE
0000000000062174 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema19createKnotsPropertyEv
0000000000061500 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema19createWidthPropertyERKNS2_6SampleE
0000000000061f5e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema20createOrdersPropertyEv
0000000000060c2e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema21createNormalsPropertyERKNS2_6SampleE
000000000006286c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema22createPositionPropertyEv
0000000000060202 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema22createVelocityPropertyEv
0000000000062b7c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema22createVertexPropertiesEv
0000000000061d48 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema29createPositionWeightsPropertyEv
000000000005e110 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema3setERKNS2_6SampleE
0000000000063e36 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OCurvesSchema4initExb
000000000007b30e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchema12selectiveSetERKNS2_6SampleE
000000000007ca40 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchema15setFromPreviousEv
000000000007d088 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchema15setTimeSamplingENSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEE
000000000007cd4c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchema15setTimeSamplingEj
000000000007c7b2 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchema16createIdPropertyEv
000000000007bb8c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchema20createWidthsPropertyERKNS2_6SampleE
000000000007c50c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchema22createPositionPropertyEv
000000000007b95c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchema22createVelocityPropertyEv
000000000007aa34 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchema3setERKNS2_6SampleE
000000000007a52c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchema4initEjb
000000000007aa2a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchemaC1ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
000000000007a6c2 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchemaC1ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000007a6cc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchemaC2ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
0000000000079f50 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1113OPointsSchemaC2ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000004707c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114IFaceSetSchema4initERKNS_3Abc3v118ArgumentES7_
000000000004ad44 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114INuPatchSchema4initERKNS_3Abc3v118ArgumentES7_
0000000000067e2a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114OFaceSetSchema15setTimeSamplingENSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEE
0000000000067d1c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114OFaceSetSchema15setTimeSamplingEj
0000000000068892 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114OFaceSetSchema18setFaceExclusivityENS1_18FaceSetExclusivityE
00000000000686ae (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114OFaceSetSchema22_recordExclusivityHintEv
000000000006835c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114OFaceSetSchema3setERKNS2_6SampleE
00000000000676d6 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114OFaceSetSchema4initENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS_3Abc3v118ArgumentESD_SD_SD_
0000000000067d10 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114OFaceSetSchemaC1ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
0000000000067b54 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114OFaceSetSchemaC1ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
0000000000067b5e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114OFaceSetSchemaC2ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
0000000000067240 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114OFaceSetSchemaC2ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000006fede (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema12selectiveSetERKNS2_6SampleE
00000000000750ca (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema15setFromPreviousEv
0000000000075af0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema15setTimeSamplingENSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEE
000000000007554a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema15setTimeSamplingEj
0000000000071d42 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema17createUVsPropertyERKNS2_6SampleE
0000000000074444 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema20createKnotPropertiesEv
0000000000073072 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema20createTrimPropretiesEv
000000000007258a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema21createNormalsPropertyERKNS2_6SampleE
0000000000071b5e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema22createVelocityPropertyEv
00000000000740ac (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema24createPositionPropertiesEv
0000000000072e5c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema29createPositionWeightsPropertyEv
000000000006df5c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema3setERKNS2_6SampleE
000000000006d634 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchema4initExb
000000000006df52 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchemaC1ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
000000000006d7cc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchemaC1ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000006d7d6 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchemaC2ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
000000000006cad0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1114ONuPatchSchemaC2ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000003e758 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOp12setTranslateERKN9Imath_2_24Vec2IdEE
000000000003e714 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOp15setChannelValueEmd
000000000003e834 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOp8setScaleERKN9Imath_2_24Vec2IdEE
000000000003e910 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOp9setMatrixERKN9Imath_2_28Matrix33IdEE
000000000003e3ce (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOpC1ENS1_26FilmBackXformOperationTypeERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
000000000003e64e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOpC1ERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000003e276 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOpC1Ev
000000000003e2bc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOpC2ENS1_26FilmBackXformOperationTypeERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
000000000003e3d8 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOpC2ERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000003e230 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOpC2Ev
0000000000050b40 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115IPolyMeshSchema10getFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
00000000000509ea (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115IPolyMeshSchema10hasFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000005082a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115IPolyMeshSchema15getFaceSetNamesERNSt3__16vectorINS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS8_ISA_EEEE
0000000000050520 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115IPolyMeshSchema16loadFaceSetNamesEv
000000000004f5dc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115IPolyMeshSchema4initERKNS_3Abc3v118ArgumentES7_
00000000000501fc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115IPolyMeshSchemaaSERKS2_
00000000000841a8 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema10getFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000083a12 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema10hasFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000080d76 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema12selectiveSetERKNS2_6SampleE
0000000000083b22 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema13createFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000008402e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema15getFaceSetNamesERNSt3__16vectorINS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS8_ISA_EEEE
0000000000083368 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema15setFromPreviousEv
000000000008389a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema15setTimeSamplingENSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEE
00000000000835fe (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema15setTimeSamplingEj
0000000000084480 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema15setUVSourceNameERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
