00007ff905c88b3d (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff905c76521 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00007ff905c768eb (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00007ff905c768e1 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00007ff905c76847 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00007ff905c768d8 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00007ff905c768ba (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00007ff905c87ea9 (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00007ff905c87e9f (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00007ff905c87e95 (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00007ff905c87b4c (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00007ff905c87bdb (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00007ff905c87e8b (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00007ff905c770d3 (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00007ff905c770ae (__TEXT,__text) non-external -[StagedBundleData access:]
00007ff905c770c9 (__TEXT,__text) non-external -[StagedBundleData bundle]
00007ff905c76ba2 (__TEXT,__text) non-external -[StagedBundleData handleReload]
00007ff905c7693e (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00007ff905c770bf (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00007ff905c8dc00 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff905c8dc88 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff905c8dc38 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00007ff905c8dc60 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff905c8dc20 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff905c8dc98 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff905c889df (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00007ff905c88871 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00007ff942ca33b8 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00007ff905c83760 (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00007ff942c9b9b0 (__DATA,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
00007ff942ca2388 (__DATA,__objc_data) external _OBJC_CLASS_$_AKELData
00007ff942ca2900 (__DATA,__objc_data) external _OBJC_CLASS_$_AMFI
00007ff942ca24f0 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapper
00007ff942ca29a0 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00007ff942ca2928 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00007ff942ca2478 (__DATA,__objc_data) external _OBJC_CLASS_$_BundleData
00007ff942ca2568 (__DATA,__objc_data) external _OBJC_CLASS_$_GKScanResult
00007ff942ca2748 (__DATA,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00007ff942ca2450 (__DATA,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00007ff942ca2838 (__DATA,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00007ff942ca29c8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00007ff942ca2608 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00007ff942ca26a8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00007ff942ca2518 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00007ff942ca23d8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00007ff942ca27e8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00007ff942ca2658 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00007ff942ca26f8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00007ff942ca2298 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00007ff942ca22c0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00007ff942ca25b8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPLog
00007ff942ca2798 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMigration
00007ff942ca2888 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00007ff942ca2338 (__DATA,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00007ff942ca1f88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00007ff942ca1f90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00007ff942ca1f98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00007ff942ca2278 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00007ff942ca2270 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00007ff942ca2280 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00007ff942ca1fd8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00007ff942ca1fe0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00007ff942ca1fe8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00007ff942ca2000 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00007ff942ca1fd0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00007ff942ca1ff0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00007ff942ca1ff8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00007ff942ca2048 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00007ff942ca2050 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00007ff942ca1fb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00007ff942ca1fb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
00007ff942ca1fa0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._metaId
00007ff942ca1fa8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._missCount
00007ff942ca1fc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._sourceTable
00007ff942ca1fc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._target
00007ff942ca2170 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._blockDevice
00007ff942ca21d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundle
00007ff942ca21b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleID
00007ff942ca21b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleVersion
00007ff942ca21e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhash
00007ff942ca21f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashData
00007ff942ca21f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashDigestAlgorithm
00007ff942ca2190 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._checkValidity
00007ff942ca2188 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._chgTime
00007ff942ca2210 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._entitlements
00007ff942ca2160 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._fsTypeName
00007ff942ca21c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isAppWrapper
00007ff942ca2240 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBundled
00007ff942ca21c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isDirectory
00007ff942ca2228 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantined
00007ff942ca2220 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantinedMount
00007ff942ca2238 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isScript
00007ff942ca2230 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isUserApproved
00007ff942ca21a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mainExecutableURL
00007ff942ca2180 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._modTime
00007ff942ca2178 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mountTime
00007ff942ca2158 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._objectID
00007ff942ca21a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._originalURL
00007ff942ca2150 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pathOnVolume
00007ff942ca2250 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pid
00007ff942ca2218 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._quarantineChecked
00007ff942ca2208 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingID
00007ff942ca21e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingInfo
00007ff942ca21d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._staticCodeRef
00007ff942ca2200 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._teamID
00007ff942ca2248 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._triggeredByLibraryLoad
00007ff942ca2198 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._url
00007ff942ca2168 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumePath
00007ff942ca2148 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumeUUID
00007ff942ca2290 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._connection
00007ff942ca2288 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._interface
00007ff942ca2078 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._cdHash
00007ff942ca2088 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._developerName
00007ff942ca2058 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._execPath
00007ff942ca2090 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._lastSeen
00007ff942ca2060 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._mmapPath
00007ff942ca2080 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._responsiblePath
00007ff942ca2068 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._signingID
00007ff942ca2070 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._teamID
00007ff942ca20d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._connection
00007ff942ca20c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._interface
00007ff942ca20d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._lock
00007ff942ca20e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._progressBlock
00007ff942ca2040 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._blockedReasonDescription
00007ff942ca2020 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._cdHash
00007ff942ca2008 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._itemPath
00007ff942ca2038 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._knownMalware
00007ff942ca2028 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsApproval
00007ff942ca2030 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsOverride
00007ff942ca2010 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._signingID
00007ff942ca2018 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._teamID
00007ff942ca2138 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._connection
00007ff942ca2130 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._interface
00007ff942ca2140 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._requireDaemon
00007ff942ca20a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._connection
00007ff942ca2098 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._interface
00007ff942ca2110 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.bundleID
00007ff942ca2120 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.cdHash
00007ff942ca2100 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isCodeless
00007ff942ca20f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isDeprecated
00007ff942ca20e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isNotarized
00007ff942ca20f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isUnsupported
00007ff942ca2128 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.lastUsed
00007ff942ca2108 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.path
00007ff942ca2118 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.teamID
00007ff942ca20b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._connection
00007ff942ca20a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._currentPolicy
00007ff942ca20b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._interface
00007ff942ca20c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy.currentUAKL
00007ff942ca1f00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem._originalAllowed
00007ff942ca1f08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.allowed
00007ff942ca1f20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationName
00007ff942ca1f28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationPath
00007ff942ca1f40 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.bundleIDs
00007ff942ca1f30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.developerName
00007ff942ca1f18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.isPendingUpgrade
00007ff942ca1f10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.rebootRequired
00007ff942ca1f38 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.teamID
00007ff942ca2268 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allBundleURLs
00007ff942ca2260 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allKextURLs
00007ff942ca2258 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._volumeRoot
00007ff942ca1f58 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._accessQueue
00007ff942ca1f68 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundle
00007ff942ca1f50 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundleUrl
00007ff942ca1f70 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._fileManager
00007ff942ca1f80 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._prepareBlock
00007ff942ca1f78 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._reloadBlock
00007ff942ca1f60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedBundle
00007ff942ca1f48 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedUrl
00007ff942ca23b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_AKELData
00007ff942ca28d8 (__DATA,__objc_data) external _OBJC_METACLASS_$_AMFI
00007ff942ca24c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_AppWrapper
00007ff942ca2978 (__DATA,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicy
00007ff942ca2950 (__DATA,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicyResult
00007ff942ca24a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_BundleData
00007ff942ca2590 (__DATA,__objc_data) external _OBJC_METACLASS_$_GKScanResult
00007ff942ca2770 (__DATA,__objc_data) external _OBJC_METACLASS_$_MIS
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff942ca2428 (__DATA,__objc_data) external _OBJC_METACLASS_$_PolicyCacheMeta
00007ff942ca2860 (__DATA,__objc_data) external _OBJC_METACLASS_$_PolicyScanTarget
00007ff942ca29f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPDeveloperPolicy
00007ff942ca2630 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPExecutionHistoryItem
00007ff942ca26d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicy
00007ff942ca2540 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicyItem
00007ff942ca2400 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPFilePolicy
00007ff942ca2810 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPInstallationPolicy
00007ff942ca2680 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistory
00007ff942ca2720 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistoryItem
00007ff942ca22e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicy
00007ff942ca2310 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicyItem
00007ff942ca25e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPLog
00007ff942ca27c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPMigration
00007ff942ca28b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPMigrationScanner
00007ff942ca2360 (__DATA,__objc_data) external _OBJC_METACLASS_$_StagedBundleData
00007ff942c9bff8 (__DATA,__const) external _SPErrorDomain
                 (undefined) external _SecCertificateCopyOrganization (from Security)
                 (undefined) external _SecCertificateCopyOrganizationalUnit (from Security)
                 (undefined) external _SecCertificateGetTypeID (from Security)
                 (undefined) external _SecCodeCopyPath (from Security)
                 (undefined) external _SecCodeCopySigningInformation (from Security)
                 (undefined) external _SecCodeSetDetachedSignature (from Security)
                 (undefined) external _SecCodeSignerAddSignature (from Security)
                 (undefined) external _SecCodeSignerCreate (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
                 (undefined) external _SecStaticCodeCancelValidation (from Security)
                 (undefined) external _SecStaticCodeCheckValidity (from Security)
                 (undefined) external _SecStaticCodeCreateWithPath (from Security)
                 (undefined) external _SecStaticCodeSetCallback (from Security)
00007ff905c8c7f0 (__TEXT,__const) external _SystemPolicyVersionNumber
00007ff905c8c7c0 (__TEXT,__const) external _SystemPolicyVersionString
00007ff905c8145a (__TEXT,__text) external _URLisDirectory
00007ff905c88acc (__TEXT,__text) non-external (was a private external) __AMFIExecutionPreflight
00007ff905c8b5fa (__TEXT,__text) non-external __AMFIExecutionPreflight.cold.1
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCreateUnique (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff942ca0c38 (__DATA,__objc_const) non-external __OBJC_$_CATEGORY_NSData_$_Strings
00007ff905c8c6b0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AMFI
00007ff905c8bcf0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapper
00007ff905c8c6d0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapperPolicy
00007ff905c8bdd0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_GKScanResult
00007ff905c8c308 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_MIS
00007ff905c8c680 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_NSData(Strings)
00007ff905c8beb0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionHistoryItem
00007ff905c8bd10 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionPolicyItem
00007ff905c8bb78 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPFilePolicy
00007ff905c8c240 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionHistoryItem
00007ff905c8bfb0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicy(MDM)
