00007ff841eac3a0 (__DATA,__data) external _NDR_record
00007ff80038fbcc (__TEXT,__text) external _csops
00007ff80038eccc (__TEXT,__text) external _csops_audittoken
00007ff80038ed83 (__TEXT,__text) external _csr_check
00007ff800395653 (__TEXT,__text) external _csr_get_active_config
00007ff80038e6c0 (__TEXT,__text) external _debug_control_port_for_pid
00007ff8003a2b10 (__TEXT,__text) external _debug_syscall_reject
00007ff8003a2a25 (__TEXT,__text) external _debug_syscall_reject_config
00007ff841eac398 (__DATA,__data) external _denap_boost_assertion_token
00007ff8003995b8 (__TEXT,__text) external _disconnectx
00007ff8003937fc (__TEXT,__text) non-external _do_compat
00007ff800391cf0 (__TEXT,__text) external _dup
00007ff80039534c (__TEXT,__text) external _dup2
00007ff84002e3f0 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff84002e280 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff84002e5f0 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff84002e2c0 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff84002e3c0 (__DATA_CONST,__const) non-external _err_codes_io
00007ff84002ef60 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
00007ff84002eb90 (__DATA_CONST,__const) non-external _err_codes_iokit_common
00007ff8003b6a30 (__TEXT,__const) non-external _err_codes_iokit_common_map
00007ff84002ee20 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
00007ff8003b6a70 (__TEXT,__const) non-external _err_codes_iokit_fw_map
00007ff84002ed40 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
00007ff8003b6a40 (__TEXT,__const) non-external _err_codes_iokit_usb_map
00007ff84002de60 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff84002ea20 (__DATA_CONST,__const) non-external _err_codes_libkern_common
00007ff84002ea90 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
00007ff84002ea30 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
00007ff84002e5c0 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff84002e9d0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff84002e940 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff84002e880 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff84002e590 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff84002e840 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff84002e2e0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff84002e260 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff84002e330 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff84002e7f0 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff84002e790 (__DATA_CONST,__const) non-external _err_codes_send
00007ff84002e500 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff84002e300 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff84002e2f8 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff84002e030 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff84002e440 (__DATA_CONST,__const) non-external _err_codes_us
00007ff84002e630 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff84002e720 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff84002dc80 (__DATA_CONST,__const) non-external _err_iokit_sub
00007ff8003b6a20 (__TEXT,__const) non-external _err_iokit_sub_map
00007ff84002db00 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff84002dc00 (__DATA_CONST,__const) non-external _err_libkern_sub
00007ff84002db80 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff84002d7e0 (__DATA_CONST,__const) non-external _err_os_sub
00007ff84002d880 (__DATA_CONST,__const) non-external _err_server_sub
00007ff8003b69f0 (__TEXT,__const) non-external _err_us_sub
00007ff843a3c818 (__DATA_DIRTY,__common) external _errno
00007ff8003b434d (__TEXT,__text) external _etap_trace_thread
00007ff8003a680a (__TEXT,__text) external _exc_server
00007ff8003a63aa (__TEXT,__text) external _exc_server_routine
00007ff8003a5dd0 (__TEXT,__text) external _exception_raise
00007ff8003a5f1b (__TEXT,__text) external _exception_raise_state
00007ff8003a614f (__TEXT,__text) external _exception_raise_state_identity
00007ff800398414 (__TEXT,__text) external _exchangedata
00007ff800395321 (__TEXT,__text) external _execve
00007ff841eac460 (__DATA,__bss) non-external _execve_with_filter
00007ff8003995d0 (__TEXT,__text) external _faccessat
00007ff8003995e8 (__TEXT,__text) external _fchdir
00007ff8003929c0 (__TEXT,__text) external _fchflags
00007ff800391d63 (__TEXT,__text) external _fchmod
00007ff800399600 (__TEXT,__text) external _fchmodat
00007ff800392d18 (__TEXT,__text) external _fchown
00007ff800399618 (__TEXT,__text) external _fchownat
00007ff800399630 (__TEXT,__text) external _fclonefileat
00007ff80038edbc (__TEXT,__text) external _fcntl
00007ff8003918af (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800399648 (__TEXT,__text) external _fdatasync
00007ff800394690 (__TEXT,__text) external _ffsctl
00007ff80039127c (__TEXT,__text) external _fgetattrlist
00007ff800391cd8 (__TEXT,__text) external _fgetxattr
00007ff800399660 (__TEXT,__text) external _fhopen
00007ff800393380 (__TEXT,__text) external _fileport_makefd
00007ff80039353c (__TEXT,__text) external _fileport_makeport
00007ff80039838c (__TEXT,__text) external _flistxattr
00007ff8003916a0 (__TEXT,__text) external _flock
00007ff800399678 (__TEXT,__text) external _fmount
00007ff800399690 (__TEXT,__text) external _fpathconf
00007ff80039c2dc (__TEXT,__text) non-external _fprintf_stderr
00007ff8003996a8 (__TEXT,__text) external _freadlink
00007ff8003996c0 (__TEXT,__text) external _fremovexattr
00007ff8003a2999 (__TEXT,__text) external _fs_snapshot_create
00007ff8003a29b3 (__TEXT,__text) external _fs_snapshot_delete
00007ff800395268 (__TEXT,__text) external _fs_snapshot_list
00007ff8003a2a10 (__TEXT,__text) external _fs_snapshot_mount
00007ff8003a29ca (__TEXT,__text) external _fs_snapshot_rename
00007ff8003a29e2 (__TEXT,__text) external _fs_snapshot_revert
00007ff8003a29f9 (__TEXT,__text) external _fs_snapshot_root
00007ff800391264 (__TEXT,__text) external _fsctl
00007ff800392d00 (__TEXT,__text) external _fsetattrlist
00007ff800392870 (__TEXT,__text) external _fsetxattr
00007ff8003912f0 (__TEXT,__text) external _fsgetpath
00007ff8003996d8 (__TEXT,__text) external _fsgetpath_ext
00007ff8003996f0 (__TEXT,__text) external _fstat
00007ff80038ed6c (__TEXT,__text) external _fstat$INODE64
00007ff80038ed6c (__TEXT,__text) external _fstat64
00007ff800399708 (__TEXT,__text) external _fstatat
00007ff800391338 (__TEXT,__text) external _fstatat$INODE64
00007ff800391338 (__TEXT,__text) external _fstatat64
00007ff800397c38 (__TEXT,__text) external _fstatfs
00007ff80038fc78 (__TEXT,__text) external _fstatfs$INODE64
00007ff80038fc78 (__TEXT,__text) external _fstatfs64
00007ff800391368 (__TEXT,__text) external _fsync
00007ff800398c48 (__TEXT,__text) external _fsync$NOCANCEL
00007ff8003910b0 (__TEXT,__text) external _ftruncate
00007ff80039e606 (__TEXT,__text) external _futimens
00007ff8003929d8 (__TEXT,__text) external _futimes
00007ff841eac3a8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff80038ed24 (__TEXT,__text) external _getattrlist
00007ff800399720 (__TEXT,__text) external _getattrlistat
00007ff8003910e0 (__TEXT,__text) external _getattrlistbulk
00007ff8003a5677 (__TEXT,__text) external _getaudit
00007ff8003901b8 (__TEXT,__text) external _getaudit_addr
00007ff800399738 (__TEXT,__text) external _getauid
00007ff800399750 (__TEXT,__text) external _getdirentries
00007ff800399768 (__TEXT,__text) external _getdirentriesattr
00007ff8003956d0 (__TEXT,__text) external _getdtablesize
00007ff80038fbb4 (__TEXT,__text) external _getegid
00007ff80038e960 (__TEXT,__text) external _getentropy
00007ff80038f5b0 (__TEXT,__text) external _geteuid
00007ff800399780 (__TEXT,__text) external _getfh
00007ff800399798 (__TEXT,__text) external _getfsstat
00007ff8003909e8 (__TEXT,__text) external _getfsstat$INODE64
00007ff8003909e8 (__TEXT,__text) external _getfsstat64
00007ff800391868 (__TEXT,__text) external _getgid
00007ff800392d30 (__TEXT,__text) external _getgroups
00007ff800392b2c (__TEXT,__text) external _gethostuuid
00007ff800391e73 (__TEXT,__text) external _getiopolicy_np
00007ff8003997b0 (__TEXT,__text) external _getitimer
00007ff800391d4c (__TEXT,__text) external _getpeername
00007ff800396958 (__TEXT,__text) external _getpgid
00007ff80039530c (__TEXT,__text) external _getpgrp
00007ff80038e980 (__TEXT,__text) external _getpid
00007ff800393584 (__TEXT,__text) external _getppid
00007ff8003951f0 (__TEXT,__text) external _getpriority
00007ff800390194 (__TEXT,__text) external _getrlimit
00007ff8003944f0 (__TEXT,__text) external _getrusage
00007ff800398c60 (__TEXT,__text) external _getsgroups_np
00007ff8003997c8 (__TEXT,__text) external _getsid
00007ff8003946a8 (__TEXT,__text) external _getsockname
00007ff800391ca8 (__TEXT,__text) external _getsockopt
00007ff80038fb84 (__TEXT,__text) external _getuid
00007ff800398c78 (__TEXT,__text) external _getwgroups_np
00007ff800390c7c (__TEXT,__text) external _getxattr
00007ff8003997e0 (__TEXT,__text) external _grab_pgo_data
00007ff8003997f8 (__TEXT,__text) external _graftdmg
00007ff800391350 (__TEXT,__text) external _guarded_close_np
00007ff800396f04 (__TEXT,__text) external _guarded_kqueue_np
00007ff80039c395 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff800391140 (__TEXT,__text) external _guarded_open_np
00007ff800391204 (__TEXT,__text) external _guarded_pwrite_np
00007ff80039490c (__TEXT,__text) external _guarded_write_np
00007ff800399810 (__TEXT,__text) external _guarded_writev_np
00007ff8003bc020 (__TEXT,__cstring) non-external _hex
00007ff80039c449 (__TEXT,__text) external _host_check_multiuser_mode
00007ff80038f40b (__TEXT,__text) external _host_create_mach_voucher
00007ff80038e63c (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff8003a6c74 (__TEXT,__text) external _host_default_memory_manager
00007ff8003a8171 (__TEXT,__text) external _host_get_UNDServer
00007ff80039c432 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff8003a6874 (__TEXT,__text) external _host_get_boot_info
00007ff8003a71f4 (__TEXT,__text) external _host_get_clock_control
00007ff800393035 (__TEXT,__text) external _host_get_clock_service
00007ff8003a785d (__TEXT,__text) external _host_get_exception_ports
00007ff8003a8b6a (__TEXT,__text) external _host_get_io_main
00007ff80039137d (__TEXT,__text) external _host_get_io_master
00007ff80039c443 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff80038f0ce (__TEXT,__text) external _host_get_special_port
00007ff80039243b (__TEXT,__text) external _host_info
00007ff8003a8685 (__TEXT,__text) external _host_kernel_version
00007ff8003a9213 (__TEXT,__text) external _host_lockgroup_info
00007ff80039c596 (__TEXT,__text) external _host_page_size
00007ff8003a6ac2 (__TEXT,__text) external _host_priv_statistics
00007ff8003a8a27 (__TEXT,__text) external _host_processor_info
00007ff8003a7f60 (__TEXT,__text) external _host_processor_set_priv
00007ff8003a7e46 (__TEXT,__text) external _host_processor_sets
00007ff8003a70da (__TEXT,__text) external _host_processors
00007ff8003a69de (__TEXT,__text) external _host_reboot
00007ff8003a96f0 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff8003a9832 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff80038ff5a (__TEXT,__text) external _host_request_notification
00007ff8003a83f6 (__TEXT,__text) external _host_security_create_task_token
00007ff8003a8572 (__TEXT,__text) external _host_security_set_task_token
00007ff80039cb09 (__TEXT,__text) external _host_self
00007ff80038e4ec (__TEXT,__text) external _host_self_trap
00007ff8003a8086 (__TEXT,__text) external _host_set_UNDServer
00007ff8003a996a (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff8003a775d (__TEXT,__text) external _host_set_exception_ports
00007ff8003a9bff (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff8003a7664 (__TEXT,__text) external _host_set_special_port
00007ff800396a14 (__TEXT,__text) external _host_statistics
00007ff8003963f0 (__TEXT,__text) external _host_statistics64
00007ff8003a7abb (__TEXT,__text) external _host_swap_exception_ports
00007ff8003a8d8e (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800399f78 (__TEXT,__text) external _i386_get_ldt
00007ff800399f8c (__TEXT,__text) external _i386_set_ldt
00007ff841eac380 (__DATA,__data) external _important_boost_assertion_token
00007ff84002f990 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff841eac370 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff841eac368 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff841eac360 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff800391b90 (__TEXT,__text) external _ioctl
00007ff80038e314 (__TEXT,__text) external _issetugid
00007ff841eac448 (__DATA,__bss) non-external _kAccountingThreshold
00007ff800399828 (__TEXT,__text) external _kas_info
00007ff80038e200 (__TEXT,__text) external _kdebug_is_enabled
00007ff8003a2d03 (__TEXT,__text) external _kdebug_signpost
00007ff800396a06 (__TEXT,__text) external _kdebug_signpost_end
00007ff80039697b (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff80039696e (__TEXT,__text) external _kdebug_signpost_start
00007ff8003a2c94 (__TEXT,__text) external _kdebug_timestamp
00007ff8003a2ccf (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff8003a2ce9 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff80038e2bb (__TEXT,__text) external _kdebug_trace
00007ff8003907b6 (__TEXT,__text) external _kdebug_trace_string
00007ff80038e250 (__TEXT,__text) external _kdebug_typefilter
00007ff843a3cea8 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
00007ff8003a2c81 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff80039320c (__TEXT,__text) external _kevent
00007ff800397e64 (__TEXT,__text) external _kevent64
00007ff80038fcf0 (__TEXT,__text) external _kevent_id
00007ff80038fcd8 (__TEXT,__text) external _kevent_qos
00007ff8003a8278 (__TEXT,__text) external _kext_request
00007ff800394d61 (__TEXT,__text) external _kill
00007ff8003a750b (__TEXT,__text) external _kmod_control
00007ff8003a7313 (__TEXT,__text) external _kmod_create
00007ff8003a7427 (__TEXT,__text) external _kmod_destroy
00007ff8003a8c74 (__TEXT,__text) external _kmod_get_info
00007ff8003a571f (__TEXT,__text) external _kpersona_alloc
00007ff8003a577b (__TEXT,__text) external _kpersona_dealloc
00007ff8003a580e (__TEXT,__text) external _kpersona_find
00007ff8003a5892 (__TEXT,__text) external _kpersona_find_by_type
00007ff80039183b (__TEXT,__text) external _kpersona_get
00007ff8003a57ac (__TEXT,__text) external _kpersona_getpath
00007ff800391624 (__TEXT,__text) external _kpersona_info
00007ff8003a574d (__TEXT,__text) external _kpersona_palloc
00007ff8003a57dd (__TEXT,__text) external _kpersona_pidinfo
00007ff8003931f4 (__TEXT,__text) external _kqueue
00007ff800392d48 (__TEXT,__text) external _lchown
00007ff800399840 (__TEXT,__text) external _ledger
00007ff800391efc (__TEXT,__text) external _link
00007ff800399858 (__TEXT,__text) external _linkat
00007ff800399870 (__TEXT,__text) external _lio_listio
00007ff80039529c (__TEXT,__text) external _listen
00007ff8003910f8 (__TEXT,__text) external _listxattr
00007ff8003b01e1 (__TEXT,__text) external _lock_set_create
00007ff8003b0303 (__TEXT,__text) external _lock_set_destroy
00007ff80039ebde (__TEXT,__text) external _log_data_as_kernel
00007ff80038fa20 (__TEXT,__text) external _lseek
00007ff800397ad4 (__TEXT,__text) external _lstat
00007ff800395838 (__TEXT,__text) external _lstat$INODE64
00007ff800395838 (__TEXT,__text) external _lstat64
00007ff80038e916 (__TEXT,__text) external _mach_absolute_time
00007ff80038f908 (__TEXT,__text) external _mach_approximate_time
00007ff80039dfb4 (__TEXT,__text) external _mach_boottime_usec
00007ff800394252 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff80038e8f8 (__TEXT,__text) external _mach_continuous_time
00007ff80039c513 (__TEXT,__text) external _mach_error
00007ff841eac400 (__DATA,__common) external _mach_error_full_diag
00007ff80039369c (__TEXT,__text) external _mach_error_string
00007ff8003936b3 (__TEXT,__text) non-external _mach_error_string_int
00007ff80039c452 (__TEXT,__text) external _mach_error_type
00007ff8003b60d9 (__TEXT,__text) external _mach_eventlink_associate
00007ff8003b5ec9 (__TEXT,__text) external _mach_eventlink_create
00007ff8003b600d (__TEXT,__text) external _mach_eventlink_destroy
00007ff8003b61e5 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff80039e58f (__TEXT,__text) external _mach_eventlink_signal
00007ff80039e5d2 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff80039e59e (__TEXT,__text) external _mach_eventlink_wait_until
00007ff80038e588 (__TEXT,__text) external _mach_generate_activity_id
00007ff80038fe84 (__TEXT,__text) external _mach_get_times
00007ff80038f0c7 (__TEXT,__text) external _mach_host_self
00007ff80039aecb (__TEXT,__text) external _mach_host_special_port_description
00007ff84002d650 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff80039af0d (__TEXT,__text) external _mach_host_special_port_for_id
00007ff841eac1e0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800392f03 (__TEXT,__text) external _mach_init
00007ff843a3ce90 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00007ff800392f20 (__TEXT,__text) non-external _mach_init_doit
00007ff8003ad419 (__TEXT,__text) external _mach_make_memory_entry
00007ff80038f7a0 (__TEXT,__text) external _mach_make_memory_entry_64
00007ff8003b5c9d (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff8003b5dcd (__TEXT,__text) external _mach_memory_entry_ownership
00007ff8003b5b85 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff8003a9a4e (__TEXT,__text) external _mach_memory_info
00007ff8003a88eb (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff8003a90d4 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff80038e895 (__TEXT,__text) external _mach_msg
00007ff80039c5b2 (__TEXT,__text) external _mach_msg2_internal
00007ff841eac43c (__DATA,__bss) non-external _mach_msg2_supported
00007ff80038e5b8 (__TEXT,__text) external _mach_msg2_trap
00007ff80038f1f0 (__TEXT,__text) external _mach_msg_destroy
00007ff80038f344 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800395362 (__TEXT,__text) external _mach_msg_overwrite
00007ff80039c78c (__TEXT,__text) non-external _mach_msg_overwrite_call_trap
00007ff80038e504 (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff80039c932 (__TEXT,__text) external _mach_msg_priority_encode
00007ff80039c928 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff80039c96c (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff80039c97b (__TEXT,__text) external _mach_msg_priority_qos
00007ff80039c98a (__TEXT,__text) external _mach_msg_priority_relpri
00007ff8003983a4 (__TEXT,__text) external _mach_msg_receive
00007ff800391ed5 (__TEXT,__text) external _mach_msg_send
00007ff800394a12 (__TEXT,__text) external _mach_msg_server
00007ff80039568a (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff80039c922 (__TEXT,__text) external _mach_msg_server_importance
00007ff800397404 (__TEXT,__text) external _mach_msg_server_once
00007ff80038e4f8 (__TEXT,__text) external _mach_msg_trap
00007ff8003adf03 (__TEXT,__text) external _mach_notify_dead_name
00007ff8003ade58 (__TEXT,__text) external _mach_notify_no_senders
00007ff8003adda6 (__TEXT,__text) external _mach_notify_port_deleted
00007ff8003ade06 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff8003adeb8 (__TEXT,__text) external _mach_notify_send_once
00007ff800390055 (__TEXT,__text) external _mach_port_allocate
00007ff8003a52a5 (__TEXT,__text) external _mach_port_allocate_full
00007ff8003a528c (__TEXT,__text) external _mach_port_allocate_name
00007ff8003a52a0 (__TEXT,__text) external _mach_port_allocate_qos
00007ff8003a5486 (__TEXT,__text) external _mach_port_assert_attributes
00007ff80038f471 (__TEXT,__text) external _mach_port_construct
00007ff80038f5c6 (__TEXT,__text) external _mach_port_deallocate
00007ff800392b25 (__TEXT,__text) external _mach_port_destroy
00007ff80038fa73 (__TEXT,__text) external _mach_port_destruct
00007ff8003a53f6 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff800391026 (__TEXT,__text) external _mach_port_extract_member
00007ff800396722 (__TEXT,__text) external _mach_port_extract_right
00007ff800390604 (__TEXT,__text) external _mach_port_get_attributes
00007ff800392886 (__TEXT,__text) external _mach_port_get_context
00007ff800390ec1 (__TEXT,__text) external _mach_port_get_refs
00007ff8003a5481 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800398033 (__TEXT,__text) external _mach_port_get_set_status
00007ff8003a52af (__TEXT,__text) external _mach_port_get_srights
00007ff800390a18 (__TEXT,__text) external _mach_port_guard
00007ff8003a5472 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff800390096 (__TEXT,__text) external _mach_port_insert_member
00007ff8003901ff (__TEXT,__text) external _mach_port_insert_right
00007ff8003a547c (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff8003a53fb (__TEXT,__text) external _mach_port_kernel_object
00007ff8003a5423 (__TEXT,__text) external _mach_port_kobject
00007ff8003a5428 (__TEXT,__text) external _mach_port_kobject_description
00007ff80038ead2 (__TEXT,__text) external _mach_port_mod_refs
00007ff8003925f0 (__TEXT,__text) external _mach_port_move_member
00007ff8003a5282 (__TEXT,__text) external _mach_port_names
00007ff8003a5291 (__TEXT,__text) external _mach_port_peek
00007ff8003a5287 (__TEXT,__text) external _mach_port_rename
00007ff80038fd50 (__TEXT,__text) external _mach_port_request_notification
00007ff80039066b (__TEXT,__text) external _mach_port_set_attributes
00007ff800397f42 (__TEXT,__text) external _mach_port_set_context
00007ff8003a5296 (__TEXT,__text) external _mach_port_set_mscount
00007ff8003a529b (__TEXT,__text) external _mach_port_set_seqno
00007ff8003a52b9 (__TEXT,__text) external _mach_port_space_basic_info
00007ff8003a52b4 (__TEXT,__text) external _mach_port_space_info
00007ff8003a5477 (__TEXT,__text) external _mach_port_swap_guard
00007ff800390843 (__TEXT,__text) external _mach_port_type
00007ff8003a542f (__TEXT,__text) external _mach_port_unguard
00007ff800397c4e (__TEXT,__text) external _mach_ports_lookup
00007ff800394505 (__TEXT,__text) external _mach_ports_register
00007ff80038e4c8 (__TEXT,__text) external _mach_reply_port
00007ff80039ce4d (__TEXT,__text) external _mach_right_recv_construct
00007ff80039ceec (__TEXT,__text) external _mach_right_recv_destruct
00007ff80039cf4d (__TEXT,__text) external _mach_right_send_create
00007ff80039d02b (__TEXT,__text) external _mach_right_send_once_consume
00007ff80039cfdc (__TEXT,__text) external _mach_right_send_once_create
00007ff800391f13 (__TEXT,__text) external _mach_right_send_release
00007ff80039cf8f (__TEXT,__text) external _mach_right_send_retain
00007ff8003a5315 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff8003a53a2 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff80039dfc2 (__TEXT,__text) external _mach_task_is_self
00007ff80039ce48 (__TEXT,__text) external _mach_task_self
00007ff843a3ce78 (__DATA_DIRTY,__common) external _mach_task_self_
00007ff80039aee1 (__TEXT,__text) external _mach_task_special_port_description
00007ff84002d760 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff80039afa7 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff841eac2e0 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800393019 (__TEXT,__text) external _mach_thread_self
00007ff80039aef7 (__TEXT,__text) external _mach_thread_special_port_description
00007ff84002d7c0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff80039afb8 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff841eac340 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff80038e8af (__TEXT,__text) external _mach_timebase_info
00007ff843a3ce9c (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
00007ff80038e66c (__TEXT,__text) external _mach_timebase_info_trap
00007ff80039010b (__TEXT,__text) external _mach_vm_allocate
00007ff8003acf88 (__TEXT,__text) external _mach_vm_behavior_set
00007ff800394922 (__TEXT,__text) external _mach_vm_copy
00007ff80038fb18 (__TEXT,__text) external _mach_vm_deallocate
00007ff8003adaef (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff8003adbdc (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff8003adcc1 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff8003aca0f (__TEXT,__text) external _mach_vm_inherit
00007ff8003ad074 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff80038e32a (__TEXT,__text) external _mach_vm_map
00007ff8003ace9c (__TEXT,__text) external _mach_vm_msync
00007ff8003ad683 (__TEXT,__text) external _mach_vm_page_info
00007ff8003ad2f7 (__TEXT,__text) external _mach_vm_page_query
00007ff8003ad83a (__TEXT,__text) external _mach_vm_page_range_query
00007ff800391511 (__TEXT,__text) external _mach_vm_protect
00007ff80039121f (__TEXT,__text) external _mach_vm_purgable_control
00007ff8003a55a3 (__TEXT,__text) external _mach_vm_read
00007ff8003acc32 (__TEXT,__text) external _mach_vm_read_list
00007ff8003972e7 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff80039d34b (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff80039d158 (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff80039d268 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff80039d0ac (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff80039d35f (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff80039d33a (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff800391fdf (__TEXT,__text) external _mach_vm_region
00007ff8003970c0 (__TEXT,__text) external _mach_vm_region_recurse
00007ff8003a548d (__TEXT,__text) external _mach_vm_remap
00007ff8003a5518 (__TEXT,__text) external _mach_vm_remap_new
00007ff8003a7d44 (__TEXT,__text) external _mach_vm_wire
00007ff8003acd99 (__TEXT,__text) external _mach_vm_write
00007ff8003921e9 (__TEXT,__text) external _mach_voucher_attr_command
00007ff80038fa4f (__TEXT,__text) external _mach_voucher_deallocate
00007ff8003b6619 (__TEXT,__text) external _mach_voucher_debug_info
00007ff8003b6473 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800396d59 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff8003905bf (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff80038e648 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff80038e678 (__TEXT,__text) external _mach_wait_until
00007ff8003a9492 (__TEXT,__text) external _mach_zone_force_gc
00007ff8003aa0ee (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff8003a9fc7 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff8003a9338 (__TEXT,__text) external _mach_zone_info
00007ff8003a9e44 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff8003a9ce3 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff80038e600 (__TEXT,__text) external _macx_backing_store_recovery
00007ff80038e5f4 (__TEXT,__text) external _macx_backing_store_suspend
00007ff80038e5d0 (__TEXT,__text) external _macx_swapoff
00007ff80038e5c4 (__TEXT,__text) external _macx_swapon
00007ff80038e5e8 (__TEXT,__text) external _macx_triggers
00007ff800390884 (__TEXT,__text) external _madvise
