000000022574aacc (__TEXT,__text) external _CGLGetCurrentContext
0000000225746520 (__TEXT,__text) external _glGetSynciv
000000022574211c (__TEXT,__text) external _glGetTexEnvfv
000000022574213c (__TEXT,__text) external _glGetTexEnviv
000000022574215c (__TEXT,__text) external _glGetTexGendv
000000022574217c (__TEXT,__text) external _glGetTexGenfv
000000022574219c (__TEXT,__text) external _glGetTexGeniv
00000002257421bc (__TEXT,__text) external _glGetTexImage
00000002257421e4 (__TEXT,__text) external _glGetTexLevelParameterfv
0000000225742208 (__TEXT,__text) external _glGetTexLevelParameteriv
000000022574612c (__TEXT,__text) external _glGetTexParameterIiv
000000022574a2c4 (__TEXT,__text) external _glGetTexParameterIivEXT
000000022574614c (__TEXT,__text) external _glGetTexParameterIuiv
000000022574a2e4 (__TEXT,__text) external _glGetTexParameterIuivEXT
000000022574a594 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
000000022574222c (__TEXT,__text) external _glGetTexParameterfv
000000022574224c (__TEXT,__text) external _glGetTexParameteriv
0000000225745c44 (__TEXT,__text) external _glGetTransformFeedbackVarying
0000000225749d48 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000002257462a4 (__TEXT,__text) external _glGetUniformBlockIndex
0000000225749dd8 (__TEXT,__text) external _glGetUniformBufferSizeEXT
0000000225746230 (__TEXT,__text) external _glGetUniformIndices
00000002257454f4 (__TEXT,__text) external _glGetUniformLocation
0000000225749160 (__TEXT,__text) external _glGetUniformLocationARB
0000000225749df4 (__TEXT,__text) external _glGetUniformOffsetEXT
0000000225746d24 (__TEXT,__text) external _glGetUniformSubroutineuiv
0000000225746c24 (__TEXT,__text) external _glGetUniformdv
0000000225745548 (__TEXT,__text) external _glGetUniformfv
00000002257491ac (__TEXT,__text) external _glGetUniformfvARB
000000022574556c (__TEXT,__text) external _glGetUniformiv
00000002257491cc (__TEXT,__text) external _glGetUniformivARB
0000000225745f88 (__TEXT,__text) external _glGetUniformuiv
000000022574a1e0 (__TEXT,__text) external _glGetUniformuivEXT
0000000225745ce8 (__TEXT,__text) external _glGetVertexAttribIiv
000000022574a098 (__TEXT,__text) external _glGetVertexAttribIivEXT
0000000225745d08 (__TEXT,__text) external _glGetVertexAttribIuiv
000000022574a0b8 (__TEXT,__text) external _glGetVertexAttribIuivEXT
0000000225747994 (__TEXT,__text) external _glGetVertexAttribLdv
0000000225745038 (__TEXT,__text) external _glGetVertexAttribPointerv
0000000225748000 (__TEXT,__text) external _glGetVertexAttribPointervARB
0000000225744fd8 (__TEXT,__text) external _glGetVertexAttribdv
0000000225747fa0 (__TEXT,__text) external _glGetVertexAttribdvARB
0000000225744ff8 (__TEXT,__text) external _glGetVertexAttribfv
0000000225747fc0 (__TEXT,__text) external _glGetVertexAttribfvARB
0000000225745018 (__TEXT,__text) external _glGetVertexAttribiv
0000000225747fe0 (__TEXT,__text) external _glGetVertexAttribivARB
000000022574226c (__TEXT,__text) external _glHint
0000000225743df8 (__TEXT,__text) external _glHistogram
0000000225742288 (__TEXT,__text) external _glIndexMask
00000002257422a0 (__TEXT,__text) external _glIndexPointer
00000002257422c0 (__TEXT,__text) external _glIndexd
00000002257422d4 (__TEXT,__text) external _glIndexdv
00000002257422ec (__TEXT,__text) external _glIndexf
0000000225742300 (__TEXT,__text) external _glIndexfv
0000000225742318 (__TEXT,__text) external _glIndexi
0000000225742330 (__TEXT,__text) external _glIndexiv
0000000225742348 (__TEXT,__text) external _glIndexs
0000000225742360 (__TEXT,__text) external _glIndexsv
0000000225742378 (__TEXT,__text) external _glIndexub
0000000225742390 (__TEXT,__text) external _glIndexubv
00000002257423a8 (__TEXT,__text) external _glInitNames
000000022574a424 (__TEXT,__text) external _glInsertEventMarkerEXT
00000002257423bc (__TEXT,__text) external _glInterleavedArrays
0000000225744a74 (__TEXT,__text) external _glIsBuffer
0000000225748c74 (__TEXT,__text) external _glIsBufferARB
00000002257423dc (__TEXT,__text) external _glIsEnabled
000000022574a364 (__TEXT,__text) external _glIsEnabledIndexedEXT
0000000225745b90 (__TEXT,__text) external _glIsEnabledi
000000022574a604 (__TEXT,__text) external _glIsFenceAPPLE
0000000225745838 (__TEXT,__text) external _glIsFramebuffer
0000000225749a14 (__TEXT,__text) external _glIsFramebufferEXT
00000002257423f4 (__TEXT,__text) external _glIsList
000000022574941c (__TEXT,__text) external _glIsNamedStringARB
0000000225745430 (__TEXT,__text) external _glIsProgram
0000000225747b38 (__TEXT,__text) external _glIsProgramARB
0000000225747108 (__TEXT,__text) external _glIsProgramPipeline
0000000225744974 (__TEXT,__text) external _glIsQuery
0000000225748b74 (__TEXT,__text) external _glIsQueryARB
0000000225745788 (__TEXT,__text) external _glIsRenderbuffer
0000000225749964 (__TEXT,__text) external _glIsRenderbufferEXT
00000002257466bc (__TEXT,__text) external _glIsSampler
0000000225745418 (__TEXT,__text) external _glIsShader
0000000225746494 (__TEXT,__text) external _glIsSync
000000022574240c (__TEXT,__text) external _glIsTexture
0000000225746df4 (__TEXT,__text) external _glIsTransformFeedback
0000000225745ad8 (__TEXT,__text) external _glIsVertexArray
000000022574a728 (__TEXT,__text) external _glIsVertexArrayAPPLE
000000022574a4a8 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
000000022574a3d8 (__TEXT,__text) external _glLabelObjectEXT
000000022574a908 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
0000000225742424 (__TEXT,__text) external _glLightModelf
000000022574243c (__TEXT,__text) external _glLightModelfv
0000000225742458 (__TEXT,__text) external _glLightModeli
0000000225742474 (__TEXT,__text) external _glLightModeliv
0000000225742490 (__TEXT,__text) external _glLightf
00000002257424ac (__TEXT,__text) external _glLightfv
00000002257424cc (__TEXT,__text) external _glLighti
00000002257424ec (__TEXT,__text) external _glLightiv
000000022574250c (__TEXT,__text) external _glLineStipple
0000000225742528 (__TEXT,__text) external _glLineWidth
0000000225745154 (__TEXT,__text) external _glLinkProgram
0000000225748e3c (__TEXT,__text) external _glLinkProgramARB
000000022574253c (__TEXT,__text) external _glListBase
0000000225742554 (__TEXT,__text) external _glLoadIdentity
0000000225742568 (__TEXT,__text) external _glLoadMatrixd
0000000225742580 (__TEXT,__text) external _glLoadMatrixf
0000000225742598 (__TEXT,__text) external _glLoadName
000000022574422c (__TEXT,__text) external _glLoadTransposeMatrixd
0000000225748718 (__TEXT,__text) external _glLoadTransposeMatrixdARB
0000000225744244 (__TEXT,__text) external _glLoadTransposeMatrixf
0000000225748730 (__TEXT,__text) external _glLoadTransposeMatrixfARB
0000000225749524 (__TEXT,__text) external _glLockArraysEXT
00000002257425b0 (__TEXT,__text) external _glLogicOp
00000002257425c8 (__TEXT,__text) external _glMap1d
00000002257425ec (__TEXT,__text) external _glMap1f
0000000225742610 (__TEXT,__text) external _glMap2d
000000022574263c (__TEXT,__text) external _glMap2f
0000000225744af8 (__TEXT,__text) external _glMapBuffer
0000000225748cf8 (__TEXT,__text) external _glMapBufferARB
0000000225745a44 (__TEXT,__text) external _glMapBufferRange
0000000225742668 (__TEXT,__text) external _glMapGrid1d
0000000225742680 (__TEXT,__text) external _glMapGrid1f
0000000225742698 (__TEXT,__text) external _glMapGrid2d
00000002257426b4 (__TEXT,__text) external _glMapGrid2f
000000022574a4c4 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
000000022574a4ec (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
000000022574a514 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
000000022574a544 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000002257426d0 (__TEXT,__text) external _glMaterialf
00000002257426ec (__TEXT,__text) external _glMaterialfv
000000022574270c (__TEXT,__text) external _glMateriali
000000022574272c (__TEXT,__text) external _glMaterialiv
000000022574274c (__TEXT,__text) external _glMatrixMode
0000000225746ed0 (__TEXT,__text) external _glMinSampleShading
000000022574931c (__TEXT,__text) external _glMinSampleShadingARB
0000000225743e1c (__TEXT,__text) external _glMinmax
0000000225742764 (__TEXT,__text) external _glMultMatrixd
000000022574277c (__TEXT,__text) external _glMultMatrixf
000000022574425c (__TEXT,__text) external _glMultTransposeMatrixd
0000000225748748 (__TEXT,__text) external _glMultTransposeMatrixdARB
0000000225744274 (__TEXT,__text) external _glMultTransposeMatrixf
0000000225748760 (__TEXT,__text) external _glMultTransposeMatrixfARB
0000000225744768 (__TEXT,__text) external _glMultiDrawArrays
00000002257498d0 (__TEXT,__text) external _glMultiDrawArraysEXT
000000022574a7a4 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
000000022574478c (__TEXT,__text) external _glMultiDrawElements
0000000225746434 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000002257498f4 (__TEXT,__text) external _glMultiDrawElementsEXT
000000022574a928 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
000000022574a950 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
000000022574a7c8 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
0000000225743e9c (__TEXT,__text) external _glMultiTexCoord1d
0000000225748388 (__TEXT,__text) external _glMultiTexCoord1dARB
0000000225743eb4 (__TEXT,__text) external _glMultiTexCoord1dv
00000002257483a0 (__TEXT,__text) external _glMultiTexCoord1dvARB
0000000225743ed0 (__TEXT,__text) external _glMultiTexCoord1f
00000002257483bc (__TEXT,__text) external _glMultiTexCoord1fARB
0000000225743ee8 (__TEXT,__text) external _glMultiTexCoord1fv
00000002257483d4 (__TEXT,__text) external _glMultiTexCoord1fvARB
0000000225743f04 (__TEXT,__text) external _glMultiTexCoord1i
00000002257483f0 (__TEXT,__text) external _glMultiTexCoord1iARB
0000000225743f20 (__TEXT,__text) external _glMultiTexCoord1iv
000000022574840c (__TEXT,__text) external _glMultiTexCoord1ivARB
0000000225743f3c (__TEXT,__text) external _glMultiTexCoord1s
0000000225748428 (__TEXT,__text) external _glMultiTexCoord1sARB
0000000225743f58 (__TEXT,__text) external _glMultiTexCoord1sv
0000000225748444 (__TEXT,__text) external _glMultiTexCoord1svARB
0000000225743f74 (__TEXT,__text) external _glMultiTexCoord2d
0000000225748460 (__TEXT,__text) external _glMultiTexCoord2dARB
0000000225743f8c (__TEXT,__text) external _glMultiTexCoord2dv
0000000225748478 (__TEXT,__text) external _glMultiTexCoord2dvARB
0000000225743fa8 (__TEXT,__text) external _glMultiTexCoord2f
0000000225748494 (__TEXT,__text) external _glMultiTexCoord2fARB
0000000225743fc0 (__TEXT,__text) external _glMultiTexCoord2fv
00000002257484ac (__TEXT,__text) external _glMultiTexCoord2fvARB
0000000225743fdc (__TEXT,__text) external _glMultiTexCoord2i
00000002257484c8 (__TEXT,__text) external _glMultiTexCoord2iARB
0000000225743ffc (__TEXT,__text) external _glMultiTexCoord2iv
00000002257484e8 (__TEXT,__text) external _glMultiTexCoord2ivARB
0000000225744018 (__TEXT,__text) external _glMultiTexCoord2s
0000000225748504 (__TEXT,__text) external _glMultiTexCoord2sARB
0000000225744038 (__TEXT,__text) external _glMultiTexCoord2sv
0000000225748524 (__TEXT,__text) external _glMultiTexCoord2svARB
0000000225744054 (__TEXT,__text) external _glMultiTexCoord3d
0000000225748540 (__TEXT,__text) external _glMultiTexCoord3dARB
000000022574406c (__TEXT,__text) external _glMultiTexCoord3dv
0000000225748558 (__TEXT,__text) external _glMultiTexCoord3dvARB
0000000225744088 (__TEXT,__text) external _glMultiTexCoord3f
0000000225748574 (__TEXT,__text) external _glMultiTexCoord3fARB
00000002257440a0 (__TEXT,__text) external _glMultiTexCoord3fv
000000022574858c (__TEXT,__text) external _glMultiTexCoord3fvARB
00000002257440bc (__TEXT,__text) external _glMultiTexCoord3i
00000002257485a8 (__TEXT,__text) external _glMultiTexCoord3iARB
00000002257440e0 (__TEXT,__text) external _glMultiTexCoord3iv
00000002257485cc (__TEXT,__text) external _glMultiTexCoord3ivARB
00000002257440fc (__TEXT,__text) external _glMultiTexCoord3s
00000002257485e8 (__TEXT,__text) external _glMultiTexCoord3sARB
0000000225744120 (__TEXT,__text) external _glMultiTexCoord3sv
000000022574860c (__TEXT,__text) external _glMultiTexCoord3svARB
000000022574413c (__TEXT,__text) external _glMultiTexCoord4d
0000000225748628 (__TEXT,__text) external _glMultiTexCoord4dARB
0000000225744154 (__TEXT,__text) external _glMultiTexCoord4dv
0000000225748640 (__TEXT,__text) external _glMultiTexCoord4dvARB
0000000225744170 (__TEXT,__text) external _glMultiTexCoord4f
000000022574865c (__TEXT,__text) external _glMultiTexCoord4fARB
0000000225744188 (__TEXT,__text) external _glMultiTexCoord4fv
0000000225748674 (__TEXT,__text) external _glMultiTexCoord4fvARB
00000002257441a4 (__TEXT,__text) external _glMultiTexCoord4i
0000000225748690 (__TEXT,__text) external _glMultiTexCoord4iARB
00000002257441cc (__TEXT,__text) external _glMultiTexCoord4iv
00000002257486b8 (__TEXT,__text) external _glMultiTexCoord4ivARB
00000002257441e8 (__TEXT,__text) external _glMultiTexCoord4s
00000002257486d4 (__TEXT,__text) external _glMultiTexCoord4sARB
0000000225744210 (__TEXT,__text) external _glMultiTexCoord4sv
00000002257486fc (__TEXT,__text) external _glMultiTexCoord4svARB
00000002257493b4 (__TEXT,__text) external _glNamedStringARB
0000000225742794 (__TEXT,__text) external _glNewList
00000002257427b0 (__TEXT,__text) external _glNormal3b
00000002257427d0 (__TEXT,__text) external _glNormal3bv
00000002257427e8 (__TEXT,__text) external _glNormal3d
00000002257427fc (__TEXT,__text) external _glNormal3dv
0000000225742814 (__TEXT,__text) external _glNormal3f
0000000225742828 (__TEXT,__text) external _glNormal3fv
0000000225742840 (__TEXT,__text) external _glNormal3i
0000000225742860 (__TEXT,__text) external _glNormal3iv
0000000225742878 (__TEXT,__text) external _glNormal3s
0000000225742898 (__TEXT,__text) external _glNormal3sv
00000002257428b0 (__TEXT,__text) external _glNormalPointer
000000022574a870 (__TEXT,__text) external _glObjectPurgeableAPPLE
000000022574a890 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000002257428d0 (__TEXT,__text) external _glOrtho
000000022574a9e0 (__TEXT,__text) external _glPNTrianglesfATI
000000022574a9e8 (__TEXT,__text) external _glPNTrianglesfATIX
000000022574a9dc (__TEXT,__text) external _glPNTrianglesiATI
000000022574a9e4 (__TEXT,__text) external _glPNTrianglesiATIX
00000002257428e4 (__TEXT,__text) external _glPassThrough
0000000225746d84 (__TEXT,__text) external _glPatchParameterfv
0000000225746d68 (__TEXT,__text) external _glPatchParameteri
0000000225746e0c (__TEXT,__text) external _glPauseTransformFeedback
00000002257428f8 (__TEXT,__text) external _glPixelMapfv
0000000225742918 (__TEXT,__text) external _glPixelMapuiv
0000000225742938 (__TEXT,__text) external _glPixelMapusv
0000000225742958 (__TEXT,__text) external _glPixelStoref
0000000225742970 (__TEXT,__text) external _glPixelStorei
000000022574298c (__TEXT,__text) external _glPixelTransferf
00000002257429a4 (__TEXT,__text) external _glPixelTransferi
00000002257429c0 (__TEXT,__text) external _glPixelZoom
00000002257446d8 (__TEXT,__text) external _glPointParameterf
0000000225748980 (__TEXT,__text) external _glPointParameterfARB
00000002257446f0 (__TEXT,__text) external _glPointParameterfv
0000000225748998 (__TEXT,__text) external _glPointParameterfvARB
000000022574470c (__TEXT,__text) external _glPointParameteri
000000022574aa1c (__TEXT,__text) external _glPointParameteriNV
0000000225744728 (__TEXT,__text) external _glPointParameteriv
000000022574aa38 (__TEXT,__text) external _glPointParameterivNV
00000002257429d4 (__TEXT,__text) external _glPointSize
000000022574a8d4 (__TEXT,__text) external _glPointSizePointerAPPLE
00000002257429e8 (__TEXT,__text) external _glPolygonMode
0000000225742a04 (__TEXT,__text) external _glPolygonOffset
0000000225742a18 (__TEXT,__text) external _glPolygonStipple
0000000225742a30 (__TEXT,__text) external _glPopAttrib
0000000225742a44 (__TEXT,__text) external _glPopClientAttrib
000000022574a45c (__TEXT,__text) external _glPopGroupMarkerEXT
0000000225742a58 (__TEXT,__text) external _glPopMatrix
0000000225742a6c (__TEXT,__text) external _glPopName
0000000225746398 (__TEXT,__text) external _glPrimitiveRestartIndex
0000000225742a80 (__TEXT,__text) external _glPrioritizeTextures
0000000225747018 (__TEXT,__text) external _glProgramBinary
0000000225748020 (__TEXT,__text) external _glProgramEnvParameter4dARB
000000022574803c (__TEXT,__text) external _glProgramEnvParameter4dvARB
000000022574805c (__TEXT,__text) external _glProgramEnvParameter4fARB
0000000225748078 (__TEXT,__text) external _glProgramEnvParameter4fvARB
0000000225748110 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
0000000225748098 (__TEXT,__text) external _glProgramLocalParameter4dARB
00000002257480b4 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000002257480d4 (__TEXT,__text) external _glProgramLocalParameter4fARB
00000002257480f0 (__TEXT,__text) external _glProgramLocalParameter4fvARB
0000000225748134 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
000000022574703c (__TEXT,__text) external _glProgramParameteri
0000000225749bf8 (__TEXT,__text) external _glProgramParameteriEXT
00000002257481d8 (__TEXT,__text) external _glProgramStringARB
0000000225747634 (__TEXT,__text) external _glProgramUniform1d
00000002257476a4 (__TEXT,__text) external _glProgramUniform1dv
0000000225747214 (__TEXT,__text) external _glProgramUniform1f
0000000225747314 (__TEXT,__text) external _glProgramUniform1fv
000000022574717c (__TEXT,__text) external _glProgramUniform1i
0000000225747284 (__TEXT,__text) external _glProgramUniform1iv
000000022574741c (__TEXT,__text) external _glProgramUniform1ui
00000002257474b4 (__TEXT,__text) external _glProgramUniform1uiv
0000000225747650 (__TEXT,__text) external _glProgramUniform2d
00000002257476c8 (__TEXT,__text) external _glProgramUniform2dv
0000000225747230 (__TEXT,__text) external _glProgramUniform2f
0000000225747338 (__TEXT,__text) external _glProgramUniform2fv
000000022574719c (__TEXT,__text) external _glProgramUniform2i
00000002257472a8 (__TEXT,__text) external _glProgramUniform2iv
000000022574743c (__TEXT,__text) external _glProgramUniform2ui
00000002257474d8 (__TEXT,__text) external _glProgramUniform2uiv
000000022574766c (__TEXT,__text) external _glProgramUniform3d
00000002257476ec (__TEXT,__text) external _glProgramUniform3dv
000000022574724c (__TEXT,__text) external _glProgramUniform3f
000000022574735c (__TEXT,__text) external _glProgramUniform3fv
00000002257471c0 (__TEXT,__text) external _glProgramUniform3i
00000002257472cc (__TEXT,__text) external _glProgramUniform3iv
0000000225747460 (__TEXT,__text) external _glProgramUniform3ui
00000002257474fc (__TEXT,__text) external _glProgramUniform3uiv
0000000225747688 (__TEXT,__text) external _glProgramUniform4d
0000000225747710 (__TEXT,__text) external _glProgramUniform4dv
0000000225747268 (__TEXT,__text) external _glProgramUniform4f
0000000225747380 (__TEXT,__text) external _glProgramUniform4fv
00000002257471e8 (__TEXT,__text) external _glProgramUniform4i
00000002257472f0 (__TEXT,__text) external _glProgramUniform4iv
0000000225747488 (__TEXT,__text) external _glProgramUniform4ui
0000000225747520 (__TEXT,__text) external _glProgramUniform4uiv
0000000225747734 (__TEXT,__text) external _glProgramUniformMatrix2dv
00000002257473a4 (__TEXT,__text) external _glProgramUniformMatrix2fv
00000002257477ac (__TEXT,__text) external _glProgramUniformMatrix2x3dv
0000000225747544 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000002257477fc (__TEXT,__text) external _glProgramUniformMatrix2x4dv
0000000225747594 (__TEXT,__text) external _glProgramUniformMatrix2x4fv
000000022574775c (__TEXT,__text) external _glProgramUniformMatrix3dv
00000002257473cc (__TEXT,__text) external _glProgramUniformMatrix3fv
00000002257477d4 (__TEXT,__text) external _glProgramUniformMatrix3x2dv
000000022574756c (__TEXT,__text) external _glProgramUniformMatrix3x2fv
000000022574784c (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000002257475e4 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
0000000225747784 (__TEXT,__text) external _glProgramUniformMatrix4dv
00000002257473f4 (__TEXT,__text) external _glProgramUniformMatrix4fv
0000000225747824 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000002257475bc (__TEXT,__text) external _glProgramUniformMatrix4x2fv
0000000225747874 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
000000022574760c (__TEXT,__text) external _glProgramUniformMatrix4x3fv
0000000225746460 (__TEXT,__text) external _glProvokingVertex
000000022574a380 (__TEXT,__text) external _glProvokingVertexEXT
0000000225742aa0 (__TEXT,__text) external _glPushAttrib
0000000225742ab8 (__TEXT,__text) external _glPushClientAttrib
000000022574a440 (__TEXT,__text) external _glPushGroupMarkerEXT
0000000225742ad0 (__TEXT,__text) external _glPushMatrix
0000000225742ae4 (__TEXT,__text) external _glPushName
000000022574682c (__TEXT,__text) external _glQueryCounter
0000000225742afc (__TEXT,__text) external _glRasterPos2d
0000000225742b10 (__TEXT,__text) external _glRasterPos2dv
0000000225742b28 (__TEXT,__text) external _glRasterPos2f
0000000225742b3c (__TEXT,__text) external _glRasterPos2fv
0000000225742b54 (__TEXT,__text) external _glRasterPos2i
0000000225742b70 (__TEXT,__text) external _glRasterPos2iv
0000000225742b88 (__TEXT,__text) external _glRasterPos2s
0000000225742ba4 (__TEXT,__text) external _glRasterPos2sv
0000000225742bbc (__TEXT,__text) external _glRasterPos3d
0000000225742bd0 (__TEXT,__text) external _glRasterPos3dv
0000000225742be8 (__TEXT,__text) external _glRasterPos3f
0000000225742bfc (__TEXT,__text) external _glRasterPos3fv
0000000225742c14 (__TEXT,__text) external _glRasterPos3i
0000000225742c34 (__TEXT,__text) external _glRasterPos3iv
0000000225742c4c (__TEXT,__text) external _glRasterPos3s
0000000225742c6c (__TEXT,__text) external _glRasterPos3sv
0000000225742c84 (__TEXT,__text) external _glRasterPos4d
0000000225742c98 (__TEXT,__text) external _glRasterPos4dv
0000000225742cb0 (__TEXT,__text) external _glRasterPos4f
0000000225742cc4 (__TEXT,__text) external _glRasterPos4fv
0000000225742cdc (__TEXT,__text) external _glRasterPos4i
0000000225742d00 (__TEXT,__text) external _glRasterPos4iv
0000000225742d18 (__TEXT,__text) external _glRasterPos4s
0000000225742d3c (__TEXT,__text) external _glRasterPos4sv
0000000225742d54 (__TEXT,__text) external _glReadBuffer
0000000225742d6c (__TEXT,__text) external _glReadPixels
0000000225742d9c (__TEXT,__text) external _glRectd
0000000225742db0 (__TEXT,__text) external _glRectdv
0000000225742dcc (__TEXT,__text) external _glRectf
0000000225742de0 (__TEXT,__text) external _glRectfv
0000000225742dfc (__TEXT,__text) external _glRecti
0000000225742e20 (__TEXT,__text) external _glRectiv
0000000225742e3c (__TEXT,__text) external _glRects
0000000225742e60 (__TEXT,__text) external _glRectsv
0000000225746f68 (__TEXT,__text) external _glReleaseShaderCompiler
0000000225742e7c (__TEXT,__text) external _glRenderMode
00000002257457f4 (__TEXT,__text) external _glRenderbufferStorage
00000002257499d0 (__TEXT,__text) external _glRenderbufferStorageEXT
00000002257459f4 (__TEXT,__text) external _glRenderbufferStorageMultisample
0000000225749bd0 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
0000000225743e3c (__TEXT,__text) external _glResetHistogram
0000000225743e54 (__TEXT,__text) external _glResetMinmax
0000000225746e20 (__TEXT,__text) external _glResumeTransformFeedback
0000000225742e94 (__TEXT,__text) external _glRotated
0000000225742ea8 (__TEXT,__text) external _glRotatef
000000022574447c (__TEXT,__text) external _glSampleCoverage
0000000225748968 (__TEXT,__text) external _glSampleCoverageARB
00000002257465c4 (__TEXT,__text) external _glSampleMaski
000000022574aaa8 (__TEXT,__text) external _glSamplePass
000000022574aaa4 (__TEXT,__text) external _glSamplePassARB
000000022574676c (__TEXT,__text) external _glSamplerParameterIiv
000000022574678c (__TEXT,__text) external _glSamplerParameterIuiv
0000000225746730 (__TEXT,__text) external _glSamplerParameterf
000000022574674c (__TEXT,__text) external _glSamplerParameterfv
00000002257466f0 (__TEXT,__text) external _glSamplerParameteri
0000000225746710 (__TEXT,__text) external _glSamplerParameteriv
0000000225742ebc (__TEXT,__text) external _glScaled
0000000225742ed0 (__TEXT,__text) external _glScalef
0000000225742ee4 (__TEXT,__text) external _glScissor
0000000225747a08 (__TEXT,__text) external _glScissorArrayv
0000000225747a28 (__TEXT,__text) external _glScissorIndexed
0000000225747a50 (__TEXT,__text) external _glScissorIndexedv
000000022574450c (__TEXT,__text) external _glSecondaryColor3b
000000022574963c (__TEXT,__text) external _glSecondaryColor3bEXT
000000022574452c (__TEXT,__text) external _glSecondaryColor3bv
000000022574965c (__TEXT,__text) external _glSecondaryColor3bvEXT
0000000225744544 (__TEXT,__text) external _glSecondaryColor3d
0000000225749674 (__TEXT,__text) external _glSecondaryColor3dEXT
0000000225744558 (__TEXT,__text) external _glSecondaryColor3dv
0000000225749688 (__TEXT,__text) external _glSecondaryColor3dvEXT
0000000225744570 (__TEXT,__text) external _glSecondaryColor3f
00000002257496a0 (__TEXT,__text) external _glSecondaryColor3fEXT
0000000225744584 (__TEXT,__text) external _glSecondaryColor3fv
00000002257496b4 (__TEXT,__text) external _glSecondaryColor3fvEXT
000000022574459c (__TEXT,__text) external _glSecondaryColor3i
00000002257496cc (__TEXT,__text) external _glSecondaryColor3iEXT
00000002257445bc (__TEXT,__text) external _glSecondaryColor3iv
00000002257496ec (__TEXT,__text) external _glSecondaryColor3ivEXT
00000002257445d4 (__TEXT,__text) external _glSecondaryColor3s
0000000225749704 (__TEXT,__text) external _glSecondaryColor3sEXT
00000002257445f4 (__TEXT,__text) external _glSecondaryColor3sv
0000000225749724 (__TEXT,__text) external _glSecondaryColor3svEXT
000000022574460c (__TEXT,__text) external _glSecondaryColor3ub
000000022574973c (__TEXT,__text) external _glSecondaryColor3ubEXT
000000022574462c (__TEXT,__text) external _glSecondaryColor3ubv
000000022574975c (__TEXT,__text) external _glSecondaryColor3ubvEXT
0000000225744644 (__TEXT,__text) external _glSecondaryColor3ui
0000000225749774 (__TEXT,__text) external _glSecondaryColor3uiEXT
0000000225744664 (__TEXT,__text) external _glSecondaryColor3uiv
0000000225749794 (__TEXT,__text) external _glSecondaryColor3uivEXT
000000022574467c (__TEXT,__text) external _glSecondaryColor3us
00000002257497ac (__TEXT,__text) external _glSecondaryColor3usEXT
000000022574469c (__TEXT,__text) external _glSecondaryColor3usv
00000002257497cc (__TEXT,__text) external _glSecondaryColor3usvEXT
00000002257446b4 (__TEXT,__text) external _glSecondaryColorPointer
00000002257497e4 (__TEXT,__text) external _glSecondaryColorPointerEXT
0000000225742f08 (__TEXT,__text) external _glSelectBuffer
0000000225743cd4 (__TEXT,__text) external _glSeparableFilter2D
000000022574a5ec (__TEXT,__text) external _glSetFenceAPPLE
0000000225742f24 (__TEXT,__text) external _glShadeModel
0000000225746f7c (__TEXT,__text) external _glShaderBinary
00000002257450c4 (__TEXT,__text) external _glShaderSource
0000000225748dd0 (__TEXT,__text) external _glShaderSourceARB
0000000225742f3c (__TEXT,__text) external _glStencilFunc
0000000225745630 (__TEXT,__text) external _glStencilFuncSeparate
000000022574a9b8 (__TEXT,__text) external _glStencilFuncSeparateATI
0000000225742f5c (__TEXT,__text) external _glStencilMask
0000000225745678 (__TEXT,__text) external _glStencilMaskSeparate
0000000225742f74 (__TEXT,__text) external _glStencilOp
0000000225745654 (__TEXT,__text) external _glStencilOpSeparate
000000022574a994 (__TEXT,__text) external _glStencilOpSeparateATI
000000022574a81c (__TEXT,__text) external _glSwapAPPLE
000000022574a61c (__TEXT,__text) external _glTestFenceAPPLE
000000022574a64c (__TEXT,__text) external _glTestObjectAPPLE
0000000225746378 (__TEXT,__text) external _glTexBuffer
0000000225742f94 (__TEXT,__text) external _glTexCoord1d
0000000225742fa8 (__TEXT,__text) external _glTexCoord1dv
0000000225742fc0 (__TEXT,__text) external _glTexCoord1f
