00007ff909a2241f (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff909a1b1de (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem cdHash]
00007ff909a1afed (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem encodeWithCoder:]
00007ff909a1ae1e (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithCoder:]
00007ff909a1acb1 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithPath:teamID:bundleID:cdHash:isNotarized:isDeprecated:isUnsupported:isCodeless:lastUsed:]
00007ff909a1aca3 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem init]
00007ff909a1b206 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isCodeless]
00007ff909a1b1f2 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isDeprecated]
00007ff909a1b1e8 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isNotarized]
00007ff909a1b1fc (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isUnsupported]
00007ff909a1b210 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem lastUsed]
00007ff909a1b1c0 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem path]
00007ff909a1b1d4 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem teamID]
00007ff909a17063 (__TEXT,__text) non-external -[SPKernelExtensionPolicy .cxx_destruct]
00007ff909a16a03 (__TEXT,__text) non-external -[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]
00007ff909a164b7 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtension:error:]
00007ff909a1657c (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]
00007ff909a16479 (__TEXT,__text) non-external -[SPKernelExtensionPolicy clearConnection]
00007ff909a1646b (__TEXT,__text) non-external -[SPKernelExtensionPolicy connection]
00007ff909a169ab (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentPolicy]
00007ff909a17059 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentUAKL]
00007ff909a16429 (__TEXT,__text) non-external -[SPKernelExtensionPolicy dealloc]
00007ff909a16e0f (__TEXT,__text) non-external -[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]
00007ff909a160da (__TEXT,__text) non-external -[SPKernelExtensionPolicy init]
00007ff909a16706 (__TEXT,__text) non-external -[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]
00007ff909a16c67 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]
00007ff909a16d4a (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]
00007ff909a169d7 (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
00007ff909a16ad1 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
00007ff909a1702d (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
00007ff909a17001 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
00007ff909a16fd5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
00007ff909a16fa9 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
00007ff909a16641 (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
00007ff909a16b96 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
00007ff909a16f7f (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
00007ff909a16f55 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
00007ff909a16e90 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
00007ff909a168e4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
00007ff909a167f5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
00007ff909a1abba (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
00007ff909a1a7ad (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
00007ff909a1a990 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
00007ff909a1a6f3 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
00007ff909a1a639 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
00007ff909a1aaa5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
00007ff909a0d409 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
00007ff909a0d3b0 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
00007ff909a0d3ba (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
00007ff909a0d3d8 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
00007ff909a0d39e (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
00007ff909a0d3c4 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
00007ff909a0d257 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
00007ff909a0ce02 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff909a0d042 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
00007ff909a0cf20 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff909a0cdf4 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
00007ff909a0d3e2 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
00007ff909a0d031 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00007ff909a0d3ff (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00007ff909a0d3f5 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00007ff909a0d35b (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00007ff909a0d3ec (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00007ff909a0d3ce (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00007ff909a0ca80 (__TEXT,__text) non-external -[SPMalwareSampling .cxx_destruct]
00007ff909a0c819 (__TEXT,__text) non-external -[SPMalwareSampling dealloc]
00007ff909a0c6da (__TEXT,__text) non-external -[SPMalwareSampling init]
00007ff909a0c85b (__TEXT,__text) non-external -[SPMalwareSampling lookupSampling:]
00007ff909a0c947 (__TEXT,__text) non-external -[SPMalwareSampling stageSampleAt:forTasking:]
00007ff909a0f8b9 (__TEXT,__text) non-external -[SPMetrics .cxx_destruct]
00007ff909a0f788 (__TEXT,__text) non-external -[SPMetrics dealloc]
00007ff909a0f6a6 (__TEXT,__text) non-external -[SPMetrics init]
00007ff909a0f7ca (__TEXT,__text) non-external -[SPMetrics reportEvent:andData:]
00007ff909a2142b (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00007ff909a21421 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00007ff909a21417 (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00007ff909a210c3 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00007ff909a21152 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00007ff909a2140d (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00007ff909a21064 (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00007ff909a20ff8 (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00007ff909a21049 (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00007ff909a20f5c (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00007ff909a20e40 (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00007ff909a20c68 (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00007ff909a20f11 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00007ff909a20fc2 (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00007ff909a21002 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00007ff909a21053 (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00007ff909a20fcc (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00007ff909a21038 (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00007ff909a2101d (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00007ff909a20fb1 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00007ff909a20fe7 (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00007ff909a2102e (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00007ff909a21013 (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00007ff909a20fa7 (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00007ff909a20fdd (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00007ff909a0f67e (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00007ff909a0f2de (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00007ff909a0f584 (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00007ff909a0f4b6 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00007ff909a0f320 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00007ff909a0f652 (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00007ff909a0f3ee (__TEXT,__text) non-external -[SPProvenanceTracking getProvenanceIDForURL:]
00007ff909a0f12e (__TEXT,__text) non-external -[SPProvenanceTracking init]
00007ff909a0cdab (__TEXT,__text) non-external -[SPSamplingTasking .cxx_destruct]
00007ff909a0cce2 (__TEXT,__text) non-external -[SPSamplingTasking description]
00007ff909a0cc27 (__TEXT,__text) non-external -[SPSamplingTasking encodeWithCoder:]
00007ff909a0cd5a (__TEXT,__text) non-external -[SPSamplingTasking expiration]
00007ff909a0cab3 (__TEXT,__text) non-external -[SPSamplingTasking initWithCoder:]
00007ff909a0cd3f (__TEXT,__text) non-external -[SPSamplingTasking name]
00007ff909a0cd90 (__TEXT,__text) non-external -[SPSamplingTasking publicKey]
00007ff909a0ccd0 (__TEXT,__text) non-external -[SPSamplingTasking redactedDescription]
00007ff909a0cd75 (__TEXT,__text) non-external -[SPSamplingTasking samplingRate]
00007ff909a0cd64 (__TEXT,__text) non-external -[SPSamplingTasking setExpiration:]
00007ff909a0cd49 (__TEXT,__text) non-external -[SPSamplingTasking setName:]
00007ff909a0cd9a (__TEXT,__text) non-external -[SPSamplingTasking setPublicKey:]
00007ff909a0cd7f (__TEXT,__text) non-external -[SPSamplingTasking setSamplingRate:]
00007ff909a0cd2e (__TEXT,__text) non-external -[SPSamplingTasking setUuid:]
00007ff909a0cd24 (__TEXT,__text) non-external -[SPSamplingTasking uuid]
00007ff909a0db99 (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00007ff909a0db74 (__TEXT,__text) non-external -[StagedBundleData access:]
00007ff909a0db8f (__TEXT,__text) non-external -[StagedBundleData bundle]
00007ff909a0d6b5 (__TEXT,__text) non-external -[StagedBundleData handleReload]
00007ff909a0d452 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00007ff909a0db85 (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00007ff909a0c109 (__TEXT,__text) non-external -[TrackingAttributes description]
00007ff909a0c18d (__TEXT,__text) non-external -[TrackingAttributes flags]
00007ff909a0c179 (__TEXT,__text) non-external -[TrackingAttributes identifier]
00007ff909a0bfd0 (__TEXT,__text) non-external -[TrackingAttributes initWithData:]
00007ff909a0c11b (__TEXT,__text) non-external -[TrackingAttributes redactedDescription]
00007ff909a0c097 (__TEXT,__text) non-external -[TrackingAttributes serialize]
00007ff909a0c197 (__TEXT,__text) non-external -[TrackingAttributes setFlags:]
00007ff909a0c183 (__TEXT,__text) non-external -[TrackingAttributes setIdentifier:]
00007ff909a288cc (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff909a289a4 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff909a28a78 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff909a28954 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00007ff909a28944 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ff909a289d4 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff909a28a88 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff909a2897c (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff909a288ec (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff909a28a64 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff909a222cd (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00007ff909a221f1 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00007ff94339c728 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00007ff909a1bef2 (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00007ff940acc850 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLCreationDateKey (from CoreFoundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
                 (undefined) external _NSURLIsSystemImmutableKey (from CoreFoundation)
                 (undefined) external _NSURLIsUserImmutableKey (from CoreFoundation)
00007ff94339bc70 (__DATA,__objc_data) external _OBJC_CLASS_$_AKELData
00007ff94339c2d8 (__DATA,__objc_data) external _OBJC_CLASS_$_AMFI
00007ff94339be78 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapper
00007ff94339c3c8 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00007ff94339c350 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00007ff94339be00 (__DATA,__objc_data) external _OBJC_CLASS_$_BundleData
00007ff94339c260 (__DATA,__objc_data) external _OBJC_CLASS_$_GKScanResult
00007ff94339c080 (__DATA,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00007ff94339bd38 (__DATA,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00007ff94339c170 (__DATA,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00007ff94339bb58 (__DATA,__objc_data) external _OBJC_CLASS_$_ProvenanceEntry
00007ff94339c300 (__DATA,__objc_data) external _OBJC_CLASS_$_SPBundleProtection
00007ff94339c3f0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00007ff94339bf40 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00007ff94339bfe0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00007ff94339bea0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00007ff94339bcc0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00007ff94339c120 (__DATA,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00007ff94339bf90 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00007ff94339c030 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00007ff94339ba40 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00007ff94339ba68 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00007ff94339bef0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPLog
00007ff94339bb80 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMalwareSampling
00007ff94339bdb0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMetrics
00007ff94339c0d0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMigration
00007ff94339c210 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00007ff94339c1c0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPProvenanceMetadata
00007ff94339bd60 (__DATA,__objc_data) external _OBJC_CLASS_$_SPProvenanceTracking
00007ff94339bbd0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPSamplingTasking
00007ff94339bc20 (__DATA,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00007ff94339bae0 (__DATA,__objc_data) external _OBJC_CLASS_$_TrackingAttributes
00007ff94339b650 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00007ff94339b658 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00007ff94339b660 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00007ff94339ba20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00007ff94339ba18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00007ff94339ba28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00007ff94339b6c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00007ff94339b6c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00007ff94339b6d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00007ff94339b6e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00007ff94339b6b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00007ff94339b6d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00007ff94339b6e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00007ff94339b9f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00007ff94339ba00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00007ff94339b680 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00007ff94339b678 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
00007ff94339b668 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._metaId
00007ff94339b670 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._missCount
00007ff94339b688 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._sourceTable
00007ff94339b690 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._target
00007ff94339b998 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._backingStore
00007ff94339b940 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._backingStoreChecked
00007ff94339b848 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._blockDevice
00007ff94339b8b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundle
00007ff94339b888 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleID
00007ff94339b890 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleVersion
00007ff94339b8c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhash
00007ff94339b8d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashData
00007ff94339b8d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashDigestAlgorithm
00007ff94339b868 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._checkValidity
00007ff94339b860 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._chgTime
00007ff94339b990 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._createdTime
00007ff94339b968 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._csflags
00007ff94339b8f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._entitlements
00007ff94339b838 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._fsTypeName
00007ff94339b980 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._hasPowerfulEntitlements
00007ff94339b978 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._hasResourceDirectorySlot
00007ff94339b8a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isAppWrapper
00007ff94339b948 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBackingDMGNotarizationChecked
00007ff94339b970 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._isBackingDMGNotarized
00007ff94339b8a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBadAppWrapper
00007ff94339b920 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBundled
00007ff94339b898 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isDirectory
00007ff94339b988 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._isMovedToTrash
00007ff94339b908 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantined
00007ff94339b900 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantinedMount
00007ff94339b918 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isScript
00007ff94339b910 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isUserApproved
00007ff94339b880 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mainExecutableURL
00007ff94339b858 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._modTime
00007ff94339b850 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mountTime
00007ff94339b830 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._objectID
00007ff94339b878 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._originalURL
00007ff94339b828 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pathOnVolume
00007ff94339b960 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pid
