00000001dd517f04 (__TEXT,__text) external _CGLGetCurrentContext
00000001dd516018 (__TEXT,__text) external _glGetQueryObjectivARB
00000001dd513ca0 (__TEXT,__text) external _glGetQueryObjectui64v
00000001dd5177f0 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00000001dd511e38 (__TEXT,__text) external _glGetQueryObjectuiv
00000001dd516038 (__TEXT,__text) external _glGetQueryObjectuivARB
00000001dd511df8 (__TEXT,__text) external _glGetQueryiv
00000001dd515ff8 (__TEXT,__text) external _glGetQueryivARB
00000001dd512c50 (__TEXT,__text) external _glGetRenderbufferParameteriv
00000001dd516e2c (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000001dd513c24 (__TEXT,__text) external _glGetSamplerParameterIiv
00000001dd513c44 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000001dd513c04 (__TEXT,__text) external _glGetSamplerParameterfv
00000001dd513be4 (__TEXT,__text) external _glGetSamplerParameteriv
00000001dd5110e0 (__TEXT,__text) external _glGetSeparableFilter
00000001dd5128e4 (__TEXT,__text) external _glGetShaderInfoLog
00000001dd5143dc (__TEXT,__text) external _glGetShaderPrecisionFormat
00000001dd5129c8 (__TEXT,__text) external _glGetShaderSource
00000001dd516624 (__TEXT,__text) external _glGetShaderSourceARB
00000001dd512880 (__TEXT,__text) external _glGetShaderiv
00000001dd50f534 (__TEXT,__text) external _glGetString
00000001dd513624 (__TEXT,__text) external _glGetStringi
00000001dd51409c (__TEXT,__text) external _glGetSubroutineIndex
00000001dd51407c (__TEXT,__text) external _glGetSubroutineUniformLocation
00000001dd513958 (__TEXT,__text) external _glGetSynciv
00000001dd50f54c (__TEXT,__text) external _glGetTexEnvfv
00000001dd50f56c (__TEXT,__text) external _glGetTexEnviv
00000001dd50f58c (__TEXT,__text) external _glGetTexGendv
00000001dd50f5ac (__TEXT,__text) external _glGetTexGenfv
00000001dd50f5cc (__TEXT,__text) external _glGetTexGeniv
00000001dd50f5ec (__TEXT,__text) external _glGetTexImage
00000001dd50f614 (__TEXT,__text) external _glGetTexLevelParameterfv
00000001dd50f638 (__TEXT,__text) external _glGetTexLevelParameteriv
00000001dd513564 (__TEXT,__text) external _glGetTexParameterIiv
00000001dd5176fc (__TEXT,__text) external _glGetTexParameterIivEXT
00000001dd513584 (__TEXT,__text) external _glGetTexParameterIuiv
00000001dd51771c (__TEXT,__text) external _glGetTexParameterIuivEXT
00000001dd5179cc (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000001dd50f65c (__TEXT,__text) external _glGetTexParameterfv
00000001dd50f67c (__TEXT,__text) external _glGetTexParameteriv
00000001dd51307c (__TEXT,__text) external _glGetTransformFeedbackVarying
00000001dd517180 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000001dd5136dc (__TEXT,__text) external _glGetUniformBlockIndex
00000001dd517210 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000001dd513668 (__TEXT,__text) external _glGetUniformIndices
00000001dd51292c (__TEXT,__text) external _glGetUniformLocation
00000001dd516598 (__TEXT,__text) external _glGetUniformLocationARB
00000001dd51722c (__TEXT,__text) external _glGetUniformOffsetEXT
00000001dd51415c (__TEXT,__text) external _glGetUniformSubroutineuiv
00000001dd51405c (__TEXT,__text) external _glGetUniformdv
00000001dd512980 (__TEXT,__text) external _glGetUniformfv
00000001dd5165e4 (__TEXT,__text) external _glGetUniformfvARB
00000001dd5129a4 (__TEXT,__text) external _glGetUniformiv
00000001dd516604 (__TEXT,__text) external _glGetUniformivARB
00000001dd5133c0 (__TEXT,__text) external _glGetUniformuiv
00000001dd517618 (__TEXT,__text) external _glGetUniformuivEXT
00000001dd513120 (__TEXT,__text) external _glGetVertexAttribIiv
00000001dd5174d0 (__TEXT,__text) external _glGetVertexAttribIivEXT
00000001dd513140 (__TEXT,__text) external _glGetVertexAttribIuiv
00000001dd5174f0 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000001dd514dcc (__TEXT,__text) external _glGetVertexAttribLdv
00000001dd512470 (__TEXT,__text) external _glGetVertexAttribPointerv
00000001dd515438 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000001dd512410 (__TEXT,__text) external _glGetVertexAttribdv
00000001dd5153d8 (__TEXT,__text) external _glGetVertexAttribdvARB
00000001dd512430 (__TEXT,__text) external _glGetVertexAttribfv
00000001dd5153f8 (__TEXT,__text) external _glGetVertexAttribfvARB
00000001dd512450 (__TEXT,__text) external _glGetVertexAttribiv
00000001dd515418 (__TEXT,__text) external _glGetVertexAttribivARB
00000001dd50f69c (__TEXT,__text) external _glHint
00000001dd511230 (__TEXT,__text) external _glHistogram
00000001dd50f6b8 (__TEXT,__text) external _glIndexMask
00000001dd50f6d0 (__TEXT,__text) external _glIndexPointer
00000001dd50f6f0 (__TEXT,__text) external _glIndexd
00000001dd50f704 (__TEXT,__text) external _glIndexdv
00000001dd50f71c (__TEXT,__text) external _glIndexf
00000001dd50f730 (__TEXT,__text) external _glIndexfv
00000001dd50f748 (__TEXT,__text) external _glIndexi
00000001dd50f760 (__TEXT,__text) external _glIndexiv
00000001dd50f778 (__TEXT,__text) external _glIndexs
00000001dd50f790 (__TEXT,__text) external _glIndexsv
00000001dd50f7a8 (__TEXT,__text) external _glIndexub
00000001dd50f7c0 (__TEXT,__text) external _glIndexubv
00000001dd50f7d8 (__TEXT,__text) external _glInitNames
00000001dd51785c (__TEXT,__text) external _glInsertEventMarkerEXT
00000001dd50f7ec (__TEXT,__text) external _glInterleavedArrays
00000001dd511eac (__TEXT,__text) external _glIsBuffer
00000001dd5160ac (__TEXT,__text) external _glIsBufferARB
00000001dd50f80c (__TEXT,__text) external _glIsEnabled
00000001dd51779c (__TEXT,__text) external _glIsEnabledIndexedEXT
00000001dd512fc8 (__TEXT,__text) external _glIsEnabledi
00000001dd517a3c (__TEXT,__text) external _glIsFenceAPPLE
00000001dd512c70 (__TEXT,__text) external _glIsFramebuffer
00000001dd516e4c (__TEXT,__text) external _glIsFramebufferEXT
00000001dd50f824 (__TEXT,__text) external _glIsList
00000001dd516854 (__TEXT,__text) external _glIsNamedStringARB
00000001dd512868 (__TEXT,__text) external _glIsProgram
00000001dd514f70 (__TEXT,__text) external _glIsProgramARB
00000001dd514540 (__TEXT,__text) external _glIsProgramPipeline
00000001dd511dac (__TEXT,__text) external _glIsQuery
00000001dd515fac (__TEXT,__text) external _glIsQueryARB
00000001dd512bc0 (__TEXT,__text) external _glIsRenderbuffer
00000001dd516d9c (__TEXT,__text) external _glIsRenderbufferEXT
00000001dd513af4 (__TEXT,__text) external _glIsSampler
00000001dd512850 (__TEXT,__text) external _glIsShader
00000001dd5138cc (__TEXT,__text) external _glIsSync
00000001dd50f83c (__TEXT,__text) external _glIsTexture
00000001dd51422c (__TEXT,__text) external _glIsTransformFeedback
00000001dd512f10 (__TEXT,__text) external _glIsVertexArray
00000001dd517b60 (__TEXT,__text) external _glIsVertexArrayAPPLE
00000001dd5178e0 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000001dd517810 (__TEXT,__text) external _glLabelObjectEXT
00000001dd517d40 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000001dd50f854 (__TEXT,__text) external _glLightModelf
00000001dd50f86c (__TEXT,__text) external _glLightModelfv
00000001dd50f888 (__TEXT,__text) external _glLightModeli
00000001dd50f8a4 (__TEXT,__text) external _glLightModeliv
00000001dd50f8c0 (__TEXT,__text) external _glLightf
00000001dd50f8dc (__TEXT,__text) external _glLightfv
00000001dd50f8fc (__TEXT,__text) external _glLighti
00000001dd50f91c (__TEXT,__text) external _glLightiv
00000001dd50f93c (__TEXT,__text) external _glLineStipple
00000001dd50f958 (__TEXT,__text) external _glLineWidth
00000001dd51258c (__TEXT,__text) external _glLinkProgram
00000001dd516274 (__TEXT,__text) external _glLinkProgramARB
00000001dd50f96c (__TEXT,__text) external _glListBase
00000001dd50f984 (__TEXT,__text) external _glLoadIdentity
00000001dd50f998 (__TEXT,__text) external _glLoadMatrixd
00000001dd50f9b0 (__TEXT,__text) external _glLoadMatrixf
00000001dd50f9c8 (__TEXT,__text) external _glLoadName
00000001dd511664 (__TEXT,__text) external _glLoadTransposeMatrixd
00000001dd515b50 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000001dd51167c (__TEXT,__text) external _glLoadTransposeMatrixf
00000001dd515b68 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000001dd51695c (__TEXT,__text) external _glLockArraysEXT
00000001dd50f9e0 (__TEXT,__text) external _glLogicOp
00000001dd50f9f8 (__TEXT,__text) external _glMap1d
00000001dd50fa1c (__TEXT,__text) external _glMap1f
00000001dd50fa40 (__TEXT,__text) external _glMap2d
00000001dd50fa6c (__TEXT,__text) external _glMap2f
00000001dd511f30 (__TEXT,__text) external _glMapBuffer
00000001dd516130 (__TEXT,__text) external _glMapBufferARB
00000001dd512e7c (__TEXT,__text) external _glMapBufferRange
00000001dd50fa98 (__TEXT,__text) external _glMapGrid1d
00000001dd50fab0 (__TEXT,__text) external _glMapGrid1f
00000001dd50fac8 (__TEXT,__text) external _glMapGrid2d
00000001dd50fae4 (__TEXT,__text) external _glMapGrid2f
00000001dd5178fc (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000001dd517924 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000001dd51794c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000001dd51797c (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000001dd50fb00 (__TEXT,__text) external _glMaterialf
00000001dd50fb1c (__TEXT,__text) external _glMaterialfv
00000001dd50fb3c (__TEXT,__text) external _glMateriali
00000001dd50fb5c (__TEXT,__text) external _glMaterialiv
00000001dd50fb7c (__TEXT,__text) external _glMatrixMode
00000001dd514308 (__TEXT,__text) external _glMinSampleShading
00000001dd516754 (__TEXT,__text) external _glMinSampleShadingARB
00000001dd511254 (__TEXT,__text) external _glMinmax
00000001dd50fb94 (__TEXT,__text) external _glMultMatrixd
00000001dd50fbac (__TEXT,__text) external _glMultMatrixf
00000001dd511694 (__TEXT,__text) external _glMultTransposeMatrixd
00000001dd515b80 (__TEXT,__text) external _glMultTransposeMatrixdARB
00000001dd5116ac (__TEXT,__text) external _glMultTransposeMatrixf
00000001dd515b98 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000001dd511ba0 (__TEXT,__text) external _glMultiDrawArrays
00000001dd516d08 (__TEXT,__text) external _glMultiDrawArraysEXT
00000001dd517bdc (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000001dd511bc4 (__TEXT,__text) external _glMultiDrawElements
00000001dd51386c (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000001dd516d2c (__TEXT,__text) external _glMultiDrawElementsEXT
00000001dd517d60 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000001dd517d88 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000001dd517c00 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000001dd5112d4 (__TEXT,__text) external _glMultiTexCoord1d
00000001dd5157c0 (__TEXT,__text) external _glMultiTexCoord1dARB
00000001dd5112ec (__TEXT,__text) external _glMultiTexCoord1dv
00000001dd5157d8 (__TEXT,__text) external _glMultiTexCoord1dvARB
00000001dd511308 (__TEXT,__text) external _glMultiTexCoord1f
00000001dd5157f4 (__TEXT,__text) external _glMultiTexCoord1fARB
00000001dd511320 (__TEXT,__text) external _glMultiTexCoord1fv
00000001dd51580c (__TEXT,__text) external _glMultiTexCoord1fvARB
00000001dd51133c (__TEXT,__text) external _glMultiTexCoord1i
00000001dd515828 (__TEXT,__text) external _glMultiTexCoord1iARB
00000001dd511358 (__TEXT,__text) external _glMultiTexCoord1iv
00000001dd515844 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000001dd511374 (__TEXT,__text) external _glMultiTexCoord1s
00000001dd515860 (__TEXT,__text) external _glMultiTexCoord1sARB
00000001dd511390 (__TEXT,__text) external _glMultiTexCoord1sv
00000001dd51587c (__TEXT,__text) external _glMultiTexCoord1svARB
00000001dd5113ac (__TEXT,__text) external _glMultiTexCoord2d
00000001dd515898 (__TEXT,__text) external _glMultiTexCoord2dARB
00000001dd5113c4 (__TEXT,__text) external _glMultiTexCoord2dv
00000001dd5158b0 (__TEXT,__text) external _glMultiTexCoord2dvARB
00000001dd5113e0 (__TEXT,__text) external _glMultiTexCoord2f
00000001dd5158cc (__TEXT,__text) external _glMultiTexCoord2fARB
00000001dd5113f8 (__TEXT,__text) external _glMultiTexCoord2fv
00000001dd5158e4 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000001dd511414 (__TEXT,__text) external _glMultiTexCoord2i
00000001dd515900 (__TEXT,__text) external _glMultiTexCoord2iARB
00000001dd511434 (__TEXT,__text) external _glMultiTexCoord2iv
00000001dd515920 (__TEXT,__text) external _glMultiTexCoord2ivARB
00000001dd511450 (__TEXT,__text) external _glMultiTexCoord2s
00000001dd51593c (__TEXT,__text) external _glMultiTexCoord2sARB
00000001dd511470 (__TEXT,__text) external _glMultiTexCoord2sv
00000001dd51595c (__TEXT,__text) external _glMultiTexCoord2svARB
00000001dd51148c (__TEXT,__text) external _glMultiTexCoord3d
00000001dd515978 (__TEXT,__text) external _glMultiTexCoord3dARB
00000001dd5114a4 (__TEXT,__text) external _glMultiTexCoord3dv
00000001dd515990 (__TEXT,__text) external _glMultiTexCoord3dvARB
00000001dd5114c0 (__TEXT,__text) external _glMultiTexCoord3f
00000001dd5159ac (__TEXT,__text) external _glMultiTexCoord3fARB
00000001dd5114d8 (__TEXT,__text) external _glMultiTexCoord3fv
00000001dd5159c4 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000001dd5114f4 (__TEXT,__text) external _glMultiTexCoord3i
00000001dd5159e0 (__TEXT,__text) external _glMultiTexCoord3iARB
00000001dd511518 (__TEXT,__text) external _glMultiTexCoord3iv
00000001dd515a04 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000001dd511534 (__TEXT,__text) external _glMultiTexCoord3s
00000001dd515a20 (__TEXT,__text) external _glMultiTexCoord3sARB
00000001dd511558 (__TEXT,__text) external _glMultiTexCoord3sv
00000001dd515a44 (__TEXT,__text) external _glMultiTexCoord3svARB
00000001dd511574 (__TEXT,__text) external _glMultiTexCoord4d
00000001dd515a60 (__TEXT,__text) external _glMultiTexCoord4dARB
00000001dd51158c (__TEXT,__text) external _glMultiTexCoord4dv
00000001dd515a78 (__TEXT,__text) external _glMultiTexCoord4dvARB
00000001dd5115a8 (__TEXT,__text) external _glMultiTexCoord4f
00000001dd515a94 (__TEXT,__text) external _glMultiTexCoord4fARB
00000001dd5115c0 (__TEXT,__text) external _glMultiTexCoord4fv
00000001dd515aac (__TEXT,__text) external _glMultiTexCoord4fvARB
00000001dd5115dc (__TEXT,__text) external _glMultiTexCoord4i
00000001dd515ac8 (__TEXT,__text) external _glMultiTexCoord4iARB
00000001dd511604 (__TEXT,__text) external _glMultiTexCoord4iv
00000001dd515af0 (__TEXT,__text) external _glMultiTexCoord4ivARB
00000001dd511620 (__TEXT,__text) external _glMultiTexCoord4s
00000001dd515b0c (__TEXT,__text) external _glMultiTexCoord4sARB
00000001dd511648 (__TEXT,__text) external _glMultiTexCoord4sv
00000001dd515b34 (__TEXT,__text) external _glMultiTexCoord4svARB
00000001dd5167ec (__TEXT,__text) external _glNamedStringARB
00000001dd50fbc4 (__TEXT,__text) external _glNewList
00000001dd50fbe0 (__TEXT,__text) external _glNormal3b
00000001dd50fc00 (__TEXT,__text) external _glNormal3bv
00000001dd50fc18 (__TEXT,__text) external _glNormal3d
00000001dd50fc2c (__TEXT,__text) external _glNormal3dv
00000001dd50fc44 (__TEXT,__text) external _glNormal3f
00000001dd50fc58 (__TEXT,__text) external _glNormal3fv
00000001dd50fc70 (__TEXT,__text) external _glNormal3i
00000001dd50fc90 (__TEXT,__text) external _glNormal3iv
00000001dd50fca8 (__TEXT,__text) external _glNormal3s
00000001dd50fcc8 (__TEXT,__text) external _glNormal3sv
00000001dd50fce0 (__TEXT,__text) external _glNormalPointer
00000001dd517ca8 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000001dd517cc8 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000001dd50fd00 (__TEXT,__text) external _glOrtho
00000001dd517e18 (__TEXT,__text) external _glPNTrianglesfATI
00000001dd517e20 (__TEXT,__text) external _glPNTrianglesfATIX
00000001dd517e14 (__TEXT,__text) external _glPNTrianglesiATI
00000001dd517e1c (__TEXT,__text) external _glPNTrianglesiATIX
00000001dd50fd14 (__TEXT,__text) external _glPassThrough
00000001dd5141bc (__TEXT,__text) external _glPatchParameterfv
00000001dd5141a0 (__TEXT,__text) external _glPatchParameteri
00000001dd514244 (__TEXT,__text) external _glPauseTransformFeedback
00000001dd50fd28 (__TEXT,__text) external _glPixelMapfv
00000001dd50fd48 (__TEXT,__text) external _glPixelMapuiv
00000001dd50fd68 (__TEXT,__text) external _glPixelMapusv
00000001dd50fd88 (__TEXT,__text) external _glPixelStoref
00000001dd50fda0 (__TEXT,__text) external _glPixelStorei
00000001dd50fdbc (__TEXT,__text) external _glPixelTransferf
00000001dd50fdd4 (__TEXT,__text) external _glPixelTransferi
00000001dd50fdf0 (__TEXT,__text) external _glPixelZoom
00000001dd511b10 (__TEXT,__text) external _glPointParameterf
00000001dd515db8 (__TEXT,__text) external _glPointParameterfARB
00000001dd511b28 (__TEXT,__text) external _glPointParameterfv
00000001dd515dd0 (__TEXT,__text) external _glPointParameterfvARB
00000001dd511b44 (__TEXT,__text) external _glPointParameteri
00000001dd517e54 (__TEXT,__text) external _glPointParameteriNV
00000001dd511b60 (__TEXT,__text) external _glPointParameteriv
00000001dd517e70 (__TEXT,__text) external _glPointParameterivNV
00000001dd50fe04 (__TEXT,__text) external _glPointSize
00000001dd517d0c (__TEXT,__text) external _glPointSizePointerAPPLE
00000001dd50fe18 (__TEXT,__text) external _glPolygonMode
00000001dd50fe34 (__TEXT,__text) external _glPolygonOffset
00000001dd50fe48 (__TEXT,__text) external _glPolygonStipple
00000001dd50fe60 (__TEXT,__text) external _glPopAttrib
00000001dd50fe74 (__TEXT,__text) external _glPopClientAttrib
00000001dd517894 (__TEXT,__text) external _glPopGroupMarkerEXT
00000001dd50fe88 (__TEXT,__text) external _glPopMatrix
00000001dd50fe9c (__TEXT,__text) external _glPopName
00000001dd5137d0 (__TEXT,__text) external _glPrimitiveRestartIndex
00000001dd50feb0 (__TEXT,__text) external _glPrioritizeTextures
00000001dd514450 (__TEXT,__text) external _glProgramBinary
00000001dd515458 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000001dd515474 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000001dd515494 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000001dd5154b0 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000001dd515548 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000001dd5154d0 (__TEXT,__text) external _glProgramLocalParameter4dARB
00000001dd5154ec (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000001dd51550c (__TEXT,__text) external _glProgramLocalParameter4fARB
00000001dd515528 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000001dd51556c (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000001dd514474 (__TEXT,__text) external _glProgramParameteri
00000001dd517030 (__TEXT,__text) external _glProgramParameteriEXT
00000001dd515610 (__TEXT,__text) external _glProgramStringARB
00000001dd514a6c (__TEXT,__text) external _glProgramUniform1d
00000001dd514adc (__TEXT,__text) external _glProgramUniform1dv
00000001dd51464c (__TEXT,__text) external _glProgramUniform1f
00000001dd51474c (__TEXT,__text) external _glProgramUniform1fv
00000001dd5145b4 (__TEXT,__text) external _glProgramUniform1i
00000001dd5146bc (__TEXT,__text) external _glProgramUniform1iv
00000001dd514854 (__TEXT,__text) external _glProgramUniform1ui
00000001dd5148ec (__TEXT,__text) external _glProgramUniform1uiv
00000001dd514a88 (__TEXT,__text) external _glProgramUniform2d
00000001dd514b00 (__TEXT,__text) external _glProgramUniform2dv
00000001dd514668 (__TEXT,__text) external _glProgramUniform2f
00000001dd514770 (__TEXT,__text) external _glProgramUniform2fv
00000001dd5145d4 (__TEXT,__text) external _glProgramUniform2i
00000001dd5146e0 (__TEXT,__text) external _glProgramUniform2iv
00000001dd514874 (__TEXT,__text) external _glProgramUniform2ui
00000001dd514910 (__TEXT,__text) external _glProgramUniform2uiv
00000001dd514aa4 (__TEXT,__text) external _glProgramUniform3d
00000001dd514b24 (__TEXT,__text) external _glProgramUniform3dv
00000001dd514684 (__TEXT,__text) external _glProgramUniform3f
00000001dd514794 (__TEXT,__text) external _glProgramUniform3fv
00000001dd5145f8 (__TEXT,__text) external _glProgramUniform3i
00000001dd514704 (__TEXT,__text) external _glProgramUniform3iv
00000001dd514898 (__TEXT,__text) external _glProgramUniform3ui
00000001dd514934 (__TEXT,__text) external _glProgramUniform3uiv
00000001dd514ac0 (__TEXT,__text) external _glProgramUniform4d
00000001dd514b48 (__TEXT,__text) external _glProgramUniform4dv
00000001dd5146a0 (__TEXT,__text) external _glProgramUniform4f
00000001dd5147b8 (__TEXT,__text) external _glProgramUniform4fv
00000001dd514620 (__TEXT,__text) external _glProgramUniform4i
00000001dd514728 (__TEXT,__text) external _glProgramUniform4iv
00000001dd5148c0 (__TEXT,__text) external _glProgramUniform4ui
00000001dd514958 (__TEXT,__text) external _glProgramUniform4uiv
00000001dd514b6c (__TEXT,__text) external _glProgramUniformMatrix2dv
00000001dd5147dc (__TEXT,__text) external _glProgramUniformMatrix2fv
00000001dd514be4 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000001dd51497c (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000001dd514c34 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000001dd5149cc (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000001dd514b94 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000001dd514804 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000001dd514c0c (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000001dd5149a4 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000001dd514c84 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000001dd514a1c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000001dd514bbc (__TEXT,__text) external _glProgramUniformMatrix4dv
00000001dd51482c (__TEXT,__text) external _glProgramUniformMatrix4fv
00000001dd514c5c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000001dd5149f4 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000001dd514cac (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000001dd514a44 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000001dd513898 (__TEXT,__text) external _glProvokingVertex
00000001dd5177b8 (__TEXT,__text) external _glProvokingVertexEXT
00000001dd50fed0 (__TEXT,__text) external _glPushAttrib
00000001dd50fee8 (__TEXT,__text) external _glPushClientAttrib
00000001dd517878 (__TEXT,__text) external _glPushGroupMarkerEXT
00000001dd50ff00 (__TEXT,__text) external _glPushMatrix
00000001dd50ff14 (__TEXT,__text) external _glPushName
00000001dd513c64 (__TEXT,__text) external _glQueryCounter
00000001dd50ff2c (__TEXT,__text) external _glRasterPos2d
00000001dd50ff40 (__TEXT,__text) external _glRasterPos2dv
00000001dd50ff58 (__TEXT,__text) external _glRasterPos2f
00000001dd50ff6c (__TEXT,__text) external _glRasterPos2fv
00000001dd50ff84 (__TEXT,__text) external _glRasterPos2i
00000001dd50ffa0 (__TEXT,__text) external _glRasterPos2iv
00000001dd50ffb8 (__TEXT,__text) external _glRasterPos2s
00000001dd50ffd4 (__TEXT,__text) external _glRasterPos2sv
00000001dd50ffec (__TEXT,__text) external _glRasterPos3d
00000001dd510000 (__TEXT,__text) external _glRasterPos3dv
00000001dd510018 (__TEXT,__text) external _glRasterPos3f
00000001dd51002c (__TEXT,__text) external _glRasterPos3fv
00000001dd510044 (__TEXT,__text) external _glRasterPos3i
00000001dd510064 (__TEXT,__text) external _glRasterPos3iv
00000001dd51007c (__TEXT,__text) external _glRasterPos3s
00000001dd51009c (__TEXT,__text) external _glRasterPos3sv
00000001dd5100b4 (__TEXT,__text) external _glRasterPos4d
00000001dd5100c8 (__TEXT,__text) external _glRasterPos4dv
00000001dd5100e0 (__TEXT,__text) external _glRasterPos4f
00000001dd5100f4 (__TEXT,__text) external _glRasterPos4fv
00000001dd51010c (__TEXT,__text) external _glRasterPos4i
00000001dd510130 (__TEXT,__text) external _glRasterPos4iv
00000001dd510148 (__TEXT,__text) external _glRasterPos4s
00000001dd51016c (__TEXT,__text) external _glRasterPos4sv
00000001dd510184 (__TEXT,__text) external _glReadBuffer
00000001dd51019c (__TEXT,__text) external _glReadPixels
00000001dd5101cc (__TEXT,__text) external _glRectd
00000001dd5101e0 (__TEXT,__text) external _glRectdv
00000001dd5101fc (__TEXT,__text) external _glRectf
00000001dd510210 (__TEXT,__text) external _glRectfv
00000001dd51022c (__TEXT,__text) external _glRecti
00000001dd510250 (__TEXT,__text) external _glRectiv
00000001dd51026c (__TEXT,__text) external _glRects
00000001dd510290 (__TEXT,__text) external _glRectsv
00000001dd5143a0 (__TEXT,__text) external _glReleaseShaderCompiler
00000001dd5102ac (__TEXT,__text) external _glRenderMode
00000001dd512c2c (__TEXT,__text) external _glRenderbufferStorage
00000001dd516e08 (__TEXT,__text) external _glRenderbufferStorageEXT
00000001dd512e2c (__TEXT,__text) external _glRenderbufferStorageMultisample
00000001dd517008 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000001dd511274 (__TEXT,__text) external _glResetHistogram
00000001dd51128c (__TEXT,__text) external _glResetMinmax
00000001dd514258 (__TEXT,__text) external _glResumeTransformFeedback
00000001dd5102c4 (__TEXT,__text) external _glRotated
00000001dd5102d8 (__TEXT,__text) external _glRotatef
00000001dd5118b4 (__TEXT,__text) external _glSampleCoverage
00000001dd515da0 (__TEXT,__text) external _glSampleCoverageARB
00000001dd5139fc (__TEXT,__text) external _glSampleMaski
00000001dd517ee0 (__TEXT,__text) external _glSamplePass
00000001dd517edc (__TEXT,__text) external _glSamplePassARB
00000001dd513ba4 (__TEXT,__text) external _glSamplerParameterIiv
00000001dd513bc4 (__TEXT,__text) external _glSamplerParameterIuiv
00000001dd513b68 (__TEXT,__text) external _glSamplerParameterf
00000001dd513b84 (__TEXT,__text) external _glSamplerParameterfv
00000001dd513b28 (__TEXT,__text) external _glSamplerParameteri
00000001dd513b48 (__TEXT,__text) external _glSamplerParameteriv
00000001dd5102ec (__TEXT,__text) external _glScaled
00000001dd510300 (__TEXT,__text) external _glScalef
00000001dd510314 (__TEXT,__text) external _glScissor
00000001dd514e40 (__TEXT,__text) external _glScissorArrayv
00000001dd514e60 (__TEXT,__text) external _glScissorIndexed
00000001dd514e88 (__TEXT,__text) external _glScissorIndexedv
00000001dd511944 (__TEXT,__text) external _glSecondaryColor3b
00000001dd516a74 (__TEXT,__text) external _glSecondaryColor3bEXT
00000001dd511964 (__TEXT,__text) external _glSecondaryColor3bv
00000001dd516a94 (__TEXT,__text) external _glSecondaryColor3bvEXT
00000001dd51197c (__TEXT,__text) external _glSecondaryColor3d
00000001dd516aac (__TEXT,__text) external _glSecondaryColor3dEXT
00000001dd511990 (__TEXT,__text) external _glSecondaryColor3dv
00000001dd516ac0 (__TEXT,__text) external _glSecondaryColor3dvEXT
00000001dd5119a8 (__TEXT,__text) external _glSecondaryColor3f
00000001dd516ad8 (__TEXT,__text) external _glSecondaryColor3fEXT
00000001dd5119bc (__TEXT,__text) external _glSecondaryColor3fv
