00007ff812f00ca6 (__TEXT,__text) non-external _Annihilate
00007ff812f15c08 (__TEXT,__text) non-external (was a private external) _get_conversion_set
00007ff812f3f96f (__TEXT,__text) non-external (was a private external) _get_crc_table
00007ff812f1a2b6 (__TEXT,__text) non-external (was a private external) _get_default_nthreads
00007ff812f1353d (__TEXT,__text) non-external _get_format_bits
00007ff812f1339c (__TEXT,__text) non-external (was a private external) _get_format_bytes_per_pixel
00007ff812f133bd (__TEXT,__text) non-external (was a private external) _get_format_components
00007ff812f13438 (__TEXT,__text) non-external (was a private external) _get_format_convert_at_once
00007ff812f136d5 (__TEXT,__text) non-external _get_format_plane_count
00007ff812f13456 (__TEXT,__text) non-external (was a private external) _get_format_process_at_once
00007ff812f0df20 (__TEXT,__text) non-external (was a private external) _get_max_payload_size
00007ff812f0df5b (__TEXT,__text) non-external (was a private external) _get_plane_max_rice_size
00007ff812f1a282 (__TEXT,__text) non-external (was a private external) _get_real_time
00007ff812f0df85 (__TEXT,__text) non-external (was a private external) _get_slice_height
00007ff812f0df6f (__TEXT,__text) non-external (was a private external) _get_slice_width
                 (undefined) external _gettimeofday (from libSystem)
00007ff812f1371b (__TEXT,__text) non-external _header_fetch_from_payload
00007ff812f13467 (__TEXT,__text) non-external (was a private external) _is_format_invalid
00007ff812f13380 (__TEXT,__text) non-external (was a private external) _is_format_msb_layout
00007ff812f13db9 (__TEXT,__text) non-external _is_image_valid
00007ff812f07253 (__TEXT,__text) non-external (was a private external) _join_thread
00007ff812f6cb80 (__TEXT,__const) non-external (was a private external) _kBrotliBitMask
00007ff812f4e270 (__TEXT,__const) non-external (was a private external) _kBrotliCopyBase
00007ff812f4e2d0 (__TEXT,__const) non-external (was a private external) _kBrotliCopyExtra
00007ff8416c45e0 (__DATA_CONST,__const) non-external _kBrotliDictionary
00007ff812f4eb70 (__TEXT,__const) non-external _kBrotliDictionaryData
00007ff812f4e1b0 (__TEXT,__const) non-external (was a private external) _kBrotliInsBase
00007ff812f4e210 (__TEXT,__const) non-external (was a private external) _kBrotliInsExtra
00007ff812fac4f0 (__TEXT,__const) non-external (was a private external) _kBrotliLog2Table
00007ff812f6e740 (__TEXT,__const) non-external (was a private external) _kBrotliShellGaps
00007ff8416c4eb0 (__DATA_CONST,__const) non-external _kBrotliTransforms
00007ff812f4e950 (__TEXT,__const) non-external _kCmdHistoSeed
00007ff812f6ccc0 (__TEXT,__const) non-external _kCmdLut
00007ff812fa02a0 (__TEXT,__const) non-external _kCodeLengthBits
00007ff812f6cc80 (__TEXT,__const) non-external _kCodeLengthCodeOrder
00007ff812fa0280 (__TEXT,__const) non-external _kCodeLengthDepth
00007ff812f6cca0 (__TEXT,__const) non-external _kCodeLengthPrefixLength
00007ff812f6ccb0 (__TEXT,__const) non-external _kCodeLengthPrefixValue
00007ff812f6e5f0 (__TEXT,__const) non-external (was a private external) _kDSymbolVBase
00007ff812f6e5b0 (__TEXT,__const) non-external (was a private external) _kDSymbolVBits
00007ff812f6edf0 (__TEXT,__const) non-external _kDistanceCacheIndex
00007ff812f6ee30 (__TEXT,__const) non-external _kDistanceCacheOffset
00007ff812f6e4f0 (__TEXT,__const) non-external (was a private external) _kLSymbolVBase
00007ff812f6e4d0 (__TEXT,__const) non-external (was a private external) _kLSymbolVBits
00007ff812f6e560 (__TEXT,__const) non-external (was a private external) _kMSymbolVBase
00007ff812f6e540 (__TEXT,__const) non-external (was a private external) _kMSymbolVBits
00007ff812fa0df0 (__TEXT,__const) non-external _kNonZeroRepsBits
00007ff812fa02f0 (__TEXT,__const) non-external _kNonZeroRepsDepth
00007ff812f9de70 (__TEXT,__const) non-external _kPrefixSuffix
00007ff812f9df50 (__TEXT,__const) non-external _kPrefixSuffixMap
00007ff812f4e0b0 (__TEXT,__const) non-external _kReverseBits
00007ff812fa26b0 (__TEXT,__const) non-external _kStaticCommandCodeBits
00007ff812fa23f0 (__TEXT,__const) non-external _kStaticCommandCodeDepth
00007ff812f6ef00 (__TEXT,__const) non-external _kStaticDictionaryBuckets
00007ff812fbcd00 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashLengths
00007ff812facd00 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashWords
00007ff812f7ef00 (__TEXT,__const) non-external _kStaticDictionaryWords
00007ff812fa2c70 (__TEXT,__const) non-external _kStaticDistanceCodeBits
00007ff812fa2c30 (__TEXT,__const) non-external _kStaticDistanceCodeDepth
00007ff812f9dfc0 (__TEXT,__const) non-external _kTransformsData
00007ff812f9ec80 (__TEXT,__const) non-external _kZeroRepsBits
00007ff812f9e180 (__TEXT,__const) non-external _kZeroRepsDepth
                 (undefined) external _log2 (from libSystem)
00007ff812ee9835 (__TEXT,__text) non-external _longest_match
00007ff812fa7b60 (__TEXT,__const) non-external (was a private external) _lut_rle
00007ff812f06e89 (__TEXT,__text) non-external (was a private external) _lz24_decode_buffer
00007ff812f10cad (__TEXT,__text) non-external (was a private external) _lz24_encode_buffer
00007ff812f10ca2 (__TEXT,__text) non-external (was a private external) _lz24_encode_scratch_buffer_size
00007ff812ef1250 (__TEXT,__text) non-external (was a private external) _lz4_decode
00007ff812ef0dc0 (__TEXT,__text) non-external (was a private external) _lz4_decode_asm
00007ff812ef0bd5 (__TEXT,__text) non-external (was a private external) _lz4_decode_buffer
00007ff812ef27ff (__TEXT,__text) non-external (was a private external) _lz4_encode_2gb
00007ff812ef2656 (__TEXT,__text) non-external (was a private external) _lz4_encode_buffer
00007ff812eeb5b8 (__TEXT,__text) non-external (was a private external) _lz4_stream_end
00007ff812f2579a (__TEXT,__text) non-external (was a private external) _lz4_stream_get_decode_state_size
00007ff812f2579a (__TEXT,__text) non-external (was a private external) _lz4_stream_get_encode_state_size
00007ff812f2579a (__TEXT,__text) non-external (was a private external) _lz4_stream_get_state_size
00007ff812f25773 (__TEXT,__text) non-external (was a private external) _lz4_stream_identify_algorithm
00007ff812f2506c (__TEXT,__text) non-external (was a private external) _lz4_stream_init
00007ff812f25114 (__TEXT,__text) non-external (was a private external) _lz4_stream_process
00007ff812f114ce (__TEXT,__text) non-external (was a private external) _lz4raw_decode_buffer
00007ff812f113da (__TEXT,__text) non-external (was a private external) _lz4raw_encode_buffer
00007ff812f0ca55 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
00007ff812f216ba (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
00007ff812f20277 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle_unsafe
00007ff812f216fd (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
00007ff812f1d91e (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
00007ff812f216d6 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
00007ff812f201ae (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle_unsafe
00007ff812f21708 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
00007ff812f1d7e4 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
00007ff812f199a0 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
00007ff812f2166a (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
00007ff812f0eea8 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
00007ff812f21686 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
00007ff812f216ad (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
00007ff812f0ee8f (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
00007ff812fa8ba0 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
00007ff812f1d829 (__TEXT,__text) non-external _lzbitmap_init_encode_state
00007ff812fa83a0 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
00007ff812f1da44 (__TEXT,__text) non-external _lzbitmap_process_block
00007ff812f21715 (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
00007ff812fa9ba0 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
00007ff812fa7ba0 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
00007ff812f46c14 (__TEXT,__text) non-external _lzfseBackendMatch
00007ff812eebacf (__TEXT,__text) non-external (was a private external) _lzfseDecode
00007ff812ef142b (__TEXT,__text) non-external _lzfseDecodeV1
00007ff812f4684d (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
00007ff812f46c53 (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
00007ff812f4667e (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
00007ff812f466e9 (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
00007ff812f46fda (__TEXT,__text) non-external _lzfseEncodeMatches
00007ff812f466a7 (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
00007ff812f467b5 (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
00007ff812f46cf8 (__TEXT,__text) non-external _lzfsePushMatch
00007ff812eeb84b (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
00007ff812eeb779 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
00007ff812f19993 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
00007ff812f38df7 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
00007ff812f38d61 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
00007ff812f38d50 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
00007ff812eed534 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
00007ff812f1229a (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
00007ff812f12129 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
00007ff812f1228f (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
00007ff812f12f9d (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00007ff8416c46b0 (__DATA_CONST,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
00007ff812eed179 (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
00007ff812f293d5 (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
00007ff812f293a1 (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
00007ff812f6e6f0 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
00007ff812f6e710 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
00007ff812eeb5b8 (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
00007ff812f1063e (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
00007ff812f10634 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
00007ff812f1060b (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
00007ff812f105ca (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
00007ff812eeb751 (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
00007ff812eeb825 (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
00007ff812f4b8d3 (__TEXT,__text) non-external (was a private external) _lzma1_chunk_decode
00007ff812f1a2f8 (__TEXT,__text) non-external (was a private external) _lzma1_model_reset
00007ff812f49aed (__TEXT,__text) non-external (was a private external) _lzma2_block_decode
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
00007ff812f20114 (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
00007ff812eed5d4 (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
00007ff812f2016c (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
00007ff812eed5d4 (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
00007ff812f6ec80 (__TEXT,__const) non-external (was a private external) _lzma_fsm_lut
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
00007ff812eeb729 (__TEXT,__text) non-external (was a private external) _lzma_stream_end
00007ff812f494c0 (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
00007ff812faccf0 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
00007ff812eeb5db (__TEXT,__text) non-external (was a private external) _lzma_stream_init
00007ff812eeb699 (__TEXT,__text) non-external (was a private external) _lzma_stream_process
00007ff812f49074 (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode
00007ff812f493f6 (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode_scratch_size
00007ff812eecc49 (__TEXT,__text) non-external (was a private external) _lzvnDecode
00007ff8416c3de0 (__DATA_CONST,__const) non-external _lzvnDecode.opc_tbl
00007ff812f207b1 (__TEXT,__text) non-external (was a private external) _lzvnEncode
00007ff812f20735 (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
00007ff812f0157d (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
00007ff812f014ec (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
00007ff812f014e1 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
00007ff812f0669e (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
00007ff812f065c8 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
00007ff812f065b7 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
00007ff843cbf500 (__DATA,__data) non-external _lzvn_decode.opcode_table
00007ff812eed600 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
00007ff812eed5d4 (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
00007ff812f21315 (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
00007ff812f21353 (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
00007ff812f212fb (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
00007ff812eeb5b8 (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
00007ff812f2010a (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
00007ff812f20100 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
00007ff812f200d7 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
00007ff812f200b5 (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
00007ff812f20067 (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
00007ff812f2008f (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
00007ff812f28a1e (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
00007ff812f28a13 (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
00007ff812f406a0 (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
00007ff812efa698 (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
00007ff812ef9e35 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
00007ff812efa2c1 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
00007ff812efa3a5 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
00007ff812f1a208 (__TEXT,__text) non-external (was a private external) _parse_size
00007ff812fa2f70 (__TEXT,__const) non-external _position_slot_base_position
00007ff812fa2ef0 (__TEXT,__const) non-external _position_slot_extra_bits
00007ff812eea87c (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ff812f423a8 (__TEXT,__text) non-external _quantize_slow
                 (undefined) external _read (from libSystem)
00007ff812eefb54 (__TEXT,__text) non-external _readHuffmanTable
00007ff812f1a15c (__TEXT,__text) non-external (was a private external) _read_expected
00007ff812ee780b (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
00007ff812eea961 (__TEXT,__text) non-external _scan_tree
00007ff812eeaa4c (__TEXT,__text) non-external _send_tree
00007ff812f21631 (__TEXT,__text) non-external (was a private external) _smb_decode_buffer
00007ff812f215bb (__TEXT,__text) non-external (was a private external) _smb_decode_scratch_size
00007ff812f215d2 (__TEXT,__text) non-external (was a private external) _smb_encode_buffer
00007ff812f21586 (__TEXT,__text) non-external (was a private external) _smb_encode_scratch_size
00007ff812f257a5 (__TEXT,__text) non-external (was a private external) _smb_lz77_decode_buffer
00007ff812f259b1 (__TEXT,__text) non-external (was a private external) _smb_lz77_encode_buffer
00007ff812f1449d (__TEXT,__text) non-external (was a private external) _smb_lz77h_decode_buffer
00007ff812f14ef6 (__TEXT,__text) non-external (was a private external) _smb_lz77h_encode_buffer
00007ff812f0d935 (__TEXT,__text) non-external (was a private external) _smb_lznt1_decode_buffer
00007ff812f0db56 (__TEXT,__text) non-external (was a private external) _smb_lznt1_encode_buffer
                 (undefined) external _stat$INODE64 (from libSystem)
00007ff843cbf4e0 (__DATA,__data) non-external _static_bl_desc
00007ff843cbf4c0 (__DATA,__data) non-external _static_d_desc
00007ff812fab360 (__TEXT,__const) non-external _static_dtree
00007ff843cbf4a0 (__DATA,__data) non-external _static_l_desc
00007ff812faaee0 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff843cbf400 (__DATA,__data) non-external (was a private external) _tc_quant16
00007ff812f011f8 (__TEXT,__text) non-external (was a private external) _thread_pool_create
00007ff812f01424 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
00007ff812f01323 (__TEXT,__text) non-external _thread_pool_entry
00007ff812f0104a (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
00007ff812f0116b (__TEXT,__text) non-external (was a private external) _thread_pool_sync
00007ff812f40511 (__TEXT,__text) external _touchpadCodecCreate
00007ff812f01792 (__TEXT,__text) external _touchpadCodecDecodeImage
00007ff812f40653 (__TEXT,__text) external _touchpadCodecDestroy
00007ff812f494d1 (__TEXT,__text) external _touchpadCodecEncodeImage
00007ff812f3fc52 (__TEXT,__text) external _touchpadGetInfoWithCompressedBuffer
                 (undefined) external _write (from libSystem)
00007ff812f1a1b4 (__TEXT,__text) non-external (was a private external) _write_expected
00007ff812fac4a6 (__TEXT,__const) non-external (was a private external) _xz_footer_magic
00007ff812fac4a0 (__TEXT,__const) non-external (was a private external) _xz_header_magic
00007ff812f49454 (__TEXT,__text) non-external _xz_read_multi_byte
00007ff812f49401 (__TEXT,__text) non-external _xz_simple_crc32
00007ff812f3922f (__TEXT,__text) external _yzip_codec_create
00007ff812f3925d (__TEXT,__text) external _yzip_codec_destroy
00007ff812f135b0 (__TEXT,__text) external _yzip_image_create
00007ff812f136f3 (__TEXT,__text) external _yzip_image_create_with_payload
00007ff812f13f62 (__TEXT,__text) external _yzip_image_decode
00007ff812f13852 (__TEXT,__text) external _yzip_image_destroy
00007ff812f1385c (__TEXT,__text) external _yzip_image_encode
00007ff812f1417d (__TEXT,__text) external _yzip_image_get_descriptor
00007ff812f14233 (__TEXT,__text) external _yzip_image_get_max_payload_size
00007ff812f141e2 (__TEXT,__text) external _yzip_image_get_plane_descriptor
00007ff812f142b6 (__TEXT,__text) external _yzip_image_set_data
00007ff812f14490 (__TEXT,__text) external _yzip_image_set_identifier
00007ff812f143c4 (__TEXT,__text) external _yzip_image_set_plane_data
00007ff812f0e36d (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
00007ff812f0e284 (__TEXT,__text) non-external _yzip_jobs_create_empty_list
00007ff812f0dff8 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
00007ff812f0ee0d (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
00007ff812f0e88f (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
00007ff812f0ed71 (__TEXT,__text) non-external _yzip_jobs_process
00007ff812f0df9c (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
00007ff812f41c7d (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
00007ff812f40a0d (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder_allocate
00007ff812f4091e (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_allocate
00007ff812f40a74 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
00007ff812f4148b (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
00007ff812ef263c (__TEXT,__text) non-external (was a private external) _zError
00007ff8416c3d90 (__DATA_CONST,__const) non-external (was a private external) _z_errmsg
00007ff812ee7b91 (__TEXT,__text) non-external (was a private external) _zcalloc
00007ff812eeb52a (__TEXT,__text) non-external (was a private external) _zcfree
00007ff812ef1b2f (__TEXT,__text) external _zero_coder_decode
00007ff812ef1c2d (__TEXT,__text) external _zero_coder_encode
00007ff812ef1d47 (__TEXT,__text) non-external _zero_coder_init_luts
00007ff843cbfd20 (__DATA,__common) non-external (was a private external) _zero_coder_lut_popcount
00007ff843cbfe20 (__DATA,__common) non-external (was a private external) _zero_coder_lut_read
00007ff843cc0620 (__DATA,__common) non-external (was a private external) _zero_coder_lut_write
00007ff843cbfd10 (__DATA,__common) non-external (was a private external) _zero_coder_luts_ok
00007ff812ef2631 (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
00007ff812eed93c (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
00007ff812eee988 (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
00007ff812fa2d90 (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
00007ff812fa2d50 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
00007ff812ef2624 (__TEXT,__text) non-external (was a private external) _zlibVersion
00007ff812f28857 (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
00007ff812f2884c (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
00007ff812f01dbb (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
00007ff812f01db0 (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
00007ff812f21580 (__TEXT,__text) non-external (was a private external) _zlib_free
00007ff812f21558 (__TEXT,__text) non-external (was a private external) _zlib_malloc
00007ff812eeb5b8 (__TEXT,__text) non-external (was a private external) _zlib_stream_end
00007ff812f289f0 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
00007ff812eed5d4 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
00007ff812f289fb (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
00007ff812eed5d4 (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
00007ff812ee7745 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
00007ff812ee8458 (__TEXT,__text) non-external (was a private external) _zlib_stream_process
                 (undefined) external dyld_stub_binder (from libSystem)
00007ff812ef17fb (__TEXT,__text) non-external n_loop
00007ff812ef1aea (__TEXT,__text) non-external scalar_loop
00007ff812ef17e0 (__TEXT,__text) non-external skip_loading_tables
00007ff843cbf450 (__DATA,__data) non-external sum2_coefficients
00007ff843cbf420 (__DATA,__data) non-external sum2_coefficients_nossse3
