                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
000000018051316c (__TEXT,__text) non-external _LI_get_thread_info
00000001ea494860 (__DATA,__bss) non-external _buf
                 (undefined) external _bzero (from libsystem_c)
00000001ea494788 (__DATA,__bss) non-external _cache
000000018051ff18 (__TEXT,__text) non-external _cache_alias_all
000000018051ff04 (__TEXT,__text) non-external _cache_alias_byname
000000018051fe34 (__TEXT,__text) non-external _cache_close
0000000180511954 (__TEXT,__text) non-external _cache_fetch_item
000000018051d73c (__TEXT,__text) non-external _cache_fetch_list
000000018051d734 (__TEXT,__text) non-external _cache_fs_all
000000018051ffd4 (__TEXT,__text) non-external _cache_fs_byfile
000000018051ffc0 (__TEXT,__text) non-external _cache_fs_byspec
000000018051fee8 (__TEXT,__text) non-external _cache_group_all
00000001805137ec (__TEXT,__text) non-external _cache_group_bygid
0000000180517d60 (__TEXT,__text) non-external _cache_group_byname
000000018051fef0 (__TEXT,__text) non-external _cache_grouplist
000000018051ff20 (__TEXT,__text) non-external _cache_host_all
000000018051c7a0 (__TEXT,__text) non-external _cache_host_byaddr
000000018051b1c0 (__TEXT,__text) non-external _cache_host_byname
00000001ea494740 (__DATA,__bss) non-external _cache_lock
0000000180520010 (__TEXT,__text) non-external _cache_mac_all
000000018051fffc (__TEXT,__text) non-external _cache_mac_bymac
000000018051ffe8 (__TEXT,__text) non-external _cache_mac_byname
0000000180520018 (__TEXT,__text) non-external _cache_nameinfo
000000018051ff50 (__TEXT,__text) non-external _cache_network_all
000000018051ff3c (__TEXT,__text) non-external _cache_network_byaddr
000000018051ff28 (__TEXT,__text) non-external _cache_network_byname
000000018051ff88 (__TEXT,__text) non-external _cache_protocol_all
000000018051ff60 (__TEXT,__text) non-external _cache_protocol_byname
000000018051ff74 (__TEXT,__text) non-external _cache_protocol_bynumber
000000018051ffb8 (__TEXT,__text) non-external _cache_rpc_all
000000018051ff90 (__TEXT,__text) non-external _cache_rpc_byname
000000018051ffa4 (__TEXT,__text) non-external _cache_rpc_bynumber
000000018051ff58 (__TEXT,__text) non-external _cache_service_all
0000000180516594 (__TEXT,__text) non-external _cache_service_byname
000000018051d250 (__TEXT,__text) non-external _cache_service_byport
00000001ea494780 (__DATA,__bss) non-external _cache_timeout
000000018051fee0 (__TEXT,__text) non-external _cache_user_all
0000000180516438 (__TEXT,__text) non-external _cache_user_byname
0000000180511940 (__TEXT,__text) non-external _cache_user_byuid
00000001edc041d0 (__AUTH,__data) non-external _client_ops
0000000180532150 (__TEXT,__text) external _clnt_broadcast
000000018052ce40 (__TEXT,__text) external _clnt_create
000000018052d568 (__TEXT,__text) external _clnt_pcreateerror
000000018052d2e8 (__TEXT,__text) external _clnt_perrno
000000018052d2a8 (__TEXT,__text) external _clnt_perror
000000018052d330 (__TEXT,__text) external _clnt_spcreateerror
000000018052d26c (__TEXT,__text) external _clnt_sperrno
000000018052cfa0 (__TEXT,__text) external _clnt_sperror
000000018052d8e8 (__TEXT,__text) non-external _clntraw_abort
000000018052d6bc (__TEXT,__text) non-external _clntraw_call
000000018052d8f4 (__TEXT,__text) non-external _clntraw_control
000000018052d5a8 (__TEXT,__text) external _clntraw_create
000000018052d8f0 (__TEXT,__text) non-external _clntraw_destroy
000000018052d8bc (__TEXT,__text) non-external _clntraw_freeres
000000018052d8ec (__TEXT,__text) non-external _clntraw_geterr
00000001ea494868 (__DATA,__bss) non-external _clntraw_private
000000018052dfa8 (__TEXT,__text) non-external _clnttcp_abort
000000018052dc10 (__TEXT,__text) non-external _clnttcp_call
000000018052df58 (__TEXT,__text) non-external _clnttcp_control
000000018052dc04 (__TEXT,__text) external _clnttcp_create
000000018052d8fc (__TEXT,__text) non-external (was a private external) _clnttcp_create_timeout
000000018052def4 (__TEXT,__text) non-external _clnttcp_destroy
000000018052ded8 (__TEXT,__text) non-external _clnttcp_freeres
000000018052dec0 (__TEXT,__text) non-external _clnttcp_geterr
000000018052eb04 (__TEXT,__text) non-external _clntudp_abort
000000018052e4ec (__TEXT,__text) external _clntudp_bufcreate
000000018052e184 (__TEXT,__text) non-external (was a private external) _clntudp_bufcreate_timeout
000000018052e560 (__TEXT,__text) non-external _clntudp_call
000000018052ea90 (__TEXT,__text) non-external _clntudp_control
000000018052e528 (__TEXT,__text) external _clntudp_create
000000018052ea2c (__TEXT,__text) non-external _clntudp_destroy
000000018052ea10 (__TEXT,__text) non-external _clntudp_freeres
000000018052e9f8 (__TEXT,__text) non-external _clntudp_geterr
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
00000001805304b8 (__TEXT,__text) non-external _common_prefix_length
0000000180538080 (__TEXT,__text) external _configuration_profile_copy_property_list
0000000180538028 (__TEXT,__text) external _configuration_profile_create_notification_key
                 (undefined) external _connect$NOCANCEL (from libsystem_kernel)
0000000180526ed0 (__TEXT,__text) non-external _copy_group_r
0000000180513f84 (__TEXT,__text) non-external _copy_user_r
00000001805309f4 (__TEXT,__text) non-external _darwin_directory_cached_item_is_valid
00000001805312a4 (__TEXT,__text) non-external _darwin_directory_group_all
0000000180531024 (__TEXT,__text) non-external _darwin_directory_group_bygid
0000000180530edc (__TEXT,__text) non-external _darwin_directory_group_byname
0000000180531168 (__TEXT,__text) non-external _darwin_directory_group_byuuid
000000018053134c (__TEXT,__text) non-external _darwin_directory_grouplist
0000000180539394 (__TEXT,__text) non-external _darwin_directory_grouplist.cold.1
0000000180530e34 (__TEXT,__text) non-external _darwin_directory_user_all
0000000180530a6c (__TEXT,__text) non-external _darwin_directory_user_byname
0000000180530bb4 (__TEXT,__text) non-external _darwin_directory_user_byuid
0000000180530cf8 (__TEXT,__text) non-external _darwin_directory_user_byuuid
                 (undefined) external _devname_r (from libsystem_c)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_attr_make_with_qos_class (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dlclose (from libdyld)
                 (undefined) external _dlerror (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
000000018051ec60 (__TEXT,__text) external _dn_expand
0000000180520808 (__TEXT,__text) non-external _ds_alias_all
0000000180520718 (__TEXT,__text) non-external _ds_alias_byname
000000018051d87c (__TEXT,__text) non-external _ds_fs_all
0000000180521294 (__TEXT,__text) non-external _ds_fs_byfile
00000001805211a4 (__TEXT,__text) non-external _ds_fs_byspec
00000001805203c4 (__TEXT,__text) non-external _ds_group_all
0000000180513800 (__TEXT,__text) non-external _ds_group_bygid
0000000180517d74 (__TEXT,__text) non-external _ds_group_byname
00000001805202dc (__TEXT,__text) non-external _ds_group_byuuid
000000018051c1c4 (__TEXT,__text) non-external _ds_grouplist
0000000180520594 (__TEXT,__text) non-external _ds_in_netgroup
0000000180521498 (__TEXT,__text) non-external _ds_mac_bymac
00000001805213a8 (__TEXT,__text) non-external _ds_mac_byname
0000000180520480 (__TEXT,__text) non-external _ds_netgroup_byname
0000000180520b24 (__TEXT,__text) non-external _ds_network_all
00000001805209b4 (__TEXT,__text) non-external _ds_network_byaddr
00000001805208c4 (__TEXT,__text) non-external _ds_network_byname
0000000180520e74 (__TEXT,__text) non-external _ds_protocol_all
0000000180520c9c (__TEXT,__text) non-external _ds_protocol_byname
0000000180520d8c (__TEXT,__text) non-external _ds_protocol_bynumber
00000001805210f8 (__TEXT,__text) non-external _ds_rpc_all
0000000180520f20 (__TEXT,__text) non-external _ds_rpc_byname
0000000180521010 (__TEXT,__text) non-external _ds_rpc_bynumber
0000000180520be0 (__TEXT,__text) non-external _ds_service_all
000000018051660c (__TEXT,__text) non-external _ds_service_byname
000000018051d260 (__TEXT,__text) non-external _ds_service_byport
0000000180520230 (__TEXT,__text) non-external _ds_user_all
0000000180517990 (__TEXT,__text) non-external _ds_user_byname
0000000180511a8c (__TEXT,__text) non-external _ds_user_byuid
00000001805182b4 (__TEXT,__text) non-external _ds_user_byuuid
                 (undefined) external _dyld_process_is_restricted (from libdyld)
000000018051e6fc (__TEXT,__text) external _endfsent
0000000180517e64 (__TEXT,__text) external _endgrent
000000018052633c (__TEXT,__text) external _endhostent
00000001805266ac (__TEXT,__text) external _endnetent
00000001805259cc (__TEXT,__text) external _endnetgrent
00000001805268ec (__TEXT,__text) external _endprotoent
0000000180517c74 (__TEXT,__text) external _endpwent
0000000180526a34 (__TEXT,__text) external _endrpcent
00000001805267a4 (__TEXT,__text) external _endservent
0000000180537ad8 (__TEXT,__text) external _ether_aton
00000001ea494750 (__DATA,__bss) non-external _ether_aton.ep
0000000180526348 (__TEXT,__text) external _ether_hostton
0000000180537990 (__TEXT,__text) external _ether_line
0000000180537a48 (__TEXT,__text) external _ether_ntoa
00000001ea494738 (__DATA,__bss) non-external _ether_ntoa.s
000000018052644c (__TEXT,__text) external _ether_ntohost
                 (undefined) external _fclose (from libsystem_c)
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
                 (undefined) external _fflush (from libsystem_c)
                 (undefined) external _fgets (from libsystem_c)
000000018051e708 (__TEXT,__text) non-external _file_addrinfo
00000001805233e8 (__TEXT,__text) non-external _file_alias_all
00000001805233e0 (__TEXT,__text) non-external _file_alias_byname
000000018051df20 (__TEXT,__text) non-external _file_fs_all
00000001805234f4 (__TEXT,__text) non-external _file_fs_byfile
00000001805234ec (__TEXT,__text) non-external _file_fs_byspec
00000001805231dc (__TEXT,__text) non-external _file_group_all
00000001805231cc (__TEXT,__text) non-external _file_group_bygid
000000018051e94c (__TEXT,__text) non-external _file_group_byname
000000018051c418 (__TEXT,__text) non-external _file_grouplist
00000001805233f4 (__TEXT,__text) non-external _file_host_all
000000018051cc90 (__TEXT,__text) non-external _file_host_byaddr
000000018051e8d4 (__TEXT,__text) non-external _file_host_byname
00000001805232e4 (__TEXT,__text) non-external _file_in_netgroup
0000000180516ec0 (__TEXT,__text) non-external _file_is_valid
000000018052350c (__TEXT,__text) non-external _file_mac_all
0000000180523504 (__TEXT,__text) non-external _file_mac_bymac
00000001805234fc (__TEXT,__text) non-external _file_mac_byname
00000001ea494230 (__DATA,__data) non-external _file_mutex
00000001805231ec (__TEXT,__text) non-external _file_netgroup_byname
000000018052343c (__TEXT,__text) non-external _file_network_all
0000000180523428 (__TEXT,__text) non-external _file_network_byaddr
000000018052340c (__TEXT,__text) non-external _file_network_byname
0000000180523494 (__TEXT,__text) non-external _file_protocol_all
0000000180523464 (__TEXT,__text) non-external _file_protocol_byname
0000000180523480 (__TEXT,__text) non-external _file_protocol_bynumber
00000001805234d8 (__TEXT,__text) non-external _file_rpc_all
00000001805234a8 (__TEXT,__text) non-external _file_rpc_byname
00000001805234c4 (__TEXT,__text) non-external _file_rpc_bynumber
0000000180523450 (__TEXT,__text) non-external _file_service_all
0000000180516778 (__TEXT,__text) non-external _file_service_byname
000000018051d390 (__TEXT,__text) non-external _file_service_byport
00000001805231bc (__TEXT,__text) non-external _file_user_all
000000018051813c (__TEXT,__text) non-external _file_user_byname
00000001805176b8 (__TEXT,__text) non-external _file_user_byuid
                 (undefined) external _fileno (from libsystem_c)
00000001805363bc (__TEXT,__text) non-external _fill_input_buf
                 (undefined) external _flock (from libsystem_kernel)
0000000180535df4 (__TEXT,__text) non-external _flush_out
                 (undefined) external _fopen (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _fputs (from libsystem_c)
                 (undefined) external _fread (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
00000001805285d8 (__TEXT,__text) non-external _free_build_hostent
0000000180515970 (__TEXT,__text) external _freeaddrinfo
000000018051b754 (__TEXT,__text) external _freehostent
000000018051606c (__TEXT,__text) external _freeifaddrs
0000000180537ef4 (__TEXT,__text) external _freeifmaddrs
                 (undefined) external _fseek (from libsystem_c)
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _ftell (from libsystem_c)
                 (undefined) external _fwrite (from libsystem_c)
00000001ea494228 (__DATA,__data) external _gL1CacheEnabled
00000001805286d4 (__TEXT,__text) non-external _gai_child_has_forked
00000001ea494148 (__DATA,__data) non-external _gai_log.once
000000018052867c (__TEXT,__text) non-external _gai_log_init
0000000180527f7c (__TEXT,__text) external _gai_strerror
00000001805362f8 (__TEXT,__text) non-external _get_input_bytes
00000001805141a8 (__TEXT,__text) external _getaddrinfo
0000000180526d94 (__TEXT,__text) external _getaddrinfo_async_cancel
000000018051a908 (__TEXT,__text) external _getaddrinfo_async_handle_reply
0000000180526d8c (__TEXT,__text) external _getaddrinfo_async_receive
0000000180526d38 (__TEXT,__text) external _getaddrinfo_async_send
0000000180526cec (__TEXT,__text) external _getaddrinfo_async_start
                 (undefined) external _getc (from libsystem_c)
000000018052a84c (__TEXT,__text) external _getdomainname
                 (undefined) external _getegid (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _geteuid (from libsystem_kernel)
000000018051d4a8 (__TEXT,__text) external _getfsent
0000000180526aa0 (__TEXT,__text) external _getfsfile
0000000180526a40 (__TEXT,__text) external _getfsspec
00000001805257f8 (__TEXT,__text) external _getgrent
0000000180513758 (__TEXT,__text) external _getgrgid
0000000180527078 (__TEXT,__text) external _getgrgid_r
0000000180517ccc (__TEXT,__text) external _getgrnam
0000000180526e0c (__TEXT,__text) external _getgrnam_r
0000000180525c58 (__TEXT,__text) external _getgroupcount
00000001805259d8 (__TEXT,__text) external _getgrouplist
0000000180525ad8 (__TEXT,__text) external _getgrouplist_2
000000018051c004 (__TEXT,__text) non-external _getgrouplist_internal
                 (undefined) external _getgroups (from libsystem_kernel)
000000018052578c (__TEXT,__text) external _getgruuid
000000018052713c (__TEXT,__text) external _getgruuid_r
0000000180526050 (__TEXT,__text) external _gethostbyaddr
00000001805260f4 (__TEXT,__text) non-external (was a private external) _gethostbyaddr_async_call
00000001805261c4 (__TEXT,__text) external _gethostbyaddr_async_cancel
00000001805261c8 (__TEXT,__text) external _gethostbyaddr_async_handleReply
00000001805261c0 (__TEXT,__text) external _gethostbyaddr_async_start
0000000180525da4 (__TEXT,__text) external _gethostbyname
0000000180525f48 (__TEXT,__text) external _gethostbyname2
0000000180525e80 (__TEXT,__text) non-external (was a private external) _gethostbyname_async_call
0000000180525f40 (__TEXT,__text) external _gethostbyname_async_cancel
0000000180525f44 (__TEXT,__text) external _gethostbyname_async_handleReply
0000000180525f3c (__TEXT,__text) external _gethostbyname_async_start
00000001805262cc (__TEXT,__text) external _gethostent
                 (undefined) external _gethostname (from libsystem_c)
0000000180515a88 (__TEXT,__text) external _getifaddrs
0000000180537bc4 (__TEXT,__text) external _getifmaddrs
00000001805261cc (__TEXT,__text) external _getipnodebyaddr
000000018051ab68 (__TEXT,__text) external _getipnodebyname
00000001805170e8 (__TEXT,__text) external _getnameinfo
0000000180526dec (__TEXT,__text) external _getnameinfo_async_cancel
0000000180526df0 (__TEXT,__text) external _getnameinfo_async_handle_reply
0000000180526d98 (__TEXT,__text) external _getnameinfo_async_send
000000018051d054 (__TEXT,__text) external _getnameinfo_async_start
0000000180537ef8 (__TEXT,__text) non-external (was a private external) _getnameinfo_link
00000001805265bc (__TEXT,__text) external _getnetbyaddr
000000018052655c (__TEXT,__text) external _getnetbyname
000000018052663c (__TEXT,__text) external _getnetent
0000000180525970 (__TEXT,__text) external _getnetgrent
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getprogname (from libsystem_c)
00000001805267b0 (__TEXT,__text) external _getprotobyname
0000000180526810 (__TEXT,__text) external _getprotobynumber
000000018052687c (__TEXT,__text) external _getprotoent
00000001805256e8 (__TEXT,__text) external _getpwent
00000001805163a4 (__TEXT,__text) external _getpwnam
0000000180527200 (__TEXT,__text) external _getpwnam_r
0000000180510e10 (__TEXT,__text) external _getpwuid
0000000180513de0 (__TEXT,__text) external _getpwuid_r
00000001805181a0 (__TEXT,__text) external _getpwuuid
00000001805272c4 (__TEXT,__text) external _getpwuuid_r
00000001805268f8 (__TEXT,__text) external _getrpcbyname
0000000180526958 (__TEXT,__text) external _getrpcbynumber
00000001805269c4 (__TEXT,__text) external _getrpcent
0000000180530634 (__TEXT,__text) external _getrpcport
000000018051644c (__TEXT,__text) external _getservbyname
00000001805266b8 (__TEXT,__text) external _getservbyport
0000000180526734 (__TEXT,__text) external _getservent
                 (undefined) external _getsockname (from libsystem_kernel)
                 (undefined) external _getsockopt (from libsystem_kernel)
                 (undefined) external _gettimeofday (from libsystem_c)
0000000180527388 (__TEXT,__text) external _group_from_gid
00000001ea4947a0 (__DATA,__bss) non-external _group_from_gid.buf
00000001e61d1c40 (__DATA_CONST,__const) non-external (was a private external) _h_errlist
00000001ea49432c (__DATA,__common) external _h_errno
000000018051eb64 (__TEXT,__text) external _herror
000000018053b787 (__TEXT,__cstring) non-external _hexchar
000000018053a410 (__TEXT,__const) non-external _hexval
0000000180517c40 (__TEXT,__text) external _hstrerror
0000000180536750 (__TEXT,__text) external _htonl
0000000180536760 (__TEXT,__text) external _htons
000000018051f124 (__TEXT,__text) external _if_freenameindex
0000000180517ae4 (__TEXT,__text) external _if_indextoname
000000018051efd4 (__TEXT,__text) external _if_nameindex
0000000180517b90 (__TEXT,__text) external _if_nametoindex
000000018053a2b0 (__TEXT,__const) external _in6addr_any
000000018053a2e0 (__TEXT,__const) external _in6addr_linklocal_allnodes
000000018053a2f0 (__TEXT,__const) external _in6addr_linklocal_allrouters
000000018053a300 (__TEXT,__const) external _in6addr_linklocal_allv2routers
000000018053a2c0 (__TEXT,__const) external _in6addr_loopback
000000018053a2d0 (__TEXT,__const) external _in6addr_nodelocal_allnodes
00000001ea4947c0 (__DATA,__bss) non-external _in_flight
000000018051f2a8 (__TEXT,__text) non-external _inet6_insert_padopt
000000018051f5e4 (__TEXT,__text) external _inet6_opt_append
000000018051f848 (__TEXT,__text) external _inet6_opt_find
000000018051f6dc (__TEXT,__text) external _inet6_opt_finish
000000018051f8e4 (__TEXT,__text) external _inet6_opt_get_val
000000018051f5b8 (__TEXT,__text) external _inet6_opt_init
000000018051f790 (__TEXT,__text) external _inet6_opt_next
000000018051f754 (__TEXT,__text) external _inet6_opt_set_val
000000018051f2d8 (__TEXT,__text) external _inet6_option_alloc
000000018051f16c (__TEXT,__text) external _inet6_option_append
000000018051f4c4 (__TEXT,__text) external _inet6_option_find
000000018051f138 (__TEXT,__text) external _inet6_option_init
000000018051f3ec (__TEXT,__text) external _inet6_option_next
000000018051f128 (__TEXT,__text) external _inet6_option_space
000000018051fb2c (__TEXT,__text) external _inet6_rth_add
000000018051fc5c (__TEXT,__text) external _inet6_rth_getaddr
000000018051fabc (__TEXT,__text) external _inet6_rth_init
000000018051fb6c (__TEXT,__text) external _inet6_rth_reverse
000000018051fc30 (__TEXT,__text) external _inet6_rth_segments
000000018051faa4 (__TEXT,__text) external _inet6_rth_space
000000018051f968 (__TEXT,__text) external _inet6_rthdr_add
000000018051fa20 (__TEXT,__text) external _inet6_rthdr_getaddr
000000018051fa64 (__TEXT,__text) external _inet6_rthdr_getflags
000000018051f93c (__TEXT,__text) external _inet6_rthdr_init
000000018051f9c8 (__TEXT,__text) external _inet6_rthdr_lasthop
000000018051f9f0 (__TEXT,__text) external _inet6_rthdr_segments
000000018051f920 (__TEXT,__text) external _inet6_rthdr_space
                 (undefined) external _inet_aton (from libsystem_c)
                 (undefined) external _inet_makeaddr (from libsystem_c)
                 (undefined) external _inet_netof (from libsystem_c)
                 (undefined) external _inet_ntop (from libsystem_c)
                 (undefined) external _inet_pton (from libsystem_c)
000000018051bf3c (__TEXT,__text) external _initgroups
000000018052589c (__TEXT,__text) external _innetgr
                 (undefined) external _ioctl (from libsystem_kernel)
00000001805377ac (__TEXT,__text) external _iruserok
000000018053708c (__TEXT,__text) external _iruserok_sa
                 (undefined) external _issetugid (from libsystem_kernel)
                 (undefined) external _kDNSServiceAttrAllowFailover (from libsystem_dnssd)
00000001ea4942c0 (__DATA,__data) non-external _kLoopbackIndex
                 (undefined) external _kevent (from libsystem_kernel)
                 (undefined) external _kqueue (from libsystem_kernel)
00000001805254ac (__TEXT,__text) external _kvarray_free
0000000180524530 (__TEXT,__text) external _kvbuf_add_dict
0000000180524590 (__TEXT,__text) external _kvbuf_add_key
00000001805381e0 (__TEXT,__text) non-external _kvbuf_add_key.cold.1
00000001805246ac (__TEXT,__text) external _kvbuf_add_val
0000000180524cbc (__TEXT,__text) external _kvbuf_add_val_len
000000018053822c (__TEXT,__text) non-external _kvbuf_add_val_len.cold.1
0000000180524e40 (__TEXT,__text) external _kvbuf_append_kvbuf
0000000180538278 (__TEXT,__text) non-external _kvbuf_append_kvbuf.cold.1
00000001805251fc (__TEXT,__text) external _kvbuf_decode
0000000180524dec (__TEXT,__text) external _kvbuf_free
0000000180524d9c (__TEXT,__text) external _kvbuf_get_len
0000000180524a84 (__TEXT,__text) non-external _kvbuf_grow
0000000180524a44 (__TEXT,__text) external _kvbuf_init
000000018052499c (__TEXT,__text) external _kvbuf_init_zone
0000000180524dbc (__TEXT,__text) external _kvbuf_make_nonpurgeable
0000000180524da8 (__TEXT,__text) external _kvbuf_make_purgeable
0000000180524508 (__TEXT,__text) external _kvbuf_new
000000018052490c (__TEXT,__text) external _kvbuf_new_zone
0000000180524f50 (__TEXT,__text) external _kvbuf_next_dict
0000000180525030 (__TEXT,__text) external _kvbuf_next_key
0000000180525160 (__TEXT,__text) external _kvbuf_next_val
0000000180525168 (__TEXT,__text) external _kvbuf_next_val_len
0000000180524398 (__TEXT,__text) external _kvbuf_query
000000018052481c (__TEXT,__text) external _kvbuf_query_key_int
0000000180524894 (__TEXT,__text) external _kvbuf_query_key_uint
0000000180524708 (__TEXT,__text) external _kvbuf_query_key_val
0000000180524f1c (__TEXT,__text) external _kvbuf_reset
                 (undefined) external _listen (from libsystem_kernel)
00000001805200d8 (__TEXT,__text) external _lookup_close_connections
000000018051b62c (__TEXT,__text) non-external _lower_case
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_allocate (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_extract_right (from libsystem_kernel)
                 (undefined) external _mach_port_mod_refs (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
0000000180528460 (__TEXT,__text) non-external _make_hostent6
0000000180533f00 (__TEXT,__text) non-external _makefd_xprt
                 (undefined) external _malloc_default_zone (from libsystem_malloc)
                 (undefined) external _malloc_make_nonpurgeable (from libsystem_malloc)
                 (undefined) external _malloc_make_purgeable (from libsystem_malloc)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_realloc (from libsystem_malloc)
                 (undefined) external _malloc_zone_from_ptr (from libsystem_malloc)
000000018052cb00 (__TEXT,__text) non-external _marshal_new_auth
00000001ea4942b8 (__DATA,__data) non-external _maxgrplist
0000000180517e84 (__TEXT,__text) external _mbr_check_membership
000000018051815c (__TEXT,__text) external _mbr_check_membership_by_id
0000000180517ea4 (__TEXT,__text) external _mbr_check_membership_ext
0000000180529290 (__TEXT,__text) external _mbr_check_membership_refresh
0000000180529990 (__TEXT,__text) external _mbr_check_service_membership
0000000180529944 (__TEXT,__text) external _mbr_close_connections
00000001805290e4 (__TEXT,__text) external _mbr_gid_to_uuid
0000000180517e70 (__TEXT,__text) external _mbr_group_name_to_uuid
000000018050fe14 (__TEXT,__text) external _mbr_identifier_to_uuid
000000018050fef8 (__TEXT,__text) external _mbr_identifier_translate
0000000180538574 (__TEXT,__text) non-external _mbr_identifier_translate.cold.1
000000018053858c (__TEXT,__text) non-external _mbr_identifier_translate.cold.2
00000001805385a4 (__TEXT,__text) non-external _mbr_identifier_translate.cold.3
00000001805298b4 (__TEXT,__text) external _mbr_reset_cache
0000000180529ec4 (__TEXT,__text) external _mbr_set_identifier_ttl
0000000180529b9c (__TEXT,__text) external _mbr_sid_to_string
00000001805291a4 (__TEXT,__text) external _mbr_sid_to_uuid
0000000180529d7c (__TEXT,__text) external _mbr_string_to_sid
0000000180529ec0 (__TEXT,__text) external _mbr_string_to_uuid
000000018050fde0 (__TEXT,__text) external _mbr_uid_to_uuid
0000000180518148 (__TEXT,__text) external _mbr_user_name_to_uuid
0000000180529118 (__TEXT,__text) external _mbr_uuid_to_id
000000018052926c (__TEXT,__text) external _mbr_uuid_to_sid
00000001805291b8 (__TEXT,__text) external _mbr_uuid_to_sid_type
0000000180529ea4 (__TEXT,__text) external _mbr_uuid_to_string
000000018051b8ec (__TEXT,__text) non-external _mdns_addrinfo
0000000180527634 (__TEXT,__text) non-external _mdns_close
000000018051c804 (__TEXT,__text) non-external _mdns_hostbyaddr
000000018051b224 (__TEXT,__text) non-external _mdns_hostbyname
000000018051d178 (__TEXT,__text) non-external _mdns_is_valid
0000000180518ad8 (__TEXT,__text) non-external _mdns_item_call
0000000180527638 (__TEXT,__text) non-external _mdns_srv_byname
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
0000000180528500 (__TEXT,__text) non-external _merge_alias
                 (undefined) external _mmap (from libsystem_kernel)
00000001ea4947e0 (__DATA,__bss) non-external _module_count
00000001ea4947d8 (__DATA,__bss) non-external _module_list
00000001ea494270 (__DATA,__data) non-external _module_mutex
                 (undefined) external _munmap (from libsystem_kernel)
00000001ecf5c2d0 (__DATA_DIRTY,__data) non-external _mutex
00000001ecf5c310 (__DATA_DIRTY,__data) non-external _mutex
                 (undefined) external _nanosleep$NOCANCEL (from libsystem_c)
00000001ecf5c508 (__DATA_DIRTY,__bss) non-external _nat64_v4_requires_synthesis
00000001ecf5c4f8 (__DATA_DIRTY,__bss) non-external _nat64_v4_synthesize
00000001ea494178 (__DATA,__data) non-external _net_config_mutex
00000001ea494170 (__DATA,__data) non-external _net_config_token
00000001ea494768 (__DATA,__bss) non-external _net_v4_count
00000001ea494764 (__DATA,__bss) non-external _net_v6_count
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
                 (undefined) external _notify_get_state (from libsystem_notify)
                 (undefined) external _notify_peek (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
                 (undefined) external _notify_register_plain (from libsystem_notify)
0000000180536748 (__TEXT,__text) external _ntohl
0000000180536758 (__TEXT,__text) external _ntohs
000000018052ada4 (__TEXT,__text) non-external (was a private external) _od_debug_enabled
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _opendir (from libsystem_c)
00000001edc04180 (__AUTH,__data) non-external _ops
