0000000277456350 (__TEXT,__text) external _AAAFSCGetMetadata
000000027740d6c4 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
000000027740d6dc (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
000000027740d6f4 (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
000000027741074c (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
000000027741082c (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
000000027741087c (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
0000000277411118 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00000002774111fc (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
000000027740f070 (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
0000000277411190 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
000000027740ff6c (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00000002774100d4 (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
000000027740ff74 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
000000027741000c (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
0000000277410054 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00000002773ed1d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000002773eae54 (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00000002773eae14 (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00000002773ea314 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00000002773e17d4 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00000002773fe4b0 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00000002773e17a8 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00000002773e179c (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00000002773e177c (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00000002773fe490 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00000002773ed234 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00000002773ed20c (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
0000000277460718 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00000002774606f0 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00000002773efed4 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00000002773efeac (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00000002773f19d0 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00000002773f19f8 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00000002773fd118 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00000002773fd0f0 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00000002773fe350 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00000002773fe398 (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
0000000277460740 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
0000000277460b14 (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
0000000277460ca0 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00000002774613c4 (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
0000000277461374 (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
0000000277461430 (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
0000000277461368 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
0000000277460ffc (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
000000027746164c (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
0000000277460f50 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
000000027746111c (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
000000027740c920 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
000000027740c904 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
000000027740d294 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
000000027740d45c (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
0000000277415bec (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00000002774149b4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00000002774148d0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
0000000277414634 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
0000000277413ed0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00000002774138d0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
0000000277413c48 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00000002773fe438 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00000002773fe3d8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
000000027741f3e0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
0000000277401ebc (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
000000027741f3e4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
000000027741f3e8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
000000027741f420 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00000002773f1e84 (__TEXT,__text) non-external _RNG
000000027745d484 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
000000027745d294 (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
000000027745d308 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00000002773e6d58 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00000002773e6bc0 (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00000002773e6ccc (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
0000000277423354 (__TEXT,__text) non-external (was a private external) _RawImageDiff
00000002773fe4d0 (__TEXT,__text) non-external (was a private external) _RawImagePatchInternal
00000002773f27a4 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
0000000277422e6c (__TEXT,__text) non-external _SegmentStreamCancel
0000000277422068 (__TEXT,__text) non-external _SegmentStreamClose
0000000277421f00 (__TEXT,__text) non-external _SegmentStreamCreate
00000002774226e0 (__TEXT,__text) non-external _SegmentStreamPRead
0000000277422ce0 (__TEXT,__text) non-external _SegmentStreamPWrite
0000000277422e74 (__TEXT,__text) non-external _SegmentStreamSimulate
000000027743f5dc (__TEXT,__text) non-external _SemInit
00000002773f88c0 (__TEXT,__text) non-external _SharedArrayEnqueue
0000000277404ac4 (__TEXT,__text) non-external _SharedArrayEnqueue
00000002774042e0 (__TEXT,__text) non-external _SharedArrayPush
000000027745e728 (__TEXT,__text) non-external _SharedArrayPush
00000002774047b8 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
0000000277403f44 (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
000000027740446c (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00000002774043f0 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
0000000277404484 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
000000027740487c (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
0000000277404c90 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
0000000277404c4c (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
0000000277404bec (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
0000000277404ce4 (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
0000000277403ae8 (__TEXT,__text) non-external _SimStreamClose
0000000277403c44 (__TEXT,__text) non-external _SimStreamPRead
0000000277403c4c (__TEXT,__text) non-external _SimStreamPWrite
0000000277403c54 (__TEXT,__text) non-external _SimStreamSimulate
000000027740bf7c (__TEXT,__text) non-external (was a private external) _StringTableAppend
000000027740c0ac (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
000000027740bf70 (__TEXT,__text) non-external (was a private external) _StringTableClear
000000027740c5e8 (__TEXT,__text) non-external _StringTableCmp
000000027740be24 (__TEXT,__text) non-external (was a private external) _StringTableCreate
000000027740bf24 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
000000027740c54c (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
000000027740c404 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
000000027740c5e0 (__TEXT,__text) non-external (was a private external) _StringTableSize
000000027740c1dc (__TEXT,__text) non-external (was a private external) _StringTableSort
0000000277412548 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
0000000277412f44 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
0000000277413560 (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
0000000277413330 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
0000000277413464 (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
000000027745bfd8 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
000000027745c45c (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
000000027745c748 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
000000027745c87c (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
000000027745c94c (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000002773e145c (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00000002773e13e4 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
000000028e215148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___chkstk_darwin (from libSystem)
000000027741f1e8 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00000002773fb024 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00000002773f9fdc (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00000002773fab30 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAtWithState
00000002773e6d74 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00000002773e6f50 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00000002773e80f0 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00000002773e6ec0 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
0000000277411510 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
0000000277411f98 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
000000027742fef4 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00000002774319a0 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpenWithState
000000027741afb4 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
000000027741b1d0 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
000000027741af1c (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
000000027741acc8 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00000002773e9294 (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00000002773e9c6c (__TEXT,__text) non-external _aaAssetExtractorProgress
000000027745d4a0 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
000000027745dbc8 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
000000027745452c (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
0000000277454514 (__TEXT,__text) non-external (was a private external) _aaByteStreamSimulate
00000002773f6068 (__TEXT,__text) non-external _aaCacheStreamCancel
00000002773f6074 (__TEXT,__text) non-external _aaCacheStreamClose
00000002773f598c (__TEXT,__text) non-external (was a private external) _aaCacheStreamOpen
00000002773f5d00 (__TEXT,__text) non-external _aaCacheStreamPRead
00000002773f5e98 (__TEXT,__text) non-external _aaCacheStreamPWrite
00000002773f6058 (__TEXT,__text) non-external _aaCacheStreamRead
00000002773f5c74 (__TEXT,__text) non-external _aaCacheStreamSeek
00000002773f61b8 (__TEXT,__text) non-external _aaCacheStreamTruncate
00000002773f6060 (__TEXT,__text) non-external _aaCacheStreamWrite
00000002774368c4 (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
0000000277406230 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
000000027745966c (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
0000000277459678 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00000002774597cc (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
0000000277459540 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
0000000277437158 (__TEXT,__text) non-external (was a private external) _aaCopyFile
00000002774535f4 (__TEXT,__text) non-external (was a private external) _aaCreateArchString
000000027745b4a0 (__TEXT,__text) non-external _aaDecompressionStreamAbort
000000027745ac98 (__TEXT,__text) non-external _aaDecompressionStreamClose
000000027745ad48 (__TEXT,__text) non-external _aaDecompressionStreamRead
000000027745abbc (__TEXT,__text) non-external _aaDecompressionStreamReadInput
000000027745aa50 (__TEXT,__text) non-external _aaDecompressionStreamRefill
0000000277449f80 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
0000000277449084 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
000000027744967c (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
000000027744951c (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
0000000277436028 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00000002774359ec (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
0000000277436568 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
0000000277435330 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
0000000277434d34 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
0000000277435638 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
0000000277436770 (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00000002774348e4 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
0000000277434bb8 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00000002774366dc (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00000002774537a0 (__TEXT,__text) non-external (was a private external) _aaEntryMCOStringCreateWithPath
0000000277434d04 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
0000000277447118 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
0000000277446550 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
0000000277446a4c (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00000002774468fc (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
0000000277450534 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00000002774507d0 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
0000000277450678 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
000000027742f8a8 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
0000000277454aec (__TEXT,__text) non-external _aaFileStreamAbort
000000027745459c (__TEXT,__text) non-external _aaFileStreamClose
0000000277454b28 (__TEXT,__text) non-external _aaFileStreamFlush
000000027745455c (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00000002774549dc (__TEXT,__text) non-external _aaFileStreamPRead
0000000277454a64 (__TEXT,__text) non-external _aaFileStreamPWrite
00000002774548d4 (__TEXT,__text) non-external _aaFileStreamRead
0000000277454af8 (__TEXT,__text) non-external _aaFileStreamSeek
0000000277454b10 (__TEXT,__text) non-external _aaFileStreamTruncate
0000000277454958 (__TEXT,__text) non-external _aaFileStreamWrite
00000002774220cc (__TEXT,__text) non-external (was a private external) _aaForkInputStreamOpen
000000027740aa94 (__TEXT,__text) non-external (was a private external) _aaForkOutputStreamOpen
0000000277454388 (__TEXT,__text) non-external _aaGetBinaryTypeString
0000000277453f08 (__TEXT,__text) non-external _aaGetMagic
0000000277444500 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
0000000277444838 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
0000000277444b44 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
0000000277442fa0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
000000027744371c (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00000002774214f4 (__TEXT,__text) non-external _aaInPlaceStreamCancel
0000000277421418 (__TEXT,__text) non-external _aaInPlaceStreamClose
0000000277421068 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
0000000277421340 (__TEXT,__text) non-external _aaInPlaceStreamPRead
0000000277421348 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
0000000277421350 (__TEXT,__text) non-external _aaInPlaceStreamRead
0000000277421368 (__TEXT,__text) non-external _aaInPlaceStreamSeek
000000027742135c (__TEXT,__text) non-external _aaInPlaceStreamWrite
0000000277428760 (__TEXT,__text) non-external (was a private external) _aaInSituStreamOpen
000000027742248c (__TEXT,__text) non-external (was a private external) _aaIntervalInputStreamOpen
0000000277455348 (__TEXT,__text) non-external _aaMagicStreamAbort
0000000277455200 (__TEXT,__text) non-external _aaMagicStreamClose
0000000277455234 (__TEXT,__text) non-external _aaMagicStreamRead
000000027745430c (__TEXT,__text) non-external _aaPReadExpected
0000000277453ff0 (__TEXT,__text) non-external _aaParseARSection
00000002774541cc (__TEXT,__text) non-external _aaParseMachOSection
0000000277421c64 (__TEXT,__text) non-external (was a private external) _aaSegmentStreamOpen
000000027745a194 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
0000000277455014 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
0000000277454fcc (__TEXT,__text) non-external _aaSharedBufferOStreamClose
0000000277455048 (__TEXT,__text) non-external _aaSharedBufferRead
0000000277455010 (__TEXT,__text) non-external _aaSharedBufferWrite
00000002774556a4 (__TEXT,__text) non-external _aaTeeStreamAbort
0000000277455450 (__TEXT,__text) non-external _aaTeeStreamClose
0000000277455578 (__TEXT,__text) non-external _aaTeeStreamPWrite
000000027745546c (__TEXT,__text) non-external _aaTeeStreamWrite
00000002774545e4 (__TEXT,__text) non-external _aaTempFileStreamClose
000000027744aa04 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
000000027742c438 (__TEXT,__text) non-external _add_control
00000002773ed74c (__TEXT,__text) non-external (was a private external) _aeaChecksum
00000002773ed320 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
0000000277407784 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
000000027740677c (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00000002774064d0 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
0000000277406430 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
0000000277408e4c (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00000002774086e4 (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00000002773ed6e0 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00000002773ed33c (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00000002773ed268 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00000002773ed418 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
0000000277407b50 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
0000000277407a28 (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00000002774079c0 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
000000027742a2d8 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00000002774293f4 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00000002773f1a20 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00000002773ed94c (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00000002773ee95c (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00000002773ed93c (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00000002773f54f0 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00000002773f4654 (__TEXT,__text) non-external _aeaInputStreamCancel
00000002773f46b0 (__TEXT,__text) non-external _aeaInputStreamClose
00000002773f4870 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00000002773f4db8 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00000002773f4438 (__TEXT,__text) non-external _aeaInputStreamRead
00000002773fdc88 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00000002774683ff (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00000002773ed5d4 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00000002773f7c60 (__TEXT,__text) non-external _aeaOutputStreamAbort
00000002773f7c7c (__TEXT,__text) non-external _aeaOutputStreamClose
00000002773f8384 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00000002773f87b8 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00000002773f67c0 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00000002773f6c54 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00000002773f7a34 (__TEXT,__text) non-external _aeaOutputStreamWrite
00000002773f7428 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
0000000277408da4 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00000002773ed25c (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00000002773ed5f8 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00000002773fa5e0 (__TEXT,__text) non-external _afStreamCancel
00000002773fa440 (__TEXT,__text) non-external _afStreamClose
00000002773fa8d4 (__TEXT,__text) non-external _afStreamCloseWithState
00000002773fa5f4 (__TEXT,__text) non-external _afStreamWrite
0000000277457f14 (__TEXT,__text) non-external _afscStreamCancel
00000002774579ec (__TEXT,__text) non-external _afscStreamClose
0000000277458344 (__TEXT,__text) non-external _afscStreamCloseWithState
0000000277455834 (__TEXT,__text) non-external _afscStreamOpen
0000000277457f28 (__TEXT,__text) non-external _afscStreamWrite
00000002773e08ac (__TEXT,__text) non-external _aggregate_copy_fork
00000002773e1384 (__TEXT,__text) non-external _aggregate_identical_forks
00000002773ebd7c (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
000000027744900c (__TEXT,__text) non-external _appendFieldIfNotDefinedString
0000000277448fa4 (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
0000000277448f34 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00000002773e3f7c (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
000000027741ec18 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00000002774459a0 (__TEXT,__text) non-external _append_field
0000000277442480 (__TEXT,__text) non-external _applyEntryAttributes
000000027741e638 (__TEXT,__text) non-external _applyYEC
0000000277419bf8 (__TEXT,__text) non-external (was a private external) _areFilesEqual
0000000277419ee4 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00000002773e8b00 (__TEXT,__text) non-external _asyncContext
0000000277405ed4 (__TEXT,__text) non-external _asyncContext
00000002773e8df4 (__TEXT,__text) non-external _asyncProgress
00000002774061e8 (__TEXT,__text) non-external _asyncProgress
00000002773e8ddc (__TEXT,__text) non-external _asyncSelect
000000027740ee18 (__TEXT,__text) non-external _bestMatchInRange
00000002774216e8 (__TEXT,__text) non-external _blockGetFromCache
0000000277421570 (__TEXT,__text) non-external _blockReader
0000000277421830 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
0000000277427374 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
0000000277427d14 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00000002774271bc (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00000002774275c8 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
0000000277427630 (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
0000000277426c38 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
0000000277426a40 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
0000000277426fbc (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
0000000277427154 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
                 (undefined) external _bzero (from libSystem)
0000000277461f68 (__TEXT,__text) non-external _cacheData
00000002773f66e8 (__TEXT,__text) non-external _cacheFlush
00000002773f657c (__TEXT,__text) non-external _cachePageEvict
00000002773f6260 (__TEXT,__text) non-external _cachePageGet
00000002773f63c4 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00000002773e80c0 (__TEXT,__text) non-external _cancelProc
0000000277411f68 (__TEXT,__text) non-external _cancelProc
000000027741d3a0 (__TEXT,__text) non-external _cancelProc
0000000277431970 (__TEXT,__text) non-external _cancelProc
0000000277434134 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
