00000001801318d0 (__TEXT,__text) non-external K256
0000000180109308 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState33coresymbolication_unload_notifierEPvyPKcPK11mach_header
0000000180108f3c (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState34notifyMonitorOfImageListChangesSimEbjPPK11mach_headerPPKc
00000001801093d0 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState37notifyMonitorOfDyldBeforeInitializersEv
0000000180107b2c (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState4initERN3lsl9AllocatorES3_RNS_11FileManagerEN5dyld38PlatformE
0000000180108dc4 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState6commitEPNS_5Atlas15ProcessSnapshotERN3lsl9AllocatorES6_
0000000180108844 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState6commitERN3lsl9AllocatorES3_
0000000180107ac8 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState7initOldERN3lsl9AllocatorEN5dyld38PlatformE
0000000180108d48 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState7releaseERN3lsl9AllocatorE
0000000180108134 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState7setDyldERN3lsl9AllocatorERKNS0_9ImageInfoE
0000000180108574 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState9addImagesERN3lsl9AllocatorES3_RKNSt3__14spanINS0_9ImageInfoELm18446744073709551615EEE
0000000180135d40 (__TEXT,__text) non-external __ZN5dyld423ExternallyViewableState9addImagesERN3lsl9AllocatorES3_RKNSt3__14spanINS0_9ImageInfoELm18446744073709551615EEE.cold.1
0000000180135a80 (__TEXT,__text) non-external __ZN5dyld423ExternallyViewableState9addImagesERN3lsl9AllocatorES3_RKNSt3__14spanINS0_9ImageInfoELm18446744073709551615EEE.cold.2
0000000180104ed8 (__TEXT,__text) non-external (was a private external) __ZN5dyld425HashForeignConformanceKey4hashERK50SwiftForeignTypeProtocolConformanceDiskLocationKeyPv
0000000180104f50 (__TEXT,__text) non-external (was a private external) __ZN5dyld426EqualForeignConformanceKey5equalERK50SwiftForeignTypeProtocolConformanceDiskLocationKeyS3_Pv
00000001800dee60 (__TEXT,__text) non-external (was a private external) __ZN5dyld426HashMetadataConformanceKey4hashERK47SwiftMetadataProtocolConformanceDiskLocationKeyPv
00000001800dedf0 (__TEXT,__text) non-external (was a private external) __ZN5dyld427EqualMetadataConformanceKey5equalERK47SwiftMetadataProtocolConformanceDiskLocationKeyS3_Pv
00000001800f7524 (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponder11sendMessageEijP17mach_msg_header_t
00000001800f795c (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponder23blockOnSynchronousEventEj
00000001800f78e4 (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponder25notifyMonitorOfMainCalledEv
00000001800f76bc (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponder31notifyMonitorOfImageListChangesEbjPPK11mach_headerPPKcy
00000001800f79b4 (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponder37notifyMonitorOfDyldBeforeInitializersEv
00000001800f74a8 (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponderC1Ej
00000001800f73bc (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponderC2Ej
00000001800f7520 (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponderD1Ev
00000001800f74ac (__TEXT,__text) non-external (was a private external) __ZN5dyld427RemoteNotificationResponderD2Ev
00000001800fff3c (__TEXT,__text) non-external (was a private external) __ZN5dyld429EqualTypeConformanceLookupKey5equalERK43SwiftTypeProtocolConformanceDiskLocationKeyyyPNS_12RuntimeStateE
0000000180136bc0 (__TEXT,__text) non-external __ZN5dyld429EqualTypeConformanceLookupKey5equalERK43SwiftTypeProtocolConformanceDiskLocationKeyyyPNS_12RuntimeStateE.cold.1
00000001800dd774 (__TEXT,__text) non-external (was a private external) __ZN5dyld430DyldCacheDataConstScopedWriterC1ERNS_12RuntimeStateE
00000001801002c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld432EqualForeignConformanceLookupKey5equalERK50SwiftForeignTypeProtocolConformanceDiskLocationKeyPKcmyPNS_12RuntimeStateE
0000000180136c44 (__TEXT,__text) non-external __ZN5dyld432EqualForeignConformanceLookupKey5equalERK50SwiftForeignTypeProtocolConformanceDiskLocationKeyPKcmyPNS_12RuntimeStateE.cold.1
00000001800fffe0 (__TEXT,__text) non-external (was a private external) __ZN5dyld433EqualMetadataConformanceLookupKey5equalERK47SwiftMetadataProtocolConformanceDiskLocationKeyyyPNS_12RuntimeStateE
0000000180136bec (__TEXT,__text) non-external __ZN5dyld433EqualMetadataConformanceLookupKey5equalERK47SwiftMetadataProtocolConformanceDiskLocationKeyyyPNS_12RuntimeStateE.cold.1
00000001800db2cc (__TEXT,__text) non-external (was a private external) __ZN5dyld434DyldCacheDataConstLazyScopedWriterC1ERNS_12RuntimeStateE
00000001800db2d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld434DyldCacheDataConstLazyScopedWriterD1Ev
00000001800db2d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld434DyldCacheDataConstLazyScopedWriterD2Ev
00000001801030ec (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs10NSAddImageEPKcj
0000000180136cc8 (__TEXT,__text) non-external __ZN5dyld44APIs10NSAddImageEPKcj.cold.1
0000000180101c50 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs11_tlv_atexitEPFvPvES1_
00000001800fbb08 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs11dlopen_fromEPKciPv
0000000180135d6c (__TEXT,__text) non-external __ZN5dyld44APIs11dlopen_fromEPKciPv.cold.1
00000001800f7a18 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs11validLoaderEPKNS_6LoaderE
0000000180102fac (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs12NSAddLibraryEPKc
0000000180101f98 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs12NSLinkModuleEP19__NSObjectFileImagePKcj
00000001800f8eb4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs13getSdkVersionEPK11mach_header
000000018010261c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs14NSNameOfModuleEP10__NSModule
00000001801022c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs14NSUnLinkModuleEP10__NSModulej
0000000180101c58 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs14_tlv_bootstrapEv
00000001800fcc5c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs14dlopen_auditedEPKci
000000018010276c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs14flatFindSymbolEPKcPPvPPK11mach_header
00000001800fb6ec (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs14setErrorStringEPKcz
0000000180102f94 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs15NSLinkEditErrorEP16NSLinkEditErrorsPiPPKcS6_
00000001800f9a0c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs15forEachPlatformEPKN5dyld39MachOFileEU13block_pointerFvjjjE
00000001800fedf4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs16_dyld_fork_childEv
00000001800fb698 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs16clearErrorStringEv
00000001800fc778 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs16dlopen_preflightEPKc
0000000180102ca0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs17NSAddressOfSymbolEP10__NSSymbol
0000000180102e0c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs17NSModuleForSymbolEP10__NSSymbol
00000001800f7fe4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs17_dyld_image_countEv
0000000180101970 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs17_dyld_launch_modeEv
0000000180101bf8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs17dyld_need_closureEPKcS2_
00000001800f9488 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs17dyld_sdk_at_leastEPK11mach_header20dyld_build_version_t
00000001800faab0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs17findImageMappedAtEPKvPPKN5dyld311MachOLoadedEPbPPKcPS2_PyPhPPKNS_6LoaderE
00000001800f9378 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs17mapFromVersionSetE20dyld_build_version_tN5dyld38PlatformE
00000001800f98e4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs18linkedDylibVersionEPKN5dyld39MachOFileEPKc
00000001800fee48 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs19_dyld_atfork_parentEv
0000000180101c44 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs19_dyld_dlsym_blockedEv
00000001800f7c30 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs19_libdyld_initializeEPKNS_16LibSystemHelpersE
00000001800f95fc (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs19dyld_minos_at_leastEPK11mach_header20dyld_build_version_t
00000001800f7b7c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs19findImageContainingEPv
00000001800f8970 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs19forEachImageVersionEPK11mach_headerU13block_pointerFvjjjE
00000001800f9da4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs20_NSGetExecutablePathEPcPj
00000001800fee40 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs20_dyld_atfork_prepareEv
00000001800f838c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs20_dyld_get_image_nameEj
00000001800f9d28 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs20_dyld_get_image_uuidEPK11mach_headerPh
0000000180103b88 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs20_dyld_is_pseudodylibEPv
00000001800f9014 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs20dyld_get_sdk_versionEPK11mach_header
000000018010291c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs21NSIsSymbolNameDefinedEPKc
00000001801029b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs21NSLookupAndBindSymbolEPKc
0000000180102c34 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs21NSLookupSymbolInImageEPK11mach_headerPKcj
00000001800f8190 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs21_dyld_get_image_slideEPK11mach_header
0000000180103280 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs21_dyld_lookup_and_bindEPKcPPvPP10__NSModule
00000001801026c4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs22NSLibraryNameForModuleEP10__NSModule
0000000180102a78 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs22NSLookupSymbolInModuleEP10__NSModulePKc
00000001800f802c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs22_dyld_get_image_headerEj
0000000180101934 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs22_dyld_is_objc_constantE20DyldObjCConstantKindPKv
00000001800ff58c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs22_dyld_objc_class_countEv
00000001800f92a8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs22dyld_get_base_platformEj
00000001800fee68 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs23_dyld_get_objc_selectorEPKc
00000001801018f8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs23_dyld_has_fix_for_radarEPKc
00000001800f9c84 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs23dyld_get_image_versionsEPK11mach_headerU13block_pointerFvjjjE
00000001800f90d0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs23dyld_get_min_os_versionEPK11mach_header
0000000180102340 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs24NSDestroyObjectFileImageEP19__NSObjectFileImage
00000001800fee50 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs24_dyld_before_fork_dlopenEv
00000001800ff484 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs24_dyld_visit_objc_classesEU13block_pointerFvPKvE
00000001800f9260 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs24dyld_get_active_platformEv
000000018010304c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs25NSAddLibraryWithSearchingEPKc
00000001800f86d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs25NSVersionOfRunTimeLibraryEPKc
00000001800fef48 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs25_dyld_for_each_objc_classEPKcU13block_pointerFvPvbPbE
00000001800fb16c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs25_dyld_is_memory_immutableEPKvm
000000018010034c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs25_dyld_lookup_section_infoEPK11mach_headerP29_dyld_section_location_info_s27_dyld_section_location_kind
00000001800f9800 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs25dyld_program_sdk_at_leastE20dyld_build_version_t
0000000180103490 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs25runAllInitializersForMainEv
00000001800f84d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs26NSVersionOfLinkTimeLibraryEPKc
00000001800fe628 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs26_dyld_find_unwind_sectionsEPvP20dyld_unwind_sections
00000001800fd884 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs26_dyld_images_for_addressesEjPPKvP22dyld_image_uuid_offset
0000000180101c28 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs26_dyld_missing_symbol_abortEv
00000001800fa9a4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs26_dyld_objc_notify_registerEPFvjPKPKcPKPK11mach_headerEPFvS2_S7_ESD_
0000000180100da0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs26_dyld_pseudodylib_registerEPvmP34_dyld_pseudodylib_callbacks_opaqueS1_
0000000180136c70 (__TEXT,__text) non-external __ZN5dyld44APIs26_dyld_pseudodylib_registerEPvmP34_dyld_pseudodylib_callbacks_opaqueS1_.cold.1
00000001800f930c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs26dyld_is_simulator_platformEj
00000001800fe7b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs26dyld_process_is_restrictedEv
00000001801018b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs27_dyld_get_prog_image_headerEv
00000001800fd71c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs27_dyld_get_shared_cache_uuidEPh
00000001801033f4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs27_dyld_lookup_and_bind_fullyEPKcPPvPP10__NSModule
00000001800f9780 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs27dyld_program_minos_at_leastE20dyld_build_version_t
00000001800fe838 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs27dyld_shared_cache_file_pathEv
00000001800f9884 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs27dyld_version_token_at_leastEy20dyld_build_version_t
0000000180102974 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs28NSIsSymbolNameDefinedInImageEPK11mach_headerPKc
00000001800ff210 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs28_dyld_for_each_objc_protocolEPKcU13block_pointerFvPvbPbE
00000001800ff760 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs28_dyld_for_objc_header_opt_roEv
00000001800ff6e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs28_dyld_for_objc_header_opt_rwEv
00000001800f8240 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs28_dyld_get_image_vmaddr_slideEj
00000001800fd784 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs28_dyld_get_shared_cache_rangeEPm
00000001801012e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs28_dyld_pseudodylib_deregisterEP24_dyld_pseudodylib_opaque
00000001800fd820 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs28_dyld_shared_cache_optimizedEv
0000000180101b34 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs28_dyld_shared_cache_real_pathEPKc
00000001800f9074 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs28dyld_get_program_sdk_versionEv
0000000180102948 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29NSIsSymbolNameDefinedWithHintEPKcS2_
0000000180102a14 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29NSLookupAndBindSymbolWithHintEPKcS2_
00000001800fee60 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29_dyld_after_fork_dlopen_childEv
00000001800f7a88 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29_dyld_get_dlopen_image_headerEPv
00000001800fa9c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29_dyld_objc_register_callbacksEPK20_dyld_objc_callbacks
0000000180103670 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29_dyld_register_dlsym_notifierEPFvPKcE
0000000180101a20 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs29_dyld_register_driverkit_mainEPFvvE
00000001800fee58 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs30_dyld_after_fork_dlopen_parentEv
00000001801031f8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs30_dyld_image_containing_addressEPKv
00000001800fd994 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs30_dyld_register_for_image_loadsEPFvPK11mach_headerPKcbE
00000001800fed34 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs30dyld_shared_cache_iterate_textEPKhU13block_pointerFvPK33dyld_shared_cache_dylib_text_infoE
0000000180101c90 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs31NSCreateObjectFileImageFromFileEPKcPP19__NSObjectFileImage
000000018010335c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs31_dyld_lookup_and_bind_with_hintEPKcS2_PPvPP10__NSModule
00000001800f9cf8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs31dyld_get_program_min_os_versionEv
00000001800f987c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs31dyld_version_token_get_platformEy
0000000180101ac4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs32_dyld_shared_cache_contains_pathEPKc
0000000180101d88 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs33NSCreateObjectFileImageFromMemoryEPKvmPP19__NSObjectFileImage
0000000180102548 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs33NSGetSectionDataInObjectFileImageEP19__NSObjectFileImagePKcS4_Pm
00000001800f9e48 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs33_dyld_register_func_for_add_imageEPFvPK11mach_headerlE
0000000180102488 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs34NSIsSymbolDefinedInObjectFileImageEP19__NSObjectFileImagePKc
00000001800ff7e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs34_dyld_objc_uses_large_shared_cacheEv
00000001800f9854 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs34dyld_get_program_sdk_version_tokenEv
00000001800fb0e8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs34dyld_image_path_containing_addressEPKv
0000000180103c48 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs35_dyld_find_pointer_hash_table_entryEPKvS2_mPS2_
0000000180103ae0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs35_dyld_get_swift_prespecialized_dataEv
00000001800fdf84 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs35_dyld_register_for_bulk_image_loadsEPFvjPPK11mach_headerPPKcE
0000000180101b98 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs35_dyld_shared_cache_is_locally_builtEv
00000001800fe8e4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs35dyld_shared_cache_find_iterate_textEPKhPPKcU13block_pointerFvPK33dyld_shared_cache_dylib_text_infoE
00000001801004a4 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs36_dyld_pseudodylib_register_callbacksEPK27_dyld_pseudodylib_callbacks
00000001800fa4f8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs36_dyld_register_func_for_remove_imageEPFvPK11mach_headerlE
00000001800f9868 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs36dyld_get_program_minos_version_tokenEv
00000001800fb06c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs36dyld_image_header_containing_addressEPKv
00000001800f8ab8 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs37dyld_get_program_min_watch_os_versionEv
00000001800f887c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs37dyld_get_program_sdk_watch_os_versionEv
000000018010092c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs38_dyld_pseudodylib_deregister_callbacksEP34_dyld_pseudodylib_callbacks_opaque
00000001800f8d60 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs38dyld_get_program_min_bridge_os_versionEv
00000001800f8c0c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs38dyld_get_program_sdk_bridge_os_versionEv
00000001800ffbfc (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs39_dyld_find_protocol_conformance_on_diskEPKvS2_S2_j
0000000180135d6c (__TEXT,__text) non-external __ZN5dyld44APIs39_dyld_find_protocol_conformance_on_diskEPKvS2_S2_j.cold.1
0000000180135d6c (__TEXT,__text) non-external __ZN5dyld44APIs39_dyld_find_protocol_conformance_on_diskEPKvS2_S2_j.cold.2
00000001800ff5fc (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs39_dyld_is_preoptimized_objc_image_loadedEt
00000001800fd6d0 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs39dyld_shared_cache_some_image_overriddenEv
00000001800fe880 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs42dyld_has_inserted_or_interposing_librariesEv
00000001800ffb50 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs50_dyld_has_preoptimized_swift_protocol_conformancesEPK11mach_header
0000000180135d6c (__TEXT,__text) non-external __ZN5dyld44APIs50_dyld_has_preoptimized_swift_protocol_conformancesEPK11mach_header.cold.1
0000000180100048 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs52_dyld_find_foreign_type_protocol_conformance_on_diskEPKvPKcmj
0000000180135d6c (__TEXT,__text) non-external __ZN5dyld44APIs52_dyld_find_foreign_type_protocol_conformance_on_diskEPKvPKcmj.cold.1
00000001800fcc80 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs5dlsymEPvPKc
00000001800fb37c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs6dladdrEPKvP7dl_info
00000001800fba00 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs6dlopenEPKci
00000001800fc64c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs7dlcloseEPv
00000001800fb86c (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs7dlerrorEv
0000000180101c74 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs8obsoleteEv
0000000180101c54 (__TEXT,__text) non-external (was a private external) __ZN5dyld44APIs9_tlv_exitEv
00000001800d1128 (__TEXT,__text) non-external (was a private external) __ZN5dyld44haltEPKcPKNS_15StructuredErrorE
000000018010af2c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCacheC1ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEEyb
000000018010abb4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCacheC2ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEEyb
0000000180136e50 (__TEXT,__text) non-external __ZN5dyld45Atlas11SharedCacheC2ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEEyb.cold.1
000000018010b354 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer11deserializeENSt3__14spanISt4byteLm18446744073709551615EEE
000000018010c880 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer13emitStringRefEPKcRN3lsl6VectorISt4byteEE
000000018010c914 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer18emitMappedFileInfoEyRKN3lsl4UUIDERKNS_10FileRecordERNS3_6VectorISt4byteEE
0000000180136ea8 (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot10Serializer18emitMappedFileInfoEyRKN3lsl4UUIDERKNS_10FileRecordERNS3_6VectorISt4byteEE.cold.1
0000000180136ed4 (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot10Serializer18emitMappedFileInfoEyRKN3lsl4UUIDERKNS_10FileRecordERNS3_6VectorISt4byteEE.cold.2
000000018010cabc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer18readMappedFileInfoERNSt3__14spanISt4byteLm18446744073709551615EEERyRN3lsl4UUIDERNS_10FileRecordE
000000018010ce0c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer4emitIjEEvT_RN3lsl6VectorISt4byteEE
000000018010ce78 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer4emitIyEEvT_RN3lsl6VectorISt4byteEE
000000018010bfe0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer9serializeEv
000000018010c878 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot11setPlatformEy
000000018010b8ec (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot11sharedCacheEv
000000018010c870 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot12setDyldStateEy
000000018010bce4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot14addSharedCacheEONS0_11SharedCacheE
000000018010b8e4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot14identityMapperEv
000000018010be54 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot19addSharedCacheImageEPK11mach_header
0000000180136e7c (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot19addSharedCacheImageEPK11mach_header.cold.1
000000018010b9cc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot20removeImageAtAddressEy
000000018010c868 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot20setInitialImageCountEy
000000018010bbcc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot8addImageEONS0_5ImageE
000000018010bee8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot9serializeEv
000000018010b138 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC1ERN3lsl9AllocatorERNS_11FileManagerEb
