000000027913c350 (__TEXT,__text) external _AAAFSCGetMetadata
00000002790f3474 (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00000002790f3678 (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00000002790f36c4 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00000002790f36dc (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00000002790f36f4 (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00000002790f674c (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00000002790f682c (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00000002790f687c (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00000002790f7118 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00000002790f71fc (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00000002790f5070 (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00000002790f7190 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00000002790f5f6c (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00000002790f60d4 (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00000002790f5f74 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00000002790f600c (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00000002790f6054 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00000002790d31d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000002790d0e54 (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00000002790d0e14 (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00000002790d0314 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00000002790c77d4 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00000002790e44b0 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00000002790c77a8 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00000002790c779c (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00000002790c777c (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00000002790e4490 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00000002790d3234 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00000002790d320c (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
0000000279146718 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00000002791466f0 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00000002790d5ed4 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00000002790d5eac (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00000002790d79d0 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00000002790d79f8 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00000002790e3118 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00000002790e30f0 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00000002790e4350 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00000002790e4398 (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
0000000279146740 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
0000000279146b14 (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
0000000279146ca0 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00000002791473c4 (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
0000000279147374 (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
0000000279147430 (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
0000000279147368 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
0000000279146ffc (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
000000027914764c (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
0000000279146f50 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
000000027914711c (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00000002790f2920 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00000002790f2904 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00000002790f3294 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00000002790f345c (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00000002790fbbec (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00000002790fa9b4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00000002790fa8d0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00000002790fa634 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00000002790f9ed0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00000002790f98d0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00000002790f9c48 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00000002790e4438 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00000002790e43d8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00000002791053e0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00000002790e7ebc (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00000002791053e4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00000002791053e8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
0000000279105420 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00000002790d7e84 (__TEXT,__text) non-external _RNG
0000000279143484 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
0000000279143294 (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
0000000279143308 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00000002790ccd58 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00000002790ccbc0 (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00000002790ccccc (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
0000000279109354 (__TEXT,__text) non-external (was a private external) _RawImageDiff
00000002790e44d0 (__TEXT,__text) non-external (was a private external) _RawImagePatchInternal
00000002790d87a4 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
0000000279108e6c (__TEXT,__text) non-external _SegmentStreamCancel
0000000279108068 (__TEXT,__text) non-external _SegmentStreamClose
0000000279107f00 (__TEXT,__text) non-external _SegmentStreamCreate
00000002791086e0 (__TEXT,__text) non-external _SegmentStreamPRead
0000000279108ce0 (__TEXT,__text) non-external _SegmentStreamPWrite
0000000279108e74 (__TEXT,__text) non-external _SegmentStreamSimulate
00000002791255dc (__TEXT,__text) non-external _SemInit
00000002790de8c0 (__TEXT,__text) non-external _SharedArrayEnqueue
00000002790eaac4 (__TEXT,__text) non-external _SharedArrayEnqueue
00000002790ea2e0 (__TEXT,__text) non-external _SharedArrayPush
0000000279144728 (__TEXT,__text) non-external _SharedArrayPush
00000002790ea7b8 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00000002790e9f44 (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00000002790ea46c (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00000002790ea3f0 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00000002790ea484 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00000002790ea87c (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00000002790eac90 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00000002790eac4c (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00000002790eabec (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00000002790eace4 (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00000002790e9ae8 (__TEXT,__text) non-external _SimStreamClose
00000002790e9c44 (__TEXT,__text) non-external _SimStreamPRead
00000002790e9c4c (__TEXT,__text) non-external _SimStreamPWrite
00000002790e9c54 (__TEXT,__text) non-external _SimStreamSimulate
00000002790f1f7c (__TEXT,__text) non-external (was a private external) _StringTableAppend
00000002790f20ac (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00000002790f1f70 (__TEXT,__text) non-external (was a private external) _StringTableClear
00000002790f25e8 (__TEXT,__text) non-external _StringTableCmp
00000002790f1e24 (__TEXT,__text) non-external (was a private external) _StringTableCreate
00000002790f1f24 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00000002790f254c (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00000002790f2404 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00000002790f25e0 (__TEXT,__text) non-external (was a private external) _StringTableSize
00000002790f21dc (__TEXT,__text) non-external (was a private external) _StringTableSort
00000002790f8548 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00000002790f8f44 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00000002790f9560 (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00000002790f9330 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00000002790f9464 (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
0000000279141fd8 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
000000027914245c (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
0000000279142748 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
000000027914287c (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
000000027914294c (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000002790c745c (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00000002790c73e4 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
000000029063fe28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___chkstk_darwin (from libSystem)
00000002791051e8 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00000002790e1024 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00000002790dffdc (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00000002790e0b30 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAtWithState
00000002790ccd74 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00000002790ccf50 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00000002790ce0f0 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00000002790ccec0 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00000002790f7510 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00000002790f7f98 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
0000000279115ef4 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00000002791179a0 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpenWithState
0000000279100fb4 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00000002791011d0 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
0000000279100f1c (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
0000000279100cc8 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00000002790cf294 (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00000002790cfc6c (__TEXT,__text) non-external _aaAssetExtractorProgress
00000002791434a0 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
0000000279143bc8 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
000000027913a52c (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
000000027913a514 (__TEXT,__text) non-external (was a private external) _aaByteStreamSimulate
00000002790dc068 (__TEXT,__text) non-external _aaCacheStreamCancel
00000002790dc074 (__TEXT,__text) non-external _aaCacheStreamClose
00000002790db98c (__TEXT,__text) non-external (was a private external) _aaCacheStreamOpen
00000002790dbd00 (__TEXT,__text) non-external _aaCacheStreamPRead
00000002790dbe98 (__TEXT,__text) non-external _aaCacheStreamPWrite
00000002790dc058 (__TEXT,__text) non-external _aaCacheStreamRead
00000002790dbc74 (__TEXT,__text) non-external _aaCacheStreamSeek
00000002790dc1b8 (__TEXT,__text) non-external _aaCacheStreamTruncate
00000002790dc060 (__TEXT,__text) non-external _aaCacheStreamWrite
000000027911c8c4 (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00000002790ec230 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
000000027913f66c (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
000000027913f678 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
000000027913f7cc (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
000000027913f540 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
000000027911d158 (__TEXT,__text) non-external (was a private external) _aaCopyFile
00000002791395f4 (__TEXT,__text) non-external (was a private external) _aaCreateArchString
00000002791414a0 (__TEXT,__text) non-external _aaDecompressionStreamAbort
0000000279140c98 (__TEXT,__text) non-external _aaDecompressionStreamClose
0000000279140d48 (__TEXT,__text) non-external _aaDecompressionStreamRead
0000000279140bbc (__TEXT,__text) non-external _aaDecompressionStreamReadInput
0000000279140a50 (__TEXT,__text) non-external _aaDecompressionStreamRefill
000000027912ff80 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
000000027912f084 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
000000027912f67c (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
000000027912f51c (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
000000027911c028 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
000000027911b9ec (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
000000027911c568 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
000000027911b330 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
000000027911ad34 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
000000027911b638 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
000000027911c770 (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
000000027911a8e4 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
000000027911abb8 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
000000027911c6dc (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00000002791397a0 (__TEXT,__text) non-external (was a private external) _aaEntryMCOStringCreateWithPath
000000027911ad04 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
000000027912d118 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
000000027912c550 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
000000027912ca4c (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
000000027912c8fc (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
0000000279136534 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00000002791367d0 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
0000000279136678 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00000002791158a8 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
000000027913aaec (__TEXT,__text) non-external _aaFileStreamAbort
000000027913a59c (__TEXT,__text) non-external _aaFileStreamClose
000000027913ab28 (__TEXT,__text) non-external _aaFileStreamFlush
000000027913a55c (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
000000027913a9dc (__TEXT,__text) non-external _aaFileStreamPRead
000000027913aa64 (__TEXT,__text) non-external _aaFileStreamPWrite
000000027913a8d4 (__TEXT,__text) non-external _aaFileStreamRead
000000027913aaf8 (__TEXT,__text) non-external _aaFileStreamSeek
000000027913ab10 (__TEXT,__text) non-external _aaFileStreamTruncate
000000027913a958 (__TEXT,__text) non-external _aaFileStreamWrite
00000002791080cc (__TEXT,__text) non-external (was a private external) _aaForkInputStreamOpen
00000002790f0a94 (__TEXT,__text) non-external (was a private external) _aaForkOutputStreamOpen
000000027913a388 (__TEXT,__text) non-external _aaGetBinaryTypeString
0000000279139f08 (__TEXT,__text) non-external _aaGetMagic
000000027912a500 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
000000027912a838 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
000000027912ab44 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
0000000279128fa0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
000000027912971c (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00000002791074f4 (__TEXT,__text) non-external _aaInPlaceStreamCancel
0000000279107418 (__TEXT,__text) non-external _aaInPlaceStreamClose
0000000279107068 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
0000000279107340 (__TEXT,__text) non-external _aaInPlaceStreamPRead
0000000279107348 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
0000000279107350 (__TEXT,__text) non-external _aaInPlaceStreamRead
0000000279107368 (__TEXT,__text) non-external _aaInPlaceStreamSeek
000000027910735c (__TEXT,__text) non-external _aaInPlaceStreamWrite
000000027910e760 (__TEXT,__text) non-external (was a private external) _aaInSituStreamOpen
000000027910848c (__TEXT,__text) non-external (was a private external) _aaIntervalInputStreamOpen
000000027913b348 (__TEXT,__text) non-external _aaMagicStreamAbort
000000027913b200 (__TEXT,__text) non-external _aaMagicStreamClose
000000027913b234 (__TEXT,__text) non-external _aaMagicStreamRead
000000027913a30c (__TEXT,__text) non-external _aaPReadExpected
0000000279139ff0 (__TEXT,__text) non-external _aaParseARSection
000000027913a1cc (__TEXT,__text) non-external _aaParseMachOSection
0000000279107c64 (__TEXT,__text) non-external (was a private external) _aaSegmentStreamOpen
0000000279140194 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
000000027913b014 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
000000027913afcc (__TEXT,__text) non-external _aaSharedBufferOStreamClose
000000027913b048 (__TEXT,__text) non-external _aaSharedBufferRead
000000027913b010 (__TEXT,__text) non-external _aaSharedBufferWrite
000000027913b6a4 (__TEXT,__text) non-external _aaTeeStreamAbort
000000027913b450 (__TEXT,__text) non-external _aaTeeStreamClose
000000027913b578 (__TEXT,__text) non-external _aaTeeStreamPWrite
000000027913b46c (__TEXT,__text) non-external _aaTeeStreamWrite
000000027913a5e4 (__TEXT,__text) non-external _aaTempFileStreamClose
0000000279130a04 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
0000000279112438 (__TEXT,__text) non-external _add_control
00000002790d374c (__TEXT,__text) non-external (was a private external) _aeaChecksum
00000002790d3320 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00000002790ed784 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00000002790ec77c (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00000002790ec4d0 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00000002790ec430 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00000002790eee4c (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00000002790ee6e4 (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00000002790d36e0 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00000002790d333c (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00000002790d3268 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00000002790d3418 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00000002790edb50 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00000002790eda28 (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00000002790ed9c0 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00000002791102d8 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
000000027910f3f4 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00000002790d7a20 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00000002790d394c (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00000002790d495c (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00000002790d393c (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00000002790db4f0 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00000002790da654 (__TEXT,__text) non-external _aeaInputStreamCancel
00000002790da6b0 (__TEXT,__text) non-external _aeaInputStreamClose
00000002790da870 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00000002790dadb8 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00000002790da438 (__TEXT,__text) non-external _aeaInputStreamRead
00000002790e3c88 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
000000027914e3ff (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00000002790d35d4 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00000002790ddc60 (__TEXT,__text) non-external _aeaOutputStreamAbort
00000002790ddc7c (__TEXT,__text) non-external _aeaOutputStreamClose
00000002790de384 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00000002790de7b8 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00000002790dc7c0 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00000002790dcc54 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00000002790dda34 (__TEXT,__text) non-external _aeaOutputStreamWrite
00000002790dd428 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00000002790eeda4 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00000002790d325c (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00000002790d35f8 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00000002790e05e0 (__TEXT,__text) non-external _afStreamCancel
00000002790e0440 (__TEXT,__text) non-external _afStreamClose
00000002790e08d4 (__TEXT,__text) non-external _afStreamCloseWithState
00000002790e05f4 (__TEXT,__text) non-external _afStreamWrite
000000027913df14 (__TEXT,__text) non-external _afscStreamCancel
000000027913d9ec (__TEXT,__text) non-external _afscStreamClose
000000027913e344 (__TEXT,__text) non-external _afscStreamCloseWithState
000000027913b834 (__TEXT,__text) non-external _afscStreamOpen
000000027913df28 (__TEXT,__text) non-external _afscStreamWrite
00000002790c68ac (__TEXT,__text) non-external _aggregate_copy_fork
00000002790c7384 (__TEXT,__text) non-external _aggregate_identical_forks
00000002790d1d7c (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
000000027912f00c (__TEXT,__text) non-external _appendFieldIfNotDefinedString
000000027912efa4 (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
000000027912ef34 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00000002790c9f7c (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
0000000279104c18 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
000000027912b9a0 (__TEXT,__text) non-external _append_field
0000000279128480 (__TEXT,__text) non-external _applyEntryAttributes
0000000279104638 (__TEXT,__text) non-external _applyYEC
00000002790ffbf8 (__TEXT,__text) non-external (was a private external) _areFilesEqual
00000002790ffee4 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00000002790ceb00 (__TEXT,__text) non-external _asyncContext
00000002790ebed4 (__TEXT,__text) non-external _asyncContext
00000002790cedf4 (__TEXT,__text) non-external _asyncProgress
00000002790ec1e8 (__TEXT,__text) non-external _asyncProgress
00000002790ceddc (__TEXT,__text) non-external _asyncSelect
00000002790f4e18 (__TEXT,__text) non-external _bestMatchInRange
00000002791076e8 (__TEXT,__text) non-external _blockGetFromCache
0000000279107570 (__TEXT,__text) non-external _blockReader
0000000279107830 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
000000027910d374 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
000000027910dd14 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
000000027910d1bc (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
000000027910d5c8 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
000000027910d630 (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
000000027910cc38 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
000000027910ca40 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
000000027910cfbc (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
000000027910d154 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
                 (undefined) external _bzero (from libSystem)
0000000279147f68 (__TEXT,__text) non-external _cacheData
00000002790dc6e8 (__TEXT,__text) non-external _cacheFlush
00000002790dc57c (__TEXT,__text) non-external _cachePageEvict
00000002790dc260 (__TEXT,__text) non-external _cachePageGet
00000002790dc3c4 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00000002790ce0c0 (__TEXT,__text) non-external _cancelProc
00000002790f7f68 (__TEXT,__text) non-external _cancelProc
00000002791033a0 (__TEXT,__text) non-external _cancelProc
0000000279117970 (__TEXT,__text) non-external _cancelProc
000000027911a134 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
