00007ff90edee4ae (__TEXT,__text) non-external +[Caller current]
00007ff90edfda69 (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:].cold.1
00007ff90edfdb56 (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:].cold.2
00007ff90edfdc3b (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:].cold.3
00007ff90edfc3b3 (__TEXT,__text) non-external -[LASecureIO updateKextBlacklistFromPath:]
00007ff90edfdd20 (__TEXT,__text) non-external -[LASecureIO updateKextBlacklistFromPath:].cold.1
00007ff90edfde0d (__TEXT,__text) non-external -[LASecureIO updateKextBlacklistFromPath:].cold.2
00007ff90edfa759 (__TEXT,__text) non-external -[LASecureIOCommunication .cxx_destruct]
00007ff90edfa732 (__TEXT,__text) non-external -[LASecureIOCommunication delegate]
00007ff90edf9229 (__TEXT,__text) non-external -[LASecureIOCommunication eventHandler]
00007ff90edf998a (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:]
00007ff90edfaf5a (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.1
00007ff90edfb036 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.2
00007ff90edfb116 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.3
00007ff90edfb1f2 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.4
00007ff90edf9970 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:withData:andResponse:]
00007ff90edfa02b (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:]
00007ff90edfb2cc (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.1
00007ff90edfb39e (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.2
00007ff90edfb454 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.3
00007ff90edfb50b (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.4
00007ff90edfb5c2 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.5
00007ff90edfa408 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:]
00007ff90edfb679 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.1
00007ff90edfb775 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.2
00007ff90edfb843 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.3
00007ff90edfb911 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.4
00007ff90edfb9df (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.5
00007ff90edf8bd1 (__TEXT,__text) non-external -[LASecureIOCommunication initAsClient:]
00007ff90edf8c2c (__TEXT,__text) non-external -[LASecureIOCommunication initAsServer:]
00007ff90edf8b1e (__TEXT,__text) non-external -[LASecureIOCommunication init]
00007ff90edf9594 (__TEXT,__text) non-external -[LASecureIOCommunication receive:]
00007ff90edfab41 (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.1
00007ff90edfac1d (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.2
00007ff90edfacd4 (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.3
00007ff90edfadae (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.4
00007ff90edf986d (__TEXT,__text) non-external -[LASecureIOCommunication send:]
00007ff90edfae88 (__TEXT,__text) non-external -[LASecureIOCommunication send:].cold.1
00007ff90edfa748 (__TEXT,__text) non-external -[LASecureIOCommunication setDelegate:]
00007ff90edf900b (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection]
00007ff90edfa7ab (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.1
00007ff90edfa88f (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.2
00007ff90edfa983 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.3
00007ff90edfaa67 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.4
00007ff90ede954f (__TEXT,__text) non-external -[LASecureIOHelper .cxx_destruct]
00007ff90ede8f86 (__TEXT,__text) non-external -[LASecureIOHelper _laErrorFromLASIOError:method:]
00007ff90ede8945 (__TEXT,__text) non-external -[LASecureIOHelper _setInstructions:externalizedContext:allowKDLUpdate:reply:]
00007ff90ede9163 (__TEXT,__text) non-external -[LASecureIOHelper cleanupToken]
00007ff90ede9061 (__TEXT,__text) non-external -[LASecureIOHelper cleanup]
00007ff90ede9545 (__TEXT,__text) non-external -[LASecureIOHelper coreKDL]
00007ff90ede9441 (__TEXT,__text) non-external -[LASecureIOHelper credentialSetUpdated:]
00007ff90ede951e (__TEXT,__text) non-external -[LASecureIOHelper currentDFROwner]
00007ff90ede8da0 (__TEXT,__text) non-external -[LASecureIOHelper currentKDLVersion]
00007ff90ede9500 (__TEXT,__text) non-external -[LASecureIOHelper externalizedContext]
00007ff90ede8640 (__TEXT,__text) non-external -[LASecureIOHelper init]
00007ff90ede9514 (__TEXT,__text) non-external -[LASecureIOHelper lastInstructionsWithoutDFR]
00007ff90ede8c8a (__TEXT,__text) non-external -[LASecureIOHelper postNotification:error:]
00007ff90ede94f6 (__TEXT,__text) non-external -[LASecureIOHelper scene]
00007ff90ede9534 (__TEXT,__text) non-external -[LASecureIOHelper setCurrentDFROwner:]
00007ff90ede90b6 (__TEXT,__text) non-external -[LASecureIOHelper setHandler:forInput:]
00007ff90ede86f5 (__TEXT,__text) non-external -[LASecureIOHelper setInstructions:externalizedContext:reply:]
00007ff90ede8b03 (__TEXT,__text) non-external -[LASecureIOHelper showScene:error:]
00007ff90ede8e10 (__TEXT,__text) non-external -[LASecureIOHelper updateKDLWithError:]
00007ff90ede9234 (__TEXT,__text) non-external -[LASecureIOHelper userInput:]
00007ff90edff3ff (__TEXT,__text) non-external -[LASecureIOHelper userInput:].cold.1
00007ff90ede5918 (__TEXT,__text) non-external -[NSDictionary(Merge) dictionaryByMergingWith:]
00007ff90edebde2 (__TEXT,__text) non-external -[NotificationCenterInvalidationSource .cxx_destruct]
00007ff90edebd58 (__TEXT,__text) non-external -[NotificationCenterInvalidationSource _notification:]
00007ff90edebcb7 (__TEXT,__text) non-external -[NotificationCenterInvalidationSource dealloc]
00007ff90edebbef (__TEXT,__text) non-external -[NotificationCenterInvalidationSource initWithPreflightCache:notificationName:]
00007ff90edebd6c (__TEXT,__text) non-external -[NotificationCenterInvalidationSource invalidationReason]
00007ff90edebdd8 (__TEXT,__text) non-external -[NotificationCenterInvalidationSource notificationName]
00007ff90ede63ef (__TEXT,__text) non-external -[PreflightCache .cxx_destruct]
00007ff90ede626e (__TEXT,__text) non-external -[PreflightCache _isCacheable:callerUid:]
00007ff90ede6216 (__TEXT,__text) non-external -[PreflightCache _isPolicyCacheable:]
00007ff90ede6190 (__TEXT,__text) non-external -[PreflightCache acquireBypassAssertionWithReason:]
00007ff90ede602f (__TEXT,__text) non-external -[PreflightCache addPreflightResult:forKey:]
00007ff90edff166 (__TEXT,__text) non-external -[PreflightCache addPreflightResult:forKey:].cold.1
00007ff90ede5f6d (__TEXT,__text) non-external -[PreflightCache cachedPreflightResultForKey:]
00007ff90edff08b (__TEXT,__text) non-external -[PreflightCache cachedPreflightResultForKey:].cold.1
00007ff90ede6200 (__TEXT,__text) non-external -[PreflightCache dropAssertion:]
00007ff90ede59c6 (__TEXT,__text) non-external -[PreflightCache init]
00007ff90ede60d3 (__TEXT,__text) non-external -[PreflightCache invalidateWithReason:]
00007ff90ede5e33 (__TEXT,__text) non-external -[PreflightCache keyForPreflightOfACL:operation:options:auditToken:uid:]
00007ff90ede5ced (__TEXT,__text) non-external -[PreflightCache keyForPreflightOfPolicy:options:auditToken:uid:]
00007ff90edeb349 (__TEXT,__text) non-external -[PreflightCacheAssertion .cxx_destruct]
00007ff90edeb333 (__TEXT,__text) non-external -[PreflightCacheAssertion cache]
00007ff90edeb16b (__TEXT,__text) non-external -[PreflightCacheAssertion dealloc]
00007ff90edeb1a9 (__TEXT,__text) non-external -[PreflightCacheAssertion description]
00007ff90edeb24b (__TEXT,__text) non-external -[PreflightCacheAssertion drop]
00007ff90edeb024 (__TEXT,__text) non-external -[PreflightCacheAssertion initWithReason:cache:]
00007ff90edeb31a (__TEXT,__text) non-external -[PreflightCacheAssertion reason]
00007ff90edeb324 (__TEXT,__text) non-external -[PreflightCacheAssertion setReason:]
00007ff90edeb916 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource .cxx_destruct]
00007ff90edeb900 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource cache]
00007ff90edeb83a (__TEXT,__text) non-external -[PreflightCacheInvalidationSource handleNotificationInServerQueue]
00007ff90edeb6df (__TEXT,__text) non-external -[PreflightCacheInvalidationSource handleNotificationWithCompletion:]
00007ff90edeb5dc (__TEXT,__text) non-external -[PreflightCacheInvalidationSource initWithPreflightCache:]
00007ff90edeb8e0 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource invalidationReason]
00007ff90edeb8f7 (__TEXT,__text) non-external -[PreflightCacheInvalidationSource setStatus:]
00007ff90edeb8ed (__TEXT,__text) non-external -[PreflightCacheInvalidationSource status]
00007ff90edeb6aa (__TEXT,__text) non-external -[PreflightCacheInvalidationSource updateStatus]
00007ff90edeafd5 (__TEXT,__text) non-external -[PushButtonMonitor .cxx_destruct]
00007ff90ede9d3c (__TEXT,__text) non-external -[PushButtonMonitor _consumeDoubleTapWithReason:includingAX:]
00007ff90edea23d (__TEXT,__text) non-external -[PushButtonMonitor _defaultExpirationTimeout]
00007ff90edea24b (__TEXT,__text) non-external -[PushButtonMonitor _expireDoubleTap:]
00007ff90ede9cb0 (__TEXT,__text) non-external -[PushButtonMonitor _init]
00007ff90edeabfe (__TEXT,__text) non-external -[PushButtonMonitor _restartWithReactivationDelay:]
00007ff90ede9e98 (__TEXT,__text) non-external -[PushButtonMonitor _scheduleDoubleTapExpiration]
00007ff90edea40f (__TEXT,__text) non-external -[PushButtonMonitor adviseDoubleTap]
00007ff90edea4af (__TEXT,__text) non-external -[PushButtonMonitor axApplePayConfirmation]
00007ff90edeafc2 (__TEXT,__text) non-external -[PushButtonMonitor axDoubleTapDetected]
00007ff90ede9d25 (__TEXT,__text) non-external -[PushButtonMonitor consumeDoubleTapWithReason:]
00007ff90ede9cdf (__TEXT,__text) non-external -[PushButtonMonitor dealloc]
00007ff90edeaf88 (__TEXT,__text) non-external -[PushButtonMonitor delegate]
00007ff90edeafaf (__TEXT,__text) non-external -[PushButtonMonitor doubleTapDetected]
00007ff90edea2ee (__TEXT,__text) non-external -[PushButtonMonitor doubleTappedAt:]
00007ff90ede9c81 (__TEXT,__text) non-external -[PushButtonMonitor init]
00007ff90ede9d1d (__TEXT,__text) non-external -[PushButtonMonitor prearmAssertion]
00007ff90edeafcc (__TEXT,__text) non-external -[PushButtonMonitor setAxDoubleTapDetected:]
00007ff90edeaf9e (__TEXT,__text) non-external -[PushButtonMonitor setDelegate:]
00007ff90edeafb9 (__TEXT,__text) non-external -[PushButtonMonitor setDoubleTapDetected:]
00007ff90edead72 (__TEXT,__text) non-external -[PushButtonMonitor startWithError:]
00007ff90edea752 (__TEXT,__text) non-external -[PushButtonMonitor start]
00007ff90edea820 (__TEXT,__text) non-external -[PushButtonMonitor stop]
00007ff90edec7c6 (__TEXT,__text) non-external -[Request .cxx_destruct]
00007ff90edec74e (__TEXT,__text) non-external -[Request caller]
00007ff90edec597 (__TEXT,__text) non-external -[Request dealloc]
00007ff90edec659 (__TEXT,__text) non-external -[Request holdObject:]
00007ff90edec745 (__TEXT,__text) non-external -[Request identifier]
00007ff90edec21b (__TEXT,__text) non-external -[Request initWithCaller:]
00007ff90edec306 (__TEXT,__text) non-external -[Request initWithID:caller:received:]
00007ff90edec1d5 (__TEXT,__text) non-external -[Request init]
00007ff90edec762 (__TEXT,__text) non-external -[Request log]
00007ff90edec758 (__TEXT,__text) non-external -[Request received]
00007ff90edec794 (__TEXT,__text) non-external -[Request serviceLocator]
00007ff90edec76c (__TEXT,__text) non-external -[Request setLog:]
00007ff90edec79e (__TEXT,__text) non-external -[Request setServiceLocator:]
00007ff90ededff9 (__TEXT,__text) non-external -[StorageRequest .cxx_destruct]
00007ff90ededecc (__TEXT,__text) non-external -[StorageRequest clientInfo]
00007ff90edede7c (__TEXT,__text) non-external -[StorageRequest client]
00007ff90ededfc7 (__TEXT,__text) non-external -[StorageRequest contextID]
00007ff90ededfdb (__TEXT,__text) non-external -[StorageRequest domain]
00007ff90ededd60 (__TEXT,__text) non-external -[StorageRequest initWithStorageDomain:key:options:contextID:originatorId:connection:]
00007ff90ededfe5 (__TEXT,__text) non-external -[StorageRequest key]
00007ff90ededfef (__TEXT,__text) non-external -[StorageRequest options]
00007ff90ededfd1 (__TEXT,__text) non-external -[StorageRequest originatorId]
00007ff90ededf9f (__TEXT,__text) non-external -[StorageRequest setClientInfo:]
00007ff90edef986 (__TEXT,__text) non-external -[TrustedAccessoryHelper _checkPairingState:device:error:]
00007ff90edefa40 (__TEXT,__text) non-external -[TrustedAccessoryHelper _checkPairingStateIn:device:error:]
00007ff90edef40e (__TEXT,__text) non-external -[TrustedAccessoryHelper _isConnectedDeviceInState:description:error:]
00007ff90edef4c8 (__TEXT,__text) non-external -[TrustedAccessoryHelper _isConnectedDeviceInStates:description:error:]
00007ff90edef7df (__TEXT,__text) non-external -[TrustedAccessoryHelper authorizeDevice:externalizedContext:error:]
00007ff90edeee87 (__TEXT,__text) non-external -[TrustedAccessoryHelper connectedDevicesWithError:]
00007ff90edeec06 (__TEXT,__text) non-external -[TrustedAccessoryHelper deviceManagerWithError:]
00007ff90edef3ed (__TEXT,__text) non-external -[TrustedAccessoryHelper isAuthorizedDeviceConnectedWithError:]
00007ff90edef354 (__TEXT,__text) non-external -[TrustedAccessoryHelper isPairedDeviceConnectedWithError:]
00007ff90edeed6a (__TEXT,__text) non-external -[TrustedAccessoryHelper isTrustedAccessorySupported]
00007ff90edef3cc (__TEXT,__text) non-external -[TrustedAccessoryHelper isUnauthorizedDeviceConnectedWithError:]
00007ff90edeef85 (__TEXT,__text) non-external -[TrustedAccessoryHelper unauthorizedDeviceWithUid:error:]
00007ff90edebf3d (__TEXT,__text) non-external -[UserPasswordInvalidationSource initWithPreflightCache:]
00007ff90edebfa1 (__TEXT,__text) non-external -[UserPasswordInvalidationSource invalidationReason]
00007ff90edebf73 (__TEXT,__text) non-external -[UserPasswordInvalidationSource updateStatus]
00007ff90edec071 (__TEXT,__text) non-external -[WatchInvalidationSource dealloc]
00007ff90edebff1 (__TEXT,__text) non-external -[WatchInvalidationSource initWithPreflightCache:]
00007ff90edec15a (__TEXT,__text) non-external -[WatchInvalidationSource invalidationReason]
00007ff90edec0e6 (__TEXT,__text) non-external -[WatchInvalidationSource updateStatus]
00007ff90edec146 (__TEXT,__text) non-external -[WatchInvalidationSource watchDevicesChanged:]
00007ff90ede84b7 (__TEXT,__text) non-external -[WatchMonitor .cxx_destruct]
00007ff90ede7b32 (__TEXT,__text) non-external -[WatchMonitor _approveDiscovery]
00007ff90ede8256 (__TEXT,__text) non-external -[WatchMonitor _dispatchRestartAttempt:restartDelay:]
00007ff90ede7c0c (__TEXT,__text) non-external -[WatchMonitor _handleActivationError:]
00007ff90edff2c1 (__TEXT,__text) non-external -[WatchMonitor _handleActivationError:].cold.1
00007ff90ede7ccb (__TEXT,__text) non-external -[WatchMonitor _notifyObservers]
00007ff90ede7f92 (__TEXT,__text) non-external -[WatchMonitor _reactivationDelayAfterFailures:]
00007ff90ede7f0a (__TEXT,__text) non-external -[WatchMonitor _restartAfterFailedActivation]
00007ff90edff375 (__TEXT,__text) non-external -[WatchMonitor _restartAfterFailedActivation].cold.1
00007ff90ede7e86 (__TEXT,__text) non-external -[WatchMonitor _restartAfterInvalidation]
00007ff90edff31b (__TEXT,__text) non-external -[WatchMonitor _restartAfterInvalidation].cold.1
00007ff90ede7fcd (__TEXT,__text) non-external -[WatchMonitor _restartWithMinReactivationDelay:]
00007ff90ede8458 (__TEXT,__text) non-external -[WatchMonitor approveDiscovery]
00007ff90ede83a8 (__TEXT,__text) non-external -[WatchMonitor deviceAvailable]
00007ff90ede730d (__TEXT,__text) non-external -[WatchMonitor init]
00007ff90ede8485 (__TEXT,__text) non-external -[WatchMonitor lastActivation]
00007ff90ede847b (__TEXT,__text) non-external -[WatchMonitor queue]
00007ff90ede837c (__TEXT,__text) non-external -[WatchMonitor registerObserver:]
00007ff90ede846c (__TEXT,__text) non-external -[WatchMonitor setApproveDiscovery:]
00007ff90ede848f (__TEXT,__text) non-external -[WatchMonitor setLastActivation:]
00007ff90ede73ae (__TEXT,__text) non-external -[WatchMonitor start]
00007ff90edff241 (__TEXT,__text) non-external -[WatchMonitor start].cold.1
00007ff90ede8392 (__TEXT,__text) non-external -[WatchMonitor unregisterObserver:]
00007ff90ee10e1c (__TEXT,__gcc_except_tab) non-external GCC_except_table11
00007ff90ee10cac (__TEXT,__gcc_except_tab) non-external GCC_except_table12
00007ff90ee10d84 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ff90ee10e3c (__TEXT,__gcc_except_tab) non-external GCC_except_table16
00007ff90ee10d44 (__TEXT,__gcc_except_tab) non-external GCC_except_table17
00007ff90ee10cbc (__TEXT,__gcc_except_tab) non-external GCC_except_table18
00007ff90ee10db0 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff90ee10e5c (__TEXT,__gcc_except_tab) non-external GCC_except_table20
00007ff90ee10e78 (__TEXT,__gcc_except_tab) non-external GCC_except_table21
00007ff90ee10e9c (__TEXT,__gcc_except_tab) non-external GCC_except_table22
00007ff90ee10ec8 (__TEXT,__gcc_except_tab) non-external GCC_except_table25
00007ff90ee10f08 (__TEXT,__gcc_except_tab) non-external GCC_except_table27
00007ff90ee10c1c (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff90ee10ffc (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff90ee10f3c (__TEXT,__gcc_except_tab) non-external GCC_except_table33
00007ff90ee10f8c (__TEXT,__gcc_except_tab) non-external GCC_except_table35
00007ff90ee10fb8 (__TEXT,__gcc_except_tab) non-external GCC_except_table39
00007ff90ee10d70 (__TEXT,__gcc_except_tab) non-external GCC_except_table4
00007ff90ee1103c (__TEXT,__gcc_except_tab) non-external GCC_except_table4
00007ff90ee10fc8 (__TEXT,__gcc_except_tab) non-external GCC_except_table40
00007ff90ee10fd8 (__TEXT,__gcc_except_tab) non-external GCC_except_table41
00007ff90ee11084 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff90ee10fe8 (__TEXT,__gcc_except_tab) non-external GCC_except_table57
00007ff90ee10dc0 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff90ee110ac (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff90ee10ce8 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ff90edf3f2f (__TEXT,__text) external _ACMContextAddCredential
00007ff90ee0448b (__TEXT,__text) external _ACMContextAddCredentialWithScope
00007ff90edf4155 (__TEXT,__text) external _ACMContextContainsCredentialType
00007ff90edf4208 (__TEXT,__text) external _ACMContextContainsCredentialTypeEx
00007ff90ee05265 (__TEXT,__text) external _ACMContextContainsPassphraseCredentialWithPurpose
00007ff90edf5e51 (__TEXT,__text) external _ACMContextCopyData
00007ff90edf3798 (__TEXT,__text) external _ACMContextCreate
00007ff90edf39c4 (__TEXT,__text) external _ACMContextCreateWithExternalForm
00007ff90edf37a4 (__TEXT,__text) external _ACMContextCreateWithFlags
00007ff90edf56af (__TEXT,__text) external _ACMContextCredentialGetProperty
00007ff90edf56c1 (__TEXT,__text) external _ACMContextCredentialGetPropertyEx
00007ff90edf3baa (__TEXT,__text) external _ACMContextDelete
00007ff90edf5ba6 (__TEXT,__text) external _ACMContextGetData
00007ff90ee05b61 (__TEXT,__text) external _ACMContextGetDataEx
00007ff90edf5cf7 (__TEXT,__text) external _ACMContextGetDataProperty
00007ff90edf3dac (__TEXT,__text) external _ACMContextGetExternalForm
00007ff90edf6bd0 (__TEXT,__text) non-external _ACMContextGetExternalForm.cold.1
00007ff90edf5fd6 (__TEXT,__text) external _ACMContextGetInfo
00007ff90edf49a4 (__TEXT,__text) external _ACMContextGetTrackingNumber
00007ff90edf3fe7 (__TEXT,__text) external _ACMContextRemoveCredentialsByType
00007ff90ee046cd (__TEXT,__text) external _ACMContextRemoveCredentialsByTypeAndScope
00007ff90edf409d (__TEXT,__text) external _ACMContextRemoveCredentialsByValue
00007ff90ee048f1 (__TEXT,__text) external _ACMContextRemoveCredentialsByValueAndScope
00007ff90ee04df5 (__TEXT,__text) external _ACMContextRemovePassphraseCredentialsByPurposeAndScope
00007ff90ee05019 (__TEXT,__text) external _ACMContextReplacePassphraseCredentialsWithScope
00007ff90edf58cc (__TEXT,__text) external _ACMContextSetData
00007ff90edf5a25 (__TEXT,__text) external _ACMContextSetDataEx
00007ff90edf4911 (__TEXT,__text) external _ACMContextVerifyAclConstraint
00007ff90edf4951 (__TEXT,__text) external _ACMContextVerifyAclConstraintForOperation
00007ff90edf4362 (__TEXT,__text) external _ACMContextVerifyPolicy
00007ff90edf461f (__TEXT,__text) external _ACMContextVerifyPolicyEx
00007ff90edf44bb (__TEXT,__text) external _ACMContextVerifyPolicyWithPreflight
00007ff90edf552f (__TEXT,__text) external _ACMCredentialCreate
00007ff90edf5539 (__TEXT,__text) external _ACMCredentialDelete
00007ff90ee05495 (__TEXT,__text) external _ACMCredentialGetProperty
00007ff90edf4dac (__TEXT,__text) external _ACMCredentialGetPropertyData
00007ff90edf5543 (__TEXT,__text) external _ACMCredentialGetType
00007ff90edf554d (__TEXT,__text) external _ACMCredentialSetProperty
00007ff90edf619c (__TEXT,__text) external _ACMDecryptData
00007ff90edf620f (__TEXT,__text) external _ACMDecryptDataEx
00007ff90edf6159 (__TEXT,__text) external _ACMEncryptData
00007ff90edf61df (__TEXT,__text) external _ACMEncryptDataEx
00007ff90edf4dc4 (__TEXT,__text) external _ACMGetAclAuthMethod
00007ff90edf51eb (__TEXT,__text) external _ACMGetEnvironmentVariable
00007ff90ee04b34 (__TEXT,__text) external _ACMGlobalContextAddCredential
00007ff90edf5575 (__TEXT,__text) external _ACMGlobalContextCredentialGetProperty
00007ff90ee04c9f (__TEXT,__text) external _ACMGlobalContextRemoveCredentialsByType
00007ff90edf478d (__TEXT,__text) external _ACMGlobalContextVerifyPolicy
00007ff90edf5349 (__TEXT,__text) external _ACMKernelControl
00007ff90edf49b6 (__TEXT,__text) external _ACMParseAclAndCopyConstraintCharacteristics
00007ff90edf612f (__TEXT,__text) external _ACMPing
00007ff90edf556b (__TEXT,__text) external _ACMRequirementGetPriority
00007ff90ee0591d (__TEXT,__text) external _ACMRequirementGetProperties
00007ff90ee057a0 (__TEXT,__text) external _ACMRequirementGetProperty
00007ff90edf4db7 (__TEXT,__text) external _ACMRequirementGetPropertyData
00007ff90edf5561 (__TEXT,__text) external _ACMRequirementGetState
00007ff90ee05612 (__TEXT,__text) external _ACMRequirementGetSubrequirements
00007ff90edf5557 (__TEXT,__text) external _ACMRequirementGetType
00007ff90edf54bb (__TEXT,__text) external _ACMSEPControl
00007ff90edf54f2 (__TEXT,__text) external _ACMSEPControlEx
00007ff90edf4ef0 (__TEXT,__text) external _ACMSetEnvironmentVariable
00007ff90edf5062 (__TEXT,__text) external _ACMSetEnvironmentVariableWithAccessPolicy
                 (undefined) external _AnalyticsSendEventLazy (from CoreAnalytics)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
00007ff90ee00cae (__TEXT,__text) external _CompareCredentials
00007ff90ee00c2c (__TEXT,__text) external _CopyCredential
                 (undefined) weak external _DFRGetStatus (from DFRFoundation)
                 (undefined) weak external _DFRRegisterStatusChangeCallback (from DFRFoundation)
00007ff90ee0bc40 (__TEXT,__const) non-external (was a private external) _DaemonUtilsVersionNumber
00007ff90ee0bc00 (__TEXT,__const) non-external (was a private external) _DaemonUtilsVersionString
00007ff90ee012c4 (__TEXT,__text) external _DeallocCredentialList
00007ff90edf1d11 (__TEXT,__text) external _DeserializeAddCredential
00007ff90ee00ff2 (__TEXT,__text) external _DeserializeAddCredentialType
00007ff90ee00a1b (__TEXT,__text) external _DeserializeCredential
00007ff90ee011a6 (__TEXT,__text) external _DeserializeCredentialList
00007ff90ee01388 (__TEXT,__text) external _DeserializeGetContextProperty
00007ff90edf199b (__TEXT,__text) external _DeserializeProcessAcl
00007ff90edf1dbd (__TEXT,__text) external _DeserializeRemoveCredential
00007ff90edf1dc9 (__TEXT,__text) external _DeserializeReplacePassphraseCredential
00007ff90ee00700 (__TEXT,__text) external _DeserializeRequirement
00007ff90edf1646 (__TEXT,__text) external _DeserializeVerifyAclConstraint
00007ff90edffec1 (__TEXT,__text) external _DeserializeVerifyPolicy
00007ff90ee00f0c (__TEXT,__text) external _GetSerializedAddCredentialSize
00007ff90ee00980 (__TEXT,__text) external _GetSerializedCredentialSize
00007ff90ee0133b (__TEXT,__text) external _GetSerializedGetContextPropertySize
00007ff90ee0029a (__TEXT,__text) external _GetSerializedProcessAclSize
00007ff90ee01067 (__TEXT,__text) external _GetSerializedRemoveCredentialSize
00007ff90ee010b7 (__TEXT,__text) external _GetSerializedReplacePassphraseCredentialSize
00007ff90ee00452 (__TEXT,__text) external _GetSerializedRequirementSize
00007ff90ee000b7 (__TEXT,__text) external _GetSerializedVerifyAclConstraintSize
00007ff90edffd20 (__TEXT,__text) external _GetSerializedVerifyPolicySize
                 (undefined) external _IOConnectCallScalarMethod (from IOKit)
                 (undefined) external _IOConnectCallStructMethod (from IOKit)
                 (undefined) external _IOHIDEventGetIntegerValue (from IOKit)
                 (undefined) external _IOHIDEventGetPhase (from IOKit)
                 (undefined) external _IOHIDEventGetType (from IOKit)
                 (undefined) external _IOHIDEventSystemClientActivate (from IOKit)
                 (undefined) external _IOHIDEventSystemClientCancel (from IOKit)
                 (undefined) external _IOHIDEventSystemClientCreateWithType (from IOKit)
                 (undefined) external _IOHIDEventSystemClientRegisterEventCallback (from IOKit)
                 (undefined) external _IOHIDEventSystemClientSetDispatchQueue (from IOKit)
                 (undefined) external _IOHIDEventSystemClientSetProperty (from IOKit)
                 (undefined) external _IOHIDEventSystemClientUnregisterDeviceMatchingBlock (from IOKit)
                 (undefined) external _IOHIDEventSystemClientUnregisterEventCallback (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryFromPath (from IOKit)
                 (undefined) external _IOServiceGetMatchingService (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
                 (undefined) external _IOServiceOpen (from IOKit)
00007ff90ede6c0b (__TEXT,__text) external _LAAnalyticsAuthenticationTypeFromEvent
                 (undefined) external _LACEvaluationRequestPayloadKeySecureIntentRequested (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyAccessoryAuthorization (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyDeviceOwnerAuthentication (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOptionAHPMode (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOptionAccessoryUID (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOptionMatchForUnlock (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOptionNotInteractive (from LocalAuthenticationCore)
