                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFURLCopyScheme (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
000000018fca14a4 (__TEXT,__text) external _CMCloneProfileRef
000000018fca0a74 (__TEXT,__text) non-external ___CMFloatBitmapMakeChunky_block_invoke
000000018fca095c (__TEXT,__text) non-external ___CMGetColorSyncVersion_block_invoke
000000018fca0894 (__TEXT,__text) non-external ___CMGetDefaultDevice_block_invoke
000000018fca07c4 (__TEXT,__text) non-external ___CMGetDefaultProfileBySpace_block_invoke
000000018fca06f4 (__TEXT,__text) non-external ___CMGetDefaultProfileByUse_block_invoke
000000018fca0624 (__TEXT,__text) non-external ___CMGetDeviceDefaultProfileID_block_invoke
000000018fca0540 (__TEXT,__text) non-external ___CMGetDeviceFactoryProfiles_block_invoke
000000018fca0440 (__TEXT,__text) non-external ___CMGetDeviceInfo_block_invoke
000000018fca035c (__TEXT,__text) non-external ___CMGetDeviceProfile_block_invoke
000000018fca0270 (__TEXT,__text) non-external ___CMGetDeviceState_block_invoke
000000018fca018c (__TEXT,__text) non-external ___CMGetDeviceTrackingByUse_block_invoke
000000018fca00a8 (__TEXT,__text) non-external ___CMGetGammaByAVID_block_invoke
000000018fc9ffc4 (__TEXT,__text) non-external ___CMGetIndNamedColorValue_block_invoke
000000018fc9fd24 (__TEXT,__text) non-external ___CMGetIndProfileElementInfo_block_invoke
000000018fc9fe74 (__TEXT,__text) non-external ___CMGetIndProfileElement_block_invoke
000000018fc9fbcc (__TEXT,__text) non-external ___CMGetNamedColorIndex_block_invoke
000000018fc9fa8c (__TEXT,__text) non-external ___CMGetNamedColorInfo_block_invoke
000000018fc9f91c (__TEXT,__text) non-external ___CMGetNamedColorName_block_invoke
000000018fc9f7dc (__TEXT,__text) non-external ___CMGetNamedColorValue_block_invoke
000000018fc9f4b8 (__TEXT,__text) non-external ___CMGetPS2ColorRenderingIntent_block_invoke
000000018fc9f360 (__TEXT,__text) non-external ___CMGetPS2ColorRenderingVMSize_block_invoke
000000018fc9f68c (__TEXT,__text) non-external ___CMGetPS2ColorRendering_block_invoke
000000018fc9f1a4 (__TEXT,__text) non-external ___CMGetPS2ColorSpace_block_invoke
000000018fc9f04c (__TEXT,__text) non-external ___CMGetPartialProfileElement_block_invoke
000000018fc9eef4 (__TEXT,__text) non-external ___CMGetProfileByAVID_block_invoke
000000018fc9ee24 (__TEXT,__text) non-external ___CMGetProfileDescriptions_block_invoke
000000018fc9ecb4 (__TEXT,__text) non-external ___CMGetProfileElement_block_invoke
000000018fc9eb64 (__TEXT,__text) non-external ___CMGetProfileGamma_block_invoke
000000018fc9e9d4 (__TEXT,__text) non-external ___CMGetProfileHeader_block_invoke
000000018fc9e89c (__TEXT,__text) non-external ___CMGetProfileLocation_block_invoke
000000018fc9e7cc (__TEXT,__text) non-external ___CMGetProfileMD5_block_invoke
000000018fc9e694 (__TEXT,__text) non-external ___CMGetProfileRefCount_block_invoke
000000018fc9e55c (__TEXT,__text) non-external ___CMGetProfileTransformInfo_block_invoke
000000018fc9e32c (__TEXT,__text) non-external ___CMGetSystemProfileAVID_block_invoke
000000018fc9e264 (__TEXT,__text) non-external ___CMGetSystemProfilePriv_block_invoke
000000018fc9e3f4 (__TEXT,__text) non-external ___CMGetSystemProfile_block_invoke
000000018fc9e194 (__TEXT,__text) non-external ___CMIterateCMMInfo_block_invoke
000000018fc9e0b0 (__TEXT,__text) non-external ___CMIterateColorDevices_block_invoke
000000018fc9dfc4 (__TEXT,__text) non-external ___CMIterateColorSyncFolder_block_invoke
000000018fc9ded8 (__TEXT,__text) non-external ___CMIterateDeviceProfiles_block_invoke
000000018fc9ddd0 (__TEXT,__text) non-external ___CMMakeProfile_block_invoke
000000018fc9dd00 (__TEXT,__text) non-external ___CMMatchFloatBitmap_block_invoke
000000018fc9dc1c (__TEXT,__text) non-external ___CMNewProfile_block_invoke
000000018fc9db4c (__TEXT,__text) non-external ___CMOpenProfile_block_invoke
000000018fc9da7c (__TEXT,__text) non-external ___CMProfileCopyICCData_block_invoke
000000018fc9d944 (__TEXT,__text) non-external ___CMProfileElementExists_block_invoke
000000018fc9d804 (__TEXT,__text) non-external ___CMProfileModified_block_invoke
000000018fc9d734 (__TEXT,__text) non-external ___CMRegisterColorDevice_block_invoke
000000018fc9d648 (__TEXT,__text) non-external ___CMRemoveProfileElement_block_invoke
000000018fc9d578 (__TEXT,__text) non-external ___CMSetDefaultDevice_block_invoke
000000018fc9d4a8 (__TEXT,__text) non-external ___CMSetDeviceDefaultProfileID_block_invoke
000000018fc9d3c4 (__TEXT,__text) non-external ___CMSetDeviceFactoryProfiles_block_invoke
000000018fc9d2d8 (__TEXT,__text) non-external ___CMSetDeviceProfile_block_invoke
000000018fc9d1d8 (__TEXT,__text) non-external ___CMSetDeviceState_block_invoke
000000018fc9d0f4 (__TEXT,__text) non-external ___CMSetDeviceTrackingByUse_block_invoke
000000018fc9d010 (__TEXT,__text) non-external ___CMSetGammaByAVID_block_invoke
000000018fc9cf40 (__TEXT,__text) non-external ___CMSetPartialProfileElement_block_invoke
000000018fc9ce40 (__TEXT,__text) non-external ___CMSetProfileByAVID_block_invoke
000000018fc9cd70 (__TEXT,__text) non-external ___CMSetProfileDescriptions_block_invoke
000000018fc9cb68 (__TEXT,__text) non-external ___CMSetProfileElementReference_block_invoke
000000018fc9ca84 (__TEXT,__text) non-external ___CMSetProfileElementSize_block_invoke
000000018fc9cc54 (__TEXT,__text) non-external ___CMSetProfileElement_block_invoke
000000018fc9c9a0 (__TEXT,__text) non-external ___CMSetProfileHeader_block_invoke
000000018fc9c8d0 (__TEXT,__text) non-external ___CMSetProfileLocalizedStringDictionary_block_invoke
000000018fca1a4c (__TEXT,__text) non-external ___CMSetSystemProfileAVID_block_invoke
000000018fc9c7ec (__TEXT,__text) non-external ___CMSetSystemProfile_block_invoke
000000018fc9c724 (__TEXT,__text) non-external ___CMUnregisterColorDevice_block_invoke
000000018fc9c654 (__TEXT,__text) non-external ___CMUpdateProfile_block_invoke
000000018fc9c568 (__TEXT,__text) non-external ___CMValidateProfile_block_invoke
000000018fc9c428 (__TEXT,__text) non-external ___CWCheckBitmap_block_invoke
000000018fc9c328 (__TEXT,__text) non-external ___CWCheckColors_block_invoke
000000018fc9b3d0 (__TEXT,__text) non-external ___CWColorWorldGetProperty_block_invoke
000000018fc9b300 (__TEXT,__text) non-external ___CWColorWorldSetProperty_block_invoke
000000018fc9c23c (__TEXT,__text) non-external ___CWConcatColorWorld_block_invoke
000000018fc9c08c (__TEXT,__text) non-external ___CWDisposeColorWorld_block_invoke
000000018fc9bfc8 (__TEXT,__text) non-external ___CWFillLookupTexture_block_invoke
000000018fc9bec8 (__TEXT,__text) non-external ___CWGetCMMSignature_block_invoke
000000018fc9be00 (__TEXT,__text) non-external ___CWMatchBitmap_block_invoke
000000018fc9bd00 (__TEXT,__text) non-external ___CWMatchColors_block_invoke
000000018fc9bc1c (__TEXT,__text) non-external ___CWNewLinkProfile_block_invoke
000000018fca1da0 (__TEXT,__text) non-external ___ColorSyncLog_block_invoke
000000018fca17c4 (__TEXT,__text) non-external ___NCMGetProfileLocation_block_invoke
000000018fca1984 (__TEXT,__text) non-external ___NCWConcatColorWorld_block_invoke
000000018fc9ba38 (__TEXT,__text) non-external ___NCWNewColorWorld_block_invoke
000000018fca16e0 (__TEXT,__text) non-external ___NCWNewLinkProfile_block_invoke
000000018fc9b868 (__TEXT,__text) non-external ____CMGetProfileOfSuite_block_invoke
000000018fc9b77c (__TEXT,__text) non-external ____CMLoadProfileLutsByAVID_block_invoke
000000018fc9b6b4 (__TEXT,__text) non-external ____CMProfileGetProperty_block_invoke
000000018fc9b57c (__TEXT,__text) non-external ____CMProfileSetProperty_block_invoke
000000018fc9b220 (__TEXT,__text) non-external ____CWColorWorldGetProperty_block_invoke
000000018fc9b150 (__TEXT,__text) non-external ____CWColorWorldSetProperty_block_invoke
00000001d47a3438 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001d47a40b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001d47a3778 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00000001d47a3798 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00000001d47a3498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00000001d47a37b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.111
00000001d47a37d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.115
00000001d47a37f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00000001d47a3818 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.123
00000001d47a3838 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.127
00000001d47a3858 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.131
00000001d47a3878 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00000001d47a3898 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00000001d47a38b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.143
00000001d47a38d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00000001d47a34b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00000001d47a38f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.151
00000001d47a3918 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.155
00000001d47a3938 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.159
00000001d47a3958 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.163
00000001d47a3978 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00000001d47a3998 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00000001d47a39b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.175
00000001d47a39d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.179
00000001d47a39f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.183
00000001d47a3a18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.187
00000001d47a34d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00000001d47a3a38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.191
00000001d47a3a58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
00000001d47a3a78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.199
00000001d47a3a98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.203
00000001d47a3ab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.207
00000001d47a3ad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.211
00000001d47a3af8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.215
00000001d47a3b18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.219
00000001d47a3b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.223
00000001d47a3b58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.227
00000001d47a34f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00000001d47a3b78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.231
00000001d47a3b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.235
00000001d47a3bb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.239
00000001d47a3bd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.243
00000001d47a3bf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.247
00000001d47a3c18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.251
00000001d47a3c38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.255
00000001d47a3c58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.259
00000001d47a3c78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.263
00000001d47a3c98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.267
00000001d47a3518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00000001d47a3cb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.271
00000001d47a3cd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.275
00000001d47a3cf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.279
00000001d47a3d18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.283
00000001d47a3d38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.287
00000001d47a3d58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.291
00000001d47a3d78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.295
00000001d47a3d98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.299
00000001d47a3458 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001d47a3db8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.303
00000001d47a3dd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.307
00000001d47a3538 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00000001d47a3df8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.311
00000001d47a3e18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.315
00000001d47a3e38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.319
00000001d47a3e58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.323
00000001d47a3e78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.327
00000001d47a3e98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.331
00000001d47a3eb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.335
00000001d47a3ed8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.339
00000001d47a3ef8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.343
00000001d47a3f18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.347
00000001d47a3558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00000001d47a3f38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.351
00000001d47a3f58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.355
00000001d47a3f78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.359
00000001d47a3f98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.363
00000001d47a3fb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.367
00000001d47a3fd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.371
00000001d47a3ff8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.375
00000001d47a4018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.379
00000001d47a4038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.383
00000001d47a4058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.387
00000001d47a3578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00000001d47a4078 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.391
00000001d47a4098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.395
00000001d47a3598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00000001d47a35b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00000001d47a35d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001d47a35f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001d47a3618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00000001d47a3638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00000001d47a3658 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001d47a3478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00000001d47a3678 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00000001d47a3698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001d47a36b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00000001d47a36d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001d47a36f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001d47a3718 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001d47a3738 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001d47a3758 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001dde34300 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dde34f80 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dde34620 (__AUTH_CONST,__const) non-external ___block_literal_global.101
00000001dde34640 (__AUTH_CONST,__const) non-external ___block_literal_global.105
00000001dde34660 (__AUTH_CONST,__const) non-external ___block_literal_global.109
00000001dde34680 (__AUTH_CONST,__const) non-external ___block_literal_global.113
00000001dde346a0 (__AUTH_CONST,__const) non-external ___block_literal_global.117
00000001dde346c0 (__AUTH_CONST,__const) non-external ___block_literal_global.121
00000001dde346e0 (__AUTH_CONST,__const) non-external ___block_literal_global.125
00000001dde34700 (__AUTH_CONST,__const) non-external ___block_literal_global.129
00000001dde34360 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001dde34720 (__AUTH_CONST,__const) non-external ___block_literal_global.133
00000001dde34740 (__AUTH_CONST,__const) non-external ___block_literal_global.137
00000001dde34760 (__AUTH_CONST,__const) non-external ___block_literal_global.141
00000001dde34780 (__AUTH_CONST,__const) non-external ___block_literal_global.145
00000001dde347a0 (__AUTH_CONST,__const) non-external ___block_literal_global.149
00000001dde347c0 (__AUTH_CONST,__const) non-external ___block_literal_global.153
00000001dde347e0 (__AUTH_CONST,__const) non-external ___block_literal_global.157
00000001dde34800 (__AUTH_CONST,__const) non-external ___block_literal_global.161
00000001dde34820 (__AUTH_CONST,__const) non-external ___block_literal_global.165
00000001dde34840 (__AUTH_CONST,__const) non-external ___block_literal_global.169
00000001dde34380 (__AUTH_CONST,__const) non-external ___block_literal_global.17
00000001dde34860 (__AUTH_CONST,__const) non-external ___block_literal_global.173
00000001dde34880 (__AUTH_CONST,__const) non-external ___block_literal_global.177
00000001dde348a0 (__AUTH_CONST,__const) non-external ___block_literal_global.181
00000001dde348c0 (__AUTH_CONST,__const) non-external ___block_literal_global.185
00000001dde348e0 (__AUTH_CONST,__const) non-external ___block_literal_global.189
00000001dde34900 (__AUTH_CONST,__const) non-external ___block_literal_global.193
00000001dde34920 (__AUTH_CONST,__const) non-external ___block_literal_global.197
00000001dde34940 (__AUTH_CONST,__const) non-external ___block_literal_global.201
00000001dde34960 (__AUTH_CONST,__const) non-external ___block_literal_global.205
00000001dde34980 (__AUTH_CONST,__const) non-external ___block_literal_global.209
00000001dde343a0 (__AUTH_CONST,__const) non-external ___block_literal_global.21
00000001dde349a0 (__AUTH_CONST,__const) non-external ___block_literal_global.213
00000001dde349c0 (__AUTH_CONST,__const) non-external ___block_literal_global.217
00000001dde349e0 (__AUTH_CONST,__const) non-external ___block_literal_global.221
00000001dde34a00 (__AUTH_CONST,__const) non-external ___block_literal_global.225
00000001dde34a20 (__AUTH_CONST,__const) non-external ___block_literal_global.229
00000001dde34a40 (__AUTH_CONST,__const) non-external ___block_literal_global.233
00000001dde34a60 (__AUTH_CONST,__const) non-external ___block_literal_global.237
00000001dde34a80 (__AUTH_CONST,__const) non-external ___block_literal_global.241
00000001dde34aa0 (__AUTH_CONST,__const) non-external ___block_literal_global.245
00000001dde34ac0 (__AUTH_CONST,__const) non-external ___block_literal_global.249
00000001dde343c0 (__AUTH_CONST,__const) non-external ___block_literal_global.25
00000001dde34ae0 (__AUTH_CONST,__const) non-external ___block_literal_global.253
00000001dde34b00 (__AUTH_CONST,__const) non-external ___block_literal_global.257
00000001dde34b20 (__AUTH_CONST,__const) non-external ___block_literal_global.261
00000001dde34b40 (__AUTH_CONST,__const) non-external ___block_literal_global.265
00000001dde34b60 (__AUTH_CONST,__const) non-external ___block_literal_global.269
00000001dde34b80 (__AUTH_CONST,__const) non-external ___block_literal_global.273
00000001dde34ba0 (__AUTH_CONST,__const) non-external ___block_literal_global.277
00000001dde34bc0 (__AUTH_CONST,__const) non-external ___block_literal_global.281
00000001dde34be0 (__AUTH_CONST,__const) non-external ___block_literal_global.285
00000001dde34c00 (__AUTH_CONST,__const) non-external ___block_literal_global.289
00000001dde343e0 (__AUTH_CONST,__const) non-external ___block_literal_global.29
00000001dde34c20 (__AUTH_CONST,__const) non-external ___block_literal_global.293
00000001dde34c40 (__AUTH_CONST,__const) non-external ___block_literal_global.297
00000001dde34c60 (__AUTH_CONST,__const) non-external ___block_literal_global.301
00000001dde34c80 (__AUTH_CONST,__const) non-external ___block_literal_global.305
00000001dde34ca0 (__AUTH_CONST,__const) non-external ___block_literal_global.309
00000001dde34cc0 (__AUTH_CONST,__const) non-external ___block_literal_global.313
00000001dde34ce0 (__AUTH_CONST,__const) non-external ___block_literal_global.317
00000001dde34d00 (__AUTH_CONST,__const) non-external ___block_literal_global.321
00000001dde34d20 (__AUTH_CONST,__const) non-external ___block_literal_global.325
00000001dde34d40 (__AUTH_CONST,__const) non-external ___block_literal_global.329
00000001dde34400 (__AUTH_CONST,__const) non-external ___block_literal_global.33
00000001dde34d60 (__AUTH_CONST,__const) non-external ___block_literal_global.333
00000001dde34d80 (__AUTH_CONST,__const) non-external ___block_literal_global.337
00000001dde34da0 (__AUTH_CONST,__const) non-external ___block_literal_global.341
00000001dde34dc0 (__AUTH_CONST,__const) non-external ___block_literal_global.345
00000001dde34de0 (__AUTH_CONST,__const) non-external ___block_literal_global.349
00000001dde34e00 (__AUTH_CONST,__const) non-external ___block_literal_global.353
00000001dde34e20 (__AUTH_CONST,__const) non-external ___block_literal_global.357
00000001dde34e40 (__AUTH_CONST,__const) non-external ___block_literal_global.361
00000001dde34e60 (__AUTH_CONST,__const) non-external ___block_literal_global.365
00000001dde34e80 (__AUTH_CONST,__const) non-external ___block_literal_global.369
00000001dde34420 (__AUTH_CONST,__const) non-external ___block_literal_global.37
00000001dde34ea0 (__AUTH_CONST,__const) non-external ___block_literal_global.373
00000001dde34ec0 (__AUTH_CONST,__const) non-external ___block_literal_global.377
00000001dde34ee0 (__AUTH_CONST,__const) non-external ___block_literal_global.381
00000001dde34f00 (__AUTH_CONST,__const) non-external ___block_literal_global.385
00000001dde34f20 (__AUTH_CONST,__const) non-external ___block_literal_global.389
00000001dde34f40 (__AUTH_CONST,__const) non-external ___block_literal_global.393
00000001dde34f60 (__AUTH_CONST,__const) non-external ___block_literal_global.397
00000001dde34440 (__AUTH_CONST,__const) non-external ___block_literal_global.41
00000001dde34460 (__AUTH_CONST,__const) non-external ___block_literal_global.45
00000001dde34480 (__AUTH_CONST,__const) non-external ___block_literal_global.49
00000001dde34320 (__AUTH_CONST,__const) non-external ___block_literal_global.5
00000001dde344a0 (__AUTH_CONST,__const) non-external ___block_literal_global.53
00000001dde344c0 (__AUTH_CONST,__const) non-external ___block_literal_global.57
00000001dde344e0 (__AUTH_CONST,__const) non-external ___block_literal_global.61
00000001dde34500 (__AUTH_CONST,__const) non-external ___block_literal_global.65
00000001dde34520 (__AUTH_CONST,__const) non-external ___block_literal_global.69
00000001dde34540 (__AUTH_CONST,__const) non-external ___block_literal_global.73
00000001dde34560 (__AUTH_CONST,__const) non-external ___block_literal_global.77
00000001dde34580 (__AUTH_CONST,__const) non-external ___block_literal_global.81
00000001dde345a0 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001dde345c0 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001dde34340 (__AUTH_CONST,__const) non-external ___block_literal_global.9
00000001dde345e0 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001dde34600 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___sprintf_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _fclose (from libSystem)
00000001d945cf78 (__DATA,__bss) non-external _fetchApplicationName.aName
00000001d945d390 (__DATA,__bss) non-external _fetch_process_name.name
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBundleIdentifierKey (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
000000018fca2328 (__TEXT,__const) external _kCMIlluminantD50
000000018fca2334 (__TEXT,__const) external _kCMIlluminantD65
                 (undefined) external _localtime (from libSystem)
000000018fc9ae44 (__TEXT,__text) non-external _logLegacyCall
00000001d945c908 (__DATA,__data) non-external _logLegacyCall.logExists
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _time (from libSystem)
                 (undefined) external _vsnprintf_l (from libSystem)
