00000001e829ef10 (__TEXT,__text) external _CGLGetCurrentContext
00000001e829d004 (__TEXT,__text) external _glGetQueryivARB
00000001e8299c5c (__TEXT,__text) external _glGetRenderbufferParameteriv
00000001e829de38 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000001e829ac30 (__TEXT,__text) external _glGetSamplerParameterIiv
00000001e829ac50 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000001e829ac10 (__TEXT,__text) external _glGetSamplerParameterfv
00000001e829abf0 (__TEXT,__text) external _glGetSamplerParameteriv
00000001e82980ec (__TEXT,__text) external _glGetSeparableFilter
00000001e82998f0 (__TEXT,__text) external _glGetShaderInfoLog
00000001e829b3e8 (__TEXT,__text) external _glGetShaderPrecisionFormat
00000001e82999d4 (__TEXT,__text) external _glGetShaderSource
00000001e829d630 (__TEXT,__text) external _glGetShaderSourceARB
00000001e829988c (__TEXT,__text) external _glGetShaderiv
00000001e8296540 (__TEXT,__text) external _glGetString
00000001e829a630 (__TEXT,__text) external _glGetStringi
00000001e829b0a8 (__TEXT,__text) external _glGetSubroutineIndex
00000001e829b088 (__TEXT,__text) external _glGetSubroutineUniformLocation
00000001e829a964 (__TEXT,__text) external _glGetSynciv
00000001e8296558 (__TEXT,__text) external _glGetTexEnvfv
00000001e8296578 (__TEXT,__text) external _glGetTexEnviv
00000001e8296598 (__TEXT,__text) external _glGetTexGendv
00000001e82965b8 (__TEXT,__text) external _glGetTexGenfv
00000001e82965d8 (__TEXT,__text) external _glGetTexGeniv
00000001e82965f8 (__TEXT,__text) external _glGetTexImage
00000001e8296620 (__TEXT,__text) external _glGetTexLevelParameterfv
00000001e8296644 (__TEXT,__text) external _glGetTexLevelParameteriv
00000001e829a570 (__TEXT,__text) external _glGetTexParameterIiv
00000001e829e708 (__TEXT,__text) external _glGetTexParameterIivEXT
00000001e829a590 (__TEXT,__text) external _glGetTexParameterIuiv
00000001e829e728 (__TEXT,__text) external _glGetTexParameterIuivEXT
00000001e829e9d8 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000001e8296668 (__TEXT,__text) external _glGetTexParameterfv
00000001e8296688 (__TEXT,__text) external _glGetTexParameteriv
00000001e829a088 (__TEXT,__text) external _glGetTransformFeedbackVarying
00000001e829e18c (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000001e829a6e8 (__TEXT,__text) external _glGetUniformBlockIndex
00000001e829e21c (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000001e829a674 (__TEXT,__text) external _glGetUniformIndices
00000001e8299938 (__TEXT,__text) external _glGetUniformLocation
00000001e829d5a4 (__TEXT,__text) external _glGetUniformLocationARB
00000001e829e238 (__TEXT,__text) external _glGetUniformOffsetEXT
00000001e829b168 (__TEXT,__text) external _glGetUniformSubroutineuiv
00000001e829b068 (__TEXT,__text) external _glGetUniformdv
00000001e829998c (__TEXT,__text) external _glGetUniformfv
00000001e829d5f0 (__TEXT,__text) external _glGetUniformfvARB
00000001e82999b0 (__TEXT,__text) external _glGetUniformiv
00000001e829d610 (__TEXT,__text) external _glGetUniformivARB
00000001e829a3cc (__TEXT,__text) external _glGetUniformuiv
00000001e829e624 (__TEXT,__text) external _glGetUniformuivEXT
00000001e829a12c (__TEXT,__text) external _glGetVertexAttribIiv
00000001e829e4dc (__TEXT,__text) external _glGetVertexAttribIivEXT
00000001e829a14c (__TEXT,__text) external _glGetVertexAttribIuiv
00000001e829e4fc (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000001e829bdd8 (__TEXT,__text) external _glGetVertexAttribLdv
00000001e829947c (__TEXT,__text) external _glGetVertexAttribPointerv
00000001e829c444 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000001e829941c (__TEXT,__text) external _glGetVertexAttribdv
00000001e829c3e4 (__TEXT,__text) external _glGetVertexAttribdvARB
00000001e829943c (__TEXT,__text) external _glGetVertexAttribfv
00000001e829c404 (__TEXT,__text) external _glGetVertexAttribfvARB
00000001e829945c (__TEXT,__text) external _glGetVertexAttribiv
00000001e829c424 (__TEXT,__text) external _glGetVertexAttribivARB
00000001e82966a8 (__TEXT,__text) external _glHint
00000001e829823c (__TEXT,__text) external _glHistogram
00000001e82966c4 (__TEXT,__text) external _glIndexMask
00000001e82966dc (__TEXT,__text) external _glIndexPointer
00000001e82966fc (__TEXT,__text) external _glIndexd
00000001e8296710 (__TEXT,__text) external _glIndexdv
00000001e8296728 (__TEXT,__text) external _glIndexf
00000001e829673c (__TEXT,__text) external _glIndexfv
00000001e8296754 (__TEXT,__text) external _glIndexi
00000001e829676c (__TEXT,__text) external _glIndexiv
00000001e8296784 (__TEXT,__text) external _glIndexs
00000001e829679c (__TEXT,__text) external _glIndexsv
00000001e82967b4 (__TEXT,__text) external _glIndexub
00000001e82967cc (__TEXT,__text) external _glIndexubv
00000001e82967e4 (__TEXT,__text) external _glInitNames
00000001e829e868 (__TEXT,__text) external _glInsertEventMarkerEXT
00000001e82967f8 (__TEXT,__text) external _glInterleavedArrays
00000001e8298eb8 (__TEXT,__text) external _glIsBuffer
00000001e829d0b8 (__TEXT,__text) external _glIsBufferARB
00000001e8296818 (__TEXT,__text) external _glIsEnabled
00000001e829e7a8 (__TEXT,__text) external _glIsEnabledIndexedEXT
00000001e8299fd4 (__TEXT,__text) external _glIsEnabledi
00000001e829ea48 (__TEXT,__text) external _glIsFenceAPPLE
00000001e8299c7c (__TEXT,__text) external _glIsFramebuffer
00000001e829de58 (__TEXT,__text) external _glIsFramebufferEXT
00000001e8296830 (__TEXT,__text) external _glIsList
00000001e829d860 (__TEXT,__text) external _glIsNamedStringARB
00000001e8299874 (__TEXT,__text) external _glIsProgram
00000001e829bf7c (__TEXT,__text) external _glIsProgramARB
00000001e829b54c (__TEXT,__text) external _glIsProgramPipeline
00000001e8298db8 (__TEXT,__text) external _glIsQuery
00000001e829cfb8 (__TEXT,__text) external _glIsQueryARB
00000001e8299bcc (__TEXT,__text) external _glIsRenderbuffer
00000001e829dda8 (__TEXT,__text) external _glIsRenderbufferEXT
00000001e829ab00 (__TEXT,__text) external _glIsSampler
00000001e829985c (__TEXT,__text) external _glIsShader
00000001e829a8d8 (__TEXT,__text) external _glIsSync
00000001e8296848 (__TEXT,__text) external _glIsTexture
00000001e829b238 (__TEXT,__text) external _glIsTransformFeedback
00000001e8299f1c (__TEXT,__text) external _glIsVertexArray
00000001e829eb6c (__TEXT,__text) external _glIsVertexArrayAPPLE
00000001e829e8ec (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000001e829e81c (__TEXT,__text) external _glLabelObjectEXT
00000001e829ed4c (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000001e8296860 (__TEXT,__text) external _glLightModelf
00000001e8296878 (__TEXT,__text) external _glLightModelfv
00000001e8296894 (__TEXT,__text) external _glLightModeli
00000001e82968b0 (__TEXT,__text) external _glLightModeliv
00000001e82968cc (__TEXT,__text) external _glLightf
00000001e82968e8 (__TEXT,__text) external _glLightfv
00000001e8296908 (__TEXT,__text) external _glLighti
00000001e8296928 (__TEXT,__text) external _glLightiv
00000001e8296948 (__TEXT,__text) external _glLineStipple
00000001e8296964 (__TEXT,__text) external _glLineWidth
00000001e8299598 (__TEXT,__text) external _glLinkProgram
00000001e829d280 (__TEXT,__text) external _glLinkProgramARB
00000001e8296978 (__TEXT,__text) external _glListBase
00000001e8296990 (__TEXT,__text) external _glLoadIdentity
00000001e82969a4 (__TEXT,__text) external _glLoadMatrixd
00000001e82969bc (__TEXT,__text) external _glLoadMatrixf
00000001e82969d4 (__TEXT,__text) external _glLoadName
00000001e8298670 (__TEXT,__text) external _glLoadTransposeMatrixd
00000001e829cb5c (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000001e8298688 (__TEXT,__text) external _glLoadTransposeMatrixf
00000001e829cb74 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000001e829d968 (__TEXT,__text) external _glLockArraysEXT
00000001e82969ec (__TEXT,__text) external _glLogicOp
00000001e8296a04 (__TEXT,__text) external _glMap1d
00000001e8296a28 (__TEXT,__text) external _glMap1f
00000001e8296a4c (__TEXT,__text) external _glMap2d
00000001e8296a78 (__TEXT,__text) external _glMap2f
00000001e8298f3c (__TEXT,__text) external _glMapBuffer
00000001e829d13c (__TEXT,__text) external _glMapBufferARB
00000001e8299e88 (__TEXT,__text) external _glMapBufferRange
00000001e8296aa4 (__TEXT,__text) external _glMapGrid1d
00000001e8296abc (__TEXT,__text) external _glMapGrid1f
00000001e8296ad4 (__TEXT,__text) external _glMapGrid2d
00000001e8296af0 (__TEXT,__text) external _glMapGrid2f
00000001e829e908 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000001e829e930 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000001e829e958 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000001e829e988 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000001e8296b0c (__TEXT,__text) external _glMaterialf
00000001e8296b28 (__TEXT,__text) external _glMaterialfv
00000001e8296b48 (__TEXT,__text) external _glMateriali
00000001e8296b68 (__TEXT,__text) external _glMaterialiv
00000001e8296b88 (__TEXT,__text) external _glMatrixMode
00000001e829b314 (__TEXT,__text) external _glMinSampleShading
00000001e829d760 (__TEXT,__text) external _glMinSampleShadingARB
00000001e8298260 (__TEXT,__text) external _glMinmax
00000001e8296ba0 (__TEXT,__text) external _glMultMatrixd
00000001e8296bb8 (__TEXT,__text) external _glMultMatrixf
00000001e82986a0 (__TEXT,__text) external _glMultTransposeMatrixd
00000001e829cb8c (__TEXT,__text) external _glMultTransposeMatrixdARB
00000001e82986b8 (__TEXT,__text) external _glMultTransposeMatrixf
00000001e829cba4 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000001e8298bac (__TEXT,__text) external _glMultiDrawArrays
00000001e829dd14 (__TEXT,__text) external _glMultiDrawArraysEXT
00000001e829ebe8 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000001e8298bd0 (__TEXT,__text) external _glMultiDrawElements
00000001e829a878 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000001e829dd38 (__TEXT,__text) external _glMultiDrawElementsEXT
00000001e829ed6c (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000001e829ed94 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000001e829ec0c (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000001e82982e0 (__TEXT,__text) external _glMultiTexCoord1d
00000001e829c7cc (__TEXT,__text) external _glMultiTexCoord1dARB
00000001e82982f8 (__TEXT,__text) external _glMultiTexCoord1dv
00000001e829c7e4 (__TEXT,__text) external _glMultiTexCoord1dvARB
00000001e8298314 (__TEXT,__text) external _glMultiTexCoord1f
00000001e829c800 (__TEXT,__text) external _glMultiTexCoord1fARB
00000001e829832c (__TEXT,__text) external _glMultiTexCoord1fv
00000001e829c818 (__TEXT,__text) external _glMultiTexCoord1fvARB
00000001e8298348 (__TEXT,__text) external _glMultiTexCoord1i
00000001e829c834 (__TEXT,__text) external _glMultiTexCoord1iARB
00000001e8298364 (__TEXT,__text) external _glMultiTexCoord1iv
00000001e829c850 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000001e8298380 (__TEXT,__text) external _glMultiTexCoord1s
00000001e829c86c (__TEXT,__text) external _glMultiTexCoord1sARB
00000001e829839c (__TEXT,__text) external _glMultiTexCoord1sv
00000001e829c888 (__TEXT,__text) external _glMultiTexCoord1svARB
00000001e82983b8 (__TEXT,__text) external _glMultiTexCoord2d
00000001e829c8a4 (__TEXT,__text) external _glMultiTexCoord2dARB
00000001e82983d0 (__TEXT,__text) external _glMultiTexCoord2dv
00000001e829c8bc (__TEXT,__text) external _glMultiTexCoord2dvARB
00000001e82983ec (__TEXT,__text) external _glMultiTexCoord2f
00000001e829c8d8 (__TEXT,__text) external _glMultiTexCoord2fARB
00000001e8298404 (__TEXT,__text) external _glMultiTexCoord2fv
00000001e829c8f0 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000001e8298420 (__TEXT,__text) external _glMultiTexCoord2i
00000001e829c90c (__TEXT,__text) external _glMultiTexCoord2iARB
00000001e8298440 (__TEXT,__text) external _glMultiTexCoord2iv
00000001e829c92c (__TEXT,__text) external _glMultiTexCoord2ivARB
00000001e829845c (__TEXT,__text) external _glMultiTexCoord2s
00000001e829c948 (__TEXT,__text) external _glMultiTexCoord2sARB
00000001e829847c (__TEXT,__text) external _glMultiTexCoord2sv
00000001e829c968 (__TEXT,__text) external _glMultiTexCoord2svARB
00000001e8298498 (__TEXT,__text) external _glMultiTexCoord3d
00000001e829c984 (__TEXT,__text) external _glMultiTexCoord3dARB
00000001e82984b0 (__TEXT,__text) external _glMultiTexCoord3dv
00000001e829c99c (__TEXT,__text) external _glMultiTexCoord3dvARB
00000001e82984cc (__TEXT,__text) external _glMultiTexCoord3f
00000001e829c9b8 (__TEXT,__text) external _glMultiTexCoord3fARB
00000001e82984e4 (__TEXT,__text) external _glMultiTexCoord3fv
00000001e829c9d0 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000001e8298500 (__TEXT,__text) external _glMultiTexCoord3i
00000001e829c9ec (__TEXT,__text) external _glMultiTexCoord3iARB
00000001e8298524 (__TEXT,__text) external _glMultiTexCoord3iv
00000001e829ca10 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000001e8298540 (__TEXT,__text) external _glMultiTexCoord3s
00000001e829ca2c (__TEXT,__text) external _glMultiTexCoord3sARB
00000001e8298564 (__TEXT,__text) external _glMultiTexCoord3sv
00000001e829ca50 (__TEXT,__text) external _glMultiTexCoord3svARB
00000001e8298580 (__TEXT,__text) external _glMultiTexCoord4d
00000001e829ca6c (__TEXT,__text) external _glMultiTexCoord4dARB
00000001e8298598 (__TEXT,__text) external _glMultiTexCoord4dv
00000001e829ca84 (__TEXT,__text) external _glMultiTexCoord4dvARB
00000001e82985b4 (__TEXT,__text) external _glMultiTexCoord4f
00000001e829caa0 (__TEXT,__text) external _glMultiTexCoord4fARB
00000001e82985cc (__TEXT,__text) external _glMultiTexCoord4fv
00000001e829cab8 (__TEXT,__text) external _glMultiTexCoord4fvARB
00000001e82985e8 (__TEXT,__text) external _glMultiTexCoord4i
00000001e829cad4 (__TEXT,__text) external _glMultiTexCoord4iARB
00000001e8298610 (__TEXT,__text) external _glMultiTexCoord4iv
00000001e829cafc (__TEXT,__text) external _glMultiTexCoord4ivARB
00000001e829862c (__TEXT,__text) external _glMultiTexCoord4s
00000001e829cb18 (__TEXT,__text) external _glMultiTexCoord4sARB
00000001e8298654 (__TEXT,__text) external _glMultiTexCoord4sv
00000001e829cb40 (__TEXT,__text) external _glMultiTexCoord4svARB
00000001e829d7f8 (__TEXT,__text) external _glNamedStringARB
00000001e8296bd0 (__TEXT,__text) external _glNewList
00000001e8296bec (__TEXT,__text) external _glNormal3b
00000001e8296c0c (__TEXT,__text) external _glNormal3bv
00000001e8296c24 (__TEXT,__text) external _glNormal3d
00000001e8296c38 (__TEXT,__text) external _glNormal3dv
00000001e8296c50 (__TEXT,__text) external _glNormal3f
00000001e8296c64 (__TEXT,__text) external _glNormal3fv
00000001e8296c7c (__TEXT,__text) external _glNormal3i
00000001e8296c9c (__TEXT,__text) external _glNormal3iv
00000001e8296cb4 (__TEXT,__text) external _glNormal3s
00000001e8296cd4 (__TEXT,__text) external _glNormal3sv
00000001e8296cec (__TEXT,__text) external _glNormalPointer
00000001e829ecb4 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000001e829ecd4 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000001e8296d0c (__TEXT,__text) external _glOrtho
00000001e829ee24 (__TEXT,__text) external _glPNTrianglesfATI
00000001e829ee2c (__TEXT,__text) external _glPNTrianglesfATIX
00000001e829ee20 (__TEXT,__text) external _glPNTrianglesiATI
00000001e829ee28 (__TEXT,__text) external _glPNTrianglesiATIX
00000001e8296d20 (__TEXT,__text) external _glPassThrough
00000001e829b1c8 (__TEXT,__text) external _glPatchParameterfv
00000001e829b1ac (__TEXT,__text) external _glPatchParameteri
00000001e829b250 (__TEXT,__text) external _glPauseTransformFeedback
00000001e8296d34 (__TEXT,__text) external _glPixelMapfv
00000001e8296d54 (__TEXT,__text) external _glPixelMapuiv
00000001e8296d74 (__TEXT,__text) external _glPixelMapusv
00000001e8296d94 (__TEXT,__text) external _glPixelStoref
00000001e8296dac (__TEXT,__text) external _glPixelStorei
00000001e8296dc8 (__TEXT,__text) external _glPixelTransferf
00000001e8296de0 (__TEXT,__text) external _glPixelTransferi
00000001e8296dfc (__TEXT,__text) external _glPixelZoom
00000001e8298b1c (__TEXT,__text) external _glPointParameterf
00000001e829cdc4 (__TEXT,__text) external _glPointParameterfARB
00000001e8298b34 (__TEXT,__text) external _glPointParameterfv
00000001e829cddc (__TEXT,__text) external _glPointParameterfvARB
00000001e8298b50 (__TEXT,__text) external _glPointParameteri
00000001e829ee60 (__TEXT,__text) external _glPointParameteriNV
00000001e8298b6c (__TEXT,__text) external _glPointParameteriv
00000001e829ee7c (__TEXT,__text) external _glPointParameterivNV
00000001e8296e10 (__TEXT,__text) external _glPointSize
00000001e829ed18 (__TEXT,__text) external _glPointSizePointerAPPLE
00000001e8296e24 (__TEXT,__text) external _glPolygonMode
00000001e8296e40 (__TEXT,__text) external _glPolygonOffset
00000001e8296e54 (__TEXT,__text) external _glPolygonStipple
00000001e8296e6c (__TEXT,__text) external _glPopAttrib
00000001e8296e80 (__TEXT,__text) external _glPopClientAttrib
00000001e829e8a0 (__TEXT,__text) external _glPopGroupMarkerEXT
00000001e8296e94 (__TEXT,__text) external _glPopMatrix
00000001e8296ea8 (__TEXT,__text) external _glPopName
00000001e829a7dc (__TEXT,__text) external _glPrimitiveRestartIndex
00000001e8296ebc (__TEXT,__text) external _glPrioritizeTextures
00000001e829b45c (__TEXT,__text) external _glProgramBinary
00000001e829c464 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000001e829c480 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000001e829c4a0 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000001e829c4bc (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000001e829c554 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000001e829c4dc (__TEXT,__text) external _glProgramLocalParameter4dARB
00000001e829c4f8 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000001e829c518 (__TEXT,__text) external _glProgramLocalParameter4fARB
00000001e829c534 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000001e829c578 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000001e829b480 (__TEXT,__text) external _glProgramParameteri
00000001e829e03c (__TEXT,__text) external _glProgramParameteriEXT
00000001e829c61c (__TEXT,__text) external _glProgramStringARB
00000001e829ba78 (__TEXT,__text) external _glProgramUniform1d
00000001e829bae8 (__TEXT,__text) external _glProgramUniform1dv
00000001e829b658 (__TEXT,__text) external _glProgramUniform1f
00000001e829b758 (__TEXT,__text) external _glProgramUniform1fv
00000001e829b5c0 (__TEXT,__text) external _glProgramUniform1i
00000001e829b6c8 (__TEXT,__text) external _glProgramUniform1iv
00000001e829b860 (__TEXT,__text) external _glProgramUniform1ui
00000001e829b8f8 (__TEXT,__text) external _glProgramUniform1uiv
00000001e829ba94 (__TEXT,__text) external _glProgramUniform2d
00000001e829bb0c (__TEXT,__text) external _glProgramUniform2dv
00000001e829b674 (__TEXT,__text) external _glProgramUniform2f
00000001e829b77c (__TEXT,__text) external _glProgramUniform2fv
00000001e829b5e0 (__TEXT,__text) external _glProgramUniform2i
00000001e829b6ec (__TEXT,__text) external _glProgramUniform2iv
00000001e829b880 (__TEXT,__text) external _glProgramUniform2ui
00000001e829b91c (__TEXT,__text) external _glProgramUniform2uiv
00000001e829bab0 (__TEXT,__text) external _glProgramUniform3d
00000001e829bb30 (__TEXT,__text) external _glProgramUniform3dv
00000001e829b690 (__TEXT,__text) external _glProgramUniform3f
00000001e829b7a0 (__TEXT,__text) external _glProgramUniform3fv
00000001e829b604 (__TEXT,__text) external _glProgramUniform3i
00000001e829b710 (__TEXT,__text) external _glProgramUniform3iv
00000001e829b8a4 (__TEXT,__text) external _glProgramUniform3ui
00000001e829b940 (__TEXT,__text) external _glProgramUniform3uiv
00000001e829bacc (__TEXT,__text) external _glProgramUniform4d
00000001e829bb54 (__TEXT,__text) external _glProgramUniform4dv
00000001e829b6ac (__TEXT,__text) external _glProgramUniform4f
00000001e829b7c4 (__TEXT,__text) external _glProgramUniform4fv
00000001e829b62c (__TEXT,__text) external _glProgramUniform4i
00000001e829b734 (__TEXT,__text) external _glProgramUniform4iv
00000001e829b8cc (__TEXT,__text) external _glProgramUniform4ui
00000001e829b964 (__TEXT,__text) external _glProgramUniform4uiv
00000001e829bb78 (__TEXT,__text) external _glProgramUniformMatrix2dv
00000001e829b7e8 (__TEXT,__text) external _glProgramUniformMatrix2fv
00000001e829bbf0 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000001e829b988 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000001e829bc40 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000001e829b9d8 (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000001e829bba0 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000001e829b810 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000001e829bc18 (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000001e829b9b0 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000001e829bc90 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000001e829ba28 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000001e829bbc8 (__TEXT,__text) external _glProgramUniformMatrix4dv
00000001e829b838 (__TEXT,__text) external _glProgramUniformMatrix4fv
00000001e829bc68 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000001e829ba00 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000001e829bcb8 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000001e829ba50 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000001e829a8a4 (__TEXT,__text) external _glProvokingVertex
00000001e829e7c4 (__TEXT,__text) external _glProvokingVertexEXT
00000001e8296edc (__TEXT,__text) external _glPushAttrib
00000001e8296ef4 (__TEXT,__text) external _glPushClientAttrib
00000001e829e884 (__TEXT,__text) external _glPushGroupMarkerEXT
00000001e8296f0c (__TEXT,__text) external _glPushMatrix
00000001e8296f20 (__TEXT,__text) external _glPushName
00000001e829ac70 (__TEXT,__text) external _glQueryCounter
00000001e8296f38 (__TEXT,__text) external _glRasterPos2d
00000001e8296f4c (__TEXT,__text) external _glRasterPos2dv
00000001e8296f64 (__TEXT,__text) external _glRasterPos2f
00000001e8296f78 (__TEXT,__text) external _glRasterPos2fv
00000001e8296f90 (__TEXT,__text) external _glRasterPos2i
00000001e8296fac (__TEXT,__text) external _glRasterPos2iv
00000001e8296fc4 (__TEXT,__text) external _glRasterPos2s
00000001e8296fe0 (__TEXT,__text) external _glRasterPos2sv
00000001e8296ff8 (__TEXT,__text) external _glRasterPos3d
00000001e829700c (__TEXT,__text) external _glRasterPos3dv
00000001e8297024 (__TEXT,__text) external _glRasterPos3f
00000001e8297038 (__TEXT,__text) external _glRasterPos3fv
00000001e8297050 (__TEXT,__text) external _glRasterPos3i
00000001e8297070 (__TEXT,__text) external _glRasterPos3iv
00000001e8297088 (__TEXT,__text) external _glRasterPos3s
00000001e82970a8 (__TEXT,__text) external _glRasterPos3sv
00000001e82970c0 (__TEXT,__text) external _glRasterPos4d
00000001e82970d4 (__TEXT,__text) external _glRasterPos4dv
00000001e82970ec (__TEXT,__text) external _glRasterPos4f
00000001e8297100 (__TEXT,__text) external _glRasterPos4fv
00000001e8297118 (__TEXT,__text) external _glRasterPos4i
00000001e829713c (__TEXT,__text) external _glRasterPos4iv
00000001e8297154 (__TEXT,__text) external _glRasterPos4s
00000001e8297178 (__TEXT,__text) external _glRasterPos4sv
00000001e8297190 (__TEXT,__text) external _glReadBuffer
00000001e82971a8 (__TEXT,__text) external _glReadPixels
00000001e82971d8 (__TEXT,__text) external _glRectd
00000001e82971ec (__TEXT,__text) external _glRectdv
00000001e8297208 (__TEXT,__text) external _glRectf
00000001e829721c (__TEXT,__text) external _glRectfv
00000001e8297238 (__TEXT,__text) external _glRecti
00000001e829725c (__TEXT,__text) external _glRectiv
00000001e8297278 (__TEXT,__text) external _glRects
00000001e829729c (__TEXT,__text) external _glRectsv
00000001e829b3ac (__TEXT,__text) external _glReleaseShaderCompiler
00000001e82972b8 (__TEXT,__text) external _glRenderMode
00000001e8299c38 (__TEXT,__text) external _glRenderbufferStorage
00000001e829de14 (__TEXT,__text) external _glRenderbufferStorageEXT
00000001e8299e38 (__TEXT,__text) external _glRenderbufferStorageMultisample
00000001e829e014 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000001e8298280 (__TEXT,__text) external _glResetHistogram
00000001e8298298 (__TEXT,__text) external _glResetMinmax
00000001e829b264 (__TEXT,__text) external _glResumeTransformFeedback
00000001e82972d0 (__TEXT,__text) external _glRotated
00000001e82972e4 (__TEXT,__text) external _glRotatef
00000001e82988c0 (__TEXT,__text) external _glSampleCoverage
00000001e829cdac (__TEXT,__text) external _glSampleCoverageARB
00000001e829aa08 (__TEXT,__text) external _glSampleMaski
00000001e829eeec (__TEXT,__text) external _glSamplePass
00000001e829eee8 (__TEXT,__text) external _glSamplePassARB
00000001e829abb0 (__TEXT,__text) external _glSamplerParameterIiv
00000001e829abd0 (__TEXT,__text) external _glSamplerParameterIuiv
00000001e829ab74 (__TEXT,__text) external _glSamplerParameterf
00000001e829ab90 (__TEXT,__text) external _glSamplerParameterfv
00000001e829ab34 (__TEXT,__text) external _glSamplerParameteri
00000001e829ab54 (__TEXT,__text) external _glSamplerParameteriv
00000001e82972f8 (__TEXT,__text) external _glScaled
00000001e829730c (__TEXT,__text) external _glScalef
00000001e8297320 (__TEXT,__text) external _glScissor
00000001e829be4c (__TEXT,__text) external _glScissorArrayv
00000001e829be6c (__TEXT,__text) external _glScissorIndexed
00000001e829be94 (__TEXT,__text) external _glScissorIndexedv
00000001e8298950 (__TEXT,__text) external _glSecondaryColor3b
00000001e829da80 (__TEXT,__text) external _glSecondaryColor3bEXT
00000001e8298970 (__TEXT,__text) external _glSecondaryColor3bv
00000001e829daa0 (__TEXT,__text) external _glSecondaryColor3bvEXT
00000001e8298988 (__TEXT,__text) external _glSecondaryColor3d
00000001e829dab8 (__TEXT,__text) external _glSecondaryColor3dEXT
00000001e829899c (__TEXT,__text) external _glSecondaryColor3dv
00000001e829dacc (__TEXT,__text) external _glSecondaryColor3dvEXT
00000001e82989b4 (__TEXT,__text) external _glSecondaryColor3f
00000001e829dae4 (__TEXT,__text) external _glSecondaryColor3fEXT
00000001e82989c8 (__TEXT,__text) external _glSecondaryColor3fv
00000001e829daf8 (__TEXT,__text) external _glSecondaryColor3fvEXT
00000001e82989e0 (__TEXT,__text) external _glSecondaryColor3i
00000001e829db10 (__TEXT,__text) external _glSecondaryColor3iEXT
00000001e8298a00 (__TEXT,__text) external _glSecondaryColor3iv
00000001e829db30 (__TEXT,__text) external _glSecondaryColor3ivEXT
00000001e8298a18 (__TEXT,__text) external _glSecondaryColor3s
00000001e829db48 (__TEXT,__text) external _glSecondaryColor3sEXT
00000001e8298a38 (__TEXT,__text) external _glSecondaryColor3sv
00000001e829db68 (__TEXT,__text) external _glSecondaryColor3svEXT
00000001e8298a50 (__TEXT,__text) external _glSecondaryColor3ub
00000001e829db80 (__TEXT,__text) external _glSecondaryColor3ubEXT
