00007ffb0ba255c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb0ba1c163 (__TEXT,__text) external _glGetMaterialfv
00007ffb0ba1c185 (__TEXT,__text) external _glGetMaterialiv
00007ffb0ba1e19b (__TEXT,__text) external _glGetMinmax
00007ffb0ba1e1c2 (__TEXT,__text) external _glGetMinmaxParameterfv
00007ffb0ba1e1e4 (__TEXT,__text) external _glGetMinmaxParameteriv
00007ffb0ba20c21 (__TEXT,__text) external _glGetMultisamplefv
00007ffb0ba23d84 (__TEXT,__text) external _glGetNamedStringARB
00007ffb0ba23dac (__TEXT,__text) external _glGetNamedStringivARB
00007ffb0ba24e58 (__TEXT,__text) external _glGetObjectLabelEXT
00007ffb0ba239ef (__TEXT,__text) external _glGetObjectParameterfvARB
00007ffb0ba25368 (__TEXT,__text) external _glGetObjectParameterivAPPLE
00007ffb0ba23a12 (__TEXT,__text) external _glGetObjectParameterivARB
00007ffb0ba1c1a7 (__TEXT,__text) external _glGetPixelMapfv
00007ffb0ba1c1c6 (__TEXT,__text) external _glGetPixelMapuiv
00007ffb0ba1c1e5 (__TEXT,__text) external _glGetPixelMapusv
00007ffb0ba1c204 (__TEXT,__text) external _glGetPointerv
00007ffb0ba1c223 (__TEXT,__text) external _glGetPolygonStipple
00007ffb0ba2170b (__TEXT,__text) external _glGetProgramBinary
00007ffb0ba2296b (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffb0ba2298d (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffb0ba1fa70 (__TEXT,__text) external _glGetProgramInfoLog
00007ffb0ba229af (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffb0ba229d1 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffb0ba2188e (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffb0ba21850 (__TEXT,__text) external _glGetProgramPipelineiv
00007ffb0ba21429 (__TEXT,__text) external _glGetProgramStageiv
00007ffb0ba22a17 (__TEXT,__text) external _glGetProgramStringARB
00007ffb0ba1fa04 (__TEXT,__text) external _glGetProgramiv
00007ffb0ba22a39 (__TEXT,__text) external _glGetProgramivARB
00007ffb0ba215ae (__TEXT,__text) external _glGetQueryIndexediv
00007ffb0ba20ef1 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffb0ba24df0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffb0ba1eebc (__TEXT,__text) external _glGetQueryObjectiv
00007ffb0ba23487 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffb0ba20f13 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffb0ba24e12 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffb0ba1eede (__TEXT,__text) external _glGetQueryObjectuiv
00007ffb0ba234a9 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffb0ba1ee9a (__TEXT,__text) external _glGetQueryiv
00007ffb0ba23465 (__TEXT,__text) external _glGetQueryivARB
00007ffb0ba1fdce (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffb0ba243de (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffb0ba20e8f (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffb0ba20eb1 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffb0ba20e6d (__TEXT,__text) external _glGetSamplerParameterfv
00007ffb0ba20e4b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffb0ba1e0bf (__TEXT,__text) external _glGetSeparableFilter
00007ffb0ba1fa4b (__TEXT,__text) external _glGetShaderInfoLog
00007ffb0ba216b2 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffb0ba1fb34 (__TEXT,__text) external _glGetShaderSource
00007ffb0ba23b18 (__TEXT,__text) external _glGetShaderSourceARB
00007ffb0ba1f9e2 (__TEXT,__text) external _glGetShaderiv
00007ffb0ba1c240 (__TEXT,__text) external _glGetString
00007ffb0ba20828 (__TEXT,__text) external _glGetStringi
00007ffb0ba21334 (__TEXT,__text) external _glGetSubroutineIndex
00007ffb0ba21312 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffb0ba20b91 (__TEXT,__text) external _glGetSynciv
00007ffb0ba1c25c (__TEXT,__text) external _glGetTexEnvfv
00007ffb0ba1c27e (__TEXT,__text) external _glGetTexEnviv
00007ffb0ba1c2a0 (__TEXT,__text) external _glGetTexGendv
00007ffb0ba1c2c2 (__TEXT,__text) external _glGetTexGenfv
00007ffb0ba1c2e4 (__TEXT,__text) external _glGetTexGeniv
00007ffb0ba1c306 (__TEXT,__text) external _glGetTexImage
00007ffb0ba1c32d (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffb0ba1c351 (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffb0ba2075d (__TEXT,__text) external _glGetTexParameterIiv
00007ffb0ba24d0f (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffb0ba2077f (__TEXT,__text) external _glGetTexParameterIuiv
00007ffb0ba24d31 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffb0ba24ffe (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffb0ba1c375 (__TEXT,__text) external _glGetTexParameterfv
00007ffb0ba1c397 (__TEXT,__text) external _glGetTexParameteriv
00007ffb0ba2022e (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffb0ba2474a (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffb0ba208e2 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffb0ba247df (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffb0ba2086e (__TEXT,__text) external _glGetUniformIndices
00007ffb0ba1fa95 (__TEXT,__text) external _glGetUniformLocation
00007ffb0ba23a81 (__TEXT,__text) external _glGetUniformLocationARB
00007ffb0ba247fd (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffb0ba21407 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffb0ba212f0 (__TEXT,__text) external _glGetUniformdv
00007ffb0ba1faea (__TEXT,__text) external _glGetUniformfv
00007ffb0ba23ad2 (__TEXT,__text) external _glGetUniformfvARB
00007ffb0ba1fb0f (__TEXT,__text) external _glGetUniformiv
00007ffb0ba23af5 (__TEXT,__text) external _glGetUniformivARB
00007ffb0ba205a4 (__TEXT,__text) external _glGetUniformuiv
00007ffb0ba24c20 (__TEXT,__text) external _glGetUniformuivEXT
00007ffb0ba202d8 (__TEXT,__text) external _glGetVertexAttribIiv
00007ffb0ba24aca (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffb0ba202fa (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffb0ba24aec (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffb0ba220f4 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffb0ba1f5b3 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffb0ba22801 (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffb0ba1f54d (__TEXT,__text) external _glGetVertexAttribdv
00007ffb0ba2279b (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffb0ba1f56f (__TEXT,__text) external _glGetVertexAttribfv
00007ffb0ba227bd (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffb0ba1f591 (__TEXT,__text) external _glGetVertexAttribiv
00007ffb0ba227df (__TEXT,__text) external _glGetVertexAttribivARB
00007ffb0ba1c3b9 (__TEXT,__text) external _glHint
00007ffb0ba1e206 (__TEXT,__text) external _glHistogram
00007ffb0ba1c3d7 (__TEXT,__text) external _glIndexMask
00007ffb0ba1c3f3 (__TEXT,__text) external _glIndexPointer
00007ffb0ba1c415 (__TEXT,__text) external _glIndexd
00007ffb0ba1c42f (__TEXT,__text) external _glIndexdv
00007ffb0ba1c44c (__TEXT,__text) external _glIndexf
00007ffb0ba1c466 (__TEXT,__text) external _glIndexfv
00007ffb0ba1c483 (__TEXT,__text) external _glIndexi
00007ffb0ba1c49f (__TEXT,__text) external _glIndexiv
00007ffb0ba1c4bc (__TEXT,__text) external _glIndexs
00007ffb0ba1c4d8 (__TEXT,__text) external _glIndexsv
00007ffb0ba1c4f5 (__TEXT,__text) external _glIndexub
00007ffb0ba1c511 (__TEXT,__text) external _glIndexubv
00007ffb0ba1c52e (__TEXT,__text) external _glInitNames
00007ffb0ba24e7f (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffb0ba1c545 (__TEXT,__text) external _glInterleavedArrays
00007ffb0ba1ef5c (__TEXT,__text) external _glIsBuffer
00007ffb0ba23527 (__TEXT,__text) external _glIsBufferARB
00007ffb0ba1c567 (__TEXT,__text) external _glIsEnabled
00007ffb0ba24db6 (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffb0ba20170 (__TEXT,__text) external _glIsEnabledi
00007ffb0ba2507a (__TEXT,__text) external _glIsFenceAPPLE
00007ffb0ba1fdf0 (__TEXT,__text) external _glIsFramebuffer
00007ffb0ba24400 (__TEXT,__text) external _glIsFramebufferEXT
00007ffb0ba1c583 (__TEXT,__text) external _glIsList
00007ffb0ba23d65 (__TEXT,__text) external _glIsNamedStringARB
00007ffb0ba1f9c6 (__TEXT,__text) external _glIsProgram
00007ffb0ba222b9 (__TEXT,__text) external _glIsProgramARB
00007ffb0ba21834 (__TEXT,__text) external _glIsProgramPipeline
00007ffb0ba1ee44 (__TEXT,__text) external _glIsQuery
00007ffb0ba2340f (__TEXT,__text) external _glIsQueryARB
00007ffb0ba1fd32 (__TEXT,__text) external _glIsRenderbuffer
00007ffb0ba24342 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffb0ba20d4a (__TEXT,__text) external _glIsSampler
00007ffb0ba1f9aa (__TEXT,__text) external _glIsShader
00007ffb0ba20af2 (__TEXT,__text) external _glIsSync
00007ffb0ba1c59f (__TEXT,__text) external _glIsTexture
00007ffb0ba214e6 (__TEXT,__text) external _glIsTransformFeedback
00007ffb0ba200ad (__TEXT,__text) external _glIsVertexArray
00007ffb0ba251c0 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffb0ba24f10 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffb0ba24e34 (__TEXT,__text) external _glLabelObjectEXT
00007ffb0ba253c8 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffb0ba1c5bb (__TEXT,__text) external _glLightModelf
00007ffb0ba1c5d7 (__TEXT,__text) external _glLightModelfv
00007ffb0ba1c5f6 (__TEXT,__text) external _glLightModeli
00007ffb0ba1c614 (__TEXT,__text) external _glLightModeliv
00007ffb0ba1c633 (__TEXT,__text) external _glLightf
00007ffb0ba1c651 (__TEXT,__text) external _glLightfv
00007ffb0ba1c673 (__TEXT,__text) external _glLighti
00007ffb0ba1c694 (__TEXT,__text) external _glLightiv
00007ffb0ba1c6b6 (__TEXT,__text) external _glLineStipple
00007ffb0ba1c6d4 (__TEXT,__text) external _glLineWidth
00007ffb0ba1f6b8 (__TEXT,__text) external _glLinkProgram
00007ffb0ba23722 (__TEXT,__text) external _glLinkProgramARB
00007ffb0ba1c6ee (__TEXT,__text) external _glListBase
00007ffb0ba1c70a (__TEXT,__text) external _glLoadIdentity
00007ffb0ba1c721 (__TEXT,__text) external _glLoadMatrixd
00007ffb0ba1c73e (__TEXT,__text) external _glLoadMatrixf
00007ffb0ba1c75b (__TEXT,__text) external _glLoadName
00007ffb0ba1e69f (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffb0ba22faf (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffb0ba1e6bc (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffb0ba22fcc (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffb0ba23e77 (__TEXT,__text) external _glLockArraysEXT
00007ffb0ba1c777 (__TEXT,__text) external _glLogicOp
00007ffb0ba1c793 (__TEXT,__text) external _glMap1d
00007ffb0ba1c7b7 (__TEXT,__text) external _glMap1f
00007ffb0ba1c7db (__TEXT,__text) external _glMap2d
00007ffb0ba1c80f (__TEXT,__text) external _glMap2f
00007ffb0ba1efea (__TEXT,__text) external _glMapBuffer
00007ffb0ba235b5 (__TEXT,__text) external _glMapBufferARB
00007ffb0ba2000a (__TEXT,__text) external _glMapBufferRange
00007ffb0ba1c843 (__TEXT,__text) external _glMapGrid1d
00007ffb0ba1c85f (__TEXT,__text) external _glMapGrid1f
00007ffb0ba1c87b (__TEXT,__text) external _glMapGrid2d
00007ffb0ba1c899 (__TEXT,__text) external _glMapGrid2f
00007ffb0ba24f2e (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffb0ba24f55 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffb0ba24f7c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffb0ba24fac (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffb0ba1c8b7 (__TEXT,__text) external _glMaterialf
00007ffb0ba1c8d5 (__TEXT,__text) external _glMaterialfv
00007ffb0ba1c8f7 (__TEXT,__text) external _glMateriali
00007ffb0ba1c918 (__TEXT,__text) external _glMaterialiv
00007ffb0ba1c93a (__TEXT,__text) external _glMatrixMode
00007ffb0ba215d2 (__TEXT,__text) external _glMinSampleShading
00007ffb0ba23c58 (__TEXT,__text) external _glMinSampleShadingARB
00007ffb0ba1e22a (__TEXT,__text) external _glMinmax
00007ffb0ba1c956 (__TEXT,__text) external _glMultMatrixd
00007ffb0ba1c973 (__TEXT,__text) external _glMultMatrixf
00007ffb0ba1e6d9 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffb0ba22fe9 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffb0ba1e6f6 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffb0ba23006 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffb0ba1ebea (__TEXT,__text) external _glMultiDrawArrays
00007ffb0ba242a0 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffb0ba25243 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffb0ba1ec10 (__TEXT,__text) external _glMultiDrawElements
00007ffb0ba20a83 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffb0ba242c6 (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffb0ba253e9 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffb0ba25411 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffb0ba25269 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffb0ba1e2bb (__TEXT,__text) external _glMultiTexCoord1d
00007ffb0ba22bcb (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffb0ba1e2d7 (__TEXT,__text) external _glMultiTexCoord1dv
00007ffb0ba22be7 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffb0ba1e2f6 (__TEXT,__text) external _glMultiTexCoord1f
00007ffb0ba22c06 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffb0ba1e312 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffb0ba22c22 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffb0ba1e331 (__TEXT,__text) external _glMultiTexCoord1i
00007ffb0ba22c41 (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffb0ba1e34f (__TEXT,__text) external _glMultiTexCoord1iv
00007ffb0ba22c5f (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffb0ba1e36e (__TEXT,__text) external _glMultiTexCoord1s
00007ffb0ba22c7e (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffb0ba1e38c (__TEXT,__text) external _glMultiTexCoord1sv
00007ffb0ba22c9c (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffb0ba1e3ab (__TEXT,__text) external _glMultiTexCoord2d
00007ffb0ba22cbb (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffb0ba1e3c7 (__TEXT,__text) external _glMultiTexCoord2dv
00007ffb0ba22cd7 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffb0ba1e3e6 (__TEXT,__text) external _glMultiTexCoord2f
00007ffb0ba22cf6 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffb0ba1e402 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffb0ba22d12 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffb0ba1e421 (__TEXT,__text) external _glMultiTexCoord2i
00007ffb0ba22d31 (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffb0ba1e442 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffb0ba22d52 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffb0ba1e461 (__TEXT,__text) external _glMultiTexCoord2s
00007ffb0ba22d71 (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffb0ba1e482 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffb0ba22d92 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffb0ba1e4a1 (__TEXT,__text) external _glMultiTexCoord3d
00007ffb0ba22db1 (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffb0ba1e4bd (__TEXT,__text) external _glMultiTexCoord3dv
00007ffb0ba22dcd (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffb0ba1e4dc (__TEXT,__text) external _glMultiTexCoord3f
00007ffb0ba22dec (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffb0ba1e4f8 (__TEXT,__text) external _glMultiTexCoord3fv
00007ffb0ba22e08 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffb0ba1e517 (__TEXT,__text) external _glMultiTexCoord3i
00007ffb0ba22e27 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffb0ba1e53b (__TEXT,__text) external _glMultiTexCoord3iv
00007ffb0ba22e4b (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffb0ba1e55a (__TEXT,__text) external _glMultiTexCoord3s
00007ffb0ba22e6a (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffb0ba1e57e (__TEXT,__text) external _glMultiTexCoord3sv
00007ffb0ba22e8e (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffb0ba1e59d (__TEXT,__text) external _glMultiTexCoord4d
00007ffb0ba22ead (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffb0ba1e5b9 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffb0ba22ec9 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffb0ba1e5d8 (__TEXT,__text) external _glMultiTexCoord4f
00007ffb0ba22ee8 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffb0ba1e5f4 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffb0ba22f04 (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffb0ba1e613 (__TEXT,__text) external _glMultiTexCoord4i
00007ffb0ba22f23 (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffb0ba1e63a (__TEXT,__text) external _glMultiTexCoord4iv
00007ffb0ba22f4a (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffb0ba1e659 (__TEXT,__text) external _glMultiTexCoord4s
00007ffb0ba22f69 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffb0ba1e680 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffb0ba22f90 (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffb0ba23cf9 (__TEXT,__text) external _glNamedStringARB
00007ffb0ba1c990 (__TEXT,__text) external _glNewList
00007ffb0ba1c9ae (__TEXT,__text) external _glNormal3b
00007ffb0ba1c9cf (__TEXT,__text) external _glNormal3bv
00007ffb0ba1c9ec (__TEXT,__text) external _glNormal3d
00007ffb0ba1ca06 (__TEXT,__text) external _glNormal3dv
00007ffb0ba1ca23 (__TEXT,__text) external _glNormal3f
00007ffb0ba1ca3d (__TEXT,__text) external _glNormal3fv
00007ffb0ba1ca5a (__TEXT,__text) external _glNormal3i
00007ffb0ba1ca7b (__TEXT,__text) external _glNormal3iv
00007ffb0ba1ca98 (__TEXT,__text) external _glNormal3s
00007ffb0ba1cab9 (__TEXT,__text) external _glNormal3sv
00007ffb0ba1cad6 (__TEXT,__text) external _glNormalPointer
00007ffb0ba25326 (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffb0ba25347 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffb0ba1caf8 (__TEXT,__text) external _glOrtho
00007ffb0ba254a5 (__TEXT,__text) external _glPNTrianglesfATI
00007ffb0ba254b1 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffb0ba2549f (__TEXT,__text) external _glPNTrianglesiATI
00007ffb0ba254ab (__TEXT,__text) external _glPNTrianglesiATIX
00007ffb0ba1cb12 (__TEXT,__text) external _glPassThrough
00007ffb0ba2146b (__TEXT,__text) external _glPatchParameterfv
00007ffb0ba2144d (__TEXT,__text) external _glPatchParameteri
00007ffb0ba21502 (__TEXT,__text) external _glPauseTransformFeedback
00007ffb0ba1cb2c (__TEXT,__text) external _glPixelMapfv
00007ffb0ba1cb4e (__TEXT,__text) external _glPixelMapuiv
00007ffb0ba1cb70 (__TEXT,__text) external _glPixelMapusv
00007ffb0ba1cb92 (__TEXT,__text) external _glPixelStoref
00007ffb0ba1cbae (__TEXT,__text) external _glPixelStorei
00007ffb0ba1cbcc (__TEXT,__text) external _glPixelTransferf
00007ffb0ba1cbe8 (__TEXT,__text) external _glPixelTransferi
00007ffb0ba1cc06 (__TEXT,__text) external _glPixelZoom
00007ffb0ba1eb4e (__TEXT,__text) external _glPointParameterf
00007ffb0ba231c8 (__TEXT,__text) external _glPointParameterfARB
00007ffb0ba1eb6a (__TEXT,__text) external _glPointParameterfv
00007ffb0ba231e4 (__TEXT,__text) external _glPointParameterfvARB
00007ffb0ba1eb89 (__TEXT,__text) external _glPointParameteri
00007ffb0ba254ec (__TEXT,__text) external _glPointParameteriNV
00007ffb0ba1eba7 (__TEXT,__text) external _glPointParameteriv
00007ffb0ba2550a (__TEXT,__text) external _glPointParameterivNV
00007ffb0ba1cc20 (__TEXT,__text) external _glPointSize
00007ffb0ba2538c (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffb0ba1cc3a (__TEXT,__text) external _glPolygonMode
00007ffb0ba1cc58 (__TEXT,__text) external _glPolygonOffset
00007ffb0ba1cc72 (__TEXT,__text) external _glPolygonStipple
00007ffb0ba1cc8f (__TEXT,__text) external _glPopAttrib
00007ffb0ba1cca6 (__TEXT,__text) external _glPopClientAttrib
00007ffb0ba24ebd (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffb0ba1ccbd (__TEXT,__text) external _glPopMatrix
00007ffb0ba1ccd4 (__TEXT,__text) external _glPopName
00007ffb0ba209d9 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffb0ba1cceb (__TEXT,__text) external _glPrioritizeTextures
00007ffb0ba21733 (__TEXT,__text) external _glProgramBinary
00007ffb0ba22823 (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffb0ba22841 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffb0ba22863 (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffb0ba22881 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffb0ba22923 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffb0ba228a3 (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffb0ba228c1 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffb0ba228e3 (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffb0ba22901 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffb0ba22947 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffb0ba21758 (__TEXT,__text) external _glProgramParameteri
00007ffb0ba245f3 (__TEXT,__text) external _glProgramParameteriEXT
00007ffb0ba229f3 (__TEXT,__text) external _glProgramStringARB
00007ffb0ba21d7a (__TEXT,__text) external _glProgramUniform1d
00007ffb0ba21df2 (__TEXT,__text) external _glProgramUniform1dv
00007ffb0ba21953 (__TEXT,__text) external _glProgramUniform1f
00007ffb0ba21a5b (__TEXT,__text) external _glProgramUniform1fv
00007ffb0ba218b3 (__TEXT,__text) external _glProgramUniform1i
00007ffb0ba219cb (__TEXT,__text) external _glProgramUniform1iv
00007ffb0ba21b60 (__TEXT,__text) external _glProgramUniform1ui
00007ffb0ba21c00 (__TEXT,__text) external _glProgramUniform1uiv
00007ffb0ba21d98 (__TEXT,__text) external _glProgramUniform2d
00007ffb0ba21e16 (__TEXT,__text) external _glProgramUniform2dv
00007ffb0ba21971 (__TEXT,__text) external _glProgramUniform2f
00007ffb0ba21a7f (__TEXT,__text) external _glProgramUniform2fv
00007ffb0ba218d4 (__TEXT,__text) external _glProgramUniform2i
00007ffb0ba219ef (__TEXT,__text) external _glProgramUniform2iv
00007ffb0ba21b81 (__TEXT,__text) external _glProgramUniform2ui
00007ffb0ba21c24 (__TEXT,__text) external _glProgramUniform2uiv
00007ffb0ba21db6 (__TEXT,__text) external _glProgramUniform3d
00007ffb0ba21e3a (__TEXT,__text) external _glProgramUniform3dv
00007ffb0ba2198f (__TEXT,__text) external _glProgramUniform3f
00007ffb0ba21aa3 (__TEXT,__text) external _glProgramUniform3fv
00007ffb0ba218f8 (__TEXT,__text) external _glProgramUniform3i
00007ffb0ba21a13 (__TEXT,__text) external _glProgramUniform3iv
00007ffb0ba21ba5 (__TEXT,__text) external _glProgramUniform3ui
00007ffb0ba21c48 (__TEXT,__text) external _glProgramUniform3uiv
00007ffb0ba21dd4 (__TEXT,__text) external _glProgramUniform4d
00007ffb0ba21e5e (__TEXT,__text) external _glProgramUniform4dv
00007ffb0ba219ad (__TEXT,__text) external _glProgramUniform4f
00007ffb0ba21ac7 (__TEXT,__text) external _glProgramUniform4fv
00007ffb0ba2191f (__TEXT,__text) external _glProgramUniform4i
00007ffb0ba21a37 (__TEXT,__text) external _glProgramUniform4iv
00007ffb0ba21bcc (__TEXT,__text) external _glProgramUniform4ui
00007ffb0ba21c6c (__TEXT,__text) external _glProgramUniform4uiv
00007ffb0ba21e82 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffb0ba21aeb (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffb0ba21ef7 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffb0ba21c90 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffb0ba21f45 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffb0ba21cde (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffb0ba21ea9 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffb0ba21b12 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffb0ba21f1e (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffb0ba21cb7 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffb0ba21f93 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffb0ba21d2c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffb0ba21ed0 (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffb0ba21b39 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffb0ba21f6c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffb0ba21d05 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffb0ba21fba (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffb0ba21d53 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffb0ba20ab8 (__TEXT,__text) external _glProvokingVertex
00007ffb0ba24dd4 (__TEXT,__text) external _glProvokingVertexEXT
00007ffb0ba1cd0e (__TEXT,__text) external _glPushAttrib
00007ffb0ba1cd2a (__TEXT,__text) external _glPushClientAttrib
