00007ff80a748c5c (__TEXT,__text) non-external _CCGCMSymmInit
00007ff80a7463d7 (__TEXT,__text) external _tls_handshake_get_peer_npn_data
00007ff80a74bf33 (__TEXT,__text) external _tls_handshake_get_peer_ocsp_enabled
00007ff80a74bf4c (__TEXT,__text) external _tls_handshake_get_peer_ocsp_request_extensions
00007ff80a74bf3f (__TEXT,__text) external _tls_handshake_get_peer_ocsp_responder_id_list
00007ff80a7476ca (__TEXT,__text) external _tls_handshake_get_peer_ocsp_response
00007ff80a74bf26 (__TEXT,__text) external _tls_handshake_get_peer_psk_identity
00007ff80a74bf1e (__TEXT,__text) external _tls_handshake_get_peer_psk_identity_hint
00007ff80a74bee7 (__TEXT,__text) external _tls_handshake_get_peer_requested_ciphersuites
00007ff80a74bf72 (__TEXT,__text) external _tls_handshake_get_peer_requested_ecdh_curves
00007ff80a74bf66 (__TEXT,__text) external _tls_handshake_get_peer_sct_enabled
00007ff80a7476bd (__TEXT,__text) external _tls_handshake_get_peer_sct_list
00007ff80a7463f1 (__TEXT,__text) external _tls_handshake_get_peer_signature_algorithms
00007ff80a74bc27 (__TEXT,__text) external _tls_handshake_get_server_identity_change
00007ff80a74be62 (__TEXT,__text) external _tls_handshake_get_server_random
00007ff80a74beb4 (__TEXT,__text) external _tls_handshake_get_session_match
00007ff80a74be89 (__TEXT,__text) external _tls_handshake_get_session_proposed
00007ff80a74c07e (__TEXT,__text) external _tls_handshake_get_session_warning
00007ff80a74beda (__TEXT,__text) external _tls_handshake_get_sni_hostname
00007ff80a74bff0 (__TEXT,__text) external _tls_handshake_internal_client_random
00007ff80a74bf87 (__TEXT,__text) external _tls_handshake_internal_master_secret
00007ff80a748060 (__TEXT,__text) external _tls_handshake_internal_prf
00007ff80a74bfc1 (__TEXT,__text) external _tls_handshake_internal_server_random
00007ff80a74c01f (__TEXT,__text) external _tls_handshake_internal_set_master_secret_function
00007ff80a74c035 (__TEXT,__text) external _tls_handshake_internal_set_session_ticket
00007ff80a741667 (__TEXT,__text) external _tls_handshake_negotiate
00007ff80a745039 (__TEXT,__text) external _tls_handshake_process
00007ff80a74bd9a (__TEXT,__text) external _tls_handshake_request_renegotiation
00007ff80a74bdf0 (__TEXT,__text) external _tls_handshake_retransmit_timer_expired
00007ff80a74bdfa (__TEXT,__text) external _tls_handshake_send_alert
00007ff80a74bad7 (__TEXT,__text) external _tls_handshake_set_acceptable_client_auth_type
00007ff80a74bab6 (__TEXT,__text) external _tls_handshake_set_acceptable_dn_list
00007ff80a74bbdc (__TEXT,__text) external _tls_handshake_set_alpn_data
00007ff80a741342 (__TEXT,__text) external _tls_handshake_set_callbacks
00007ff80a74b896 (__TEXT,__text) external _tls_handshake_set_ciphersuites
00007ff80a740d75 (__TEXT,__text) non-external _tls_handshake_set_ciphersuites_internal
00007ff80a74b8e2 (__TEXT,__text) external _tls_handshake_set_client_auth
00007ff80a74baa8 (__TEXT,__text) external _tls_handshake_set_client_auth_type
00007ff80a740cdc (__TEXT,__text) external _tls_handshake_set_config
00007ff80a741133 (__TEXT,__text) external _tls_handshake_set_curves
00007ff80a74b90b (__TEXT,__text) external _tls_handshake_set_dh_parameters
00007ff80a74b887 (__TEXT,__text) external _tls_handshake_set_ems_enable
00007ff80a74ba2f (__TEXT,__text) external _tls_handshake_set_encrypt_rsa_public_key
00007ff80a74bc37 (__TEXT,__text) external _tls_handshake_set_fallback
00007ff80a74bb72 (__TEXT,__text) external _tls_handshake_set_false_start
00007ff80a74b988 (__TEXT,__text) external _tls_handshake_set_identity
00007ff80a741516 (__TEXT,__text) external _tls_handshake_set_max_protocol_version
00007ff80a741544 (__TEXT,__text) external _tls_handshake_set_min_dh_group_size
00007ff80a7414f5 (__TEXT,__text) external _tls_handshake_set_min_protocol_version
00007ff80a74b8f1 (__TEXT,__text) external _tls_handshake_set_mtu
00007ff80a74bba0 (__TEXT,__text) external _tls_handshake_set_npn_data
00007ff80a74bb91 (__TEXT,__text) external _tls_handshake_set_npn_enable
00007ff80a741381 (__TEXT,__text) external _tls_handshake_set_ocsp_enable
00007ff80a74bc85 (__TEXT,__text) external _tls_handshake_set_ocsp_request_extensions
00007ff80a74bc56 (__TEXT,__text) external _tls_handshake_set_ocsp_responder_id_list
00007ff80a74bcc1 (__TEXT,__text) external _tls_handshake_set_ocsp_response
00007ff80a74bb3b (__TEXT,__text) external _tls_handshake_set_peer_ec_public_key
00007ff80a741567 (__TEXT,__text) external _tls_handshake_set_peer_hostname
00007ff80a746b20 (__TEXT,__text) external _tls_handshake_set_peer_rsa_public_key
00007ff80a7476e4 (__TEXT,__text) external _tls_handshake_set_peer_trust
00007ff80a74ba69 (__TEXT,__text) external _tls_handshake_set_psk_identity
00007ff80a74ba83 (__TEXT,__text) external _tls_handshake_set_psk_identity_hint
00007ff80a74ba8e (__TEXT,__text) external _tls_handshake_set_psk_secret
00007ff80a74b8d3 (__TEXT,__text) external _tls_handshake_set_renegotiation
00007ff80a741658 (__TEXT,__text) external _tls_handshake_set_resumption
00007ff80a741372 (__TEXT,__text) external _tls_handshake_set_sct_enable
00007ff80a74bcec (__TEXT,__text) external _tls_handshake_set_sct_list
00007ff80a74bc18 (__TEXT,__text) external _tls_handshake_set_server_identity_change
00007ff80a74b8c4 (__TEXT,__text) external _tls_handshake_set_session_ticket_enabled
00007ff80a74c08a (__TEXT,__text) external _tls_handshake_set_session_warning
00007ff80a7411f6 (__TEXT,__text) external _tls_handshake_set_sigalgs
00007ff80a74bd37 (__TEXT,__text) external _tls_handshake_set_user_agent
00007ff80a7412ba (__TEXT,__text) non-external (was a private external) _tls_handshake_sigalg_is_supported
00007ff80a749795 (__TEXT,__text) non-external (was a private external) _tls_metric_client_finished
00007ff80a74a58f (__TEXT,__text) non-external (was a private external) _tls_metric_destroyed
00007ff80a74b090 (__TEXT,__text) non-external _tls_metric_event_add_string
00007ff80a74b21e (__TEXT,__text) non-external _tls_metric_event_done
00007ff80a74ade1 (__TEXT,__text) non-external _tls_metric_event_new
00007ff80a74dc71 (__TEXT,__text) non-external (was a private external) _tls_metric_insecure_dh_param
00007ff80a7527fc (__TEXT,__text) non-external _tls_metric_insecure_dh_param.cold.1
00007ff80a74b7ab (__TEXT,__text) external _tls_private_key_create
00007ff80a74b85d (__TEXT,__text) external _tls_private_key_destroy
00007ff80a74b80b (__TEXT,__text) external _tls_private_key_ecdsa_create
00007ff80a74b854 (__TEXT,__text) external _tls_private_key_get_context
00007ff80a74b76d (__TEXT,__text) external _tls_private_key_rsa_create
00007ff80a7494bb (__TEXT,__text) external _tls_record_advance_read_cipher
00007ff80a748feb (__TEXT,__text) external _tls_record_advance_write_cipher
00007ff80a741393 (__TEXT,__text) external _tls_record_create
00007ff80a744ad8 (__TEXT,__text) external _tls_record_decrypt
00007ff80a744a70 (__TEXT,__text) external _tls_record_decrypted_size
00007ff80a74a653 (__TEXT,__text) external _tls_record_destroy
00007ff80a74454e (__TEXT,__text) external _tls_record_encrypt
00007ff80a74442c (__TEXT,__text) external _tls_record_encrypted_size
00007ff80a7444e1 (__TEXT,__text) non-external _tls_record_encrypted_size_1
00007ff80a7449da (__TEXT,__text) external _tls_record_get_header_size
00007ff80a748a4f (__TEXT,__text) external _tls_record_init_pending_ciphers
00007ff80a7449f0 (__TEXT,__text) external _tls_record_parse_header
00007ff80a74b3fe (__TEXT,__text) external _tls_record_parse_ssl2_header
00007ff80a74b30e (__TEXT,__text) external _tls_record_rollback_write_cipher
00007ff80a743a9d (__TEXT,__text) external _tls_record_set_protocol_version
00007ff80a748fdc (__TEXT,__text) external _tls_record_set_record_splitting
00007ff80a74b44d (__TEXT,__text) external _tls_stream_parser_create
00007ff80a74b5be (__TEXT,__text) external _tls_stream_parser_destroy
00007ff80a74b47b (__TEXT,__text) external _tls_stream_parser_parse
00007ff8422a7810 (__DATA,__const) non-external _top_bundles
                 (undefined) external _vasprintf (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_create_from_plist (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
