                 (undefined) external _CCHmac (from libSystem)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
00007ff811421f4e (__TEXT,__text) external _NEAuditTokenForPID
00007ff8429339dc (__DATA,__bss) non-external __ne_session_cache_lock
00007ff84293345c (__DATA,__data) non-external __ne_session_cache_notify_token
00007ff842933a18 (__DATA,__bss) non-external __ne_session_master_cache
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __xpc_error_connection_interrupted (from libSystem)
                 (undefined) external __xpc_error_key_description (from libSystem)
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_data (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_endpoint (from libSystem)
                 (undefined) external __xpc_type_error (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external _audit_session_port (from libSystem)
                 (undefined) external _audit_session_self (from libSystem)
                 (undefined) external _audit_token_to_asid (from libbsm)
                 (undefined) external _audit_token_to_egid (from libbsm)
                 (undefined) external _audit_token_to_euid (from libbsm)
                 (undefined) external _audit_token_to_pid (from libbsm)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cc_cmp_safe (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_notify (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_retain (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_suspend (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
00007ff81140d8a7 (__TEXT,__text) non-external _fetch_status
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ff842933bbc (__DATA,__common) external _g_NEFilterDisable
00007ff842933a98 (__DATA,__bss) non-external _g_filter_protocol_callbacks
00007ff842933a6c (__DATA,__bss) non-external _g_filter_protocol_identifier
00007ff842933ba8 (__DATA,__common) external _g_ne_read_uuid_cache
00007ff842933ba9 (__DATA,__common) external _g_ne_uuid_cache_hit
00007ff842933958 (__DATA,__bss) non-external _g_queue
00007ff842933960 (__DATA,__bss) non-external _g_sessions
00007ff842933bb0 (__DATA,__common) external _g_stats_globals
00007ff842933bb8 (__DATA,__common) external _g_testControlUnit
00007ff842933a38 (__DATA,__bss) non-external _g_testProviderFactory
00007ff8429339e8 (__DATA,__bss) non-external _g_uuid_cache
00007ff8429339e0 (__DATA,__bss) non-external _g_uuid_cache_lock
00007ff81140dc7b (__TEXT,__text) non-external _get_connection
00007ff81140ce12 (__TEXT,__text) non-external _get_current_config_state
00007ff842933458 (__DATA,__data) non-external _get_current_config_state.config_token
00007ff842933a08 (__DATA,__bss) non-external _get_current_config_state.current_state
00007ff81140c928 (__TEXT,__text) non-external _get_current_notify_pid
00007ff8429339f8 (__DATA,__bss) non-external _get_current_notify_pid.current_pid
00007ff842933450 (__DATA,__data) non-external _get_current_notify_pid.sm_token
00007ff842933a28 (__DATA,__bss) non-external _get_flow_divert_token_from_session_manager.token_init
00007ff842933a20 (__DATA,__bss) non-external _get_flow_divert_token_from_session_manager.token_queue
                 (undefined) external _getegid (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsockopt (from libSystem)
00007ff842933a10 (__DATA,__bss) non-external _globals_init.sess_init
                 (undefined) external _in6addr_any (from libSystem)
                 (undefined) external _inet_ntop (from libSystem)
                 (undefined) external _inet_pton (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kSecRandomDefault (from Security)
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
00007ff81141248a (__TEXT,__text) non-external _ne_copy_cached_bundle_identifier_for_synthesized_uuid_locked
00007ff81141235b (__TEXT,__text) external _ne_copy_cached_bundle_identifier_for_uuid
00007ff8114126cc (__TEXT,__text) external _ne_copy_cached_preferred_bundle_for_bundle_identifier
00007ff81141219f (__TEXT,__text) non-external _ne_copy_cached_synthesized_uuids_for_bundle_identifier_locked
00007ff81141206a (__TEXT,__text) external _ne_copy_cached_uuids_for_bundle_identifier
00007ff8114115eb (__TEXT,__text) external _ne_copy_signature_info_for_pid
00007ff81142433a (__TEXT,__text) non-external _ne_copy_signature_info_for_pid.cold.1
00007ff81142436e (__TEXT,__text) non-external _ne_copy_signature_info_for_pid.cold.2
00007ff8114114a5 (__TEXT,__text) external _ne_copy_signing_identifier_for_pid
00007ff811424261 (__TEXT,__text) non-external _ne_copy_signing_identifier_for_pid.cold.1
00007ff8114242bb (__TEXT,__text) non-external _ne_copy_signing_identifier_for_pid.cold.2
00007ff81141203c (__TEXT,__text) external _ne_copy_uuid_cache
00007ff81141175e (__TEXT,__text) external _ne_copy_uuid_cache_locked
00007ff8114243ed (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.1
00007ff811424469 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.2
00007ff8114244d5 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.3
00007ff81142452f (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.4
00007ff811424563 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.5
00007ff8114245df (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.6
00007ff81142465c (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.7
00007ff8114246d9 (__TEXT,__text) non-external _ne_copy_uuid_cache_locked.cold.8
00007ff8429339f0 (__DATA,__bss) non-external _ne_copy_uuid_cache_locked.g_my_os_version
00007ff8114149e4 (__TEXT,__text) external _ne_filter_allocate_globals
00007ff81141b4a9 (__TEXT,__text) non-external _ne_filter_cleanup
00007ff81142731e (__TEXT,__text) non-external _ne_filter_cleanup.cold.1
00007ff811427382 (__TEXT,__text) non-external _ne_filter_cleanup.cold.2
00007ff8114273e6 (__TEXT,__text) non-external _ne_filter_cleanup.cold.3
00007ff842933a40 (__DATA,__bss) non-external _ne_filter_connection_queue.filter_queue
00007ff842933a48 (__DATA,__bss) non-external _ne_filter_connection_queue.onceToken
00007ff811414785 (__TEXT,__text) external _ne_filter_copy_connection
00007ff81141ee56 (__TEXT,__text) non-external _ne_filter_create_wildcard_remote_sockaddr
00007ff811422131 (__TEXT,__text) external _ne_filter_crypto_generate_client_key
00007ff811428d76 (__TEXT,__text) non-external _ne_filter_crypto_generate_client_key.cold.1
00007ff8114221c7 (__TEXT,__text) external _ne_filter_crypto_init_client
00007ff811428dd2 (__TEXT,__text) non-external _ne_filter_crypto_init_client.cold.1
00007ff8114220a0 (__TEXT,__text) external _ne_filter_crypto_init_master
00007ff811428d0f (__TEXT,__text) non-external _ne_filter_crypto_init_master.cold.1
00007ff811428d43 (__TEXT,__text) non-external _ne_filter_crypto_init_master.cold.2
00007ff81142250b (__TEXT,__text) non-external _ne_filter_crypto_print_data
00007ff811428eb0 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.1
00007ff811429336 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.10
00007ff8114293b3 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.11
00007ff811429430 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.12
00007ff8114294a9 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.13
00007ff811428f30 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.2
00007ff811428fad (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.3
00007ff81142902a (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.4
00007ff8114290a7 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.5
00007ff811429124 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.6
00007ff8114291a1 (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.7
00007ff81142921e (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.8
00007ff8114292aa (__TEXT,__text) non-external _ne_filter_crypto_print_data.cold.9
00007ff811422236 (__TEXT,__text) external _ne_filter_crypto_sign_data
00007ff811428e05 (__TEXT,__text) non-external _ne_filter_crypto_sign_data.cold.1
00007ff811428e39 (__TEXT,__text) non-external _ne_filter_crypto_sign_data.cold.2
00007ff8114223f9 (__TEXT,__text) non-external _ne_filter_crypto_update_context
00007ff81142293b (__TEXT,__text) external _ne_filter_crypto_validate_data
00007ff811429503 (__TEXT,__text) non-external _ne_filter_crypto_validate_data.cold.1
00007ff811429537 (__TEXT,__text) non-external _ne_filter_crypto_validate_data.cold.2
00007ff81141c82d (__TEXT,__text) non-external _ne_filter_data_protocol_send_data
00007ff8114278df (__TEXT,__text) non-external _ne_filter_data_protocol_send_data.cold.1
00007ff811427939 (__TEXT,__text) non-external _ne_filter_data_protocol_send_data.cold.2
00007ff81141c5a8 (__TEXT,__text) non-external _ne_filter_data_protocol_send_finished
00007ff8114278ab (__TEXT,__text) non-external _ne_filter_data_protocol_send_finished.cold.1
00007ff811414a2b (__TEXT,__text) external _ne_filter_deallocate_globals
00007ff81141eeef (__TEXT,__text) non-external _ne_filter_generate_crypto_signature
00007ff811427b12 (__TEXT,__text) non-external _ne_filter_generate_crypto_signature.cold.1
00007ff811415744 (__TEXT,__text) external _ne_filter_get_definition
00007ff842933a50 (__DATA,__bss) non-external _ne_filter_get_definition.filter_definition
00007ff842933a58 (__DATA,__bss) non-external _ne_filter_get_definition.onceToken
00007ff81141b70c (__TEXT,__text) non-external _ne_filter_handle_input_finished
00007ff811427519 (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.1
00007ff81142757d (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.2
00007ff8114275e1 (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.3
00007ff811427714 (__TEXT,__text) non-external _ne_filter_handle_input_finished.cold.4
00007ff811421707 (__TEXT,__text) non-external _ne_filter_handle_output_finished
00007ff8114284a5 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.1
00007ff811428509 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.2
00007ff81142856d (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.3
00007ff8114286a0 (__TEXT,__text) non-external _ne_filter_handle_output_finished.cold.4
00007ff811415c34 (__TEXT,__text) external _ne_filter_partial_input_frame_finalizer
00007ff811425289 (__TEXT,__text) non-external _ne_filter_partial_input_frame_finalizer.cold.1
00007ff811419db0 (__TEXT,__text) non-external _ne_filter_process_verdict
00007ff811426f6d (__TEXT,__text) non-external _ne_filter_process_verdict.cold.1
00007ff811426fd1 (__TEXT,__text) non-external _ne_filter_process_verdict.cold.2
00007ff811427035 (__TEXT,__text) non-external _ne_filter_process_verdict.cold.3
00007ff8114270a1 (__TEXT,__text) non-external _ne_filter_process_verdict.cold.4
00007ff811415e74 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler
00007ff811425321 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.1
00007ff811425385 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.2
00007ff8114253e9 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.3
00007ff81142541d (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.4
00007ff811425479 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler.cold.5
00007ff8114186b3 (__TEXT,__text) non-external _ne_filter_protocol_connect
00007ff811426361 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.1
00007ff8114263c5 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.2
00007ff811426429 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.3
00007ff81142645d (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.4
00007ff811426590 (__TEXT,__text) non-external _ne_filter_protocol_connect.cold.5
00007ff8114192a8 (__TEXT,__text) non-external _ne_filter_protocol_connected
00007ff8114266c3 (__TEXT,__text) non-external _ne_filter_protocol_connected.cold.1
00007ff811426727 (__TEXT,__text) non-external _ne_filter_protocol_connected.cold.2
00007ff8114199a7 (__TEXT,__text) non-external _ne_filter_protocol_create
00007ff811426d7c (__TEXT,__text) non-external _ne_filter_protocol_create.cold.1
00007ff811415a3c (__TEXT,__text) non-external _ne_filter_protocol_destroy
00007ff811425156 (__TEXT,__text) non-external _ne_filter_protocol_destroy.cold.1
00007ff8114193b5 (__TEXT,__text) non-external _ne_filter_protocol_disconnect
00007ff81142678b (__TEXT,__text) non-external _ne_filter_protocol_disconnect.cold.1
00007ff8114267ef (__TEXT,__text) non-external _ne_filter_protocol_disconnect.cold.2
00007ff811426853 (__TEXT,__text) non-external _ne_filter_protocol_disconnect.cold.3
00007ff81141954a (__TEXT,__text) non-external _ne_filter_protocol_disconnected
00007ff811426986 (__TEXT,__text) non-external _ne_filter_protocol_disconnected.cold.1
00007ff8114269ea (__TEXT,__text) non-external _ne_filter_protocol_disconnected.cold.2
00007ff811426a4e (__TEXT,__text) non-external _ne_filter_protocol_disconnected.cold.3
00007ff81141b27a (__TEXT,__text) non-external _ne_filter_protocol_drop_flow
00007ff811427123 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow.cold.1
00007ff811427187 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow.cold.2
00007ff8114271eb (__TEXT,__text) non-external _ne_filter_protocol_drop_flow.cold.3
00007ff811417be3 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames
00007ff811425a14 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.1
00007ff811425a78 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.2
00007ff811425adc (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.3
00007ff811425b0f (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.4
00007ff811425c42 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames.cold.5
00007ff81141e933 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request
00007ff81142796d (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.1
00007ff8114279d1 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.2
00007ff811427a35 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.3
00007ff811427a99 (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request.cold.4
00007ff811416672 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames
00007ff811425674 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.1
00007ff8114256d8 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.2
00007ff81142573c (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.3
00007ff8114257b3 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.4
00007ff8114258e6 (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames.cold.5
00007ff811417859 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames
00007ff811425919 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames.cold.1
00007ff81142597d (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames.cold.2
00007ff8114259e1 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames.cold.3
00007ff811419be7 (__TEXT,__text) external _ne_filter_protocol_handle_message
00007ff811426ea5 (__TEXT,__text) non-external _ne_filter_protocol_handle_message.cold.1
00007ff811426f09 (__TEXT,__text) non-external _ne_filter_protocol_handle_message.cold.2
00007ff8114157ca (__TEXT,__text) external _ne_filter_protocol_identifier
00007ff842933a68 (__DATA,__bss) non-external _ne_filter_protocol_identifier.g_hasNESMAccess
00007ff842933a60 (__DATA,__bss) non-external _ne_filter_protocol_identifier.onceToken
00007ff8114181b4 (__TEXT,__text) non-external _ne_filter_protocol_input_available
00007ff811425d75 (__TEXT,__text) non-external _ne_filter_protocol_input_available.cold.1
00007ff811425dd9 (__TEXT,__text) non-external _ne_filter_protocol_input_available.cold.2
00007ff811425e3d (__TEXT,__text) non-external _ne_filter_protocol_input_available.cold.3
00007ff811418340 (__TEXT,__text) non-external _ne_filter_protocol_input_finished
00007ff811425f6b (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.1
00007ff811425fcf (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.2
00007ff811426033 (__TEXT,__text) non-external _ne_filter_protocol_input_finished.cold.3
00007ff81141827a (__TEXT,__text) non-external _ne_filter_protocol_output_available
00007ff811425e70 (__TEXT,__text) non-external _ne_filter_protocol_output_available.cold.1
00007ff811425ed4 (__TEXT,__text) non-external _ne_filter_protocol_output_available.cold.2
00007ff811425f38 (__TEXT,__text) non-external _ne_filter_protocol_output_available.cold.3
00007ff811418516 (__TEXT,__text) non-external _ne_filter_protocol_output_finished
00007ff811426166 (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.1
00007ff8114261ca (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.2
00007ff81142622e (__TEXT,__text) non-external _ne_filter_protocol_output_finished.cold.3
00007ff811419b29 (__TEXT,__text) external _ne_filter_protocol_release
00007ff81141649e (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler
00007ff8114255ac (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler.cold.1
00007ff811425610 (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler.cold.2
00007ff811419ab2 (__TEXT,__text) external _ne_filter_protocol_retain
00007ff811426ddd (__TEXT,__text) non-external _ne_filter_protocol_retain.cold.1
00007ff811426e41 (__TEXT,__text) non-external _ne_filter_protocol_retain.cold.2
00007ff81141bb86 (__TEXT,__text) non-external _ne_filter_read_approved_frames
00007ff811427847 (__TEXT,__text) non-external _ne_filter_read_approved_frames.cold.1
00007ff81142007d (__TEXT,__text) non-external _ne_filter_read_from_network
00007ff811428113 (__TEXT,__text) non-external _ne_filter_read_from_network.cold.1
00007ff811428177 (__TEXT,__text) non-external _ne_filter_read_from_network.cold.2
00007ff8114281db (__TEXT,__text) non-external _ne_filter_read_from_network.cold.3
00007ff811414a67 (__TEXT,__text) external _ne_filter_register_flow
00007ff8114141f5 (__TEXT,__text) external _ne_filter_request_connection
00007ff811424c9e (__TEXT,__text) non-external _ne_filter_request_connection.cold.1
00007ff811420629 (__TEXT,__text) non-external _ne_filter_send_approved_frames
00007ff81142830e (__TEXT,__text) non-external _ne_filter_send_approved_frames.cold.1
00007ff811428372 (__TEXT,__text) non-external _ne_filter_send_approved_frames.cold.2
00007ff81141485a (__TEXT,__text) external _ne_filter_send_message
00007ff811414a61 (__TEXT,__text) external _ne_filter_set_test_crypto_state
00007ff811414a4a (__TEXT,__text) external _ne_filter_set_test_provider_factory
00007ff8114147c7 (__TEXT,__text) external _ne_filter_sign_data
00007ff811414980 (__TEXT,__text) external _ne_filter_stats_destroy
00007ff8114148da (__TEXT,__text) external _ne_filter_stats_init
00007ff811414b1f (__TEXT,__text) external _ne_filter_stats_report
00007ff811424d90 (__TEXT,__text) non-external _ne_filter_stats_report.cold.1
00007ff811424dbe (__TEXT,__text) non-external _ne_filter_stats_report.cold.2
00007ff81141506d (__TEXT,__text) external _ne_filter_stats_report_register
00007ff811424dec (__TEXT,__text) non-external _ne_filter_stats_report_register.cold.1
00007ff811424e20 (__TEXT,__text) non-external _ne_filter_stats_report_register.cold.2
00007ff8114151d5 (__TEXT,__text) external _ne_filter_stats_report_unregister
00007ff811424e53 (__TEXT,__text) non-external _ne_filter_stats_report_unregister.cold.1
00007ff811415803 (__TEXT,__text) external _ne_filter_stats_toggle
00007ff8114250ec (__TEXT,__text) non-external _ne_filter_stats_toggle.cold.1
00007ff811414ac4 (__TEXT,__text) external _ne_filter_unregister_flow
00007ff811411725 (__TEXT,__text) external _ne_force_reset_uuid_cache
00007ff81140ccda (__TEXT,__text) external _ne_get_configuration_generation
00007ff811423559 (__TEXT,__text) non-external _ne_get_configuration_generation.cold.1
00007ff8114235d6 (__TEXT,__text) non-external _ne_get_configuration_generation.cold.2
00007ff842933448 (__DATA,__data) non-external _ne_get_configuration_generation.configuration_changed_token
00007ff842933930 (__DATA,__bss) non-external _ne_get_configuration_generation.current_generation
00007ff842933900 (__DATA,__bss) non-external _ne_helper_last_approved_associated_domains
00007ff8429338f8 (__DATA,__bss) non-external _ne_helper_last_approved_bundle
00007ff8429338f0 (__DATA,__bss) non-external _ne_helper_skip_associated_domain_bundles
00007ff842933570 (__DATA,__bss) non-external _ne_helper_tracker_lock
00007ff842933578 (__DATA,__bss) non-external _ne_helper_tracker_trie
00007ff8114127a1 (__TEXT,__text) external _ne_is_sockaddr_valid
                 (undefined) external _ne_log_obj (from libSystem)
00007ff842933420 (__DATA,__data) external _ne_necp_drop_dest_plist_paths
00007ff81140ea86 (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_dest_list
00007ff811423a02 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_dest_list.cold.1
00007ff811423a82 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_dest_list.cold.2
00007ff81140e767 (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_path
00007ff8114237a6 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.1
00007ff81142381f (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.2
00007ff8114238ac (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.3
00007ff811423925 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.4
00007ff81140fa0e (__TEXT,__text) external _ne_session_address_matches_subnets
00007ff81141136a (__TEXT,__text) external _ne_session_agent_get_advisory
00007ff8114112d7 (__TEXT,__text) external _ne_session_agent_get_advisory_interface_index
00007ff81140ced6 (__TEXT,__text) external _ne_session_always_on_vpn_configs_present
00007ff81140cee8 (__TEXT,__text) external _ne_session_always_on_vpn_configs_present_at_boot
00007ff81140cec4 (__TEXT,__text) external _ne_session_app_vpn_configs_present
00007ff81140d6cc (__TEXT,__text) external _ne_session_cancel
00007ff811412cf2 (__TEXT,__text) external _ne_session_clear_caches
00007ff81140d601 (__TEXT,__text) non-external _ne_session_clear_event_handler
00007ff81140d1ea (__TEXT,__text) external _ne_session_content_filter_configs_present
00007ff8114110b9 (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_socket
00007ff81142416a (__TEXT,__text) non-external _ne_session_copy_app_data_from_flow_divert_socket.cold.1
00007ff81142419e (__TEXT,__text) non-external _ne_session_copy_app_data_from_flow_divert_socket.cold.2
00007ff8114241fa (__TEXT,__text) non-external _ne_session_copy_app_data_from_flow_divert_socket.cold.3
00007ff81141120d (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_token
00007ff81140fe01 (__TEXT,__text) non-external _ne_session_copy_cached_values_locked
00007ff811411e4f (__TEXT,__text) external _ne_session_copy_os_version_string
00007ff811424745 (__TEXT,__text) non-external _ne_session_copy_os_version_string.cold.1
00007ff8114247a5 (__TEXT,__text) non-external _ne_session_copy_os_version_string.cold.2
00007ff81140f20e (__TEXT,__text) external _ne_session_copy_policy_match
00007ff811410566 (__TEXT,__text) external _ne_session_copy_security_session_info
00007ff811424048 (__TEXT,__text) non-external _ne_session_copy_security_session_info.cold.1
00007ff811410360 (__TEXT,__text) external _ne_session_copy_socket_attributes
00007ff811412a15 (__TEXT,__text) external _ne_session_copy_socket_domain_attributes
00007ff81140d244 (__TEXT,__text) external _ne_session_create
00007ff81140caf2 (__TEXT,__text) external _ne_session_disable_restrictions
00007ff842933918 (__DATA,__bss) non-external _ne_session_disable_restrictions.current_state
00007ff84293343c (__DATA,__data) non-external _ne_session_disable_restrictions.disable_restrictions_token
00007ff81140d1fc (__TEXT,__text) external _ne_session_dns_proxy_configs_present
00007ff81140d220 (__TEXT,__text) external _ne_session_dns_settings_configs_present
00007ff81140e4a0 (__TEXT,__text) external _ne_session_establish_ipc
00007ff81140cb96 (__TEXT,__text) external _ne_session_fallback_advisory
00007ff842933920 (__DATA,__bss) non-external _ne_session_fallback_advisory.current_state
00007ff842933440 (__DATA,__data) non-external _ne_session_fallback_advisory.fallback_advisory_token
00007ff81140cc3a (__TEXT,__text) external _ne_session_fallback_default
00007ff842933928 (__DATA,__bss) non-external _ne_session_fallback_default.current_state
00007ff842933444 (__DATA,__data) non-external _ne_session_fallback_default.fallback_default_token
00007ff81141126f (__TEXT,__text) external _ne_session_get_config_id_from_network_agent
00007ff81140e48d (__TEXT,__text) external _ne_session_get_configuration_id
00007ff81140fff4 (__TEXT,__text) non-external _ne_session_get_domain_dict_from_session_dict
00007ff81140dfdc (__TEXT,__text) external _ne_session_get_info
00007ff81140e08d (__TEXT,__text) external _ne_session_get_info2
00007ff81140dff0 (__TEXT,__text) non-external _ne_session_get_info_with_parameters
00007ff81140ff0b (__TEXT,__text) non-external _ne_session_get_session_dict_from_cache
00007ff81140d733 (__TEXT,__text) external _ne_session_get_status
00007ff81140da52 (__TEXT,__text) external _ne_session_info_type_to_string
00007ff81140f096 (__TEXT,__text) external _ne_session_initialize_necp_drop_all
00007ff81140eb5b (__TEXT,__text) external _ne_session_initialize_necp_drop_dest
00007ff811423b02 (__TEXT,__text) non-external _ne_session_initialize_necp_drop_dest.cold.1
00007ff811423b82 (__TEXT,__text) non-external _ne_session_initialize_necp_drop_dest.cold.2
00007ff81140d00e (__TEXT,__text) external _ne_session_is_always_on_vpn_enabled
00007ff811423653 (__TEXT,__text) non-external _ne_session_is_always_on_vpn_enabled.cold.1
00007ff842933938 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.enabled
00007ff842933940 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.handler
00007ff842933950 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.notify_lock
00007ff84293344c (__DATA,__data) non-external _ne_session_is_always_on_vpn_enabled.notify_token
00007ff842933948 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.queue
00007ff81140f1b8 (__TEXT,__text) external _ne_session_is_safeboot
00007ff81140d232 (__TEXT,__text) external _ne_session_local_communication_configs_present
